game,2015,3,20150927,201509270dal,atl,"Atlanta Falcons",39,dal,"Dallas Cowboys",28
player,201509270dal,atl,TammJa00,rush_td,0,,,,,
player,201509270dal,atl,TammJa00,rush_long,0,,,,,
player,201509270dal,atl,TammJa00,targets,1,,,,,
player,201509270dal,atl,TammJa00,rec,1,,,,,
player,201509270dal,atl,TammJa00,rec_yds,8,,,,,
player,201509270dal,atl,TammJa00,rec_td,0,,,,,
player,201509270dal,atl,TammJa00,rec_long,8,,,,,
player,201509270dal,atl,TammJa00,fumbles,0,,,,,
player,201509270dal,atl,TammJa00,fumbles_lost,0,,,,,
player,201509270dal,atl,ToilLe00,pass_cmp,0,,,,,
player,201509270dal,atl,ToilLe00,pass_att,0,,,,,
player,201509270dal,atl,ToilLe00,pass_yds,0,,,,,
player,201509270dal,atl,ToilLe00,pass_td,0,,,,,
player,201509270dal,atl,ToilLe00,pass_int,0,,,,,
player,201509270dal,atl,ToilLe00,pass_sacked,0,,,,,
player,201509270dal,atl,ToilLe00,pass_sacked_yds,0,,,,,
player,201509270dal,atl,ToilLe00,pass_long,0,,,,,
player,201509270dal,atl,ToilLe00,pass_rating,,,,,,
player,201509270dal,atl,ToilLe00,rush_att,0,,,,,
player,201509270dal,atl,ToilLe00,rush_yds,0,,,,,
player,201509270dal,atl,ToilLe00,rush_td,0,,,,,
player,201509270dal,atl,ToilLe00,rush_long,0,,,,,
player,201509270dal,atl,ToilLe00,targets,1,,,,,
player,201509270dal,atl,ToilLe00,rec,1,,,,,
player,201509270dal,atl,ToilLe00,rec_yds,6,,,,,
player,201509270dal,atl,ToilLe00,rec_td,0,,,,,
player,201509270dal,atl,ToilLe00,rec_long,6,,,,,
player,201509270dal,atl,ToilLe00,fumbles,0,,,,,
player,201509270dal,atl,ToilLe00,fumbles_lost,0,,,,,
player,201509270dal,atl,WillNi02,pass_cmp,0,,,,,
player,201509270dal,atl,WillNi02,pass_att,0,,,,,
player,201509270dal,atl,WillNi02,pass_yds,0,,,,,
player,201509270dal,atl,WillNi02,pass_td,0,,,,,
player,201509270dal,atl,WillNi02,pass_int,0,,,,,
player,201509270dal,atl,WillNi02,pass_sacked,0,,,,,
player,201509270dal,atl,WillNi02,pass_sacked_yds,0,,,,,
player,201509270dal,atl,WillNi02,pass_long,0,,,,,
player,201509270dal,atl,WillNi02,pass_rating,,,,,,
player,201509270dal,atl,WillNi02,rush_att,0,,,,,
player,201509270dal,atl,WillNi02,rush_yds,0,,,,,
player,201509270dal,atl,WillNi02,rush_td,0,,,,,
player,201509270dal,atl,WillNi02,rush_long,0,,,,,
player,201509270dal,atl,WillNi02,targets,1,,,,,
player,201509270dal,atl,WillNi02,rec,1,,,,,
player,201509270dal,atl,WillNi02,rec_yds,6,,,,,
player,201509270dal,atl,WillNi02,rec_td,0,,,,,
player,201509270dal,atl,WillNi02,rec_long,6,,,,,
player,201509270dal,atl,WillNi02,fumbles,0,,,,,
player,201509270dal,atl,WillNi02,fumbles_lost,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_cmp,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_att,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_yds,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_td,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_int,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_sacked,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_sacked_yds,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_long,0,,,,,
player,201509270dal,atl,DiMaPa00,pass_rating,,,,,,
player,201509270dal,atl,DiMaPa00,rush_att,0,,,,,
player,201509270dal,atl,DiMaPa00,rush_yds,0,,,,,
player,201509270dal,atl,DiMaPa00,rush_td,0,,,,,
player,201509270dal,atl,DiMaPa00,rush_long,0,,,,,
player,201509270dal,atl,DiMaPa00,targets,1,,,,,
player,201509270dal,atl,DiMaPa00,rec,1,,,,,
player,201509270dal,atl,DiMaPa00,rec_yds,4,,,,,
player,201509270dal,atl,DiMaPa00,rec_td,0,,,,,
player,201509270dal,atl,DiMaPa00,rec_long,4,,,,,
player,201509270dal,atl,DiMaPa00,fumbles,0,,,,,
player,201509270dal,atl,DiMaPa00,fumbles_lost,0,,,,,
player,201509270dal,dal,WeedBr00,pass_cmp,22,,,,,
player,201509270dal,dal,WeedBr00,pass_att,26,,,,,
player,201509270dal,dal,WeedBr00,pass_yds,232,,,,,
player,201509270dal,dal,WeedBr00,pass_td,0,,,,,
player,201509270dal,dal,WeedBr00,pass_int,1,,,,,
player,201509270dal,dal,WeedBr00,pass_sacked,2,,,,,
player,201509270dal,dal,WeedBr00,pass_sacked_yds,12,,,,,
player,201509270dal,dal,WeedBr00,pass_long,22,,,,,
player,201509270dal,dal,WeedBr00,pass_rating,87.8,,,,,
player,201509270dal,dal,WeedBr00,rush_att,0,,,,,
player,201509270dal,dal,WeedBr00,rush_yds,0,,,,,
player,201509270dal,dal,WeedBr00,rush_td,0,,,,,
player,201509270dal,dal,WeedBr00,rush_long,0,,,,,
player,201509270dal,dal,WeedBr00,targets,0,,,,,
player,201509270dal,dal,WeedBr00,rec,0,,,,,
player,201509270dal,dal,WeedBr00,rec_yds,0,,,,,
player,201509270dal,dal,WeedBr00,rec_td,0,,,,,
player,201509270dal,dal,WeedBr00,rec_long,0,,,,,
player,201509270dal,dal,WeedBr00,fumbles,0,,,,,
player,201509270dal,dal,WeedBr00,fumbles_lost,0,,,,,
player,201509270dal,dal,RandJo01,pass_cmp,0,,,,,
player,201509270dal,dal,RandJo01,pass_att,0,,,,,
player,201509270dal,dal,RandJo01,pass_yds,0,,,,,
player,201509270dal,dal,RandJo01,pass_td,0,,,,,
player,201509270dal,dal,RandJo01,pass_int,0,,,,,
player,201509270dal,dal,RandJo01,pass_sacked,0,,,,,
player,201509270dal,dal,RandJo01,pass_sacked_yds,0,,,,,
player,201509270dal,dal,RandJo01,pass_long,0,,,,,
player,201509270dal,dal,RandJo01,pass_rating,,,,,,
player,201509270dal,dal,RandJo01,rush_att,14,,,,,
player,201509270dal,dal,RandJo01,rush_yds,87,,,,,
player,201509270dal,dal,RandJo01,rush_td,3,,,,,
player,201509270dal,dal,RandJo01,rush_long,37,,,,,
player,201509270dal,dal,RandJo01,targets,2,,,,,
player,201509270dal,dal,RandJo01,rec,2,,,,,
player,201509270dal,dal,RandJo01,rec_yds,18,,,,,
player,201509270dal,dal,RandJo01,rec_td,0,,,,,
player,201509270dal,dal,RandJo01,rec_long,9,,,,,
player,201509270dal,dal,RandJo01,fumbles,0,,,,,
player,201509270dal,dal,RandJo01,fumbles_lost,0,,,,,
player,201509270dal,dal,McFaDa00,pass_cmp,0,,,,,
player,201509270dal,dal,McFaDa00,pass_att,0,,,,,
player,201509270dal,dal,McFaDa00,pass_yds,0,,,,,
player,201509270dal,dal,McFaDa00,pass_td,0,,,,,
player,201509270dal,dal,McFaDa00,pass_int,0,,,,,
player,201509270dal,dal,McFaDa00,pass_sacked,0,,,,,
player,201509270dal,dal,McFaDa00,pass_sacked_yds,0,,,,,
player,201509270dal,dal,McFaDa00,pass_long,0,,,,,
player,201509270dal,dal,McFaDa00,pass_rating,,,,,,
player,201509270dal,dal,McFaDa00,rush_att,6,,,,,
player,201509270dal,dal,McFaDa00,rush_yds,35,,,,,
player,201509270dal,dal,McFaDa00,rush_td,1,,,,,
player,201509270dal,dal,McFaDa00,rush_long,10,,,,,
player,201509270dal,dal,McFaDa00,targets,0,,,,,
player,201509270dal,dal,McFaDa00,rec,0,,,,,
player,201509270dal,dal,McFaDa00,rec_yds,0,,,,,
player,201509270dal,dal,McFaDa00,rec_td,0,,,,,
player,201509270dal,dal,McFaDa00,rec_long,0,,,,,
player,201509270dal,dal,McFaDa00,fumbles,0,,,,,
player,201509270dal,dal,McFaDa00,fumbles_lost,0,,,,,
player,201509270dal,dal,DunbLa00,pass_cmp,0,,,,,
player,201509270dal,dal,DunbLa00,pass_att,0,,,,,
player,201509270dal,dal,DunbLa00,pass_yds,0,,,,,
player,201509270dal,dal,DunbLa00,pass_td,0,,,,,
player,201509270dal,dal,DunbLa00,pass_int,0,,,,,
player,201509270dal,dal,DunbLa00,pass_sacked,0,,,,,
player,201509270dal,dal,DunbLa00,pass_sacked_yds,0,,,,,
player,201509270dal,dal,DunbLa00,pass_long,0,,,,,
player,201509270dal,dal,DunbLa00,pass_rating,,,,,,
player,201509270dal,dal,DunbLa00,rush_att,1,,,,,
player,201509270dal,dal,DunbLa00,rush_yds,5,,,,,
player,201509270dal,dal,DunbLa00,rush_td,0,,,,,
player,201509270dal,dal,DunbLa00,rush_long,5,,,,,
player,201509270dal,dal,DunbLa00,targets,10,,,,,
player,201509270dal,dal,DunbLa00,rec,10,,,,,
player,201509270dal,dal,DunbLa00,rec_yds,100,,,,,
player,201509270dal,dal,DunbLa00,rec_td,0,,,,,
player,201509270dal,dal,DunbLa00,rec_long,22,,,,,
player,201509270dal,dal,DunbLa00,fumbles,0,,,,,
player,201509270dal,dal,DunbLa00,fumbles_lost,0,,,,,
player,201509270dal,dal,WittJa00,pass_cmp,0,,,,,
player,201509270dal,dal,WittJa00,pass_att,0,,,,,
player,201509270dal,dal,WittJa00,pass_yds,0,,,,,
player,201509270dal,dal,WittJa00,pass_td,0,,,,,
player,201509270dal,dal,WittJa00,pass_int,0,,,,,
player,201509270dal,dal,WittJa00,pass_sacked,0,,,,,
player,201509270dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201509270dal,dal,WittJa00,pass_long,0,,,,,
player,201509270dal,dal,WittJa00,pass_rating,,,,,,
player,201509270dal,dal,WittJa00,rush_att,0,,,,,
player,201509270dal,dal,WittJa00,rush_yds,0,,,,,
player,201509270dal,dal,WittJa00,rush_td,0,,,,,
player,201509270dal,dal,WittJa00,rush_long,0,,,,,
player,201509270dal,dal,WittJa00,targets,8,,,,,
player,201509270dal,dal,WittJa00,rec,6,,,,,
player,201509270dal,dal,WittJa00,rec_yds,65,,,,,
player,201509270dal,dal,WittJa00,rec_td,0,,,,,
player,201509270dal,dal,WittJa00,rec_long,19,,,,,
player,201509270dal,dal,WittJa00,fumbles,0,,,,,
player,201509270dal,dal,WittJa00,fumbles_lost,0,,,,,
player,201509270dal,dal,BeasCo00,pass_cmp,0,,,,,
player,201509270dal,dal,BeasCo00,pass_att,0,,,,,
player,201509270dal,dal,BeasCo00,pass_yds,0,,,,,
player,201509270dal,dal,BeasCo00,pass_td,0,,,,,
player,201509270dal,dal,BeasCo00,pass_int,0,,,,,
player,201509270dal,dal,BeasCo00,pass_sacked,0,,,,,
player,201509270dal,dal,BeasCo00,pass_sacked_yds,0,,,,,
player,201509270dal,dal,BeasCo00,pass_long,0,,,,,
player,201509270dal,dal,BeasCo00,pass_rating,,,,,,
player,201509270dal,dal,BeasCo00,rush_att,0,,,,,
player,201509270dal,dal,BeasCo00,rush_yds,0,,,,,
player,201509270dal,dal,BeasCo00,rush_td,0,,,,,
player,201509270dal,dal,BeasCo00,rush_long,0,,,,,
player,201509270dal,dal,BeasCo00,targets,4,,,,,
player,201509270dal,dal,BeasCo00,rec,4,,,,,
player,201509270dal,dal,BeasCo00,rec_yds,49,,,,,
player,201509270dal,dal,BeasCo00,rec_td,0,,,,,
player,201509270dal,dal,BeasCo00,rec_long,20,,,,,
player,201509270dal,dal,BeasCo00,fumbles,0,,,,,
player,201509270dal,dal,BeasCo00,fumbles_lost,0,,,,,
player,201509270dal,dal,WillTe01,pass_cmp,0,,,,,
player,201509270dal,dal,WillTe01,pass_att,0,,,,,
player,201509270dal,dal,WillTe01,pass_yds,0,,,,,
player,201509270dal,dal,WillTe01,pass_td,0,,,,,
player,201509270dal,dal,WillTe01,pass_int,0,,,,,
player,201509270dal,dal,WillTe01,pass_sacked,0,,,,,
player,201509270dal,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201509270dal,dal,WillTe01,pass_long,0,,,,,
player,201509270dal,dal,WillTe01,pass_rating,,,,,,
player,201509270dal,dal,WillTe01,rush_att,0,,,,,
player,201509270dal,dal,WillTe01,rush_yds,0,,,,,
player,201509270dal,dal,WillTe01,rush_td,0,,,,,
player,201509270dal,dal,WillTe01,rush_long,0,,,,,
player,201509270dal,dal,WillTe01,targets,2,,,,,
player,201509270dal,dal,WillTe01,rec,0,,,,,
player,201509270dal,dal,WillTe01,rec_yds,0,,,,,
player,201509270dal,dal,WillTe01,rec_td,0,,,,,
player,201509270dal,dal,WillTe01,rec_long,0,,,,,
player,201509270dal,dal,WillTe01,fumbles,0,,,,,
player,201509270dal,dal,WillTe01,fumbles_lost,0,,,,,
player,201509270dal,atl,MoorWi99,def_int,1,,,,,
player,201509270dal,atl,MoorWi99,def_int_yds,11,,,,,
player,201509270dal,atl,MoorWi99,def_int_td,0,,,,,
player,201509270dal,atl,MoorWi99,def_int_long,11,,,,,
player,201509270dal,atl,MoorWi99,pass_defended,1,,,,,
player,201509270dal,atl,MoorWi99,sacks,0.0,,,,,
player,201509270dal,atl,MoorWi99,tackles_combined,4,,,,,
player,201509270dal,atl,MoorWi99,tackles_solo,4,,,,,
player,201509270dal,atl,MoorWi99,tackles_assists,0,,,,,
player,201509270dal,atl,MoorWi99,tackles_loss,0,,,,,
player,201509270dal,atl,MoorWi99,qb_hits,0,,,,,
player,201509270dal,atl,MoorWi99,fumbles_rec,0,,,,,
player,201509270dal,atl,MoorWi99,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,MoorWi99,fumbles_rec_td,0,,,,,
player,201509270dal,atl,MoorWi99,fumbles_forced,0,,,,,
player,201509270dal,atl,BeasVi00,def_int,0,,,,,
player,201509270dal,atl,BeasVi00,def_int_yds,0,,,,,
player,201509270dal,atl,BeasVi00,def_int_td,0,,,,,
player,201509270dal,atl,BeasVi00,def_int_long,0,,,,,
player,201509270dal,atl,BeasVi00,pass_defended,0,,,,,
player,201509270dal,atl,BeasVi00,sacks,1.0,,,,,
player,201509270dal,atl,BeasVi00,tackles_combined,2,,,,,
player,201509270dal,atl,BeasVi00,tackles_solo,2,,,,,
player,201509270dal,atl,BeasVi00,tackles_assists,0,,,,,
player,201509270dal,atl,BeasVi00,tackles_loss,1,,,,,
player,201509270dal,atl,BeasVi00,qb_hits,1,,,,,
player,201509270dal,atl,BeasVi00,fumbles_rec,0,,,,,
player,201509270dal,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201509270dal,atl,BeasVi00,fumbles_forced,0,,,,,
player,201509270dal,atl,ClayAd00,def_int,0,,,,,
player,201509270dal,atl,ClayAd00,def_int_yds,0,,,,,
player,201509270dal,atl,ClayAd00,def_int_td,0,,,,,
player,201509270dal,atl,ClayAd00,def_int_long,0,,,,,
player,201509270dal,atl,ClayAd00,pass_defended,0,,,,,
player,201509270dal,atl,ClayAd00,sacks,1.0,,,,,
player,201509270dal,atl,ClayAd00,tackles_combined,2,,,,,
player,201509270dal,atl,ClayAd00,tackles_solo,2,,,,,
player,201509270dal,atl,ClayAd00,tackles_assists,0,,,,,
player,201509270dal,atl,ClayAd00,tackles_loss,1,,,,,
player,201509270dal,atl,ClayAd00,qb_hits,1,,,,,
player,201509270dal,atl,ClayAd00,fumbles_rec,0,,,,,
player,201509270dal,atl,ClayAd00,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,ClayAd00,fumbles_rec_td,0,,,,,
player,201509270dal,atl,ClayAd00,fumbles_forced,0,,,,,
player,201509270dal,atl,DuraJu99,def_int,0,,,,,
player,201509270dal,atl,DuraJu99,def_int_yds,0,,,,,
player,201509270dal,atl,DuraJu99,def_int_td,0,,,,,
player,201509270dal,atl,DuraJu99,def_int_long,0,,,,,
player,201509270dal,atl,DuraJu99,pass_defended,0,,,,,
player,201509270dal,atl,DuraJu99,sacks,0.0,,,,,
player,201509270dal,atl,DuraJu99,tackles_combined,9,,,,,
player,201509270dal,atl,DuraJu99,tackles_solo,8,,,,,
player,201509270dal,atl,DuraJu99,tackles_assists,1,,,,,
player,201509270dal,atl,DuraJu99,tackles_loss,0,,,,,
player,201509270dal,atl,DuraJu99,qb_hits,0,,,,,
player,201509270dal,atl,DuraJu99,fumbles_rec,0,,,,,
player,201509270dal,atl,DuraJu99,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,DuraJu99,fumbles_rec_td,0,,,,,
player,201509270dal,atl,DuraJu99,fumbles_forced,0,,,,,
player,201509270dal,atl,AlleRi00,def_int,0,,,,,
player,201509270dal,atl,AlleRi00,def_int_yds,0,,,,,
player,201509270dal,atl,AlleRi00,def_int_td,0,,,,,
player,201509270dal,atl,AlleRi00,def_int_long,0,,,,,
player,201509270dal,atl,AlleRi00,pass_defended,0,,,,,
player,201509270dal,atl,AlleRi00,sacks,0.0,,,,,
player,201509270dal,atl,AlleRi00,tackles_combined,7,,,,,
player,201509270dal,atl,AlleRi00,tackles_solo,7,,,,,
player,201509270dal,atl,AlleRi00,tackles_assists,0,,,,,
player,201509270dal,atl,AlleRi00,tackles_loss,0,,,,,
player,201509270dal,atl,AlleRi00,qb_hits,0,,,,,
player,201509270dal,atl,AlleRi00,fumbles_rec,0,,,,,
player,201509270dal,atl,AlleRi00,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,AlleRi00,fumbles_rec_td,0,,,,,
player,201509270dal,atl,AlleRi00,fumbles_forced,0,,,,,
player,201509270dal,atl,WorrPa00,def_int,0,,,,,
player,201509270dal,atl,WorrPa00,def_int_yds,0,,,,,
player,201509270dal,atl,WorrPa00,def_int_td,0,,,,,
player,201509270dal,atl,WorrPa00,def_int_long,0,,,,,
player,201509270dal,atl,WorrPa00,pass_defended,0,,,,,
player,201509270dal,atl,WorrPa00,sacks,0.0,,,,,
player,201509270dal,atl,WorrPa00,tackles_combined,5,,,,,
player,201509270dal,atl,WorrPa00,tackles_solo,5,,,,,
player,201509270dal,atl,WorrPa00,tackles_assists,0,,,,,
player,201509270dal,atl,WorrPa00,tackles_loss,0,,,,,
player,201509270dal,atl,WorrPa00,qb_hits,0,,,,,
player,201509270dal,atl,WorrPa00,fumbles_rec,0,,,,,
player,201509270dal,atl,WorrPa00,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,WorrPa00,fumbles_rec_td,0,,,,,
player,201509270dal,atl,WorrPa00,fumbles_forced,0,,,,,
player,201509270dal,atl,AdamPh00,def_int,0,,,,,
player,201509270dal,atl,AdamPh00,def_int_yds,0,,,,,
player,201509270dal,atl,AdamPh00,def_int_td,0,,,,,
player,201509270dal,atl,AdamPh00,def_int_long,0,,,,,
player,201509270dal,atl,AdamPh00,pass_defended,0,,,,,
player,201509270dal,atl,AdamPh00,sacks,0.0,,,,,
player,201509270dal,atl,AdamPh00,tackles_combined,3,,,,,
player,201509270dal,atl,AdamPh00,tackles_solo,2,,,,,
player,201509270dal,atl,AdamPh00,tackles_assists,1,,,,,
player,201509270dal,atl,AdamPh00,tackles_loss,0,,,,,
player,201509270dal,atl,AdamPh00,qb_hits,0,,,,,
player,201509270dal,atl,AdamPh00,fumbles_rec,0,,,,,
player,201509270dal,atl,AdamPh00,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,AdamPh00,fumbles_rec_td,0,,,,,
player,201509270dal,atl,AdamPh00,fumbles_forced,0,,,,,
player,201509270dal,atl,TrufDe00,def_int,0,,,,,
player,201509270dal,atl,TrufDe00,def_int_yds,0,,,,,
player,201509270dal,atl,TrufDe00,def_int_td,0,,,,,
player,201509270dal,atl,TrufDe00,def_int_long,0,,,,,
player,201509270dal,atl,TrufDe00,pass_defended,1,,,,,
player,201509270dal,atl,TrufDe00,sacks,0.0,,,,,
player,201509270dal,atl,TrufDe00,tackles_combined,3,,,,,
player,201509270dal,atl,TrufDe00,tackles_solo,2,,,,,
player,201509270dal,atl,TrufDe00,tackles_assists,1,,,,,
player,201509270dal,atl,TrufDe00,tackles_loss,0,,,,,
player,201509270dal,atl,TrufDe00,qb_hits,0,,,,,
player,201509270dal,atl,TrufDe00,fumbles_rec,0,,,,,
player,201509270dal,atl,TrufDe00,fumbles_rec_yds,0,,,,,
player,201509270dal,atl,TrufDe00,fumbles_rec_td,0,,,,,
player,201509270dal,atl,TrufDe00,fumbles_forced,0,,,,,
player,201509270dal,atl,AlfoRo00,def_int,0,,,,,
player,201509270dal,atl,AlfoRo00,def_int_yds,0,,,,,
player,201509270dal,atl,AlfoRo00,def_int_td,0,,,,,
player,201509270dal,atl,AlfoRo00,def_int_long,0,,,,,
player,201509270dal,atl,AlfoRo00,pass_defended,0,,,,,
player,201509270dal,atl,AlfoRo00,sacks,0.0,,,,,
player,201509270dal,atl,AlfoRo00,tackles_combined,2,,,,,
player,201509270dal,atl,AlfoRo00,tackles_solo,2,,,,,
