game,2015,13,20151206,201512060min,sea,"Seattle Seahawks",38,min,"Minnesota Vikings",7
player,201512060min,sea,HelfCo00,off_pct,52%,,,,,
player,201512060min,sea,HelfCo00,defense,0,,,,,
player,201512060min,sea,HelfCo00,def_pct,0%,,,,,
player,201512060min,sea,HelfCo00,special_teams,8,,,,,
player,201512060min,sea,HelfCo00,st_pct,32%,,,,,
player,201512060min,sea,SmitKe04,pos,WR,,,,,
player,201512060min,sea,SmitKe04,offense,28,,,,,
player,201512060min,sea,SmitKe04,off_pct,42%,,,,,
player,201512060min,sea,SmitKe04,defense,0,,,,,
player,201512060min,sea,SmitKe04,def_pct,0%,,,,,
player,201512060min,sea,SmitKe04,special_teams,1,,,,,
player,201512060min,sea,SmitKe04,st_pct,4%,,,,,
player,201512060min,sea,TukuWi00,pos,FB,,,,,
player,201512060min,sea,TukuWi00,offense,13,,,,,
player,201512060min,sea,TukuWi00,off_pct,19%,,,,,
player,201512060min,sea,TukuWi00,defense,0,,,,,
player,201512060min,sea,TukuWi00,def_pct,0%,,,,,
player,201512060min,sea,TukuWi00,special_teams,0,,,,,
player,201512060min,sea,TukuWi00,st_pct,0%,,,,,
player,201512060min,sea,DaniB.00,pos,WR,,,,,
player,201512060min,sea,DaniB.00,offense,11,,,,,
player,201512060min,sea,DaniB.00,off_pct,16%,,,,,
player,201512060min,sea,DaniB.00,defense,0,,,,,
player,201512060min,sea,DaniB.00,def_pct,0%,,,,,
player,201512060min,sea,DaniB.00,special_teams,7,,,,,
player,201512060min,sea,DaniB.00,st_pct,28%,,,,,
player,201512060min,sea,JackFr02,pos,RB,,,,,
player,201512060min,sea,JackFr02,offense,11,,,,,
player,201512060min,sea,JackFr02,off_pct,16%,,,,,
player,201512060min,sea,JackFr02,defense,0,,,,,
player,201512060min,sea,JackFr02,def_pct,0%,,,,,
player,201512060min,sea,JackFr02,special_teams,0,,,,,
player,201512060min,sea,JackFr02,st_pct,0%,,,,,
player,201512060min,sea,HarrDu01,pos,RB,,,,,
player,201512060min,sea,HarrDu01,offense,9,,,,,
player,201512060min,sea,HarrDu01,off_pct,13%,,,,,
player,201512060min,sea,HarrDu01,defense,0,,,,,
player,201512060min,sea,HarrDu01,def_pct,0%,,,,,
player,201512060min,sea,HarrDu01,special_teams,0,,,,,
player,201512060min,sea,HarrDu01,st_pct,0%,,,,,
player,201512060min,sea,JackTa00,pos,QB,,,,,
player,201512060min,sea,JackTa00,offense,5,,,,,
player,201512060min,sea,JackTa00,off_pct,7%,,,,,
player,201512060min,sea,JackTa00,defense,0,,,,,
player,201512060min,sea,JackTa00,def_pct,0%,,,,,
player,201512060min,sea,JackTa00,special_teams,0,,,,,
player,201512060min,sea,JackTa00,st_pct,0%,,,,,
player,201512060min,sea,ColeDe00,pos,FB,,,,,
player,201512060min,sea,ColeDe00,offense,4,,,,,
player,201512060min,sea,ColeDe00,off_pct,6%,,,,,
player,201512060min,sea,ColeDe00,defense,0,,,,,
player,201512060min,sea,ColeDe00,def_pct,0%,,,,,
player,201512060min,sea,ColeDe00,special_teams,17,,,,,
player,201512060min,sea,ColeDe00,st_pct,68%,,,,,
player,201512060min,sea,BailAl01,pos,T,,,,,
player,201512060min,sea,BailAl01,offense,1,,,,,
player,201512060min,sea,BailAl01,off_pct,1%,,,,,
player,201512060min,sea,BailAl01,defense,0,,,,,
player,201512060min,sea,BailAl01,def_pct,0%,,,,,
player,201512060min,sea,BailAl01,special_teams,0,,,,,
player,201512060min,sea,BailAl01,st_pct,0%,,,,,
player,201512060min,sea,SheaDe00,pos,SS,,,,,
player,201512060min,sea,SheaDe00,offense,0,,,,,
player,201512060min,sea,SheaDe00,off_pct,0%,,,,,
player,201512060min,sea,SheaDe00,defense,52,,,,,
player,201512060min,sea,SheaDe00,def_pct,100%,,,,,
player,201512060min,sea,SheaDe00,special_teams,8,,,,,
player,201512060min,sea,SheaDe00,st_pct,32%,,,,,
player,201512060min,sea,ChanKa99,pos,SS,,,,,
player,201512060min,sea,ChanKa99,offense,0,,,,,
player,201512060min,sea,ChanKa99,off_pct,0%,,,,,
player,201512060min,sea,ChanKa99,defense,49,,,,,
player,201512060min,sea,ChanKa99,def_pct,94%,,,,,
player,201512060min,sea,ChanKa99,special_teams,6,,,,,
player,201512060min,sea,ChanKa99,st_pct,24%,,,,,
player,201512060min,sea,SherRi00,pos,CB,,,,,
player,201512060min,sea,SherRi00,offense,0,,,,,
player,201512060min,sea,SherRi00,off_pct,0%,,,,,
player,201512060min,sea,SherRi00,defense,49,,,,,
player,201512060min,sea,SherRi00,def_pct,94%,,,,,
player,201512060min,sea,SherRi00,special_teams,4,,,,,
player,201512060min,sea,SherRi00,st_pct,16%,,,,,
player,201512060min,sea,WrigK.00,pos,LB,,,,,
player,201512060min,sea,WrigK.00,offense,0,,,,,
player,201512060min,sea,WrigK.00,off_pct,0%,,,,,
player,201512060min,sea,WrigK.00,defense,49,,,,,
player,201512060min,sea,WrigK.00,def_pct,94%,,,,,
player,201512060min,sea,WrigK.00,special_teams,3,,,,,
player,201512060min,sea,WrigK.00,st_pct,12%,,,,,
player,201512060min,sea,ThomEa99,pos,FS,,,,,
player,201512060min,sea,ThomEa99,offense,0,,,,,
player,201512060min,sea,ThomEa99,off_pct,0%,,,,,
player,201512060min,sea,ThomEa99,defense,49,,,,,
player,201512060min,sea,ThomEa99,def_pct,94%,,,,,
player,201512060min,sea,ThomEa99,special_teams,3,,,,,
player,201512060min,sea,ThomEa99,st_pct,12%,,,,,
player,201512060min,sea,WagnBo00,pos,LB,,,,,
player,201512060min,sea,WagnBo00,offense,0,,,,,
player,201512060min,sea,WagnBo00,off_pct,0%,,,,,
player,201512060min,sea,WagnBo00,defense,49,,,,,
player,201512060min,sea,WagnBo00,def_pct,94%,,,,,
player,201512060min,sea,WagnBo00,special_teams,2,,,,,
player,201512060min,sea,WagnBo00,st_pct,8%,,,,,
player,201512060min,sea,BennMi99,pos,DE,,,,,
player,201512060min,sea,BennMi99,offense,0,,,,,
player,201512060min,sea,BennMi99,off_pct,0%,,,,,
player,201512060min,sea,BennMi99,defense,44,,,,,
player,201512060min,sea,BennMi99,def_pct,85%,,,,,
player,201512060min,sea,BennMi99,special_teams,0,,,,,
player,201512060min,sea,BennMi99,st_pct,0%,,,,,
player,201512060min,sea,IrviBr00,pos,LB,,,,,
player,201512060min,sea,IrviBr00,offense,0,,,,,
player,201512060min,sea,IrviBr00,off_pct,0%,,,,,
player,201512060min,sea,IrviBr00,defense,40,,,,,
player,201512060min,sea,IrviBr00,def_pct,77%,,,,,
player,201512060min,sea,IrviBr00,special_teams,1,,,,,
player,201512060min,sea,IrviBr00,st_pct,4%,,,,,
player,201512060min,sea,AvriCl99,pos,DE,,,,,
player,201512060min,sea,AvriCl99,offense,0,,,,,
player,201512060min,sea,AvriCl99,off_pct,0%,,,,,
player,201512060min,sea,AvriCl99,defense,37,,,,,
player,201512060min,sea,AvriCl99,def_pct,71%,,,,,
player,201512060min,sea,AvriCl99,special_teams,1,,,,,
player,201512060min,sea,AvriCl99,st_pct,4%,,,,,
player,201512060min,sea,LaneJe00,pos,CB,,,,,
player,201512060min,sea,LaneJe00,offense,0,,,,,
player,201512060min,sea,LaneJe00,off_pct,0%,,,,,
player,201512060min,sea,LaneJe00,defense,32,,,,,
player,201512060min,sea,LaneJe00,def_pct,62%,,,,,
player,201512060min,sea,LaneJe00,special_teams,9,,,,,
player,201512060min,sea,LaneJe00,st_pct,36%,,,,,
player,201512060min,sea,ClarFr01,pos,DE,,,,,
player,201512060min,sea,ClarFr01,offense,0,,,,,
player,201512060min,sea,ClarFr01,off_pct,0%,,,,,
player,201512060min,sea,ClarFr01,defense,27,,,,,
player,201512060min,sea,ClarFr01,def_pct,52%,,,,,
player,201512060min,sea,ClarFr01,special_teams,0,,,,,
player,201512060min,sea,ClarFr01,st_pct,0%,,,,,
player,201512060min,sea,MebaBr99,pos,DT,,,,,
player,201512060min,sea,MebaBr99,offense,0,,,,,
player,201512060min,sea,MebaBr99,off_pct,0%,,,,,
player,201512060min,sea,MebaBr99,defense,23,,,,,
player,201512060min,sea,MebaBr99,def_pct,44%,,,,,
player,201512060min,sea,MebaBr99,special_teams,2,,,,,
player,201512060min,sea,MebaBr99,st_pct,8%,,,,,
player,201512060min,sea,MarsCa00,pos,DE,,,,,
player,201512060min,sea,MarsCa00,offense,0,,,,,
player,201512060min,sea,MarsCa00,off_pct,0%,,,,,
player,201512060min,sea,MarsCa00,defense,21,,,,,
player,201512060min,sea,MarsCa00,def_pct,40%,,,,,
player,201512060min,sea,MarsCa00,special_teams,18,,,,,
player,201512060min,sea,MarsCa00,st_pct,72%,,,,,
player,201512060min,sea,RubiAh99,pos,DT,,,,,
player,201512060min,sea,RubiAh99,offense,0,,,,,
player,201512060min,sea,RubiAh99,off_pct,0%,,,,,
player,201512060min,sea,RubiAh99,defense,16,,,,,
player,201512060min,sea,RubiAh99,def_pct,31%,,,,,
player,201512060min,sea,RubiAh99,special_teams,1,,,,,
player,201512060min,sea,RubiAh99,st_pct,4%,,,,,
player,201512060min,sea,MorgMi00,pos,LB,,,,,
player,201512060min,sea,MorgMi00,offense,0,,,,,
player,201512060min,sea,MorgMi00,off_pct,0%,,,,,
player,201512060min,sea,MorgMi00,defense,13,,,,,
player,201512060min,sea,MorgMi00,def_pct,25%,,,,,
player,201512060min,sea,MorgMi00,special_teams,18,,,,,
player,201512060min,sea,MorgMi00,st_pct,72%,,,,,
player,201512060min,sea,FranA.00,pos,DT,,,,,
player,201512060min,sea,FranA.00,offense,0,,,,,
player,201512060min,sea,FranA.00,off_pct,0%,,,,,
player,201512060min,sea,FranA.00,defense,10,,,,,
player,201512060min,sea,FranA.00,def_pct,19%,,,,,
player,201512060min,sea,FranA.00,special_teams,1,,,,,
player,201512060min,sea,FranA.00,st_pct,4%,,,,,
player,201512060min,sea,PierKe00,pos,LB,,,,,
player,201512060min,sea,PierKe00,offense,0,,,,,
player,201512060min,sea,PierKe00,off_pct,0%,,,,,
player,201512060min,sea,PierKe00,defense,3,,,,,
player,201512060min,sea,PierKe00,def_pct,6%,,,,,
player,201512060min,sea,PierKe00,special_teams,18,,,,,
player,201512060min,sea,PierKe00,st_pct,72%,,,,,
player,201512060min,sea,McCrKe00,pos,SS,,,,,
player,201512060min,sea,McCrKe00,offense,0,,,,,
player,201512060min,sea,McCrKe00,off_pct,0%,,,,,
player,201512060min,sea,McCrKe00,defense,3,,,,,
player,201512060min,sea,McCrKe00,def_pct,6%,,,,,
player,201512060min,sea,McCrKe00,special_teams,18,,,,,
player,201512060min,sea,McCrKe00,st_pct,72%,,,,,
player,201512060min,sea,TerrSt00,pos,FS,,,,,
player,201512060min,sea,TerrSt00,offense,0,,,,,
player,201512060min,sea,TerrSt00,off_pct,0%,,,,,
player,201512060min,sea,TerrSt00,defense,3,,,,,
player,201512060min,sea,TerrSt00,def_pct,6%,,,,,
player,201512060min,sea,TerrSt00,special_teams,15,,,,,
player,201512060min,sea,TerrSt00,st_pct,60%,,,,,
player,201512060min,sea,PinkEr00,pos,LB,,,,,
player,201512060min,sea,PinkEr00,offense,0,,,,,
player,201512060min,sea,PinkEr00,off_pct,0%,,,,,
player,201512060min,sea,PinkEr00,defense,2,,,,,
player,201512060min,sea,PinkEr00,def_pct,4%,,,,,
player,201512060min,sea,PinkEr00,special_teams,13,,,,,
player,201512060min,sea,PinkEr00,st_pct,52%,,,,,
player,201512060min,sea,BurlMa00,pos,CB,,,,,
player,201512060min,sea,BurlMa00,offense,0,,,,,
player,201512060min,sea,BurlMa00,off_pct,0%,,,,,
player,201512060min,sea,BurlMa00,defense,1,,,,,
player,201512060min,sea,BurlMa00,def_pct,2%,,,,,
player,201512060min,sea,BurlMa00,special_teams,8,,,,,
player,201512060min,sea,BurlMa00,st_pct,32%,,,,,
player,201512060min,sea,HausSt00,pos,K,,,,,
player,201512060min,sea,HausSt00,offense,0,,,,,
player,201512060min,sea,HausSt00,off_pct,0%,,,,,
player,201512060min,sea,HausSt00,defense,0,,,,,
player,201512060min,sea,HausSt00,def_pct,0%,,,,,
player,201512060min,sea,HausSt00,special_teams,13,,,,,
player,201512060min,sea,HausSt00,st_pct,52%,,,,,
player,201512060min,sea,RyanJo21,pos,P,,,,,
player,201512060min,sea,RyanJo21,offense,0,,,,,
player,201512060min,sea,RyanJo21,off_pct,0%,,,,,
player,201512060min,sea,RyanJo21,defense,0,,,,,
player,201512060min,sea,RyanJo21,def_pct,0%,,,,,
player,201512060min,sea,RyanJo21,special_teams,8,,,,,
player,201512060min,sea,RyanJo21,st_pct,32%,,,,,
player,201512060min,sea,GlowMa00,pos,G,,,,,
player,201512060min,sea,GlowMa00,offense,0,,,,,
player,201512060min,sea,GlowMa00,off_pct,0%,,,,,
player,201512060min,sea,GlowMa00,defense,0,,,,,
player,201512060min,sea,GlowMa00,def_pct,0%,,,,,
player,201512060min,sea,GlowMa00,special_teams,8,,,,,
player,201512060min,sea,GlowMa00,st_pct,32%,,,,,
player,201512060min,sea,JeanLe00,pos,C,,,,,
player,201512060min,sea,JeanLe00,offense,0,,,,,
player,201512060min,sea,JeanLe00,off_pct,0%,,,,,
player,201512060min,sea,JeanLe00,defense,0,,,,,
player,201512060min,sea,JeanLe00,def_pct,0%,,,,,
player,201512060min,sea,JeanLe00,special_teams,8,,,,,
player,201512060min,sea,JeanLe00,st_pct,32%,,,,,
player,201512060min,sea,GresCl00,pos,LS,,,,,
player,201512060min,sea,GresCl00,offense,0,,,,,
player,201512060min,sea,GresCl00,off_pct,0%,,,,,
player,201512060min,sea,GresCl00,defense,0,,,,,
player,201512060min,sea,GresCl00,def_pct,0%,,,,,
player,201512060min,sea,GresCl00,special_teams,8,,,,,
player,201512060min,sea,GresCl00,st_pct,32%,,,,,
