game,2015,16,20151227,201512270mia,clt,"Indianapolis Colts",18,mia,"Miami Dolphins",12
player,201512270mia,mia,AjayJa00,fumbles,0,,,,,
player,201512270mia,mia,AjayJa00,fumbles_lost,0,,,,,
player,201512270mia,mia,LandJa00,pass_cmp,0,,,,,
player,201512270mia,mia,LandJa00,pass_att,0,,,,,
player,201512270mia,mia,LandJa00,pass_yds,0,,,,,
player,201512270mia,mia,LandJa00,pass_td,0,,,,,
player,201512270mia,mia,LandJa00,pass_int,0,,,,,
player,201512270mia,mia,LandJa00,pass_sacked,0,,,,,
player,201512270mia,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201512270mia,mia,LandJa00,pass_long,0,,,,,
player,201512270mia,mia,LandJa00,pass_rating,,,,,,
player,201512270mia,mia,LandJa00,rush_att,0,,,,,
player,201512270mia,mia,LandJa00,rush_yds,0,,,,,
player,201512270mia,mia,LandJa00,rush_td,0,,,,,
player,201512270mia,mia,LandJa00,rush_long,0,,,,,
player,201512270mia,mia,LandJa00,targets,11,,,,,
player,201512270mia,mia,LandJa00,rec,7,,,,,
player,201512270mia,mia,LandJa00,rec_yds,111,,,,,
player,201512270mia,mia,LandJa00,rec_td,0,,,,,
player,201512270mia,mia,LandJa00,rec_long,26,,,,,
player,201512270mia,mia,LandJa00,fumbles,0,,,,,
player,201512270mia,mia,LandJa00,fumbles_lost,0,,,,,
player,201512270mia,mia,ParkDe01,pass_cmp,0,,,,,
player,201512270mia,mia,ParkDe01,pass_att,0,,,,,
player,201512270mia,mia,ParkDe01,pass_yds,0,,,,,
player,201512270mia,mia,ParkDe01,pass_td,0,,,,,
player,201512270mia,mia,ParkDe01,pass_int,0,,,,,
player,201512270mia,mia,ParkDe01,pass_sacked,0,,,,,
player,201512270mia,mia,ParkDe01,pass_sacked_yds,0,,,,,
player,201512270mia,mia,ParkDe01,pass_long,0,,,,,
player,201512270mia,mia,ParkDe01,pass_rating,,,,,,
player,201512270mia,mia,ParkDe01,rush_att,0,,,,,
player,201512270mia,mia,ParkDe01,rush_yds,0,,,,,
player,201512270mia,mia,ParkDe01,rush_td,0,,,,,
player,201512270mia,mia,ParkDe01,rush_long,0,,,,,
player,201512270mia,mia,ParkDe01,targets,10,,,,,
player,201512270mia,mia,ParkDe01,rec,4,,,,,
player,201512270mia,mia,ParkDe01,rec_yds,93,,,,,
player,201512270mia,mia,ParkDe01,rec_td,0,,,,,
player,201512270mia,mia,ParkDe01,rec_long,49,,,,,
player,201512270mia,mia,ParkDe01,fumbles,0,,,,,
player,201512270mia,mia,ParkDe01,fumbles_lost,0,,,,,
player,201512270mia,mia,CameJo00,pass_cmp,0,,,,,
player,201512270mia,mia,CameJo00,pass_att,0,,,,,
player,201512270mia,mia,CameJo00,pass_yds,0,,,,,
player,201512270mia,mia,CameJo00,pass_td,0,,,,,
player,201512270mia,mia,CameJo00,pass_int,0,,,,,
player,201512270mia,mia,CameJo00,pass_sacked,0,,,,,
player,201512270mia,mia,CameJo00,pass_sacked_yds,0,,,,,
player,201512270mia,mia,CameJo00,pass_long,0,,,,,
player,201512270mia,mia,CameJo00,pass_rating,,,,,,
player,201512270mia,mia,CameJo00,rush_att,0,,,,,
player,201512270mia,mia,CameJo00,rush_yds,0,,,,,
player,201512270mia,mia,CameJo00,rush_td,0,,,,,
player,201512270mia,mia,CameJo00,rush_long,0,,,,,
player,201512270mia,mia,CameJo00,targets,3,,,,,
player,201512270mia,mia,CameJo00,rec,3,,,,,
player,201512270mia,mia,CameJo00,rec_yds,34,,,,,
player,201512270mia,mia,CameJo00,rec_td,0,,,,,
player,201512270mia,mia,CameJo00,rec_long,15,,,,,
player,201512270mia,mia,CameJo00,fumbles,0,,,,,
player,201512270mia,mia,CameJo00,fumbles_lost,0,,,,,
player,201512270mia,mia,WillDa05,pass_cmp,0,,,,,
player,201512270mia,mia,WillDa05,pass_att,0,,,,,
player,201512270mia,mia,WillDa05,pass_yds,0,,,,,
player,201512270mia,mia,WillDa05,pass_td,0,,,,,
player,201512270mia,mia,WillDa05,pass_int,0,,,,,
player,201512270mia,mia,WillDa05,pass_sacked,0,,,,,
player,201512270mia,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201512270mia,mia,WillDa05,pass_long,0,,,,,
player,201512270mia,mia,WillDa05,pass_rating,,,,,,
player,201512270mia,mia,WillDa05,rush_att,0,,,,,
player,201512270mia,mia,WillDa05,rush_yds,0,,,,,
player,201512270mia,mia,WillDa05,rush_td,0,,,,,
player,201512270mia,mia,WillDa05,rush_long,0,,,,,
player,201512270mia,mia,WillDa05,targets,3,,,,,
player,201512270mia,mia,WillDa05,rec,3,,,,,
player,201512270mia,mia,WillDa05,rec_yds,33,,,,,
player,201512270mia,mia,WillDa05,rec_td,0,,,,,
player,201512270mia,mia,WillDa05,rec_long,23,,,,,
player,201512270mia,mia,WillDa05,fumbles,0,,,,,
player,201512270mia,mia,WillDa05,fumbles_lost,0,,,,,
player,201512270mia,mia,StilKe00,pass_cmp,0,,,,,
player,201512270mia,mia,StilKe00,pass_att,0,,,,,
player,201512270mia,mia,StilKe00,pass_yds,0,,,,,
player,201512270mia,mia,StilKe00,pass_td,0,,,,,
player,201512270mia,mia,StilKe00,pass_int,0,,,,,
player,201512270mia,mia,StilKe00,pass_sacked,0,,,,,
player,201512270mia,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201512270mia,mia,StilKe00,pass_long,0,,,,,
player,201512270mia,mia,StilKe00,pass_rating,,,,,,
player,201512270mia,mia,StilKe00,rush_att,0,,,,,
player,201512270mia,mia,StilKe00,rush_yds,0,,,,,
player,201512270mia,mia,StilKe00,rush_td,0,,,,,
player,201512270mia,mia,StilKe00,rush_long,0,,,,,
player,201512270mia,mia,StilKe00,targets,3,,,,,
player,201512270mia,mia,StilKe00,rec,3,,,,,
player,201512270mia,mia,StilKe00,rec_yds,14,,,,,
player,201512270mia,mia,StilKe00,rec_td,0,,,,,
player,201512270mia,mia,StilKe00,rec_long,9,,,,,
player,201512270mia,mia,StilKe00,fumbles,0,,,,,
player,201512270mia,mia,StilKe00,fumbles_lost,0,,,,,
player,201512270mia,mia,SimsDi00,pass_cmp,0,,,,,
player,201512270mia,mia,SimsDi00,pass_att,0,,,,,
player,201512270mia,mia,SimsDi00,pass_yds,0,,,,,
player,201512270mia,mia,SimsDi00,pass_td,0,,,,,
player,201512270mia,mia,SimsDi00,pass_int,0,,,,,
player,201512270mia,mia,SimsDi00,pass_sacked,0,,,,,
player,201512270mia,mia,SimsDi00,pass_sacked_yds,0,,,,,
player,201512270mia,mia,SimsDi00,pass_long,0,,,,,
player,201512270mia,mia,SimsDi00,pass_rating,,,,,,
player,201512270mia,mia,SimsDi00,rush_att,0,,,,,
player,201512270mia,mia,SimsDi00,rush_yds,0,,,,,
player,201512270mia,mia,SimsDi00,rush_td,0,,,,,
player,201512270mia,mia,SimsDi00,rush_long,0,,,,,
player,201512270mia,mia,SimsDi00,targets,1,,,,,
player,201512270mia,mia,SimsDi00,rec,1,,,,,
player,201512270mia,mia,SimsDi00,rec_yds,8,,,,,
player,201512270mia,mia,SimsDi00,rec_td,0,,,,,
player,201512270mia,mia,SimsDi00,rec_long,8,,,,,
player,201512270mia,mia,SimsDi00,fumbles,0,,,,,
player,201512270mia,mia,SimsDi00,fumbles_lost,0,,,,,
player,201512270mia,mia,HazeMa01,pass_cmp,0,,,,,
player,201512270mia,mia,HazeMa01,pass_att,0,,,,,
player,201512270mia,mia,HazeMa01,pass_yds,0,,,,,
player,201512270mia,mia,HazeMa01,pass_td,0,,,,,
player,201512270mia,mia,HazeMa01,pass_int,0,,,,,
player,201512270mia,mia,HazeMa01,pass_sacked,0,,,,,
player,201512270mia,mia,HazeMa01,pass_sacked_yds,0,,,,,
player,201512270mia,mia,HazeMa01,pass_long,0,,,,,
player,201512270mia,mia,HazeMa01,pass_rating,,,,,,
player,201512270mia,mia,HazeMa01,rush_att,0,,,,,
player,201512270mia,mia,HazeMa01,rush_yds,0,,,,,
player,201512270mia,mia,HazeMa01,rush_td,0,,,,,
player,201512270mia,mia,HazeMa01,rush_long,0,,,,,
player,201512270mia,mia,HazeMa01,targets,1,,,,,
player,201512270mia,mia,HazeMa01,rec,0,,,,,
player,201512270mia,mia,HazeMa01,rec_yds,0,,,,,
player,201512270mia,mia,HazeMa01,rec_td,0,,,,,
player,201512270mia,mia,HazeMa01,rec_long,0,,,,,
player,201512270mia,mia,HazeMa01,fumbles,0,,,,,
player,201512270mia,mia,HazeMa01,fumbles_lost,0,,,,,
player,201512270mia,clt,DaviVo99,def_int,1,,,,,
player,201512270mia,clt,DaviVo99,def_int_yds,0,,,,,
player,201512270mia,clt,DaviVo99,def_int_td,0,,,,,
player,201512270mia,clt,DaviVo99,def_int_long,0,,,,,
player,201512270mia,clt,DaviVo99,pass_defended,1,,,,,
player,201512270mia,clt,DaviVo99,sacks,0.0,,,,,
player,201512270mia,clt,DaviVo99,tackles_combined,5,,,,,
player,201512270mia,clt,DaviVo99,tackles_solo,4,,,,,
player,201512270mia,clt,DaviVo99,tackles_assists,1,,,,,
player,201512270mia,clt,DaviVo99,tackles_loss,1,,,,,
player,201512270mia,clt,DaviVo99,qb_hits,0,,,,,
player,201512270mia,clt,DaviVo99,fumbles_rec,0,,,,,
player,201512270mia,clt,DaviVo99,fumbles_rec_yds,0,,,,,
player,201512270mia,clt,DaviVo99,fumbles_rec_td,0,,,,,
