game,2017,13,20171203,201712030rai,nyg,"New York Giants",17,rai,"Oakland Raiders",24
player,201712030rai,nyg,PerkPa00,rush_yds,12,,,,,
player,201712030rai,nyg,PerkPa00,rush_td,0,,,,,
player,201712030rai,nyg,PerkPa00,rush_long,5,,,,,
player,201712030rai,nyg,PerkPa00,targets,0,,,,,
player,201712030rai,nyg,PerkPa00,rec,0,,,,,
player,201712030rai,nyg,PerkPa00,rec_yds,0,,,,,
player,201712030rai,nyg,PerkPa00,rec_td,0,,,,,
player,201712030rai,nyg,PerkPa00,rec_long,0,,,,,
player,201712030rai,nyg,PerkPa00,fumbles,0,,,,,
player,201712030rai,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201712030rai,nyg,GallWa00,pass_cmp,0,,,,,
player,201712030rai,nyg,GallWa00,pass_att,0,,,,,
player,201712030rai,nyg,GallWa00,pass_yds,0,,,,,
player,201712030rai,nyg,GallWa00,pass_td,0,,,,,
player,201712030rai,nyg,GallWa00,pass_int,0,,,,,
player,201712030rai,nyg,GallWa00,pass_sacked,0,,,,,
player,201712030rai,nyg,GallWa00,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,GallWa00,pass_long,0,,,,,
player,201712030rai,nyg,GallWa00,pass_rating,,,,,,
player,201712030rai,nyg,GallWa00,rush_att,3,,,,,
player,201712030rai,nyg,GallWa00,rush_yds,11,,,,,
player,201712030rai,nyg,GallWa00,rush_td,0,,,,,
player,201712030rai,nyg,GallWa00,rush_long,7,,,,,
player,201712030rai,nyg,GallWa00,targets,1,,,,,
player,201712030rai,nyg,GallWa00,rec,1,,,,,
player,201712030rai,nyg,GallWa00,rec_yds,8,,,,,
player,201712030rai,nyg,GallWa00,rec_td,0,,,,,
player,201712030rai,nyg,GallWa00,rec_long,8,,,,,
player,201712030rai,nyg,GallWa00,fumbles,0,,,,,
player,201712030rai,nyg,GallWa00,fumbles_lost,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_cmp,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_att,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_yds,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_td,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_int,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_sacked,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_long,0,,,,,
player,201712030rai,nyg,EngrEv00,pass_rating,,,,,,
player,201712030rai,nyg,EngrEv00,rush_att,0,,,,,
player,201712030rai,nyg,EngrEv00,rush_yds,0,,,,,
player,201712030rai,nyg,EngrEv00,rush_td,0,,,,,
player,201712030rai,nyg,EngrEv00,rush_long,0,,,,,
player,201712030rai,nyg,EngrEv00,targets,8,,,,,
player,201712030rai,nyg,EngrEv00,rec,7,,,,,
player,201712030rai,nyg,EngrEv00,rec_yds,99,,,,,
player,201712030rai,nyg,EngrEv00,rec_td,1,,,,,
player,201712030rai,nyg,EngrEv00,rec_long,29,,,,,
player,201712030rai,nyg,EngrEv00,fumbles,0,,,,,
player,201712030rai,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_cmp,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_att,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_yds,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_td,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_int,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_sacked,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_long,0,,,,,
player,201712030rai,nyg,ShepSt00,pass_rating,,,,,,
player,201712030rai,nyg,ShepSt00,rush_att,0,,,,,
player,201712030rai,nyg,ShepSt00,rush_yds,0,,,,,
player,201712030rai,nyg,ShepSt00,rush_td,0,,,,,
player,201712030rai,nyg,ShepSt00,rush_long,0,,,,,
player,201712030rai,nyg,ShepSt00,targets,6,,,,,
player,201712030rai,nyg,ShepSt00,rec,3,,,,,
player,201712030rai,nyg,ShepSt00,rec_yds,56,,,,,
player,201712030rai,nyg,ShepSt00,rec_td,0,,,,,
player,201712030rai,nyg,ShepSt00,rec_long,47,,,,,
player,201712030rai,nyg,ShepSt00,fumbles,0,,,,,
player,201712030rai,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201712030rai,nyg,KingTa00,pass_cmp,0,,,,,
player,201712030rai,nyg,KingTa00,pass_att,0,,,,,
player,201712030rai,nyg,KingTa00,pass_yds,0,,,,,
player,201712030rai,nyg,KingTa00,pass_td,0,,,,,
player,201712030rai,nyg,KingTa00,pass_int,0,,,,,
player,201712030rai,nyg,KingTa00,pass_sacked,0,,,,,
player,201712030rai,nyg,KingTa00,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,KingTa00,pass_long,0,,,,,
player,201712030rai,nyg,KingTa00,pass_rating,,,,,,
player,201712030rai,nyg,KingTa00,rush_att,0,,,,,
player,201712030rai,nyg,KingTa00,rush_yds,0,,,,,
player,201712030rai,nyg,KingTa00,rush_td,0,,,,,
player,201712030rai,nyg,KingTa00,rush_long,0,,,,,
player,201712030rai,nyg,KingTa00,targets,9,,,,,
player,201712030rai,nyg,KingTa00,rec,4,,,,,
player,201712030rai,nyg,KingTa00,rec_yds,23,,,,,
player,201712030rai,nyg,KingTa00,rec_td,0,,,,,
player,201712030rai,nyg,KingTa00,rec_long,9,,,,,
player,201712030rai,nyg,KingTa00,fumbles,0,,,,,
player,201712030rai,nyg,KingTa00,fumbles_lost,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_cmp,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_att,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_yds,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_td,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_int,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_sacked,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_long,0,,,,,
player,201712030rai,nyg,LewiRo03,pass_rating,,,,,,
player,201712030rai,nyg,LewiRo03,rush_att,0,,,,,
player,201712030rai,nyg,LewiRo03,rush_yds,0,,,,,
player,201712030rai,nyg,LewiRo03,rush_td,0,,,,,
player,201712030rai,nyg,LewiRo03,rush_long,0,,,,,
player,201712030rai,nyg,LewiRo03,targets,3,,,,,
player,201712030rai,nyg,LewiRo03,rec,1,,,,,
player,201712030rai,nyg,LewiRo03,rec_yds,9,,,,,
player,201712030rai,nyg,LewiRo03,rec_td,0,,,,,
player,201712030rai,nyg,LewiRo03,rec_long,9,,,,,
player,201712030rai,nyg,LewiRo03,fumbles,0,,,,,
player,201712030rai,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_cmp,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_att,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_yds,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_td,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_int,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_sacked,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_long,0,,,,,
player,201712030rai,nyg,ElliRh00,pass_rating,,,,,,
player,201712030rai,nyg,ElliRh00,rush_att,0,,,,,
player,201712030rai,nyg,ElliRh00,rush_yds,0,,,,,
player,201712030rai,nyg,ElliRh00,rush_td,0,,,,,
player,201712030rai,nyg,ElliRh00,rush_long,0,,,,,
player,201712030rai,nyg,ElliRh00,targets,2,,,,,
player,201712030rai,nyg,ElliRh00,rec,1,,,,,
player,201712030rai,nyg,ElliRh00,rec_yds,5,,,,,
player,201712030rai,nyg,ElliRh00,rec_td,0,,,,,
player,201712030rai,nyg,ElliRh00,rec_long,5,,,,,
player,201712030rai,nyg,ElliRh00,fumbles,0,,,,,
player,201712030rai,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201712030rai,nyg,VereSh00,pass_cmp,0,,,,,
player,201712030rai,nyg,VereSh00,pass_att,0,,,,,
player,201712030rai,nyg,VereSh00,pass_yds,0,,,,,
player,201712030rai,nyg,VereSh00,pass_td,0,,,,,
player,201712030rai,nyg,VereSh00,pass_int,0,,,,,
player,201712030rai,nyg,VereSh00,pass_sacked,0,,,,,
player,201712030rai,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201712030rai,nyg,VereSh00,pass_long,0,,,,,
player,201712030rai,nyg,VereSh00,pass_rating,,,,,,
player,201712030rai,nyg,VereSh00,rush_att,1,,,,,
player,201712030rai,nyg,VereSh00,rush_yds,-3,,,,,
player,201712030rai,nyg,VereSh00,rush_td,0,,,,,
player,201712030rai,nyg,VereSh00,rush_long,-3,,,,,
player,201712030rai,nyg,VereSh00,targets,3,,,,,
player,201712030rai,nyg,VereSh00,rec,3,,,,,
player,201712030rai,nyg,VereSh00,rec_yds,13,,,,,
player,201712030rai,nyg,VereSh00,rec_td,0,,,,,
player,201712030rai,nyg,VereSh00,rec_long,6,,,,,
player,201712030rai,nyg,VereSh00,fumbles,0,,,,,
player,201712030rai,nyg,VereSh00,fumbles_lost,0,,,,,
player,201712030rai,rai,CarrDe02,pass_cmp,22,,,,,
player,201712030rai,rai,CarrDe02,pass_att,36,,,,,
player,201712030rai,rai,CarrDe02,pass_yds,287,,,,,
player,201712030rai,rai,CarrDe02,pass_td,1,,,,,
player,201712030rai,rai,CarrDe02,pass_int,0,,,,,
player,201712030rai,rai,CarrDe02,pass_sacked,1,,,,,
player,201712030rai,rai,CarrDe02,pass_sacked_yds,5,,,,,
player,201712030rai,rai,CarrDe02,pass_long,59,,,,,
player,201712030rai,rai,CarrDe02,pass_rating,95.5,,,,,
player,201712030rai,rai,CarrDe02,rush_att,1,,,,,
player,201712030rai,rai,CarrDe02,rush_yds,-1,,,,,
player,201712030rai,rai,CarrDe02,rush_td,0,,,,,
player,201712030rai,rai,CarrDe02,rush_long,-1,,,,,
player,201712030rai,rai,CarrDe02,targets,0,,,,,
player,201712030rai,rai,CarrDe02,rec,0,,,,,
player,201712030rai,rai,CarrDe02,rec_yds,0,,,,,
player,201712030rai,rai,CarrDe02,rec_td,0,,,,,
player,201712030rai,rai,CarrDe02,rec_long,0,,,,,
player,201712030rai,rai,CarrDe02,fumbles,0,,,,,
player,201712030rai,rai,CarrDe02,fumbles_lost,0,,,,,
player,201712030rai,rai,LyncMa00,pass_cmp,0,,,,,
player,201712030rai,rai,LyncMa00,pass_att,0,,,,,
player,201712030rai,rai,LyncMa00,pass_yds,0,,,,,
player,201712030rai,rai,LyncMa00,pass_td,0,,,,,
player,201712030rai,rai,LyncMa00,pass_int,0,,,,,
player,201712030rai,rai,LyncMa00,pass_sacked,0,,,,,
player,201712030rai,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,LyncMa00,pass_long,0,,,,,
player,201712030rai,rai,LyncMa00,pass_rating,,,,,,
player,201712030rai,rai,LyncMa00,rush_att,17,,,,,
player,201712030rai,rai,LyncMa00,rush_yds,101,,,,,
player,201712030rai,rai,LyncMa00,rush_td,1,,,,,
player,201712030rai,rai,LyncMa00,rush_long,51,,,,,
player,201712030rai,rai,LyncMa00,targets,3,,,,,
player,201712030rai,rai,LyncMa00,rec,2,,,,,
player,201712030rai,rai,LyncMa00,rec_yds,20,,,,,
player,201712030rai,rai,LyncMa00,rec_td,0,,,,,
player,201712030rai,rai,LyncMa00,rec_long,21,,,,,
player,201712030rai,rai,LyncMa00,fumbles,0,,,,,
player,201712030rai,rai,LyncMa00,fumbles_lost,0,,,,,
player,201712030rai,rai,WashDe00,pass_cmp,0,,,,,
player,201712030rai,rai,WashDe00,pass_att,0,,,,,
player,201712030rai,rai,WashDe00,pass_yds,0,,,,,
player,201712030rai,rai,WashDe00,pass_td,0,,,,,
player,201712030rai,rai,WashDe00,pass_int,0,,,,,
player,201712030rai,rai,WashDe00,pass_sacked,0,,,,,
player,201712030rai,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,WashDe00,pass_long,0,,,,,
player,201712030rai,rai,WashDe00,pass_rating,,,,,,
player,201712030rai,rai,WashDe00,rush_att,6,,,,,
player,201712030rai,rai,WashDe00,rush_yds,16,,,,,
player,201712030rai,rai,WashDe00,rush_td,1,,,,,
player,201712030rai,rai,WashDe00,rush_long,9,,,,,
player,201712030rai,rai,WashDe00,targets,0,,,,,
player,201712030rai,rai,WashDe00,rec,0,,,,,
player,201712030rai,rai,WashDe00,rec_yds,0,,,,,
player,201712030rai,rai,WashDe00,rec_td,0,,,,,
player,201712030rai,rai,WashDe00,rec_long,0,,,,,
player,201712030rai,rai,WashDe00,fumbles,0,,,,,
player,201712030rai,rai,WashDe00,fumbles_lost,0,,,,,
player,201712030rai,rai,OlawJa00,pass_cmp,0,,,,,
player,201712030rai,rai,OlawJa00,pass_att,0,,,,,
player,201712030rai,rai,OlawJa00,pass_yds,0,,,,,
player,201712030rai,rai,OlawJa00,pass_td,0,,,,,
player,201712030rai,rai,OlawJa00,pass_int,0,,,,,
player,201712030rai,rai,OlawJa00,pass_sacked,0,,,,,
player,201712030rai,rai,OlawJa00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,OlawJa00,pass_long,0,,,,,
player,201712030rai,rai,OlawJa00,pass_rating,,,,,,
player,201712030rai,rai,OlawJa00,rush_att,1,,,,,
player,201712030rai,rai,OlawJa00,rush_yds,9,,,,,
player,201712030rai,rai,OlawJa00,rush_td,0,,,,,
player,201712030rai,rai,OlawJa00,rush_long,9,,,,,
player,201712030rai,rai,OlawJa00,targets,2,,,,,
player,201712030rai,rai,OlawJa00,rec,2,,,,,
player,201712030rai,rai,OlawJa00,rec_yds,14,,,,,
player,201712030rai,rai,OlawJa00,rec_td,0,,,,,
player,201712030rai,rai,OlawJa00,rec_long,9,,,,,
player,201712030rai,rai,OlawJa00,fumbles,0,,,,,
player,201712030rai,rai,OlawJa00,fumbles_lost,0,,,,,
player,201712030rai,rai,RichJa01,pass_cmp,0,,,,,
player,201712030rai,rai,RichJa01,pass_att,0,,,,,
player,201712030rai,rai,RichJa01,pass_yds,0,,,,,
player,201712030rai,rai,RichJa01,pass_td,0,,,,,
player,201712030rai,rai,RichJa01,pass_int,0,,,,,
player,201712030rai,rai,RichJa01,pass_sacked,0,,,,,
player,201712030rai,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201712030rai,rai,RichJa01,pass_long,0,,,,,
player,201712030rai,rai,RichJa01,pass_rating,,,,,,
player,201712030rai,rai,RichJa01,rush_att,1,,,,,
player,201712030rai,rai,RichJa01,rush_yds,4,,,,,
player,201712030rai,rai,RichJa01,rush_td,0,,,,,
player,201712030rai,rai,RichJa01,rush_long,4,,,,,
player,201712030rai,rai,RichJa01,targets,3,,,,,
player,201712030rai,rai,RichJa01,rec,1,,,,,
player,201712030rai,rai,RichJa01,rec_yds,5,,,,,
player,201712030rai,rai,RichJa01,rec_td,0,,,,,
player,201712030rai,rai,RichJa01,rec_long,5,,,,,
player,201712030rai,rai,RichJa01,fumbles,3,,,,,
player,201712030rai,rai,RichJa01,fumbles_lost,0,,,,,
player,201712030rai,rai,PattCo00,pass_cmp,0,,,,,
player,201712030rai,rai,PattCo00,pass_att,0,,,,,
player,201712030rai,rai,PattCo00,pass_yds,0,,,,,
player,201712030rai,rai,PattCo00,pass_td,0,,,,,
player,201712030rai,rai,PattCo00,pass_int,0,,,,,
player,201712030rai,rai,PattCo00,pass_sacked,0,,,,,
player,201712030rai,rai,PattCo00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,PattCo00,pass_long,0,,,,,
player,201712030rai,rai,PattCo00,pass_rating,,,,,,
player,201712030rai,rai,PattCo00,rush_att,2,,,,,
player,201712030rai,rai,PattCo00,rush_yds,1,,,,,
player,201712030rai,rai,PattCo00,rush_td,0,,,,,
player,201712030rai,rai,PattCo00,rush_long,1,,,,,
player,201712030rai,rai,PattCo00,targets,4,,,,,
player,201712030rai,rai,PattCo00,rec,4,,,,,
player,201712030rai,rai,PattCo00,rec_yds,97,,,,,
player,201712030rai,rai,PattCo00,rec_td,0,,,,,
player,201712030rai,rai,PattCo00,rec_long,59,,,,,
player,201712030rai,rai,PattCo00,fumbles,0,,,,,
player,201712030rai,rai,PattCo00,fumbles_lost,0,,,,,
player,201712030rai,rai,WalfCl00,pass_cmp,0,,,,,
player,201712030rai,rai,WalfCl00,pass_att,0,,,,,
player,201712030rai,rai,WalfCl00,pass_yds,0,,,,,
player,201712030rai,rai,WalfCl00,pass_td,0,,,,,
player,201712030rai,rai,WalfCl00,pass_int,0,,,,,
player,201712030rai,rai,WalfCl00,pass_sacked,0,,,,,
player,201712030rai,rai,WalfCl00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,WalfCl00,pass_long,0,,,,,
player,201712030rai,rai,WalfCl00,pass_rating,,,,,,
player,201712030rai,rai,WalfCl00,rush_att,0,,,,,
player,201712030rai,rai,WalfCl00,rush_yds,0,,,,,
player,201712030rai,rai,WalfCl00,rush_td,0,,,,,
player,201712030rai,rai,WalfCl00,rush_long,0,,,,,
player,201712030rai,rai,WalfCl00,targets,4,,,,,
player,201712030rai,rai,WalfCl00,rec,4,,,,,
player,201712030rai,rai,WalfCl00,rec_yds,57,,,,,
player,201712030rai,rai,WalfCl00,rec_td,0,,,,,
player,201712030rai,rai,WalfCl00,rec_long,26,,,,,
player,201712030rai,rai,WalfCl00,fumbles,0,,,,,
player,201712030rai,rai,WalfCl00,fumbles_lost,0,,,,,
player,201712030rai,rai,RobeSe00,pass_cmp,0,,,,,
player,201712030rai,rai,RobeSe00,pass_att,0,,,,,
player,201712030rai,rai,RobeSe00,pass_yds,0,,,,,
player,201712030rai,rai,RobeSe00,pass_td,0,,,,,
player,201712030rai,rai,RobeSe00,pass_int,0,,,,,
player,201712030rai,rai,RobeSe00,pass_sacked,0,,,,,
player,201712030rai,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,RobeSe00,pass_long,0,,,,,
player,201712030rai,rai,RobeSe00,pass_rating,,,,,,
player,201712030rai,rai,RobeSe00,rush_att,0,,,,,
player,201712030rai,rai,RobeSe00,rush_yds,0,,,,,
player,201712030rai,rai,RobeSe00,rush_td,0,,,,,
player,201712030rai,rai,RobeSe00,rush_long,0,,,,,
player,201712030rai,rai,RobeSe00,targets,6,,,,,
player,201712030rai,rai,RobeSe00,rec,5,,,,,
player,201712030rai,rai,RobeSe00,rec_yds,46,,,,,
player,201712030rai,rai,RobeSe00,rec_td,0,,,,,
player,201712030rai,rai,RobeSe00,rec_long,18,,,,,
player,201712030rai,rai,RobeSe00,fumbles,0,,,,,
player,201712030rai,rai,RobeSe00,fumbles_lost,0,,,,,
player,201712030rai,rai,HoltJo00,pass_cmp,0,,,,,
player,201712030rai,rai,HoltJo00,pass_att,0,,,,,
player,201712030rai,rai,HoltJo00,pass_yds,0,,,,,
player,201712030rai,rai,HoltJo00,pass_td,0,,,,,
player,201712030rai,rai,HoltJo00,pass_int,0,,,,,
player,201712030rai,rai,HoltJo00,pass_sacked,0,,,,,
player,201712030rai,rai,HoltJo00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,HoltJo00,pass_long,0,,,,,
player,201712030rai,rai,HoltJo00,pass_rating,,,,,,
player,201712030rai,rai,HoltJo00,rush_att,0,,,,,
player,201712030rai,rai,HoltJo00,rush_yds,0,,,,,
player,201712030rai,rai,HoltJo00,rush_td,0,,,,,
player,201712030rai,rai,HoltJo00,rush_long,0,,,,,
player,201712030rai,rai,HoltJo00,targets,7,,,,,
player,201712030rai,rai,HoltJo00,rec,3,,,,,
player,201712030rai,rai,HoltJo00,rec_yds,39,,,,,
player,201712030rai,rai,HoltJo00,rec_td,1,,,,,
player,201712030rai,rai,HoltJo00,rec_long,16,,,,,
player,201712030rai,rai,HoltJo00,fumbles,1,,,,,
player,201712030rai,rai,HoltJo00,fumbles_lost,1,,,,,
player,201712030rai,rai,CookJa02,pass_cmp,0,,,,,
player,201712030rai,rai,CookJa02,pass_att,0,,,,,
player,201712030rai,rai,CookJa02,pass_yds,0,,,,,
player,201712030rai,rai,CookJa02,pass_td,0,,,,,
player,201712030rai,rai,CookJa02,pass_int,0,,,,,
player,201712030rai,rai,CookJa02,pass_sacked,0,,,,,
player,201712030rai,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201712030rai,rai,CookJa02,pass_long,0,,,,,
player,201712030rai,rai,CookJa02,pass_rating,,,,,,
player,201712030rai,rai,CookJa02,rush_att,0,,,,,
player,201712030rai,rai,CookJa02,rush_yds,0,,,,,
player,201712030rai,rai,CookJa02,rush_td,0,,,,,
player,201712030rai,rai,CookJa02,rush_long,0,,,,,
player,201712030rai,rai,CookJa02,targets,5,,,,,
player,201712030rai,rai,CookJa02,rec,1,,,,,
player,201712030rai,rai,CookJa02,rec_yds,9,,,,,
player,201712030rai,rai,CookJa02,rec_td,0,,,,,
player,201712030rai,rai,CookJa02,rec_long,9,,,,,
player,201712030rai,rai,CookJa02,fumbles,0,,,,,
player,201712030rai,rai,CookJa02,fumbles_lost,0,,,,,
player,201712030rai,rai,WhitIs00,pass_cmp,0,,,,,
player,201712030rai,rai,WhitIs00,pass_att,0,,,,,
player,201712030rai,rai,WhitIs00,pass_yds,0,,,,,
player,201712030rai,rai,WhitIs00,pass_td,0,,,,,
player,201712030rai,rai,WhitIs00,pass_int,0,,,,,
player,201712030rai,rai,WhitIs00,pass_sacked,0,,,,,
player,201712030rai,rai,WhitIs00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,WhitIs00,pass_long,0,,,,,
player,201712030rai,rai,WhitIs00,pass_rating,,,,,,
player,201712030rai,rai,WhitIs00,rush_att,0,,,,,
player,201712030rai,rai,WhitIs00,rush_yds,0,,,,,
player,201712030rai,rai,WhitIs00,rush_td,0,,,,,
player,201712030rai,rai,WhitIs00,rush_long,0,,,,,
player,201712030rai,rai,WhitIs00,targets,1,,,,,
player,201712030rai,rai,WhitIs00,rec,0,,,,,
player,201712030rai,rai,WhitIs00,rec_yds,0,,,,,
player,201712030rai,rai,WhitIs00,rec_td,0,,,,,
player,201712030rai,rai,WhitIs00,rec_long,0,,,,,
player,201712030rai,rai,WhitIs00,fumbles,0,,,,,
player,201712030rai,rai,WhitIs00,fumbles_lost,0,,,,,
player,201712030rai,rai,KingMa00,pass_cmp,0,,,,,
player,201712030rai,rai,KingMa00,pass_att,0,,,,,
player,201712030rai,rai,KingMa00,pass_yds,0,,,,,
player,201712030rai,rai,KingMa00,pass_td,0,,,,,
player,201712030rai,rai,KingMa00,pass_int,0,,,,,
player,201712030rai,rai,KingMa00,pass_sacked,0,,,,,
player,201712030rai,rai,KingMa00,pass_sacked_yds,0,,,,,
player,201712030rai,rai,KingMa00,pass_long,0,,,,,
