game,2017,13,20171203,201712030rai,nyg,"New York Giants",17,rai,"Oakland Raiders",24
player,201712030rai,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201712030rai,rai,NelsRe99,fumbles_forced,0,,,,,
player,201712030rai,rai,ElliJu01,def_int,0,,,,,
player,201712030rai,rai,ElliJu01,def_int_yds,0,,,,,
player,201712030rai,rai,ElliJu01,def_int_td,0,,,,,
player,201712030rai,rai,ElliJu01,def_int_long,0,,,,,
player,201712030rai,rai,ElliJu01,pass_defended,0,,,,,
player,201712030rai,rai,ElliJu01,sacks,0.0,,,,,
player,201712030rai,rai,ElliJu01,tackles_combined,4,,,,,
player,201712030rai,rai,ElliJu01,tackles_solo,2,,,,,
player,201712030rai,rai,ElliJu01,tackles_assists,2,,,,,
player,201712030rai,rai,ElliJu01,tackles_loss,0,,,,,
player,201712030rai,rai,ElliJu01,qb_hits,0,,,,,
player,201712030rai,rai,ElliJu01,fumbles_rec,0,,,,,
player,201712030rai,rai,ElliJu01,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,ElliJu01,fumbles_rec_td,0,,,,,
player,201712030rai,rai,ElliJu01,fumbles_forced,0,,,,,
player,201712030rai,rai,McDoDe02,def_int,0,,,,,
player,201712030rai,rai,McDoDe02,def_int_yds,0,,,,,
player,201712030rai,rai,McDoDe02,def_int_td,0,,,,,
player,201712030rai,rai,McDoDe02,def_int_long,0,,,,,
player,201712030rai,rai,McDoDe02,pass_defended,2,,,,,
player,201712030rai,rai,McDoDe02,sacks,0.0,,,,,
player,201712030rai,rai,McDoDe02,tackles_combined,4,,,,,
player,201712030rai,rai,McDoDe02,tackles_solo,4,,,,,
player,201712030rai,rai,McDoDe02,tackles_assists,0,,,,,
player,201712030rai,rai,McDoDe02,tackles_loss,0,,,,,
player,201712030rai,rai,McDoDe02,qb_hits,0,,,,,
player,201712030rai,rai,McDoDe02,fumbles_rec,0,,,,,
player,201712030rai,rai,McDoDe02,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,McDoDe02,fumbles_rec_td,0,,,,,
player,201712030rai,rai,McDoDe02,fumbles_forced,0,,,,,
player,201712030rai,rai,SmitSe99,def_int,0,,,,,
player,201712030rai,rai,SmitSe99,def_int_yds,0,,,,,
player,201712030rai,rai,SmitSe99,def_int_td,0,,,,,
player,201712030rai,rai,SmitSe99,def_int_long,0,,,,,
player,201712030rai,rai,SmitSe99,pass_defended,1,,,,,
player,201712030rai,rai,SmitSe99,sacks,0.0,,,,,
player,201712030rai,rai,SmitSe99,tackles_combined,2,,,,,
player,201712030rai,rai,SmitSe99,tackles_solo,2,,,,,
player,201712030rai,rai,SmitSe99,tackles_assists,0,,,,,
player,201712030rai,rai,SmitSe99,tackles_loss,0,,,,,
player,201712030rai,rai,SmitSe99,qb_hits,0,,,,,
player,201712030rai,rai,SmitSe99,fumbles_rec,0,,,,,
player,201712030rai,rai,SmitSe99,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,SmitSe99,fumbles_rec_td,0,,,,,
player,201712030rai,rai,SmitSe99,fumbles_forced,0,,,,,
player,201712030rai,rai,VandEd00,def_int,0,,,,,
player,201712030rai,rai,VandEd00,def_int_yds,0,,,,,
player,201712030rai,rai,VandEd00,def_int_td,0,,,,,
player,201712030rai,rai,VandEd00,def_int_long,0,,,,,
player,201712030rai,rai,VandEd00,pass_defended,0,,,,,
player,201712030rai,rai,VandEd00,sacks,0.0,,,,,
player,201712030rai,rai,VandEd00,tackles_combined,2,,,,,
player,201712030rai,rai,VandEd00,tackles_solo,1,,,,,
player,201712030rai,rai,VandEd00,tackles_assists,1,,,,,
player,201712030rai,rai,VandEd00,tackles_loss,0,,,,,
player,201712030rai,rai,VandEd00,qb_hits,0,,,,,
player,201712030rai,rai,VandEd00,fumbles_rec,0,,,,,
player,201712030rai,rai,VandEd00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,VandEd00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,VandEd00,fumbles_forced,0,,,,,
player,201712030rai,rai,CarrTr00,def_int,0,,,,,
player,201712030rai,rai,CarrTr00,def_int_yds,0,,,,,
player,201712030rai,rai,CarrTr00,def_int_td,0,,,,,
player,201712030rai,rai,CarrTr00,def_int_long,0,,,,,
player,201712030rai,rai,CarrTr00,pass_defended,1,,,,,
player,201712030rai,rai,CarrTr00,sacks,0.0,,,,,
player,201712030rai,rai,CarrTr00,tackles_combined,1,,,,,
player,201712030rai,rai,CarrTr00,tackles_solo,1,,,,,
player,201712030rai,rai,CarrTr00,tackles_assists,0,,,,,
player,201712030rai,rai,CarrTr00,tackles_loss,0,,,,,
player,201712030rai,rai,CarrTr00,qb_hits,0,,,,,
player,201712030rai,rai,CarrTr00,fumbles_rec,0,,,,,
player,201712030rai,rai,CarrTr00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,CarrTr00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,CarrTr00,fumbles_forced,0,,,,,
player,201712030rai,rai,HestTr00,def_int,0,,,,,
player,201712030rai,rai,HestTr00,def_int_yds,0,,,,,
player,201712030rai,rai,HestTr00,def_int_td,0,,,,,
player,201712030rai,rai,HestTr00,def_int_long,0,,,,,
player,201712030rai,rai,HestTr00,pass_defended,0,,,,,
player,201712030rai,rai,HestTr00,sacks,0.0,,,,,
player,201712030rai,rai,HestTr00,tackles_combined,1,,,,,
player,201712030rai,rai,HestTr00,tackles_solo,1,,,,,
player,201712030rai,rai,HestTr00,tackles_assists,0,,,,,
player,201712030rai,rai,HestTr00,tackles_loss,1,,,,,
player,201712030rai,rai,HestTr00,qb_hits,0,,,,,
player,201712030rai,rai,HestTr00,fumbles_rec,0,,,,,
player,201712030rai,rai,HestTr00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,HestTr00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,HestTr00,fumbles_forced,0,,,,,
player,201712030rai,rai,LeexMa01,def_int,0,,,,,
player,201712030rai,rai,LeexMa01,def_int_yds,0,,,,,
player,201712030rai,rai,LeexMa01,def_int_td,0,,,,,
player,201712030rai,rai,LeexMa01,def_int_long,0,,,,,
player,201712030rai,rai,LeexMa01,pass_defended,0,,,,,
player,201712030rai,rai,LeexMa01,sacks,0.0,,,,,
player,201712030rai,rai,LeexMa01,tackles_combined,1,,,,,
player,201712030rai,rai,LeexMa01,tackles_solo,1,,,,,
player,201712030rai,rai,LeexMa01,tackles_assists,0,,,,,
player,201712030rai,rai,LeexMa01,tackles_loss,0,,,,,
player,201712030rai,rai,LeexMa01,qb_hits,0,,,,,
player,201712030rai,rai,LeexMa01,fumbles_rec,0,,,,,
player,201712030rai,rai,LeexMa01,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,LeexMa01,fumbles_rec_td,0,,,,,
player,201712030rai,rai,LeexMa01,fumbles_forced,0,,,,,
player,201712030rai,rai,LuanSh00,def_int,0,,,,,
player,201712030rai,rai,LuanSh00,def_int_yds,0,,,,,
player,201712030rai,rai,LuanSh00,def_int_td,0,,,,,
player,201712030rai,rai,LuanSh00,def_int_long,0,,,,,
player,201712030rai,rai,LuanSh00,pass_defended,0,,,,,
player,201712030rai,rai,LuanSh00,sacks,0.0,,,,,
player,201712030rai,rai,LuanSh00,tackles_combined,1,,,,,
player,201712030rai,rai,LuanSh00,tackles_solo,1,,,,,
player,201712030rai,rai,LuanSh00,tackles_assists,0,,,,,
player,201712030rai,rai,LuanSh00,tackles_loss,0,,,,,
player,201712030rai,rai,LuanSh00,qb_hits,0,,,,,
player,201712030rai,rai,LuanSh00,fumbles_rec,0,,,,,
player,201712030rai,rai,LuanSh00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,LuanSh00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,LuanSh00,fumbles_forced,0,,,,,
player,201712030rai,rai,OlawJa00,def_int,0,,,,,
player,201712030rai,rai,OlawJa00,def_int_yds,0,,,,,
player,201712030rai,rai,OlawJa00,def_int_td,0,,,,,
player,201712030rai,rai,OlawJa00,def_int_long,0,,,,,
player,201712030rai,rai,OlawJa00,pass_defended,0,,,,,
player,201712030rai,rai,OlawJa00,sacks,0.0,,,,,
player,201712030rai,rai,OlawJa00,tackles_combined,1,,,,,
player,201712030rai,rai,OlawJa00,tackles_solo,1,,,,,
player,201712030rai,rai,OlawJa00,tackles_assists,0,,,,,
player,201712030rai,rai,OlawJa00,tackles_loss,0,,,,,
player,201712030rai,rai,OlawJa00,qb_hits,0,,,,,
player,201712030rai,rai,OlawJa00,fumbles_rec,0,,,,,
player,201712030rai,rai,OlawJa00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,OlawJa00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,OlawJa00,fumbles_forced,0,,,,,
player,201712030rai,rai,PattCo00,def_int,0,,,,,
player,201712030rai,rai,PattCo00,def_int_yds,0,,,,,
player,201712030rai,rai,PattCo00,def_int_td,0,,,,,
player,201712030rai,rai,PattCo00,def_int_long,0,,,,,
player,201712030rai,rai,PattCo00,pass_defended,0,,,,,
player,201712030rai,rai,PattCo00,sacks,0.0,,,,,
player,201712030rai,rai,PattCo00,tackles_combined,1,,,,,
player,201712030rai,rai,PattCo00,tackles_solo,1,,,,,
player,201712030rai,rai,PattCo00,tackles_assists,0,,,,,
player,201712030rai,rai,PattCo00,tackles_loss,0,,,,,
player,201712030rai,rai,PattCo00,qb_hits,0,,,,,
player,201712030rai,rai,PattCo00,fumbles_rec,0,,,,,
player,201712030rai,rai,PattCo00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,PattCo00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,PattCo00,fumbles_forced,0,,,,,
player,201712030rai,rai,WoodXa01,def_int,0,,,,,
player,201712030rai,rai,WoodXa01,def_int_yds,0,,,,,
player,201712030rai,rai,WoodXa01,def_int_td,0,,,,,
player,201712030rai,rai,WoodXa01,def_int_long,0,,,,,
player,201712030rai,rai,WoodXa01,pass_defended,0,,,,,
player,201712030rai,rai,WoodXa01,sacks,0.0,,,,,
player,201712030rai,rai,WoodXa01,tackles_combined,1,,,,,
player,201712030rai,rai,WoodXa01,tackles_solo,0,,,,,
player,201712030rai,rai,WoodXa01,tackles_assists,1,,,,,
player,201712030rai,rai,WoodXa01,tackles_loss,0,,,,,
player,201712030rai,rai,WoodXa01,qb_hits,0,,,,,
player,201712030rai,rai,WoodXa01,fumbles_rec,0,,,,,
player,201712030rai,rai,WoodXa01,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,WoodXa01,fumbles_rec_td,0,,,,,
player,201712030rai,rai,WoodXa01,fumbles_forced,0,,,,,
player,201712030rai,rai,CalhSh00,def_int,0,,,,,
player,201712030rai,rai,CalhSh00,def_int_yds,0,,,,,
player,201712030rai,rai,CalhSh00,def_int_td,0,,,,,
player,201712030rai,rai,CalhSh00,def_int_long,0,,,,,
player,201712030rai,rai,CalhSh00,pass_defended,0,,,,,
player,201712030rai,rai,CalhSh00,sacks,0.0,,,,,
player,201712030rai,rai,CalhSh00,tackles_combined,0,,,,,
player,201712030rai,rai,CalhSh00,tackles_solo,0,,,,,
player,201712030rai,rai,CalhSh00,tackles_assists,0,,,,,
player,201712030rai,rai,CalhSh00,tackles_loss,0,,,,,
player,201712030rai,rai,CalhSh00,qb_hits,1,,,,,
player,201712030rai,rai,CalhSh00,fumbles_rec,0,,,,,
player,201712030rai,rai,CalhSh00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,CalhSh00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,CalhSh00,fumbles_forced,0,,,,,
player,201712030rai,rai,McGiKe00,def_int,0,,,,,
player,201712030rai,rai,McGiKe00,def_int_yds,0,,,,,
player,201712030rai,rai,McGiKe00,def_int_td,0,,,,,
player,201712030rai,rai,McGiKe00,def_int_long,0,,,,,
player,201712030rai,rai,McGiKe00,pass_defended,0,,,,,
player,201712030rai,rai,McGiKe00,sacks,0.0,,,,,
player,201712030rai,rai,McGiKe00,tackles_combined,0,,,,,
player,201712030rai,rai,McGiKe00,tackles_solo,0,,,,,
player,201712030rai,rai,McGiKe00,tackles_assists,0,,,,,
player,201712030rai,rai,McGiKe00,tackles_loss,0,,,,,
player,201712030rai,rai,McGiKe00,qb_hits,0,,,,,
player,201712030rai,rai,McGiKe00,fumbles_rec,2,,,,,
player,201712030rai,rai,McGiKe00,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,McGiKe00,fumbles_rec_td,0,,,,,
player,201712030rai,rai,McGiKe00,fumbles_forced,0,,,,,
player,201712030rai,rai,RichJa01,def_int,0,,,,,
player,201712030rai,rai,RichJa01,def_int_yds,0,,,,,
player,201712030rai,rai,RichJa01,def_int_td,0,,,,,
player,201712030rai,rai,RichJa01,def_int_long,0,,,,,
player,201712030rai,rai,RichJa01,pass_defended,0,,,,,
player,201712030rai,rai,RichJa01,sacks,0.0,,,,,
player,201712030rai,rai,RichJa01,tackles_combined,0,,,,,
player,201712030rai,rai,RichJa01,tackles_solo,0,,,,,
player,201712030rai,rai,RichJa01,tackles_assists,0,,,,,
player,201712030rai,rai,RichJa01,tackles_loss,0,,,,,
player,201712030rai,rai,RichJa01,qb_hits,0,,,,,
player,201712030rai,rai,RichJa01,fumbles_rec,1,,,,,
player,201712030rai,rai,RichJa01,fumbles_rec_yds,0,,,,,
player,201712030rai,rai,RichJa01,fumbles_rec_td,0,,,,,
player,201712030rai,rai,RichJa01,fumbles_forced,0,,,,,
player,201712030rai,nyg,RaymKa00,kick_ret,2,,,,,
player,201712030rai,nyg,RaymKa00,kick_ret_yds,32,,,,,
player,201712030rai,nyg,RaymKa00,kick_ret_yds_per_ret,16.0,,,,,
player,201712030rai,nyg,RaymKa00,kick_ret_td,0,,,,,
player,201712030rai,nyg,RaymKa00,kick_ret_long,18,,,,,
player,201712030rai,nyg,RaymKa00,punt_ret,2,,,,,
player,201712030rai,nyg,RaymKa00,punt_ret_yds,10,,,,,
player,201712030rai,nyg,RaymKa00,punt_ret_yds_per_ret,5.0,,,,,
player,201712030rai,nyg,RaymKa00,punt_ret_td,0,,,,,
player,201712030rai,nyg,RaymKa00,punt_ret_long,8,,,,,
player,201712030rai,rai,RichJa01,kick_ret,1,,,,,
player,201712030rai,rai,RichJa01,kick_ret_yds,17,,,,,
player,201712030rai,rai,RichJa01,kick_ret_yds_per_ret,17.0,,,,,
player,201712030rai,rai,RichJa01,kick_ret_td,0,,,,,
player,201712030rai,rai,RichJa01,kick_ret_long,17,,,,,
player,201712030rai,rai,RichJa01,punt_ret,4,,,,,
player,201712030rai,rai,RichJa01,punt_ret_yds,23,,,,,
player,201712030rai,rai,RichJa01,punt_ret_yds_per_ret,5.8,,,,,
player,201712030rai,rai,RichJa01,punt_ret_td,0,,,,,
player,201712030rai,rai,RichJa01,punt_ret_long,19,,,,,
player,201712030rai,rai,WashDe00,kick_ret,2,,,,,
player,201712030rai,rai,WashDe00,kick_ret_yds,29,,,,,
player,201712030rai,rai,WashDe00,kick_ret_yds_per_ret,14.5,,,,,
player,201712030rai,rai,WashDe00,kick_ret_td,0,,,,,
player,201712030rai,rai,WashDe00,kick_ret_long,15,,,,,
player,201712030rai,rai,WashDe00,punt_ret,0,,,,,
player,201712030rai,rai,WashDe00,punt_ret_yds,0,,,,,
player,201712030rai,rai,WashDe00,punt_ret_yds_per_ret,,,,,,
player,201712030rai,rai,WashDe00,punt_ret_td,0,,,,,
player,201712030rai,rai,WashDe00,punt_ret_long,0,,,,,
player,201712030rai,nyg,RosaAl00,xpm,2,,,,,
player,201712030rai,nyg,RosaAl00,xpa,2,,,,,
player,201712030rai,nyg,RosaAl00,fgm,1,,,,,
player,201712030rai,nyg,RosaAl00,fga,1,,,,,
player,201712030rai,nyg,RosaAl00,punt,0,,,,,
player,201712030rai,nyg,RosaAl00,punt_yds,0,,,,,
player,201712030rai,nyg,RosaAl00,punt_yds_per_punt,,,,,,
player,201712030rai,nyg,RosaAl00,punt_long,0,,,,,
player,201712030rai,nyg,WingBr00,xpm,,,,,,
player,201712030rai,nyg,WingBr00,xpa,,,,,,
player,201712030rai,nyg,WingBr00,fgm,,,,,,
player,201712030rai,nyg,WingBr00,fga,,,,,,
player,201712030rai,nyg,WingBr00,punt,7,,,,,
player,201712030rai,nyg,WingBr00,punt_yds,339,,,,,
player,201712030rai,nyg,WingBr00,punt_yds_per_punt,48.4,,,,,
player,201712030rai,nyg,WingBr00,punt_long,69,,,,,
player,201712030rai,rai,TaveGi00,xpm,3,,,,,
player,201712030rai,rai,TaveGi00,xpa,3,,,,,
player,201712030rai,rai,TaveGi00,fgm,1,,,,,
player,201712030rai,rai,TaveGi00,fga,1,,,,,
player,201712030rai,rai,TaveGi00,punt,0,,,,,
player,201712030rai,rai,TaveGi00,punt_yds,0,,,,,
player,201712030rai,rai,TaveGi00,punt_yds_per_punt,,,,,,
player,201712030rai,rai,TaveGi00,punt_long,0,,,,,
player,201712030rai,rai,KingMa00,xpm,,,,,,
player,201712030rai,rai,KingMa00,xpa,,,,,,
player,201712030rai,rai,KingMa00,fgm,,,,,,
player,201712030rai,rai,KingMa00,fga,,,,,,
player,201712030rai,rai,KingMa00,punt,4,,,,,
player,201712030rai,rai,KingMa00,punt_yds,200,,,,,
player,201712030rai,rai,KingMa00,punt_yds_per_punt,50.0,,,,,
player,201712030rai,rai,KingMa00,punt_long,62,,,,,
player,201712030rai,rai,OsemKe00,pos,G,,,,,
player,201712030rai,rai,OsemKe00,offense,65,,,,,
player,201712030rai,rai,OsemKe00,off_pct,100%,,,,,
player,201712030rai,rai,OsemKe00,defense,0,,,,,
player,201712030rai,rai,OsemKe00,def_pct,0%,,,,,
player,201712030rai,rai,OsemKe00,special_teams,4,,,,,
player,201712030rai,rai,OsemKe00,st_pct,14%,,,,,
player,201712030rai,rai,NewhMa20,pos,T,,,,,
player,201712030rai,rai,NewhMa20,offense,65,,,,,
player,201712030rai,rai,NewhMa20,off_pct,100%,,,,,
player,201712030rai,rai,NewhMa20,defense,0,,,,,
player,201712030rai,rai,NewhMa20,def_pct,0%,,,,,
player,201712030rai,rai,NewhMa20,special_teams,4,,,,,
player,201712030rai,rai,NewhMa20,st_pct,14%,,,,,
player,201712030rai,rai,JackGa00,pos,G,,,,,
player,201712030rai,rai,JackGa00,offense,65,,,,,
player,201712030rai,rai,JackGa00,off_pct,100%,,,,,
player,201712030rai,rai,JackGa00,defense,0,,,,,
player,201712030rai,rai,JackGa00,def_pct,0%,,,,,
player,201712030rai,rai,JackGa00,special_teams,4,,,,,
player,201712030rai,rai,JackGa00,st_pct,14%,,,,,
player,201712030rai,rai,HudsRo00,pos,C,,,,,
player,201712030rai,rai,HudsRo00,offense,65,,,,,
player,201712030rai,rai,HudsRo00,off_pct,100%,,,,,
player,201712030rai,rai,HudsRo00,defense,0,,,,,
player,201712030rai,rai,HudsRo00,def_pct,0%,,,,,
player,201712030rai,rai,HudsRo00,special_teams,0,,,,,
player,201712030rai,rai,HudsRo00,st_pct,0%,,,,,
player,201712030rai,rai,CarrDe02,pos,QB,,,,,
player,201712030rai,rai,CarrDe02,offense,65,,,,,
player,201712030rai,rai,CarrDe02,off_pct,100%,,,,,
player,201712030rai,rai,CarrDe02,defense,0,,,,,
player,201712030rai,rai,CarrDe02,def_pct,0%,,,,,
player,201712030rai,rai,CarrDe02,special_teams,0,,,,,
player,201712030rai,rai,CarrDe02,st_pct,0%,,,,,
player,201712030rai,rai,PennDo20,pos,T,,,,,
player,201712030rai,rai,PennDo20,offense,62,,,,,
player,201712030rai,rai,PennDo20,off_pct,95%,,,,,
player,201712030rai,rai,PennDo20,defense,0,,,,,
player,201712030rai,rai,PennDo20,def_pct,0%,,,,,
player,201712030rai,rai,PennDo20,special_teams,0,,,,,
player,201712030rai,rai,PennDo20,st_pct,0%,,,,,
player,201712030rai,rai,HoltJo00,pos,WR,,,,,
player,201712030rai,rai,HoltJo00,offense,51,,,,,
player,201712030rai,rai,HoltJo00,off_pct,78%,,,,,
player,201712030rai,rai,HoltJo00,defense,0,,,,,
player,201712030rai,rai,HoltJo00,def_pct,0%,,,,,
player,201712030rai,rai,HoltJo00,special_teams,7,,,,,
player,201712030rai,rai,HoltJo00,st_pct,25%,,,,,
player,201712030rai,rai,CookJa02,pos,TE,,,,,
player,201712030rai,rai,CookJa02,offense,50,,,,,
player,201712030rai,rai,CookJa02,off_pct,77%,,,,,
player,201712030rai,rai,CookJa02,defense,0,,,,,
player,201712030rai,rai,CookJa02,def_pct,0%,,,,,
player,201712030rai,rai,CookJa02,special_teams,1,,,,,
player,201712030rai,rai,CookJa02,st_pct,4%,,,,,
player,201712030rai,rai,RobeSe00,pos,WR,,,,,
player,201712030rai,rai,RobeSe00,offense,46,,,,,
player,201712030rai,rai,RobeSe00,off_pct,71%,,,,,
player,201712030rai,rai,RobeSe00,defense,0,,,,,
player,201712030rai,rai,RobeSe00,def_pct,0%,,,,,
player,201712030rai,rai,RobeSe00,special_teams,0,,,,,
player,201712030rai,rai,RobeSe00,st_pct,0%,,,,,
player,201712030rai,rai,PattCo00,pos,WR,,,,,
player,201712030rai,rai,PattCo00,offense,34,,,,,
player,201712030rai,rai,PattCo00,off_pct,52%,,,,,
player,201712030rai,rai,PattCo00,defense,0,,,,,
player,201712030rai,rai,PattCo00,def_pct,0%,,,,,
player,201712030rai,rai,PattCo00,special_teams,8,,,,,
player,201712030rai,rai,PattCo00,st_pct,29%,,,,,
player,201712030rai,rai,LyncMa00,pos,RB,,,,,
player,201712030rai,rai,LyncMa00,offense,32,,,,,
player,201712030rai,rai,LyncMa00,off_pct,49%,,,,,
player,201712030rai,rai,LyncMa00,defense,0,,,,,
player,201712030rai,rai,LyncMa00,def_pct,0%,,,,,
player,201712030rai,rai,LyncMa00,special_teams,0,,,,,
player,201712030rai,rai,LyncMa00,st_pct,0%,,,,,
player,201712030rai,rai,SmitLe00,pos,TE,,,,,
player,201712030rai,rai,SmitLe00,offense,26,,,,,
player,201712030rai,rai,SmitLe00,off_pct,40%,,,,,
player,201712030rai,rai,SmitLe00,defense,0,,,,,
player,201712030rai,rai,SmitLe00,def_pct,0%,,,,,
player,201712030rai,rai,SmitLe00,special_teams,8,,,,,
player,201712030rai,rai,SmitLe00,st_pct,29%,,,,,
player,201712030rai,rai,WalfCl00,pos,TE,,,,,
player,201712030rai,rai,WalfCl00,offense,25,,,,,
player,201712030rai,rai,WalfCl00,off_pct,38%,,,,,
player,201712030rai,rai,WalfCl00,defense,0,,,,,
player,201712030rai,rai,WalfCl00,def_pct,0%,,,,,
player,201712030rai,rai,WalfCl00,special_teams,4,,,,,
player,201712030rai,rai,WalfCl00,st_pct,14%,,,,,
player,201712030rai,rai,WhitIs00,pos,WR,,,,,
player,201712030rai,rai,WhitIs00,offense,15,,,,,
player,201712030rai,rai,WhitIs00,off_pct,23%,,,,,
player,201712030rai,rai,WhitIs00,defense,0,,,,,
player,201712030rai,rai,WhitIs00,def_pct,0%,,,,,
player,201712030rai,rai,WhitIs00,special_teams,9,,,,,
player,201712030rai,rai,WhitIs00,st_pct,32%,,,,,
player,201712030rai,rai,WashDe00,pos,RB,,,,,
player,201712030rai,rai,WashDe00,offense,14,,,,,
player,201712030rai,rai,WashDe00,off_pct,22%,,,,,
player,201712030rai,rai,WashDe00,defense,0,,,,,
player,201712030rai,rai,WashDe00,def_pct,0%,,,,,
player,201712030rai,rai,WashDe00,special_teams,9,,,,,
player,201712030rai,rai,WashDe00,st_pct,32%,,,,,
player,201712030rai,rai,OlawJa00,pos,FB,,,,,
player,201712030rai,rai,OlawJa00,offense,13,,,,,
player,201712030rai,rai,OlawJa00,off_pct,20%,,,,,
player,201712030rai,rai,OlawJa00,defense,0,,,,,
player,201712030rai,rai,OlawJa00,def_pct,0%,,,,,
player,201712030rai,rai,OlawJa00,special_teams,21,,,,,
player,201712030rai,rai,OlawJa00,st_pct,75%,,,,,
player,201712030rai,rai,RichJa01,pos,RB,,,,,
player,201712030rai,rai,RichJa01,offense,13,,,,,
player,201712030rai,rai,RichJa01,off_pct,20%,,,,,
player,201712030rai,rai,RichJa01,defense,0,,,,,
player,201712030rai,rai,RichJa01,def_pct,0%,,,,,
player,201712030rai,rai,RichJa01,special_teams,10,,,,,
player,201712030rai,rai,RichJa01,st_pct,36%,,,,,
player,201712030rai,rai,AlexVa00,pos,T,,,,,
player,201712030rai,rai,AlexVa00,offense,6,,,,,
player,201712030rai,rai,AlexVa00,off_pct,9%,,,,,
player,201712030rai,rai,AlexVa00,defense,0,,,,,
player,201712030rai,rai,AlexVa00,def_pct,0%,,,,,
player,201712030rai,rai,AlexVa00,special_teams,4,,,,,
player,201712030rai,rai,AlexVa00,st_pct,14%,,,,,
player,201712030rai,rai,SharDa02,pos,T,,,,,
player,201712030rai,rai,SharDa02,offense,3,,,,,
player,201712030rai,rai,SharDa02,off_pct,5%,,,,,
player,201712030rai,rai,SharDa02,defense,0,,,,,
player,201712030rai,rai,SharDa02,def_pct,0%,,,,,
player,201712030rai,rai,SharDa02,special_teams,0,,,,,
player,201712030rai,rai,SharDa02,st_pct,0%,,,,,
player,201712030rai,rai,BowmNa99,pos,LB,,,,,
player,201712030rai,rai,BowmNa99,offense,0,,,,,
player,201712030rai,rai,BowmNa99,off_pct,0%,,,,,
player,201712030rai,rai,BowmNa99,defense,62,,,,,
player,201712030rai,rai,BowmNa99,def_pct,100%,,,,,
player,201712030rai,rai,BowmNa99,special_teams,1,,,,,
player,201712030rai,rai,BowmNa99,st_pct,4%,,,,,
player,201712030rai,rai,JoseKa00,pos,SS,,,,,
player,201712030rai,rai,JoseKa00,offense,0,,,,,
player,201712030rai,rai,JoseKa00,off_pct,0%,,,,,
player,201712030rai,rai,JoseKa00,defense,61,,,,,
player,201712030rai,rai,JoseKa00,def_pct,98%,,,,,
player,201712030rai,rai,JoseKa00,special_teams,5,,,,,
player,201712030rai,rai,JoseKa00,st_pct,18%,,,,,
player,201712030rai,rai,CarrTr00,pos,CB,,,,,
player,201712030rai,rai,CarrTr00,offense,0,,,,,
player,201712030rai,rai,CarrTr00,off_pct,0%,,,,,
player,201712030rai,rai,CarrTr00,defense,61,,,,,
player,201712030rai,rai,CarrTr00,def_pct,98%,,,,,
player,201712030rai,rai,CarrTr00,special_teams,4,,,,,
player,201712030rai,rai,CarrTr00,st_pct,14%,,,,,
player,201712030rai,rai,SmitSe99,pos,CB,,,,,
player,201712030rai,rai,SmitSe99,offense,0,,,,,
player,201712030rai,rai,SmitSe99,off_pct,0%,,,,,
player,201712030rai,rai,SmitSe99,defense,60,,,,,
player,201712030rai,rai,SmitSe99,def_pct,97%,,,,,
player,201712030rai,rai,SmitSe99,special_teams,0,,,,,
player,201712030rai,rai,SmitSe99,st_pct,0%,,,,,
player,201712030rai,rai,MorrNi00,pos,LB,,,,,
player,201712030rai,rai,MorrNi00,offense,0,,,,,
player,201712030rai,rai,MorrNi00,off_pct,0%,,,,,
player,201712030rai,rai,MorrNi00,defense,59,,,,,
player,201712030rai,rai,MorrNi00,def_pct,95%,,,,,
player,201712030rai,rai,MorrNi00,special_teams,8,,,,,
player,201712030rai,rai,MorrNi00,st_pct,29%,,,,,
player,201712030rai,rai,NelsRe99,pos,FS,,,,,
player,201712030rai,rai,NelsRe99,offense,0,,,,,
player,201712030rai,rai,NelsRe99,off_pct,0%,,,,,
player,201712030rai,rai,NelsRe99,defense,58,,,,,
player,201712030rai,rai,NelsRe99,def_pct,94%,,,,,
player,201712030rai,rai,NelsRe99,special_teams,0,,,,,
player,201712030rai,rai,NelsRe99,st_pct,0%,,,,,
player,201712030rai,rai,MackKh00,pos,DE,,,,,
player,201712030rai,rai,MackKh00,offense,0,,,,,
