game,2017,8,20171026,201710260rav,mia,"Miami Dolphins",0,rav,"Baltimore Ravens",40
player,201710260rav,rav,FlacJo00,pass_sacked,0,,,,,
player,201710260rav,rav,FlacJo00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,FlacJo00,pass_long,34,,,,,
player,201710260rav,rav,FlacJo00,pass_rating,107.9,,,,,
player,201710260rav,rav,FlacJo00,rush_att,1,,,,,
player,201710260rav,rav,FlacJo00,rush_yds,9,,,,,
player,201710260rav,rav,FlacJo00,rush_td,0,,,,,
player,201710260rav,rav,FlacJo00,rush_long,9,,,,,
player,201710260rav,rav,FlacJo00,targets,0,,,,,
player,201710260rav,rav,FlacJo00,rec,0,,,,,
player,201710260rav,rav,FlacJo00,rec_yds,0,,,,,
player,201710260rav,rav,FlacJo00,rec_td,0,,,,,
player,201710260rav,rav,FlacJo00,rec_long,0,,,,,
player,201710260rav,rav,FlacJo00,fumbles,0,,,,,
player,201710260rav,rav,FlacJo00,fumbles_lost,0,,,,,
player,201710260rav,rav,MallRy00,pass_cmp,3,,,,,
player,201710260rav,rav,MallRy00,pass_att,7,,,,,
player,201710260rav,rav,MallRy00,pass_yds,20,,,,,
player,201710260rav,rav,MallRy00,pass_td,1,,,,,
player,201710260rav,rav,MallRy00,pass_int,0,,,,,
player,201710260rav,rav,MallRy00,pass_sacked,0,,,,,
player,201710260rav,rav,MallRy00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,MallRy00,pass_long,12,,,,,
player,201710260rav,rav,MallRy00,pass_rating,89.9,,,,,
player,201710260rav,rav,MallRy00,rush_att,4,,,,,
player,201710260rav,rav,MallRy00,rush_yds,-3,,,,,
player,201710260rav,rav,MallRy00,rush_td,0,,,,,
player,201710260rav,rav,MallRy00,rush_long,0,,,,,
player,201710260rav,rav,MallRy00,targets,0,,,,,
player,201710260rav,rav,MallRy00,rec,0,,,,,
player,201710260rav,rav,MallRy00,rec_yds,0,,,,,
player,201710260rav,rav,MallRy00,rec_td,0,,,,,
player,201710260rav,rav,MallRy00,rec_long,0,,,,,
player,201710260rav,rav,MallRy00,fumbles,1,,,,,
player,201710260rav,rav,MallRy00,fumbles_lost,0,,,,,
player,201710260rav,rav,CollAl00,pass_cmp,0,,,,,
player,201710260rav,rav,CollAl00,pass_att,0,,,,,
player,201710260rav,rav,CollAl00,pass_yds,0,,,,,
player,201710260rav,rav,CollAl00,pass_td,0,,,,,
player,201710260rav,rav,CollAl00,pass_int,0,,,,,
player,201710260rav,rav,CollAl00,pass_sacked,0,,,,,
player,201710260rav,rav,CollAl00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,CollAl00,pass_long,0,,,,,
player,201710260rav,rav,CollAl00,pass_rating,,,,,,
player,201710260rav,rav,CollAl00,rush_att,18,,,,,
player,201710260rav,rav,CollAl00,rush_yds,113,,,,,
player,201710260rav,rav,CollAl00,rush_td,0,,,,,
player,201710260rav,rav,CollAl00,rush_long,19,,,,,
player,201710260rav,rav,CollAl00,targets,2,,,,,
player,201710260rav,rav,CollAl00,rec,2,,,,,
player,201710260rav,rav,CollAl00,rec_yds,30,,,,,
player,201710260rav,rav,CollAl00,rec_td,0,,,,,
player,201710260rav,rav,CollAl00,rec_long,27,,,,,
player,201710260rav,rav,CollAl00,fumbles,0,,,,,
player,201710260rav,rav,CollAl00,fumbles_lost,0,,,,,
player,201710260rav,rav,AlleJa01,pass_cmp,0,,,,,
player,201710260rav,rav,AlleJa01,pass_att,0,,,,,
player,201710260rav,rav,AlleJa01,pass_yds,0,,,,,
player,201710260rav,rav,AlleJa01,pass_td,0,,,,,
player,201710260rav,rav,AlleJa01,pass_int,0,,,,,
player,201710260rav,rav,AlleJa01,pass_sacked,0,,,,,
player,201710260rav,rav,AlleJa01,pass_sacked_yds,0,,,,,
player,201710260rav,rav,AlleJa01,pass_long,0,,,,,
player,201710260rav,rav,AlleJa01,pass_rating,,,,,,
player,201710260rav,rav,AlleJa01,rush_att,17,,,,,
player,201710260rav,rav,AlleJa01,rush_yds,55,,,,,
player,201710260rav,rav,AlleJa01,rush_td,0,,,,,
player,201710260rav,rav,AlleJa01,rush_long,9,,,,,
player,201710260rav,rav,AlleJa01,targets,3,,,,,
player,201710260rav,rav,AlleJa01,rec,1,,,,,
player,201710260rav,rav,AlleJa01,rec_yds,2,,,,,
player,201710260rav,rav,AlleJa01,rec_td,0,,,,,
player,201710260rav,rav,AlleJa01,rec_long,2,,,,,
player,201710260rav,rav,AlleJa01,fumbles,0,,,,,
player,201710260rav,rav,AlleJa01,fumbles_lost,0,,,,,
player,201710260rav,rav,MaclJe00,pass_cmp,0,,,,,
player,201710260rav,rav,MaclJe00,pass_att,0,,,,,
player,201710260rav,rav,MaclJe00,pass_yds,0,,,,,
player,201710260rav,rav,MaclJe00,pass_td,0,,,,,
player,201710260rav,rav,MaclJe00,pass_int,0,,,,,
player,201710260rav,rav,MaclJe00,pass_sacked,0,,,,,
player,201710260rav,rav,MaclJe00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,MaclJe00,pass_long,0,,,,,
player,201710260rav,rav,MaclJe00,pass_rating,,,,,,
player,201710260rav,rav,MaclJe00,rush_att,0,,,,,
player,201710260rav,rav,MaclJe00,rush_yds,0,,,,,
player,201710260rav,rav,MaclJe00,rush_td,0,,,,,
player,201710260rav,rav,MaclJe00,rush_long,0,,,,,
player,201710260rav,rav,MaclJe00,targets,5,,,,,
player,201710260rav,rav,MaclJe00,rec,3,,,,,
player,201710260rav,rav,MaclJe00,rec_yds,53,,,,,
player,201710260rav,rav,MaclJe00,rec_td,1,,,,,
player,201710260rav,rav,MaclJe00,rec_long,34,,,,,
player,201710260rav,rav,MaclJe00,fumbles,0,,,,,
player,201710260rav,rav,MaclJe00,fumbles_lost,0,,,,,
player,201710260rav,rav,BoylNi00,pass_cmp,0,,,,,
player,201710260rav,rav,BoylNi00,pass_att,0,,,,,
player,201710260rav,rav,BoylNi00,pass_yds,0,,,,,
player,201710260rav,rav,BoylNi00,pass_td,0,,,,,
player,201710260rav,rav,BoylNi00,pass_int,0,,,,,
player,201710260rav,rav,BoylNi00,pass_sacked,0,,,,,
player,201710260rav,rav,BoylNi00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,BoylNi00,pass_long,0,,,,,
player,201710260rav,rav,BoylNi00,pass_rating,,,,,,
player,201710260rav,rav,BoylNi00,rush_att,0,,,,,
player,201710260rav,rav,BoylNi00,rush_yds,0,,,,,
player,201710260rav,rav,BoylNi00,rush_td,0,,,,,
player,201710260rav,rav,BoylNi00,rush_long,0,,,,,
player,201710260rav,rav,BoylNi00,targets,4,,,,,
player,201710260rav,rav,BoylNi00,rec,4,,,,,
player,201710260rav,rav,BoylNi00,rec_yds,29,,,,,
player,201710260rav,rav,BoylNi00,rec_td,0,,,,,
player,201710260rav,rav,BoylNi00,rec_long,12,,,,,
player,201710260rav,rav,BoylNi00,fumbles,0,,,,,
player,201710260rav,rav,BoylNi00,fumbles_lost,0,,,,,
player,201710260rav,rav,WatsBe00,pass_cmp,0,,,,,
player,201710260rav,rav,WatsBe00,pass_att,0,,,,,
player,201710260rav,rav,WatsBe00,pass_yds,0,,,,,
player,201710260rav,rav,WatsBe00,pass_td,0,,,,,
player,201710260rav,rav,WatsBe00,pass_int,0,,,,,
player,201710260rav,rav,WatsBe00,pass_sacked,0,,,,,
player,201710260rav,rav,WatsBe00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,WatsBe00,pass_long,0,,,,,
player,201710260rav,rav,WatsBe00,pass_rating,,,,,,
player,201710260rav,rav,WatsBe00,rush_att,0,,,,,
player,201710260rav,rav,WatsBe00,rush_yds,0,,,,,
player,201710260rav,rav,WatsBe00,rush_td,0,,,,,
player,201710260rav,rav,WatsBe00,rush_long,0,,,,,
player,201710260rav,rav,WatsBe00,targets,4,,,,,
player,201710260rav,rav,WatsBe00,rec,2,,,,,
player,201710260rav,rav,WatsBe00,rec_yds,6,,,,,
player,201710260rav,rav,WatsBe00,rec_td,1,,,,,
player,201710260rav,rav,WatsBe00,rec_long,4,,,,,
player,201710260rav,rav,WatsBe00,fumbles,0,,,,,
player,201710260rav,rav,WatsBe00,fumbles_lost,0,,,,,
player,201710260rav,rav,RicaPa00,pass_cmp,0,,,,,
player,201710260rav,rav,RicaPa00,pass_att,0,,,,,
player,201710260rav,rav,RicaPa00,pass_yds,0,,,,,
player,201710260rav,rav,RicaPa00,pass_td,0,,,,,
player,201710260rav,rav,RicaPa00,pass_int,0,,,,,
player,201710260rav,rav,RicaPa00,pass_sacked,0,,,,,
player,201710260rav,rav,RicaPa00,pass_sacked_yds,0,,,,,
player,201710260rav,rav,RicaPa00,pass_long,0,,,,,
player,201710260rav,rav,RicaPa00,pass_rating,,,,,,
player,201710260rav,rav,RicaPa00,rush_att,0,,,,,
player,201710260rav,rav,RicaPa00,rush_yds,0,,,,,
player,201710260rav,rav,RicaPa00,rush_td,0,,,,,
player,201710260rav,rav,RicaPa00,rush_long,0,,,,,
player,201710260rav,rav,RicaPa00,targets,1,,,,,
player,201710260rav,rav,RicaPa00,rec,1,,,,,
player,201710260rav,rav,RicaPa00,rec_yds,1,,,,,
player,201710260rav,rav,RicaPa00,rec_td,0,,,,,
player,201710260rav,rav,RicaPa00,rec_long,1,,,,,
player,201710260rav,rav,RicaPa00,fumbles,0,,,,,
player,201710260rav,rav,RicaPa00,fumbles_lost,0,,,,,
player,201710260rav,rav,PerrBr02,pass_cmp,0,,,,,
player,201710260rav,rav,PerrBr02,pass_att,0,,,,,
player,201710260rav,rav,PerrBr02,pass_yds,0,,,,,
player,201710260rav,rav,PerrBr02,pass_td,0,,,,,
player,201710260rav,rav,PerrBr02,pass_int,0,,,,,
player,201710260rav,rav,PerrBr02,pass_sacked,0,,,,,
player,201710260rav,rav,PerrBr02,pass_sacked_yds,0,,,,,
player,201710260rav,rav,PerrBr02,pass_long,0,,,,,
player,201710260rav,rav,PerrBr02,pass_rating,,,,,,
player,201710260rav,rav,PerrBr02,rush_att,0,,,,,
player,201710260rav,rav,PerrBr02,rush_yds,0,,,,,
player,201710260rav,rav,PerrBr02,rush_td,0,,,,,
player,201710260rav,rav,PerrBr02,rush_long,0,,,,,
player,201710260rav,rav,PerrBr02,targets,2,,,,,
player,201710260rav,rav,PerrBr02,rec,0,,,,,
player,201710260rav,rav,PerrBr02,rec_yds,0,,,,,
player,201710260rav,rav,PerrBr02,rec_td,0,,,,,
player,201710260rav,rav,PerrBr02,rec_long,0,,,,,
player,201710260rav,rav,PerrBr02,fumbles,0,,,,,
player,201710260rav,rav,PerrBr02,fumbles_lost,0,,,,,
player,201710260rav,mia,TimmLa99,def_int,0,,,,,
player,201710260rav,mia,TimmLa99,def_int_yds,0,,,,,
player,201710260rav,mia,TimmLa99,def_int_td,0,,,,,
player,201710260rav,mia,TimmLa99,def_int_long,0,,,,,
player,201710260rav,mia,TimmLa99,pass_defended,0,,,,,
player,201710260rav,mia,TimmLa99,sacks,0.0,,,,,
player,201710260rav,mia,TimmLa99,tackles_combined,13,,,,,
player,201710260rav,mia,TimmLa99,tackles_solo,8,,,,,
player,201710260rav,mia,TimmLa99,tackles_assists,5,,,,,
player,201710260rav,mia,TimmLa99,tackles_loss,0,,,,,
player,201710260rav,mia,TimmLa99,qb_hits,0,,,,,
player,201710260rav,mia,TimmLa99,fumbles_rec,0,,,,,
player,201710260rav,mia,TimmLa99,fumbles_rec_yds,0,,,,,
player,201710260rav,mia,TimmLa99,fumbles_rec_td,0,,,,,
player,201710260rav,mia,TimmLa99,fumbles_forced,0,,,,,
player,201710260rav,mia,AlonKi00,def_int,0,,,,,
player,201710260rav,mia,AlonKi00,def_int_yds,0,,,,,
player,201710260rav,mia,AlonKi00,def_int_td,0,,,,,
player,201710260rav,mia,AlonKi00,def_int_long,0,,,,,
player,201710260rav,mia,AlonKi00,pass_defended,0,,,,,
player,201710260rav,mia,AlonKi00,sacks,0.0,,,,,
player,201710260rav,mia,AlonKi00,tackles_combined,9,,,,,
player,201710260rav,mia,AlonKi00,tackles_solo,8,,,,,
player,201710260rav,mia,AlonKi00,tackles_assists,1,,,,,
player,201710260rav,mia,AlonKi00,tackles_loss,0,,,,,
player,201710260rav,mia,AlonKi00,qb_hits,0,,,,,
player,201710260rav,mia,AlonKi00,fumbles_rec,0,,,,,
player,201710260rav,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201710260rav,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201710260rav,mia,AlonKi00,fumbles_forced,0,,,,,
player,201710260rav,mia,JoneRe99,def_int,0,,,,,
player,201710260rav,mia,JoneRe99,def_int_yds,0,,,,,
player,201710260rav,mia,JoneRe99,def_int_td,0,,,,,
player,201710260rav,mia,JoneRe99,def_int_long,0,,,,,
player,201710260rav,mia,JoneRe99,pass_defended,0,,,,,
player,201710260rav,mia,JoneRe99,sacks,0.0,,,,,
player,201710260rav,mia,JoneRe99,tackles_combined,6,,,,,
player,201710260rav,mia,JoneRe99,tackles_solo,3,,,,,
player,201710260rav,mia,JoneRe99,tackles_assists,3,,,,,
player,201710260rav,mia,JoneRe99,tackles_loss,0,,,,,
player,201710260rav,mia,JoneRe99,qb_hits,0,,,,,
player,201710260rav,mia,JoneRe99,fumbles_rec,0,,,,,
player,201710260rav,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201710260rav,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201710260rav,mia,JoneRe99,fumbles_forced,0,,,,,
player,201710260rav,mia,MauaRe99,def_int,0,,,,,
player,201710260rav,mia,MauaRe99,def_int_yds,0,,,,,
player,201710260rav,mia,MauaRe99,def_int_td,0,,,,,
player,201710260rav,mia,MauaRe99,def_int_long,0,,,,,
player,201710260rav,mia,MauaRe99,pass_defended,0,,,,,
player,201710260rav,mia,MauaRe99,sacks,0.0,,,,,
player,201710260rav,mia,MauaRe99,tackles_combined,5,,,,,
