game,2017,4,20171001,201710010dal,ram,"Los Angeles Rams",35,dal,"Dallas Cowboys",30
player,201710010dal,ram,SaffRo20,defense,0,,,,,
player,201710010dal,ram,SaffRo20,def_pct,0%,,,,,
player,201710010dal,ram,SaffRo20,special_teams,9,,,,,
player,201710010dal,ram,SaffRo20,st_pct,27%,,,,,
player,201710010dal,ram,WhitAn20,pos,T,,,,,
player,201710010dal,ram,WhitAn20,offense,69,,,,,
player,201710010dal,ram,WhitAn20,off_pct,100%,,,,,
player,201710010dal,ram,WhitAn20,defense,0,,,,,
player,201710010dal,ram,WhitAn20,def_pct,0%,,,,,
player,201710010dal,ram,WhitAn20,special_teams,9,,,,,
player,201710010dal,ram,WhitAn20,st_pct,27%,,,,,
player,201710010dal,ram,BrowJa04,pos,G,,,,,
player,201710010dal,ram,BrowJa04,offense,69,,,,,
player,201710010dal,ram,BrowJa04,off_pct,100%,,,,,
player,201710010dal,ram,BrowJa04,defense,0,,,,,
player,201710010dal,ram,BrowJa04,def_pct,0%,,,,,
player,201710010dal,ram,BrowJa04,special_teams,9,,,,,
player,201710010dal,ram,BrowJa04,st_pct,27%,,,,,
player,201710010dal,ram,GoffJa00,pos,QB,,,,,
player,201710010dal,ram,GoffJa00,offense,69,,,,,
player,201710010dal,ram,GoffJa00,off_pct,100%,,,,,
player,201710010dal,ram,GoffJa00,defense,0,,,,,
player,201710010dal,ram,GoffJa00,def_pct,0%,,,,,
player,201710010dal,ram,GoffJa00,special_teams,0,,,,,
player,201710010dal,ram,GoffJa00,st_pct,0%,,,,,
player,201710010dal,ram,SullJo24,pos,C,,,,,
player,201710010dal,ram,SullJo24,offense,69,,,,,
player,201710010dal,ram,SullJo24,off_pct,100%,,,,,
player,201710010dal,ram,SullJo24,defense,0,,,,,
player,201710010dal,ram,SullJo24,def_pct,0%,,,,,
player,201710010dal,ram,SullJo24,special_teams,0,,,,,
player,201710010dal,ram,SullJo24,st_pct,0%,,,,,
player,201710010dal,ram,WatkSa00,pos,WR,,,,,
player,201710010dal,ram,WatkSa00,offense,60,,,,,
player,201710010dal,ram,WatkSa00,off_pct,87%,,,,,
player,201710010dal,ram,WatkSa00,defense,0,,,,,
player,201710010dal,ram,WatkSa00,def_pct,0%,,,,,
player,201710010dal,ram,WatkSa00,special_teams,0,,,,,
player,201710010dal,ram,WatkSa00,st_pct,0%,,,,,
player,201710010dal,ram,WoodRo02,pos,WR,,,,,
player,201710010dal,ram,WoodRo02,offense,59,,,,,
player,201710010dal,ram,WoodRo02,off_pct,86%,,,,,
player,201710010dal,ram,WoodRo02,defense,0,,,,,
player,201710010dal,ram,WoodRo02,def_pct,0%,,,,,
player,201710010dal,ram,WoodRo02,special_teams,0,,,,,
player,201710010dal,ram,WoodRo02,st_pct,0%,,,,,
player,201710010dal,ram,GurlTo01,pos,RB,,,,,
player,201710010dal,ram,GurlTo01,offense,55,,,,,
player,201710010dal,ram,GurlTo01,off_pct,80%,,,,,
player,201710010dal,ram,GurlTo01,defense,0,,,,,
player,201710010dal,ram,GurlTo01,def_pct,0%,,,,,
player,201710010dal,ram,GurlTo01,special_teams,0,,,,,
player,201710010dal,ram,GurlTo01,st_pct,0%,,,,,
player,201710010dal,ram,KuppCo00,pos,WR,,,,,
player,201710010dal,ram,KuppCo00,offense,49,,,,,
player,201710010dal,ram,KuppCo00,off_pct,71%,,,,,
player,201710010dal,ram,KuppCo00,defense,0,,,,,
player,201710010dal,ram,KuppCo00,def_pct,0%,,,,,
player,201710010dal,ram,KuppCo00,special_teams,0,,,,,
player,201710010dal,ram,KuppCo00,st_pct,0%,,,,,
player,201710010dal,ram,HigbTy00,pos,TE,,,,,
player,201710010dal,ram,HigbTy00,offense,47,,,,,
player,201710010dal,ram,HigbTy00,off_pct,68%,,,,,
player,201710010dal,ram,HigbTy00,defense,0,,,,,
player,201710010dal,ram,HigbTy00,def_pct,0%,,,,,
player,201710010dal,ram,HigbTy00,special_teams,14,,,,,
player,201710010dal,ram,HigbTy00,st_pct,42%,,,,,
player,201710010dal,ram,EverGe00,pos,TE,,,,,
player,201710010dal,ram,EverGe00,offense,21,,,,,
player,201710010dal,ram,EverGe00,off_pct,30%,,,,,
player,201710010dal,ram,EverGe00,defense,0,,,,,
player,201710010dal,ram,EverGe00,def_pct,0%,,,,,
player,201710010dal,ram,EverGe00,special_teams,0,,,,,
player,201710010dal,ram,EverGe00,st_pct,0%,,,,,
player,201710010dal,ram,CarrDe00,pos,TE,,,,,
player,201710010dal,ram,CarrDe00,offense,16,,,,,
player,201710010dal,ram,CarrDe00,off_pct,23%,,,,,
player,201710010dal,ram,CarrDe00,defense,0,,,,,
player,201710010dal,ram,CarrDe00,def_pct,0%,,,,,
player,201710010dal,ram,CarrDe00,special_teams,19,,,,,
player,201710010dal,ram,CarrDe00,st_pct,58%,,,,,
player,201710010dal,ram,AustTa00,pos,WR,,,,,
player,201710010dal,ram,AustTa00,offense,15,,,,,
player,201710010dal,ram,AustTa00,off_pct,22%,,,,,
player,201710010dal,ram,AustTa00,defense,0,,,,,
player,201710010dal,ram,AustTa00,def_pct,0%,,,,,
player,201710010dal,ram,AustTa00,special_teams,3,,,,,
player,201710010dal,ram,AustTa00,st_pct,9%,,,,,
player,201710010dal,ram,CoopPh00,pos,WR,,,,,
player,201710010dal,ram,CoopPh00,offense,9,,,,,
player,201710010dal,ram,CoopPh00,off_pct,13%,,,,,
player,201710010dal,ram,CoopPh00,defense,0,,,,,
player,201710010dal,ram,CoopPh00,def_pct,0%,,,,,
player,201710010dal,ram,CoopPh00,special_teams,19,,,,,
player,201710010dal,ram,CoopPh00,st_pct,58%,,,,,
player,201710010dal,ram,BrowMa03,pos,RB,,,,,
player,201710010dal,ram,BrowMa03,offense,7,,,,,
player,201710010dal,ram,BrowMa03,off_pct,10%,,,,,
player,201710010dal,ram,BrowMa03,defense,0,,,,,
player,201710010dal,ram,BrowMa03,def_pct,0%,,,,,
player,201710010dal,ram,BrowMa03,special_teams,3,,,,,
player,201710010dal,ram,BrowMa03,st_pct,9%,,,,,
player,201710010dal,ram,ReynJo00,pos,WR,,,,,
player,201710010dal,ram,ReynJo00,offense,7,,,,,
player,201710010dal,ram,ReynJo00,off_pct,10%,,,,,
player,201710010dal,ram,ReynJo00,defense,0,,,,,
player,201710010dal,ram,ReynJo00,def_pct,0%,,,,,
player,201710010dal,ram,ReynJo00,special_teams,0,,,,,
player,201710010dal,ram,ReynJo00,st_pct,0%,,,,,
player,201710010dal,ram,OgleAl00,pos,LB,,,,,
player,201710010dal,ram,OgleAl00,offense,0,,,,,
player,201710010dal,ram,OgleAl00,off_pct,0%,,,,,
player,201710010dal,ram,OgleAl00,defense,71,,,,,
player,201710010dal,ram,OgleAl00,def_pct,100%,,,,,
player,201710010dal,ram,OgleAl00,special_teams,5,,,,,
player,201710010dal,ram,OgleAl00,st_pct,15%,,,,,
player,201710010dal,ram,JohnTr05,pos,CB,,,,,
player,201710010dal,ram,JohnTr05,offense,0,,,,,
player,201710010dal,ram,JohnTr05,off_pct,0%,,,,,
player,201710010dal,ram,JohnTr05,defense,69,,,,,
player,201710010dal,ram,JohnTr05,def_pct,97%,,,,,
player,201710010dal,ram,JohnTr05,special_teams,3,,,,,
player,201710010dal,ram,JohnTr05,st_pct,9%,,,,,
player,201710010dal,ram,BarrMa00,pos,LB,,,,,
player,201710010dal,ram,BarrMa00,offense,0,,,,,
player,201710010dal,ram,BarrMa00,off_pct,0%,,,,,
player,201710010dal,ram,BarrMa00,defense,68,,,,,
player,201710010dal,ram,BarrMa00,def_pct,96%,,,,,
player,201710010dal,ram,BarrMa00,special_teams,1,,,,,
player,201710010dal,ram,BarrMa00,st_pct,3%,,,,,
player,201710010dal,ram,WebsKa00,pos,CB,,,,,
player,201710010dal,ram,WebsKa00,offense,0,,,,,
player,201710010dal,ram,WebsKa00,off_pct,0%,,,,,
player,201710010dal,ram,WebsKa00,defense,67,,,,,
player,201710010dal,ram,WebsKa00,def_pct,94%,,,,,
player,201710010dal,ram,WebsKa00,special_teams,0,,,,,
player,201710010dal,ram,WebsKa00,st_pct,0%,,,,,
player,201710010dal,ram,DonaAa00,pos,DT,,,,,
player,201710010dal,ram,DonaAa00,offense,0,,,,,
player,201710010dal,ram,DonaAa00,off_pct,0%,,,,,
player,201710010dal,ram,DonaAa00,defense,59,,,,,
player,201710010dal,ram,DonaAa00,def_pct,83%,,,,,
player,201710010dal,ram,DonaAa00,special_teams,5,,,,,
player,201710010dal,ram,DonaAa00,st_pct,15%,,,,,
player,201710010dal,ram,BrocMi00,pos,DT,,,,,
player,201710010dal,ram,BrocMi00,offense,0,,,,,
player,201710010dal,ram,BrocMi00,off_pct,0%,,,,,
player,201710010dal,ram,BrocMi00,defense,58,,,,,
player,201710010dal,ram,BrocMi00,def_pct,82%,,,,,
player,201710010dal,ram,BrocMi00,special_teams,5,,,,,
player,201710010dal,ram,BrocMi00,st_pct,15%,,,,,
player,201710010dal,ram,DaviCo02,pos,FS,,,,,
player,201710010dal,ram,DaviCo02,offense,0,,,,,
player,201710010dal,ram,DaviCo02,off_pct,0%,,,,,
player,201710010dal,ram,DaviCo02,defense,58,,,,,
player,201710010dal,ram,DaviCo02,def_pct,82%,,,,,
player,201710010dal,ram,DaviCo02,special_teams,0,,,,,
player,201710010dal,ram,DaviCo02,st_pct,0%,,,,,
player,201710010dal,ram,BarwCo99,pos,LB,,,,,
player,201710010dal,ram,BarwCo99,offense,0,,,,,
player,201710010dal,ram,BarwCo99,off_pct,0%,,,,,
player,201710010dal,ram,BarwCo99,defense,56,,,,,
player,201710010dal,ram,BarwCo99,def_pct,79%,,,,,
player,201710010dal,ram,BarwCo99,special_teams,5,,,,,
player,201710010dal,ram,BarwCo99,st_pct,15%,,,,,
player,201710010dal,ram,AlexMa00,pos,SS,,,,,
player,201710010dal,ram,AlexMa00,offense,0,,,,,
player,201710010dal,ram,AlexMa00,off_pct,0%,,,,,
player,201710010dal,ram,AlexMa00,defense,44,,,,,
player,201710010dal,ram,AlexMa00,def_pct,62%,,,,,
player,201710010dal,ram,AlexMa00,special_teams,15,,,,,
player,201710010dal,ram,AlexMa00,st_pct,45%,,,,,
player,201710010dal,ram,QuinRo00,pos,LB,,,,,
player,201710010dal,ram,QuinRo00,offense,0,,,,,
player,201710010dal,ram,QuinRo00,off_pct,0%,,,,,
player,201710010dal,ram,QuinRo00,defense,42,,,,,
player,201710010dal,ram,QuinRo00,def_pct,59%,,,,,
player,201710010dal,ram,QuinRo00,special_teams,3,,,,,
player,201710010dal,ram,QuinRo00,st_pct,9%,,,,,
player,201710010dal,ram,RobeNi00,pos,CB,,,,,
player,201710010dal,ram,RobeNi00,offense,0,,,,,
player,201710010dal,ram,RobeNi00,off_pct,0%,,,,,
player,201710010dal,ram,RobeNi00,defense,39,,,,,
player,201710010dal,ram,RobeNi00,def_pct,55%,,,,,
player,201710010dal,ram,RobeNi00,special_teams,13,,,,,
player,201710010dal,ram,RobeNi00,st_pct,39%,,,,,
player,201710010dal,ram,SmarTa00,pos,DT,,,,,
player,201710010dal,ram,SmarTa00,offense,0,,,,,
player,201710010dal,ram,SmarTa00,off_pct,0%,,,,,
player,201710010dal,ram,SmarTa00,defense,31,,,,,
player,201710010dal,ram,SmarTa00,def_pct,44%,,,,,
player,201710010dal,ram,SmarTa00,special_teams,2,,,,,
player,201710010dal,ram,SmarTa00,st_pct,6%,,,,,
player,201710010dal,ram,JohnJo10,pos,SS,,,,,
player,201710010dal,ram,JohnJo10,offense,0,,,,,
player,201710010dal,ram,JohnJo10,off_pct,0%,,,,,
player,201710010dal,ram,JohnJo10,defense,29,,,,,
player,201710010dal,ram,JohnJo10,def_pct,41%,,,,,
player,201710010dal,ram,JohnJo10,special_teams,13,,,,,
player,201710010dal,ram,JohnJo10,st_pct,39%,,,,,
player,201710010dal,ram,LongMa00,pos,LB,,,,,
player,201710010dal,ram,LongMa00,offense,0,,,,,
player,201710010dal,ram,LongMa00,off_pct,0%,,,,,
player,201710010dal,ram,LongMa00,defense,29,,,,,
player,201710010dal,ram,LongMa00,def_pct,41%,,,,,
player,201710010dal,ram,LongMa00,special_teams,8,,,,,
player,201710010dal,ram,LongMa00,st_pct,24%,,,,,
player,201710010dal,ram,EbukSa00,pos,LB,,,,,
player,201710010dal,ram,EbukSa00,offense,0,,,,,
player,201710010dal,ram,EbukSa00,off_pct,0%,,,,,
player,201710010dal,ram,EbukSa00,defense,15,,,,,
player,201710010dal,ram,EbukSa00,def_pct,21%,,,,,
player,201710010dal,ram,EbukSa00,special_teams,19,,,,,
player,201710010dal,ram,EbukSa00,st_pct,58%,,,,,
player,201710010dal,ram,WalkTy00,pos,DT,,,,,
player,201710010dal,ram,WalkTy00,offense,0,,,,,
player,201710010dal,ram,WalkTy00,off_pct,0%,,,,,
player,201710010dal,ram,WalkTy00,defense,15,,,,,
player,201710010dal,ram,WalkTy00,def_pct,21%,,,,,
player,201710010dal,ram,WalkTy00,special_teams,4,,,,,
player,201710010dal,ram,WalkTy00,st_pct,12%,,,,,
player,201710010dal,ram,WestEt00,pos,DE,,,,,
player,201710010dal,ram,WestEt00,offense,0,,,,,
player,201710010dal,ram,WestEt00,off_pct,0%,,,,,
player,201710010dal,ram,WestEt00,defense,12,,,,,
player,201710010dal,ram,WestEt00,def_pct,17%,,,,,
player,201710010dal,ram,WestEt00,special_teams,0,,,,,
player,201710010dal,ram,WestEt00,st_pct,0%,,,,,
player,201710010dal,ram,FoxxMo00,pos,DE,,,,,
player,201710010dal,ram,FoxxMo00,offense,0,,,,,
player,201710010dal,ram,FoxxMo00,off_pct,0%,,,,,
player,201710010dal,ram,FoxxMo00,defense,11,,,,,
player,201710010dal,ram,FoxxMo00,def_pct,15%,,,,,
player,201710010dal,ram,FoxxMo00,special_teams,6,,,,,
player,201710010dal,ram,FoxxMo00,st_pct,18%,,,,,
player,201710010dal,ram,LittCo01,pos,LB,,,,,
player,201710010dal,ram,LittCo01,offense,0,,,,,
player,201710010dal,ram,LittCo01,off_pct,0%,,,,,
player,201710010dal,ram,LittCo01,defense,3,,,,,
player,201710010dal,ram,LittCo01,def_pct,4%,,,,,
player,201710010dal,ram,LittCo01,special_teams,24,,,,,
player,201710010dal,ram,LittCo01,st_pct,73%,,,,,
player,201710010dal,ram,CounBl00,pos,SS,,,,,
player,201710010dal,ram,CounBl00,offense,0,,,,,
player,201710010dal,ram,CounBl00,off_pct,0%,,,,,
player,201710010dal,ram,CounBl00,defense,2,,,,,
player,201710010dal,ram,CounBl00,def_pct,3%,,,,,
player,201710010dal,ram,CounBl00,special_teams,24,,,,,
player,201710010dal,ram,CounBl00,st_pct,73%,,,,,
player,201710010dal,ram,ChriMa00,pos,SS,,,,,
player,201710010dal,ram,ChriMa00,offense,0,,,,,
player,201710010dal,ram,ChriMa00,off_pct,0%,,,,,
player,201710010dal,ram,ChriMa00,defense,2,,,,,
player,201710010dal,ram,ChriMa00,def_pct,3%,,,,,
player,201710010dal,ram,ChriMa00,special_teams,19,,,,,
player,201710010dal,ram,ChriMa00,st_pct,58%,,,,,
player,201710010dal,ram,HageBr00,pos,LB,,,,,
player,201710010dal,ram,HageBr00,offense,0,,,,,
player,201710010dal,ram,HageBr00,off_pct,0%,,,,,
player,201710010dal,ram,HageBr00,defense,0,,,,,
player,201710010dal,ram,HageBr00,def_pct,0%,,,,,
player,201710010dal,ram,HageBr00,special_teams,19,,,,,
player,201710010dal,ram,HageBr00,st_pct,58%,,,,,
player,201710010dal,ram,ZuerGr00,pos,K,,,,,
player,201710010dal,ram,ZuerGr00,offense,0,,,,,
player,201710010dal,ram,ZuerGr00,off_pct,0%,,,,,
player,201710010dal,ram,ZuerGr00,defense,0,,,,,
player,201710010dal,ram,ZuerGr00,def_pct,0%,,,,,
player,201710010dal,ram,ZuerGr00,special_teams,18,,,,,
player,201710010dal,ram,ZuerGr00,st_pct,55%,,,,,
player,201710010dal,ram,HillTr01,pos,CB,,,,,
player,201710010dal,ram,HillTr01,offense,0,,,,,
player,201710010dal,ram,HillTr01,off_pct,0%,,,,,
player,201710010dal,ram,HillTr01,defense,0,,,,,
player,201710010dal,ram,HillTr01,def_pct,0%,,,,,
player,201710010dal,ram,HillTr01,special_teams,18,,,,,
player,201710010dal,ram,HillTr01,st_pct,55%,,,,,
player,201710010dal,ram,McQuJa00,pos,LS,,,,,
player,201710010dal,ram,McQuJa00,offense,0,,,,,
player,201710010dal,ram,McQuJa00,off_pct,0%,,,,,
player,201710010dal,ram,McQuJa00,defense,0,,,,,
player,201710010dal,ram,McQuJa00,def_pct,0%,,,,,
player,201710010dal,ram,McQuJa00,special_teams,11,,,,,
player,201710010dal,ram,McQuJa00,st_pct,33%,,,,,
player,201710010dal,ram,HekkJo00,pos,P,,,,,
player,201710010dal,ram,HekkJo00,offense,0,,,,,
player,201710010dal,ram,HekkJo00,off_pct,0%,,,,,
player,201710010dal,ram,HekkJo00,defense,0,,,,,
player,201710010dal,ram,HekkJo00,def_pct,0%,,,,,
player,201710010dal,ram,HekkJo00,special_teams,11,,,,,
player,201710010dal,ram,HekkJo00,st_pct,33%,,,,,
player,201710010dal,ram,BlytAu00,pos,C,,,,,
player,201710010dal,ram,BlytAu00,offense,0,,,,,
player,201710010dal,ram,BlytAu00,off_pct,0%,,,,,
player,201710010dal,ram,BlytAu00,defense,0,,,,,
player,201710010dal,ram,BlytAu00,def_pct,0%,,,,,
player,201710010dal,ram,BlytAu00,special_teams,9,,,,,
player,201710010dal,ram,BlytAu00,st_pct,27%,,,,,
player,201710010dal,ram,WillDa07,pos,T,,,,,
player,201710010dal,ram,WillDa07,offense,0,,,,,
player,201710010dal,ram,WillDa07,off_pct,0%,,,,,
player,201710010dal,ram,WillDa07,defense,0,,,,,
player,201710010dal,ram,WillDa07,def_pct,0%,,,,,
player,201710010dal,ram,WillDa07,special_teams,9,,,,,
player,201710010dal,ram,WillDa07,st_pct,27%,,,,,
