game,2017,17,20171231,201712310ram,sfo,"San Francisco 49ers",34,ram,"Los Angeles Rams",13
player,201712310ram,ram,ThomMi04,targets,4,,,,,
player,201712310ram,ram,ThomMi04,rec,3,,,,,
player,201712310ram,ram,ThomMi04,rec_yds,75,,,,,
player,201712310ram,ram,ThomMi04,rec_td,0,,,,,
player,201712310ram,ram,ThomMi04,rec_long,50,,,,,
player,201712310ram,ram,ThomMi04,fumbles,1,,,,,
player,201712310ram,ram,ThomMi04,fumbles_lost,0,,,,,
player,201712310ram,ram,CoopPh00,pass_cmp,0,,,,,
player,201712310ram,ram,CoopPh00,pass_att,0,,,,,
player,201712310ram,ram,CoopPh00,pass_yds,0,,,,,
player,201712310ram,ram,CoopPh00,pass_td,0,,,,,
player,201712310ram,ram,CoopPh00,pass_int,0,,,,,
player,201712310ram,ram,CoopPh00,pass_sacked,0,,,,,
player,201712310ram,ram,CoopPh00,pass_sacked_yds,0,,,,,
player,201712310ram,ram,CoopPh00,pass_long,0,,,,,
player,201712310ram,ram,CoopPh00,pass_rating,,,,,,
player,201712310ram,ram,CoopPh00,rush_att,0,,,,,
player,201712310ram,ram,CoopPh00,rush_yds,0,,,,,
player,201712310ram,ram,CoopPh00,rush_td,0,,,,,
player,201712310ram,ram,CoopPh00,rush_long,0,,,,,
player,201712310ram,ram,CoopPh00,targets,4,,,,,
player,201712310ram,ram,CoopPh00,rec,2,,,,,
player,201712310ram,ram,CoopPh00,rec_yds,30,,,,,
player,201712310ram,ram,CoopPh00,rec_td,0,,,,,
player,201712310ram,ram,CoopPh00,rec_long,26,,,,,
player,201712310ram,ram,CoopPh00,fumbles,0,,,,,
player,201712310ram,ram,CoopPh00,fumbles_lost,0,,,,,
player,201712310ram,ram,EverGe00,pass_cmp,0,,,,,
player,201712310ram,ram,EverGe00,pass_att,0,,,,,
player,201712310ram,ram,EverGe00,pass_yds,0,,,,,
player,201712310ram,ram,EverGe00,pass_td,0,,,,,
player,201712310ram,ram,EverGe00,pass_int,0,,,,,
player,201712310ram,ram,EverGe00,pass_sacked,0,,,,,
player,201712310ram,ram,EverGe00,pass_sacked_yds,0,,,,,
player,201712310ram,ram,EverGe00,pass_long,0,,,,,
player,201712310ram,ram,EverGe00,pass_rating,,,,,,
player,201712310ram,ram,EverGe00,rush_att,0,,,,,
player,201712310ram,ram,EverGe00,rush_yds,0,,,,,
player,201712310ram,ram,EverGe00,rush_td,0,,,,,
player,201712310ram,ram,EverGe00,rush_long,0,,,,,
player,201712310ram,ram,EverGe00,targets,6,,,,,
player,201712310ram,ram,EverGe00,rec,3,,,,,
player,201712310ram,ram,EverGe00,rec_yds,16,,,,,
player,201712310ram,ram,EverGe00,rec_td,0,,,,,
player,201712310ram,ram,EverGe00,rec_long,6,,,,,
player,201712310ram,ram,EverGe00,fumbles,1,,,,,
player,201712310ram,ram,EverGe00,fumbles_lost,1,,,,,
player,201712310ram,ram,ReynJo00,pass_cmp,0,,,,,
player,201712310ram,ram,ReynJo00,pass_att,0,,,,,
player,201712310ram,ram,ReynJo00,pass_yds,0,,,,,
player,201712310ram,ram,ReynJo00,pass_td,0,,,,,
player,201712310ram,ram,ReynJo00,pass_int,0,,,,,
player,201712310ram,ram,ReynJo00,pass_sacked,0,,,,,
player,201712310ram,ram,ReynJo00,pass_sacked_yds,0,,,,,
player,201712310ram,ram,ReynJo00,pass_long,0,,,,,
player,201712310ram,ram,ReynJo00,pass_rating,,,,,,
player,201712310ram,ram,ReynJo00,rush_att,0,,,,,
player,201712310ram,ram,ReynJo00,rush_yds,0,,,,,
player,201712310ram,ram,ReynJo00,rush_td,0,,,,,
player,201712310ram,ram,ReynJo00,rush_long,0,,,,,
player,201712310ram,ram,ReynJo00,targets,6,,,,,
player,201712310ram,ram,ReynJo00,rec,2,,,,,
player,201712310ram,ram,ReynJo00,rec_yds,16,,,,,
player,201712310ram,ram,ReynJo00,rec_td,0,,,,,
player,201712310ram,ram,ReynJo00,rec_long,11,,,,,
player,201712310ram,ram,ReynJo00,fumbles,0,,,,,
player,201712310ram,ram,ReynJo00,fumbles_lost,0,,,,,
player,201712310ram,ram,CarrDe00,pass_cmp,0,,,,,
player,201712310ram,ram,CarrDe00,pass_att,0,,,,,
player,201712310ram,ram,CarrDe00,pass_yds,0,,,,,
player,201712310ram,ram,CarrDe00,pass_td,0,,,,,
player,201712310ram,ram,CarrDe00,pass_int,0,,,,,
player,201712310ram,ram,CarrDe00,pass_sacked,0,,,,,
player,201712310ram,ram,CarrDe00,pass_sacked_yds,0,,,,,
player,201712310ram,ram,CarrDe00,pass_long,0,,,,,
player,201712310ram,ram,CarrDe00,pass_rating,,,,,,
player,201712310ram,ram,CarrDe00,rush_att,0,,,,,
player,201712310ram,ram,CarrDe00,rush_yds,0,,,,,
player,201712310ram,ram,CarrDe00,rush_td,0,,,,,
player,201712310ram,ram,CarrDe00,rush_long,0,,,,,
player,201712310ram,ram,CarrDe00,targets,2,,,,,
player,201712310ram,ram,CarrDe00,rec,2,,,,,
player,201712310ram,ram,CarrDe00,rec_yds,10,,,,,
player,201712310ram,ram,CarrDe00,rec_td,0,,,,,
player,201712310ram,ram,CarrDe00,rec_long,7,,,,,
player,201712310ram,ram,CarrDe00,fumbles,0,,,,,
player,201712310ram,ram,CarrDe00,fumbles_lost,0,,,,,
player,201712310ram,sfo,DayxSh00,def_int,0,,,,,
player,201712310ram,sfo,DayxSh00,def_int_yds,0,,,,,
player,201712310ram,sfo,DayxSh00,def_int_td,0,,,,,
player,201712310ram,sfo,DayxSh00,def_int_long,0,,,,,
player,201712310ram,sfo,DayxSh00,pass_defended,0,,,,,
player,201712310ram,sfo,DayxSh00,sacks,1.0,,,,,
player,201712310ram,sfo,DayxSh00,tackles_combined,5,,,,,
player,201712310ram,sfo,DayxSh00,tackles_solo,4,,,,,
player,201712310ram,sfo,DayxSh00,tackles_assists,1,,,,,
player,201712310ram,sfo,DayxSh00,tackles_loss,2,,,,,
player,201712310ram,sfo,DayxSh00,qb_hits,2,,,,,
player,201712310ram,sfo,DayxSh00,fumbles_rec,0,,,,,
player,201712310ram,sfo,DayxSh00,fumbles_rec_yds,0,,,,,
player,201712310ram,sfo,DayxSh00,fumbles_rec_td,0,,,,,
player,201712310ram,sfo,DayxSh00,fumbles_forced,0,,,,,
player,201712310ram,sfo,MarsCa00,def_int,0,,,,,
player,201712310ram,sfo,MarsCa00,def_int_yds,0,,,,,
player,201712310ram,sfo,MarsCa00,def_int_td,0,,,,,
player,201712310ram,sfo,MarsCa00,def_int_long,0,,,,,
player,201712310ram,sfo,MarsCa00,pass_defended,0,,,,,
player,201712310ram,sfo,MarsCa00,sacks,1.0,,,,,
player,201712310ram,sfo,MarsCa00,tackles_combined,3,,,,,
player,201712310ram,sfo,MarsCa00,tackles_solo,3,,,,,
player,201712310ram,sfo,MarsCa00,tackles_assists,0,,,,,
