game,2017,5,20171005,201710050tam,nwe,"New England Patriots",19,tam,"Tampa Bay Buccaneers",14
player,201710050tam,tam,GodwCh00,def_pct,0%,,,,,
player,201710050tam,tam,GodwCh00,special_teams,13,,,,,
player,201710050tam,tam,GodwCh00,st_pct,45%,,,,,
player,201710050tam,tam,RodgJa00,pos,RB,,,,,
player,201710050tam,tam,RodgJa00,offense,13,,,,,
player,201710050tam,tam,RodgJa00,off_pct,18%,,,,,
player,201710050tam,tam,RodgJa00,defense,0,,,,,
player,201710050tam,tam,RodgJa00,def_pct,0%,,,,,
player,201710050tam,tam,RodgJa00,special_teams,6,,,,,
player,201710050tam,tam,RodgJa00,st_pct,21%,,,,,
player,201710050tam,tam,StocLu00,pos,TE,,,,,
player,201710050tam,tam,StocLu00,offense,6,,,,,
player,201710050tam,tam,StocLu00,off_pct,8%,,,,,
player,201710050tam,tam,StocLu00,defense,0,,,,,
player,201710050tam,tam,StocLu00,def_pct,0%,,,,,
player,201710050tam,tam,StocLu00,special_teams,15,,,,,
player,201710050tam,tam,StocLu00,st_pct,52%,,,,,
player,201710050tam,tam,ReedBe01,pos,WR,,,,,
player,201710050tam,tam,ReedBe01,offense,3,,,,,
player,201710050tam,tam,ReedBe01,off_pct,4%,,,,,
player,201710050tam,tam,ReedBe01,defense,0,,,,,
player,201710050tam,tam,ReedBe01,def_pct,0%,,,,,
player,201710050tam,tam,ReedBe01,special_teams,10,,,,,
player,201710050tam,tam,ReedBe01,st_pct,34%,,,,,
player,201710050tam,tam,AuclAn00,pos,TE,,,,,
player,201710050tam,tam,AuclAn00,offense,1,,,,,
player,201710050tam,tam,AuclAn00,off_pct,1%,,,,,
player,201710050tam,tam,AuclAn00,defense,0,,,,,
player,201710050tam,tam,AuclAn00,def_pct,0%,,,,,
player,201710050tam,tam,AuclAn00,special_teams,20,,,,,
player,201710050tam,tam,AuclAn00,st_pct,69%,,,,,
player,201710050tam,tam,GlanAd00,pos,LB,,,,,
player,201710050tam,tam,GlanAd00,offense,0,,,,,
player,201710050tam,tam,GlanAd00,off_pct,0%,,,,,
player,201710050tam,tam,GlanAd00,defense,74,,,,,
player,201710050tam,tam,GlanAd00,def_pct,100%,,,,,
player,201710050tam,tam,GlanAd00,special_teams,7,,,,,
player,201710050tam,tam,GlanAd00,st_pct,24%,,,,,
player,201710050tam,tam,EvanJu00,pos,SS,,,,,
player,201710050tam,tam,EvanJu00,offense,0,,,,,
player,201710050tam,tam,EvanJu00,off_pct,0%,,,,,
player,201710050tam,tam,EvanJu00,defense,74,,,,,
player,201710050tam,tam,EvanJu00,def_pct,100%,,,,,
player,201710050tam,tam,EvanJu00,special_teams,7,,,,,
player,201710050tam,tam,EvanJu00,st_pct,24%,,,,,
player,201710050tam,tam,ContCh00,pos,SS,,,,,
player,201710050tam,tam,ContCh00,offense,0,,,,,
player,201710050tam,tam,ContCh00,off_pct,0%,,,,,
player,201710050tam,tam,ContCh00,defense,74,,,,,
player,201710050tam,tam,ContCh00,def_pct,100%,,,,,
player,201710050tam,tam,ContCh00,special_teams,6,,,,,
player,201710050tam,tam,ContCh00,st_pct,21%,,,,,
player,201710050tam,tam,HargVe00,pos,CB,,,,,
player,201710050tam,tam,HargVe00,offense,0,,,,,
player,201710050tam,tam,HargVe00,off_pct,0%,,,,,
player,201710050tam,tam,HargVe00,defense,74,,,,,
player,201710050tam,tam,HargVe00,def_pct,100%,,,,,
player,201710050tam,tam,HargVe00,special_teams,6,,,,,
player,201710050tam,tam,HargVe00,st_pct,21%,,,,,
player,201710050tam,tam,BeckKe00,pos,LB,,,,,
player,201710050tam,tam,BeckKe00,offense,0,,,,,
player,201710050tam,tam,BeckKe00,off_pct,0%,,,,,
player,201710050tam,tam,BeckKe00,defense,74,,,,,
player,201710050tam,tam,BeckKe00,def_pct,100%,,,,,
player,201710050tam,tam,BeckKe00,special_teams,6,,,,,
player,201710050tam,tam,BeckKe00,st_pct,21%,,,,,
player,201710050tam,tam,GrimBr20,pos,CB,,,,,
player,201710050tam,tam,GrimBr20,offense,0,,,,,
player,201710050tam,tam,GrimBr20,off_pct,0%,,,,,
player,201710050tam,tam,GrimBr20,defense,74,,,,,
player,201710050tam,tam,GrimBr20,def_pct,100%,,,,,
player,201710050tam,tam,GrimBr20,special_teams,1,,,,,
player,201710050tam,tam,GrimBr20,st_pct,3%,,,,,
player,201710050tam,tam,McCoGe99,pos,DT,,,,,
player,201710050tam,tam,McCoGe99,offense,0,,,,,
player,201710050tam,tam,McCoGe99,off_pct,0%,,,,,
player,201710050tam,tam,McCoGe99,defense,66,,,,,
player,201710050tam,tam,McCoGe99,def_pct,89%,,,,,
player,201710050tam,tam,McCoGe99,special_teams,6,,,,,
player,201710050tam,tam,McCoGe99,st_pct,21%,,,,,
player,201710050tam,tam,SpenNo00,pos,DE,,,,,
player,201710050tam,tam,SpenNo00,offense,0,,,,,
player,201710050tam,tam,SpenNo00,off_pct,0%,,,,,
player,201710050tam,tam,SpenNo00,defense,60,,,,,
player,201710050tam,tam,SpenNo00,def_pct,81%,,,,,
player,201710050tam,tam,SpenNo00,special_teams,0,,,,,
player,201710050tam,tam,SpenNo00,st_pct,0%,,,,,
player,201710050tam,tam,McClRo98,pos,CB,,,,,
player,201710050tam,tam,McClRo98,offense,0,,,,,
player,201710050tam,tam,McClRo98,off_pct,0%,,,,,
player,201710050tam,tam,McClRo98,defense,59,,,,,
player,201710050tam,tam,McClRo98,def_pct,80%,,,,,
player,201710050tam,tam,McClRo98,special_teams,6,,,,,
player,201710050tam,tam,McClRo98,st_pct,21%,,,,,
player,201710050tam,tam,AyerRo99,pos,DE,,,,,
player,201710050tam,tam,AyerRo99,offense,0,,,,,
player,201710050tam,tam,AyerRo99,off_pct,0%,,,,,
player,201710050tam,tam,AyerRo99,defense,48,,,,,
player,201710050tam,tam,AyerRo99,def_pct,65%,,,,,
player,201710050tam,tam,AyerRo99,special_teams,6,,,,,
player,201710050tam,tam,AyerRo99,st_pct,21%,,,,,
player,201710050tam,tam,McDoCl99,pos,DT,,,,,
player,201710050tam,tam,McDoCl99,offense,0,,,,,
player,201710050tam,tam,McDoCl99,off_pct,0%,,,,,
player,201710050tam,tam,McDoCl99,defense,37,,,,,
player,201710050tam,tam,McDoCl99,def_pct,50%,,,,,
player,201710050tam,tam,McDoCl99,special_teams,6,,,,,
player,201710050tam,tam,McDoCl99,st_pct,21%,,,,,
player,201710050tam,tam,GholWi00,pos,DE,,,,,
player,201710050tam,tam,GholWi00,offense,0,,,,,
player,201710050tam,tam,GholWi00,off_pct,0%,,,,,
player,201710050tam,tam,GholWi00,defense,37,,,,,
player,201710050tam,tam,GholWi00,def_pct,50%,,,,,
player,201710050tam,tam,GholWi00,special_teams,6,,,,,
player,201710050tam,tam,GholWi00,st_pct,21%,,,,,
player,201710050tam,tam,BakeCh99,pos,DT,,,,,
player,201710050tam,tam,BakeCh99,offense,0,,,,,
player,201710050tam,tam,BakeCh99,off_pct,0%,,,,,
player,201710050tam,tam,BakeCh99,defense,30,,,,,
player,201710050tam,tam,BakeCh99,def_pct,41%,,,,,
player,201710050tam,tam,BakeCh99,special_teams,0,,,,,
player,201710050tam,tam,BakeCh99,st_pct,0%,,,,,
player,201710050tam,tam,BondDe00,pos,LB,,,,,
player,201710050tam,tam,BondDe00,offense,0,,,,,
player,201710050tam,tam,BondDe00,off_pct,0%,,,,,
player,201710050tam,tam,BondDe00,defense,15,,,,,
player,201710050tam,tam,BondDe00,def_pct,20%,,,,,
player,201710050tam,tam,BondDe00,special_teams,24,,,,,
player,201710050tam,tam,BondDe00,st_pct,83%,,,,,
player,201710050tam,tam,RussRy00,pos,DE,,,,,
player,201710050tam,tam,RussRy00,offense,0,,,,,
player,201710050tam,tam,RussRy00,off_pct,0%,,,,,
player,201710050tam,tam,RussRy00,defense,11,,,,,
player,201710050tam,tam,RussRy00,def_pct,15%,,,,,
player,201710050tam,tam,RussRy00,special_teams,4,,,,,
player,201710050tam,tam,RussRy00,st_pct,14%,,,,,
player,201710050tam,tam,ClarWi00,pos,DE,,,,,
player,201710050tam,tam,ClarWi00,offense,0,,,,,
player,201710050tam,tam,ClarWi00,off_pct,0%,,,,,
player,201710050tam,tam,ClarWi00,defense,6,,,,,
player,201710050tam,tam,ClarWi00,def_pct,8%,,,,,
player,201710050tam,tam,ClarWi00,special_teams,9,,,,,
player,201710050tam,tam,ClarWi00,st_pct,31%,,,,,
player,201710050tam,tam,ElliJa01,pos,CB,,,,,
player,201710050tam,tam,ElliJa01,offense,0,,,,,
player,201710050tam,tam,ElliJa01,off_pct,0%,,,,,
player,201710050tam,tam,ElliJa01,defense,1,,,,,
player,201710050tam,tam,ElliJa01,def_pct,1%,,,,,
player,201710050tam,tam,ElliJa01,special_teams,10,,,,,
player,201710050tam,tam,ElliJa01,st_pct,34%,,,,,
player,201710050tam,tam,SmitRy00,pos,CB,,,,,
player,201710050tam,tam,SmitRy00,offense,0,,,,,
player,201710050tam,tam,SmitRy00,off_pct,0%,,,,,
player,201710050tam,tam,SmitRy00,defense,0,,,,,
player,201710050tam,tam,SmitRy00,def_pct,0%,,,,,
player,201710050tam,tam,SmitRy00,special_teams,23,,,,,
player,201710050tam,tam,SmitRy00,st_pct,79%,,,,,
player,201710050tam,tam,LyncCa00,pos,LB,,,,,
player,201710050tam,tam,LyncCa00,offense,0,,,,,
player,201710050tam,tam,LyncCa00,off_pct,0%,,,,,
player,201710050tam,tam,LyncCa00,defense,0,,,,,
player,201710050tam,tam,LyncCa00,def_pct,0%,,,,,
player,201710050tam,tam,LyncCa00,special_teams,18,,,,,
player,201710050tam,tam,LyncCa00,st_pct,62%,,,,,
player,201710050tam,tam,BarbPe01,pos,RB,,,,,
player,201710050tam,tam,BarbPe01,offense,0,,,,,
player,201710050tam,tam,BarbPe01,off_pct,0%,,,,,
player,201710050tam,tam,BarbPe01,defense,0,,,,,
player,201710050tam,tam,BarbPe01,def_pct,0%,,,,,
player,201710050tam,tam,BarbPe01,special_teams,18,,,,,
player,201710050tam,tam,BarbPe01,st_pct,62%,,,,,
player,201710050tam,tam,JohnIs00,pos,FS,,,,,
player,201710050tam,tam,JohnIs00,offense,0,,,,,
player,201710050tam,tam,JohnIs00,off_pct,0%,,,,,
player,201710050tam,tam,JohnIs00,defense,0,,,,,
player,201710050tam,tam,JohnIs00,def_pct,0%,,,,,
player,201710050tam,tam,JohnIs00,special_teams,18,,,,,
player,201710050tam,tam,JohnIs00,st_pct,62%,,,,,
player,201710050tam,tam,SanbGa00,pos,LS,,,,,
player,201710050tam,tam,SanbGa00,offense,0,,,,,
player,201710050tam,tam,SanbGa00,off_pct,0%,,,,,
player,201710050tam,tam,SanbGa00,defense,0,,,,,
player,201710050tam,tam,SanbGa00,def_pct,0%,,,,,
player,201710050tam,tam,SanbGa00,special_teams,11,,,,,
player,201710050tam,tam,SanbGa00,st_pct,38%,,,,,
player,201710050tam,tam,AngeBr00,pos,P,,,,,
player,201710050tam,tam,AngeBr00,offense,0,,,,,
player,201710050tam,tam,AngeBr00,off_pct,0%,,,,,
player,201710050tam,tam,AngeBr00,defense,0,,,,,
player,201710050tam,tam,AngeBr00,def_pct,0%,,,,,
player,201710050tam,tam,AngeBr00,special_teams,11,,,,,
player,201710050tam,tam,AngeBr00,st_pct,38%,,,,,
player,201710050tam,tam,FolkNi20,pos,K,,,,,
player,201710050tam,tam,FolkNi20,offense,0,,,,,
player,201710050tam,tam,FolkNi20,off_pct,0%,,,,,
player,201710050tam,tam,FolkNi20,defense,0,,,,,
player,201710050tam,tam,FolkNi20,def_pct,0%,,,,,
player,201710050tam,tam,FolkNi20,special_teams,8,,,,,
player,201710050tam,tam,FolkNi20,st_pct,28%,,,,,
player,201710050tam,tam,RobiJo01,pos,FS,,,,,
player,201710050tam,tam,RobiJo01,offense,0,,,,,
player,201710050tam,tam,RobiJo01,off_pct,0%,,,,,
player,201710050tam,tam,RobiJo01,defense,0,,,,,
player,201710050tam,tam,RobiJo01,def_pct,0%,,,,,
player,201710050tam,tam,RobiJo01,special_teams,7,,,,,
player,201710050tam,tam,RobiJo01,st_pct,24%,,,,,
player,201710050tam,tam,BeneCa00,pos,T,,,,,
player,201710050tam,tam,BeneCa00,offense,0,,,,,
player,201710050tam,tam,BeneCa00,off_pct,0%,,,,,
player,201710050tam,tam,BeneCa00,defense,0,,,,,
player,201710050tam,tam,BeneCa00,def_pct,0%,,,,,
player,201710050tam,tam,BeneCa00,special_teams,5,,,,,
player,201710050tam,tam,BeneCa00,st_pct,17%,,,,,
player,201710050tam,nwe,CannMa00,pos,T,,,,,
player,201710050tam,nwe,CannMa00,offense,74,,,,,
player,201710050tam,nwe,CannMa00,off_pct,100%,,,,,
player,201710050tam,nwe,CannMa00,defense,0,,,,,
player,201710050tam,nwe,CannMa00,def_pct,0%,,,,,
player,201710050tam,nwe,CannMa00,special_teams,5,,,,,
player,201710050tam,nwe,CannMa00,st_pct,17%,,,,,
player,201710050tam,nwe,MasoSh01,pos,G,,,,,
player,201710050tam,nwe,MasoSh01,offense,74,,,,,
player,201710050tam,nwe,MasoSh01,off_pct,100%,,,,,
player,201710050tam,nwe,MasoSh01,defense,0,,,,,
player,201710050tam,nwe,MasoSh01,def_pct,0%,,,,,
player,201710050tam,nwe,MasoSh01,special_teams,5,,,,,
player,201710050tam,nwe,MasoSh01,st_pct,17%,,,,,
player,201710050tam,nwe,SoldNa00,pos,T,,,,,
player,201710050tam,nwe,SoldNa00,offense,74,,,,,
player,201710050tam,nwe,SoldNa00,off_pct,100%,,,,,
player,201710050tam,nwe,SoldNa00,defense,0,,,,,
player,201710050tam,nwe,SoldNa00,def_pct,0%,,,,,
player,201710050tam,nwe,SoldNa00,special_teams,5,,,,,
player,201710050tam,nwe,SoldNa00,st_pct,17%,,,,,
player,201710050tam,nwe,ThunJo00,pos,G,,,,,
player,201710050tam,nwe,ThunJo00,offense,74,,,,,
player,201710050tam,nwe,ThunJo00,off_pct,100%,,,,,
player,201710050tam,nwe,ThunJo00,defense,0,,,,,
player,201710050tam,nwe,ThunJo00,def_pct,0%,,,,,
player,201710050tam,nwe,ThunJo00,special_teams,5,,,,,
player,201710050tam,nwe,ThunJo00,st_pct,17%,,,,,
player,201710050tam,nwe,HogaCh00,pos,WR,,,,,
player,201710050tam,nwe,HogaCh00,offense,74,,,,,
player,201710050tam,nwe,HogaCh00,off_pct,100%,,,,,
player,201710050tam,nwe,HogaCh00,defense,0,,,,,
player,201710050tam,nwe,HogaCh00,def_pct,0%,,,,,
player,201710050tam,nwe,HogaCh00,special_teams,1,,,,,
player,201710050tam,nwe,HogaCh00,st_pct,3%,,,,,
player,201710050tam,nwe,AndrDa00,pos,C,,,,,
player,201710050tam,nwe,AndrDa00,offense,74,,,,,
player,201710050tam,nwe,AndrDa00,off_pct,100%,,,,,
player,201710050tam,nwe,AndrDa00,defense,0,,,,,
player,201710050tam,nwe,AndrDa00,def_pct,0%,,,,,
player,201710050tam,nwe,AndrDa00,special_teams,0,,,,,
player,201710050tam,nwe,AndrDa00,st_pct,0%,,,,,
player,201710050tam,nwe,BradTo00,pos,QB,,,,,
player,201710050tam,nwe,BradTo00,offense,74,,,,,
player,201710050tam,nwe,BradTo00,off_pct,100%,,,,,
player,201710050tam,nwe,BradTo00,defense,0,,,,,
player,201710050tam,nwe,BradTo00,def_pct,0%,,,,,
player,201710050tam,nwe,BradTo00,special_teams,0,,,,,
player,201710050tam,nwe,BradTo00,st_pct,0%,,,,,
player,201710050tam,nwe,CookBr00,pos,WR,,,,,
player,201710050tam,nwe,CookBr00,offense,72,,,,,
player,201710050tam,nwe,CookBr00,off_pct,97%,,,,,
player,201710050tam,nwe,CookBr00,defense,0,,,,,
player,201710050tam,nwe,CookBr00,def_pct,0%,,,,,
player,201710050tam,nwe,CookBr00,special_teams,0,,,,,
player,201710050tam,nwe,CookBr00,st_pct,0%,,,,,
player,201710050tam,nwe,AmenDa00,pos,WR,,,,,
player,201710050tam,nwe,AmenDa00,offense,55,,,,,
player,201710050tam,nwe,AmenDa00,off_pct,74%,,,,,
player,201710050tam,nwe,AmenDa00,defense,0,,,,,
player,201710050tam,nwe,AmenDa00,def_pct,0%,,,,,
player,201710050tam,nwe,AmenDa00,special_teams,7,,,,,
player,201710050tam,nwe,AmenDa00,st_pct,24%,,,,,
player,201710050tam,nwe,AlleDw00,pos,TE,,,,,
player,201710050tam,nwe,AlleDw00,offense,50,,,,,
player,201710050tam,nwe,AlleDw00,off_pct,68%,,,,,
player,201710050tam,nwe,AlleDw00,defense,0,,,,,
player,201710050tam,nwe,AlleDw00,def_pct,0%,,,,,
player,201710050tam,nwe,AlleDw00,special_teams,1,,,,,
player,201710050tam,nwe,AlleDw00,st_pct,3%,,,,,
player,201710050tam,nwe,WhitJa02,pos,RB,,,,,
player,201710050tam,nwe,WhitJa02,offense,35,,,,,
player,201710050tam,nwe,WhitJa02,off_pct,47%,,,,,
player,201710050tam,nwe,WhitJa02,defense,0,,,,,
player,201710050tam,nwe,WhitJa02,def_pct,0%,,,,,
player,201710050tam,nwe,WhitJa02,special_teams,1,,,,,
player,201710050tam,nwe,WhitJa02,st_pct,3%,,,,,
player,201710050tam,nwe,GillMi00,pos,RB,,,,,
player,201710050tam,nwe,GillMi00,offense,24,,,,,
player,201710050tam,nwe,GillMi00,off_pct,32%,,,,,
player,201710050tam,nwe,GillMi00,defense,0,,,,,
player,201710050tam,nwe,GillMi00,def_pct,0%,,,,,
player,201710050tam,nwe,GillMi00,special_teams,0,,,,,
player,201710050tam,nwe,GillMi00,st_pct,0%,,,,,
player,201710050tam,nwe,DorsPh00,pos,WR,,,,,
player,201710050tam,nwe,DorsPh00,offense,20,,,,,
player,201710050tam,nwe,DorsPh00,off_pct,27%,,,,,
player,201710050tam,nwe,DorsPh00,defense,0,,,,,
player,201710050tam,nwe,DorsPh00,def_pct,0%,,,,,
player,201710050tam,nwe,DorsPh00,special_teams,0,,,,,
player,201710050tam,nwe,DorsPh00,st_pct,0%,,,,,
player,201710050tam,nwe,LewiDi00,pos,RB,,,,,
player,201710050tam,nwe,LewiDi00,offense,18,,,,,
player,201710050tam,nwe,LewiDi00,off_pct,24%,,,,,
player,201710050tam,nwe,LewiDi00,defense,0,,,,,
player,201710050tam,nwe,LewiDi00,def_pct,0%,,,,,
player,201710050tam,nwe,LewiDi00,special_teams,2,,,,,
player,201710050tam,nwe,LewiDi00,st_pct,7%,,,,,
player,201710050tam,nwe,DeveJa00,pos,FB,,,,,
player,201710050tam,nwe,DeveJa00,offense,13,,,,,
player,201710050tam,nwe,DeveJa00,off_pct,18%,,,,,
player,201710050tam,nwe,DeveJa00,defense,0,,,,,
player,201710050tam,nwe,DeveJa00,def_pct,0%,,,,,
player,201710050tam,nwe,DeveJa00,special_teams,12,,,,,
player,201710050tam,nwe,DeveJa00,st_pct,41%,,,,,
player,201710050tam,nwe,HollJa03,pos,TE,,,,,
player,201710050tam,nwe,HollJa03,offense,8,,,,,
player,201710050tam,nwe,HollJa03,off_pct,11%,,,,,
player,201710050tam,nwe,HollJa03,defense,0,,,,,
player,201710050tam,nwe,HollJa03,def_pct,0%,,,,,
player,201710050tam,nwe,HollJa03,special_teams,0,,,,,
player,201710050tam,nwe,HollJa03,st_pct,0%,,,,,
player,201710050tam,nwe,FlemCa00,pos,T,,,,,
player,201710050tam,nwe,FlemCa00,offense,1,,,,,
player,201710050tam,nwe,FlemCa00,off_pct,1%,,,,,
player,201710050tam,nwe,FlemCa00,defense,0,,,,,
player,201710050tam,nwe,FlemCa00,def_pct,0%,,,,,
player,201710050tam,nwe,FlemCa00,special_teams,5,,,,,
player,201710050tam,nwe,FlemCa00,st_pct,17%,,,,,
player,201710050tam,nwe,ChunPa99,pos,SS,,,,,
player,201710050tam,nwe,ChunPa99,offense,0,,,,,
player,201710050tam,nwe,ChunPa99,off_pct,0%,,,,,
player,201710050tam,nwe,ChunPa99,defense,72,,,,,
player,201710050tam,nwe,ChunPa99,def_pct,100%,,,,,
player,201710050tam,nwe,ChunPa99,special_teams,10,,,,,
player,201710050tam,nwe,ChunPa99,st_pct,34%,,,,,
player,201710050tam,nwe,McCoDe99,pos,FS,,,,,
player,201710050tam,nwe,McCoDe99,offense,0,,,,,
player,201710050tam,nwe,McCoDe99,off_pct,0%,,,,,
player,201710050tam,nwe,McCoDe99,defense,72,,,,,
player,201710050tam,nwe,McCoDe99,def_pct,100%,,,,,
player,201710050tam,nwe,McCoDe99,special_teams,6,,,,,
player,201710050tam,nwe,McCoDe99,st_pct,21%,,,,,
player,201710050tam,nwe,GilmSt00,pos,CB,,,,,
player,201710050tam,nwe,GilmSt00,offense,0,,,,,
player,201710050tam,nwe,GilmSt00,off_pct,0%,,,,,
player,201710050tam,nwe,GilmSt00,defense,71,,,,,
player,201710050tam,nwe,GilmSt00,def_pct,99%,,,,,
player,201710050tam,nwe,GilmSt00,special_teams,5,,,,,
player,201710050tam,nwe,GilmSt00,st_pct,17%,,,,,
player,201710050tam,nwe,ButlMa01,pos,CB,,,,,
player,201710050tam,nwe,ButlMa01,offense,0,,,,,
player,201710050tam,nwe,ButlMa01,off_pct,0%,,,,,
player,201710050tam,nwe,ButlMa01,defense,71,,,,,
player,201710050tam,nwe,ButlMa01,def_pct,99%,,,,,
player,201710050tam,nwe,ButlMa01,special_teams,0,,,,,
player,201710050tam,nwe,ButlMa01,st_pct,0%,,,,,
player,201710050tam,nwe,FlowTr00,pos,DE,,,,,
player,201710050tam,nwe,FlowTr00,offense,0,,,,,
player,201710050tam,nwe,FlowTr00,off_pct,0%,,,,,
player,201710050tam,nwe,FlowTr00,defense,70,,,,,
player,201710050tam,nwe,FlowTr00,def_pct,97%,,,,,
player,201710050tam,nwe,FlowTr00,special_teams,0,,,,,
player,201710050tam,nwe,FlowTr00,st_pct,0%,,,,,
player,201710050tam,nwe,VanNKy00,pos,LB,,,,,
player,201710050tam,nwe,VanNKy00,offense,0,,,,,
player,201710050tam,nwe,VanNKy00,off_pct,0%,,,,,
player,201710050tam,nwe,VanNKy00,defense,66,,,,,
player,201710050tam,nwe,VanNKy00,def_pct,92%,,,,,
player,201710050tam,nwe,VanNKy00,special_teams,8,,,,,
player,201710050tam,nwe,VanNKy00,st_pct,28%,,,,,
player,201710050tam,nwe,HarmDu00,pos,FS,,,,,
player,201710050tam,nwe,HarmDu00,offense,0,,,,,
player,201710050tam,nwe,HarmDu00,off_pct,0%,,,,,
player,201710050tam,nwe,HarmDu00,defense,63,,,,,
player,201710050tam,nwe,HarmDu00,def_pct,88%,,,,,
player,201710050tam,nwe,HarmDu00,special_teams,0,,,,,
player,201710050tam,nwe,HarmDu00,st_pct,0%,,,,,
player,201710050tam,nwe,HighDo01,pos,LB,,,,,
player,201710050tam,nwe,HighDo01,offense,0,,,,,
player,201710050tam,nwe,HighDo01,off_pct,0%,,,,,
player,201710050tam,nwe,HighDo01,defense,62,,,,,
player,201710050tam,nwe,HighDo01,def_pct,86%,,,,,
player,201710050tam,nwe,HighDo01,special_teams,6,,,,,
player,201710050tam,nwe,HighDo01,st_pct,21%,,,,,
player,201710050tam,nwe,MarsCa00,pos,DE,,,,,
player,201710050tam,nwe,MarsCa00,offense,0,,,,,
player,201710050tam,nwe,MarsCa00,off_pct,0%,,,,,
player,201710050tam,nwe,MarsCa00,defense,50,,,,,
player,201710050tam,nwe,MarsCa00,def_pct,69%,,,,,
player,201710050tam,nwe,MarsCa00,special_teams,15,,,,,
player,201710050tam,nwe,MarsCa00,st_pct,52%,,,,,
player,201710050tam,nwe,BrowMa01,pos,DT,,,,,
player,201710050tam,nwe,BrowMa01,offense,0,,,,,
player,201710050tam,nwe,BrowMa01,off_pct,0%,,,,,
player,201710050tam,nwe,BrowMa01,defense,42,,,,,
player,201710050tam,nwe,BrowMa01,def_pct,58%,,,,,
player,201710050tam,nwe,BrowMa01,special_teams,5,,,,,
player,201710050tam,nwe,BrowMa01,st_pct,17%,,,,,
player,201710050tam,nwe,GuyxLa00,pos,DE,,,,,
player,201710050tam,nwe,GuyxLa00,offense,0,,,,,
player,201710050tam,nwe,GuyxLa00,off_pct,0%,,,,,
player,201710050tam,nwe,GuyxLa00,defense,41,,,,,
player,201710050tam,nwe,GuyxLa00,def_pct,57%,,,,,
player,201710050tam,nwe,GuyxLa00,special_teams,10,,,,,
player,201710050tam,nwe,GuyxLa00,st_pct,34%,,,,,
player,201710050tam,nwe,WiseDe00,pos,DE,,,,,
player,201710050tam,nwe,WiseDe00,offense,0,,,,,
player,201710050tam,nwe,WiseDe00,off_pct,0%,,,,,
player,201710050tam,nwe,WiseDe00,defense,29,,,,,
player,201710050tam,nwe,WiseDe00,def_pct,40%,,,,,
player,201710050tam,nwe,WiseDe00,special_teams,3,,,,,
player,201710050tam,nwe,WiseDe00,st_pct,10%,,,,,
player,201710050tam,nwe,JoneJo03,pos,CB,,,,,
player,201710050tam,nwe,JoneJo03,offense,0,,,,,
player,201710050tam,nwe,JoneJo03,off_pct,0%,,,,,
player,201710050tam,nwe,JoneJo03,defense,28,,,,,
player,201710050tam,nwe,JoneJo03,def_pct,39%,,,,,
player,201710050tam,nwe,JoneJo03,special_teams,21,,,,,
player,201710050tam,nwe,JoneJo03,st_pct,72%,,,,,
player,201710050tam,nwe,RobeEl00,pos,LB,,,,,
player,201710050tam,nwe,RobeEl00,offense,0,,,,,
player,201710050tam,nwe,RobeEl00,off_pct,0%,,,,,
player,201710050tam,nwe,RobeEl00,defense,23,,,,,
player,201710050tam,nwe,RobeEl00,def_pct,32%,,,,,
player,201710050tam,nwe,RobeEl00,special_teams,0,,,,,
player,201710050tam,nwe,RobeEl00,st_pct,0%,,,,,
player,201710050tam,nwe,ButlAd00,pos,DT,,,,,
player,201710050tam,nwe,ButlAd00,offense,0,,,,,
player,201710050tam,nwe,ButlAd00,off_pct,0%,,,,,
player,201710050tam,nwe,ButlAd00,defense,18,,,,,
player,201710050tam,nwe,ButlAd00,def_pct,25%,,,,,
player,201710050tam,nwe,ButlAd00,special_teams,8,,,,,
player,201710050tam,nwe,ButlAd00,st_pct,28%,,,,,
player,201710050tam,nwe,RichJo00,pos,SS,,,,,
player,201710050tam,nwe,RichJo00,offense,0,,,,,
player,201710050tam,nwe,RichJo00,off_pct,0%,,,,,
player,201710050tam,nwe,RichJo00,defense,11,,,,,
player,201710050tam,nwe,RichJo00,def_pct,15%,,,,,
player,201710050tam,nwe,RichJo00,special_teams,15,,,,,
player,201710050tam,nwe,RichJo00,st_pct,52%,,,,,
player,201710050tam,nwe,GrisGe00,pos,LB,,,,,
player,201710050tam,nwe,GrisGe00,offense,0,,,,,
player,201710050tam,nwe,GrisGe00,off_pct,0%,,,,,
player,201710050tam,nwe,GrisGe00,defense,3,,,,,
player,201710050tam,nwe,GrisGe00,def_pct,4%,,,,,
player,201710050tam,nwe,GrisGe00,special_teams,20,,,,,
player,201710050tam,nwe,GrisGe00,st_pct,69%,,,,,
player,201710050tam,nwe,EbneNa00,pos,SS,,,,,
player,201710050tam,nwe,EbneNa00,offense,0,,,,,
player,201710050tam,nwe,EbneNa00,off_pct,0%,,,,,
player,201710050tam,nwe,EbneNa00,defense,0,,,,,
player,201710050tam,nwe,EbneNa00,def_pct,0%,,,,,
player,201710050tam,nwe,EbneNa00,special_teams,24,,,,,
player,201710050tam,nwe,EbneNa00,st_pct,83%,,,,,
player,201710050tam,nwe,BoldBr00,pos,RB,,,,,
player,201710050tam,nwe,BoldBr00,offense,0,,,,,
player,201710050tam,nwe,BoldBr00,off_pct,0%,,,,,
player,201710050tam,nwe,BoldBr00,defense,0,,,,,
player,201710050tam,nwe,BoldBr00,def_pct,0%,,,,,
player,201710050tam,nwe,BoldBr00,special_teams,19,,,,,
