game,2017,4,20171001,201710010mia,nor,"New Orleans Saints",20,mia,"Miami Dolphins",0
player,201710010mia,nor,KamaAl00,off_pct,35%,,,,,
player,201710010mia,nor,KamaAl00,defense,0,,,,,
player,201710010mia,nor,KamaAl00,def_pct,0%,,,,,
player,201710010mia,nor,KamaAl00,special_teams,1,,,,,
player,201710010mia,nor,KamaAl00,st_pct,5%,,,,,
player,201710010mia,nor,KeleSe00,pos,G,,,,,
player,201710010mia,nor,KeleSe00,offense,19,,,,,
player,201710010mia,nor,KeleSe00,off_pct,26%,,,,,
player,201710010mia,nor,KeleSe00,defense,0,,,,,
player,201710010mia,nor,KeleSe00,def_pct,0%,,,,,
player,201710010mia,nor,KeleSe00,special_teams,5,,,,,
player,201710010mia,nor,KeleSe00,st_pct,26%,,,,,
player,201710010mia,nor,LewiTo00,pos,WR,,,,,
player,201710010mia,nor,LewiTo00,offense,15,,,,,
player,201710010mia,nor,LewiTo00,off_pct,20%,,,,,
player,201710010mia,nor,LewiTo00,defense,0,,,,,
player,201710010mia,nor,LewiTo00,def_pct,0%,,,,,
player,201710010mia,nor,LewiTo00,special_teams,0,,,,,
player,201710010mia,nor,LewiTo00,st_pct,0%,,,,,
player,201710010mia,nor,LeRiJo00,pos,C,,,,,
player,201710010mia,nor,LeRiJo00,offense,10,,,,,
player,201710010mia,nor,LeRiJo00,off_pct,14%,,,,,
player,201710010mia,nor,LeRiJo00,defense,0,,,,,
player,201710010mia,nor,LeRiJo00,def_pct,0%,,,,,
player,201710010mia,nor,LeRiJo00,special_teams,6,,,,,
player,201710010mia,nor,LeRiJo00,st_pct,32%,,,,,
player,201710010mia,nor,HillJo02,pos,TE,,,,,
player,201710010mia,nor,HillJo02,offense,9,,,,,
player,201710010mia,nor,HillJo02,off_pct,12%,,,,,
player,201710010mia,nor,HillJo02,defense,0,,,,,
player,201710010mia,nor,HillJo02,def_pct,0%,,,,,
player,201710010mia,nor,HillJo02,special_teams,1,,,,,
player,201710010mia,nor,HillJo02,st_pct,5%,,,,,
player,201710010mia,nor,PeteAd01,pos,RB,,,,,
player,201710010mia,nor,PeteAd01,offense,6,,,,,
player,201710010mia,nor,PeteAd01,off_pct,8%,,,,,
player,201710010mia,nor,PeteAd01,defense,0,,,,,
player,201710010mia,nor,PeteAd01,def_pct,0%,,,,,
player,201710010mia,nor,PeteAd01,special_teams,0,,,,,
player,201710010mia,nor,PeteAd01,st_pct,0%,,,,,
player,201710010mia,nor,CarrAu00,pos,WR,,,,,
player,201710010mia,nor,CarrAu00,offense,3,,,,,
player,201710010mia,nor,CarrAu00,off_pct,4%,,,,,
player,201710010mia,nor,CarrAu00,defense,0,,,,,
player,201710010mia,nor,CarrAu00,def_pct,0%,,,,,
player,201710010mia,nor,CarrAu00,special_teams,6,,,,,
player,201710010mia,nor,CarrAu00,st_pct,32%,,,,,
player,201710010mia,nor,WillMa06,pos,FS,,,,,
player,201710010mia,nor,WillMa06,offense,0,,,,,
player,201710010mia,nor,WillMa06,off_pct,0%,,,,,
player,201710010mia,nor,WillMa06,defense,52,,,,,
player,201710010mia,nor,WillMa06,def_pct,100%,,,,,
player,201710010mia,nor,WillMa06,special_teams,4,,,,,
player,201710010mia,nor,WillMa06,st_pct,21%,,,,,
player,201710010mia,nor,VaccKe00,pos,SS,,,,,
player,201710010mia,nor,VaccKe00,offense,0,,,,,
player,201710010mia,nor,VaccKe00,off_pct,0%,,,,,
player,201710010mia,nor,VaccKe00,defense,52,,,,,
player,201710010mia,nor,VaccKe00,def_pct,100%,,,,,
player,201710010mia,nor,VaccKe00,special_teams,4,,,,,
player,201710010mia,nor,VaccKe00,st_pct,21%,,,,,
player,201710010mia,nor,KleiAJ00,pos,LB,,,,,
player,201710010mia,nor,KleiAJ00,offense,0,,,,,
player,201710010mia,nor,KleiAJ00,off_pct,0%,,,,,
player,201710010mia,nor,KleiAJ00,defense,52,,,,,
player,201710010mia,nor,KleiAJ00,def_pct,100%,,,,,
player,201710010mia,nor,KleiAJ00,special_teams,3,,,,,
player,201710010mia,nor,KleiAJ00,st_pct,16%,,,,,
player,201710010mia,nor,CrawKe02,pos,CB,,,,,
player,201710010mia,nor,CrawKe02,offense,0,,,,,
player,201710010mia,nor,CrawKe02,off_pct,0%,,,,,
player,201710010mia,nor,CrawKe02,defense,52,,,,,
player,201710010mia,nor,CrawKe02,def_pct,100%,,,,,
player,201710010mia,nor,CrawKe02,special_teams,0,,,,,
player,201710010mia,nor,CrawKe02,st_pct,0%,,,,,
player,201710010mia,nor,LattMa01,pos,CB,,,,,
player,201710010mia,nor,LattMa01,offense,0,,,,,
player,201710010mia,nor,LattMa01,off_pct,0%,,,,,
player,201710010mia,nor,LattMa01,defense,51,,,,,
player,201710010mia,nor,LattMa01,def_pct,98%,,,,,
player,201710010mia,nor,LattMa01,special_teams,0,,,,,
player,201710010mia,nor,LattMa01,st_pct,0%,,,,,
player,201710010mia,nor,RobeCr00,pos,LB,,,,,
player,201710010mia,nor,RobeCr00,offense,0,,,,,
player,201710010mia,nor,RobeCr00,off_pct,0%,,,,,
player,201710010mia,nor,RobeCr00,defense,49,,,,,
player,201710010mia,nor,RobeCr00,def_pct,94%,,,,,
player,201710010mia,nor,RobeCr00,special_teams,6,,,,,
player,201710010mia,nor,RobeCr00,st_pct,32%,,,,,
player,201710010mia,nor,JordCa00,pos,DE,,,,,
player,201710010mia,nor,JordCa00,offense,0,,,,,
player,201710010mia,nor,JordCa00,off_pct,0%,,,,,
player,201710010mia,nor,JordCa00,defense,47,,,,,
player,201710010mia,nor,JordCa00,def_pct,90%,,,,,
player,201710010mia,nor,JordCa00,special_teams,0,,,,,
player,201710010mia,nor,JordCa00,st_pct,0%,,,,,
player,201710010mia,nor,BellVo00,pos,FS,,,,,
player,201710010mia,nor,BellVo00,offense,0,,,,,
player,201710010mia,nor,BellVo00,off_pct,0%,,,,,
player,201710010mia,nor,BellVo00,defense,45,,,,,
player,201710010mia,nor,BellVo00,def_pct,87%,,,,,
player,201710010mia,nor,BellVo00,special_teams,4,,,,,
player,201710010mia,nor,BellVo00,st_pct,21%,,,,,
player,201710010mia,nor,OkafAl00,pos,DE,,,,,
player,201710010mia,nor,OkafAl00,offense,0,,,,,
player,201710010mia,nor,OkafAl00,off_pct,0%,,,,,
player,201710010mia,nor,OkafAl00,defense,42,,,,,
player,201710010mia,nor,OkafAl00,def_pct,81%,,,,,
player,201710010mia,nor,OkafAl00,special_teams,0,,,,,
player,201710010mia,nor,OkafAl00,st_pct,0%,,,,,
player,201710010mia,nor,RankSh00,pos,DT,,,,,
player,201710010mia,nor,RankSh00,offense,0,,,,,
player,201710010mia,nor,RankSh00,off_pct,0%,,,,,
player,201710010mia,nor,RankSh00,defense,38,,,,,
player,201710010mia,nor,RankSh00,def_pct,73%,,,,,
player,201710010mia,nor,RankSh00,special_teams,0,,,,,
player,201710010mia,nor,RankSh00,st_pct,0%,,,,,
player,201710010mia,nor,DaviTy01,pos,DT,,,,,
player,201710010mia,nor,DaviTy01,offense,0,,,,,
player,201710010mia,nor,DaviTy01,off_pct,0%,,,,,
player,201710010mia,nor,DaviTy01,defense,26,,,,,
player,201710010mia,nor,DaviTy01,def_pct,50%,,,,,
player,201710010mia,nor,DaviTy01,special_teams,5,,,,,
player,201710010mia,nor,DaviTy01,st_pct,26%,,,,,
player,201710010mia,nor,OnyeDa00,pos,DT,,,,,
player,201710010mia,nor,OnyeDa00,offense,0,,,,,
player,201710010mia,nor,OnyeDa00,off_pct,0%,,,,,
player,201710010mia,nor,OnyeDa00,defense,23,,,,,
player,201710010mia,nor,OnyeDa00,def_pct,44%,,,,,
player,201710010mia,nor,OnyeDa00,special_teams,0,,,,,
player,201710010mia,nor,OnyeDa00,st_pct,0%,,,,,
player,201710010mia,nor,KikaHa00,pos,DE,,,,,
player,201710010mia,nor,KikaHa00,offense,0,,,,,
player,201710010mia,nor,KikaHa00,off_pct,0%,,,,,
player,201710010mia,nor,KikaHa00,defense,14,,,,,
player,201710010mia,nor,KikaHa00,def_pct,27%,,,,,
player,201710010mia,nor,KikaHa00,special_teams,9,,,,,
player,201710010mia,nor,KikaHa00,st_pct,47%,,,,,
player,201710010mia,nor,HendTr00,pos,DE,,,,,
player,201710010mia,nor,HendTr00,offense,0,,,,,
player,201710010mia,nor,HendTr00,off_pct,0%,,,,,
player,201710010mia,nor,HendTr00,defense,13,,,,,
player,201710010mia,nor,HendTr00,def_pct,25%,,,,,
player,201710010mia,nor,HendTr00,special_teams,10,,,,,
player,201710010mia,nor,HendTr00,st_pct,53%,,,,,
player,201710010mia,nor,TeoxMa00,pos,LB,,,,,
player,201710010mia,nor,TeoxMa00,offense,0,,,,,
player,201710010mia,nor,TeoxMa00,off_pct,0%,,,,,
player,201710010mia,nor,TeoxMa00,defense,7,,,,,
player,201710010mia,nor,TeoxMa00,def_pct,13%,,,,,
player,201710010mia,nor,TeoxMa00,special_teams,4,,,,,
player,201710010mia,nor,TeoxMa00,st_pct,21%,,,,,
player,201710010mia,nor,BushRa00,pos,SS,,,,,
player,201710010mia,nor,BushRa00,offense,0,,,,,
player,201710010mia,nor,BushRa00,off_pct,0%,,,,,
player,201710010mia,nor,BushRa00,defense,5,,,,,
player,201710010mia,nor,BushRa00,def_pct,10%,,,,,
player,201710010mia,nor,BushRa00,special_teams,6,,,,,
player,201710010mia,nor,BushRa00,st_pct,32%,,,,,
player,201710010mia,nor,AnzaAl00,pos,LB,,,,,
player,201710010mia,nor,AnzaAl00,offense,0,,,,,
player,201710010mia,nor,AnzaAl00,off_pct,0%,,,,,
player,201710010mia,nor,AnzaAl00,defense,3,,,,,
player,201710010mia,nor,AnzaAl00,def_pct,6%,,,,,
player,201710010mia,nor,AnzaAl00,special_teams,0,,,,,
player,201710010mia,nor,AnzaAl00,st_pct,0%,,,,,
player,201710010mia,nor,WillP.00,pos,CB,,,,,
player,201710010mia,nor,WillP.00,offense,0,,,,,
player,201710010mia,nor,WillP.00,off_pct,0%,,,,,
player,201710010mia,nor,WillP.00,defense,1,,,,,
player,201710010mia,nor,WillP.00,def_pct,2%,,,,,
player,201710010mia,nor,WillP.00,special_teams,6,,,,,
player,201710010mia,nor,WillP.00,st_pct,32%,,,,,
player,201710010mia,nor,StupNa01,pos,LB,,,,,
player,201710010mia,nor,StupNa01,offense,0,,,,,
player,201710010mia,nor,StupNa01,off_pct,0%,,,,,
player,201710010mia,nor,StupNa01,defense,0,,,,,
player,201710010mia,nor,StupNa01,def_pct,0%,,,,,
player,201710010mia,nor,StupNa01,special_teams,14,,,,,
player,201710010mia,nor,StupNa01,st_pct,74%,,,,,
player,201710010mia,nor,HardJu01,pos,DB,,,,,
player,201710010mia,nor,HardJu01,offense,0,,,,,
player,201710010mia,nor,HardJu01,off_pct,0%,,,,,
player,201710010mia,nor,HardJu01,defense,0,,,,,
player,201710010mia,nor,HardJu01,def_pct,0%,,,,,
player,201710010mia,nor,HardJu01,special_teams,14,,,,,
player,201710010mia,nor,HardJu01,st_pct,74%,,,,,
player,201710010mia,nor,BanjCh00,pos,SS,,,,,
player,201710010mia,nor,BanjCh00,offense,0,,,,,
player,201710010mia,nor,BanjCh00,off_pct,0%,,,,,
player,201710010mia,nor,BanjCh00,defense,0,,,,,
player,201710010mia,nor,BanjCh00,def_pct,0%,,,,,
player,201710010mia,nor,BanjCh00,special_teams,14,,,,,
player,201710010mia,nor,BanjCh00,st_pct,74%,,,,,
player,201710010mia,nor,EdmuTr00,pos,RB,,,,,
player,201710010mia,nor,EdmuTr00,offense,0,,,,,
player,201710010mia,nor,EdmuTr00,off_pct,0%,,,,,
player,201710010mia,nor,EdmuTr00,defense,0,,,,,
player,201710010mia,nor,EdmuTr00,def_pct,0%,,,,,
player,201710010mia,nor,EdmuTr00,special_teams,11,,,,,
player,201710010mia,nor,EdmuTr00,st_pct,58%,,,,,
player,201710010mia,nor,HarrDe04,pos,CB,,,,,
player,201710010mia,nor,HarrDe04,offense,0,,,,,
player,201710010mia,nor,HarrDe04,off_pct,0%,,,,,
player,201710010mia,nor,HarrDe04,defense,0,,,,,
player,201710010mia,nor,HarrDe04,def_pct,0%,,,,,
player,201710010mia,nor,HarrDe04,special_teams,10,,,,,
player,201710010mia,nor,HarrDe04,st_pct,53%,,,,,
player,201710010mia,nor,LutzWi00,pos,K,,,,,
player,201710010mia,nor,LutzWi00,offense,0,,,,,
player,201710010mia,nor,LutzWi00,off_pct,0%,,,,,
player,201710010mia,nor,LutzWi00,defense,0,,,,,
player,201710010mia,nor,LutzWi00,def_pct,0%,,,,,
player,201710010mia,nor,LutzWi00,special_teams,9,,,,,
player,201710010mia,nor,LutzWi00,st_pct,47%,,,,,
player,201710010mia,nor,MorsTh00,pos,P,,,,,
player,201710010mia,nor,MorsTh00,offense,0,,,,,
player,201710010mia,nor,MorsTh00,off_pct,0%,,,,,
player,201710010mia,nor,MorsTh00,defense,0,,,,,
player,201710010mia,nor,MorsTh00,def_pct,0%,,,,,
player,201710010mia,nor,MorsTh00,special_teams,8,,,,,
player,201710010mia,nor,MorsTh00,st_pct,42%,,,,,
player,201710010mia,nor,WoodZa00,pos,LS,,,,,
player,201710010mia,nor,WoodZa00,offense,0,,,,,
player,201710010mia,nor,WoodZa00,off_pct,0%,,,,,
player,201710010mia,nor,WoodZa00,defense,0,,,,,
player,201710010mia,nor,WoodZa00,def_pct,0%,,,,,
player,201710010mia,nor,WoodZa00,special_teams,8,,,,,
player,201710010mia,nor,WoodZa00,st_pct,42%,,,,,
