game,2017,4,20171001,201710010sdg,phi,"Philadelphia Eagles",26,sdg,"Los Angeles Chargers",24
player,201710010sdg,sdg,LiugCo00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,LiugCo00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,LiugCo00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,LiugCo00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,EkelAu00,def_int,0,,,,,
player,201710010sdg,sdg,EkelAu00,def_int_yds,0,,,,,
player,201710010sdg,sdg,EkelAu00,def_int_td,0,,,,,
player,201710010sdg,sdg,EkelAu00,def_int_long,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_defended,0,,,,,
player,201710010sdg,sdg,EkelAu00,sacks,0.0,,,,,
player,201710010sdg,sdg,EkelAu00,tackles_combined,2,,,,,
player,201710010sdg,sdg,EkelAu00,tackles_solo,1,,,,,
player,201710010sdg,sdg,EkelAu00,tackles_assists,1,,,,,
player,201710010sdg,sdg,EkelAu00,tackles_loss,0,,,,,
player,201710010sdg,sdg,EkelAu00,qb_hits,0,,,,,
player,201710010sdg,sdg,EkelAu00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,EkelAu00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,EkelAu00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,EkelAu00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,EmanKy00,def_int,0,,,,,
player,201710010sdg,sdg,EmanKy00,def_int_yds,0,,,,,
player,201710010sdg,sdg,EmanKy00,def_int_td,0,,,,,
player,201710010sdg,sdg,EmanKy00,def_int_long,0,,,,,
player,201710010sdg,sdg,EmanKy00,pass_defended,0,,,,,
player,201710010sdg,sdg,EmanKy00,sacks,0.0,,,,,
player,201710010sdg,sdg,EmanKy00,tackles_combined,2,,,,,
player,201710010sdg,sdg,EmanKy00,tackles_solo,0,,,,,
player,201710010sdg,sdg,EmanKy00,tackles_assists,2,,,,,
player,201710010sdg,sdg,EmanKy00,tackles_loss,0,,,,,
player,201710010sdg,sdg,EmanKy00,qb_hits,0,,,,,
player,201710010sdg,sdg,EmanKy00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,EmanKy00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,EmanKy00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,EmanKy00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,McCaCh00,def_int,0,,,,,
player,201710010sdg,sdg,McCaCh00,def_int_yds,0,,,,,
player,201710010sdg,sdg,McCaCh00,def_int_td,0,,,,,
player,201710010sdg,sdg,McCaCh00,def_int_long,0,,,,,
player,201710010sdg,sdg,McCaCh00,pass_defended,0,,,,,
player,201710010sdg,sdg,McCaCh00,sacks,0.0,,,,,
player,201710010sdg,sdg,McCaCh00,tackles_combined,2,,,,,
player,201710010sdg,sdg,McCaCh00,tackles_solo,2,,,,,
player,201710010sdg,sdg,McCaCh00,tackles_assists,0,,,,,
player,201710010sdg,sdg,McCaCh00,tackles_loss,1,,,,,
player,201710010sdg,sdg,McCaCh00,qb_hits,0,,,,,
player,201710010sdg,sdg,McCaCh00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,McCaCh00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,McCaCh00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,McCaCh00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,SquaDa00,def_int,0,,,,,
player,201710010sdg,sdg,SquaDa00,def_int_yds,0,,,,,
player,201710010sdg,sdg,SquaDa00,def_int_td,0,,,,,
player,201710010sdg,sdg,SquaDa00,def_int_long,0,,,,,
player,201710010sdg,sdg,SquaDa00,pass_defended,0,,,,,
player,201710010sdg,sdg,SquaDa00,sacks,0.0,,,,,
player,201710010sdg,sdg,SquaDa00,tackles_combined,2,,,,,
player,201710010sdg,sdg,SquaDa00,tackles_solo,2,,,,,
player,201710010sdg,sdg,SquaDa00,tackles_assists,0,,,,,
player,201710010sdg,sdg,SquaDa00,tackles_loss,0,,,,,
player,201710010sdg,sdg,SquaDa00,qb_hits,0,,,,,
player,201710010sdg,sdg,SquaDa00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,SquaDa00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,SquaDa00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,SquaDa00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,DaviMi03,def_int,0,,,,,
player,201710010sdg,sdg,DaviMi03,def_int_yds,0,,,,,
player,201710010sdg,sdg,DaviMi03,def_int_td,0,,,,,
player,201710010sdg,sdg,DaviMi03,def_int_long,0,,,,,
player,201710010sdg,sdg,DaviMi03,pass_defended,0,,,,,
player,201710010sdg,sdg,DaviMi03,sacks,0.0,,,,,
player,201710010sdg,sdg,DaviMi03,tackles_combined,1,,,,,
player,201710010sdg,sdg,DaviMi03,tackles_solo,1,,,,,
player,201710010sdg,sdg,DaviMi03,tackles_assists,0,,,,,
player,201710010sdg,sdg,DaviMi03,tackles_loss,0,,,,,
player,201710010sdg,sdg,DaviMi03,qb_hits,0,,,,,
player,201710010sdg,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201710010sdg,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201710010sdg,sdg,HaywCa00,def_int,0,,,,,
player,201710010sdg,sdg,HaywCa00,def_int_yds,0,,,,,
player,201710010sdg,sdg,HaywCa00,def_int_td,0,,,,,
player,201710010sdg,sdg,HaywCa00,def_int_long,0,,,,,
player,201710010sdg,sdg,HaywCa00,pass_defended,5,,,,,
player,201710010sdg,sdg,HaywCa00,sacks,0.0,,,,,
player,201710010sdg,sdg,HaywCa00,tackles_combined,1,,,,,
player,201710010sdg,sdg,HaywCa00,tackles_solo,1,,,,,
player,201710010sdg,sdg,HaywCa00,tackles_assists,0,,,,,
player,201710010sdg,sdg,HaywCa00,tackles_loss,0,,,,,
player,201710010sdg,sdg,HaywCa00,qb_hits,0,,,,,
player,201710010sdg,sdg,HaywCa00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,HaywCa00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,HaywCa00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,HaywCa00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,PhilAd00,def_int,0,,,,,
player,201710010sdg,sdg,PhilAd00,def_int_yds,0,,,,,
player,201710010sdg,sdg,PhilAd00,def_int_td,0,,,,,
player,201710010sdg,sdg,PhilAd00,def_int_long,0,,,,,
player,201710010sdg,sdg,PhilAd00,pass_defended,0,,,,,
player,201710010sdg,sdg,PhilAd00,sacks,0.0,,,,,
player,201710010sdg,sdg,PhilAd00,tackles_combined,1,,,,,
player,201710010sdg,sdg,PhilAd00,tackles_solo,1,,,,,
player,201710010sdg,sdg,PhilAd00,tackles_assists,0,,,,,
player,201710010sdg,sdg,PhilAd00,tackles_loss,0,,,,,
player,201710010sdg,sdg,PhilAd00,qb_hits,1,,,,,
player,201710010sdg,sdg,PhilAd00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,PhilAd00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,PhilAd00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,PhilAd00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,BenjTr00,def_int,0,,,,,
player,201710010sdg,sdg,BenjTr00,def_int_yds,0,,,,,
player,201710010sdg,sdg,BenjTr00,def_int_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,def_int_long,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_defended,0,,,,,
player,201710010sdg,sdg,BenjTr00,sacks,0.0,,,,,
player,201710010sdg,sdg,BenjTr00,tackles_combined,0,,,,,
player,201710010sdg,sdg,BenjTr00,tackles_solo,0,,,,,
player,201710010sdg,sdg,BenjTr00,tackles_assists,0,,,,,
player,201710010sdg,sdg,BenjTr00,tackles_loss,0,,,,,
player,201710010sdg,sdg,BenjTr00,qb_hits,0,,,,,
player,201710010sdg,sdg,BenjTr00,fumbles_rec,1,,,,,
player,201710010sdg,sdg,BenjTr00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,BenjTr00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,fumbles_forced,0,,,,,
player,201710010sdg,sdg,ToomKo00,def_int,0,,,,,
player,201710010sdg,sdg,ToomKo00,def_int_yds,0,,,,,
player,201710010sdg,sdg,ToomKo00,def_int_td,0,,,,,
player,201710010sdg,sdg,ToomKo00,def_int_long,0,,,,,
player,201710010sdg,sdg,ToomKo00,pass_defended,0,,,,,
player,201710010sdg,sdg,ToomKo00,sacks,0.0,,,,,
player,201710010sdg,sdg,ToomKo00,tackles_combined,0,,,,,
player,201710010sdg,sdg,ToomKo00,tackles_solo,0,,,,,
player,201710010sdg,sdg,ToomKo00,tackles_assists,0,,,,,
player,201710010sdg,sdg,ToomKo00,tackles_loss,0,,,,,
player,201710010sdg,sdg,ToomKo00,qb_hits,1,,,,,
player,201710010sdg,sdg,ToomKo00,fumbles_rec,0,,,,,
player,201710010sdg,sdg,ToomKo00,fumbles_rec_yds,0,,,,,
player,201710010sdg,sdg,ToomKo00,fumbles_rec_td,0,,,,,
player,201710010sdg,sdg,ToomKo00,fumbles_forced,0,,,,,
player,201710010sdg,phi,BarnKe00,kick_ret,0,,,,,
player,201710010sdg,phi,BarnKe00,kick_ret_yds,0,,,,,
player,201710010sdg,phi,BarnKe00,kick_ret_yds_per_ret,,,,,,
player,201710010sdg,phi,BarnKe00,kick_ret_td,0,,,,,
player,201710010sdg,phi,BarnKe00,kick_ret_long,0,,,,,
player,201710010sdg,phi,BarnKe00,punt_ret,3,,,,,
player,201710010sdg,phi,BarnKe00,punt_ret_yds,15,,,,,
player,201710010sdg,phi,BarnKe00,punt_ret_yds_per_ret,5.0,,,,,
player,201710010sdg,phi,BarnKe00,punt_ret_td,0,,,,,
player,201710010sdg,phi,BarnKe00,punt_ret_long,13,,,,,
player,201710010sdg,sdg,BenjTr00,kick_ret,0,,,,,
player,201710010sdg,sdg,BenjTr00,kick_ret_yds,0,,,,,
player,201710010sdg,sdg,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201710010sdg,sdg,BenjTr00,kick_ret_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,kick_ret_long,0,,,,,
player,201710010sdg,sdg,BenjTr00,punt_ret,2,,,,,
player,201710010sdg,sdg,BenjTr00,punt_ret_yds,3,,,,,
player,201710010sdg,sdg,BenjTr00,punt_ret_yds_per_ret,1.5,,,,,
player,201710010sdg,sdg,BenjTr00,punt_ret_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,punt_ret_long,3,,,,,
player,201710010sdg,phi,ElliJa03,xpm,2,,,,,
player,201710010sdg,phi,ElliJa03,xpa,2,,,,,
player,201710010sdg,phi,ElliJa03,fgm,4,,,,,
player,201710010sdg,phi,ElliJa03,fga,4,,,,,
player,201710010sdg,phi,ElliJa03,punt,0,,,,,
player,201710010sdg,phi,ElliJa03,punt_yds,0,,,,,
player,201710010sdg,phi,ElliJa03,punt_yds_per_punt,,,,,,
player,201710010sdg,phi,ElliJa03,punt_long,0,,,,,
player,201710010sdg,phi,JoneDo21,xpm,,,,,,
player,201710010sdg,phi,JoneDo21,xpa,,,,,,
player,201710010sdg,phi,JoneDo21,fgm,,,,,,
player,201710010sdg,phi,JoneDo21,fga,,,,,,
player,201710010sdg,phi,JoneDo21,punt,2,,,,,
player,201710010sdg,phi,JoneDo21,punt_yds,95,,,,,
player,201710010sdg,phi,JoneDo21,punt_yds_per_punt,47.5,,,,,
player,201710010sdg,phi,JoneDo21,punt_long,54,,,,,
player,201710010sdg,sdg,KooxYo00,xpm,3,,,,,
player,201710010sdg,sdg,KooxYo00,xpa,3,,,,,
player,201710010sdg,sdg,KooxYo00,fgm,1,,,,,
player,201710010sdg,sdg,KooxYo00,fga,1,,,,,
player,201710010sdg,sdg,KooxYo00,punt,0,,,,,
player,201710010sdg,sdg,KooxYo00,punt_yds,0,,,,,
player,201710010sdg,sdg,KooxYo00,punt_yds_per_punt,,,,,,
player,201710010sdg,sdg,KooxYo00,punt_long,0,,,,,
player,201710010sdg,sdg,KaseDr00,xpm,,,,,,
player,201710010sdg,sdg,KaseDr00,xpa,,,,,,
player,201710010sdg,sdg,KaseDr00,fgm,,,,,,
player,201710010sdg,sdg,KaseDr00,fga,,,,,,
player,201710010sdg,sdg,KaseDr00,punt,4,,,,,
player,201710010sdg,sdg,KaseDr00,punt_yds,191,,,,,
player,201710010sdg,sdg,KaseDr00,punt_yds_per_punt,47.8,,,,,
player,201710010sdg,sdg,KaseDr00,punt_long,53,,,,,
player,201710010sdg,sdg,WiggKe00,pos,G,,,,,
player,201710010sdg,sdg,WiggKe00,offense,57,,,,,
player,201710010sdg,sdg,WiggKe00,off_pct,100%,,,,,
player,201710010sdg,sdg,WiggKe00,defense,0,,,,,
player,201710010sdg,sdg,WiggKe00,def_pct,0%,,,,,
player,201710010sdg,sdg,WiggKe00,special_teams,4,,,,,
player,201710010sdg,sdg,WiggKe00,st_pct,15%,,,,,
player,201710010sdg,sdg,OkunRu20,pos,T,,,,,
player,201710010sdg,sdg,OkunRu20,offense,57,,,,,
player,201710010sdg,sdg,OkunRu20,off_pct,100%,,,,,
player,201710010sdg,sdg,OkunRu20,defense,0,,,,,
player,201710010sdg,sdg,OkunRu20,def_pct,0%,,,,,
player,201710010sdg,sdg,OkunRu20,special_teams,4,,,,,
player,201710010sdg,sdg,OkunRu20,st_pct,15%,,,,,
player,201710010sdg,sdg,RivePh00,pos,QB,,,,,
player,201710010sdg,sdg,RivePh00,offense,57,,,,,
player,201710010sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201710010sdg,sdg,RivePh00,defense,0,,,,,
player,201710010sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201710010sdg,sdg,RivePh00,special_teams,0,,,,,
player,201710010sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201710010sdg,sdg,PullSp00,pos,C,,,,,
player,201710010sdg,sdg,PullSp00,offense,57,,,,,
player,201710010sdg,sdg,PullSp00,off_pct,100%,,,,,
player,201710010sdg,sdg,PullSp00,defense,0,,,,,
player,201710010sdg,sdg,PullSp00,def_pct,0%,,,,,
player,201710010sdg,sdg,PullSp00,special_teams,0,,,,,
player,201710010sdg,sdg,PullSp00,st_pct,0%,,,,,
player,201710010sdg,sdg,BarkJo00,pos,T,,,,,
player,201710010sdg,sdg,BarkJo00,offense,56,,,,,
player,201710010sdg,sdg,BarkJo00,off_pct,98%,,,,,
player,201710010sdg,sdg,BarkJo00,defense,0,,,,,
player,201710010sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201710010sdg,sdg,BarkJo00,special_teams,4,,,,,
player,201710010sdg,sdg,BarkJo00,st_pct,15%,,,,,
player,201710010sdg,sdg,SlauMa20,pos,G,,,,,
player,201710010sdg,sdg,SlauMa20,offense,53,,,,,
player,201710010sdg,sdg,SlauMa20,off_pct,93%,,,,,
player,201710010sdg,sdg,SlauMa20,defense,0,,,,,
player,201710010sdg,sdg,SlauMa20,def_pct,0%,,,,,
player,201710010sdg,sdg,SlauMa20,special_teams,3,,,,,
player,201710010sdg,sdg,SlauMa20,st_pct,11%,,,,,
player,201710010sdg,sdg,WillTy00,pos,WR,,,,,
player,201710010sdg,sdg,WillTy00,offense,50,,,,,
player,201710010sdg,sdg,WillTy00,off_pct,88%,,,,,
player,201710010sdg,sdg,WillTy00,defense,0,,,,,
player,201710010sdg,sdg,WillTy00,def_pct,0%,,,,,
player,201710010sdg,sdg,WillTy00,special_teams,0,,,,,
player,201710010sdg,sdg,WillTy00,st_pct,0%,,,,,
player,201710010sdg,sdg,AlleKe00,pos,WR,,,,,
player,201710010sdg,sdg,AlleKe00,offense,49,,,,,
player,201710010sdg,sdg,AlleKe00,off_pct,86%,,,,,
player,201710010sdg,sdg,AlleKe00,defense,0,,,,,
player,201710010sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201710010sdg,sdg,AlleKe00,special_teams,0,,,,,
player,201710010sdg,sdg,AlleKe00,st_pct,0%,,,,,
player,201710010sdg,sdg,GordMe00,pos,RB,,,,,
player,201710010sdg,sdg,GordMe00,offense,42,,,,,
player,201710010sdg,sdg,GordMe00,off_pct,74%,,,,,
player,201710010sdg,sdg,GordMe00,defense,0,,,,,
player,201710010sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201710010sdg,sdg,GordMe00,special_teams,0,,,,,
player,201710010sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201710010sdg,sdg,BenjTr00,pos,WR,,,,,
player,201710010sdg,sdg,BenjTr00,offense,37,,,,,
player,201710010sdg,sdg,BenjTr00,off_pct,65%,,,,,
player,201710010sdg,sdg,BenjTr00,defense,0,,,,,
player,201710010sdg,sdg,BenjTr00,def_pct,0%,,,,,
player,201710010sdg,sdg,BenjTr00,special_teams,2,,,,,
player,201710010sdg,sdg,BenjTr00,st_pct,7%,,,,,
player,201710010sdg,sdg,GateAn00,pos,TE,,,,,
player,201710010sdg,sdg,GateAn00,offense,36,,,,,
player,201710010sdg,sdg,GateAn00,off_pct,63%,,,,,
player,201710010sdg,sdg,GateAn00,defense,0,,,,,
player,201710010sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201710010sdg,sdg,GateAn00,special_teams,0,,,,,
player,201710010sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201710010sdg,sdg,HenrHu00,pos,TE,,,,,
player,201710010sdg,sdg,HenrHu00,offense,35,,,,,
player,201710010sdg,sdg,HenrHu00,off_pct,61%,,,,,
player,201710010sdg,sdg,HenrHu00,defense,0,,,,,
player,201710010sdg,sdg,HenrHu00,def_pct,0%,,,,,
player,201710010sdg,sdg,HenrHu00,special_teams,4,,,,,
player,201710010sdg,sdg,HenrHu00,st_pct,15%,,,,,
player,201710010sdg,sdg,OlivBr01,pos,RB,,,,,
player,201710010sdg,sdg,OlivBr01,offense,12,,,,,
player,201710010sdg,sdg,OlivBr01,off_pct,21%,,,,,
player,201710010sdg,sdg,OlivBr01,defense,0,,,,,
player,201710010sdg,sdg,OlivBr01,def_pct,0%,,,,,
player,201710010sdg,sdg,OlivBr01,special_teams,6,,,,,
player,201710010sdg,sdg,OlivBr01,st_pct,22%,,,,,
player,201710010sdg,sdg,InmaDo00,pos,WR,,,,,
player,201710010sdg,sdg,InmaDo00,offense,9,,,,,
player,201710010sdg,sdg,InmaDo00,off_pct,16%,,,,,
player,201710010sdg,sdg,InmaDo00,defense,0,,,,,
player,201710010sdg,sdg,InmaDo00,def_pct,0%,,,,,
player,201710010sdg,sdg,InmaDo00,special_teams,2,,,,,
player,201710010sdg,sdg,InmaDo00,st_pct,7%,,,,,
player,201710010sdg,sdg,WattDe00,pos,FB,,,,,
player,201710010sdg,sdg,WattDe00,offense,6,,,,,
player,201710010sdg,sdg,WattDe00,off_pct,11%,,,,,
player,201710010sdg,sdg,WattDe00,defense,0,,,,,
player,201710010sdg,sdg,WattDe00,def_pct,0%,,,,,
player,201710010sdg,sdg,WattDe00,special_teams,17,,,,,
player,201710010sdg,sdg,WattDe00,st_pct,63%,,,,,
player,201710010sdg,sdg,McGrSe00,pos,TE,,,,,
player,201710010sdg,sdg,McGrSe00,offense,6,,,,,
player,201710010sdg,sdg,McGrSe00,off_pct,11%,,,,,
player,201710010sdg,sdg,McGrSe00,defense,0,,,,,
player,201710010sdg,sdg,McGrSe00,def_pct,0%,,,,,
player,201710010sdg,sdg,McGrSe00,special_teams,11,,,,,
player,201710010sdg,sdg,McGrSe00,st_pct,41%,,,,,
player,201710010sdg,sdg,FeenDa00,pos,G,,,,,
player,201710010sdg,sdg,FeenDa00,offense,4,,,,,
player,201710010sdg,sdg,FeenDa00,off_pct,7%,,,,,
player,201710010sdg,sdg,FeenDa00,defense,0,,,,,
player,201710010sdg,sdg,FeenDa00,def_pct,0%,,,,,
player,201710010sdg,sdg,FeenDa00,special_teams,1,,,,,
player,201710010sdg,sdg,FeenDa00,st_pct,4%,,,,,
player,201710010sdg,sdg,EkelAu00,pos,RB,,,,,
player,201710010sdg,sdg,EkelAu00,offense,3,,,,,
player,201710010sdg,sdg,EkelAu00,off_pct,5%,,,,,
player,201710010sdg,sdg,EkelAu00,defense,0,,,,,
player,201710010sdg,sdg,EkelAu00,def_pct,0%,,,,,
player,201710010sdg,sdg,EkelAu00,special_teams,17,,,,,
player,201710010sdg,sdg,EkelAu00,st_pct,63%,,,,,
player,201710010sdg,sdg,SchoMi00,pos,G,,,,,
player,201710010sdg,sdg,SchoMi00,offense,1,,,,,
player,201710010sdg,sdg,SchoMi00,off_pct,2%,,,,,
player,201710010sdg,sdg,SchoMi00,defense,0,,,,,
player,201710010sdg,sdg,SchoMi00,def_pct,0%,,,,,
player,201710010sdg,sdg,SchoMi00,special_teams,4,,,,,
player,201710010sdg,sdg,SchoMi00,st_pct,15%,,,,,
player,201710010sdg,sdg,BostTr00,pos,FS,,,,,
player,201710010sdg,sdg,BostTr00,offense,0,,,,,
player,201710010sdg,sdg,BostTr00,off_pct,0%,,,,,
player,201710010sdg,sdg,BostTr00,defense,79,,,,,
player,201710010sdg,sdg,BostTr00,def_pct,100%,,,,,
player,201710010sdg,sdg,BostTr00,special_teams,10,,,,,
player,201710010sdg,sdg,BostTr00,st_pct,37%,,,,,
player,201710010sdg,sdg,AddaJa00,pos,SS,,,,,
player,201710010sdg,sdg,AddaJa00,offense,0,,,,,
player,201710010sdg,sdg,AddaJa00,off_pct,0%,,,,,
player,201710010sdg,sdg,AddaJa00,defense,79,,,,,
player,201710010sdg,sdg,AddaJa00,def_pct,100%,,,,,
player,201710010sdg,sdg,AddaJa00,special_teams,6,,,,,
player,201710010sdg,sdg,AddaJa00,st_pct,22%,,,,,
player,201710010sdg,sdg,WillTr05,pos,CB,,,,,
player,201710010sdg,sdg,WillTr05,offense,0,,,,,
player,201710010sdg,sdg,WillTr05,off_pct,0%,,,,,
player,201710010sdg,sdg,WillTr05,defense,77,,,,,
player,201710010sdg,sdg,WillTr05,def_pct,97%,,,,,
player,201710010sdg,sdg,WillTr05,special_teams,10,,,,,
player,201710010sdg,sdg,WillTr05,st_pct,37%,,,,,
player,201710010sdg,sdg,HaywCa00,pos,CB,,,,,
player,201710010sdg,sdg,HaywCa00,offense,0,,,,,
player,201710010sdg,sdg,HaywCa00,off_pct,0%,,,,,
player,201710010sdg,sdg,HaywCa00,defense,77,,,,,
player,201710010sdg,sdg,HaywCa00,def_pct,97%,,,,,
player,201710010sdg,sdg,HaywCa00,special_teams,0,,,,,
player,201710010sdg,sdg,HaywCa00,st_pct,0%,,,,,
player,201710010sdg,sdg,BrowJa05,pos,LB,,,,,
player,201710010sdg,sdg,BrowJa05,offense,0,,,,,
player,201710010sdg,sdg,BrowJa05,off_pct,0%,,,,,
player,201710010sdg,sdg,BrowJa05,defense,68,,,,,
player,201710010sdg,sdg,BrowJa05,def_pct,86%,,,,,
player,201710010sdg,sdg,BrowJa05,special_teams,0,,,,,
player,201710010sdg,sdg,BrowJa05,st_pct,0%,,,,,
player,201710010sdg,sdg,IngrMe00,pos,DE,,,,,
player,201710010sdg,sdg,IngrMe00,offense,0,,,,,
player,201710010sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201710010sdg,sdg,IngrMe00,defense,67,,,,,
player,201710010sdg,sdg,IngrMe00,def_pct,85%,,,,,
player,201710010sdg,sdg,IngrMe00,special_teams,6,,,,,
player,201710010sdg,sdg,IngrMe00,st_pct,22%,,,,,
player,201710010sdg,sdg,BosaJo00,pos,DE,,,,,
player,201710010sdg,sdg,BosaJo00,offense,0,,,,,
player,201710010sdg,sdg,BosaJo00,off_pct,0%,,,,,
player,201710010sdg,sdg,BosaJo00,defense,63,,,,,
player,201710010sdg,sdg,BosaJo00,def_pct,80%,,,,,
player,201710010sdg,sdg,BosaJo00,special_teams,1,,,,,
player,201710010sdg,sdg,BosaJo00,st_pct,4%,,,,,
player,201710010sdg,sdg,KingDe01,pos,CB,,,,,
player,201710010sdg,sdg,KingDe01,offense,0,,,,,
player,201710010sdg,sdg,KingDe01,off_pct,0%,,,,,
player,201710010sdg,sdg,KingDe01,defense,62,,,,,
player,201710010sdg,sdg,KingDe01,def_pct,78%,,,,,
player,201710010sdg,sdg,KingDe01,special_teams,1,,,,,
player,201710010sdg,sdg,KingDe01,st_pct,4%,,,,,
player,201710010sdg,sdg,LiugCo00,pos,DT,,,,,
player,201710010sdg,sdg,LiugCo00,offense,0,,,,,
player,201710010sdg,sdg,LiugCo00,off_pct,0%,,,,,
player,201710010sdg,sdg,LiugCo00,defense,50,,,,,
player,201710010sdg,sdg,LiugCo00,def_pct,63%,,,,,
player,201710010sdg,sdg,LiugCo00,special_teams,5,,,,,
player,201710010sdg,sdg,LiugCo00,st_pct,19%,,,,,
player,201710010sdg,sdg,PullHa00,pos,LB,,,,,
player,201710010sdg,sdg,PullHa00,offense,0,,,,,
player,201710010sdg,sdg,PullHa00,off_pct,0%,,,,,
player,201710010sdg,sdg,PullHa00,defense,49,,,,,
player,201710010sdg,sdg,PullHa00,def_pct,62%,,,,,
player,201710010sdg,sdg,PullHa00,special_teams,7,,,,,
player,201710010sdg,sdg,PullHa00,st_pct,26%,,,,,
player,201710010sdg,sdg,MebaBr99,pos,NT,,,,,
player,201710010sdg,sdg,MebaBr99,offense,0,,,,,
player,201710010sdg,sdg,MebaBr99,off_pct,0%,,,,,
player,201710010sdg,sdg,MebaBr99,defense,48,,,,,
player,201710010sdg,sdg,MebaBr99,def_pct,61%,,,,,
player,201710010sdg,sdg,MebaBr99,special_teams,0,,,,,
player,201710010sdg,sdg,MebaBr99,st_pct,0%,,,,,
player,201710010sdg,sdg,SquaDa00,pos,NT,,,,,
player,201710010sdg,sdg,SquaDa00,offense,0,,,,,
player,201710010sdg,sdg,SquaDa00,off_pct,0%,,,,,
player,201710010sdg,sdg,SquaDa00,defense,29,,,,,
player,201710010sdg,sdg,SquaDa00,def_pct,37%,,,,,
player,201710010sdg,sdg,SquaDa00,special_teams,6,,,,,
player,201710010sdg,sdg,SquaDa00,st_pct,22%,,,,,
player,201710010sdg,sdg,PhilDa01,pos,DT,,,,,
player,201710010sdg,sdg,PhilDa01,offense,0,,,,,
player,201710010sdg,sdg,PhilDa01,off_pct,0%,,,,,
player,201710010sdg,sdg,PhilDa01,defense,29,,,,,
player,201710010sdg,sdg,PhilDa01,def_pct,37%,,,,,
player,201710010sdg,sdg,PhilDa01,special_teams,6,,,,,
player,201710010sdg,sdg,PhilDa01,st_pct,22%,,,,,
player,201710010sdg,sdg,McCaCh00,pos,DE,,,,,
player,201710010sdg,sdg,McCaCh00,offense,0,,,,,
player,201710010sdg,sdg,McCaCh00,off_pct,0%,,,,,
player,201710010sdg,sdg,McCaCh00,defense,20,,,,,
player,201710010sdg,sdg,McCaCh00,def_pct,25%,,,,,
player,201710010sdg,sdg,McCaCh00,special_teams,2,,,,,
player,201710010sdg,sdg,McCaCh00,st_pct,7%,,,,,
player,201710010sdg,sdg,PaleTe00,pos,DT,,,,,
player,201710010sdg,sdg,PaleTe00,offense,0,,,,,
player,201710010sdg,sdg,PaleTe00,off_pct,0%,,,,,
player,201710010sdg,sdg,PaleTe00,defense,17,,,,,
player,201710010sdg,sdg,PaleTe00,def_pct,22%,,,,,
player,201710010sdg,sdg,PaleTe00,special_teams,13,,,,,
player,201710010sdg,sdg,PaleTe00,st_pct,48%,,,,,
