game,2017,4,20171001,201710010sdg,phi,"Philadelphia Eagles",26,sdg,"Los Angeles Chargers",24
player,201710010sdg,phi,JeffAl00,rec,3,,,,,
player,201710010sdg,phi,JeffAl00,rec_yds,29,,,,,
player,201710010sdg,phi,JeffAl00,rec_td,1,,,,,
player,201710010sdg,phi,JeffAl00,rec_long,13,,,,,
player,201710010sdg,phi,JeffAl00,fumbles,0,,,,,
player,201710010sdg,phi,JeffAl00,fumbles_lost,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_cmp,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_att,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_yds,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_td,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_int,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_sacked,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_sacked_yds,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_long,0,,,,,
player,201710010sdg,phi,SmitTo02,pass_rating,,,,,,
player,201710010sdg,phi,SmitTo02,rush_att,0,,,,,
player,201710010sdg,phi,SmitTo02,rush_yds,0,,,,,
player,201710010sdg,phi,SmitTo02,rush_td,0,,,,,
player,201710010sdg,phi,SmitTo02,rush_long,0,,,,,
player,201710010sdg,phi,SmitTo02,targets,3,,,,,
player,201710010sdg,phi,SmitTo02,rec,1,,,,,
player,201710010sdg,phi,SmitTo02,rec_yds,9,,,,,
player,201710010sdg,phi,SmitTo02,rec_td,0,,,,,
player,201710010sdg,phi,SmitTo02,rec_long,9,,,,,
player,201710010sdg,phi,SmitTo02,fumbles,0,,,,,
player,201710010sdg,phi,SmitTo02,fumbles_lost,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_cmp,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_att,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_yds,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_td,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_int,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_sacked,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_long,0,,,,,
player,201710010sdg,phi,CeleBr00,pass_rating,,,,,,
player,201710010sdg,phi,CeleBr00,rush_att,0,,,,,
player,201710010sdg,phi,CeleBr00,rush_yds,0,,,,,
player,201710010sdg,phi,CeleBr00,rush_td,0,,,,,
player,201710010sdg,phi,CeleBr00,rush_long,0,,,,,
player,201710010sdg,phi,CeleBr00,targets,1,,,,,
player,201710010sdg,phi,CeleBr00,rec,0,,,,,
player,201710010sdg,phi,CeleBr00,rec_yds,0,,,,,
player,201710010sdg,phi,CeleBr00,rec_td,0,,,,,
player,201710010sdg,phi,CeleBr00,rec_long,0,,,,,
player,201710010sdg,phi,CeleBr00,fumbles,0,,,,,
player,201710010sdg,phi,CeleBr00,fumbles_lost,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_cmp,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_att,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_yds,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_td,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_int,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_sacked,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_sacked_yds,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_long,0,,,,,
player,201710010sdg,phi,JohnMa07,pass_rating,,,,,,
player,201710010sdg,phi,JohnMa07,rush_att,0,,,,,
player,201710010sdg,phi,JohnMa07,rush_yds,0,,,,,
player,201710010sdg,phi,JohnMa07,rush_td,0,,,,,
player,201710010sdg,phi,JohnMa07,rush_long,0,,,,,
player,201710010sdg,phi,JohnMa07,targets,1,,,,,
player,201710010sdg,phi,JohnMa07,rec,0,,,,,
player,201710010sdg,phi,JohnMa07,rec_yds,0,,,,,
player,201710010sdg,phi,JohnMa07,rec_td,0,,,,,
player,201710010sdg,phi,JohnMa07,rec_long,0,,,,,
player,201710010sdg,phi,JohnMa07,fumbles,0,,,,,
player,201710010sdg,phi,JohnMa07,fumbles_lost,0,,,,,
player,201710010sdg,sdg,RivePh00,pass_cmp,22,,,,,
player,201710010sdg,sdg,RivePh00,pass_att,38,,,,,
player,201710010sdg,sdg,RivePh00,pass_yds,347,,,,,
player,201710010sdg,sdg,RivePh00,pass_td,2,,,,,
player,201710010sdg,sdg,RivePh00,pass_int,0,,,,,
player,201710010sdg,sdg,RivePh00,pass_sacked,2,,,,,
player,201710010sdg,sdg,RivePh00,pass_sacked_yds,5,,,,,
player,201710010sdg,sdg,RivePh00,pass_long,75,,,,,
player,201710010sdg,sdg,RivePh00,pass_rating,105.9,,,,,
player,201710010sdg,sdg,RivePh00,rush_att,0,,,,,
player,201710010sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201710010sdg,sdg,RivePh00,rush_td,0,,,,,
player,201710010sdg,sdg,RivePh00,rush_long,0,,,,,
player,201710010sdg,sdg,RivePh00,targets,0,,,,,
player,201710010sdg,sdg,RivePh00,rec,0,,,,,
player,201710010sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201710010sdg,sdg,RivePh00,rec_td,0,,,,,
player,201710010sdg,sdg,RivePh00,rec_long,0,,,,,
player,201710010sdg,sdg,RivePh00,fumbles,1,,,,,
player,201710010sdg,sdg,RivePh00,fumbles_lost,1,,,,,
player,201710010sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201710010sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201710010sdg,sdg,EkelAu00,rush_att,1,,,,,
player,201710010sdg,sdg,EkelAu00,rush_yds,35,,,,,
player,201710010sdg,sdg,EkelAu00,rush_td,1,,,,,
player,201710010sdg,sdg,EkelAu00,rush_long,35,,,,,
player,201710010sdg,sdg,EkelAu00,targets,2,,,,,
player,201710010sdg,sdg,EkelAu00,rec,2,,,,,
player,201710010sdg,sdg,EkelAu00,rec_yds,23,,,,,
player,201710010sdg,sdg,EkelAu00,rec_td,0,,,,,
player,201710010sdg,sdg,EkelAu00,rec_long,12,,,,,
player,201710010sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201710010sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_att,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_td,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_int,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_long,0,,,,,
player,201710010sdg,sdg,GordMe00,pass_rating,,,,,,
player,201710010sdg,sdg,GordMe00,rush_att,10,,,,,
player,201710010sdg,sdg,GordMe00,rush_yds,22,,,,,
player,201710010sdg,sdg,GordMe00,rush_td,0,,,,,
player,201710010sdg,sdg,GordMe00,rush_long,12,,,,,
player,201710010sdg,sdg,GordMe00,targets,3,,,,,
player,201710010sdg,sdg,GordMe00,rec,1,,,,,
player,201710010sdg,sdg,GordMe00,rec_yds,7,,,,,
player,201710010sdg,sdg,GordMe00,rec_td,0,,,,,
player,201710010sdg,sdg,GordMe00,rec_long,7,,,,,
player,201710010sdg,sdg,GordMe00,fumbles,0,,,,,
player,201710010sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_cmp,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_att,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_yds,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_td,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_int,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_sacked,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_long,0,,,,,
player,201710010sdg,sdg,OlivBr01,pass_rating,,,,,,
player,201710010sdg,sdg,OlivBr01,rush_att,2,,,,,
player,201710010sdg,sdg,OlivBr01,rush_yds,1,,,,,
player,201710010sdg,sdg,OlivBr01,rush_td,0,,,,,
player,201710010sdg,sdg,OlivBr01,rush_long,6,,,,,
player,201710010sdg,sdg,OlivBr01,targets,1,,,,,
player,201710010sdg,sdg,OlivBr01,rec,1,,,,,
player,201710010sdg,sdg,OlivBr01,rec_yds,2,,,,,
player,201710010sdg,sdg,OlivBr01,rec_td,0,,,,,
player,201710010sdg,sdg,OlivBr01,rec_long,2,,,,,
player,201710010sdg,sdg,OlivBr01,fumbles,0,,,,,
player,201710010sdg,sdg,OlivBr01,fumbles_lost,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201710010sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201710010sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201710010sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201710010sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201710010sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201710010sdg,sdg,AlleKe00,targets,11,,,,,
player,201710010sdg,sdg,AlleKe00,rec,5,,,,,
player,201710010sdg,sdg,AlleKe00,rec_yds,138,,,,,
player,201710010sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201710010sdg,sdg,AlleKe00,rec_long,50,,,,,
player,201710010sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201710010sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_att,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_td,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_int,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_long,0,,,,,
player,201710010sdg,sdg,WillTy00,pass_rating,,,,,,
player,201710010sdg,sdg,WillTy00,rush_att,0,,,,,
player,201710010sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201710010sdg,sdg,WillTy00,rush_td,0,,,,,
player,201710010sdg,sdg,WillTy00,rush_long,0,,,,,
player,201710010sdg,sdg,WillTy00,targets,6,,,,,
player,201710010sdg,sdg,WillTy00,rec,5,,,,,
player,201710010sdg,sdg,WillTy00,rec_yds,115,,,,,
player,201710010sdg,sdg,WillTy00,rec_td,1,,,,,
player,201710010sdg,sdg,WillTy00,rec_long,75,,,,,
player,201710010sdg,sdg,WillTy00,fumbles,0,,,,,
player,201710010sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201710010sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201710010sdg,sdg,BenjTr00,rush_att,0,,,,,
player,201710010sdg,sdg,BenjTr00,rush_yds,0,,,,,
player,201710010sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,rush_long,0,,,,,
player,201710010sdg,sdg,BenjTr00,targets,2,,,,,
player,201710010sdg,sdg,BenjTr00,rec,2,,,,,
player,201710010sdg,sdg,BenjTr00,rec_yds,21,,,,,
player,201710010sdg,sdg,BenjTr00,rec_td,0,,,,,
player,201710010sdg,sdg,BenjTr00,rec_long,19,,,,,
player,201710010sdg,sdg,BenjTr00,fumbles,1,,,,,
player,201710010sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_att,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_td,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_int,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_long,0,,,,,
player,201710010sdg,sdg,GateAn00,pass_rating,,,,,,
player,201710010sdg,sdg,GateAn00,rush_att,0,,,,,
player,201710010sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201710010sdg,sdg,GateAn00,rush_td,0,,,,,
player,201710010sdg,sdg,GateAn00,rush_long,0,,,,,
player,201710010sdg,sdg,GateAn00,targets,5,,,,,
player,201710010sdg,sdg,GateAn00,rec,3,,,,,
player,201710010sdg,sdg,GateAn00,rec_yds,18,,,,,
player,201710010sdg,sdg,GateAn00,rec_td,0,,,,,
player,201710010sdg,sdg,GateAn00,rec_long,9,,,,,
player,201710010sdg,sdg,GateAn00,fumbles,0,,,,,
player,201710010sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201710010sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201710010sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201710010sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201710010sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201710010sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201710010sdg,sdg,HenrHu00,targets,3,,,,,
player,201710010sdg,sdg,HenrHu00,rec,2,,,,,
player,201710010sdg,sdg,HenrHu00,rec_yds,16,,,,,
player,201710010sdg,sdg,HenrHu00,rec_td,1,,,,,
player,201710010sdg,sdg,HenrHu00,rec_long,12,,,,,
player,201710010sdg,sdg,HenrHu00,fumbles,0,,,,,
player,201710010sdg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_cmp,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_att,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_yds,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_td,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_int,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_sacked,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_sacked_yds,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_long,0,,,,,
player,201710010sdg,sdg,InmaDo00,pass_rating,,,,,,
player,201710010sdg,sdg,InmaDo00,rush_att,0,,,,,
player,201710010sdg,sdg,InmaDo00,rush_yds,0,,,,,
player,201710010sdg,sdg,InmaDo00,rush_td,0,,,,,
player,201710010sdg,sdg,InmaDo00,rush_long,0,,,,,
player,201710010sdg,sdg,InmaDo00,targets,1,,,,,
player,201710010sdg,sdg,InmaDo00,rec,1,,,,,
player,201710010sdg,sdg,InmaDo00,rec_yds,7,,,,,
player,201710010sdg,sdg,InmaDo00,rec_td,0,,,,,
player,201710010sdg,sdg,InmaDo00,rec_long,7,,,,,
player,201710010sdg,sdg,InmaDo00,fumbles,0,,,,,
player,201710010sdg,sdg,InmaDo00,fumbles_lost,0,,,,,
player,201710010sdg,phi,AlleBe00,def_int,0,,,,,
player,201710010sdg,phi,AlleBe00,def_int_yds,0,,,,,
player,201710010sdg,phi,AlleBe00,def_int_td,0,,,,,
player,201710010sdg,phi,AlleBe00,def_int_long,0,,,,,
player,201710010sdg,phi,AlleBe00,pass_defended,0,,,,,
player,201710010sdg,phi,AlleBe00,sacks,1.0,,,,,
player,201710010sdg,phi,AlleBe00,tackles_combined,2,,,,,
player,201710010sdg,phi,AlleBe00,tackles_solo,2,,,,,
player,201710010sdg,phi,AlleBe00,tackles_assists,0,,,,,
player,201710010sdg,phi,AlleBe00,tackles_loss,2,,,,,
player,201710010sdg,phi,AlleBe00,qb_hits,1,,,,,
