game,2017,10,20171112,201711120det,cle,"Cleveland Browns",24,det,"Detroit Lions",38
player,201711120det,det,BellNi01,st_pct,81%,,,,,
player,201711120det,det,WashCh01,pos,FS,,,,,
player,201711120det,det,WashCh01,offense,0,,,,,
player,201711120det,det,WashCh01,off_pct,0%,,,,,
player,201711120det,det,WashCh01,defense,1,,,,,
player,201711120det,det,WashCh01,def_pct,1%,,,,,
player,201711120det,det,WashCh01,special_teams,21,,,,,
player,201711120det,det,WashCh01,st_pct,68%,,,,,
player,201711120det,det,LongSt00,pos,LB,,,,,
player,201711120det,det,LongSt00,offense,0,,,,,
player,201711120det,det,LongSt00,off_pct,0%,,,,,
player,201711120det,det,LongSt00,defense,0,,,,,
player,201711120det,det,LongSt00,def_pct,0%,,,,,
player,201711120det,det,LongSt00,special_teams,21,,,,,
player,201711120det,det,LongSt00,st_pct,68%,,,,,
player,201711120det,det,MartSa01,pos,P,,,,,
player,201711120det,det,MartSa01,offense,0,,,,,
player,201711120det,det,MartSa01,off_pct,0%,,,,,
player,201711120det,det,MartSa01,defense,0,,,,,
player,201711120det,det,MartSa01,def_pct,0%,,,,,
player,201711120det,det,MartSa01,special_teams,16,,,,,
player,201711120det,det,MartSa01,st_pct,52%,,,,,
player,201711120det,det,CleaEm01,pos,T,,,,,
player,201711120det,det,CleaEm01,offense,0,,,,,
player,201711120det,det,CleaEm01,off_pct,0%,,,,,
player,201711120det,det,CleaEm01,defense,0,,,,,
player,201711120det,det,CleaEm01,def_pct,0%,,,,,
player,201711120det,det,CleaEm01,special_teams,11,,,,,
player,201711120det,det,CleaEm01,st_pct,35%,,,,,
player,201711120det,det,MuhlDo20,pos,LS,,,,,
player,201711120det,det,MuhlDo20,offense,0,,,,,
player,201711120det,det,MuhlDo20,off_pct,0%,,,,,
player,201711120det,det,MuhlDo20,defense,0,,,,,
player,201711120det,det,MuhlDo20,def_pct,0%,,,,,
player,201711120det,det,MuhlDo20,special_teams,10,,,,,
player,201711120det,det,MuhlDo20,st_pct,32%,,,,,
player,201711120det,det,PratMa20,pos,K,,,,,
player,201711120det,det,PratMa20,offense,0,,,,,
player,201711120det,det,PratMa20,off_pct,0%,,,,,
player,201711120det,det,PratMa20,defense,0,,,,,
player,201711120det,det,PratMa20,def_pct,0%,,,,,
player,201711120det,det,PratMa20,special_teams,7,,,,,
player,201711120det,det,PratMa20,st_pct,23%,,,,,
player,201711120det,cle,DranSp00,pos,G,,,,,
player,201711120det,cle,DranSp00,offense,81,,,,,
player,201711120det,cle,DranSp00,off_pct,100%,,,,,
player,201711120det,cle,DranSp00,defense,0,,,,,
player,201711120det,cle,DranSp00,def_pct,0%,,,,,
player,201711120det,cle,DranSp00,special_teams,4,,,,,
player,201711120det,cle,DranSp00,st_pct,13%,,,,,
player,201711120det,cle,BitoJo00,pos,G,,,,,
player,201711120det,cle,BitoJo00,offense,81,,,,,
player,201711120det,cle,BitoJo00,off_pct,100%,,,,,
player,201711120det,cle,BitoJo00,defense,0,,,,,
player,201711120det,cle,BitoJo00,def_pct,0%,,,,,
player,201711120det,cle,BitoJo00,special_teams,4,,,,,
player,201711120det,cle,BitoJo00,st_pct,13%,,,,,
player,201711120det,cle,ZeitKe00,pos,G,,,,,
player,201711120det,cle,ZeitKe00,offense,81,,,,,
player,201711120det,cle,ZeitKe00,off_pct,100%,,,,,
player,201711120det,cle,ZeitKe00,defense,0,,,,,
player,201711120det,cle,ZeitKe00,def_pct,0%,,,,,
player,201711120det,cle,ZeitKe00,special_teams,4,,,,,
player,201711120det,cle,ZeitKe00,st_pct,13%,,,,,
player,201711120det,cle,TretJC00,pos,C,,,,,
player,201711120det,cle,TretJC00,offense,81,,,,,
player,201711120det,cle,TretJC00,off_pct,100%,,,,,
player,201711120det,cle,TretJC00,defense,0,,,,,
player,201711120det,cle,TretJC00,def_pct,0%,,,,,
player,201711120det,cle,TretJC00,special_teams,0,,,,,
player,201711120det,cle,TretJC00,st_pct,0%,,,,,
player,201711120det,cle,KizeDe00,pos,QB,,,,,
player,201711120det,cle,KizeDe00,offense,74,,,,,
player,201711120det,cle,KizeDe00,off_pct,91%,,,,,
player,201711120det,cle,KizeDe00,defense,0,,,,,
player,201711120det,cle,KizeDe00,def_pct,0%,,,,,
player,201711120det,cle,KizeDe00,special_teams,0,,,,,
player,201711120det,cle,KizeDe00,st_pct,0%,,,,,
player,201711120det,cle,LouiRi00,pos,WR,,,,,
player,201711120det,cle,LouiRi00,offense,60,,,,,
player,201711120det,cle,LouiRi00,off_pct,74%,,,,,
player,201711120det,cle,LouiRi00,defense,0,,,,,
player,201711120det,cle,LouiRi00,def_pct,0%,,,,,
player,201711120det,cle,LouiRi00,special_teams,0,,,,,
player,201711120det,cle,LouiRi00,st_pct,0%,,,,,
player,201711120det,cle,ColeSh00,pos,T,,,,,
player,201711120det,cle,ColeSh00,offense,57,,,,,
player,201711120det,cle,ColeSh00,off_pct,70%,,,,,
player,201711120det,cle,ColeSh00,defense,0,,,,,
player,201711120det,cle,ColeSh00,def_pct,0%,,,,,
player,201711120det,cle,ColeSh00,special_teams,4,,,,,
player,201711120det,cle,ColeSh00,st_pct,13%,,,,,
player,201711120det,cle,BritKe00,pos,WR,,,,,
player,201711120det,cle,BritKe00,offense,55,,,,,
player,201711120det,cle,BritKe00,off_pct,68%,,,,,
player,201711120det,cle,BritKe00,defense,0,,,,,
player,201711120det,cle,BritKe00,def_pct,0%,,,,,
player,201711120det,cle,BritKe00,special_teams,0,,,,,
player,201711120det,cle,BritKe00,st_pct,0%,,,,,
player,201711120det,cle,JohnDu00,pos,RB,,,,,
player,201711120det,cle,JohnDu00,offense,48,,,,,
player,201711120det,cle,JohnDu00,off_pct,59%,,,,,
player,201711120det,cle,JohnDu00,defense,0,,,,,
player,201711120det,cle,JohnDu00,def_pct,0%,,,,,
player,201711120det,cle,JohnDu00,special_teams,0,,,,,
player,201711120det,cle,JohnDu00,st_pct,0%,,,,,
player,201711120det,cle,NjokDa00,pos,TE,,,,,
player,201711120det,cle,NjokDa00,offense,46,,,,,
player,201711120det,cle,NjokDa00,off_pct,57%,,,,,
player,201711120det,cle,NjokDa00,defense,0,,,,,
player,201711120det,cle,NjokDa00,def_pct,0%,,,,,
player,201711120det,cle,NjokDa00,special_teams,11,,,,,
player,201711120det,cle,NjokDa00,st_pct,35%,,,,,
player,201711120det,cle,HiggRa00,pos,WR,,,,,
player,201711120det,cle,HiggRa00,offense,44,,,,,
player,201711120det,cle,HiggRa00,off_pct,54%,,,,,
player,201711120det,cle,HiggRa00,defense,0,,,,,
player,201711120det,cle,HiggRa00,def_pct,0%,,,,,
player,201711120det,cle,HiggRa00,special_teams,0,,,,,
player,201711120det,cle,HiggRa00,st_pct,0%,,,,,
player,201711120det,cle,DevaSe00,pos,TE,,,,,
player,201711120det,cle,DevaSe00,offense,42,,,,,
player,201711120det,cle,DevaSe00,off_pct,52%,,,,,
player,201711120det,cle,DevaSe00,defense,0,,,,,
player,201711120det,cle,DevaSe00,def_pct,0%,,,,,
player,201711120det,cle,DevaSe00,special_teams,14,,,,,
player,201711120det,cle,DevaSe00,st_pct,45%,,,,,
player,201711120det,cle,CrowIs00,pos,RB,,,,,
player,201711120det,cle,CrowIs00,offense,36,,,,,
player,201711120det,cle,CrowIs00,off_pct,44%,,,,,
player,201711120det,cle,CrowIs00,defense,0,,,,,
player,201711120det,cle,CrowIs00,def_pct,0%,,,,,
player,201711120det,cle,CrowIs00,special_teams,0,,,,,
player,201711120det,cle,CrowIs00,st_pct,0%,,,,,
player,201711120det,cle,BannZa00,pos,T,,,,,
player,201711120det,cle,BannZa00,offense,24,,,,,
player,201711120det,cle,BannZa00,off_pct,30%,,,,,
player,201711120det,cle,BannZa00,defense,0,,,,,
player,201711120det,cle,BannZa00,def_pct,0%,,,,,
player,201711120det,cle,BannZa00,special_teams,0,,,,,
player,201711120det,cle,BannZa00,st_pct,0%,,,,,
player,201711120det,cle,TregBr00,pos,WR,,,,,
player,201711120det,cle,TregBr00,offense,24,,,,,
player,201711120det,cle,TregBr00,off_pct,30%,,,,,
player,201711120det,cle,TregBr00,defense,0,,,,,
player,201711120det,cle,TregBr00,def_pct,0%,,,,,
player,201711120det,cle,TregBr00,special_teams,0,,,,,
player,201711120det,cle,TregBr00,st_pct,0%,,,,,
player,201711120det,cle,TelfRa00,pos,TE,,,,,
player,201711120det,cle,TelfRa00,offense,20,,,,,
player,201711120det,cle,TelfRa00,off_pct,25%,,,,,
player,201711120det,cle,TelfRa00,defense,0,,,,,
player,201711120det,cle,TelfRa00,def_pct,0%,,,,,
player,201711120det,cle,TelfRa00,special_teams,0,,,,,
player,201711120det,cle,TelfRa00,st_pct,0%,,,,,
player,201711120det,cle,CoatSa00,pos,WR,,,,,
player,201711120det,cle,CoatSa00,offense,17,,,,,
player,201711120det,cle,CoatSa00,off_pct,21%,,,,,
player,201711120det,cle,CoatSa00,defense,0,,,,,
player,201711120det,cle,CoatSa00,def_pct,0%,,,,,
player,201711120det,cle,CoatSa00,special_teams,14,,,,,
player,201711120det,cle,CoatSa00,st_pct,45%,,,,,
player,201711120det,cle,VitaDa00,pos,FB,,,,,
player,201711120det,cle,VitaDa00,offense,13,,,,,
player,201711120det,cle,VitaDa00,off_pct,16%,,,,,
player,201711120det,cle,VitaDa00,defense,0,,,,,
player,201711120det,cle,VitaDa00,def_pct,0%,,,,,
player,201711120det,cle,VitaDa00,special_teams,20,,,,,
player,201711120det,cle,VitaDa00,st_pct,65%,,,,,
player,201711120det,cle,KessCo00,pos,QB,,,,,
player,201711120det,cle,KessCo00,offense,7,,,,,
player,201711120det,cle,KessCo00,off_pct,9%,,,,,
player,201711120det,cle,KessCo00,defense,0,,,,,
player,201711120det,cle,KessCo00,def_pct,0%,,,,,
player,201711120det,cle,KessCo00,special_teams,0,,,,,
player,201711120det,cle,KessCo00,st_pct,0%,,,,,
player,201711120det,cle,KindDe00,pos,SS,,,,,
player,201711120det,cle,KindDe00,offense,0,,,,,
player,201711120det,cle,KindDe00,off_pct,0%,,,,,
player,201711120det,cle,KindDe00,defense,52,,,,,
player,201711120det,cle,KindDe00,def_pct,100%,,,,,
player,201711120det,cle,KindDe00,special_teams,11,,,,,
player,201711120det,cle,KindDe00,st_pct,35%,,,,,
player,201711120det,cle,PeppJa00,pos,FS,,,,,
player,201711120det,cle,PeppJa00,offense,0,,,,,
player,201711120det,cle,PeppJa00,off_pct,0%,,,,,
player,201711120det,cle,PeppJa00,defense,52,,,,,
player,201711120det,cle,PeppJa00,def_pct,100%,,,,,
player,201711120det,cle,PeppJa00,special_teams,11,,,,,
player,201711120det,cle,PeppJa00,st_pct,35%,,,,,
player,201711120det,cle,TaylJa01,pos,CB,,,,,
player,201711120det,cle,TaylJa01,offense,0,,,,,
player,201711120det,cle,TaylJa01,off_pct,0%,,,,,
player,201711120det,cle,TaylJa01,defense,52,,,,,
player,201711120det,cle,TaylJa01,def_pct,100%,,,,,
player,201711120det,cle,TaylJa01,special_teams,6,,,,,
player,201711120det,cle,TaylJa01,st_pct,19%,,,,,
player,201711120det,cle,SchoJo00,pos,LB,,,,,
player,201711120det,cle,SchoJo00,offense,0,,,,,
player,201711120det,cle,SchoJo00,off_pct,0%,,,,,
player,201711120det,cle,SchoJo00,defense,52,,,,,
player,201711120det,cle,SchoJo00,def_pct,100%,,,,,
player,201711120det,cle,SchoJo00,special_teams,6,,,,,
player,201711120det,cle,SchoJo00,st_pct,19%,,,,,
player,201711120det,cle,KirkCh00,pos,LB,,,,,
player,201711120det,cle,KirkCh00,offense,0,,,,,
player,201711120det,cle,KirkCh00,off_pct,0%,,,,,
player,201711120det,cle,KirkCh00,defense,52,,,,,
player,201711120det,cle,KirkCh00,def_pct,100%,,,,,
player,201711120det,cle,KirkCh00,special_teams,6,,,,,
player,201711120det,cle,KirkCh00,st_pct,19%,,,,,
player,201711120det,cle,McCoJa99,pos,CB,,,,,
player,201711120det,cle,McCoJa99,offense,0,,,,,
player,201711120det,cle,McCoJa99,off_pct,0%,,,,,
player,201711120det,cle,McCoJa99,defense,52,,,,,
player,201711120det,cle,McCoJa99,def_pct,100%,,,,,
player,201711120det,cle,McCoJa99,special_teams,0,,,,,
player,201711120det,cle,McCoJa99,st_pct,0%,,,,,
player,201711120det,cle,GarrMy00,pos,DE,,,,,
player,201711120det,cle,GarrMy00,offense,0,,,,,
player,201711120det,cle,GarrMy00,off_pct,0%,,,,,
player,201711120det,cle,GarrMy00,defense,38,,,,,
player,201711120det,cle,GarrMy00,def_pct,73%,,,,,
player,201711120det,cle,GarrMy00,special_teams,6,,,,,
player,201711120det,cle,GarrMy00,st_pct,19%,,,,,
player,201711120det,cle,OgbaEm00,pos,DE,,,,,
player,201711120det,cle,OgbaEm00,offense,0,,,,,
player,201711120det,cle,OgbaEm00,off_pct,0%,,,,,
player,201711120det,cle,OgbaEm00,defense,37,,,,,
player,201711120det,cle,OgbaEm00,def_pct,71%,,,,,
player,201711120det,cle,OgbaEm00,special_teams,10,,,,,
player,201711120det,cle,OgbaEm00,st_pct,32%,,,,,
player,201711120det,cle,ColeTr01,pos,DT,,,,,
player,201711120det,cle,ColeTr01,offense,0,,,,,
player,201711120det,cle,ColeTr01,off_pct,0%,,,,,
player,201711120det,cle,ColeTr01,defense,36,,,,,
player,201711120det,cle,ColeTr01,def_pct,69%,,,,,
player,201711120det,cle,ColeTr01,special_teams,0,,,,,
player,201711120det,cle,ColeTr01,st_pct,0%,,,,,
player,201711120det,cle,BurgJa01,pos,LB,,,,,
player,201711120det,cle,BurgJa01,offense,0,,,,,
player,201711120det,cle,BurgJa01,off_pct,0%,,,,,
player,201711120det,cle,BurgJa01,defense,31,,,,,
player,201711120det,cle,BurgJa01,def_pct,60%,,,,,
player,201711120det,cle,BurgJa01,special_teams,22,,,,,
player,201711120det,cle,BurgJa01,st_pct,71%,,,,,
player,201711120det,cle,ShelDa01,pos,DT,,,,,
player,201711120det,cle,ShelDa01,offense,0,,,,,
player,201711120det,cle,ShelDa01,off_pct,0%,,,,,
player,201711120det,cle,ShelDa01,defense,23,,,,,
player,201711120det,cle,ShelDa01,def_pct,44%,,,,,
player,201711120det,cle,ShelDa01,special_teams,0,,,,,
player,201711120det,cle,ShelDa01,st_pct,0%,,,,,
player,201711120det,cle,BoddBr01,pos,CB,,,,,
player,201711120det,cle,BoddBr01,offense,0,,,,,
player,201711120det,cle,BoddBr01,off_pct,0%,,,,,
player,201711120det,cle,BoddBr01,defense,21,,,,,
player,201711120det,cle,BoddBr01,def_pct,40%,,,,,
player,201711120det,cle,BoddBr01,special_teams,10,,,,,
player,201711120det,cle,BoddBr01,st_pct,32%,,,,,
player,201711120det,cle,OrchNa00,pos,DE,,,,,
player,201711120det,cle,OrchNa00,offense,0,,,,,
player,201711120det,cle,OrchNa00,off_pct,0%,,,,,
player,201711120det,cle,OrchNa00,defense,21,,,,,
player,201711120det,cle,OrchNa00,def_pct,40%,,,,,
player,201711120det,cle,OrchNa00,special_teams,6,,,,,
player,201711120det,cle,OrchNa00,st_pct,19%,,,,,
player,201711120det,cle,BranCa00,pos,DT,,,,,
player,201711120det,cle,BranCa00,offense,0,,,,,
player,201711120det,cle,BranCa00,off_pct,0%,,,,,
player,201711120det,cle,BranCa00,defense,16,,,,,
player,201711120det,cle,BranCa00,def_pct,31%,,,,,
player,201711120det,cle,BranCa00,special_teams,0,,,,,
player,201711120det,cle,BranCa00,st_pct,0%,,,,,
player,201711120det,cle,MedeJa00,pos,DT,,,,,
player,201711120det,cle,MedeJa00,offense,0,,,,,
player,201711120det,cle,MedeJa00,off_pct,0%,,,,,
player,201711120det,cle,MedeJa00,defense,15,,,,,
player,201711120det,cle,MedeJa00,def_pct,29%,,,,,
player,201711120det,cle,MedeJa00,special_teams,10,,,,,
player,201711120det,cle,MedeJa00,st_pct,32%,,,,,
player,201711120det,cle,NassCa00,pos,DE,,,,,
player,201711120det,cle,NassCa00,offense,0,,,,,
player,201711120det,cle,NassCa00,off_pct,0%,,,,,
player,201711120det,cle,NassCa00,defense,15,,,,,
player,201711120det,cle,NassCa00,def_pct,29%,,,,,
player,201711120det,cle,NassCa00,special_teams,10,,,,,
player,201711120det,cle,NassCa00,st_pct,32%,,,,,
player,201711120det,cle,CollJa00,pos,LB,,,,,
player,201711120det,cle,CollJa00,offense,0,,,,,
player,201711120det,cle,CollJa00,off_pct,0%,,,,,
player,201711120det,cle,CollJa00,defense,7,,,,,
player,201711120det,cle,CollJa00,def_pct,13%,,,,,
player,201711120det,cle,CollJa00,special_teams,0,,,,,
player,201711120det,cle,CollJa00,st_pct,0%,,,,,
player,201711120det,cle,BellB.00,pos,LB,,,,,
player,201711120det,cle,BellB.00,offense,0,,,,,
player,201711120det,cle,BellB.00,off_pct,0%,,,,,
player,201711120det,cle,BellB.00,defense,0,,,,,
player,201711120det,cle,BellB.00,def_pct,0%,,,,,
player,201711120det,cle,BellB.00,special_teams,21,,,,,
player,201711120det,cle,BellB.00,st_pct,68%,,,,,
player,201711120det,cle,KeyeJo00,pos,LB,,,,,
player,201711120det,cle,KeyeJo00,offense,0,,,,,
player,201711120det,cle,KeyeJo00,off_pct,0%,,,,,
player,201711120det,cle,KeyeJo00,defense,0,,,,,
player,201711120det,cle,KeyeJo00,def_pct,0%,,,,,
player,201711120det,cle,KeyeJo00,special_teams,21,,,,,
player,201711120det,cle,KeyeJo00,st_pct,68%,,,,,
player,201711120det,cle,SmitDe05,pos,SS,,,,,
player,201711120det,cle,SmitDe05,offense,0,,,,,
player,201711120det,cle,SmitDe05,off_pct,0%,,,,,
player,201711120det,cle,SmitDe05,defense,0,,,,,
player,201711120det,cle,SmitDe05,def_pct,0%,,,,,
player,201711120det,cle,SmitDe05,special_teams,21,,,,,
player,201711120det,cle,SmitDe05,st_pct,68%,,,,,
player,201711120det,cle,DayeMa00,pos,RB,,,,,
player,201711120det,cle,DayeMa00,offense,0,,,,,
player,201711120det,cle,DayeMa00,off_pct,0%,,,,,
player,201711120det,cle,DayeMa00,defense,0,,,,,
player,201711120det,cle,DayeMa00,def_pct,0%,,,,,
player,201711120det,cle,DayeMa00,special_teams,21,,,,,
player,201711120det,cle,DayeMa00,st_pct,68%,,,,,
player,201711120det,cle,JordMi00,pos,CB,,,,,
player,201711120det,cle,JordMi00,offense,0,,,,,
player,201711120det,cle,JordMi00,off_pct,0%,,,,,
player,201711120det,cle,JordMi00,defense,0,,,,,
player,201711120det,cle,JordMi00,def_pct,0%,,,,,
player,201711120det,cle,JordMi00,special_teams,21,,,,,
player,201711120det,cle,JordMi00,st_pct,68%,,,,,
player,201711120det,cle,NacuKa00,pos,SS,,,,,
player,201711120det,cle,NacuKa00,offense,0,,,,,
player,201711120det,cle,NacuKa00,off_pct,0%,,,,,
player,201711120det,cle,NacuKa00,defense,0,,,,,
player,201711120det,cle,NacuKa00,def_pct,0%,,,,,
player,201711120det,cle,NacuKa00,special_teams,16,,,,,
player,201711120det,cle,NacuKa00,st_pct,52%,,,,,
player,201711120det,cle,HughCh01,pos,LS,,,,,
player,201711120det,cle,HughCh01,offense,0,,,,,
player,201711120det,cle,HughCh01,off_pct,0%,,,,,
player,201711120det,cle,HughCh01,defense,0,,,,,
player,201711120det,cle,HughCh01,def_pct,0%,,,,,
player,201711120det,cle,HughCh01,special_teams,9,,,,,
player,201711120det,cle,HughCh01,st_pct,29%,,,,,
player,201711120det,cle,GonzZa00,pos,K,,,,,
player,201711120det,cle,GonzZa00,offense,0,,,,,
player,201711120det,cle,GonzZa00,off_pct,0%,,,,,
player,201711120det,cle,GonzZa00,defense,0,,,,,
player,201711120det,cle,GonzZa00,def_pct,0%,,,,,
player,201711120det,cle,GonzZa00,special_teams,9,,,,,
player,201711120det,cle,GonzZa00,st_pct,29%,,,,,
player,201711120det,cle,ColqBr00,pos,P,,,,,
player,201711120det,cle,ColqBr00,offense,0,,,,,
player,201711120det,cle,ColqBr00,off_pct,0%,,,,,
player,201711120det,cle,ColqBr00,defense,0,,,,,
player,201711120det,cle,ColqBr00,def_pct,0%,,,,,
player,201711120det,cle,ColqBr00,special_teams,9,,,,,
player,201711120det,cle,ColqBr00,st_pct,29%,,,,,
player,201711120det,cle,ReitAu00,pos,C,,,,,
player,201711120det,cle,ReitAu00,offense,0,,,,,
player,201711120det,cle,ReitAu00,off_pct,0%,,,,,
player,201711120det,cle,ReitAu00,defense,0,,,,,
player,201711120det,cle,ReitAu00,def_pct,0%,,,,,
player,201711120det,cle,ReitAu00,special_teams,4,,,,,
player,201711120det,cle,ReitAu00,st_pct,13%,,,,,
