game,2017,8,20171029,201710290sea,htx,"Houston Texans",38,sea,"Seattle Seahawks",41
player,201710290sea,sea,GrifSh00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,GrifSh00,fumbles_forced,0,,,,,
player,201710290sea,sea,JoneNa00,def_int,0,,,,,
player,201710290sea,sea,JoneNa00,def_int_yds,0,,,,,
player,201710290sea,sea,JoneNa00,def_int_td,0,,,,,
player,201710290sea,sea,JoneNa00,def_int_long,0,,,,,
player,201710290sea,sea,JoneNa00,pass_defended,0,,,,,
player,201710290sea,sea,JoneNa00,sacks,0.0,,,,,
player,201710290sea,sea,JoneNa00,tackles_combined,3,,,,,
player,201710290sea,sea,JoneNa00,tackles_solo,1,,,,,
player,201710290sea,sea,JoneNa00,tackles_assists,2,,,,,
player,201710290sea,sea,JoneNa00,tackles_loss,1,,,,,
player,201710290sea,sea,JoneNa00,qb_hits,0,,,,,
player,201710290sea,sea,JoneNa00,fumbles_rec,0,,,,,
player,201710290sea,sea,JoneNa00,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,JoneNa00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,JoneNa00,fumbles_forced,0,,,,,
player,201710290sea,sea,MaddTr01,def_int,0,,,,,
player,201710290sea,sea,MaddTr01,def_int_yds,0,,,,,
player,201710290sea,sea,MaddTr01,def_int_td,0,,,,,
player,201710290sea,sea,MaddTr01,def_int_long,0,,,,,
player,201710290sea,sea,MaddTr01,pass_defended,0,,,,,
player,201710290sea,sea,MaddTr01,sacks,0.0,,,,,
player,201710290sea,sea,MaddTr01,tackles_combined,3,,,,,
player,201710290sea,sea,MaddTr01,tackles_solo,2,,,,,
player,201710290sea,sea,MaddTr01,tackles_assists,1,,,,,
player,201710290sea,sea,MaddTr01,tackles_loss,0,,,,,
player,201710290sea,sea,MaddTr01,qb_hits,0,,,,,
player,201710290sea,sea,MaddTr01,fumbles_rec,0,,,,,
player,201710290sea,sea,MaddTr01,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,MaddTr01,fumbles_rec_td,0,,,,,
player,201710290sea,sea,MaddTr01,fumbles_forced,0,,,,,
player,201710290sea,sea,McDoBr01,def_int,0,,,,,
player,201710290sea,sea,McDoBr01,def_int_yds,0,,,,,
player,201710290sea,sea,McDoBr01,def_int_td,0,,,,,
player,201710290sea,sea,McDoBr01,def_int_long,0,,,,,
player,201710290sea,sea,McDoBr01,pass_defended,0,,,,,
player,201710290sea,sea,McDoBr01,sacks,0.0,,,,,
player,201710290sea,sea,McDoBr01,tackles_combined,2,,,,,
player,201710290sea,sea,McDoBr01,tackles_solo,2,,,,,
player,201710290sea,sea,McDoBr01,tackles_assists,0,,,,,
player,201710290sea,sea,McDoBr01,tackles_loss,0,,,,,
player,201710290sea,sea,McDoBr01,qb_hits,0,,,,,
player,201710290sea,sea,McDoBr01,fumbles_rec,0,,,,,
player,201710290sea,sea,McDoBr01,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,McDoBr01,fumbles_rec_td,0,,,,,
player,201710290sea,sea,McDoBr01,fumbles_forced,0,,,,,
player,201710290sea,sea,AlexD.00,def_int,0,,,,,
player,201710290sea,sea,AlexD.00,def_int_yds,0,,,,,
player,201710290sea,sea,AlexD.00,def_int_td,0,,,,,
player,201710290sea,sea,AlexD.00,def_int_long,0,,,,,
player,201710290sea,sea,AlexD.00,pass_defended,0,,,,,
player,201710290sea,sea,AlexD.00,sacks,0.0,,,,,
player,201710290sea,sea,AlexD.00,tackles_combined,1,,,,,
player,201710290sea,sea,AlexD.00,tackles_solo,1,,,,,
player,201710290sea,sea,AlexD.00,tackles_assists,0,,,,,
player,201710290sea,sea,AlexD.00,tackles_loss,0,,,,,
player,201710290sea,sea,AlexD.00,qb_hits,0,,,,,
player,201710290sea,sea,AlexD.00,fumbles_rec,0,,,,,
player,201710290sea,sea,AlexD.00,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,AlexD.00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,AlexD.00,fumbles_forced,0,,,,,
player,201710290sea,sea,McEvTa01,def_int,0,,,,,
player,201710290sea,sea,McEvTa01,def_int_yds,0,,,,,
player,201710290sea,sea,McEvTa01,def_int_td,0,,,,,
player,201710290sea,sea,McEvTa01,def_int_long,0,,,,,
player,201710290sea,sea,McEvTa01,pass_defended,0,,,,,
player,201710290sea,sea,McEvTa01,sacks,0.0,,,,,
player,201710290sea,sea,McEvTa01,tackles_combined,1,,,,,
player,201710290sea,sea,McEvTa01,tackles_solo,1,,,,,
player,201710290sea,sea,McEvTa01,tackles_assists,0,,,,,
player,201710290sea,sea,McEvTa01,tackles_loss,0,,,,,
player,201710290sea,sea,McEvTa01,qb_hits,0,,,,,
player,201710290sea,sea,McEvTa01,fumbles_rec,0,,,,,
player,201710290sea,sea,McEvTa01,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,McEvTa01,fumbles_rec_td,0,,,,,
player,201710290sea,sea,McEvTa01,fumbles_forced,1,,,,,
player,201710290sea,sea,McKiJ.00,def_int,0,,,,,
player,201710290sea,sea,McKiJ.00,def_int_yds,0,,,,,
player,201710290sea,sea,McKiJ.00,def_int_td,0,,,,,
player,201710290sea,sea,McKiJ.00,def_int_long,0,,,,,
player,201710290sea,sea,McKiJ.00,pass_defended,0,,,,,
player,201710290sea,sea,McKiJ.00,sacks,0.0,,,,,
player,201710290sea,sea,McKiJ.00,tackles_combined,1,,,,,
player,201710290sea,sea,McKiJ.00,tackles_solo,1,,,,,
player,201710290sea,sea,McKiJ.00,tackles_assists,0,,,,,
player,201710290sea,sea,McKiJ.00,tackles_loss,0,,,,,
player,201710290sea,sea,McKiJ.00,qb_hits,0,,,,,
player,201710290sea,sea,McKiJ.00,fumbles_rec,0,,,,,
player,201710290sea,sea,McKiJ.00,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,McKiJ.00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,McKiJ.00,fumbles_forced,0,,,,,
player,201710290sea,sea,OttxTy00,def_int,0,,,,,
player,201710290sea,sea,OttxTy00,def_int_yds,0,,,,,
player,201710290sea,sea,OttxTy00,def_int_td,0,,,,,
player,201710290sea,sea,OttxTy00,def_int_long,0,,,,,
player,201710290sea,sea,OttxTy00,pass_defended,0,,,,,
player,201710290sea,sea,OttxTy00,sacks,0.0,,,,,
player,201710290sea,sea,OttxTy00,tackles_combined,1,,,,,
player,201710290sea,sea,OttxTy00,tackles_solo,1,,,,,
player,201710290sea,sea,OttxTy00,tackles_assists,0,,,,,
player,201710290sea,sea,OttxTy00,tackles_loss,0,,,,,
player,201710290sea,sea,OttxTy00,qb_hits,0,,,,,
player,201710290sea,sea,OttxTy00,fumbles_rec,0,,,,,
player,201710290sea,sea,OttxTy00,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,OttxTy00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,OttxTy00,fumbles_forced,0,,,,,
player,201710290sea,sea,RichSh00,def_int,0,,,,,
player,201710290sea,sea,RichSh00,def_int_yds,0,,,,,
player,201710290sea,sea,RichSh00,def_int_td,0,,,,,
player,201710290sea,sea,RichSh00,def_int_long,0,,,,,
player,201710290sea,sea,RichSh00,pass_defended,0,,,,,
player,201710290sea,sea,RichSh00,sacks,0.0,,,,,
player,201710290sea,sea,RichSh00,tackles_combined,1,,,,,
player,201710290sea,sea,RichSh00,tackles_solo,0,,,,,
player,201710290sea,sea,RichSh00,tackles_assists,1,,,,,
player,201710290sea,sea,RichSh00,tackles_loss,0,,,,,
player,201710290sea,sea,RichSh00,qb_hits,0,,,,,
player,201710290sea,sea,RichSh00,fumbles_rec,0,,,,,
player,201710290sea,sea,RichSh00,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,RichSh00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,RichSh00,fumbles_forced,0,,,,,
player,201710290sea,sea,SmitMa03,def_int,0,,,,,
player,201710290sea,sea,SmitMa03,def_int_yds,0,,,,,
player,201710290sea,sea,SmitMa03,def_int_td,0,,,,,
player,201710290sea,sea,SmitMa03,def_int_long,0,,,,,
player,201710290sea,sea,SmitMa03,pass_defended,0,,,,,
player,201710290sea,sea,SmitMa03,sacks,0.0,,,,,
player,201710290sea,sea,SmitMa03,tackles_combined,1,,,,,
player,201710290sea,sea,SmitMa03,tackles_solo,0,,,,,
player,201710290sea,sea,SmitMa03,tackles_assists,1,,,,,
player,201710290sea,sea,SmitMa03,tackles_loss,0,,,,,
player,201710290sea,sea,SmitMa03,qb_hits,1,,,,,
player,201710290sea,sea,SmitMa03,fumbles_rec,0,,,,,
player,201710290sea,sea,SmitMa03,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,SmitMa03,fumbles_rec_td,0,,,,,
player,201710290sea,sea,SmitMa03,fumbles_forced,0,,,,,
player,201710290sea,sea,ThorNe00,def_int,0,,,,,
player,201710290sea,sea,ThorNe00,def_int_yds,0,,,,,
player,201710290sea,sea,ThorNe00,def_int_td,0,,,,,
player,201710290sea,sea,ThorNe00,def_int_long,0,,,,,
player,201710290sea,sea,ThorNe00,pass_defended,0,,,,,
player,201710290sea,sea,ThorNe00,sacks,0.0,,,,,
player,201710290sea,sea,ThorNe00,tackles_combined,1,,,,,
player,201710290sea,sea,ThorNe00,tackles_solo,0,,,,,
player,201710290sea,sea,ThorNe00,tackles_assists,1,,,,,
player,201710290sea,sea,ThorNe00,tackles_loss,0,,,,,
player,201710290sea,sea,ThorNe00,qb_hits,0,,,,,
player,201710290sea,sea,ThorNe00,fumbles_rec,0,,,,,
player,201710290sea,sea,ThorNe00,fumbles_rec_yds,0,,,,,
player,201710290sea,sea,ThorNe00,fumbles_rec_td,0,,,,,
player,201710290sea,sea,ThorNe00,fumbles_forced,0,,,,,
player,201710290sea,htx,FullWi01,kick_ret,0,,,,,
player,201710290sea,htx,FullWi01,kick_ret_yds,0,,,,,
player,201710290sea,htx,FullWi01,kick_ret_yds_per_ret,,,,,,
player,201710290sea,htx,FullWi01,kick_ret_td,0,,,,,
player,201710290sea,htx,FullWi01,kick_ret_long,0,,,,,
player,201710290sea,htx,FullWi01,punt_ret,3,,,,,
player,201710290sea,htx,FullWi01,punt_ret_yds,27,,,,,
player,201710290sea,htx,FullWi01,punt_ret_yds_per_ret,9.0,,,,,
player,201710290sea,htx,FullWi01,punt_ret_td,0,,,,,
player,201710290sea,htx,FullWi01,punt_ret_long,11,,,,,
player,201710290sea,htx,ThomCh05,kick_ret,4,,,,,
player,201710290sea,htx,ThomCh05,kick_ret_yds,76,,,,,
player,201710290sea,htx,ThomCh05,kick_ret_yds_per_ret,19.0,,,,,
player,201710290sea,htx,ThomCh05,kick_ret_td,0,,,,,
player,201710290sea,htx,ThomCh05,kick_ret_long,25,,,,,
player,201710290sea,htx,ThomCh05,punt_ret,0,,,,,
player,201710290sea,htx,ThomCh05,punt_ret_yds,0,,,,,
player,201710290sea,htx,ThomCh05,punt_ret_yds_per_ret,,,,,,
player,201710290sea,htx,ThomCh05,punt_ret_td,0,,,,,
player,201710290sea,htx,ThomCh05,punt_ret_long,0,,,,,
player,201710290sea,sea,LockTy00,kick_ret,2,,,,,
player,201710290sea,sea,LockTy00,kick_ret_yds,32,,,,,
player,201710290sea,sea,LockTy00,kick_ret_yds_per_ret,16.0,,,,,
player,201710290sea,sea,LockTy00,kick_ret_td,0,,,,,
player,201710290sea,sea,LockTy00,kick_ret_long,21,,,,,
player,201710290sea,sea,LockTy00,punt_ret,3,,,,,
player,201710290sea,sea,LockTy00,punt_ret_yds,10,,,,,
player,201710290sea,sea,LockTy00,punt_ret_yds_per_ret,3.3,,,,,
player,201710290sea,sea,LockTy00,punt_ret_td,0,,,,,
player,201710290sea,sea,LockTy00,punt_ret_long,11,,,,,
player,201710290sea,htx,FairKa01,xpm,5,,,,,
player,201710290sea,htx,FairKa01,xpa,5,,,,,
player,201710290sea,htx,FairKa01,fgm,1,,,,,
player,201710290sea,htx,FairKa01,fga,1,,,,,
player,201710290sea,htx,FairKa01,punt,0,,,,,
player,201710290sea,htx,FairKa01,punt_yds,0,,,,,
player,201710290sea,htx,FairKa01,punt_yds_per_punt,,,,,,
player,201710290sea,htx,FairKa01,punt_long,0,,,,,
player,201710290sea,htx,LechSh20,xpm,,,,,,
player,201710290sea,htx,LechSh20,xpa,,,,,,
player,201710290sea,htx,LechSh20,fgm,,,,,,
player,201710290sea,htx,LechSh20,fga,,,,,,
player,201710290sea,htx,LechSh20,punt,5,,,,,
player,201710290sea,htx,LechSh20,punt_yds,265,,,,,
player,201710290sea,htx,LechSh20,punt_yds_per_punt,53.0,,,,,
player,201710290sea,htx,LechSh20,punt_long,63,,,,,
player,201710290sea,sea,WalsBl00,xpm,5,,,,,
player,201710290sea,sea,WalsBl00,xpa,5,,,,,
player,201710290sea,sea,WalsBl00,fgm,2,,,,,
player,201710290sea,sea,WalsBl00,fga,2,,,,,
player,201710290sea,sea,WalsBl00,punt,0,,,,,
player,201710290sea,sea,WalsBl00,punt_yds,0,,,,,
player,201710290sea,sea,WalsBl00,punt_yds_per_punt,,,,,,
player,201710290sea,sea,WalsBl00,punt_long,0,,,,,
player,201710290sea,sea,RyanJo21,xpm,,,,,,
player,201710290sea,sea,RyanJo21,xpa,,,,,,
player,201710290sea,sea,RyanJo21,fgm,,,,,,
player,201710290sea,sea,RyanJo21,fga,,,,,,
player,201710290sea,sea,RyanJo21,punt,5,,,,,
player,201710290sea,sea,RyanJo21,punt_yds,237,,,,,
player,201710290sea,sea,RyanJo21,punt_yds_per_punt,47.4,,,,,
player,201710290sea,sea,RyanJo21,punt_long,55,,,,,
player,201710290sea,sea,AbouOd00,pos,G,,,,,
player,201710290sea,sea,AbouOd00,offense,69,,,,,
player,201710290sea,sea,AbouOd00,off_pct,100%,,,,,
player,201710290sea,sea,AbouOd00,defense,0,,,,,
player,201710290sea,sea,AbouOd00,def_pct,0%,,,,,
player,201710290sea,sea,AbouOd00,special_teams,7,,,,,
player,201710290sea,sea,AbouOd00,st_pct,18%,,,,,
player,201710290sea,sea,PociEt00,pos,C,,,,,
player,201710290sea,sea,PociEt00,offense,69,,,,,
player,201710290sea,sea,PociEt00,off_pct,100%,,,,,
player,201710290sea,sea,PociEt00,defense,0,,,,,
player,201710290sea,sea,PociEt00,def_pct,0%,,,,,
player,201710290sea,sea,PociEt00,special_teams,7,,,,,
player,201710290sea,sea,PociEt00,st_pct,18%,,,,,
player,201710290sea,sea,IfedGe00,pos,T,,,,,
player,201710290sea,sea,IfedGe00,offense,69,,,,,
player,201710290sea,sea,IfedGe00,off_pct,100%,,,,,
player,201710290sea,sea,IfedGe00,defense,0,,,,,
player,201710290sea,sea,IfedGe00,def_pct,0%,,,,,
player,201710290sea,sea,IfedGe00,special_teams,7,,,,,
player,201710290sea,sea,IfedGe00,st_pct,18%,,,,,
player,201710290sea,sea,OdhiRe00,pos,T,,,,,
player,201710290sea,sea,OdhiRe00,offense,69,,,,,
player,201710290sea,sea,OdhiRe00,off_pct,100%,,,,,
player,201710290sea,sea,OdhiRe00,defense,0,,,,,
player,201710290sea,sea,OdhiRe00,def_pct,0%,,,,,
player,201710290sea,sea,OdhiRe00,special_teams,7,,,,,
player,201710290sea,sea,OdhiRe00,st_pct,18%,,,,,
player,201710290sea,sea,WilsRu00,pos,QB,,,,,
player,201710290sea,sea,WilsRu00,offense,69,,,,,
player,201710290sea,sea,WilsRu00,off_pct,100%,,,,,
player,201710290sea,sea,WilsRu00,defense,0,,,,,
player,201710290sea,sea,WilsRu00,def_pct,0%,,,,,
player,201710290sea,sea,WilsRu00,special_teams,0,,,,,
player,201710290sea,sea,WilsRu00,st_pct,0%,,,,,
player,201710290sea,sea,BritJu00,pos,C,,,,,
player,201710290sea,sea,BritJu00,offense,69,,,,,
player,201710290sea,sea,BritJu00,off_pct,100%,,,,,
player,201710290sea,sea,BritJu00,defense,0,,,,,
player,201710290sea,sea,BritJu00,def_pct,0%,,,,,
player,201710290sea,sea,BritJu00,special_teams,0,,,,,
player,201710290sea,sea,BritJu00,st_pct,0%,,,,,
player,201710290sea,sea,RichPa01,pos,WR,,,,,
player,201710290sea,sea,RichPa01,offense,56,,,,,
player,201710290sea,sea,RichPa01,off_pct,81%,,,,,
player,201710290sea,sea,RichPa01,defense,0,,,,,
player,201710290sea,sea,RichPa01,def_pct,0%,,,,,
player,201710290sea,sea,RichPa01,special_teams,0,,,,,
player,201710290sea,sea,RichPa01,st_pct,0%,,,,,
player,201710290sea,sea,BaldDo00,pos,WR,,,,,
player,201710290sea,sea,BaldDo00,offense,49,,,,,
player,201710290sea,sea,BaldDo00,off_pct,71%,,,,,
player,201710290sea,sea,BaldDo00,defense,0,,,,,
player,201710290sea,sea,BaldDo00,def_pct,0%,,,,,
player,201710290sea,sea,BaldDo00,special_teams,0,,,,,
player,201710290sea,sea,BaldDo00,st_pct,0%,,,,,
player,201710290sea,sea,GrahJi00,pos,TE,,,,,
player,201710290sea,sea,GrahJi00,offense,49,,,,,
player,201710290sea,sea,GrahJi00,off_pct,71%,,,,,
player,201710290sea,sea,GrahJi00,defense,0,,,,,
player,201710290sea,sea,GrahJi00,def_pct,0%,,,,,
player,201710290sea,sea,GrahJi00,special_teams,0,,,,,
player,201710290sea,sea,GrahJi00,st_pct,0%,,,,,
player,201710290sea,sea,RawlTh00,pos,RB,,,,,
player,201710290sea,sea,RawlTh00,offense,41,,,,,
player,201710290sea,sea,RawlTh00,off_pct,59%,,,,,
player,201710290sea,sea,RawlTh00,defense,0,,,,,
player,201710290sea,sea,RawlTh00,def_pct,0%,,,,,
player,201710290sea,sea,RawlTh00,special_teams,0,,,,,
player,201710290sea,sea,RawlTh00,st_pct,0%,,,,,
player,201710290sea,sea,LockTy00,pos,WR,,,,,
player,201710290sea,sea,LockTy00,offense,39,,,,,
player,201710290sea,sea,LockTy00,off_pct,57%,,,,,
player,201710290sea,sea,LockTy00,defense,0,,,,,
player,201710290sea,sea,LockTy00,def_pct,0%,,,,,
player,201710290sea,sea,LockTy00,special_teams,12,,,,,
player,201710290sea,sea,LockTy00,st_pct,32%,,,,,
player,201710290sea,sea,McEvTa01,pos,WR,,,,,
player,201710290sea,sea,McEvTa01,offense,20,,,,,
player,201710290sea,sea,McEvTa01,off_pct,29%,,,,,
player,201710290sea,sea,McEvTa01,defense,0,,,,,
player,201710290sea,sea,McEvTa01,def_pct,0%,,,,,
player,201710290sea,sea,McEvTa01,special_teams,25,,,,,
player,201710290sea,sea,McEvTa01,st_pct,66%,,,,,
player,201710290sea,sea,WillLu00,pos,TE,,,,,
player,201710290sea,sea,WillLu00,offense,19,,,,,
player,201710290sea,sea,WillLu00,off_pct,28%,,,,,
player,201710290sea,sea,WillLu00,defense,0,,,,,
player,201710290sea,sea,WillLu00,def_pct,0%,,,,,
player,201710290sea,sea,WillLu00,special_teams,19,,,,,
player,201710290sea,sea,WillLu00,st_pct,50%,,,,,
player,201710290sea,sea,VannNi00,pos,TE,,,,,
player,201710290sea,sea,VannNi00,offense,18,,,,,
player,201710290sea,sea,VannNi00,off_pct,26%,,,,,
player,201710290sea,sea,VannNi00,defense,0,,,,,
player,201710290sea,sea,VannNi00,def_pct,0%,,,,,
player,201710290sea,sea,VannNi00,special_teams,19,,,,,
player,201710290sea,sea,VannNi00,st_pct,50%,,,,,
player,201710290sea,sea,McKiJ.00,pos,WR,,,,,
player,201710290sea,sea,McKiJ.00,offense,16,,,,,
player,201710290sea,sea,McKiJ.00,off_pct,23%,,,,,
player,201710290sea,sea,McKiJ.00,defense,0,,,,,
player,201710290sea,sea,McKiJ.00,def_pct,0%,,,,,
player,201710290sea,sea,McKiJ.00,special_teams,8,,,,,
player,201710290sea,sea,McKiJ.00,st_pct,21%,,,,,
player,201710290sea,sea,MaddTr01,pos,FB,,,,,
player,201710290sea,sea,MaddTr01,offense,15,,,,,
player,201710290sea,sea,MaddTr01,off_pct,22%,,,,,
player,201710290sea,sea,MaddTr01,defense,0,,,,,
player,201710290sea,sea,MaddTr01,def_pct,0%,,,,,
player,201710290sea,sea,MaddTr01,special_teams,25,,,,,
player,201710290sea,sea,MaddTr01,st_pct,66%,,,,,
player,201710290sea,sea,LacyEd00,pos,RB,,,,,
player,201710290sea,sea,LacyEd00,offense,12,,,,,
player,201710290sea,sea,LacyEd00,off_pct,17%,,,,,
player,201710290sea,sea,LacyEd00,defense,0,,,,,
player,201710290sea,sea,LacyEd00,def_pct,0%,,,,,
player,201710290sea,sea,LacyEd00,special_teams,0,,,,,
player,201710290sea,sea,LacyEd00,st_pct,0%,,,,,
player,201710290sea,sea,DarbAm00,pos,WR,,,,,
player,201710290sea,sea,DarbAm00,offense,10,,,,,
player,201710290sea,sea,DarbAm00,off_pct,14%,,,,,
player,201710290sea,sea,DarbAm00,defense,0,,,,,
player,201710290sea,sea,DarbAm00,def_pct,0%,,,,,
player,201710290sea,sea,DarbAm00,special_teams,5,,,,,
player,201710290sea,sea,DarbAm00,st_pct,13%,,,,,
player,201710290sea,sea,TobiMa00,pos,T,,,,,
player,201710290sea,sea,TobiMa00,offense,1,,,,,
player,201710290sea,sea,TobiMa00,off_pct,1%,,,,,
player,201710290sea,sea,TobiMa00,defense,0,,,,,
player,201710290sea,sea,TobiMa00,def_pct,0%,,,,,
player,201710290sea,sea,TobiMa00,special_teams,14,,,,,
player,201710290sea,sea,TobiMa00,st_pct,37%,,,,,
player,201710290sea,sea,SherRi00,pos,CB,,,,,
player,201710290sea,sea,SherRi00,offense,0,,,,,
player,201710290sea,sea,SherRi00,off_pct,0%,,,,,
player,201710290sea,sea,SherRi00,defense,71,,,,,
player,201710290sea,sea,SherRi00,def_pct,100%,,,,,
player,201710290sea,sea,SherRi00,special_teams,6,,,,,
player,201710290sea,sea,SherRi00,st_pct,16%,,,,,
player,201710290sea,sea,WrigK.00,pos,LB,,,,,
player,201710290sea,sea,WrigK.00,offense,0,,,,,
player,201710290sea,sea,WrigK.00,off_pct,0%,,,,,
player,201710290sea,sea,WrigK.00,defense,71,,,,,
player,201710290sea,sea,WrigK.00,def_pct,100%,,,,,
player,201710290sea,sea,WrigK.00,special_teams,6,,,,,
player,201710290sea,sea,WrigK.00,st_pct,16%,,,,,
player,201710290sea,sea,WagnBo00,pos,LB,,,,,
player,201710290sea,sea,WagnBo00,offense,0,,,,,
player,201710290sea,sea,WagnBo00,off_pct,0%,,,,,
player,201710290sea,sea,WagnBo00,defense,71,,,,,
player,201710290sea,sea,WagnBo00,def_pct,100%,,,,,
player,201710290sea,sea,WagnBo00,special_teams,6,,,,,
player,201710290sea,sea,WagnBo00,st_pct,16%,,,,,
player,201710290sea,sea,ChanKa99,pos,SS,,,,,
player,201710290sea,sea,ChanKa99,offense,0,,,,,
player,201710290sea,sea,ChanKa99,off_pct,0%,,,,,
player,201710290sea,sea,ChanKa99,defense,71,,,,,
player,201710290sea,sea,ChanKa99,def_pct,100%,,,,,
player,201710290sea,sea,ChanKa99,special_teams,0,,,,,
player,201710290sea,sea,ChanKa99,st_pct,0%,,,,,
player,201710290sea,sea,GrifSh00,pos,CB,,,,,
player,201710290sea,sea,GrifSh00,offense,0,,,,,
player,201710290sea,sea,GrifSh00,off_pct,0%,,,,,
player,201710290sea,sea,GrifSh00,defense,71,,,,,
player,201710290sea,sea,GrifSh00,def_pct,100%,,,,,
player,201710290sea,sea,GrifSh00,special_teams,0,,,,,
player,201710290sea,sea,GrifSh00,st_pct,0%,,,,,
player,201710290sea,sea,ThomEa99,pos,FS,,,,,
player,201710290sea,sea,ThomEa99,offense,0,,,,,
player,201710290sea,sea,ThomEa99,off_pct,0%,,,,,
player,201710290sea,sea,ThomEa99,defense,64,,,,,
player,201710290sea,sea,ThomEa99,def_pct,90%,,,,,
player,201710290sea,sea,ThomEa99,special_teams,0,,,,,
player,201710290sea,sea,ThomEa99,st_pct,0%,,,,,
player,201710290sea,sea,BennMi99,pos,DE,,,,,
player,201710290sea,sea,BennMi99,offense,0,,,,,
player,201710290sea,sea,BennMi99,off_pct,0%,,,,,
player,201710290sea,sea,BennMi99,defense,59,,,,,
player,201710290sea,sea,BennMi99,def_pct,83%,,,,,
player,201710290sea,sea,BennMi99,special_teams,0,,,,,
player,201710290sea,sea,BennMi99,st_pct,0%,,,,,
player,201710290sea,sea,RichSh00,pos,DT,,,,,
player,201710290sea,sea,RichSh00,offense,0,,,,,
player,201710290sea,sea,RichSh00,off_pct,0%,,,,,
player,201710290sea,sea,RichSh00,defense,55,,,,,
player,201710290sea,sea,RichSh00,def_pct,77%,,,,,
player,201710290sea,sea,RichSh00,special_teams,6,,,,,
player,201710290sea,sea,RichSh00,st_pct,16%,,,,,
player,201710290sea,sea,ClarFr01,pos,DE,,,,,
player,201710290sea,sea,ClarFr01,offense,0,,,,,
player,201710290sea,sea,ClarFr01,off_pct,0%,,,,,
player,201710290sea,sea,ClarFr01,defense,49,,,,,
player,201710290sea,sea,ClarFr01,def_pct,69%,,,,,
player,201710290sea,sea,ClarFr01,special_teams,0,,,,,
player,201710290sea,sea,ClarFr01,st_pct,0%,,,,,
player,201710290sea,sea,ColeJu01,pos,CB,,,,,
player,201710290sea,sea,ColeJu01,offense,0,,,,,
player,201710290sea,sea,ColeJu01,off_pct,0%,,,,,
player,201710290sea,sea,ColeJu01,defense,44,,,,,
player,201710290sea,sea,ColeJu01,def_pct,62%,,,,,
player,201710290sea,sea,ColeJu01,special_teams,13,,,,,
player,201710290sea,sea,ColeJu01,st_pct,34%,,,,,
player,201710290sea,sea,ReedJa02,pos,DT,,,,,
player,201710290sea,sea,ReedJa02,offense,0,,,,,
player,201710290sea,sea,ReedJa02,off_pct,0%,,,,,
player,201710290sea,sea,ReedJa02,defense,41,,,,,
player,201710290sea,sea,ReedJa02,def_pct,58%,,,,,
player,201710290sea,sea,ReedJa02,special_teams,6,,,,,
player,201710290sea,sea,ReedJa02,st_pct,16%,,,,,
player,201710290sea,sea,JoneNa00,pos,DT,,,,,
player,201710290sea,sea,JoneNa00,offense,0,,,,,
player,201710290sea,sea,JoneNa00,off_pct,0%,,,,,
player,201710290sea,sea,JoneNa00,defense,23,,,,,
player,201710290sea,sea,JoneNa00,def_pct,32%,,,,,
player,201710290sea,sea,JoneNa00,special_teams,6,,,,,
player,201710290sea,sea,JoneNa00,st_pct,16%,,,,,
player,201710290sea,sea,SmitMa03,pos,DE,,,,,
player,201710290sea,sea,SmitMa03,offense,0,,,,,
player,201710290sea,sea,SmitMa03,off_pct,0%,,,,,
player,201710290sea,sea,SmitMa03,defense,22,,,,,
player,201710290sea,sea,SmitMa03,def_pct,31%,,,,,
player,201710290sea,sea,SmitMa03,special_teams,6,,,,,
player,201710290sea,sea,SmitMa03,st_pct,16%,,,,,
player,201710290sea,sea,FreeDw00,pos,DE,,,,,
player,201710290sea,sea,FreeDw00,offense,0,,,,,
player,201710290sea,sea,FreeDw00,off_pct,0%,,,,,
player,201710290sea,sea,FreeDw00,defense,18,,,,,
player,201710290sea,sea,FreeDw00,def_pct,25%,,,,,
player,201710290sea,sea,FreeDw00,special_teams,0,,,,,
player,201710290sea,sea,FreeDw00,st_pct,0%,,,,,
player,201710290sea,sea,JackBr04,pos,DE,,,,,
player,201710290sea,sea,JackBr04,offense,0,,,,,
player,201710290sea,sea,JackBr04,off_pct,0%,,,,,
player,201710290sea,sea,JackBr04,defense,17,,,,,
player,201710290sea,sea,JackBr04,def_pct,24%,,,,,
player,201710290sea,sea,JackBr04,special_teams,0,,,,,
player,201710290sea,sea,JackBr04,st_pct,0%,,,,,
player,201710290sea,sea,WilhMi00,pos,LB,,,,,
player,201710290sea,sea,WilhMi00,offense,0,,,,,
player,201710290sea,sea,WilhMi00,off_pct,0%,,,,,
player,201710290sea,sea,WilhMi00,defense,15,,,,,
