game,2017,1,20170907,201709070nwe,kan,"Kansas City Chiefs",42,nwe,"New England Patriots",27
player,201709070nwe,kan,HuntKa00,pass_cmp,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_att,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_yds,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_td,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_int,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_sacked,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_long,0,,,,,
player,201709070nwe,kan,HuntKa00,pass_rating,,,,,,
player,201709070nwe,kan,HuntKa00,rush_att,17,,,,,
player,201709070nwe,kan,HuntKa00,rush_yds,148,,,,,
player,201709070nwe,kan,HuntKa00,rush_td,1,,,,,
player,201709070nwe,kan,HuntKa00,rush_long,58,,,,,
player,201709070nwe,kan,HuntKa00,targets,5,,,,,
player,201709070nwe,kan,HuntKa00,rec,5,,,,,
player,201709070nwe,kan,HuntKa00,rec_yds,98,,,,,
player,201709070nwe,kan,HuntKa00,rec_td,2,,,,,
player,201709070nwe,kan,HuntKa00,rec_long,78,,,,,
player,201709070nwe,kan,HuntKa00,fumbles,1,,,,,
player,201709070nwe,kan,HuntKa00,fumbles_lost,1,,,,,
player,201709070nwe,kan,WestCh01,pass_cmp,0,,,,,
player,201709070nwe,kan,WestCh01,pass_att,0,,,,,
player,201709070nwe,kan,WestCh01,pass_yds,0,,,,,
player,201709070nwe,kan,WestCh01,pass_td,0,,,,,
player,201709070nwe,kan,WestCh01,pass_int,0,,,,,
player,201709070nwe,kan,WestCh01,pass_sacked,0,,,,,
player,201709070nwe,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,WestCh01,pass_long,0,,,,,
player,201709070nwe,kan,WestCh01,pass_rating,,,,,,
player,201709070nwe,kan,WestCh01,rush_att,1,,,,,
player,201709070nwe,kan,WestCh01,rush_yds,21,,,,,
player,201709070nwe,kan,WestCh01,rush_td,1,,,,,
player,201709070nwe,kan,WestCh01,rush_long,21,,,,,
player,201709070nwe,kan,WestCh01,targets,1,,,,,
player,201709070nwe,kan,WestCh01,rec,1,,,,,
player,201709070nwe,kan,WestCh01,rec_yds,4,,,,,
player,201709070nwe,kan,WestCh01,rec_td,0,,,,,
player,201709070nwe,kan,WestCh01,rec_long,4,,,,,
player,201709070nwe,kan,WestCh01,fumbles,0,,,,,
player,201709070nwe,kan,WestCh01,fumbles_lost,0,,,,,
player,201709070nwe,kan,HillTy00,pass_cmp,0,,,,,
player,201709070nwe,kan,HillTy00,pass_att,0,,,,,
player,201709070nwe,kan,HillTy00,pass_yds,0,,,,,
player,201709070nwe,kan,HillTy00,pass_td,0,,,,,
player,201709070nwe,kan,HillTy00,pass_int,0,,,,,
player,201709070nwe,kan,HillTy00,pass_sacked,0,,,,,
player,201709070nwe,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,HillTy00,pass_long,0,,,,,
player,201709070nwe,kan,HillTy00,pass_rating,,,,,,
player,201709070nwe,kan,HillTy00,rush_att,2,,,,,
player,201709070nwe,kan,HillTy00,rush_yds,5,,,,,
player,201709070nwe,kan,HillTy00,rush_td,0,,,,,
player,201709070nwe,kan,HillTy00,rush_long,4,,,,,
player,201709070nwe,kan,HillTy00,targets,8,,,,,
player,201709070nwe,kan,HillTy00,rec,7,,,,,
player,201709070nwe,kan,HillTy00,rec_yds,133,,,,,
player,201709070nwe,kan,HillTy00,rec_td,1,,,,,
player,201709070nwe,kan,HillTy00,rec_long,75,,,,,
player,201709070nwe,kan,HillTy00,fumbles,1,,,,,
player,201709070nwe,kan,HillTy00,fumbles_lost,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_cmp,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_att,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_yds,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_td,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_int,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_sacked,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_long,0,,,,,
player,201709070nwe,kan,KelcTr00,pass_rating,,,,,,
player,201709070nwe,kan,KelcTr00,rush_att,1,,,,,
player,201709070nwe,kan,KelcTr00,rush_yds,4,,,,,
player,201709070nwe,kan,KelcTr00,rush_td,0,,,,,
player,201709070nwe,kan,KelcTr00,rush_long,4,,,,,
player,201709070nwe,kan,KelcTr00,targets,7,,,,,
player,201709070nwe,kan,KelcTr00,rec,5,,,,,
player,201709070nwe,kan,KelcTr00,rec_yds,40,,,,,
player,201709070nwe,kan,KelcTr00,rec_td,0,,,,,
player,201709070nwe,kan,KelcTr00,rec_long,14,,,,,
player,201709070nwe,kan,KelcTr00,fumbles,0,,,,,
player,201709070nwe,kan,KelcTr00,fumbles_lost,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_cmp,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_att,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_yds,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_td,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_int,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_sacked,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_long,0,,,,,
player,201709070nwe,kan,ThomDe05,pass_rating,,,,,,
player,201709070nwe,kan,ThomDe05,rush_att,1,,,,,
player,201709070nwe,kan,ThomDe05,rush_yds,4,,,,,
player,201709070nwe,kan,ThomDe05,rush_td,0,,,,,
player,201709070nwe,kan,ThomDe05,rush_long,4,,,,,
player,201709070nwe,kan,ThomDe05,targets,1,,,,,
player,201709070nwe,kan,ThomDe05,rec,1,,,,,
player,201709070nwe,kan,ThomDe05,rec_yds,-2,,,,,
player,201709070nwe,kan,ThomDe05,rec_td,0,,,,,
player,201709070nwe,kan,ThomDe05,rec_long,-2,,,,,
player,201709070nwe,kan,ThomDe05,fumbles,0,,,,,
player,201709070nwe,kan,ThomDe05,fumbles_lost,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_cmp,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_att,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_yds,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_td,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_int,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_sacked,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_long,0,,,,,
player,201709070nwe,kan,ConlCh00,pass_rating,,,,,,
player,201709070nwe,kan,ConlCh00,rush_att,0,,,,,
player,201709070nwe,kan,ConlCh00,rush_yds,0,,,,,
player,201709070nwe,kan,ConlCh00,rush_td,0,,,,,
player,201709070nwe,kan,ConlCh00,rush_long,0,,,,,
player,201709070nwe,kan,ConlCh00,targets,4,,,,,
player,201709070nwe,kan,ConlCh00,rec,2,,,,,
player,201709070nwe,kan,ConlCh00,rec_yds,43,,,,,
player,201709070nwe,kan,ConlCh00,rec_td,0,,,,,
player,201709070nwe,kan,ConlCh00,rec_long,25,,,,,
player,201709070nwe,kan,ConlCh00,fumbles,0,,,,,
player,201709070nwe,kan,ConlCh00,fumbles_lost,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_cmp,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_att,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_yds,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_td,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_int,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_sacked,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_long,0,,,,,
player,201709070nwe,kan,WilsAl02,pass_rating,,,,,,
player,201709070nwe,kan,WilsAl02,rush_att,0,,,,,
player,201709070nwe,kan,WilsAl02,rush_yds,0,,,,,
player,201709070nwe,kan,WilsAl02,rush_td,0,,,,,
player,201709070nwe,kan,WilsAl02,rush_long,0,,,,,
player,201709070nwe,kan,WilsAl02,targets,5,,,,,
player,201709070nwe,kan,WilsAl02,rec,5,,,,,
player,201709070nwe,kan,WilsAl02,rec_yds,37,,,,,
player,201709070nwe,kan,WilsAl02,rec_td,0,,,,,
player,201709070nwe,kan,WilsAl02,rec_long,13,,,,,
player,201709070nwe,kan,WilsAl02,fumbles,0,,,,,
player,201709070nwe,kan,WilsAl02,fumbles_lost,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_cmp,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_att,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_yds,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_td,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_int,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_sacked,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_long,0,,,,,
player,201709070nwe,kan,HarrDe03,pass_rating,,,,,,
player,201709070nwe,kan,HarrDe03,rush_att,0,,,,,
player,201709070nwe,kan,HarrDe03,rush_yds,0,,,,,
player,201709070nwe,kan,HarrDe03,rush_td,0,,,,,
player,201709070nwe,kan,HarrDe03,rush_long,0,,,,,
player,201709070nwe,kan,HarrDe03,targets,2,,,,,
player,201709070nwe,kan,HarrDe03,rec,2,,,,,
player,201709070nwe,kan,HarrDe03,rec_yds,15,,,,,
player,201709070nwe,kan,HarrDe03,rec_td,1,,,,,
player,201709070nwe,kan,HarrDe03,rec_long,8,,,,,
player,201709070nwe,kan,HarrDe03,fumbles,0,,,,,
player,201709070nwe,kan,HarrDe03,fumbles_lost,0,,,,,
player,201709070nwe,kan,TravRo00,pass_cmp,0,,,,,
player,201709070nwe,kan,TravRo00,pass_att,0,,,,,
player,201709070nwe,kan,TravRo00,pass_yds,0,,,,,
player,201709070nwe,kan,TravRo00,pass_td,0,,,,,
player,201709070nwe,kan,TravRo00,pass_int,0,,,,,
player,201709070nwe,kan,TravRo00,pass_sacked,0,,,,,
player,201709070nwe,kan,TravRo00,pass_sacked_yds,0,,,,,
player,201709070nwe,kan,TravRo00,pass_long,0,,,,,
player,201709070nwe,kan,TravRo00,pass_rating,,,,,,
player,201709070nwe,kan,TravRo00,rush_att,0,,,,,
player,201709070nwe,kan,TravRo00,rush_yds,0,,,,,
player,201709070nwe,kan,TravRo00,rush_td,0,,,,,
player,201709070nwe,kan,TravRo00,rush_long,0,,,,,
player,201709070nwe,kan,TravRo00,targets,1,,,,,
player,201709070nwe,kan,TravRo00,rec,0,,,,,
player,201709070nwe,kan,TravRo00,rec_yds,0,,,,,
player,201709070nwe,kan,TravRo00,rec_td,0,,,,,
player,201709070nwe,kan,TravRo00,rec_long,0,,,,,
player,201709070nwe,kan,TravRo00,fumbles,0,,,,,
player,201709070nwe,kan,TravRo00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,BradTo00,pass_cmp,16,,,,,
player,201709070nwe,nwe,BradTo00,pass_att,36,,,,,
player,201709070nwe,nwe,BradTo00,pass_yds,267,,,,,
player,201709070nwe,nwe,BradTo00,pass_td,0,,,,,
player,201709070nwe,nwe,BradTo00,pass_int,0,,,,,
player,201709070nwe,nwe,BradTo00,pass_sacked,3,,,,,
player,201709070nwe,nwe,BradTo00,pass_sacked_yds,20,,,,,
player,201709070nwe,nwe,BradTo00,pass_long,54,,,,,
player,201709070nwe,nwe,BradTo00,pass_rating,70.0,,,,,
player,201709070nwe,nwe,BradTo00,rush_att,2,,,,,
player,201709070nwe,nwe,BradTo00,rush_yds,0,,,,,
player,201709070nwe,nwe,BradTo00,rush_td,0,,,,,
player,201709070nwe,nwe,BradTo00,rush_long,1,,,,,
player,201709070nwe,nwe,BradTo00,targets,0,,,,,
player,201709070nwe,nwe,BradTo00,rec,0,,,,,
player,201709070nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201709070nwe,nwe,BradTo00,rec_td,0,,,,,
player,201709070nwe,nwe,BradTo00,rec_long,0,,,,,
player,201709070nwe,nwe,BradTo00,fumbles,0,,,,,
player,201709070nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_cmp,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_att,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_yds,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_td,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_int,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_sacked,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_long,0,,,,,
player,201709070nwe,nwe,GillMi00,pass_rating,,,,,,
player,201709070nwe,nwe,GillMi00,rush_att,15,,,,,
player,201709070nwe,nwe,GillMi00,rush_yds,45,,,,,
player,201709070nwe,nwe,GillMi00,rush_td,3,,,,,
player,201709070nwe,nwe,GillMi00,rush_long,16,,,,,
player,201709070nwe,nwe,GillMi00,targets,0,,,,,
player,201709070nwe,nwe,GillMi00,rec,0,,,,,
player,201709070nwe,nwe,GillMi00,rec_yds,0,,,,,
player,201709070nwe,nwe,GillMi00,rec_td,0,,,,,
player,201709070nwe,nwe,GillMi00,rec_long,0,,,,,
player,201709070nwe,nwe,GillMi00,fumbles,0,,,,,
player,201709070nwe,nwe,GillMi00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201709070nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201709070nwe,nwe,WhitJa02,rush_att,10,,,,,
player,201709070nwe,nwe,WhitJa02,rush_yds,38,,,,,
player,201709070nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201709070nwe,nwe,WhitJa02,rush_long,10,,,,,
player,201709070nwe,nwe,WhitJa02,targets,5,,,,,
player,201709070nwe,nwe,WhitJa02,rec,3,,,,,
player,201709070nwe,nwe,WhitJa02,rec_yds,30,,,,,
player,201709070nwe,nwe,WhitJa02,rec_td,0,,,,,
player,201709070nwe,nwe,WhitJa02,rec_long,26,,,,,
player,201709070nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201709070nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201709070nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201709070nwe,nwe,HogaCh00,rush_att,3,,,,,
player,201709070nwe,nwe,HogaCh00,rush_yds,17,,,,,
player,201709070nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201709070nwe,nwe,HogaCh00,rush_long,13,,,,,
player,201709070nwe,nwe,HogaCh00,targets,5,,,,,
player,201709070nwe,nwe,HogaCh00,rec,1,,,,,
player,201709070nwe,nwe,HogaCh00,rec_yds,8,,,,,
player,201709070nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201709070nwe,nwe,HogaCh00,rec_long,8,,,,,
player,201709070nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201709070nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_cmp,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_att,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_yds,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_td,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_int,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_sacked,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_long,0,,,,,
player,201709070nwe,nwe,BurkRe00,pass_rating,,,,,,
player,201709070nwe,nwe,BurkRe00,rush_att,3,,,,,
player,201709070nwe,nwe,BurkRe00,rush_yds,15,,,,,
player,201709070nwe,nwe,BurkRe00,rush_td,0,,,,,
player,201709070nwe,nwe,BurkRe00,rush_long,14,,,,,
player,201709070nwe,nwe,BurkRe00,targets,3,,,,,
player,201709070nwe,nwe,BurkRe00,rec,1,,,,,
player,201709070nwe,nwe,BurkRe00,rec_yds,8,,,,,
player,201709070nwe,nwe,BurkRe00,rec_td,0,,,,,
player,201709070nwe,nwe,BurkRe00,rec_long,8,,,,,
player,201709070nwe,nwe,BurkRe00,fumbles,0,,,,,
player,201709070nwe,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_cmp,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_att,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_yds,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_td,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_int,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_sacked,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_long,0,,,,,
player,201709070nwe,nwe,LewiDi00,pass_rating,,,,,,
player,201709070nwe,nwe,LewiDi00,rush_att,2,,,,,
player,201709070nwe,nwe,LewiDi00,rush_yds,9,,,,,
player,201709070nwe,nwe,LewiDi00,rush_td,0,,,,,
player,201709070nwe,nwe,LewiDi00,rush_long,5,,,,,
player,201709070nwe,nwe,LewiDi00,targets,0,,,,,
player,201709070nwe,nwe,LewiDi00,rec,0,,,,,
player,201709070nwe,nwe,LewiDi00,rec_yds,0,,,,,
player,201709070nwe,nwe,LewiDi00,rec_td,0,,,,,
player,201709070nwe,nwe,LewiDi00,rec_long,0,,,,,
player,201709070nwe,nwe,LewiDi00,fumbles,0,,,,,
player,201709070nwe,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201709070nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201709070nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201709070nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201709070nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201709070nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201709070nwe,nwe,AmenDa00,targets,7,,,,,
player,201709070nwe,nwe,AmenDa00,rec,6,,,,,
player,201709070nwe,nwe,AmenDa00,rec_yds,100,,,,,
player,201709070nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201709070nwe,nwe,AmenDa00,rec_long,27,,,,,
player,201709070nwe,nwe,AmenDa00,fumbles,1,,,,,
player,201709070nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_cmp,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_att,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_yds,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_td,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_int,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_sacked,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_long,0,,,,,
player,201709070nwe,nwe,CookBr00,pass_rating,,,,,,
player,201709070nwe,nwe,CookBr00,rush_att,0,,,,,
player,201709070nwe,nwe,CookBr00,rush_yds,0,,,,,
player,201709070nwe,nwe,CookBr00,rush_td,0,,,,,
player,201709070nwe,nwe,CookBr00,rush_long,0,,,,,
player,201709070nwe,nwe,CookBr00,targets,7,,,,,
player,201709070nwe,nwe,CookBr00,rec,3,,,,,
player,201709070nwe,nwe,CookBr00,rec_yds,88,,,,,
player,201709070nwe,nwe,CookBr00,rec_td,0,,,,,
player,201709070nwe,nwe,CookBr00,rec_long,54,,,,,
player,201709070nwe,nwe,CookBr00,fumbles,0,,,,,
player,201709070nwe,nwe,CookBr00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_att,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_td,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_int,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_long,0,,,,,
player,201709070nwe,nwe,GronRo00,pass_rating,,,,,,
player,201709070nwe,nwe,GronRo00,rush_att,0,,,,,
player,201709070nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201709070nwe,nwe,GronRo00,rush_td,0,,,,,
player,201709070nwe,nwe,GronRo00,rush_long,0,,,,,
player,201709070nwe,nwe,GronRo00,targets,6,,,,,
player,201709070nwe,nwe,GronRo00,rec,2,,,,,
player,201709070nwe,nwe,GronRo00,rec_yds,33,,,,,
player,201709070nwe,nwe,GronRo00,rec_td,0,,,,,
player,201709070nwe,nwe,GronRo00,rec_long,17,,,,,
player,201709070nwe,nwe,GronRo00,fumbles,0,,,,,
player,201709070nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_cmp,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_att,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_yds,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_td,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_int,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_sacked,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_long,0,,,,,
player,201709070nwe,nwe,DorsPh00,pass_rating,,,,,,
player,201709070nwe,nwe,DorsPh00,rush_att,0,,,,,
player,201709070nwe,nwe,DorsPh00,rush_yds,0,,,,,
player,201709070nwe,nwe,DorsPh00,rush_td,0,,,,,
player,201709070nwe,nwe,DorsPh00,rush_long,0,,,,,
player,201709070nwe,nwe,DorsPh00,targets,1,,,,,
player,201709070nwe,nwe,DorsPh00,rec,0,,,,,
player,201709070nwe,nwe,DorsPh00,rec_yds,0,,,,,
player,201709070nwe,nwe,DorsPh00,rec_td,0,,,,,
player,201709070nwe,nwe,DorsPh00,rec_long,0,,,,,
player,201709070nwe,nwe,DorsPh00,fumbles,0,,,,,
player,201709070nwe,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_cmp,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_att,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_yds,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_td,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_int,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_sacked,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_long,0,,,,,
player,201709070nwe,nwe,AlleDw00,pass_rating,,,,,,
player,201709070nwe,nwe,AlleDw00,rush_att,0,,,,,
player,201709070nwe,nwe,AlleDw00,rush_yds,0,,,,,
player,201709070nwe,nwe,AlleDw00,rush_td,0,,,,,
player,201709070nwe,nwe,AlleDw00,rush_long,0,,,,,
