game,2017,8,20171029,201710290nor,chi,"Chicago Bears",12,nor,"New Orleans Saints",20
player,201710290nor,chi,TrubMi00,fumbles_lost,0,,,,,
player,201710290nor,chi,HowaJo00,pass_cmp,0,,,,,
player,201710290nor,chi,HowaJo00,pass_att,0,,,,,
player,201710290nor,chi,HowaJo00,pass_yds,0,,,,,
player,201710290nor,chi,HowaJo00,pass_td,0,,,,,
player,201710290nor,chi,HowaJo00,pass_int,0,,,,,
player,201710290nor,chi,HowaJo00,pass_sacked,0,,,,,
player,201710290nor,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201710290nor,chi,HowaJo00,pass_long,0,,,,,
player,201710290nor,chi,HowaJo00,pass_rating,,,,,,
player,201710290nor,chi,HowaJo00,rush_att,23,,,,,
player,201710290nor,chi,HowaJo00,rush_yds,102,,,,,
player,201710290nor,chi,HowaJo00,rush_td,0,,,,,
player,201710290nor,chi,HowaJo00,rush_long,50,,,,,
player,201710290nor,chi,HowaJo00,targets,5,,,,,
player,201710290nor,chi,HowaJo00,rec,3,,,,,
player,201710290nor,chi,HowaJo00,rec_yds,19,,,,,
player,201710290nor,chi,HowaJo00,rec_td,0,,,,,
player,201710290nor,chi,HowaJo00,rec_long,12,,,,,
player,201710290nor,chi,HowaJo00,fumbles,0,,,,,
player,201710290nor,chi,HowaJo00,fumbles_lost,0,,,,,
player,201710290nor,chi,CoheTa00,pass_cmp,0,,,,,
player,201710290nor,chi,CoheTa00,pass_att,0,,,,,
player,201710290nor,chi,CoheTa00,pass_yds,0,,,,,
player,201710290nor,chi,CoheTa00,pass_td,0,,,,,
player,201710290nor,chi,CoheTa00,pass_int,0,,,,,
player,201710290nor,chi,CoheTa00,pass_sacked,0,,,,,
player,201710290nor,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201710290nor,chi,CoheTa00,pass_long,0,,,,,
player,201710290nor,chi,CoheTa00,pass_rating,,,,,,
player,201710290nor,chi,CoheTa00,rush_att,4,,,,,
player,201710290nor,chi,CoheTa00,rush_yds,2,,,,,
player,201710290nor,chi,CoheTa00,rush_td,1,,,,,
player,201710290nor,chi,CoheTa00,rush_long,5,,,,,
player,201710290nor,chi,CoheTa00,targets,3,,,,,
player,201710290nor,chi,CoheTa00,rec,1,,,,,
player,201710290nor,chi,CoheTa00,rec_yds,6,,,,,
player,201710290nor,chi,CoheTa00,rec_td,0,,,,,
player,201710290nor,chi,CoheTa00,rec_long,6,,,,,
player,201710290nor,chi,CoheTa00,fumbles,0,,,,,
player,201710290nor,chi,CoheTa00,fumbles_lost,0,,,,,
player,201710290nor,chi,McBrTr00,pass_cmp,0,,,,,
player,201710290nor,chi,McBrTr00,pass_att,0,,,,,
player,201710290nor,chi,McBrTr00,pass_yds,0,,,,,
player,201710290nor,chi,McBrTr00,pass_td,0,,,,,
player,201710290nor,chi,McBrTr00,pass_int,0,,,,,
player,201710290nor,chi,McBrTr00,pass_sacked,0,,,,,
player,201710290nor,chi,McBrTr00,pass_sacked_yds,0,,,,,
player,201710290nor,chi,McBrTr00,pass_long,0,,,,,
player,201710290nor,chi,McBrTr00,pass_rating,,,,,,
player,201710290nor,chi,McBrTr00,rush_att,0,,,,,
player,201710290nor,chi,McBrTr00,rush_yds,0,,,,,
player,201710290nor,chi,McBrTr00,rush_td,0,,,,,
player,201710290nor,chi,McBrTr00,rush_long,0,,,,,
player,201710290nor,chi,McBrTr00,targets,5,,,,,
player,201710290nor,chi,McBrTr00,rec,3,,,,,
player,201710290nor,chi,McBrTr00,rec_yds,92,,,,,
player,201710290nor,chi,McBrTr00,rec_td,0,,,,,
player,201710290nor,chi,McBrTr00,rec_long,45,,,,,
player,201710290nor,chi,McBrTr00,fumbles,0,,,,,
player,201710290nor,chi,McBrTr00,fumbles_lost,0,,,,,
player,201710290nor,chi,WrigKe01,pass_cmp,0,,,,,
player,201710290nor,chi,WrigKe01,pass_att,0,,,,,
player,201710290nor,chi,WrigKe01,pass_yds,0,,,,,
player,201710290nor,chi,WrigKe01,pass_td,0,,,,,
player,201710290nor,chi,WrigKe01,pass_int,0,,,,,
player,201710290nor,chi,WrigKe01,pass_sacked,0,,,,,
player,201710290nor,chi,WrigKe01,pass_sacked_yds,0,,,,,
player,201710290nor,chi,WrigKe01,pass_long,0,,,,,
player,201710290nor,chi,WrigKe01,pass_rating,,,,,,
player,201710290nor,chi,WrigKe01,rush_att,0,,,,,
player,201710290nor,chi,WrigKe01,rush_yds,0,,,,,
player,201710290nor,chi,WrigKe01,rush_td,0,,,,,
player,201710290nor,chi,WrigKe01,rush_long,0,,,,,
player,201710290nor,chi,WrigKe01,targets,8,,,,,
player,201710290nor,chi,WrigKe01,rec,2,,,,,
player,201710290nor,chi,WrigKe01,rec_yds,23,,,,,
player,201710290nor,chi,WrigKe01,rec_td,0,,,,,
player,201710290nor,chi,WrigKe01,rec_long,13,,,,,
player,201710290nor,chi,WrigKe01,fumbles,0,,,,,
player,201710290nor,chi,WrigKe01,fumbles_lost,0,,,,,
player,201710290nor,chi,SimsDi00,pass_cmp,0,,,,,
player,201710290nor,chi,SimsDi00,pass_att,0,,,,,
player,201710290nor,chi,SimsDi00,pass_yds,0,,,,,
player,201710290nor,chi,SimsDi00,pass_td,0,,,,,
player,201710290nor,chi,SimsDi00,pass_int,0,,,,,
player,201710290nor,chi,SimsDi00,pass_sacked,0,,,,,
player,201710290nor,chi,SimsDi00,pass_sacked_yds,0,,,,,
player,201710290nor,chi,SimsDi00,pass_long,0,,,,,
player,201710290nor,chi,SimsDi00,pass_rating,,,,,,
player,201710290nor,chi,SimsDi00,rush_att,0,,,,,
player,201710290nor,chi,SimsDi00,rush_yds,0,,,,,
player,201710290nor,chi,SimsDi00,rush_td,0,,,,,
player,201710290nor,chi,SimsDi00,rush_long,0,,,,,
player,201710290nor,chi,SimsDi00,targets,5,,,,,
player,201710290nor,chi,SimsDi00,rec,3,,,,,
player,201710290nor,chi,SimsDi00,rec_yds,15,,,,,
player,201710290nor,chi,SimsDi00,rec_td,0,,,,,
player,201710290nor,chi,SimsDi00,rec_long,7,,,,,
player,201710290nor,chi,SimsDi00,fumbles,0,,,,,
player,201710290nor,chi,SimsDi00,fumbles_lost,0,,,,,
player,201710290nor,chi,BrowDa04,pass_cmp,0,,,,,
player,201710290nor,chi,BrowDa04,pass_att,0,,,,,
player,201710290nor,chi,BrowDa04,pass_yds,0,,,,,
player,201710290nor,chi,BrowDa04,pass_td,0,,,,,
player,201710290nor,chi,BrowDa04,pass_int,0,,,,,
player,201710290nor,chi,BrowDa04,pass_sacked,0,,,,,
player,201710290nor,chi,BrowDa04,pass_sacked_yds,0,,,,,
player,201710290nor,chi,BrowDa04,pass_long,0,,,,,
player,201710290nor,chi,BrowDa04,pass_rating,,,,,,
player,201710290nor,chi,BrowDa04,rush_att,0,,,,,
player,201710290nor,chi,BrowDa04,rush_yds,0,,,,,
player,201710290nor,chi,BrowDa04,rush_td,0,,,,,
player,201710290nor,chi,BrowDa04,rush_long,0,,,,,
player,201710290nor,chi,BrowDa04,targets,1,,,,,
player,201710290nor,chi,BrowDa04,rec,1,,,,,
player,201710290nor,chi,BrowDa04,rec_yds,9,,,,,
player,201710290nor,chi,BrowDa04,rec_td,0,,,,,
player,201710290nor,chi,BrowDa04,rec_long,9,,,,,
player,201710290nor,chi,BrowDa04,fumbles,0,,,,,
player,201710290nor,chi,BrowDa04,fumbles_lost,0,,,,,
player,201710290nor,chi,GentTa00,pass_cmp,0,,,,,
player,201710290nor,chi,GentTa00,pass_att,0,,,,,
player,201710290nor,chi,GentTa00,pass_yds,0,,,,,
player,201710290nor,chi,GentTa00,pass_td,0,,,,,
player,201710290nor,chi,GentTa00,pass_int,0,,,,,
player,201710290nor,chi,GentTa00,pass_sacked,0,,,,,
player,201710290nor,chi,GentTa00,pass_sacked_yds,0,,,,,
player,201710290nor,chi,GentTa00,pass_long,0,,,,,
player,201710290nor,chi,GentTa00,pass_rating,,,,,,
player,201710290nor,chi,GentTa00,rush_att,0,,,,,
player,201710290nor,chi,GentTa00,rush_yds,0,,,,,
player,201710290nor,chi,GentTa00,rush_td,0,,,,,
player,201710290nor,chi,GentTa00,rush_long,0,,,,,
player,201710290nor,chi,GentTa00,targets,1,,,,,
player,201710290nor,chi,GentTa00,rec,0,,,,,
player,201710290nor,chi,GentTa00,rec_yds,0,,,,,
player,201710290nor,chi,GentTa00,rec_td,0,,,,,
player,201710290nor,chi,GentTa00,rec_long,0,,,,,
player,201710290nor,chi,GentTa00,fumbles,0,,,,,
player,201710290nor,chi,GentTa00,fumbles_lost,0,,,,,
player,201710290nor,chi,ShahAd00,pass_cmp,0,,,,,
player,201710290nor,chi,ShahAd00,pass_att,0,,,,,
player,201710290nor,chi,ShahAd00,pass_yds,0,,,,,
player,201710290nor,chi,ShahAd00,pass_td,0,,,,,
player,201710290nor,chi,ShahAd00,pass_int,0,,,,,
player,201710290nor,chi,ShahAd00,pass_sacked,0,,,,,
player,201710290nor,chi,ShahAd00,pass_sacked_yds,0,,,,,
player,201710290nor,chi,ShahAd00,pass_long,0,,,,,
player,201710290nor,chi,ShahAd00,pass_rating,,,,,,
player,201710290nor,chi,ShahAd00,rush_att,0,,,,,
player,201710290nor,chi,ShahAd00,rush_yds,0,,,,,
player,201710290nor,chi,ShahAd00,rush_td,0,,,,,
player,201710290nor,chi,ShahAd00,rush_long,0,,,,,
player,201710290nor,chi,ShahAd00,targets,1,,,,,
player,201710290nor,chi,ShahAd00,rec,0,,,,,
player,201710290nor,chi,ShahAd00,rec_yds,0,,,,,
player,201710290nor,chi,ShahAd00,rec_td,0,,,,,
player,201710290nor,chi,ShahAd00,rec_long,0,,,,,
player,201710290nor,chi,ShahAd00,fumbles,0,,,,,
player,201710290nor,chi,ShahAd00,fumbles_lost,0,,,,,
player,201710290nor,chi,CunnBe01,pass_cmp,0,,,,,
player,201710290nor,chi,CunnBe01,pass_att,0,,,,,
player,201710290nor,chi,CunnBe01,pass_yds,0,,,,,
player,201710290nor,chi,CunnBe01,pass_td,0,,,,,
player,201710290nor,chi,CunnBe01,pass_int,0,,,,,
player,201710290nor,chi,CunnBe01,pass_sacked,0,,,,,
player,201710290nor,chi,CunnBe01,pass_sacked_yds,0,,,,,
player,201710290nor,chi,CunnBe01,pass_long,0,,,,,
player,201710290nor,chi,CunnBe01,pass_rating,,,,,,
player,201710290nor,chi,CunnBe01,rush_att,1,,,,,
player,201710290nor,chi,CunnBe01,rush_yds,0,,,,,
player,201710290nor,chi,CunnBe01,rush_td,0,,,,,
player,201710290nor,chi,CunnBe01,rush_long,0,,,,,
player,201710290nor,chi,CunnBe01,targets,1,,,,,
player,201710290nor,chi,CunnBe01,rec,1,,,,,
player,201710290nor,chi,CunnBe01,rec_yds,0,,,,,
player,201710290nor,chi,CunnBe01,rec_td,0,,,,,
player,201710290nor,chi,CunnBe01,rec_long,0,,,,,
player,201710290nor,chi,CunnBe01,fumbles,0,,,,,
player,201710290nor,chi,CunnBe01,fumbles_lost,0,,,,,
player,201710290nor,chi,MillZa02,pass_cmp,0,,,,,
player,201710290nor,chi,MillZa02,pass_att,0,,,,,
player,201710290nor,chi,MillZa02,pass_yds,0,,,,,
player,201710290nor,chi,MillZa02,pass_td,0,,,,,
player,201710290nor,chi,MillZa02,pass_int,0,,,,,
player,201710290nor,chi,MillZa02,pass_sacked,0,,,,,
player,201710290nor,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201710290nor,chi,MillZa02,pass_long,0,,,,,
player,201710290nor,chi,MillZa02,pass_rating,,,,,,
player,201710290nor,chi,MillZa02,rush_att,0,,,,,
player,201710290nor,chi,MillZa02,rush_yds,0,,,,,
player,201710290nor,chi,MillZa02,rush_td,0,,,,,
player,201710290nor,chi,MillZa02,rush_long,0,,,,,
player,201710290nor,chi,MillZa02,targets,2,,,,,
player,201710290nor,chi,MillZa02,rec,0,,,,,
player,201710290nor,chi,MillZa02,rec_yds,0,,,,,
player,201710290nor,chi,MillZa02,rec_td,0,,,,,
player,201710290nor,chi,MillZa02,rec_long,0,,,,,
player,201710290nor,chi,MillZa02,fumbles,0,,,,,
player,201710290nor,chi,MillZa02,fumbles_lost,0,,,,,
player,201710290nor,nor,BreeDr00,pass_cmp,23,,,,,
player,201710290nor,nor,BreeDr00,pass_att,28,,,,,
player,201710290nor,nor,BreeDr00,pass_yds,299,,,,,
player,201710290nor,nor,BreeDr00,pass_td,0,,,,,
player,201710290nor,nor,BreeDr00,pass_int,0,,,,,
player,201710290nor,nor,BreeDr00,pass_sacked,2,,,,,
player,201710290nor,nor,BreeDr00,pass_sacked_yds,13,,,,,
player,201710290nor,nor,BreeDr00,pass_long,54,,,,,
player,201710290nor,nor,BreeDr00,pass_rating,111.2,,,,,
player,201710290nor,nor,BreeDr00,rush_att,4,,,,,
player,201710290nor,nor,BreeDr00,rush_yds,-2,,,,,
player,201710290nor,nor,BreeDr00,rush_td,0,,,,,
player,201710290nor,nor,BreeDr00,rush_long,1,,,,,
player,201710290nor,nor,BreeDr00,targets,0,,,,,
player,201710290nor,nor,BreeDr00,rec,0,,,,,
player,201710290nor,nor,BreeDr00,rec_yds,0,,,,,
player,201710290nor,nor,BreeDr00,rec_td,0,,,,,
player,201710290nor,nor,BreeDr00,rec_long,0,,,,,
player,201710290nor,nor,BreeDr00,fumbles,0,,,,,
player,201710290nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201710290nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201710290nor,nor,IngrMa01,pass_att,0,,,,,
player,201710290nor,nor,IngrMa01,pass_yds,0,,,,,
player,201710290nor,nor,IngrMa01,pass_td,0,,,,,
player,201710290nor,nor,IngrMa01,pass_int,0,,,,,
player,201710290nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201710290nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201710290nor,nor,IngrMa01,pass_long,0,,,,,
player,201710290nor,nor,IngrMa01,pass_rating,,,,,,
player,201710290nor,nor,IngrMa01,rush_att,18,,,,,
player,201710290nor,nor,IngrMa01,rush_yds,75,,,,,
player,201710290nor,nor,IngrMa01,rush_td,1,,,,,
player,201710290nor,nor,IngrMa01,rush_long,18,,,,,
player,201710290nor,nor,IngrMa01,targets,6,,,,,
player,201710290nor,nor,IngrMa01,rec,6,,,,,
player,201710290nor,nor,IngrMa01,rec_yds,24,,,,,
player,201710290nor,nor,IngrMa01,rec_td,0,,,,,
player,201710290nor,nor,IngrMa01,rec_long,16,,,,,
player,201710290nor,nor,IngrMa01,fumbles,2,,,,,
player,201710290nor,nor,IngrMa01,fumbles_lost,2,,,,,
player,201710290nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201710290nor,nor,KamaAl00,pass_att,0,,,,,
player,201710290nor,nor,KamaAl00,pass_yds,0,,,,,
player,201710290nor,nor,KamaAl00,pass_td,0,,,,,
player,201710290nor,nor,KamaAl00,pass_int,0,,,,,
player,201710290nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201710290nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201710290nor,nor,KamaAl00,pass_long,0,,,,,
player,201710290nor,nor,KamaAl00,pass_rating,,,,,,
player,201710290nor,nor,KamaAl00,rush_att,8,,,,,
player,201710290nor,nor,KamaAl00,rush_yds,28,,,,,
player,201710290nor,nor,KamaAl00,rush_td,1,,,,,
player,201710290nor,nor,KamaAl00,rush_long,10,,,,,
player,201710290nor,nor,KamaAl00,targets,3,,,,,
player,201710290nor,nor,KamaAl00,rec,3,,,,,
player,201710290nor,nor,KamaAl00,rec_yds,48,,,,,
player,201710290nor,nor,KamaAl00,rec_td,0,,,,,
player,201710290nor,nor,KamaAl00,rec_long,34,,,,,
player,201710290nor,nor,KamaAl00,fumbles,0,,,,,
player,201710290nor,nor,KamaAl00,fumbles_lost,0,,,,,
player,201710290nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201710290nor,nor,ThomMi05,pass_att,0,,,,,
player,201710290nor,nor,ThomMi05,pass_yds,0,,,,,
player,201710290nor,nor,ThomMi05,pass_td,0,,,,,
player,201710290nor,nor,ThomMi05,pass_int,0,,,,,
player,201710290nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201710290nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201710290nor,nor,ThomMi05,pass_long,0,,,,,
player,201710290nor,nor,ThomMi05,pass_rating,,,,,,
player,201710290nor,nor,ThomMi05,rush_att,0,,,,,
player,201710290nor,nor,ThomMi05,rush_yds,0,,,,,
player,201710290nor,nor,ThomMi05,rush_td,0,,,,,
player,201710290nor,nor,ThomMi05,rush_long,0,,,,,
player,201710290nor,nor,ThomMi05,targets,8,,,,,
player,201710290nor,nor,ThomMi05,rec,7,,,,,
player,201710290nor,nor,ThomMi05,rec_yds,77,,,,,
player,201710290nor,nor,ThomMi05,rec_td,0,,,,,
player,201710290nor,nor,ThomMi05,rec_long,23,,,,,
player,201710290nor,nor,ThomMi05,fumbles,0,,,,,
player,201710290nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201710290nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201710290nor,nor,GinnTe00,pass_att,0,,,,,
player,201710290nor,nor,GinnTe00,pass_yds,0,,,,,
player,201710290nor,nor,GinnTe00,pass_td,0,,,,,
player,201710290nor,nor,GinnTe00,pass_int,0,,,,,
player,201710290nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201710290nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201710290nor,nor,GinnTe00,pass_long,0,,,,,
player,201710290nor,nor,GinnTe00,pass_rating,,,,,,
player,201710290nor,nor,GinnTe00,rush_att,0,,,,,
player,201710290nor,nor,GinnTe00,rush_yds,0,,,,,
player,201710290nor,nor,GinnTe00,rush_td,0,,,,,
player,201710290nor,nor,GinnTe00,rush_long,0,,,,,
player,201710290nor,nor,GinnTe00,targets,4,,,,,
player,201710290nor,nor,GinnTe00,rec,2,,,,,
player,201710290nor,nor,GinnTe00,rec_yds,68,,,,,
player,201710290nor,nor,GinnTe00,rec_td,0,,,,,
player,201710290nor,nor,GinnTe00,rec_long,53,,,,,
player,201710290nor,nor,GinnTe00,fumbles,0,,,,,
player,201710290nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201710290nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201710290nor,nor,ColeBr00,pass_att,0,,,,,
player,201710290nor,nor,ColeBr00,pass_yds,0,,,,,
player,201710290nor,nor,ColeBr00,pass_td,0,,,,,
player,201710290nor,nor,ColeBr00,pass_int,0,,,,,
player,201710290nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201710290nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201710290nor,nor,ColeBr00,pass_long,0,,,,,
player,201710290nor,nor,ColeBr00,pass_rating,,,,,,
player,201710290nor,nor,ColeBr00,rush_att,0,,,,,
player,201710290nor,nor,ColeBr00,rush_yds,0,,,,,
player,201710290nor,nor,ColeBr00,rush_td,0,,,,,
player,201710290nor,nor,ColeBr00,rush_long,0,,,,,
player,201710290nor,nor,ColeBr00,targets,1,,,,,
player,201710290nor,nor,ColeBr00,rec,1,,,,,
player,201710290nor,nor,ColeBr00,rec_yds,54,,,,,
player,201710290nor,nor,ColeBr00,rec_td,0,,,,,
player,201710290nor,nor,ColeBr00,rec_long,54,,,,,
player,201710290nor,nor,ColeBr00,fumbles,0,,,,,
player,201710290nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201710290nor,nor,HillJo02,pass_cmp,0,,,,,
player,201710290nor,nor,HillJo02,pass_att,0,,,,,
player,201710290nor,nor,HillJo02,pass_yds,0,,,,,
player,201710290nor,nor,HillJo02,pass_td,0,,,,,
player,201710290nor,nor,HillJo02,pass_int,0,,,,,
player,201710290nor,nor,HillJo02,pass_sacked,0,,,,,
player,201710290nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201710290nor,nor,HillJo02,pass_long,0,,,,,
player,201710290nor,nor,HillJo02,pass_rating,,,,,,
player,201710290nor,nor,HillJo02,rush_att,0,,,,,
player,201710290nor,nor,HillJo02,rush_yds,0,,,,,
player,201710290nor,nor,HillJo02,rush_td,0,,,,,
player,201710290nor,nor,HillJo02,rush_long,0,,,,,
player,201710290nor,nor,HillJo02,targets,4,,,,,
player,201710290nor,nor,HillJo02,rec,3,,,,,
player,201710290nor,nor,HillJo02,rec_yds,29,,,,,
player,201710290nor,nor,HillJo02,rec_td,0,,,,,
player,201710290nor,nor,HillJo02,rec_long,19,,,,,
player,201710290nor,nor,HillJo02,fumbles,0,,,,,
player,201710290nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201710290nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201710290nor,nor,FleeCo00,pass_att,0,,,,,
player,201710290nor,nor,FleeCo00,pass_yds,0,,,,,
player,201710290nor,nor,FleeCo00,pass_td,0,,,,,
player,201710290nor,nor,FleeCo00,pass_int,0,,,,,
player,201710290nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201710290nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201710290nor,nor,FleeCo00,pass_long,0,,,,,
player,201710290nor,nor,FleeCo00,pass_rating,,,,,,
player,201710290nor,nor,FleeCo00,rush_att,0,,,,,
player,201710290nor,nor,FleeCo00,rush_yds,0,,,,,
player,201710290nor,nor,FleeCo00,rush_td,0,,,,,
player,201710290nor,nor,FleeCo00,rush_long,0,,,,,
player,201710290nor,nor,FleeCo00,targets,1,,,,,
player,201710290nor,nor,FleeCo00,rec,1,,,,,
player,201710290nor,nor,FleeCo00,rec_yds,-1,,,,,
player,201710290nor,nor,FleeCo00,rec_td,0,,,,,
player,201710290nor,nor,FleeCo00,rec_long,-1,,,,,
player,201710290nor,nor,FleeCo00,fumbles,0,,,,,
player,201710290nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201710290nor,chi,UnreMi00,def_int,0,,,,,
player,201710290nor,chi,UnreMi00,def_int_yds,0,,,,,
player,201710290nor,chi,UnreMi00,def_int_td,0,,,,,
player,201710290nor,chi,UnreMi00,def_int_long,0,,,,,
player,201710290nor,chi,UnreMi00,pass_defended,0,,,,,
player,201710290nor,chi,UnreMi00,sacks,1.0,,,,,
player,201710290nor,chi,UnreMi00,tackles_combined,4,,,,,
player,201710290nor,chi,UnreMi00,tackles_solo,4,,,,,
player,201710290nor,chi,UnreMi00,tackles_assists,0,,,,,
player,201710290nor,chi,UnreMi00,tackles_loss,1,,,,,
player,201710290nor,chi,UnreMi00,qb_hits,1,,,,,
player,201710290nor,chi,UnreMi00,fumbles_rec,0,,,,,
player,201710290nor,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201710290nor,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201710290nor,chi,UnreMi00,fumbles_forced,0,,,,,
player,201710290nor,chi,HickAk00,def_int,0,,,,,
player,201710290nor,chi,HickAk00,def_int_yds,0,,,,,
player,201710290nor,chi,HickAk00,def_int_td,0,,,,,
player,201710290nor,chi,HickAk00,def_int_long,0,,,,,
player,201710290nor,chi,HickAk00,pass_defended,0,,,,,
player,201710290nor,chi,HickAk00,sacks,1.0,,,,,
player,201710290nor,chi,HickAk00,tackles_combined,2,,,,,
player,201710290nor,chi,HickAk00,tackles_solo,2,,,,,
player,201710290nor,chi,HickAk00,tackles_assists,0,,,,,
player,201710290nor,chi,HickAk00,tackles_loss,1,,,,,
player,201710290nor,chi,HickAk00,qb_hits,2,,,,,
player,201710290nor,chi,HickAk00,fumbles_rec,0,,,,,
player,201710290nor,chi,HickAk00,fumbles_rec_yds,0,,,,,
player,201710290nor,chi,HickAk00,fumbles_rec_td,0,,,,,
player,201710290nor,chi,HickAk00,fumbles_forced,0,,,,,
player,201710290nor,chi,TrevDa00,def_int,0,,,,,
player,201710290nor,chi,TrevDa00,def_int_yds,0,,,,,
player,201710290nor,chi,TrevDa00,def_int_td,0,,,,,
player,201710290nor,chi,TrevDa00,def_int_long,0,,,,,
player,201710290nor,chi,TrevDa00,pass_defended,0,,,,,
player,201710290nor,chi,TrevDa00,sacks,0.0,,,,,
player,201710290nor,chi,TrevDa00,tackles_combined,13,,,,,
player,201710290nor,chi,TrevDa00,tackles_solo,9,,,,,
player,201710290nor,chi,TrevDa00,tackles_assists,4,,,,,
player,201710290nor,chi,TrevDa00,tackles_loss,1,,,,,
player,201710290nor,chi,TrevDa00,qb_hits,0,,,,,
player,201710290nor,chi,TrevDa00,fumbles_rec,0,,,,,
player,201710290nor,chi,TrevDa00,fumbles_rec_yds,0,,,,,
player,201710290nor,chi,TrevDa00,fumbles_rec_td,0,,,,,
player,201710290nor,chi,TrevDa00,fumbles_forced,0,,,,,
player,201710290nor,chi,JoneCh05,def_int,0,,,,,
player,201710290nor,chi,JoneCh05,def_int_yds,0,,,,,
player,201710290nor,chi,JoneCh05,def_int_td,0,,,,,
player,201710290nor,chi,JoneCh05,def_int_long,0,,,,,
player,201710290nor,chi,JoneCh05,pass_defended,0,,,,,
player,201710290nor,chi,JoneCh05,sacks,0.0,,,,,
