game,2017,14,20171210,201712100htx,sfo,"San Francisco 49ers",26,htx,"Houston Texans",16
player,201712100htx,htx,BlacAn00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,BlacAn00,fumbles_forced,0,,,,,
player,201712100htx,htx,DunnBr00,def_int,0,,,,,
player,201712100htx,htx,DunnBr00,def_int_yds,0,,,,,
player,201712100htx,htx,DunnBr00,def_int_td,0,,,,,
player,201712100htx,htx,DunnBr00,def_int_long,0,,,,,
player,201712100htx,htx,DunnBr00,pass_defended,0,,,,,
player,201712100htx,htx,DunnBr00,sacks,0.0,,,,,
player,201712100htx,htx,DunnBr00,tackles_combined,2,,,,,
player,201712100htx,htx,DunnBr00,tackles_solo,2,,,,,
player,201712100htx,htx,DunnBr00,tackles_assists,0,,,,,
player,201712100htx,htx,DunnBr00,tackles_loss,0,,,,,
player,201712100htx,htx,DunnBr00,qb_hits,0,,,,,
player,201712100htx,htx,DunnBr00,fumbles_rec,0,,,,,
player,201712100htx,htx,DunnBr00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,DunnBr00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,DunnBr00,fumbles_forced,0,,,,,
player,201712100htx,htx,JoseJo20,def_int,0,,,,,
player,201712100htx,htx,JoseJo20,def_int_yds,0,,,,,
player,201712100htx,htx,JoseJo20,def_int_td,0,,,,,
player,201712100htx,htx,JoseJo20,def_int_long,0,,,,,
player,201712100htx,htx,JoseJo20,pass_defended,2,,,,,
player,201712100htx,htx,JoseJo20,sacks,0.0,,,,,
player,201712100htx,htx,JoseJo20,tackles_combined,2,,,,,
player,201712100htx,htx,JoseJo20,tackles_solo,2,,,,,
player,201712100htx,htx,JoseJo20,tackles_assists,0,,,,,
player,201712100htx,htx,JoseJo20,tackles_loss,0,,,,,
player,201712100htx,htx,JoseJo20,qb_hits,0,,,,,
player,201712100htx,htx,JoseJo20,fumbles_rec,0,,,,,
player,201712100htx,htx,JoseJo20,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,JoseJo20,fumbles_rec_td,0,,,,,
player,201712100htx,htx,JoseJo20,fumbles_forced,0,,,,,
player,201712100htx,htx,MoorCo00,def_int,0,,,,,
player,201712100htx,htx,MoorCo00,def_int_yds,0,,,,,
player,201712100htx,htx,MoorCo00,def_int_td,0,,,,,
player,201712100htx,htx,MoorCo00,def_int_long,0,,,,,
player,201712100htx,htx,MoorCo00,pass_defended,0,,,,,
player,201712100htx,htx,MoorCo00,sacks,0.0,,,,,
player,201712100htx,htx,MoorCo00,tackles_combined,2,,,,,
player,201712100htx,htx,MoorCo00,tackles_solo,1,,,,,
player,201712100htx,htx,MoorCo00,tackles_assists,1,,,,,
player,201712100htx,htx,MoorCo00,tackles_loss,0,,,,,
player,201712100htx,htx,MoorCo00,qb_hits,0,,,,,
player,201712100htx,htx,MoorCo00,fumbles_rec,0,,,,,
player,201712100htx,htx,MoorCo00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,MoorCo00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,MoorCo00,fumbles_forced,0,,,,,
player,201712100htx,htx,WatkCa00,def_int,0,,,,,
player,201712100htx,htx,WatkCa00,def_int_yds,0,,,,,
player,201712100htx,htx,WatkCa00,def_int_td,0,,,,,
player,201712100htx,htx,WatkCa00,def_int_long,0,,,,,
player,201712100htx,htx,WatkCa00,pass_defended,0,,,,,
player,201712100htx,htx,WatkCa00,sacks,0.0,,,,,
player,201712100htx,htx,WatkCa00,tackles_combined,2,,,,,
player,201712100htx,htx,WatkCa00,tackles_solo,2,,,,,
player,201712100htx,htx,WatkCa00,tackles_assists,0,,,,,
player,201712100htx,htx,WatkCa00,tackles_loss,0,,,,,
player,201712100htx,htx,WatkCa00,qb_hits,0,,,,,
player,201712100htx,htx,WatkCa00,fumbles_rec,0,,,,,
player,201712100htx,htx,WatkCa00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,WatkCa00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,WatkCa00,fumbles_forced,0,,,,,
player,201712100htx,htx,ColeDy00,def_int,0,,,,,
player,201712100htx,htx,ColeDy00,def_int_yds,0,,,,,
player,201712100htx,htx,ColeDy00,def_int_td,0,,,,,
player,201712100htx,htx,ColeDy00,def_int_long,0,,,,,
player,201712100htx,htx,ColeDy00,pass_defended,0,,,,,
player,201712100htx,htx,ColeDy00,sacks,0.0,,,,,
player,201712100htx,htx,ColeDy00,tackles_combined,1,,,,,
player,201712100htx,htx,ColeDy00,tackles_solo,1,,,,,
player,201712100htx,htx,ColeDy00,tackles_assists,0,,,,,
player,201712100htx,htx,ColeDy00,tackles_loss,0,,,,,
player,201712100htx,htx,ColeDy00,qb_hits,0,,,,,
player,201712100htx,htx,ColeDy00,fumbles_rec,0,,,,,
player,201712100htx,htx,ColeDy00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,ColeDy00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,ColeDy00,fumbles_forced,0,,,,,
player,201712100htx,htx,PeteBr00,def_int,0,,,,,
player,201712100htx,htx,PeteBr00,def_int_yds,0,,,,,
player,201712100htx,htx,PeteBr00,def_int_td,0,,,,,
player,201712100htx,htx,PeteBr00,def_int_long,0,,,,,
player,201712100htx,htx,PeteBr00,pass_defended,0,,,,,
player,201712100htx,htx,PeteBr00,sacks,0.0,,,,,
player,201712100htx,htx,PeteBr00,tackles_combined,1,,,,,
player,201712100htx,htx,PeteBr00,tackles_solo,0,,,,,
player,201712100htx,htx,PeteBr00,tackles_assists,1,,,,,
player,201712100htx,htx,PeteBr00,tackles_loss,0,,,,,
player,201712100htx,htx,PeteBr00,qb_hits,0,,,,,
player,201712100htx,htx,PeteBr00,fumbles_rec,0,,,,,
player,201712100htx,htx,PeteBr00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,PeteBr00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,PeteBr00,fumbles_forced,0,,,,,
player,201712100htx,htx,PleaEd00,def_int,0,,,,,
player,201712100htx,htx,PleaEd00,def_int_yds,0,,,,,
player,201712100htx,htx,PleaEd00,def_int_td,0,,,,,
player,201712100htx,htx,PleaEd00,def_int_long,0,,,,,
player,201712100htx,htx,PleaEd00,pass_defended,0,,,,,
player,201712100htx,htx,PleaEd00,sacks,0.0,,,,,
player,201712100htx,htx,PleaEd00,tackles_combined,1,,,,,
player,201712100htx,htx,PleaEd00,tackles_solo,1,,,,,
player,201712100htx,htx,PleaEd00,tackles_assists,0,,,,,
player,201712100htx,htx,PleaEd00,tackles_loss,0,,,,,
player,201712100htx,htx,PleaEd00,qb_hits,0,,,,,
player,201712100htx,htx,PleaEd00,fumbles_rec,0,,,,,
player,201712100htx,htx,PleaEd00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,PleaEd00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,PleaEd00,fumbles_forced,0,,,,,
player,201712100htx,htx,PresGi00,def_int,0,,,,,
player,201712100htx,htx,PresGi00,def_int_yds,0,,,,,
player,201712100htx,htx,PresGi00,def_int_td,0,,,,,
player,201712100htx,htx,PresGi00,def_int_long,0,,,,,
player,201712100htx,htx,PresGi00,pass_defended,0,,,,,
player,201712100htx,htx,PresGi00,sacks,0.0,,,,,
player,201712100htx,htx,PresGi00,tackles_combined,1,,,,,
player,201712100htx,htx,PresGi00,tackles_solo,0,,,,,
player,201712100htx,htx,PresGi00,tackles_assists,1,,,,,
player,201712100htx,htx,PresGi00,tackles_loss,0,,,,,
player,201712100htx,htx,PresGi00,qb_hits,0,,,,,
player,201712100htx,htx,PresGi00,fumbles_rec,0,,,,,
player,201712100htx,htx,PresGi00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,PresGi00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,PresGi00,fumbles_forced,0,,,,,
player,201712100htx,htx,TodmJo00,def_int,0,,,,,
player,201712100htx,htx,TodmJo00,def_int_yds,0,,,,,
player,201712100htx,htx,TodmJo00,def_int_td,0,,,,,
player,201712100htx,htx,TodmJo00,def_int_long,0,,,,,
player,201712100htx,htx,TodmJo00,pass_defended,0,,,,,
player,201712100htx,htx,TodmJo00,sacks,0.0,,,,,
player,201712100htx,htx,TodmJo00,tackles_combined,1,,,,,
player,201712100htx,htx,TodmJo00,tackles_solo,1,,,,,
player,201712100htx,htx,TodmJo00,tackles_assists,0,,,,,
player,201712100htx,htx,TodmJo00,tackles_loss,0,,,,,
player,201712100htx,htx,TodmJo00,qb_hits,0,,,,,
player,201712100htx,htx,TodmJo00,fumbles_rec,0,,,,,
player,201712100htx,htx,TodmJo00,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,TodmJo00,fumbles_rec_td,0,,,,,
player,201712100htx,htx,TodmJo00,fumbles_forced,0,,,,,
player,201712100htx,htx,WhitDe01,def_int,0,,,,,
player,201712100htx,htx,WhitDe01,def_int_yds,0,,,,,
player,201712100htx,htx,WhitDe01,def_int_td,0,,,,,
player,201712100htx,htx,WhitDe01,def_int_long,0,,,,,
player,201712100htx,htx,WhitDe01,pass_defended,0,,,,,
player,201712100htx,htx,WhitDe01,sacks,0.0,,,,,
player,201712100htx,htx,WhitDe01,tackles_combined,0,,,,,
player,201712100htx,htx,WhitDe01,tackles_solo,0,,,,,
player,201712100htx,htx,WhitDe01,tackles_assists,0,,,,,
player,201712100htx,htx,WhitDe01,tackles_loss,0,,,,,
player,201712100htx,htx,WhitDe01,qb_hits,0,,,,,
player,201712100htx,htx,WhitDe01,fumbles_rec,1,,,,,
player,201712100htx,htx,WhitDe01,fumbles_rec_yds,0,,,,,
player,201712100htx,htx,WhitDe01,fumbles_rec_td,0,,,,,
player,201712100htx,htx,WhitDe01,fumbles_forced,0,,,,,
player,201712100htx,sfo,TaylTr02,kick_ret,0,,,,,
player,201712100htx,sfo,TaylTr02,kick_ret_yds,0,,,,,
player,201712100htx,sfo,TaylTr02,kick_ret_yds_per_ret,,,,,,
player,201712100htx,sfo,TaylTr02,kick_ret_td,0,,,,,
player,201712100htx,sfo,TaylTr02,kick_ret_long,0,,,,,
player,201712100htx,sfo,TaylTr02,punt_ret,2,,,,,
player,201712100htx,sfo,TaylTr02,punt_ret_yds,15,,,,,
player,201712100htx,sfo,TaylTr02,punt_ret_yds_per_ret,7.5,,,,,
player,201712100htx,sfo,TaylTr02,punt_ret_td,0,,,,,
player,201712100htx,sfo,TaylTr02,punt_ret_long,10,,,,,
player,201712100htx,sfo,BoldVi00,kick_ret,2,,,,,
player,201712100htx,sfo,BoldVi00,kick_ret_yds,42,,,,,
player,201712100htx,sfo,BoldVi00,kick_ret_yds_per_ret,21.0,,,,,
player,201712100htx,sfo,BoldVi00,kick_ret_td,0,,,,,
player,201712100htx,sfo,BoldVi00,kick_ret_long,26,,,,,
player,201712100htx,sfo,BoldVi00,punt_ret,0,,,,,
player,201712100htx,sfo,BoldVi00,punt_ret_yds,0,,,,,
player,201712100htx,sfo,BoldVi00,punt_ret_yds_per_ret,,,,,,
player,201712100htx,sfo,BoldVi00,punt_ret_td,0,,,,,
player,201712100htx,sfo,BoldVi00,punt_ret_long,0,,,,,
player,201712100htx,htx,WhitDe01,kick_ret,0,,,,,
player,201712100htx,htx,WhitDe01,kick_ret_yds,0,,,,,
player,201712100htx,htx,WhitDe01,kick_ret_yds_per_ret,,,,,,
player,201712100htx,htx,WhitDe01,kick_ret_td,0,,,,,
player,201712100htx,htx,WhitDe01,kick_ret_long,0,,,,,
player,201712100htx,htx,WhitDe01,punt_ret,4,,,,,
player,201712100htx,htx,WhitDe01,punt_ret_yds,3,,,,,
player,201712100htx,htx,WhitDe01,punt_ret_yds_per_ret,0.8,,,,,
player,201712100htx,htx,WhitDe01,punt_ret_td,0,,,,,
player,201712100htx,htx,WhitDe01,punt_ret_long,3,,,,,
player,201712100htx,sfo,gouldrob01,xpm,2,,,,,
player,201712100htx,sfo,gouldrob01,xpa,2,,,,,
player,201712100htx,sfo,gouldrob01,fgm,4,,,,,
player,201712100htx,sfo,gouldrob01,fga,4,,,,,
player,201712100htx,sfo,gouldrob01,punt,0,,,,,
player,201712100htx,sfo,gouldrob01,punt_yds,0,,,,,
player,201712100htx,sfo,gouldrob01,punt_yds_per_punt,,,,,,
player,201712100htx,sfo,gouldrob01,punt_long,0,,,,,
player,201712100htx,sfo,PiniBr00,xpm,,,,,,
player,201712100htx,sfo,PiniBr00,xpa,,,,,,
player,201712100htx,sfo,PiniBr00,fgm,,,,,,
player,201712100htx,sfo,PiniBr00,fga,,,,,,
player,201712100htx,sfo,PiniBr00,punt,5,,,,,
player,201712100htx,sfo,PiniBr00,punt_yds,207,,,,,
player,201712100htx,sfo,PiniBr00,punt_yds_per_punt,41.4,,,,,
player,201712100htx,sfo,PiniBr00,punt_long,54,,,,,
player,201712100htx,htx,FairKa01,xpm,1,,,,,
player,201712100htx,htx,FairKa01,xpa,2,,,,,
player,201712100htx,htx,FairKa01,fgm,1,,,,,
player,201712100htx,htx,FairKa01,fga,2,,,,,
player,201712100htx,htx,FairKa01,punt,0,,,,,
player,201712100htx,htx,FairKa01,punt_yds,0,,,,,
player,201712100htx,htx,FairKa01,punt_yds_per_punt,,,,,,
player,201712100htx,htx,FairKa01,punt_long,0,,,,,
player,201712100htx,htx,LechSh20,xpm,,,,,,
player,201712100htx,htx,LechSh20,xpa,,,,,,
player,201712100htx,htx,LechSh20,fgm,,,,,,
player,201712100htx,htx,LechSh20,fga,,,,,,
player,201712100htx,htx,LechSh20,punt,6,,,,,
player,201712100htx,htx,LechSh20,punt_yds,314,,,,,
player,201712100htx,htx,LechSh20,punt_yds_per_punt,52.3,,,,,
player,201712100htx,htx,LechSh20,punt_long,63,,,,,
player,201712100htx,htx,GiacBr20,pos,T,,,,,
player,201712100htx,htx,GiacBr20,offense,67,,,,,
player,201712100htx,htx,GiacBr20,off_pct,100%,,,,,
player,201712100htx,htx,GiacBr20,defense,0,,,,,
player,201712100htx,htx,GiacBr20,def_pct,0%,,,,,
player,201712100htx,htx,GiacBr20,special_teams,4,,,,,
player,201712100htx,htx,GiacBr20,st_pct,13%,,,,,
player,201712100htx,htx,Sua-Xa00,pos,G,,,,,
player,201712100htx,htx,Sua-Xa00,offense,67,,,,,
player,201712100htx,htx,Sua-Xa00,off_pct,100%,,,,,
player,201712100htx,htx,Sua-Xa00,defense,0,,,,,
player,201712100htx,htx,Sua-Xa00,def_pct,0%,,,,,
player,201712100htx,htx,Sua-Xa00,special_teams,4,,,,,
player,201712100htx,htx,Sua-Xa00,st_pct,13%,,,,,
player,201712100htx,htx,MancGr00,pos,G,,,,,
player,201712100htx,htx,MancGr00,offense,67,,,,,
player,201712100htx,htx,MancGr00,off_pct,100%,,,,,
player,201712100htx,htx,MancGr00,defense,0,,,,,
player,201712100htx,htx,MancGr00,def_pct,0%,,,,,
player,201712100htx,htx,MancGr00,special_teams,3,,,,,
player,201712100htx,htx,MancGr00,st_pct,10%,,,,,
player,201712100htx,htx,FullWi01,pos,WR,,,,,
player,201712100htx,htx,FullWi01,offense,67,,,,,
player,201712100htx,htx,FullWi01,off_pct,100%,,,,,
player,201712100htx,htx,FullWi01,defense,0,,,,,
player,201712100htx,htx,FullWi01,def_pct,0%,,,,,
player,201712100htx,htx,FullWi01,special_teams,0,,,,,
player,201712100htx,htx,FullWi01,st_pct,0%,,,,,
player,201712100htx,htx,HopkDe00,pos,WR,,,,,
player,201712100htx,htx,HopkDe00,offense,67,,,,,
player,201712100htx,htx,HopkDe00,off_pct,100%,,,,,
player,201712100htx,htx,HopkDe00,defense,0,,,,,
player,201712100htx,htx,HopkDe00,def_pct,0%,,,,,
player,201712100htx,htx,HopkDe00,special_teams,0,,,,,
player,201712100htx,htx,HopkDe00,st_pct,0%,,,,,
player,201712100htx,htx,MartNi00,pos,C,,,,,
player,201712100htx,htx,MartNi00,offense,67,,,,,
player,201712100htx,htx,MartNi00,off_pct,100%,,,,,
player,201712100htx,htx,MartNi00,defense,0,,,,,
player,201712100htx,htx,MartNi00,def_pct,0%,,,,,
player,201712100htx,htx,MartNi00,special_teams,0,,,,,
player,201712100htx,htx,MartNi00,st_pct,0%,,,,,
player,201712100htx,htx,AlleJe01,pos,G,,,,,
player,201712100htx,htx,AlleJe01,offense,66,,,,,
player,201712100htx,htx,AlleJe01,off_pct,99%,,,,,
player,201712100htx,htx,AlleJe01,defense,0,,,,,
player,201712100htx,htx,AlleJe01,def_pct,0%,,,,,
player,201712100htx,htx,AlleJe01,special_teams,3,,,,,
player,201712100htx,htx,AlleJe01,st_pct,10%,,,,,
player,201712100htx,htx,MillLa01,pos,RB,,,,,
player,201712100htx,htx,MillLa01,offense,49,,,,,
player,201712100htx,htx,MillLa01,off_pct,73%,,,,,
player,201712100htx,htx,MillLa01,defense,0,,,,,
player,201712100htx,htx,MillLa01,def_pct,0%,,,,,
player,201712100htx,htx,MillLa01,special_teams,0,,,,,
player,201712100htx,htx,MillLa01,st_pct,0%,,,,,
player,201712100htx,htx,WhitDe01,pos,WR,,,,,
player,201712100htx,htx,WhitDe01,offense,48,,,,,
player,201712100htx,htx,WhitDe01,off_pct,72%,,,,,
player,201712100htx,htx,WhitDe01,defense,0,,,,,
player,201712100htx,htx,WhitDe01,def_pct,0%,,,,,
player,201712100htx,htx,WhitDe01,special_teams,5,,,,,
player,201712100htx,htx,WhitDe01,st_pct,16%,,,,,
player,201712100htx,htx,AndeSt01,pos,TE,,,,,
player,201712100htx,htx,AndeSt01,offense,48,,,,,
player,201712100htx,htx,AndeSt01,off_pct,72%,,,,,
player,201712100htx,htx,AndeSt01,defense,0,,,,,
player,201712100htx,htx,AndeSt01,def_pct,0%,,,,,
player,201712100htx,htx,AndeSt01,special_teams,0,,,,,
player,201712100htx,htx,AndeSt01,st_pct,0%,,,,,
player,201712100htx,htx,YateT.00,pos,QB,,,,,
player,201712100htx,htx,YateT.00,offense,42,,,,,
player,201712100htx,htx,YateT.00,off_pct,63%,,,,,
player,201712100htx,htx,YateT.00,defense,0,,,,,
player,201712100htx,htx,YateT.00,def_pct,0%,,,,,
player,201712100htx,htx,YateT.00,special_teams,0,,,,,
player,201712100htx,htx,YateT.00,st_pct,0%,,,,,
player,201712100htx,htx,SavaTo00,pos,QB,,,,,
player,201712100htx,htx,SavaTo00,offense,25,,,,,
player,201712100htx,htx,SavaTo00,off_pct,37%,,,,,
player,201712100htx,htx,SavaTo00,defense,0,,,,,
player,201712100htx,htx,SavaTo00,def_pct,0%,,,,,
player,201712100htx,htx,SavaTo00,special_teams,0,,,,,
player,201712100htx,htx,SavaTo00,st_pct,0%,,,,,
player,201712100htx,htx,ElliAn00,pos,RB,,,,,
player,201712100htx,htx,ElliAn00,offense,16,,,,,
player,201712100htx,htx,ElliAn00,off_pct,24%,,,,,
player,201712100htx,htx,ElliAn00,defense,0,,,,,
player,201712100htx,htx,ElliAn00,def_pct,0%,,,,,
player,201712100htx,htx,ElliAn00,special_teams,0,,,,,
player,201712100htx,htx,ElliAn00,st_pct,0%,,,,,
player,201712100htx,htx,PruiMy00,pos,TE,,,,,
player,201712100htx,htx,PruiMy00,offense,13,,,,,
player,201712100htx,htx,PruiMy00,off_pct,19%,,,,,
player,201712100htx,htx,PruiMy00,defense,0,,,,,
player,201712100htx,htx,PruiMy00,def_pct,0%,,,,,
player,201712100htx,htx,PruiMy00,special_teams,10,,,,,
player,201712100htx,htx,PruiMy00,st_pct,32%,,,,,
player,201712100htx,htx,SladCh01,pos,G,,,,,
player,201712100htx,htx,SladCh01,offense,13,,,,,
player,201712100htx,htx,SladCh01,off_pct,19%,,,,,
player,201712100htx,htx,SladCh01,defense,0,,,,,
player,201712100htx,htx,SladCh01,def_pct,0%,,,,,
player,201712100htx,htx,SladCh01,special_teams,4,,,,,
player,201712100htx,htx,SladCh01,st_pct,13%,,,,,
player,201712100htx,htx,ProsJa00,pos,FB,,,,,
player,201712100htx,htx,ProsJa00,offense,11,,,,,
player,201712100htx,htx,ProsJa00,off_pct,16%,,,,,
player,201712100htx,htx,ProsJa00,defense,0,,,,,
player,201712100htx,htx,ProsJa00,def_pct,0%,,,,,
player,201712100htx,htx,ProsJa00,special_teams,16,,,,,
player,201712100htx,htx,ProsJa00,st_pct,52%,,,,,
player,201712100htx,htx,FullKy01,pos,G,,,,,
player,201712100htx,htx,FullKy01,offense,2,,,,,
player,201712100htx,htx,FullKy01,off_pct,3%,,,,,
player,201712100htx,htx,FullKy01,defense,0,,,,,
player,201712100htx,htx,FullKy01,def_pct,0%,,,,,
player,201712100htx,htx,FullKy01,special_teams,4,,,,,
player,201712100htx,htx,FullKy01,st_pct,13%,,,,,
player,201712100htx,htx,LammKe00,pos,T,,,,,
player,201712100htx,htx,LammKe00,offense,2,,,,,
player,201712100htx,htx,LammKe00,off_pct,3%,,,,,
player,201712100htx,htx,LammKe00,defense,0,,,,,
player,201712100htx,htx,LammKe00,def_pct,0%,,,,,
player,201712100htx,htx,LammKe00,special_teams,1,,,,,
player,201712100htx,htx,LammKe00,st_pct,3%,,,,,
player,201712100htx,htx,CunnZa00,pos,LB,,,,,
player,201712100htx,htx,CunnZa00,offense,0,,,,,
player,201712100htx,htx,CunnZa00,off_pct,0%,,,,,
player,201712100htx,htx,CunnZa00,defense,73,,,,,
player,201712100htx,htx,CunnZa00,def_pct,100%,,,,,
player,201712100htx,htx,CunnZa00,special_teams,12,,,,,
player,201712100htx,htx,CunnZa00,st_pct,39%,,,,,
player,201712100htx,htx,HalxAn00,pos,FS,,,,,
player,201712100htx,htx,HalxAn00,offense,0,,,,,
player,201712100htx,htx,HalxAn00,off_pct,0%,,,,,
player,201712100htx,htx,HalxAn00,defense,73,,,,,
player,201712100htx,htx,HalxAn00,def_pct,100%,,,,,
player,201712100htx,htx,HalxAn00,special_teams,6,,,,,
player,201712100htx,htx,HalxAn00,st_pct,19%,,,,,
player,201712100htx,htx,GilcMa00,pos,FS,,,,,
player,201712100htx,htx,GilcMa00,offense,0,,,,,
player,201712100htx,htx,GilcMa00,off_pct,0%,,,,,
player,201712100htx,htx,GilcMa00,defense,69,,,,,
player,201712100htx,htx,GilcMa00,def_pct,95%,,,,,
player,201712100htx,htx,GilcMa00,special_teams,5,,,,,
player,201712100htx,htx,GilcMa00,st_pct,16%,,,,,
player,201712100htx,htx,McKiBe00,pos,LB,,,,,
player,201712100htx,htx,McKiBe00,offense,0,,,,,
player,201712100htx,htx,McKiBe00,off_pct,0%,,,,,
player,201712100htx,htx,McKiBe00,defense,66,,,,,
player,201712100htx,htx,McKiBe00,def_pct,90%,,,,,
player,201712100htx,htx,McKiBe00,special_teams,7,,,,,
player,201712100htx,htx,McKiBe00,st_pct,23%,,,,,
player,201712100htx,htx,ClowJa00,pos,LB,,,,,
player,201712100htx,htx,ClowJa00,offense,0,,,,,
player,201712100htx,htx,ClowJa00,off_pct,0%,,,,,
player,201712100htx,htx,ClowJa00,defense,65,,,,,
player,201712100htx,htx,ClowJa00,def_pct,89%,,,,,
player,201712100htx,htx,ClowJa00,special_teams,7,,,,,
player,201712100htx,htx,ClowJa00,st_pct,23%,,,,,
player,201712100htx,htx,JackKa99,pos,CB,,,,,
player,201712100htx,htx,JackKa99,offense,0,,,,,
player,201712100htx,htx,JackKa99,off_pct,0%,,,,,
player,201712100htx,htx,JackKa99,defense,58,,,,,
player,201712100htx,htx,JackKa99,def_pct,79%,,,,,
player,201712100htx,htx,JackKa99,special_teams,6,,,,,
player,201712100htx,htx,JackKa99,st_pct,19%,,,,,
player,201712100htx,htx,JohnKe04,pos,CB,,,,,
player,201712100htx,htx,JohnKe04,offense,0,,,,,
player,201712100htx,htx,JohnKe04,off_pct,0%,,,,,
player,201712100htx,htx,JohnKe04,defense,54,,,,,
player,201712100htx,htx,JohnKe04,def_pct,74%,,,,,
player,201712100htx,htx,JohnKe04,special_teams,4,,,,,
player,201712100htx,htx,JohnKe04,st_pct,13%,,,,,
player,201712100htx,htx,JoseJo20,pos,CB,,,,,
player,201712100htx,htx,JoseJo20,offense,0,,,,,
player,201712100htx,htx,JoseJo20,off_pct,0%,,,,,
player,201712100htx,htx,JoseJo20,defense,50,,,,,
player,201712100htx,htx,JoseJo20,def_pct,68%,,,,,
player,201712100htx,htx,JoseJo20,special_teams,2,,,,,
player,201712100htx,htx,JoseJo20,st_pct,6%,,,,,
player,201712100htx,htx,ReadD.00,pos,NT,,,,,
player,201712100htx,htx,ReadD.00,offense,0,,,,,
player,201712100htx,htx,ReadD.00,off_pct,0%,,,,,
player,201712100htx,htx,ReadD.00,defense,46,,,,,
player,201712100htx,htx,ReadD.00,def_pct,63%,,,,,
player,201712100htx,htx,ReadD.00,special_teams,6,,,,,
player,201712100htx,htx,ReadD.00,st_pct,19%,,,,,
player,201712100htx,htx,WatkCa00,pos,DE,,,,,
player,201712100htx,htx,WatkCa00,offense,0,,,,,
player,201712100htx,htx,WatkCa00,off_pct,0%,,,,,
player,201712100htx,htx,WatkCa00,defense,42,,,,,
player,201712100htx,htx,WatkCa00,def_pct,58%,,,,,
player,201712100htx,htx,WatkCa00,special_teams,17,,,,,
player,201712100htx,htx,WatkCa00,st_pct,55%,,,,,
player,201712100htx,htx,CushBr99,pos,LB,,,,,
player,201712100htx,htx,CushBr99,offense,0,,,,,
player,201712100htx,htx,CushBr99,off_pct,0%,,,,,
player,201712100htx,htx,CushBr99,defense,39,,,,,
player,201712100htx,htx,CushBr99,def_pct,53%,,,,,
player,201712100htx,htx,CushBr99,special_teams,6,,,,,
player,201712100htx,htx,CushBr99,st_pct,19%,,,,,
player,201712100htx,htx,DunnBr00,pos,NT,,,,,
player,201712100htx,htx,DunnBr00,offense,0,,,,,
player,201712100htx,htx,DunnBr00,off_pct,0%,,,,,
player,201712100htx,htx,DunnBr00,defense,38,,,,,
player,201712100htx,htx,DunnBr00,def_pct,52%,,,,,
player,201712100htx,htx,DunnBr00,special_teams,4,,,,,
player,201712100htx,htx,DunnBr00,st_pct,13%,,,,,
player,201712100htx,htx,BlacAn00,pos,DE,,,,,
player,201712100htx,htx,BlacAn00,offense,0,,,,,
player,201712100htx,htx,BlacAn00,off_pct,0%,,,,,
player,201712100htx,htx,BlacAn00,defense,30,,,,,
player,201712100htx,htx,BlacAn00,def_pct,41%,,,,,
player,201712100htx,htx,BlacAn00,special_teams,2,,,,,
player,201712100htx,htx,BlacAn00,st_pct,6%,,,,,
player,201712100htx,htx,LewiLa01,pos,LB,,,,,
player,201712100htx,htx,LewiLa01,offense,0,,,,,
player,201712100htx,htx,LewiLa01,off_pct,0%,,,,,
player,201712100htx,htx,LewiLa01,defense,25,,,,,
player,201712100htx,htx,LewiLa01,def_pct,34%,,,,,
player,201712100htx,htx,LewiLa01,special_teams,1,,,,,
player,201712100htx,htx,LewiLa01,st_pct,3%,,,,,
player,201712100htx,htx,HeatJo00,pos,DE,,,,,
player,201712100htx,htx,HeatJo00,offense,0,,,,,
player,201712100htx,htx,HeatJo00,off_pct,0%,,,,,
player,201712100htx,htx,HeatJo00,defense,19,,,,,
player,201712100htx,htx,HeatJo00,def_pct,26%,,,,,
player,201712100htx,htx,HeatJo00,special_teams,0,,,,,
player,201712100htx,htx,HeatJo00,st_pct,0%,,,,,
player,201712100htx,htx,PresGi00,pos,LB,,,,,
player,201712100htx,htx,PresGi00,offense,0,,,,,
player,201712100htx,htx,PresGi00,off_pct,0%,,,,,
player,201712100htx,htx,PresGi00,defense,17,,,,,
player,201712100htx,htx,PresGi00,def_pct,23%,,,,,
player,201712100htx,htx,PresGi00,special_teams,16,,,,,
player,201712100htx,htx,PresGi00,st_pct,52%,,,,,
player,201712100htx,htx,PleaEd00,pos,SS,,,,,
player,201712100htx,htx,PleaEd00,offense,0,,,,,
player,201712100htx,htx,PleaEd00,off_pct,0%,,,,,
