game,2017,7,20171022,201710220sdg,den,"Denver Broncos",0,sdg,"Los Angeles Chargers",21
player,201710220sdg,den,JanoAn00,rec_yds,14,,,,,
player,201710220sdg,den,JanoAn00,rec_td,0,,,,,
player,201710220sdg,den,JanoAn00,rec_long,10,,,,,
player,201710220sdg,den,JanoAn00,fumbles,0,,,,,
player,201710220sdg,den,JanoAn00,fumbles_lost,0,,,,,
player,201710220sdg,den,CharJa00,pass_cmp,0,,,,,
player,201710220sdg,den,CharJa00,pass_att,0,,,,,
player,201710220sdg,den,CharJa00,pass_yds,0,,,,,
player,201710220sdg,den,CharJa00,pass_td,0,,,,,
player,201710220sdg,den,CharJa00,pass_int,0,,,,,
player,201710220sdg,den,CharJa00,pass_sacked,0,,,,,
player,201710220sdg,den,CharJa00,pass_sacked_yds,0,,,,,
player,201710220sdg,den,CharJa00,pass_long,0,,,,,
player,201710220sdg,den,CharJa00,pass_rating,,,,,,
player,201710220sdg,den,CharJa00,rush_att,4,,,,,
player,201710220sdg,den,CharJa00,rush_yds,2,,,,,
player,201710220sdg,den,CharJa00,rush_td,0,,,,,
player,201710220sdg,den,CharJa00,rush_long,3,,,,,
player,201710220sdg,den,CharJa00,targets,4,,,,,
player,201710220sdg,den,CharJa00,rec,4,,,,,
player,201710220sdg,den,CharJa00,rec_yds,20,,,,,
player,201710220sdg,den,CharJa00,rec_td,0,,,,,
player,201710220sdg,den,CharJa00,rec_long,9,,,,,
player,201710220sdg,den,CharJa00,fumbles,0,,,,,
player,201710220sdg,den,CharJa00,fumbles_lost,0,,,,,
player,201710220sdg,den,DerbA.00,pass_cmp,0,,,,,
player,201710220sdg,den,DerbA.00,pass_att,0,,,,,
player,201710220sdg,den,DerbA.00,pass_yds,0,,,,,
player,201710220sdg,den,DerbA.00,pass_td,0,,,,,
player,201710220sdg,den,DerbA.00,pass_int,0,,,,,
player,201710220sdg,den,DerbA.00,pass_sacked,0,,,,,
player,201710220sdg,den,DerbA.00,pass_sacked_yds,0,,,,,
player,201710220sdg,den,DerbA.00,pass_long,0,,,,,
player,201710220sdg,den,DerbA.00,pass_rating,,,,,,
player,201710220sdg,den,DerbA.00,rush_att,0,,,,,
player,201710220sdg,den,DerbA.00,rush_yds,0,,,,,
player,201710220sdg,den,DerbA.00,rush_td,0,,,,,
player,201710220sdg,den,DerbA.00,rush_long,0,,,,,
player,201710220sdg,den,DerbA.00,targets,7,,,,,
player,201710220sdg,den,DerbA.00,rec,6,,,,,
player,201710220sdg,den,DerbA.00,rec_yds,66,,,,,
player,201710220sdg,den,DerbA.00,rec_td,0,,,,,
player,201710220sdg,den,DerbA.00,rec_long,23,,,,,
player,201710220sdg,den,DerbA.00,fumbles,1,,,,,
player,201710220sdg,den,DerbA.00,fumbles_lost,1,,,,,
player,201710220sdg,den,FowlBe00,pass_cmp,0,,,,,
player,201710220sdg,den,FowlBe00,pass_att,0,,,,,
player,201710220sdg,den,FowlBe00,pass_yds,0,,,,,
player,201710220sdg,den,FowlBe00,pass_td,0,,,,,
player,201710220sdg,den,FowlBe00,pass_int,0,,,,,
player,201710220sdg,den,FowlBe00,pass_sacked,0,,,,,
player,201710220sdg,den,FowlBe00,pass_sacked_yds,0,,,,,
player,201710220sdg,den,FowlBe00,pass_long,0,,,,,
player,201710220sdg,den,FowlBe00,pass_rating,,,,,,
player,201710220sdg,den,FowlBe00,rush_att,0,,,,,
player,201710220sdg,den,FowlBe00,rush_yds,0,,,,,
player,201710220sdg,den,FowlBe00,rush_td,0,,,,,
player,201710220sdg,den,FowlBe00,rush_long,0,,,,,
player,201710220sdg,den,FowlBe00,targets,5,,,,,
player,201710220sdg,den,FowlBe00,rec,5,,,,,
player,201710220sdg,den,FowlBe00,rec_yds,45,,,,,
player,201710220sdg,den,FowlBe00,rec_td,0,,,,,
player,201710220sdg,den,FowlBe00,rec_long,13,,,,,
player,201710220sdg,den,FowlBe00,fumbles,0,,,,,
player,201710220sdg,den,FowlBe00,fumbles_lost,0,,,,,
player,201710220sdg,den,ThomDe03,pass_cmp,0,,,,,
player,201710220sdg,den,ThomDe03,pass_att,0,,,,,
player,201710220sdg,den,ThomDe03,pass_yds,0,,,,,
player,201710220sdg,den,ThomDe03,pass_td,0,,,,,
player,201710220sdg,den,ThomDe03,pass_int,0,,,,,
player,201710220sdg,den,ThomDe03,pass_sacked,0,,,,,
player,201710220sdg,den,ThomDe03,pass_sacked_yds,0,,,,,
player,201710220sdg,den,ThomDe03,pass_long,0,,,,,
player,201710220sdg,den,ThomDe03,pass_rating,,,,,,
player,201710220sdg,den,ThomDe03,rush_att,0,,,,,
player,201710220sdg,den,ThomDe03,rush_yds,0,,,,,
player,201710220sdg,den,ThomDe03,rush_td,0,,,,,
player,201710220sdg,den,ThomDe03,rush_long,0,,,,,
player,201710220sdg,den,ThomDe03,targets,6,,,,,
player,201710220sdg,den,ThomDe03,rec,2,,,,,
player,201710220sdg,den,ThomDe03,rec_yds,9,,,,,
player,201710220sdg,den,ThomDe03,rec_td,0,,,,,
player,201710220sdg,den,ThomDe03,rec_long,13,,,,,
player,201710220sdg,den,ThomDe03,fumbles,0,,,,,
player,201710220sdg,den,ThomDe03,fumbles_lost,0,,,,,
player,201710220sdg,den,TaylJo01,pass_cmp,0,,,,,
player,201710220sdg,den,TaylJo01,pass_att,0,,,,,
player,201710220sdg,den,TaylJo01,pass_yds,0,,,,,
player,201710220sdg,den,TaylJo01,pass_td,0,,,,,
player,201710220sdg,den,TaylJo01,pass_int,0,,,,,
player,201710220sdg,den,TaylJo01,pass_sacked,0,,,,,
player,201710220sdg,den,TaylJo01,pass_sacked_yds,0,,,,,
player,201710220sdg,den,TaylJo01,pass_long,0,,,,,
player,201710220sdg,den,TaylJo01,pass_rating,,,,,,
player,201710220sdg,den,TaylJo01,rush_att,0,,,,,
player,201710220sdg,den,TaylJo01,rush_yds,0,,,,,
player,201710220sdg,den,TaylJo01,rush_td,0,,,,,
player,201710220sdg,den,TaylJo01,rush_long,0,,,,,
player,201710220sdg,den,TaylJo01,targets,2,,,,,
player,201710220sdg,den,TaylJo01,rec,1,,,,,
player,201710220sdg,den,TaylJo01,rec_yds,7,,,,,
player,201710220sdg,den,TaylJo01,rec_td,0,,,,,
player,201710220sdg,den,TaylJo01,rec_long,7,,,,,
player,201710220sdg,den,TaylJo01,fumbles,0,,,,,
player,201710220sdg,den,TaylJo01,fumbles_lost,0,,,,,
player,201710220sdg,den,GreeVi00,pass_cmp,0,,,,,
player,201710220sdg,den,GreeVi00,pass_att,0,,,,,
player,201710220sdg,den,GreeVi00,pass_yds,0,,,,,
player,201710220sdg,den,GreeVi00,pass_td,0,,,,,
player,201710220sdg,den,GreeVi00,pass_int,0,,,,,
player,201710220sdg,den,GreeVi00,pass_sacked,0,,,,,
player,201710220sdg,den,GreeVi00,pass_sacked_yds,0,,,,,
player,201710220sdg,den,GreeVi00,pass_long,0,,,,,
player,201710220sdg,den,GreeVi00,pass_rating,,,,,,
player,201710220sdg,den,GreeVi00,rush_att,0,,,,,
player,201710220sdg,den,GreeVi00,rush_yds,0,,,,,
player,201710220sdg,den,GreeVi00,rush_td,0,,,,,
player,201710220sdg,den,GreeVi00,rush_long,0,,,,,
player,201710220sdg,den,GreeVi00,targets,2,,,,,
player,201710220sdg,den,GreeVi00,rec,1,,,,,
player,201710220sdg,den,GreeVi00,rec_yds,7,,,,,
player,201710220sdg,den,GreeVi00,rec_td,0,,,,,
player,201710220sdg,den,GreeVi00,rec_long,7,,,,,
player,201710220sdg,den,GreeVi00,fumbles,0,,,,,
player,201710220sdg,den,GreeVi00,fumbles_lost,0,,,,,
player,201710220sdg,den,SharHu01,pass_cmp,0,,,,,
player,201710220sdg,den,SharHu01,pass_att,0,,,,,
player,201710220sdg,den,SharHu01,pass_yds,0,,,,,
player,201710220sdg,den,SharHu01,pass_td,0,,,,,
player,201710220sdg,den,SharHu01,pass_int,0,,,,,
player,201710220sdg,den,SharHu01,pass_sacked,0,,,,,
player,201710220sdg,den,SharHu01,pass_sacked_yds,0,,,,,
player,201710220sdg,den,SharHu01,pass_long,0,,,,,
player,201710220sdg,den,SharHu01,pass_rating,,,,,,
player,201710220sdg,den,SharHu01,rush_att,0,,,,,
player,201710220sdg,den,SharHu01,rush_yds,0,,,,,
player,201710220sdg,den,SharHu01,rush_td,0,,,,,
player,201710220sdg,den,SharHu01,rush_long,0,,,,,
player,201710220sdg,den,SharHu01,targets,1,,,,,
player,201710220sdg,den,SharHu01,rec,0,,,,,
player,201710220sdg,den,SharHu01,rec_yds,0,,,,,
player,201710220sdg,den,SharHu01,rec_td,0,,,,,
player,201710220sdg,den,SharHu01,rec_long,0,,,,,
player,201710220sdg,den,SharHu01,fumbles,0,,,,,
player,201710220sdg,den,SharHu01,fumbles_lost,0,,,,,
player,201710220sdg,sdg,RivePh00,pass_cmp,15,,,,,
player,201710220sdg,sdg,RivePh00,pass_att,26,,,,,
player,201710220sdg,sdg,RivePh00,pass_yds,183,,,,,
player,201710220sdg,sdg,RivePh00,pass_td,2,,,,,
player,201710220sdg,sdg,RivePh00,pass_int,0,,,,,
player,201710220sdg,sdg,RivePh00,pass_sacked,3,,,,,
player,201710220sdg,sdg,RivePh00,pass_sacked_yds,21,,,,,
player,201710220sdg,sdg,RivePh00,pass_long,42,,,,,
player,201710220sdg,sdg,RivePh00,pass_rating,105.1,,,,,
player,201710220sdg,sdg,RivePh00,rush_att,0,,,,,
player,201710220sdg,sdg,RivePh00,rush_yds,0,,,,,
player,201710220sdg,sdg,RivePh00,rush_td,0,,,,,
player,201710220sdg,sdg,RivePh00,rush_long,0,,,,,
player,201710220sdg,sdg,RivePh00,targets,0,,,,,
player,201710220sdg,sdg,RivePh00,rec,0,,,,,
player,201710220sdg,sdg,RivePh00,rec_yds,0,,,,,
player,201710220sdg,sdg,RivePh00,rec_td,0,,,,,
player,201710220sdg,sdg,RivePh00,rec_long,0,,,,,
player,201710220sdg,sdg,RivePh00,fumbles,0,,,,,
player,201710220sdg,sdg,RivePh00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_cmp,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_att,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_yds,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_td,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_int,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_sacked,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_long,0,,,,,
player,201710220sdg,sdg,EkelAu00,pass_rating,,,,,,
player,201710220sdg,sdg,EkelAu00,rush_att,7,,,,,
player,201710220sdg,sdg,EkelAu00,rush_yds,38,,,,,
player,201710220sdg,sdg,EkelAu00,rush_td,0,,,,,
player,201710220sdg,sdg,EkelAu00,rush_long,11,,,,,
player,201710220sdg,sdg,EkelAu00,targets,4,,,,,
player,201710220sdg,sdg,EkelAu00,rec,4,,,,,
player,201710220sdg,sdg,EkelAu00,rec_yds,6,,,,,
player,201710220sdg,sdg,EkelAu00,rec_td,1,,,,,
player,201710220sdg,sdg,EkelAu00,rec_long,3,,,,,
player,201710220sdg,sdg,EkelAu00,fumbles,0,,,,,
player,201710220sdg,sdg,EkelAu00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_cmp,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_att,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_yds,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_td,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_int,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_sacked,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_long,0,,,,,
player,201710220sdg,sdg,GordMe00,pass_rating,,,,,,
player,201710220sdg,sdg,GordMe00,rush_att,18,,,,,
player,201710220sdg,sdg,GordMe00,rush_yds,38,,,,,
player,201710220sdg,sdg,GordMe00,rush_td,0,,,,,
player,201710220sdg,sdg,GordMe00,rush_long,21,,,,,
player,201710220sdg,sdg,GordMe00,targets,4,,,,,
player,201710220sdg,sdg,GordMe00,rec,1,,,,,
player,201710220sdg,sdg,GordMe00,rec_yds,6,,,,,
player,201710220sdg,sdg,GordMe00,rec_td,0,,,,,
player,201710220sdg,sdg,GordMe00,rec_long,6,,,,,
player,201710220sdg,sdg,GordMe00,fumbles,0,,,,,
player,201710220sdg,sdg,GordMe00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_cmp,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_att,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_yds,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_td,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_int,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_sacked,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_long,0,,,,,
player,201710220sdg,sdg,BenjTr00,pass_rating,,,,,,
player,201710220sdg,sdg,BenjTr00,rush_att,1,,,,,
player,201710220sdg,sdg,BenjTr00,rush_yds,4,,,,,
player,201710220sdg,sdg,BenjTr00,rush_td,0,,,,,
player,201710220sdg,sdg,BenjTr00,rush_long,4,,,,,
player,201710220sdg,sdg,BenjTr00,targets,1,,,,,
player,201710220sdg,sdg,BenjTr00,rec,1,,,,,
player,201710220sdg,sdg,BenjTr00,rec_yds,42,,,,,
player,201710220sdg,sdg,BenjTr00,rec_td,1,,,,,
player,201710220sdg,sdg,BenjTr00,rec_long,42,,,,,
player,201710220sdg,sdg,BenjTr00,fumbles,0,,,,,
player,201710220sdg,sdg,BenjTr00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_cmp,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_att,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_yds,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_td,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_int,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_sacked,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_long,0,,,,,
player,201710220sdg,sdg,HenrHu00,pass_rating,,,,,,
player,201710220sdg,sdg,HenrHu00,rush_att,0,,,,,
player,201710220sdg,sdg,HenrHu00,rush_yds,0,,,,,
player,201710220sdg,sdg,HenrHu00,rush_td,0,,,,,
player,201710220sdg,sdg,HenrHu00,rush_long,0,,,,,
player,201710220sdg,sdg,HenrHu00,targets,5,,,,,
player,201710220sdg,sdg,HenrHu00,rec,4,,,,,
player,201710220sdg,sdg,HenrHu00,rec_yds,73,,,,,
player,201710220sdg,sdg,HenrHu00,rec_td,0,,,,,
player,201710220sdg,sdg,HenrHu00,rec_long,34,,,,,
player,201710220sdg,sdg,HenrHu00,fumbles,0,,,,,
player,201710220sdg,sdg,HenrHu00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_cmp,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_att,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_yds,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_td,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_int,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_sacked,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_long,0,,,,,
player,201710220sdg,sdg,AlleKe00,pass_rating,,,,,,
player,201710220sdg,sdg,AlleKe00,rush_att,0,,,,,
player,201710220sdg,sdg,AlleKe00,rush_yds,0,,,,,
player,201710220sdg,sdg,AlleKe00,rush_td,0,,,,,
player,201710220sdg,sdg,AlleKe00,rush_long,0,,,,,
player,201710220sdg,sdg,AlleKe00,targets,7,,,,,
player,201710220sdg,sdg,AlleKe00,rec,3,,,,,
player,201710220sdg,sdg,AlleKe00,rec_yds,41,,,,,
player,201710220sdg,sdg,AlleKe00,rec_td,0,,,,,
player,201710220sdg,sdg,AlleKe00,rec_long,19,,,,,
player,201710220sdg,sdg,AlleKe00,fumbles,0,,,,,
player,201710220sdg,sdg,AlleKe00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_cmp,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_att,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_yds,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_td,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_int,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_sacked,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_long,0,,,,,
player,201710220sdg,sdg,WillTy00,pass_rating,,,,,,
player,201710220sdg,sdg,WillTy00,rush_att,0,,,,,
player,201710220sdg,sdg,WillTy00,rush_yds,0,,,,,
player,201710220sdg,sdg,WillTy00,rush_td,0,,,,,
player,201710220sdg,sdg,WillTy00,rush_long,0,,,,,
player,201710220sdg,sdg,WillTy00,targets,1,,,,,
player,201710220sdg,sdg,WillTy00,rec,1,,,,,
player,201710220sdg,sdg,WillTy00,rec_yds,11,,,,,
player,201710220sdg,sdg,WillTy00,rec_td,0,,,,,
player,201710220sdg,sdg,WillTy00,rec_long,11,,,,,
player,201710220sdg,sdg,WillTy00,fumbles,0,,,,,
player,201710220sdg,sdg,WillTy00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_cmp,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_att,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_yds,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_td,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_int,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_sacked,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_long,0,,,,,
player,201710220sdg,sdg,GateAn00,pass_rating,,,,,,
player,201710220sdg,sdg,GateAn00,rush_att,0,,,,,
player,201710220sdg,sdg,GateAn00,rush_yds,0,,,,,
player,201710220sdg,sdg,GateAn00,rush_td,0,,,,,
player,201710220sdg,sdg,GateAn00,rush_long,0,,,,,
player,201710220sdg,sdg,GateAn00,targets,1,,,,,
player,201710220sdg,sdg,GateAn00,rec,1,,,,,
player,201710220sdg,sdg,GateAn00,rec_yds,4,,,,,
player,201710220sdg,sdg,GateAn00,rec_td,0,,,,,
player,201710220sdg,sdg,GateAn00,rec_long,4,,,,,
player,201710220sdg,sdg,GateAn00,fumbles,0,,,,,
player,201710220sdg,sdg,GateAn00,fumbles_lost,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_cmp,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_att,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_yds,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_td,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_int,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_sacked,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_sacked_yds,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_long,0,,,,,
player,201710220sdg,sdg,WillMi07,pass_rating,,,,,,
player,201710220sdg,sdg,WillMi07,rush_att,0,,,,,
player,201710220sdg,sdg,WillMi07,rush_yds,0,,,,,
player,201710220sdg,sdg,WillMi07,rush_td,0,,,,,
player,201710220sdg,sdg,WillMi07,rush_long,0,,,,,
player,201710220sdg,sdg,WillMi07,targets,2,,,,,
player,201710220sdg,sdg,WillMi07,rec,0,,,,,
player,201710220sdg,sdg,WillMi07,rec_yds,0,,,,,
player,201710220sdg,sdg,WillMi07,rec_td,0,,,,,
player,201710220sdg,sdg,WillMi07,rec_long,0,,,,,
player,201710220sdg,sdg,WillMi07,fumbles,0,,,,,
player,201710220sdg,sdg,WillMi07,fumbles_lost,0,,,,,
player,201710220sdg,den,MillVo00,def_int,0,,,,,
player,201710220sdg,den,MillVo00,def_int_yds,0,,,,,
player,201710220sdg,den,MillVo00,def_int_td,0,,,,,
player,201710220sdg,den,MillVo00,def_int_long,0,,,,,
player,201710220sdg,den,MillVo00,pass_defended,0,,,,,
player,201710220sdg,den,MillVo00,sacks,2.0,,,,,
player,201710220sdg,den,MillVo00,tackles_combined,5,,,,,
player,201710220sdg,den,MillVo00,tackles_solo,5,,,,,
player,201710220sdg,den,MillVo00,tackles_assists,0,,,,,
player,201710220sdg,den,MillVo00,tackles_loss,2,,,,,
player,201710220sdg,den,MillVo00,qb_hits,2,,,,,
player,201710220sdg,den,MillVo00,fumbles_rec,0,,,,,
player,201710220sdg,den,MillVo00,fumbles_rec_yds,0,,,,,
player,201710220sdg,den,MillVo00,fumbles_rec_td,0,,,,,
player,201710220sdg,den,MillVo00,fumbles_forced,0,,,,,
player,201710220sdg,den,PekoDo20,def_int,0,,,,,
player,201710220sdg,den,PekoDo20,def_int_yds,0,,,,,
player,201710220sdg,den,PekoDo20,def_int_td,0,,,,,
player,201710220sdg,den,PekoDo20,def_int_long,0,,,,,
player,201710220sdg,den,PekoDo20,pass_defended,0,,,,,
player,201710220sdg,den,PekoDo20,sacks,1.0,,,,,
player,201710220sdg,den,PekoDo20,tackles_combined,4,,,,,
player,201710220sdg,den,PekoDo20,tackles_solo,4,,,,,
