game,2017,13,20171203,201712030sdg,cle,"Cleveland Browns",10,sdg,"Los Angeles Chargers",19
player,201712030sdg,sdg,DaviMi03,tackles_loss,0,,,,,
player,201712030sdg,sdg,DaviMi03,qb_hits,0,,,,,
player,201712030sdg,sdg,DaviMi03,fumbles_rec,0,,,,,
player,201712030sdg,sdg,DaviMi03,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,DaviMi03,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,DaviMi03,fumbles_forced,0,,,,,
player,201712030sdg,sdg,McCaCh00,def_int,0,,,,,
player,201712030sdg,sdg,McCaCh00,def_int_yds,0,,,,,
player,201712030sdg,sdg,McCaCh00,def_int_td,0,,,,,
player,201712030sdg,sdg,McCaCh00,def_int_long,0,,,,,
player,201712030sdg,sdg,McCaCh00,pass_defended,0,,,,,
player,201712030sdg,sdg,McCaCh00,sacks,0.0,,,,,
player,201712030sdg,sdg,McCaCh00,tackles_combined,1,,,,,
player,201712030sdg,sdg,McCaCh00,tackles_solo,1,,,,,
player,201712030sdg,sdg,McCaCh00,tackles_assists,0,,,,,
player,201712030sdg,sdg,McCaCh00,tackles_loss,0,,,,,
player,201712030sdg,sdg,McCaCh00,qb_hits,0,,,,,
player,201712030sdg,sdg,McCaCh00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,McCaCh00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,McCaCh00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,McCaCh00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,PaleTe00,def_int,0,,,,,
player,201712030sdg,sdg,PaleTe00,def_int_yds,0,,,,,
player,201712030sdg,sdg,PaleTe00,def_int_td,0,,,,,
player,201712030sdg,sdg,PaleTe00,def_int_long,0,,,,,
player,201712030sdg,sdg,PaleTe00,pass_defended,0,,,,,
player,201712030sdg,sdg,PaleTe00,sacks,0.0,,,,,
player,201712030sdg,sdg,PaleTe00,tackles_combined,1,,,,,
player,201712030sdg,sdg,PaleTe00,tackles_solo,0,,,,,
player,201712030sdg,sdg,PaleTe00,tackles_assists,1,,,,,
player,201712030sdg,sdg,PaleTe00,tackles_loss,0,,,,,
player,201712030sdg,sdg,PaleTe00,qb_hits,0,,,,,
player,201712030sdg,sdg,PaleTe00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,PaleTe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,PaleTe00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,PaleTe00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,PullHa00,def_int,0,,,,,
player,201712030sdg,sdg,PullHa00,def_int_yds,0,,,,,
player,201712030sdg,sdg,PullHa00,def_int_td,0,,,,,
player,201712030sdg,sdg,PullHa00,def_int_long,0,,,,,
player,201712030sdg,sdg,PullHa00,pass_defended,0,,,,,
player,201712030sdg,sdg,PullHa00,sacks,0.0,,,,,
player,201712030sdg,sdg,PullHa00,tackles_combined,1,,,,,
player,201712030sdg,sdg,PullHa00,tackles_solo,0,,,,,
player,201712030sdg,sdg,PullHa00,tackles_assists,1,,,,,
player,201712030sdg,sdg,PullHa00,tackles_loss,0,,,,,
player,201712030sdg,sdg,PullHa00,qb_hits,0,,,,,
player,201712030sdg,sdg,PullHa00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,PullHa00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,PullHa00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,PullHa00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,WattDe00,def_int,0,,,,,
player,201712030sdg,sdg,WattDe00,def_int_yds,0,,,,,
player,201712030sdg,sdg,WattDe00,def_int_td,0,,,,,
player,201712030sdg,sdg,WattDe00,def_int_long,0,,,,,
player,201712030sdg,sdg,WattDe00,pass_defended,0,,,,,
player,201712030sdg,sdg,WattDe00,sacks,0.0,,,,,
player,201712030sdg,sdg,WattDe00,tackles_combined,1,,,,,
player,201712030sdg,sdg,WattDe00,tackles_solo,1,,,,,
player,201712030sdg,sdg,WattDe00,tackles_assists,0,,,,,
player,201712030sdg,sdg,WattDe00,tackles_loss,0,,,,,
player,201712030sdg,sdg,WattDe00,qb_hits,0,,,,,
player,201712030sdg,sdg,WattDe00,fumbles_rec,0,,,,,
player,201712030sdg,sdg,WattDe00,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,WattDe00,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,WattDe00,fumbles_forced,0,,,,,
player,201712030sdg,sdg,WillTr05,def_int,0,,,,,
player,201712030sdg,sdg,WillTr05,def_int_yds,0,,,,,
player,201712030sdg,sdg,WillTr05,def_int_td,0,,,,,
player,201712030sdg,sdg,WillTr05,def_int_long,0,,,,,
player,201712030sdg,sdg,WillTr05,pass_defended,2,,,,,
player,201712030sdg,sdg,WillTr05,sacks,0.0,,,,,
player,201712030sdg,sdg,WillTr05,tackles_combined,1,,,,,
player,201712030sdg,sdg,WillTr05,tackles_solo,1,,,,,
player,201712030sdg,sdg,WillTr05,tackles_assists,0,,,,,
player,201712030sdg,sdg,WillTr05,tackles_loss,0,,,,,
player,201712030sdg,sdg,WillTr05,qb_hits,0,,,,,
player,201712030sdg,sdg,WillTr05,fumbles_rec,0,,,,,
player,201712030sdg,sdg,WillTr05,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,WillTr05,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,WillTr05,fumbles_forced,0,,,,,
player,201712030sdg,sdg,OkunRu20,def_int,0,,,,,
player,201712030sdg,sdg,OkunRu20,def_int_yds,0,,,,,
player,201712030sdg,sdg,OkunRu20,def_int_td,0,,,,,
player,201712030sdg,sdg,OkunRu20,def_int_long,0,,,,,
player,201712030sdg,sdg,OkunRu20,pass_defended,0,,,,,
player,201712030sdg,sdg,OkunRu20,sacks,0.0,,,,,
player,201712030sdg,sdg,OkunRu20,tackles_combined,0,,,,,
player,201712030sdg,sdg,OkunRu20,tackles_solo,0,,,,,
player,201712030sdg,sdg,OkunRu20,tackles_assists,0,,,,,
player,201712030sdg,sdg,OkunRu20,tackles_loss,,,,,,
player,201712030sdg,sdg,OkunRu20,qb_hits,,,,,,
player,201712030sdg,sdg,OkunRu20,fumbles_rec,1,,,,,
player,201712030sdg,sdg,OkunRu20,fumbles_rec_yds,0,,,,,
player,201712030sdg,sdg,OkunRu20,fumbles_rec_td,0,,,,,
player,201712030sdg,sdg,OkunRu20,fumbles_forced,0,,,,,
player,201712030sdg,cle,JohnDu00,kick_ret,0,,,,,
player,201712030sdg,cle,JohnDu00,kick_ret_yds,0,,,,,
player,201712030sdg,cle,JohnDu00,kick_ret_yds_per_ret,,,,,,
player,201712030sdg,cle,JohnDu00,kick_ret_td,0,,,,,
player,201712030sdg,cle,JohnDu00,kick_ret_long,0,,,,,
player,201712030sdg,cle,JohnDu00,punt_ret,1,,,,,
player,201712030sdg,cle,JohnDu00,punt_ret_yds,12,,,,,
player,201712030sdg,cle,JohnDu00,punt_ret_yds_per_ret,12.0,,,,,
player,201712030sdg,cle,JohnDu00,punt_ret_td,0,,,,,
player,201712030sdg,cle,JohnDu00,punt_ret_long,12,,,,,
player,201712030sdg,cle,DayeMa00,kick_ret,2,,,,,
player,201712030sdg,cle,DayeMa00,kick_ret_yds,51,,,,,
player,201712030sdg,cle,DayeMa00,kick_ret_yds_per_ret,25.5,,,,,
player,201712030sdg,cle,DayeMa00,kick_ret_td,0,,,,,
player,201712030sdg,cle,DayeMa00,kick_ret_long,32,,,,,
player,201712030sdg,cle,DayeMa00,punt_ret,0,,,,,
player,201712030sdg,cle,DayeMa00,punt_ret_yds,0,,,,,
player,201712030sdg,cle,DayeMa00,punt_ret_yds_per_ret,,,,,,
player,201712030sdg,cle,DayeMa00,punt_ret_td,0,,,,,
player,201712030sdg,cle,DayeMa00,punt_ret_long,0,,,,,
player,201712030sdg,sdg,BenjTr00,kick_ret,0,,,,,
player,201712030sdg,sdg,BenjTr00,kick_ret_yds,0,,,,,
player,201712030sdg,sdg,BenjTr00,kick_ret_yds_per_ret,,,,,,
player,201712030sdg,sdg,BenjTr00,kick_ret_td,0,,,,,
player,201712030sdg,sdg,BenjTr00,kick_ret_long,0,,,,,
player,201712030sdg,sdg,BenjTr00,punt_ret,1,,,,,
player,201712030sdg,sdg,BenjTr00,punt_ret_yds,9,,,,,
player,201712030sdg,sdg,BenjTr00,punt_ret_yds_per_ret,9.0,,,,,
player,201712030sdg,sdg,BenjTr00,punt_ret_td,0,,,,,
player,201712030sdg,sdg,BenjTr00,punt_ret_long,9,,,,,
player,201712030sdg,sdg,KingDe01,kick_ret,3,,,,,
player,201712030sdg,sdg,KingDe01,kick_ret_yds,82,,,,,
player,201712030sdg,sdg,KingDe01,kick_ret_yds_per_ret,27.3,,,,,
player,201712030sdg,sdg,KingDe01,kick_ret_td,0,,,,,
player,201712030sdg,sdg,KingDe01,kick_ret_long,44,,,,,
player,201712030sdg,sdg,KingDe01,punt_ret,0,,,,,
player,201712030sdg,sdg,KingDe01,punt_ret_yds,0,,,,,
player,201712030sdg,sdg,KingDe01,punt_ret_yds_per_ret,,,,,,
player,201712030sdg,sdg,KingDe01,punt_ret_td,0,,,,,
player,201712030sdg,sdg,KingDe01,punt_ret_long,0,,,,,
player,201712030sdg,cle,GonzZa00,xpm,1,,,,,
player,201712030sdg,cle,GonzZa00,xpa,1,,,,,
player,201712030sdg,cle,GonzZa00,fgm,1,,,,,
player,201712030sdg,cle,GonzZa00,fga,1,,,,,
player,201712030sdg,cle,GonzZa00,punt,0,,,,,
player,201712030sdg,cle,GonzZa00,punt_yds,0,,,,,
player,201712030sdg,cle,GonzZa00,punt_yds_per_punt,,,,,,
player,201712030sdg,cle,GonzZa00,punt_long,0,,,,,
player,201712030sdg,cle,ColqBr00,xpm,,,,,,
player,201712030sdg,cle,ColqBr00,xpa,,,,,,
player,201712030sdg,cle,ColqBr00,fgm,,,,,,
player,201712030sdg,cle,ColqBr00,fga,,,,,,
player,201712030sdg,cle,ColqBr00,punt,3,,,,,
player,201712030sdg,cle,ColqBr00,punt_yds,117,,,,,
player,201712030sdg,cle,ColqBr00,punt_yds_per_punt,39.0,,,,,
player,201712030sdg,cle,ColqBr00,punt_long,44,,,,,
player,201712030sdg,sdg,CoonTr00,xpm,1,,,,,
player,201712030sdg,sdg,CoonTr00,xpa,1,,,,,
player,201712030sdg,sdg,CoonTr00,fgm,4,,,,,
player,201712030sdg,sdg,CoonTr00,fga,5,,,,,
player,201712030sdg,sdg,CoonTr00,punt,0,,,,,
player,201712030sdg,sdg,CoonTr00,punt_yds,0,,,,,
player,201712030sdg,sdg,CoonTr00,punt_yds_per_punt,,,,,,
player,201712030sdg,sdg,CoonTr00,punt_long,0,,,,,
player,201712030sdg,sdg,KaseDr00,xpm,,,,,,
player,201712030sdg,sdg,KaseDr00,xpa,,,,,,
player,201712030sdg,sdg,KaseDr00,fgm,,,,,,
player,201712030sdg,sdg,KaseDr00,fga,,,,,,
player,201712030sdg,sdg,KaseDr00,punt,2,,,,,
player,201712030sdg,sdg,KaseDr00,punt_yds,73,,,,,
player,201712030sdg,sdg,KaseDr00,punt_yds_per_punt,36.5,,,,,
player,201712030sdg,sdg,KaseDr00,punt_long,42,,,,,
player,201712030sdg,sdg,FeenDa00,pos,G,,,,,
player,201712030sdg,sdg,FeenDa00,offense,70,,,,,
player,201712030sdg,sdg,FeenDa00,off_pct,100%,,,,,
player,201712030sdg,sdg,FeenDa00,defense,0,,,,,
player,201712030sdg,sdg,FeenDa00,def_pct,0%,,,,,
player,201712030sdg,sdg,FeenDa00,special_teams,7,,,,,
player,201712030sdg,sdg,FeenDa00,st_pct,33%,,,,,
player,201712030sdg,sdg,OkunRu20,pos,T,,,,,
player,201712030sdg,sdg,OkunRu20,offense,70,,,,,
player,201712030sdg,sdg,OkunRu20,off_pct,100%,,,,,
player,201712030sdg,sdg,OkunRu20,defense,0,,,,,
player,201712030sdg,sdg,OkunRu20,def_pct,0%,,,,,
player,201712030sdg,sdg,OkunRu20,special_teams,6,,,,,
player,201712030sdg,sdg,OkunRu20,st_pct,29%,,,,,
player,201712030sdg,sdg,WiggKe00,pos,G,,,,,
player,201712030sdg,sdg,WiggKe00,offense,70,,,,,
player,201712030sdg,sdg,WiggKe00,off_pct,100%,,,,,
player,201712030sdg,sdg,WiggKe00,defense,0,,,,,
player,201712030sdg,sdg,WiggKe00,def_pct,0%,,,,,
player,201712030sdg,sdg,WiggKe00,special_teams,6,,,,,
player,201712030sdg,sdg,WiggKe00,st_pct,29%,,,,,
player,201712030sdg,sdg,PullSp00,pos,C,,,,,
player,201712030sdg,sdg,PullSp00,offense,70,,,,,
player,201712030sdg,sdg,PullSp00,off_pct,100%,,,,,
player,201712030sdg,sdg,PullSp00,defense,0,,,,,
player,201712030sdg,sdg,PullSp00,def_pct,0%,,,,,
player,201712030sdg,sdg,PullSp00,special_teams,0,,,,,
player,201712030sdg,sdg,PullSp00,st_pct,0%,,,,,
player,201712030sdg,sdg,RivePh00,pos,QB,,,,,
player,201712030sdg,sdg,RivePh00,offense,70,,,,,
player,201712030sdg,sdg,RivePh00,off_pct,100%,,,,,
player,201712030sdg,sdg,RivePh00,defense,0,,,,,
player,201712030sdg,sdg,RivePh00,def_pct,0%,,,,,
player,201712030sdg,sdg,RivePh00,special_teams,0,,,,,
player,201712030sdg,sdg,RivePh00,st_pct,0%,,,,,
player,201712030sdg,sdg,BarkJo00,pos,T,,,,,
player,201712030sdg,sdg,BarkJo00,offense,67,,,,,
player,201712030sdg,sdg,BarkJo00,off_pct,96%,,,,,
player,201712030sdg,sdg,BarkJo00,defense,0,,,,,
player,201712030sdg,sdg,BarkJo00,def_pct,0%,,,,,
player,201712030sdg,sdg,BarkJo00,special_teams,6,,,,,
player,201712030sdg,sdg,BarkJo00,st_pct,29%,,,,,
player,201712030sdg,sdg,AlleKe00,pos,WR,,,,,
player,201712030sdg,sdg,AlleKe00,offense,64,,,,,
player,201712030sdg,sdg,AlleKe00,off_pct,91%,,,,,
player,201712030sdg,sdg,AlleKe00,defense,0,,,,,
player,201712030sdg,sdg,AlleKe00,def_pct,0%,,,,,
player,201712030sdg,sdg,AlleKe00,special_teams,0,,,,,
player,201712030sdg,sdg,AlleKe00,st_pct,0%,,,,,
player,201712030sdg,sdg,GordMe00,pos,RB,,,,,
player,201712030sdg,sdg,GordMe00,offense,53,,,,,
player,201712030sdg,sdg,GordMe00,off_pct,76%,,,,,
player,201712030sdg,sdg,GordMe00,defense,0,,,,,
player,201712030sdg,sdg,GordMe00,def_pct,0%,,,,,
player,201712030sdg,sdg,GordMe00,special_teams,0,,,,,
player,201712030sdg,sdg,GordMe00,st_pct,0%,,,,,
player,201712030sdg,sdg,WillTy00,pos,WR,,,,,
player,201712030sdg,sdg,WillTy00,offense,51,,,,,
player,201712030sdg,sdg,WillTy00,off_pct,73%,,,,,
player,201712030sdg,sdg,WillTy00,defense,0,,,,,
player,201712030sdg,sdg,WillTy00,def_pct,0%,,,,,
player,201712030sdg,sdg,WillTy00,special_teams,0,,,,,
player,201712030sdg,sdg,WillTy00,st_pct,0%,,,,,
player,201712030sdg,sdg,HenrHu00,pos,TE,,,,,
player,201712030sdg,sdg,HenrHu00,offense,50,,,,,
player,201712030sdg,sdg,HenrHu00,off_pct,71%,,,,,
player,201712030sdg,sdg,HenrHu00,defense,0,,,,,
player,201712030sdg,sdg,HenrHu00,def_pct,0%,,,,,
player,201712030sdg,sdg,HenrHu00,special_teams,0,,,,,
player,201712030sdg,sdg,HenrHu00,st_pct,0%,,,,,
player,201712030sdg,sdg,BenjTr00,pos,WR,,,,,
player,201712030sdg,sdg,BenjTr00,offense,38,,,,,
player,201712030sdg,sdg,BenjTr00,off_pct,54%,,,,,
player,201712030sdg,sdg,BenjTr00,defense,0,,,,,
player,201712030sdg,sdg,BenjTr00,def_pct,0%,,,,,
player,201712030sdg,sdg,BenjTr00,special_teams,3,,,,,
player,201712030sdg,sdg,BenjTr00,st_pct,14%,,,,,
player,201712030sdg,sdg,GateAn00,pos,TE,,,,,
player,201712030sdg,sdg,GateAn00,offense,27,,,,,
player,201712030sdg,sdg,GateAn00,off_pct,39%,,,,,
player,201712030sdg,sdg,GateAn00,defense,0,,,,,
player,201712030sdg,sdg,GateAn00,def_pct,0%,,,,,
player,201712030sdg,sdg,GateAn00,special_teams,0,,,,,
player,201712030sdg,sdg,GateAn00,st_pct,0%,,,,,
player,201712030sdg,sdg,CumbJe00,pos,TE,,,,,
player,201712030sdg,sdg,CumbJe00,offense,24,,,,,
player,201712030sdg,sdg,CumbJe00,off_pct,34%,,,,,
player,201712030sdg,sdg,CumbJe00,defense,0,,,,,
player,201712030sdg,sdg,CumbJe00,def_pct,0%,,,,,
player,201712030sdg,sdg,CumbJe00,special_teams,8,,,,,
player,201712030sdg,sdg,CumbJe00,st_pct,38%,,,,,
player,201712030sdg,sdg,EkelAu00,pos,RB,,,,,
player,201712030sdg,sdg,EkelAu00,offense,20,,,,,
player,201712030sdg,sdg,EkelAu00,off_pct,29%,,,,,
player,201712030sdg,sdg,EkelAu00,defense,0,,,,,
player,201712030sdg,sdg,EkelAu00,def_pct,0%,,,,,
player,201712030sdg,sdg,EkelAu00,special_teams,7,,,,,
player,201712030sdg,sdg,EkelAu00,st_pct,33%,,,,,
player,201712030sdg,sdg,SchoMi00,pos,G,,,,,
player,201712030sdg,sdg,SchoMi00,offense,8,,,,,
player,201712030sdg,sdg,SchoMi00,off_pct,11%,,,,,
player,201712030sdg,sdg,SchoMi00,defense,0,,,,,
player,201712030sdg,sdg,SchoMi00,def_pct,0%,,,,,
player,201712030sdg,sdg,SchoMi00,special_teams,6,,,,,
player,201712030sdg,sdg,SchoMi00,st_pct,29%,,,,,
player,201712030sdg,sdg,WattDe00,pos,FB,,,,,
player,201712030sdg,sdg,WattDe00,offense,7,,,,,
player,201712030sdg,sdg,WattDe00,off_pct,10%,,,,,
player,201712030sdg,sdg,WattDe00,defense,0,,,,,
player,201712030sdg,sdg,WattDe00,def_pct,0%,,,,,
player,201712030sdg,sdg,WattDe00,special_teams,19,,,,,
player,201712030sdg,sdg,WattDe00,st_pct,90%,,,,,
player,201712030sdg,sdg,DaviGe00,pos,WR,,,,,
player,201712030sdg,sdg,DaviGe00,offense,6,,,,,
player,201712030sdg,sdg,DaviGe00,off_pct,9%,,,,,
player,201712030sdg,sdg,DaviGe00,defense,0,,,,,
player,201712030sdg,sdg,DaviGe00,def_pct,0%,,,,,
player,201712030sdg,sdg,DaviGe00,special_teams,0,,,,,
player,201712030sdg,sdg,DaviGe00,st_pct,0%,,,,,
player,201712030sdg,sdg,McGrSe00,pos,TE,,,,,
player,201712030sdg,sdg,McGrSe00,offense,5,,,,,
player,201712030sdg,sdg,McGrSe00,off_pct,7%,,,,,
player,201712030sdg,sdg,McGrSe00,defense,0,,,,,
player,201712030sdg,sdg,McGrSe00,def_pct,0%,,,,,
player,201712030sdg,sdg,McGrSe00,special_teams,11,,,,,
player,201712030sdg,sdg,McGrSe00,st_pct,52%,,,,,
player,201712030sdg,sdg,BostTr00,pos,FS,,,,,
player,201712030sdg,sdg,BostTr00,offense,0,,,,,
player,201712030sdg,sdg,BostTr00,off_pct,0%,,,,,
player,201712030sdg,sdg,BostTr00,defense,63,,,,,
player,201712030sdg,sdg,BostTr00,def_pct,100%,,,,,
player,201712030sdg,sdg,BostTr00,special_teams,2,,,,,
player,201712030sdg,sdg,BostTr00,st_pct,10%,,,,,
player,201712030sdg,sdg,AddaJa00,pos,SS,,,,,
player,201712030sdg,sdg,AddaJa00,offense,0,,,,,
player,201712030sdg,sdg,AddaJa00,off_pct,0%,,,,,
player,201712030sdg,sdg,AddaJa00,defense,63,,,,,
player,201712030sdg,sdg,AddaJa00,def_pct,100%,,,,,
player,201712030sdg,sdg,AddaJa00,special_teams,2,,,,,
player,201712030sdg,sdg,AddaJa00,st_pct,10%,,,,,
player,201712030sdg,sdg,WillTr05,pos,CB,,,,,
player,201712030sdg,sdg,WillTr05,offense,0,,,,,
player,201712030sdg,sdg,WillTr05,off_pct,0%,,,,,
player,201712030sdg,sdg,WillTr05,defense,63,,,,,
player,201712030sdg,sdg,WillTr05,def_pct,100%,,,,,
player,201712030sdg,sdg,WillTr05,special_teams,0,,,,,
player,201712030sdg,sdg,WillTr05,st_pct,0%,,,,,
player,201712030sdg,sdg,HaywCa00,pos,CB,,,,,
player,201712030sdg,sdg,HaywCa00,offense,0,,,,,
player,201712030sdg,sdg,HaywCa00,off_pct,0%,,,,,
player,201712030sdg,sdg,HaywCa00,defense,63,,,,,
player,201712030sdg,sdg,HaywCa00,def_pct,100%,,,,,
player,201712030sdg,sdg,HaywCa00,special_teams,0,,,,,
player,201712030sdg,sdg,HaywCa00,st_pct,0%,,,,,
player,201712030sdg,sdg,PerrDe00,pos,LB,,,,,
player,201712030sdg,sdg,PerrDe00,offense,0,,,,,
player,201712030sdg,sdg,PerrDe00,off_pct,0%,,,,,
player,201712030sdg,sdg,PerrDe00,defense,57,,,,,
player,201712030sdg,sdg,PerrDe00,def_pct,90%,,,,,
player,201712030sdg,sdg,PerrDe00,special_teams,0,,,,,
player,201712030sdg,sdg,PerrDe00,st_pct,0%,,,,,
player,201712030sdg,sdg,BosaJo00,pos,DE,,,,,
player,201712030sdg,sdg,BosaJo00,offense,0,,,,,
player,201712030sdg,sdg,BosaJo00,off_pct,0%,,,,,
player,201712030sdg,sdg,BosaJo00,defense,57,,,,,
player,201712030sdg,sdg,BosaJo00,def_pct,90%,,,,,
player,201712030sdg,sdg,BosaJo00,special_teams,0,,,,,
player,201712030sdg,sdg,BosaJo00,st_pct,0%,,,,,
player,201712030sdg,sdg,IngrMe00,pos,DE,,,,,
player,201712030sdg,sdg,IngrMe00,offense,0,,,,,
player,201712030sdg,sdg,IngrMe00,off_pct,0%,,,,,
player,201712030sdg,sdg,IngrMe00,defense,57,,,,,
player,201712030sdg,sdg,IngrMe00,def_pct,90%,,,,,
player,201712030sdg,sdg,IngrMe00,special_teams,0,,,,,
player,201712030sdg,sdg,IngrMe00,st_pct,0%,,,,,
player,201712030sdg,sdg,KingDe01,pos,CB,,,,,
player,201712030sdg,sdg,KingDe01,offense,0,,,,,
player,201712030sdg,sdg,KingDe01,off_pct,0%,,,,,
player,201712030sdg,sdg,KingDe01,defense,52,,,,,
player,201712030sdg,sdg,KingDe01,def_pct,83%,,,,,
player,201712030sdg,sdg,KingDe01,special_teams,11,,,,,
player,201712030sdg,sdg,KingDe01,st_pct,52%,,,,,
player,201712030sdg,sdg,PhilAd00,pos,SS,,,,,
player,201712030sdg,sdg,PhilAd00,offense,0,,,,,
player,201712030sdg,sdg,PhilAd00,off_pct,0%,,,,,
player,201712030sdg,sdg,PhilAd00,defense,51,,,,,
player,201712030sdg,sdg,PhilAd00,def_pct,81%,,,,,
player,201712030sdg,sdg,PhilAd00,special_teams,10,,,,,
player,201712030sdg,sdg,PhilAd00,st_pct,48%,,,,,
player,201712030sdg,sdg,PhilDa01,pos,DT,,,,,
player,201712030sdg,sdg,PhilDa01,offense,0,,,,,
player,201712030sdg,sdg,PhilDa01,off_pct,0%,,,,,
player,201712030sdg,sdg,PhilDa01,defense,42,,,,,
player,201712030sdg,sdg,PhilDa01,def_pct,67%,,,,,
player,201712030sdg,sdg,PhilDa01,special_teams,1,,,,,
player,201712030sdg,sdg,PhilDa01,st_pct,5%,,,,,
player,201712030sdg,sdg,MebaBr99,pos,NT,,,,,
player,201712030sdg,sdg,MebaBr99,offense,0,,,,,
player,201712030sdg,sdg,MebaBr99,off_pct,0%,,,,,
player,201712030sdg,sdg,MebaBr99,defense,34,,,,,
player,201712030sdg,sdg,MebaBr99,def_pct,54%,,,,,
player,201712030sdg,sdg,MebaBr99,special_teams,0,,,,,
player,201712030sdg,sdg,MebaBr99,st_pct,0%,,,,,
player,201712030sdg,sdg,SquaDa00,pos,NT,,,,,
player,201712030sdg,sdg,SquaDa00,offense,0,,,,,
player,201712030sdg,sdg,SquaDa00,off_pct,0%,,,,,
player,201712030sdg,sdg,SquaDa00,defense,20,,,,,
player,201712030sdg,sdg,SquaDa00,def_pct,32%,,,,,
player,201712030sdg,sdg,SquaDa00,special_teams,2,,,,,
player,201712030sdg,sdg,SquaDa00,st_pct,10%,,,,,
player,201712030sdg,sdg,PaleTe00,pos,DT,,,,,
player,201712030sdg,sdg,PaleTe00,offense,0,,,,,
player,201712030sdg,sdg,PaleTe00,off_pct,0%,,,,,
player,201712030sdg,sdg,PaleTe00,defense,18,,,,,
player,201712030sdg,sdg,PaleTe00,def_pct,29%,,,,,
player,201712030sdg,sdg,PaleTe00,special_teams,5,,,,,
player,201712030sdg,sdg,PaleTe00,st_pct,24%,,,,,
player,201712030sdg,sdg,McCaCh00,pos,DE,,,,,
player,201712030sdg,sdg,McCaCh00,offense,0,,,,,
player,201712030sdg,sdg,McCaCh00,off_pct,0%,,,,,
player,201712030sdg,sdg,McCaCh00,defense,18,,,,,
player,201712030sdg,sdg,McCaCh00,def_pct,29%,,,,,
player,201712030sdg,sdg,McCaCh00,special_teams,3,,,,,
player,201712030sdg,sdg,McCaCh00,st_pct,14%,,,,,
player,201712030sdg,sdg,EmanKy00,pos,LB,,,,,
player,201712030sdg,sdg,EmanKy00,offense,0,,,,,
player,201712030sdg,sdg,EmanKy00,off_pct,0%,,,,,
player,201712030sdg,sdg,EmanKy00,defense,11,,,,,
player,201712030sdg,sdg,EmanKy00,def_pct,17%,,,,,
player,201712030sdg,sdg,EmanKy00,special_teams,4,,,,,
player,201712030sdg,sdg,EmanKy00,st_pct,19%,,,,,
player,201712030sdg,sdg,PullHa00,pos,LB,,,,,
player,201712030sdg,sdg,PullHa00,offense,0,,,,,
player,201712030sdg,sdg,PullHa00,off_pct,0%,,,,,
player,201712030sdg,sdg,PullHa00,defense,11,,,,,
player,201712030sdg,sdg,PullHa00,def_pct,17%,,,,,
player,201712030sdg,sdg,PullHa00,special_teams,0,,,,,
player,201712030sdg,sdg,PullHa00,st_pct,0%,,,,,
player,201712030sdg,sdg,AttaJe00,pos,DE,,,,,
player,201712030sdg,sdg,AttaJe00,offense,0,,,,,
player,201712030sdg,sdg,AttaJe00,off_pct,0%,,,,,
player,201712030sdg,sdg,AttaJe00,defense,6,,,,,
player,201712030sdg,sdg,AttaJe00,def_pct,10%,,,,,
player,201712030sdg,sdg,AttaJe00,special_teams,9,,,,,
player,201712030sdg,sdg,AttaJe00,st_pct,43%,,,,,
player,201712030sdg,sdg,BrowJa05,pos,LB,,,,,
player,201712030sdg,sdg,BrowJa05,offense,0,,,,,
player,201712030sdg,sdg,BrowJa05,off_pct,0%,,,,,
player,201712030sdg,sdg,BrowJa05,defense,4,,,,,
player,201712030sdg,sdg,BrowJa05,def_pct,6%,,,,,
player,201712030sdg,sdg,BrowJa05,special_teams,10,,,,,
player,201712030sdg,sdg,BrowJa05,st_pct,48%,,,,,
player,201712030sdg,sdg,JenkRa00,pos,SS,,,,,
player,201712030sdg,sdg,JenkRa00,offense,0,,,,,
player,201712030sdg,sdg,JenkRa00,off_pct,0%,,,,,
player,201712030sdg,sdg,JenkRa00,defense,3,,,,,
player,201712030sdg,sdg,JenkRa00,def_pct,5%,,,,,
player,201712030sdg,sdg,JenkRa00,special_teams,15,,,,,
player,201712030sdg,sdg,JenkRa00,st_pct,71%,,,,,
player,201712030sdg,sdg,DzubNi00,pos,LB,,,,,
player,201712030sdg,sdg,DzubNi00,offense,0,,,,,
player,201712030sdg,sdg,DzubNi00,off_pct,0%,,,,,
player,201712030sdg,sdg,DzubNi00,defense,0,,,,,
player,201712030sdg,sdg,DzubNi00,def_pct,0%,,,,,
