game,2017,16,20171224,201712240chi,cle,"Cleveland Browns",3,chi,"Chicago Bears",20
player,201712240chi,chi,JenkJo00,def_int_long,0,,,,,
player,201712240chi,chi,JenkJo00,pass_defended,0,,,,,
player,201712240chi,chi,JenkJo00,sacks,0.0,,,,,
player,201712240chi,chi,JenkJo00,tackles_combined,2,,,,,
player,201712240chi,chi,JenkJo00,tackles_solo,1,,,,,
player,201712240chi,chi,JenkJo00,tackles_assists,1,,,,,
player,201712240chi,chi,JenkJo00,tackles_loss,0,,,,,
player,201712240chi,chi,JenkJo00,qb_hits,0,,,,,
player,201712240chi,chi,JenkJo00,fumbles_rec,0,,,,,
player,201712240chi,chi,JenkJo00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,JenkJo00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,JenkJo00,fumbles_forced,0,,,,,
player,201712240chi,chi,RobeRo00,def_int,0,,,,,
player,201712240chi,chi,RobeRo00,def_int_yds,0,,,,,
player,201712240chi,chi,RobeRo00,def_int_td,0,,,,,
player,201712240chi,chi,RobeRo00,def_int_long,0,,,,,
player,201712240chi,chi,RobeRo00,pass_defended,0,,,,,
player,201712240chi,chi,RobeRo00,sacks,0.0,,,,,
player,201712240chi,chi,RobeRo00,tackles_combined,2,,,,,
player,201712240chi,chi,RobeRo00,tackles_solo,0,,,,,
player,201712240chi,chi,RobeRo00,tackles_assists,2,,,,,
player,201712240chi,chi,RobeRo00,tackles_loss,0,,,,,
player,201712240chi,chi,RobeRo00,qb_hits,1,,,,,
player,201712240chi,chi,RobeRo00,fumbles_rec,0,,,,,
player,201712240chi,chi,RobeRo00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,RobeRo00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,RobeRo00,fumbles_forced,0,,,,,
player,201712240chi,chi,TimuJo00,def_int,0,,,,,
player,201712240chi,chi,TimuJo00,def_int_yds,0,,,,,
player,201712240chi,chi,TimuJo00,def_int_td,0,,,,,
player,201712240chi,chi,TimuJo00,def_int_long,0,,,,,
player,201712240chi,chi,TimuJo00,pass_defended,0,,,,,
player,201712240chi,chi,TimuJo00,sacks,0.0,,,,,
player,201712240chi,chi,TimuJo00,tackles_combined,2,,,,,
player,201712240chi,chi,TimuJo00,tackles_solo,2,,,,,
player,201712240chi,chi,TimuJo00,tackles_assists,0,,,,,
player,201712240chi,chi,TimuJo00,tackles_loss,1,,,,,
player,201712240chi,chi,TimuJo00,qb_hits,0,,,,,
player,201712240chi,chi,TimuJo00,fumbles_rec,0,,,,,
player,201712240chi,chi,TimuJo00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,TimuJo00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,TimuJo00,fumbles_forced,0,,,,,
player,201712240chi,chi,BrauBe00,def_int,0,,,,,
player,201712240chi,chi,BrauBe00,def_int_yds,0,,,,,
player,201712240chi,chi,BrauBe00,def_int_td,0,,,,,
player,201712240chi,chi,BrauBe00,def_int_long,0,,,,,
player,201712240chi,chi,BrauBe00,pass_defended,0,,,,,
player,201712240chi,chi,BrauBe00,sacks,0.0,,,,,
player,201712240chi,chi,BrauBe00,tackles_combined,1,,,,,
player,201712240chi,chi,BrauBe00,tackles_solo,1,,,,,
player,201712240chi,chi,BrauBe00,tackles_assists,0,,,,,
player,201712240chi,chi,BrauBe00,tackles_loss,0,,,,,
player,201712240chi,chi,BrauBe00,qb_hits,0,,,,,
player,201712240chi,chi,BrauBe00,fumbles_rec,0,,,,,
player,201712240chi,chi,BrauBe00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,BrauBe00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,BrauBe00,fumbles_forced,0,,,,,
player,201712240chi,chi,BushDe00,def_int,0,,,,,
player,201712240chi,chi,BushDe00,def_int_yds,0,,,,,
player,201712240chi,chi,BushDe00,def_int_td,0,,,,,
player,201712240chi,chi,BushDe00,def_int_long,0,,,,,
player,201712240chi,chi,BushDe00,pass_defended,0,,,,,
player,201712240chi,chi,BushDe00,sacks,0.0,,,,,
player,201712240chi,chi,BushDe00,tackles_combined,1,,,,,
player,201712240chi,chi,BushDe00,tackles_solo,1,,,,,
player,201712240chi,chi,BushDe00,tackles_assists,0,,,,,
player,201712240chi,chi,BushDe00,tackles_loss,0,,,,,
player,201712240chi,chi,BushDe00,qb_hits,0,,,,,
player,201712240chi,chi,BushDe00,fumbles_rec,0,,,,,
player,201712240chi,chi,BushDe00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,BushDe00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,BushDe00,fumbles_forced,0,,,,,
player,201712240chi,chi,HousLa99,def_int,0,,,,,
player,201712240chi,chi,HousLa99,def_int_yds,0,,,,,
player,201712240chi,chi,HousLa99,def_int_td,0,,,,,
player,201712240chi,chi,HousLa99,def_int_long,0,,,,,
player,201712240chi,chi,HousLa99,pass_defended,0,,,,,
player,201712240chi,chi,HousLa99,sacks,0.0,,,,,
player,201712240chi,chi,HousLa99,tackles_combined,1,,,,,
player,201712240chi,chi,HousLa99,tackles_solo,0,,,,,
player,201712240chi,chi,HousLa99,tackles_assists,1,,,,,
player,201712240chi,chi,HousLa99,tackles_loss,0,,,,,
player,201712240chi,chi,HousLa99,qb_hits,1,,,,,
player,201712240chi,chi,HousLa99,fumbles_rec,0,,,,,
player,201712240chi,chi,HousLa99,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,HousLa99,fumbles_rec_td,0,,,,,
player,201712240chi,chi,HousLa99,fumbles_forced,0,,,,,
player,201712240chi,chi,HousDe00,def_int,0,,,,,
player,201712240chi,chi,HousDe00,def_int_yds,0,,,,,
player,201712240chi,chi,HousDe00,def_int_td,0,,,,,
player,201712240chi,chi,HousDe00,def_int_long,0,,,,,
player,201712240chi,chi,HousDe00,pass_defended,0,,,,,
player,201712240chi,chi,HousDe00,sacks,0.0,,,,,
player,201712240chi,chi,HousDe00,tackles_combined,1,,,,,
player,201712240chi,chi,HousDe00,tackles_solo,1,,,,,
player,201712240chi,chi,HousDe00,tackles_assists,0,,,,,
player,201712240chi,chi,HousDe00,tackles_loss,0,,,,,
player,201712240chi,chi,HousDe00,qb_hits,0,,,,,
player,201712240chi,chi,HousDe00,fumbles_rec,0,,,,,
player,201712240chi,chi,HousDe00,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,HousDe00,fumbles_rec_td,0,,,,,
player,201712240chi,chi,HousDe00,fumbles_forced,1,,,,,
player,201712240chi,chi,McMaSh99,def_int,0,,,,,
player,201712240chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201712240chi,chi,McMaSh99,def_int_td,0,,,,,
player,201712240chi,chi,McMaSh99,def_int_long,0,,,,,
player,201712240chi,chi,McMaSh99,pass_defended,0,,,,,
player,201712240chi,chi,McMaSh99,sacks,0.0,,,,,
player,201712240chi,chi,McMaSh99,tackles_combined,1,,,,,
player,201712240chi,chi,McMaSh99,tackles_solo,0,,,,,
player,201712240chi,chi,McMaSh99,tackles_assists,1,,,,,
player,201712240chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201712240chi,chi,McMaSh99,qb_hits,0,,,,,
player,201712240chi,chi,McMaSh99,fumbles_rec,0,,,,,
player,201712240chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201712240chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201712240chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201712240chi,cle,PeppJa00,kick_ret,0,,,,,
player,201712240chi,cle,PeppJa00,kick_ret_yds,0,,,,,
player,201712240chi,cle,PeppJa00,kick_ret_yds_per_ret,,,,,,
player,201712240chi,cle,PeppJa00,kick_ret_td,0,,,,,
player,201712240chi,cle,PeppJa00,kick_ret_long,0,,,,,
player,201712240chi,cle,PeppJa00,punt_ret,4,,,,,
player,201712240chi,cle,PeppJa00,punt_ret_yds,27,,,,,
player,201712240chi,cle,PeppJa00,punt_ret_yds_per_ret,6.8,,,,,
player,201712240chi,cle,PeppJa00,punt_ret_td,0,,,,,
player,201712240chi,cle,PeppJa00,punt_ret_long,9,,,,,
player,201712240chi,cle,DayeMa00,kick_ret,1,,,,,
player,201712240chi,cle,DayeMa00,kick_ret_yds,18,,,,,
player,201712240chi,cle,DayeMa00,kick_ret_yds_per_ret,18.0,,,,,
player,201712240chi,cle,DayeMa00,kick_ret_td,0,,,,,
player,201712240chi,cle,DayeMa00,kick_ret_long,18,,,,,
player,201712240chi,cle,DayeMa00,punt_ret,0,,,,,
player,201712240chi,cle,DayeMa00,punt_ret_yds,0,,,,,
player,201712240chi,cle,DayeMa00,punt_ret_yds_per_ret,,,,,,
player,201712240chi,cle,DayeMa00,punt_ret_td,0,,,,,
player,201712240chi,cle,DayeMa00,punt_ret_long,0,,,,,
player,201712240chi,cle,OrchNa00,kick_ret,1,,,,,
player,201712240chi,cle,OrchNa00,kick_ret_yds,8,,,,,
player,201712240chi,cle,OrchNa00,kick_ret_yds_per_ret,8.0,,,,,
player,201712240chi,cle,OrchNa00,kick_ret_td,0,,,,,
player,201712240chi,cle,OrchNa00,kick_ret_long,8,,,,,
player,201712240chi,cle,OrchNa00,punt_ret,0,,,,,
player,201712240chi,cle,OrchNa00,punt_ret_yds,0,,,,,
player,201712240chi,cle,OrchNa00,punt_ret_yds_per_ret,,,,,,
player,201712240chi,cle,OrchNa00,punt_ret_td,0,,,,,
player,201712240chi,cle,OrchNa00,punt_ret_long,0,,,,,
player,201712240chi,chi,CoheTa00,kick_ret,0,,,,,
player,201712240chi,chi,CoheTa00,kick_ret_yds,0,,,,,
player,201712240chi,chi,CoheTa00,kick_ret_yds_per_ret,,,,,,
player,201712240chi,chi,CoheTa00,kick_ret_td,0,,,,,
player,201712240chi,chi,CoheTa00,kick_ret_long,0,,,,,
player,201712240chi,chi,CoheTa00,punt_ret,3,,,,,
player,201712240chi,chi,CoheTa00,punt_ret_yds,27,,,,,
player,201712240chi,chi,CoheTa00,punt_ret_yds_per_ret,9.0,,,,,
player,201712240chi,chi,CoheTa00,punt_ret_td,0,,,,,
player,201712240chi,chi,CoheTa00,punt_ret_long,28,,,,,
player,201712240chi,chi,CunnBe01,kick_ret,1,,,,,
player,201712240chi,chi,CunnBe01,kick_ret_yds,28,,,,,
player,201712240chi,chi,CunnBe01,kick_ret_yds_per_ret,28.0,,,,,
player,201712240chi,chi,CunnBe01,kick_ret_td,0,,,,,
player,201712240chi,chi,CunnBe01,kick_ret_long,28,,,,,
player,201712240chi,chi,CunnBe01,punt_ret,0,,,,,
player,201712240chi,chi,CunnBe01,punt_ret_yds,0,,,,,
player,201712240chi,chi,CunnBe01,punt_ret_yds_per_ret,,,,,,
player,201712240chi,chi,CunnBe01,punt_ret_td,0,,,,,
player,201712240chi,chi,CunnBe01,punt_ret_long,0,,,,,
player,201712240chi,chi,RobeRo00,kick_ret,1,,,,,
player,201712240chi,chi,RobeRo00,kick_ret_yds,7,,,,,
player,201712240chi,chi,RobeRo00,kick_ret_yds_per_ret,7.0,,,,,
player,201712240chi,chi,RobeRo00,kick_ret_td,0,,,,,
player,201712240chi,chi,RobeRo00,kick_ret_long,7,,,,,
player,201712240chi,chi,RobeRo00,punt_ret,0,,,,,
player,201712240chi,chi,RobeRo00,punt_ret_yds,0,,,,,
player,201712240chi,chi,RobeRo00,punt_ret_yds_per_ret,,,,,,
player,201712240chi,chi,RobeRo00,punt_ret_td,0,,,,,
player,201712240chi,chi,RobeRo00,punt_ret_long,0,,,,,
player,201712240chi,cle,ColqBr00,xpm,,,,,,
player,201712240chi,cle,ColqBr00,xpa,,,,,,
player,201712240chi,cle,ColqBr00,fgm,,,,,,
player,201712240chi,cle,ColqBr00,fga,,,,,,
player,201712240chi,cle,ColqBr00,punt,7,,,,,
player,201712240chi,cle,ColqBr00,punt_yds,334,,,,,
player,201712240chi,cle,ColqBr00,punt_yds_per_punt,47.7,,,,,
player,201712240chi,cle,ColqBr00,punt_long,58,,,,,
player,201712240chi,cle,GonzZa00,xpm,,,,,,
player,201712240chi,cle,GonzZa00,xpa,,,,,,
player,201712240chi,cle,GonzZa00,fgm,1,,,,,
player,201712240chi,cle,GonzZa00,fga,1,,,,,
player,201712240chi,cle,GonzZa00,punt,0,,,,,
player,201712240chi,cle,GonzZa00,punt_yds,0,,,,,
player,201712240chi,cle,GonzZa00,punt_yds_per_punt,,,,,,
player,201712240chi,cle,GonzZa00,punt_long,0,,,,,
player,201712240chi,chi,nugenmik01,xpm,2,,,,,
player,201712240chi,chi,nugenmik01,xpa,3,,,,,
player,201712240chi,chi,nugenmik01,fgm,,,,,,
player,201712240chi,chi,nugenmik01,fga,,,,,,
player,201712240chi,chi,nugenmik01,punt,0,,,,,
player,201712240chi,chi,nugenmik01,punt_yds,0,,,,,
player,201712240chi,chi,nugenmik01,punt_yds_per_punt,,,,,,
player,201712240chi,chi,nugenmik01,punt_long,0,,,,,
player,201712240chi,chi,ODonPa00,xpm,,,,,,
player,201712240chi,chi,ODonPa00,xpa,,,,,,
player,201712240chi,chi,ODonPa00,fgm,,,,,,
player,201712240chi,chi,ODonPa00,fga,,,,,,
player,201712240chi,chi,ODonPa00,punt,8,,,,,
player,201712240chi,chi,ODonPa00,punt_yds,361,,,,,
player,201712240chi,chi,ODonPa00,punt_yds_per_punt,45.1,,,,,
player,201712240chi,chi,ODonPa00,punt_long,60,,,,,
player,201712240chi,chi,SoweBr00,pos,T,,,,,
player,201712240chi,chi,SoweBr00,offense,62,,,,,
player,201712240chi,chi,SoweBr00,off_pct,100%,,,,,
player,201712240chi,chi,SoweBr00,defense,0,,,,,
player,201712240chi,chi,SoweBr00,def_pct,0%,,,,,
player,201712240chi,chi,SoweBr00,special_teams,3,,,,,
player,201712240chi,chi,SoweBr00,st_pct,12%,,,,,
player,201712240chi,chi,LenoCh00,pos,T,,,,,
player,201712240chi,chi,LenoCh00,offense,62,,,,,
player,201712240chi,chi,LenoCh00,off_pct,100%,,,,,
player,201712240chi,chi,LenoCh00,defense,0,,,,,
player,201712240chi,chi,LenoCh00,def_pct,0%,,,,,
player,201712240chi,chi,LenoCh00,special_teams,3,,,,,
player,201712240chi,chi,LenoCh00,st_pct,12%,,,,,
player,201712240chi,chi,WhitCo03,pos,C,,,,,
player,201712240chi,chi,WhitCo03,offense,62,,,,,
player,201712240chi,chi,WhitCo03,off_pct,100%,,,,,
player,201712240chi,chi,WhitCo03,defense,0,,,,,
player,201712240chi,chi,WhitCo03,def_pct,0%,,,,,
player,201712240chi,chi,WhitCo03,special_teams,3,,,,,
player,201712240chi,chi,WhitCo03,st_pct,12%,,,,,
player,201712240chi,chi,GrasHr00,pos,C,,,,,
player,201712240chi,chi,GrasHr00,offense,62,,,,,
player,201712240chi,chi,GrasHr00,off_pct,100%,,,,,
player,201712240chi,chi,GrasHr00,defense,0,,,,,
player,201712240chi,chi,GrasHr00,def_pct,0%,,,,,
player,201712240chi,chi,GrasHr00,special_teams,1,,,,,
player,201712240chi,chi,GrasHr00,st_pct,4%,,,,,
player,201712240chi,chi,TrubMi00,pos,QB,,,,,
player,201712240chi,chi,TrubMi00,offense,62,,,,,
player,201712240chi,chi,TrubMi00,off_pct,100%,,,,,
player,201712240chi,chi,TrubMi00,defense,0,,,,,
player,201712240chi,chi,TrubMi00,def_pct,0%,,,,,
player,201712240chi,chi,TrubMi00,special_teams,0,,,,,
player,201712240chi,chi,TrubMi00,st_pct,0%,,,,,
player,201712240chi,chi,InmaDo00,pos,WR,,,,,
player,201712240chi,chi,InmaDo00,offense,59,,,,,
player,201712240chi,chi,InmaDo00,off_pct,95%,,,,,
player,201712240chi,chi,InmaDo00,defense,0,,,,,
player,201712240chi,chi,InmaDo00,def_pct,0%,,,,,
player,201712240chi,chi,InmaDo00,special_teams,0,,,,,
player,201712240chi,chi,InmaDo00,st_pct,0%,,,,,
player,201712240chi,chi,SimsDi00,pos,TE,,,,,
player,201712240chi,chi,SimsDi00,offense,44,,,,,
player,201712240chi,chi,SimsDi00,off_pct,71%,,,,,
player,201712240chi,chi,SimsDi00,defense,0,,,,,
player,201712240chi,chi,SimsDi00,def_pct,0%,,,,,
player,201712240chi,chi,SimsDi00,special_teams,3,,,,,
player,201712240chi,chi,SimsDi00,st_pct,12%,,,,,
player,201712240chi,chi,HowaJo00,pos,RB,,,,,
player,201712240chi,chi,HowaJo00,offense,43,,,,,
player,201712240chi,chi,HowaJo00,off_pct,69%,,,,,
player,201712240chi,chi,HowaJo00,defense,0,,,,,
player,201712240chi,chi,HowaJo00,def_pct,0%,,,,,
player,201712240chi,chi,HowaJo00,special_teams,0,,,,,
player,201712240chi,chi,HowaJo00,st_pct,0%,,,,,
player,201712240chi,chi,MassBo00,pos,T,,,,,
player,201712240chi,chi,MassBo00,offense,42,,,,,
player,201712240chi,chi,MassBo00,off_pct,68%,,,,,
player,201712240chi,chi,MassBo00,defense,0,,,,,
player,201712240chi,chi,MassBo00,def_pct,0%,,,,,
player,201712240chi,chi,MassBo00,special_teams,2,,,,,
player,201712240chi,chi,MassBo00,st_pct,8%,,,,,
player,201712240chi,chi,BellJo02,pos,WR,,,,,
player,201712240chi,chi,BellJo02,offense,40,,,,,
player,201712240chi,chi,BellJo02,off_pct,65%,,,,,
player,201712240chi,chi,BellJo02,defense,0,,,,,
player,201712240chi,chi,BellJo02,def_pct,0%,,,,,
player,201712240chi,chi,BellJo02,special_teams,0,,,,,
player,201712240chi,chi,BellJo02,st_pct,0%,,,,,
player,201712240chi,chi,BrowDa04,pos,TE,,,,,
player,201712240chi,chi,BrowDa04,offense,38,,,,,
player,201712240chi,chi,BrowDa04,off_pct,61%,,,,,
player,201712240chi,chi,BrowDa04,defense,0,,,,,
player,201712240chi,chi,BrowDa04,def_pct,0%,,,,,
player,201712240chi,chi,BrowDa04,special_teams,8,,,,,
player,201712240chi,chi,BrowDa04,st_pct,32%,,,,,
player,201712240chi,chi,WrigKe01,pos,WR,,,,,
player,201712240chi,chi,WrigKe01,offense,32,,,,,
player,201712240chi,chi,WrigKe01,off_pct,52%,,,,,
player,201712240chi,chi,WrigKe01,defense,0,,,,,
player,201712240chi,chi,WrigKe01,def_pct,0%,,,,,
player,201712240chi,chi,WrigKe01,special_teams,0,,,,,
player,201712240chi,chi,WrigKe01,st_pct,0%,,,,,
player,201712240chi,chi,LeexCa01,pos,G,,,,,
player,201712240chi,chi,LeexCa01,offense,20,,,,,
player,201712240chi,chi,LeexCa01,off_pct,32%,,,,,
player,201712240chi,chi,LeexCa01,defense,0,,,,,
player,201712240chi,chi,LeexCa01,def_pct,0%,,,,,
player,201712240chi,chi,LeexCa01,special_teams,3,,,,,
player,201712240chi,chi,LeexCa01,st_pct,12%,,,,,
player,201712240chi,chi,CoheTa00,pos,RB,,,,,
player,201712240chi,chi,CoheTa00,offense,18,,,,,
player,201712240chi,chi,CoheTa00,off_pct,29%,,,,,
player,201712240chi,chi,CoheTa00,defense,0,,,,,
player,201712240chi,chi,CoheTa00,def_pct,0%,,,,,
player,201712240chi,chi,CoheTa00,special_teams,9,,,,,
player,201712240chi,chi,CoheTa00,st_pct,36%,,,,,
player,201712240chi,chi,BurtMi00,pos,FB,,,,,
player,201712240chi,chi,BurtMi00,offense,18,,,,,
player,201712240chi,chi,BurtMi00,off_pct,29%,,,,,
player,201712240chi,chi,BurtMi00,defense,0,,,,,
player,201712240chi,chi,BurtMi00,def_pct,0%,,,,,
player,201712240chi,chi,BurtMi00,special_teams,2,,,,,
player,201712240chi,chi,BurtMi00,st_pct,8%,,,,,
player,201712240chi,chi,CunnBe01,pos,RB,,,,,
player,201712240chi,chi,CunnBe01,offense,13,,,,,
player,201712240chi,chi,CunnBe01,off_pct,21%,,,,,
player,201712240chi,chi,CunnBe01,defense,0,,,,,
player,201712240chi,chi,CunnBe01,def_pct,0%,,,,,
player,201712240chi,chi,CunnBe01,special_teams,21,,,,,
player,201712240chi,chi,CunnBe01,st_pct,84%,,,,,
player,201712240chi,chi,WheaMa00,pos,WR,,,,,
player,201712240chi,chi,WheaMa00,offense,3,,,,,
player,201712240chi,chi,WheaMa00,off_pct,5%,,,,,
player,201712240chi,chi,WheaMa00,defense,0,,,,,
player,201712240chi,chi,WheaMa00,def_pct,0%,,,,,
player,201712240chi,chi,WheaMa00,special_teams,0,,,,,
player,201712240chi,chi,WheaMa00,st_pct,0%,,,,,
player,201712240chi,chi,BrauBe00,pos,TE,,,,,
player,201712240chi,chi,BrauBe00,offense,2,,,,,
player,201712240chi,chi,BrauBe00,off_pct,3%,,,,,
player,201712240chi,chi,BrauBe00,defense,0,,,,,
player,201712240chi,chi,BrauBe00,def_pct,0%,,,,,
player,201712240chi,chi,BrauBe00,special_teams,21,,,,,
player,201712240chi,chi,BrauBe00,st_pct,84%,,,,,
player,201712240chi,chi,JackEd01,pos,FS,,,,,
player,201712240chi,chi,JackEd01,offense,0,,,,,
player,201712240chi,chi,JackEd01,off_pct,0%,,,,,
player,201712240chi,chi,JackEd01,defense,59,,,,,
player,201712240chi,chi,JackEd01,def_pct,100%,,,,,
player,201712240chi,chi,JackEd01,special_teams,5,,,,,
player,201712240chi,chi,JackEd01,st_pct,20%,,,,,
player,201712240chi,chi,FullKy00,pos,CB,,,,,
player,201712240chi,chi,FullKy00,offense,0,,,,,
player,201712240chi,chi,FullKy00,off_pct,0%,,,,,
player,201712240chi,chi,FullKy00,defense,59,,,,,
player,201712240chi,chi,FullKy00,def_pct,100%,,,,,
player,201712240chi,chi,FullKy00,special_teams,4,,,,,
player,201712240chi,chi,FullKy00,st_pct,16%,,,,,
player,201712240chi,chi,AmosAd00,pos,FS,,,,,
player,201712240chi,chi,AmosAd00,offense,0,,,,,
player,201712240chi,chi,AmosAd00,off_pct,0%,,,,,
player,201712240chi,chi,AmosAd00,defense,59,,,,,
player,201712240chi,chi,AmosAd00,def_pct,100%,,,,,
player,201712240chi,chi,AmosAd00,special_teams,0,,,,,
player,201712240chi,chi,AmosAd00,st_pct,0%,,,,,
player,201712240chi,chi,AmukPr00,pos,CB,,,,,
player,201712240chi,chi,AmukPr00,offense,0,,,,,
player,201712240chi,chi,AmukPr00,off_pct,0%,,,,,
player,201712240chi,chi,AmukPr00,defense,59,,,,,
player,201712240chi,chi,AmukPr00,def_pct,100%,,,,,
player,201712240chi,chi,AmukPr00,special_teams,0,,,,,
player,201712240chi,chi,AmukPr00,st_pct,0%,,,,,
player,201712240chi,chi,TrevDa00,pos,LB,,,,,
player,201712240chi,chi,TrevDa00,offense,0,,,,,
player,201712240chi,chi,TrevDa00,off_pct,0%,,,,,
player,201712240chi,chi,TrevDa00,defense,54,,,,,
player,201712240chi,chi,TrevDa00,def_pct,92%,,,,,
player,201712240chi,chi,TrevDa00,special_teams,0,,,,,
player,201712240chi,chi,TrevDa00,st_pct,0%,,,,,
player,201712240chi,chi,AchoSa00,pos,LB,,,,,
player,201712240chi,chi,AchoSa00,offense,0,,,,,
player,201712240chi,chi,AchoSa00,off_pct,0%,,,,,
player,201712240chi,chi,AchoSa00,defense,51,,,,,
player,201712240chi,chi,AchoSa00,def_pct,86%,,,,,
player,201712240chi,chi,AchoSa00,special_teams,3,,,,,
player,201712240chi,chi,AchoSa00,st_pct,12%,,,,,
player,201712240chi,chi,CallBr00,pos,CB,,,,,
player,201712240chi,chi,CallBr00,offense,0,,,,,
player,201712240chi,chi,CallBr00,off_pct,0%,,,,,
player,201712240chi,chi,CallBr00,defense,50,,,,,
player,201712240chi,chi,CallBr00,def_pct,85%,,,,,
player,201712240chi,chi,CallBr00,special_teams,0,,,,,
player,201712240chi,chi,CallBr00,st_pct,0%,,,,,
player,201712240chi,chi,KwiaNi00,pos,LB,,,,,
player,201712240chi,chi,KwiaNi00,offense,0,,,,,
player,201712240chi,chi,KwiaNi00,off_pct,0%,,,,,
player,201712240chi,chi,KwiaNi00,defense,49,,,,,
player,201712240chi,chi,KwiaNi00,def_pct,83%,,,,,
player,201712240chi,chi,KwiaNi00,special_teams,8,,,,,
player,201712240chi,chi,KwiaNi00,st_pct,32%,,,,,
player,201712240chi,chi,HickAk00,pos,DE,,,,,
player,201712240chi,chi,HickAk00,offense,0,,,,,
player,201712240chi,chi,HickAk00,off_pct,0%,,,,,
player,201712240chi,chi,HickAk00,defense,48,,,,,
player,201712240chi,chi,HickAk00,def_pct,81%,,,,,
player,201712240chi,chi,HickAk00,special_teams,1,,,,,
player,201712240chi,chi,HickAk00,st_pct,4%,,,,,
player,201712240chi,chi,HousLa99,pos,LB,,,,,
player,201712240chi,chi,HousLa99,offense,0,,,,,
player,201712240chi,chi,HousLa99,off_pct,0%,,,,,
player,201712240chi,chi,HousLa99,defense,40,,,,,
player,201712240chi,chi,HousLa99,def_pct,68%,,,,,
player,201712240chi,chi,HousLa99,special_teams,0,,,,,
player,201712240chi,chi,HousLa99,st_pct,0%,,,,,
player,201712240chi,chi,GoldEd00,pos,NT,,,,,
player,201712240chi,chi,GoldEd00,offense,0,,,,,
player,201712240chi,chi,GoldEd00,off_pct,0%,,,,,
player,201712240chi,chi,GoldEd00,defense,29,,,,,
player,201712240chi,chi,GoldEd00,def_pct,49%,,,,,
player,201712240chi,chi,GoldEd00,special_teams,0,,,,,
player,201712240chi,chi,GoldEd00,st_pct,0%,,,,,
player,201712240chi,chi,BullJo00,pos,DE,,,,,
player,201712240chi,chi,BullJo00,offense,0,,,,,
player,201712240chi,chi,BullJo00,off_pct,0%,,,,,
player,201712240chi,chi,BullJo00,defense,25,,,,,
player,201712240chi,chi,BullJo00,def_pct,42%,,,,,
player,201712240chi,chi,BullJo00,special_teams,1,,,,,
player,201712240chi,chi,BullJo00,st_pct,4%,,,,,
player,201712240chi,chi,JoneCh05,pos,LB,,,,,
player,201712240chi,chi,JoneCh05,offense,0,,,,,
player,201712240chi,chi,JoneCh05,off_pct,0%,,,,,
player,201712240chi,chi,JoneCh05,defense,22,,,,,
player,201712240chi,chi,JoneCh05,def_pct,37%,,,,,
player,201712240chi,chi,JoneCh05,special_teams,22,,,,,
player,201712240chi,chi,JoneCh05,st_pct,88%,,,,,
player,201712240chi,chi,RobeRo00,pos,DE,,,,,
player,201712240chi,chi,RobeRo00,offense,0,,,,,
player,201712240chi,chi,RobeRo00,off_pct,0%,,,,,
player,201712240chi,chi,RobeRo00,defense,22,,,,,
player,201712240chi,chi,RobeRo00,def_pct,37%,,,,,
player,201712240chi,chi,RobeRo00,special_teams,13,,,,,
player,201712240chi,chi,RobeRo00,st_pct,52%,,,,,
player,201712240chi,chi,JenkJo00,pos,NT,,,,,
player,201712240chi,chi,JenkJo00,offense,0,,,,,
player,201712240chi,chi,JenkJo00,off_pct,0%,,,,,
player,201712240chi,chi,JenkJo00,defense,12,,,,,
player,201712240chi,chi,JenkJo00,def_pct,20%,,,,,
player,201712240chi,chi,JenkJo00,special_teams,4,,,,,
player,201712240chi,chi,JenkJo00,st_pct,16%,,,,,
player,201712240chi,chi,TimuJo00,pos,LB,,,,,
player,201712240chi,chi,TimuJo00,offense,0,,,,,
player,201712240chi,chi,TimuJo00,off_pct,0%,,,,,
player,201712240chi,chi,TimuJo00,defense,5,,,,,
player,201712240chi,chi,TimuJo00,def_pct,8%,,,,,
player,201712240chi,chi,TimuJo00,special_teams,18,,,,,
player,201712240chi,chi,TimuJo00,st_pct,72%,,,,,
player,201712240chi,chi,JoneHo01,pos,LB,,,,,
player,201712240chi,chi,JoneHo01,offense,0,,,,,
player,201712240chi,chi,JoneHo01,off_pct,0%,,,,,
player,201712240chi,chi,JoneHo01,defense,5,,,,,
player,201712240chi,chi,JoneHo01,def_pct,8%,,,,,
player,201712240chi,chi,JoneHo01,special_teams,0,,,,,
player,201712240chi,chi,JoneHo01,st_pct,0%,,,,,
