game,2017,16,20171224,201712240chi,cle,"Cleveland Browns",3,chi,"Chicago Bears",20
player,201712240chi,cle,JohnDu00,pass_int,0,,,,,
player,201712240chi,cle,JohnDu00,pass_sacked,0,,,,,
player,201712240chi,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,JohnDu00,pass_long,0,,,,,
player,201712240chi,cle,JohnDu00,pass_rating,,,,,,
player,201712240chi,cle,JohnDu00,rush_att,4,,,,,
player,201712240chi,cle,JohnDu00,rush_yds,20,,,,,
player,201712240chi,cle,JohnDu00,rush_td,0,,,,,
player,201712240chi,cle,JohnDu00,rush_long,7,,,,,
player,201712240chi,cle,JohnDu00,targets,7,,,,,
player,201712240chi,cle,JohnDu00,rec,7,,,,,
player,201712240chi,cle,JohnDu00,rec_yds,81,,,,,
player,201712240chi,cle,JohnDu00,rec_td,0,,,,,
player,201712240chi,cle,JohnDu00,rec_long,29,,,,,
player,201712240chi,cle,JohnDu00,fumbles,0,,,,,
player,201712240chi,cle,JohnDu00,fumbles_lost,0,,,,,
player,201712240chi,cle,DayeMa00,pass_cmp,0,,,,,
player,201712240chi,cle,DayeMa00,pass_att,0,,,,,
player,201712240chi,cle,DayeMa00,pass_yds,0,,,,,
player,201712240chi,cle,DayeMa00,pass_td,0,,,,,
player,201712240chi,cle,DayeMa00,pass_int,0,,,,,
player,201712240chi,cle,DayeMa00,pass_sacked,0,,,,,
player,201712240chi,cle,DayeMa00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,DayeMa00,pass_long,0,,,,,
player,201712240chi,cle,DayeMa00,pass_rating,,,,,,
player,201712240chi,cle,DayeMa00,rush_att,1,,,,,
player,201712240chi,cle,DayeMa00,rush_yds,4,,,,,
player,201712240chi,cle,DayeMa00,rush_td,0,,,,,
player,201712240chi,cle,DayeMa00,rush_long,4,,,,,
player,201712240chi,cle,DayeMa00,targets,0,,,,,
player,201712240chi,cle,DayeMa00,rec,0,,,,,
player,201712240chi,cle,DayeMa00,rec_yds,0,,,,,
player,201712240chi,cle,DayeMa00,rec_td,0,,,,,
player,201712240chi,cle,DayeMa00,rec_long,0,,,,,
player,201712240chi,cle,DayeMa00,fumbles,0,,,,,
player,201712240chi,cle,DayeMa00,fumbles_lost,0,,,,,
player,201712240chi,cle,LouiRi00,pass_cmp,0,,,,,
player,201712240chi,cle,LouiRi00,pass_att,0,,,,,
player,201712240chi,cle,LouiRi00,pass_yds,0,,,,,
player,201712240chi,cle,LouiRi00,pass_td,0,,,,,
player,201712240chi,cle,LouiRi00,pass_int,0,,,,,
player,201712240chi,cle,LouiRi00,pass_sacked,0,,,,,
player,201712240chi,cle,LouiRi00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,LouiRi00,pass_long,0,,,,,
player,201712240chi,cle,LouiRi00,pass_rating,,,,,,
player,201712240chi,cle,LouiRi00,rush_att,0,,,,,
player,201712240chi,cle,LouiRi00,rush_yds,0,,,,,
player,201712240chi,cle,LouiRi00,rush_td,0,,,,,
player,201712240chi,cle,LouiRi00,rush_long,0,,,,,
player,201712240chi,cle,LouiRi00,targets,1,,,,,
player,201712240chi,cle,LouiRi00,rec,1,,,,,
player,201712240chi,cle,LouiRi00,rec_yds,35,,,,,
player,201712240chi,cle,LouiRi00,rec_td,0,,,,,
player,201712240chi,cle,LouiRi00,rec_long,35,,,,,
player,201712240chi,cle,LouiRi00,fumbles,0,,,,,
player,201712240chi,cle,LouiRi00,fumbles_lost,0,,,,,
player,201712240chi,cle,HiggRa00,pass_cmp,0,,,,,
player,201712240chi,cle,HiggRa00,pass_att,0,,,,,
player,201712240chi,cle,HiggRa00,pass_yds,0,,,,,
player,201712240chi,cle,HiggRa00,pass_td,0,,,,,
player,201712240chi,cle,HiggRa00,pass_int,0,,,,,
player,201712240chi,cle,HiggRa00,pass_sacked,0,,,,,
player,201712240chi,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,HiggRa00,pass_long,0,,,,,
player,201712240chi,cle,HiggRa00,pass_rating,,,,,,
player,201712240chi,cle,HiggRa00,rush_att,0,,,,,
player,201712240chi,cle,HiggRa00,rush_yds,0,,,,,
player,201712240chi,cle,HiggRa00,rush_td,0,,,,,
player,201712240chi,cle,HiggRa00,rush_long,0,,,,,
player,201712240chi,cle,HiggRa00,targets,3,,,,,
player,201712240chi,cle,HiggRa00,rec,2,,,,,
player,201712240chi,cle,HiggRa00,rec_yds,20,,,,,
player,201712240chi,cle,HiggRa00,rec_td,0,,,,,
player,201712240chi,cle,HiggRa00,rec_long,17,,,,,
player,201712240chi,cle,HiggRa00,fumbles,1,,,,,
player,201712240chi,cle,HiggRa00,fumbles_lost,1,,,,,
player,201712240chi,cle,GordJo02,pass_cmp,0,,,,,
player,201712240chi,cle,GordJo02,pass_att,0,,,,,
player,201712240chi,cle,GordJo02,pass_yds,0,,,,,
player,201712240chi,cle,GordJo02,pass_td,0,,,,,
player,201712240chi,cle,GordJo02,pass_int,0,,,,,
player,201712240chi,cle,GordJo02,pass_sacked,0,,,,,
player,201712240chi,cle,GordJo02,pass_sacked_yds,0,,,,,
player,201712240chi,cle,GordJo02,pass_long,0,,,,,
player,201712240chi,cle,GordJo02,pass_rating,,,,,,
player,201712240chi,cle,GordJo02,rush_att,0,,,,,
player,201712240chi,cle,GordJo02,rush_yds,0,,,,,
player,201712240chi,cle,GordJo02,rush_td,0,,,,,
player,201712240chi,cle,GordJo02,rush_long,0,,,,,
player,201712240chi,cle,GordJo02,targets,8,,,,,
player,201712240chi,cle,GordJo02,rec,2,,,,,
player,201712240chi,cle,GordJo02,rec_yds,19,,,,,
player,201712240chi,cle,GordJo02,rec_td,0,,,,,
player,201712240chi,cle,GordJo02,rec_long,11,,,,,
player,201712240chi,cle,GordJo02,fumbles,0,,,,,
player,201712240chi,cle,GordJo02,fumbles_lost,0,,,,,
player,201712240chi,cle,NjokDa00,pass_cmp,0,,,,,
player,201712240chi,cle,NjokDa00,pass_att,0,,,,,
player,201712240chi,cle,NjokDa00,pass_yds,0,,,,,
player,201712240chi,cle,NjokDa00,pass_td,0,,,,,
player,201712240chi,cle,NjokDa00,pass_int,0,,,,,
player,201712240chi,cle,NjokDa00,pass_sacked,0,,,,,
player,201712240chi,cle,NjokDa00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,NjokDa00,pass_long,0,,,,,
player,201712240chi,cle,NjokDa00,pass_rating,,,,,,
player,201712240chi,cle,NjokDa00,rush_att,0,,,,,
player,201712240chi,cle,NjokDa00,rush_yds,0,,,,,
player,201712240chi,cle,NjokDa00,rush_td,0,,,,,
player,201712240chi,cle,NjokDa00,rush_long,0,,,,,
player,201712240chi,cle,NjokDa00,targets,3,,,,,
player,201712240chi,cle,NjokDa00,rec,1,,,,,
player,201712240chi,cle,NjokDa00,rec_yds,13,,,,,
player,201712240chi,cle,NjokDa00,rec_td,0,,,,,
player,201712240chi,cle,NjokDa00,rec_long,13,,,,,
player,201712240chi,cle,NjokDa00,fumbles,0,,,,,
player,201712240chi,cle,NjokDa00,fumbles_lost,0,,,,,
player,201712240chi,cle,DevaSe00,pass_cmp,0,,,,,
player,201712240chi,cle,DevaSe00,pass_att,0,,,,,
player,201712240chi,cle,DevaSe00,pass_yds,0,,,,,
player,201712240chi,cle,DevaSe00,pass_td,0,,,,,
player,201712240chi,cle,DevaSe00,pass_int,0,,,,,
player,201712240chi,cle,DevaSe00,pass_sacked,0,,,,,
player,201712240chi,cle,DevaSe00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,DevaSe00,pass_long,0,,,,,
player,201712240chi,cle,DevaSe00,pass_rating,,,,,,
player,201712240chi,cle,DevaSe00,rush_att,0,,,,,
player,201712240chi,cle,DevaSe00,rush_yds,0,,,,,
player,201712240chi,cle,DevaSe00,rush_td,0,,,,,
player,201712240chi,cle,DevaSe00,rush_long,0,,,,,
player,201712240chi,cle,DevaSe00,targets,4,,,,,
player,201712240chi,cle,DevaSe00,rec,3,,,,,
player,201712240chi,cle,DevaSe00,rec_yds,12,,,,,
player,201712240chi,cle,DevaSe00,rec_td,0,,,,,
player,201712240chi,cle,DevaSe00,rec_long,5,,,,,
player,201712240chi,cle,DevaSe00,fumbles,0,,,,,
player,201712240chi,cle,DevaSe00,fumbles_lost,0,,,,,
player,201712240chi,cle,ColeCo00,pass_cmp,0,,,,,
player,201712240chi,cle,ColeCo00,pass_att,0,,,,,
player,201712240chi,cle,ColeCo00,pass_yds,0,,,,,
player,201712240chi,cle,ColeCo00,pass_td,0,,,,,
player,201712240chi,cle,ColeCo00,pass_int,0,,,,,
player,201712240chi,cle,ColeCo00,pass_sacked,0,,,,,
player,201712240chi,cle,ColeCo00,pass_sacked_yds,0,,,,,
player,201712240chi,cle,ColeCo00,pass_long,0,,,,,
player,201712240chi,cle,ColeCo00,pass_rating,,,,,,
player,201712240chi,cle,ColeCo00,rush_att,0,,,,,
player,201712240chi,cle,ColeCo00,rush_yds,0,,,,,
player,201712240chi,cle,ColeCo00,rush_td,0,,,,,
player,201712240chi,cle,ColeCo00,rush_long,0,,,,,
player,201712240chi,cle,ColeCo00,targets,6,,,,,
player,201712240chi,cle,ColeCo00,rec,1,,,,,
player,201712240chi,cle,ColeCo00,rec_yds,3,,,,,
player,201712240chi,cle,ColeCo00,rec_td,0,,,,,
player,201712240chi,cle,ColeCo00,rec_long,3,,,,,
player,201712240chi,cle,ColeCo00,fumbles,0,,,,,
player,201712240chi,cle,ColeCo00,fumbles_lost,0,,,,,
player,201712240chi,chi,TrubMi00,pass_cmp,14,,,,,
player,201712240chi,chi,TrubMi00,pass_att,23,,,,,
player,201712240chi,chi,TrubMi00,pass_yds,193,,,,,
player,201712240chi,chi,TrubMi00,pass_td,0,,,,,
player,201712240chi,chi,TrubMi00,pass_int,0,,,,,
player,201712240chi,chi,TrubMi00,pass_sacked,5,,,,,
player,201712240chi,chi,TrubMi00,pass_sacked_yds,32,,,,,
player,201712240chi,chi,TrubMi00,pass_long,40,,,,,
player,201712240chi,chi,TrubMi00,pass_rating,87.8,,,,,
player,201712240chi,chi,TrubMi00,rush_att,7,,,,,
player,201712240chi,chi,TrubMi00,rush_yds,44,,,,,
player,201712240chi,chi,TrubMi00,rush_td,1,,,,,
player,201712240chi,chi,TrubMi00,rush_long,14,,,,,
player,201712240chi,chi,TrubMi00,targets,0,,,,,
player,201712240chi,chi,TrubMi00,rec,0,,,,,
player,201712240chi,chi,TrubMi00,rec_yds,0,,,,,
player,201712240chi,chi,TrubMi00,rec_td,0,,,,,
player,201712240chi,chi,TrubMi00,rec_long,0,,,,,
player,201712240chi,chi,TrubMi00,fumbles,1,,,,,
player,201712240chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201712240chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201712240chi,chi,HowaJo00,pass_att,0,,,,,
player,201712240chi,chi,HowaJo00,pass_yds,0,,,,,
player,201712240chi,chi,HowaJo00,pass_td,0,,,,,
player,201712240chi,chi,HowaJo00,pass_int,0,,,,,
player,201712240chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201712240chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201712240chi,chi,HowaJo00,pass_long,0,,,,,
player,201712240chi,chi,HowaJo00,pass_rating,,,,,,
player,201712240chi,chi,HowaJo00,rush_att,22,,,,,
player,201712240chi,chi,HowaJo00,rush_yds,44,,,,,
player,201712240chi,chi,HowaJo00,rush_td,2,,,,,
player,201712240chi,chi,HowaJo00,rush_long,16,,,,,
player,201712240chi,chi,HowaJo00,targets,0,,,,,
player,201712240chi,chi,HowaJo00,rec,0,,,,,
player,201712240chi,chi,HowaJo00,rec_yds,0,,,,,
player,201712240chi,chi,HowaJo00,rec_td,0,,,,,
player,201712240chi,chi,HowaJo00,rec_long,0,,,,,
player,201712240chi,chi,HowaJo00,fumbles,0,,,,,
player,201712240chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201712240chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201712240chi,chi,CoheTa00,pass_att,0,,,,,
player,201712240chi,chi,CoheTa00,pass_yds,0,,,,,
player,201712240chi,chi,CoheTa00,pass_td,0,,,,,
player,201712240chi,chi,CoheTa00,pass_int,0,,,,,
player,201712240chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201712240chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201712240chi,chi,CoheTa00,pass_long,0,,,,,
player,201712240chi,chi,CoheTa00,pass_rating,,,,,,
player,201712240chi,chi,CoheTa00,rush_att,2,,,,,
player,201712240chi,chi,CoheTa00,rush_yds,9,,,,,
player,201712240chi,chi,CoheTa00,rush_td,0,,,,,
player,201712240chi,chi,CoheTa00,rush_long,6,,,,,
player,201712240chi,chi,CoheTa00,targets,2,,,,,
player,201712240chi,chi,CoheTa00,rec,2,,,,,
player,201712240chi,chi,CoheTa00,rec_yds,12,,,,,
player,201712240chi,chi,CoheTa00,rec_td,0,,,,,
player,201712240chi,chi,CoheTa00,rec_long,13,,,,,
player,201712240chi,chi,CoheTa00,fumbles,0,,,,,
player,201712240chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201712240chi,chi,CunnBe01,pass_cmp,0,,,,,
player,201712240chi,chi,CunnBe01,pass_att,0,,,,,
player,201712240chi,chi,CunnBe01,pass_yds,0,,,,,
player,201712240chi,chi,CunnBe01,pass_td,0,,,,,
player,201712240chi,chi,CunnBe01,pass_int,0,,,,,
player,201712240chi,chi,CunnBe01,pass_sacked,0,,,,,
player,201712240chi,chi,CunnBe01,pass_sacked_yds,0,,,,,
player,201712240chi,chi,CunnBe01,pass_long,0,,,,,
player,201712240chi,chi,CunnBe01,pass_rating,,,,,,
player,201712240chi,chi,CunnBe01,rush_att,0,,,,,
player,201712240chi,chi,CunnBe01,rush_yds,0,,,,,
player,201712240chi,chi,CunnBe01,rush_td,0,,,,,
player,201712240chi,chi,CunnBe01,rush_long,0,,,,,
player,201712240chi,chi,CunnBe01,targets,2,,,,,
player,201712240chi,chi,CunnBe01,rec,2,,,,,
player,201712240chi,chi,CunnBe01,rec_yds,62,,,,,
player,201712240chi,chi,CunnBe01,rec_td,0,,,,,
player,201712240chi,chi,CunnBe01,rec_long,40,,,,,
player,201712240chi,chi,CunnBe01,fumbles,0,,,,,
player,201712240chi,chi,CunnBe01,fumbles_lost,0,,,,,
player,201712240chi,chi,BellJo02,pass_cmp,0,,,,,
player,201712240chi,chi,BellJo02,pass_att,0,,,,,
player,201712240chi,chi,BellJo02,pass_yds,0,,,,,
player,201712240chi,chi,BellJo02,pass_td,0,,,,,
player,201712240chi,chi,BellJo02,pass_int,0,,,,,
player,201712240chi,chi,BellJo02,pass_sacked,0,,,,,
player,201712240chi,chi,BellJo02,pass_sacked_yds,0,,,,,
player,201712240chi,chi,BellJo02,pass_long,0,,,,,
player,201712240chi,chi,BellJo02,pass_rating,,,,,,
player,201712240chi,chi,BellJo02,rush_att,0,,,,,
player,201712240chi,chi,BellJo02,rush_yds,0,,,,,
player,201712240chi,chi,BellJo02,rush_td,0,,,,,
player,201712240chi,chi,BellJo02,rush_long,0,,,,,
player,201712240chi,chi,BellJo02,targets,4,,,,,
player,201712240chi,chi,BellJo02,rec,3,,,,,
player,201712240chi,chi,BellJo02,rec_yds,49,,,,,
player,201712240chi,chi,BellJo02,rec_td,0,,,,,
player,201712240chi,chi,BellJo02,rec_long,28,,,,,
player,201712240chi,chi,BellJo02,fumbles,0,,,,,
player,201712240chi,chi,BellJo02,fumbles_lost,0,,,,,
player,201712240chi,chi,WrigKe01,pass_cmp,0,,,,,
player,201712240chi,chi,WrigKe01,pass_att,0,,,,,
player,201712240chi,chi,WrigKe01,pass_yds,0,,,,,
player,201712240chi,chi,WrigKe01,pass_td,0,,,,,
player,201712240chi,chi,WrigKe01,pass_int,0,,,,,
player,201712240chi,chi,WrigKe01,pass_sacked,0,,,,,
player,201712240chi,chi,WrigKe01,pass_sacked_yds,0,,,,,
player,201712240chi,chi,WrigKe01,pass_long,0,,,,,
player,201712240chi,chi,WrigKe01,pass_rating,,,,,,
player,201712240chi,chi,WrigKe01,rush_att,0,,,,,
player,201712240chi,chi,WrigKe01,rush_yds,0,,,,,
player,201712240chi,chi,WrigKe01,rush_td,0,,,,,
player,201712240chi,chi,WrigKe01,rush_long,0,,,,,
player,201712240chi,chi,WrigKe01,targets,6,,,,,
player,201712240chi,chi,WrigKe01,rec,4,,,,,
player,201712240chi,chi,WrigKe01,rec_yds,27,,,,,
player,201712240chi,chi,WrigKe01,rec_td,0,,,,,
player,201712240chi,chi,WrigKe01,rec_long,11,,,,,
player,201712240chi,chi,WrigKe01,fumbles,0,,,,,
player,201712240chi,chi,WrigKe01,fumbles_lost,0,,,,,
player,201712240chi,chi,SimsDi00,pass_cmp,0,,,,,
player,201712240chi,chi,SimsDi00,pass_att,0,,,,,
player,201712240chi,chi,SimsDi00,pass_yds,0,,,,,
player,201712240chi,chi,SimsDi00,pass_td,0,,,,,
player,201712240chi,chi,SimsDi00,pass_int,0,,,,,
player,201712240chi,chi,SimsDi00,pass_sacked,0,,,,,
player,201712240chi,chi,SimsDi00,pass_sacked_yds,0,,,,,
player,201712240chi,chi,SimsDi00,pass_long,0,,,,,
player,201712240chi,chi,SimsDi00,pass_rating,,,,,,
player,201712240chi,chi,SimsDi00,rush_att,0,,,,,
player,201712240chi,chi,SimsDi00,rush_yds,0,,,,,
player,201712240chi,chi,SimsDi00,rush_td,0,,,,,
player,201712240chi,chi,SimsDi00,rush_long,0,,,,,
player,201712240chi,chi,SimsDi00,targets,3,,,,,
player,201712240chi,chi,SimsDi00,rec,1,,,,,
player,201712240chi,chi,SimsDi00,rec_yds,24,,,,,
player,201712240chi,chi,SimsDi00,rec_td,0,,,,,
player,201712240chi,chi,SimsDi00,rec_long,24,,,,,
player,201712240chi,chi,SimsDi00,fumbles,0,,,,,
player,201712240chi,chi,SimsDi00,fumbles_lost,0,,,,,
player,201712240chi,chi,InmaDo00,pass_cmp,0,,,,,
player,201712240chi,chi,InmaDo00,pass_att,0,,,,,
player,201712240chi,chi,InmaDo00,pass_yds,0,,,,,
player,201712240chi,chi,InmaDo00,pass_td,0,,,,,
player,201712240chi,chi,InmaDo00,pass_int,0,,,,,
player,201712240chi,chi,InmaDo00,pass_sacked,0,,,,,
player,201712240chi,chi,InmaDo00,pass_sacked_yds,0,,,,,
player,201712240chi,chi,InmaDo00,pass_long,0,,,,,
player,201712240chi,chi,InmaDo00,pass_rating,,,,,,
player,201712240chi,chi,InmaDo00,rush_att,0,,,,,
player,201712240chi,chi,InmaDo00,rush_yds,0,,,,,
player,201712240chi,chi,InmaDo00,rush_td,0,,,,,
player,201712240chi,chi,InmaDo00,rush_long,0,,,,,
player,201712240chi,chi,InmaDo00,targets,4,,,,,
player,201712240chi,chi,InmaDo00,rec,2,,,,,
player,201712240chi,chi,InmaDo00,rec_yds,19,,,,,
player,201712240chi,chi,InmaDo00,rec_td,0,,,,,
player,201712240chi,chi,InmaDo00,rec_long,13,,,,,
player,201712240chi,chi,InmaDo00,fumbles,0,,,,,
player,201712240chi,chi,InmaDo00,fumbles_lost,0,,,,,
player,201712240chi,chi,BurtMi00,pass_cmp,0,,,,,
player,201712240chi,chi,BurtMi00,pass_att,0,,,,,
player,201712240chi,chi,BurtMi00,pass_yds,0,,,,,
player,201712240chi,chi,BurtMi00,pass_td,0,,,,,
player,201712240chi,chi,BurtMi00,pass_int,0,,,,,
player,201712240chi,chi,BurtMi00,pass_sacked,0,,,,,
player,201712240chi,chi,BurtMi00,pass_sacked_yds,0,,,,,
player,201712240chi,chi,BurtMi00,pass_long,0,,,,,
player,201712240chi,chi,BurtMi00,pass_rating,,,,,,
player,201712240chi,chi,BurtMi00,rush_att,0,,,,,
player,201712240chi,chi,BurtMi00,rush_yds,0,,,,,
player,201712240chi,chi,BurtMi00,rush_td,0,,,,,
player,201712240chi,chi,BurtMi00,rush_long,0,,,,,
player,201712240chi,chi,BurtMi00,targets,1,,,,,
player,201712240chi,chi,BurtMi00,rec,0,,,,,
player,201712240chi,chi,BurtMi00,rec_yds,0,,,,,
player,201712240chi,chi,BurtMi00,rec_td,0,,,,,
player,201712240chi,chi,BurtMi00,rec_long,0,,,,,
player,201712240chi,chi,BurtMi00,fumbles,0,,,,,
player,201712240chi,chi,BurtMi00,fumbles_lost,0,,,,,
player,201712240chi,chi,BrowDa04,pass_cmp,0,,,,,
player,201712240chi,chi,BrowDa04,pass_att,0,,,,,
player,201712240chi,chi,BrowDa04,pass_yds,0,,,,,
player,201712240chi,chi,BrowDa04,pass_td,0,,,,,
player,201712240chi,chi,BrowDa04,pass_int,0,,,,,
player,201712240chi,chi,BrowDa04,pass_sacked,0,,,,,
player,201712240chi,chi,BrowDa04,pass_sacked_yds,0,,,,,
player,201712240chi,chi,BrowDa04,pass_long,0,,,,,
player,201712240chi,chi,BrowDa04,pass_rating,,,,,,
player,201712240chi,chi,BrowDa04,rush_att,0,,,,,
player,201712240chi,chi,BrowDa04,rush_yds,0,,,,,
player,201712240chi,chi,BrowDa04,rush_td,0,,,,,
player,201712240chi,chi,BrowDa04,rush_long,0,,,,,
player,201712240chi,chi,BrowDa04,targets,1,,,,,
player,201712240chi,chi,BrowDa04,rec,0,,,,,
player,201712240chi,chi,BrowDa04,rec_yds,0,,,,,
player,201712240chi,chi,BrowDa04,rec_td,0,,,,,
player,201712240chi,chi,BrowDa04,rec_long,0,,,,,
player,201712240chi,chi,BrowDa04,fumbles,0,,,,,
player,201712240chi,chi,BrowDa04,fumbles_lost,0,,,,,
player,201712240chi,cle,BurgJa01,def_int,0,,,,,
player,201712240chi,cle,BurgJa01,def_int_yds,0,,,,,
player,201712240chi,cle,BurgJa01,def_int_td,0,,,,,
player,201712240chi,cle,BurgJa01,def_int_long,0,,,,,
player,201712240chi,cle,BurgJa01,pass_defended,0,,,,,
player,201712240chi,cle,BurgJa01,sacks,1.0,,,,,
player,201712240chi,cle,BurgJa01,tackles_combined,9,,,,,
player,201712240chi,cle,BurgJa01,tackles_solo,7,,,,,
player,201712240chi,cle,BurgJa01,tackles_assists,2,,,,,
player,201712240chi,cle,BurgJa01,tackles_loss,3,,,,,
player,201712240chi,cle,BurgJa01,qb_hits,1,,,,,
player,201712240chi,cle,BurgJa01,fumbles_rec,0,,,,,
player,201712240chi,cle,BurgJa01,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,BurgJa01,fumbles_rec_td,0,,,,,
player,201712240chi,cle,BurgJa01,fumbles_forced,0,,,,,
player,201712240chi,cle,OgunLa00,def_int,0,,,,,
player,201712240chi,cle,OgunLa00,def_int_yds,0,,,,,
player,201712240chi,cle,OgunLa00,def_int_td,0,,,,,
player,201712240chi,cle,OgunLa00,def_int_long,0,,,,,
player,201712240chi,cle,OgunLa00,pass_defended,0,,,,,
player,201712240chi,cle,OgunLa00,sacks,1.0,,,,,
player,201712240chi,cle,OgunLa00,tackles_combined,4,,,,,
player,201712240chi,cle,OgunLa00,tackles_solo,3,,,,,
player,201712240chi,cle,OgunLa00,tackles_assists,1,,,,,
player,201712240chi,cle,OgunLa00,tackles_loss,2,,,,,
player,201712240chi,cle,OgunLa00,qb_hits,1,,,,,
player,201712240chi,cle,OgunLa00,fumbles_rec,0,,,,,
player,201712240chi,cle,OgunLa00,fumbles_rec_yds,0,,,,,
player,201712240chi,cle,OgunLa00,fumbles_rec_td,0,,,,,
player,201712240chi,cle,OgunLa00,fumbles_forced,0,,,,,
player,201712240chi,cle,CurrJu00,def_int,0,,,,,
