game,2017,15,20171217,201712170rai,dal,"Dallas Cowboys",20,rai,"Oakland Raiders",17
player,201712170rai,rai,TaveGi00,special_teams,8,,,,,
player,201712170rai,rai,TaveGi00,st_pct,33%,,,,,
player,201712170rai,dal,CoopJo01,pos,G,,,,,
player,201712170rai,dal,CoopJo01,offense,65,,,,,
player,201712170rai,dal,CoopJo01,off_pct,100%,,,,,
player,201712170rai,dal,CoopJo01,defense,0,,,,,
player,201712170rai,dal,CoopJo01,def_pct,0%,,,,,
player,201712170rai,dal,CoopJo01,special_teams,4,,,,,
player,201712170rai,dal,CoopJo01,st_pct,17%,,,,,
player,201712170rai,dal,WittJa00,pos,TE,,,,,
player,201712170rai,dal,WittJa00,offense,65,,,,,
player,201712170rai,dal,WittJa00,off_pct,100%,,,,,
player,201712170rai,dal,WittJa00,defense,0,,,,,
player,201712170rai,dal,WittJa00,def_pct,0%,,,,,
player,201712170rai,dal,WittJa00,special_teams,4,,,,,
player,201712170rai,dal,WittJa00,st_pct,17%,,,,,
player,201712170rai,dal,MartZa00,pos,G,,,,,
player,201712170rai,dal,MartZa00,offense,65,,,,,
player,201712170rai,dal,MartZa00,off_pct,100%,,,,,
player,201712170rai,dal,MartZa00,defense,0,,,,,
player,201712170rai,dal,MartZa00,def_pct,0%,,,,,
player,201712170rai,dal,MartZa00,special_teams,4,,,,,
player,201712170rai,dal,MartZa00,st_pct,17%,,,,,
player,201712170rai,dal,FredTr00,pos,C,,,,,
player,201712170rai,dal,FredTr00,offense,65,,,,,
player,201712170rai,dal,FredTr00,off_pct,100%,,,,,
player,201712170rai,dal,FredTr00,defense,0,,,,,
player,201712170rai,dal,FredTr00,def_pct,0%,,,,,
player,201712170rai,dal,FredTr00,special_teams,4,,,,,
player,201712170rai,dal,FredTr00,st_pct,17%,,,,,
player,201712170rai,dal,CollLa01,pos,T,,,,,
player,201712170rai,dal,CollLa01,offense,65,,,,,
player,201712170rai,dal,CollLa01,off_pct,100%,,,,,
player,201712170rai,dal,CollLa01,defense,0,,,,,
player,201712170rai,dal,CollLa01,def_pct,0%,,,,,
player,201712170rai,dal,CollLa01,special_teams,2,,,,,
player,201712170rai,dal,CollLa01,st_pct,8%,,,,,
player,201712170rai,dal,PresDa01,pos,QB,,,,,
player,201712170rai,dal,PresDa01,offense,65,,,,,
player,201712170rai,dal,PresDa01,off_pct,100%,,,,,
player,201712170rai,dal,PresDa01,defense,0,,,,,
player,201712170rai,dal,PresDa01,def_pct,0%,,,,,
player,201712170rai,dal,PresDa01,special_teams,0,,,,,
player,201712170rai,dal,PresDa01,st_pct,0%,,,,,
player,201712170rai,dal,BryaDe01,pos,WR,,,,,
player,201712170rai,dal,BryaDe01,offense,58,,,,,
player,201712170rai,dal,BryaDe01,off_pct,89%,,,,,
player,201712170rai,dal,BryaDe01,defense,0,,,,,
player,201712170rai,dal,BryaDe01,def_pct,0%,,,,,
player,201712170rai,dal,BryaDe01,special_teams,0,,,,,
player,201712170rai,dal,BryaDe01,st_pct,0%,,,,,
player,201712170rai,dal,SmitTy00,pos,T,,,,,
player,201712170rai,dal,SmitTy00,offense,41,,,,,
player,201712170rai,dal,SmitTy00,off_pct,63%,,,,,
player,201712170rai,dal,SmitTy00,defense,0,,,,,
player,201712170rai,dal,SmitTy00,def_pct,0%,,,,,
player,201712170rai,dal,SmitTy00,special_teams,2,,,,,
player,201712170rai,dal,SmitTy00,st_pct,8%,,,,,
player,201712170rai,dal,BeasCo00,pos,WR,,,,,
player,201712170rai,dal,BeasCo00,offense,41,,,,,
player,201712170rai,dal,BeasCo00,off_pct,63%,,,,,
player,201712170rai,dal,BeasCo00,defense,0,,,,,
player,201712170rai,dal,BeasCo00,def_pct,0%,,,,,
player,201712170rai,dal,BeasCo00,special_teams,0,,,,,
player,201712170rai,dal,BeasCo00,st_pct,0%,,,,,
player,201712170rai,dal,WillTe01,pos,WR,,,,,
player,201712170rai,dal,WillTe01,offense,41,,,,,
player,201712170rai,dal,WillTe01,off_pct,63%,,,,,
player,201712170rai,dal,WillTe01,defense,0,,,,,
player,201712170rai,dal,WillTe01,def_pct,0%,,,,,
player,201712170rai,dal,WillTe01,special_teams,0,,,,,
player,201712170rai,dal,WillTe01,st_pct,0%,,,,,
player,201712170rai,dal,SmitRo06,pos,FB,,,,,
player,201712170rai,dal,SmitRo06,offense,35,,,,,
player,201712170rai,dal,SmitRo06,off_pct,54%,,,,,
player,201712170rai,dal,SmitRo06,defense,0,,,,,
player,201712170rai,dal,SmitRo06,def_pct,0%,,,,,
player,201712170rai,dal,SmitRo06,special_teams,16,,,,,
player,201712170rai,dal,SmitRo06,st_pct,67%,,,,,
player,201712170rai,dal,MorrAl00,pos,RB,,,,,
player,201712170rai,dal,MorrAl00,offense,27,,,,,
player,201712170rai,dal,MorrAl00,off_pct,42%,,,,,
player,201712170rai,dal,MorrAl00,defense,0,,,,,
player,201712170rai,dal,MorrAl00,def_pct,0%,,,,,
player,201712170rai,dal,MorrAl00,special_teams,0,,,,,
player,201712170rai,dal,MorrAl00,st_pct,0%,,,,,
player,201712170rai,dal,BellBy00,pos,T,,,,,
player,201712170rai,dal,BellBy00,offense,24,,,,,
player,201712170rai,dal,BellBy00,off_pct,37%,,,,,
player,201712170rai,dal,BellBy00,defense,0,,,,,
player,201712170rai,dal,BellBy00,def_pct,0%,,,,,
player,201712170rai,dal,BellBy00,special_teams,4,,,,,
player,201712170rai,dal,BellBy00,st_pct,17%,,,,,
player,201712170rai,dal,BrowNo00,pos,WR,,,,,
player,201712170rai,dal,BrowNo00,offense,18,,,,,
player,201712170rai,dal,BrowNo00,off_pct,28%,,,,,
player,201712170rai,dal,BrowNo00,defense,0,,,,,
player,201712170rai,dal,BrowNo00,def_pct,0%,,,,,
player,201712170rai,dal,BrowNo00,special_teams,8,,,,,
player,201712170rai,dal,BrowNo00,st_pct,33%,,,,,
player,201712170rai,dal,SwaiGe00,pos,TE,,,,,
player,201712170rai,dal,SwaiGe00,offense,12,,,,,
player,201712170rai,dal,SwaiGe00,off_pct,18%,,,,,
player,201712170rai,dal,SwaiGe00,defense,0,,,,,
player,201712170rai,dal,SwaiGe00,def_pct,0%,,,,,
player,201712170rai,dal,SwaiGe00,special_teams,11,,,,,
player,201712170rai,dal,SwaiGe00,st_pct,46%,,,,,
player,201712170rai,dal,HannJa00,pos,TE,,,,,
player,201712170rai,dal,HannJa00,offense,12,,,,,
player,201712170rai,dal,HannJa00,off_pct,18%,,,,,
player,201712170rai,dal,HannJa00,defense,0,,,,,
player,201712170rai,dal,HannJa00,def_pct,0%,,,,,
player,201712170rai,dal,HannJa00,special_teams,7,,,,,
player,201712170rai,dal,HannJa00,st_pct,29%,,,,,
player,201712170rai,dal,SmitKe03,pos,FB,,,,,
player,201712170rai,dal,SmitKe03,offense,10,,,,,
player,201712170rai,dal,SmitKe03,off_pct,15%,,,,,
player,201712170rai,dal,SmitKe03,defense,0,,,,,
player,201712170rai,dal,SmitKe03,def_pct,0%,,,,,
player,201712170rai,dal,SmitKe03,special_teams,13,,,,,
player,201712170rai,dal,SmitKe03,st_pct,54%,,,,,
player,201712170rai,dal,SwitRy00,pos,WR,,,,,
player,201712170rai,dal,SwitRy00,offense,4,,,,,
player,201712170rai,dal,SwitRy00,off_pct,6%,,,,,
player,201712170rai,dal,SwitRy00,defense,0,,,,,
player,201712170rai,dal,SwitRy00,def_pct,0%,,,,,
player,201712170rai,dal,SwitRy00,special_teams,8,,,,,
player,201712170rai,dal,SwitRy00,st_pct,33%,,,,,
player,201712170rai,dal,LoonJo01,pos,C,,,,,
player,201712170rai,dal,LoonJo01,offense,2,,,,,
player,201712170rai,dal,LoonJo01,off_pct,3%,,,,,
player,201712170rai,dal,LoonJo01,defense,0,,,,,
player,201712170rai,dal,LoonJo01,def_pct,0%,,,,,
player,201712170rai,dal,LoonJo01,special_teams,4,,,,,
player,201712170rai,dal,LoonJo01,st_pct,17%,,,,,
player,201712170rai,dal,LeexSe99,pos,LB,,,,,
player,201712170rai,dal,LeexSe99,offense,0,,,,,
player,201712170rai,dal,LeexSe99,off_pct,0%,,,,,
player,201712170rai,dal,LeexSe99,defense,66,,,,,
player,201712170rai,dal,LeexSe99,def_pct,100%,,,,,
player,201712170rai,dal,LeexSe99,special_teams,4,,,,,
player,201712170rai,dal,LeexSe99,st_pct,17%,,,,,
player,201712170rai,dal,HeatJe00,pos,SS,,,,,
player,201712170rai,dal,HeatJe00,offense,0,,,,,
player,201712170rai,dal,HeatJe00,off_pct,0%,,,,,
player,201712170rai,dal,HeatJe00,defense,65,,,,,
player,201712170rai,dal,HeatJe00,def_pct,98%,,,,,
player,201712170rai,dal,HeatJe00,special_teams,15,,,,,
player,201712170rai,dal,HeatJe00,st_pct,62%,,,,,
player,201712170rai,dal,CollMa00,pos,DT,,,,,
player,201712170rai,dal,CollMa00,offense,0,,,,,
player,201712170rai,dal,CollMa00,off_pct,0%,,,,,
player,201712170rai,dal,CollMa00,defense,58,,,,,
player,201712170rai,dal,CollMa00,def_pct,88%,,,,,
player,201712170rai,dal,CollMa00,special_teams,4,,,,,
player,201712170rai,dal,CollMa00,st_pct,17%,,,,,
player,201712170rai,dal,CrawTy00,pos,DE,,,,,
player,201712170rai,dal,CrawTy00,offense,0,,,,,
player,201712170rai,dal,CrawTy00,off_pct,0%,,,,,
player,201712170rai,dal,CrawTy00,defense,57,,,,,
player,201712170rai,dal,CrawTy00,def_pct,86%,,,,,
player,201712170rai,dal,CrawTy00,special_teams,4,,,,,
player,201712170rai,dal,CrawTy00,st_pct,17%,,,,,
player,201712170rai,dal,LawrDe00,pos,DE,,,,,
player,201712170rai,dal,LawrDe00,offense,0,,,,,
player,201712170rai,dal,LawrDe00,off_pct,0%,,,,,
player,201712170rai,dal,LawrDe00,defense,54,,,,,
player,201712170rai,dal,LawrDe00,def_pct,82%,,,,,
player,201712170rai,dal,LawrDe00,special_teams,4,,,,,
player,201712170rai,dal,LawrDe00,st_pct,17%,,,,,
player,201712170rai,dal,WoodXa00,pos,FS,,,,,
player,201712170rai,dal,WoodXa00,offense,0,,,,,
player,201712170rai,dal,WoodXa00,off_pct,0%,,,,,
player,201712170rai,dal,WoodXa00,defense,53,,,,,
player,201712170rai,dal,WoodXa00,def_pct,80%,,,,,
player,201712170rai,dal,WoodXa00,special_teams,5,,,,,
player,201712170rai,dal,WoodXa00,st_pct,21%,,,,,
player,201712170rai,dal,AwuzCh00,pos,CB,,,,,
player,201712170rai,dal,AwuzCh00,offense,0,,,,,
player,201712170rai,dal,AwuzCh00,off_pct,0%,,,,,
player,201712170rai,dal,AwuzCh00,defense,53,,,,,
player,201712170rai,dal,AwuzCh00,def_pct,80%,,,,,
player,201712170rai,dal,AwuzCh00,special_teams,1,,,,,
player,201712170rai,dal,AwuzCh00,st_pct,4%,,,,,
player,201712170rai,dal,LewiJo01,pos,CB,,,,,
player,201712170rai,dal,LewiJo01,offense,0,,,,,
player,201712170rai,dal,LewiJo01,off_pct,0%,,,,,
player,201712170rai,dal,LewiJo01,defense,49,,,,,
player,201712170rai,dal,LewiJo01,def_pct,74%,,,,,
player,201712170rai,dal,LewiJo01,special_teams,3,,,,,
player,201712170rai,dal,LewiJo01,st_pct,12%,,,,,
player,201712170rai,dal,BrowAn02,pos,CB,,,,,
player,201712170rai,dal,BrowAn02,offense,0,,,,,
player,201712170rai,dal,BrowAn02,off_pct,0%,,,,,
player,201712170rai,dal,BrowAn02,defense,47,,,,,
player,201712170rai,dal,BrowAn02,def_pct,71%,,,,,
player,201712170rai,dal,BrowAn02,special_teams,12,,,,,
player,201712170rai,dal,BrowAn02,st_pct,50%,,,,,
player,201712170rai,dal,JoneBy00,pos,FS,,,,,
player,201712170rai,dal,JoneBy00,offense,0,,,,,
player,201712170rai,dal,JoneBy00,off_pct,0%,,,,,
player,201712170rai,dal,JoneBy00,defense,40,,,,,
player,201712170rai,dal,JoneBy00,def_pct,61%,,,,,
player,201712170rai,dal,JoneBy00,special_teams,17,,,,,
player,201712170rai,dal,JoneBy00,st_pct,71%,,,,,
player,201712170rai,dal,CharTa00,pos,DE,,,,,
player,201712170rai,dal,CharTa00,offense,0,,,,,
player,201712170rai,dal,CharTa00,off_pct,0%,,,,,
player,201712170rai,dal,CharTa00,defense,33,,,,,
player,201712170rai,dal,CharTa00,def_pct,50%,,,,,
player,201712170rai,dal,CharTa00,special_teams,0,,,,,
player,201712170rai,dal,CharTa00,st_pct,0%,,,,,
player,201712170rai,dal,HitcAn00,pos,LB,,,,,
player,201712170rai,dal,HitcAn00,offense,0,,,,,
player,201712170rai,dal,HitcAn00,off_pct,0%,,,,,
player,201712170rai,dal,HitcAn00,defense,32,,,,,
player,201712170rai,dal,HitcAn00,def_pct,48%,,,,,
player,201712170rai,dal,HitcAn00,special_teams,0,,,,,
player,201712170rai,dal,HitcAn00,st_pct,0%,,,,,
player,201712170rai,dal,FrazKa00,pos,SS,,,,,
player,201712170rai,dal,FrazKa00,offense,0,,,,,
player,201712170rai,dal,FrazKa00,off_pct,0%,,,,,
player,201712170rai,dal,FrazKa00,defense,27,,,,,
player,201712170rai,dal,FrazKa00,def_pct,41%,,,,,
player,201712170rai,dal,FrazKa00,special_teams,15,,,,,
player,201712170rai,dal,FrazKa00,st_pct,62%,,,,,
player,201712170rai,dal,JoneDa03,pos,DE,,,,,
player,201712170rai,dal,JoneDa03,offense,0,,,,,
player,201712170rai,dal,JoneDa03,off_pct,0%,,,,,
player,201712170rai,dal,JoneDa03,defense,25,,,,,
player,201712170rai,dal,JoneDa03,def_pct,38%,,,,,
player,201712170rai,dal,JoneDa03,special_teams,0,,,,,
player,201712170rai,dal,JoneDa03,st_pct,0%,,,,,
player,201712170rai,dal,AshxRi00,pos,DT,,,,,
player,201712170rai,dal,AshxRi00,offense,0,,,,,
player,201712170rai,dal,AshxRi00,off_pct,0%,,,,,
player,201712170rai,dal,AshxRi00,defense,23,,,,,
player,201712170rai,dal,AshxRi00,def_pct,35%,,,,,
player,201712170rai,dal,AshxRi00,special_teams,4,,,,,
player,201712170rai,dal,AshxRi00,st_pct,17%,,,,,
player,201712170rai,dal,SmitJa05,pos,LB,,,,,
player,201712170rai,dal,SmitJa05,offense,0,,,,,
player,201712170rai,dal,SmitJa05,off_pct,0%,,,,,
player,201712170rai,dal,SmitJa05,defense,20,,,,,
player,201712170rai,dal,SmitJa05,def_pct,30%,,,,,
player,201712170rai,dal,SmitJa05,special_teams,0,,,,,
player,201712170rai,dal,SmitJa05,st_pct,0%,,,,,
player,201712170rai,dal,WilsDa02,pos,LB,,,,,
player,201712170rai,dal,WilsDa02,offense,0,,,,,
player,201712170rai,dal,WilsDa02,off_pct,0%,,,,,
player,201712170rai,dal,WilsDa02,defense,12,,,,,
player,201712170rai,dal,WilsDa02,def_pct,18%,,,,,
player,201712170rai,dal,WilsDa02,special_teams,20,,,,,
player,201712170rai,dal,WilsDa02,st_pct,83%,,,,,
player,201712170rai,dal,RossDa02,pos,DT,,,,,
player,201712170rai,dal,RossDa02,offense,0,,,,,
player,201712170rai,dal,RossDa02,off_pct,0%,,,,,
player,201712170rai,dal,RossDa02,defense,8,,,,,
player,201712170rai,dal,RossDa02,def_pct,12%,,,,,
player,201712170rai,dal,RossDa02,special_teams,0,,,,,
player,201712170rai,dal,RossDa02,st_pct,0%,,,,,
player,201712170rai,dal,MayoBe00,pos,DE,,,,,
player,201712170rai,dal,MayoBe00,offense,0,,,,,
player,201712170rai,dal,MayoBe00,off_pct,0%,,,,,
player,201712170rai,dal,MayoBe00,defense,3,,,,,
player,201712170rai,dal,MayoBe00,def_pct,5%,,,,,
player,201712170rai,dal,MayoBe00,special_teams,0,,,,,
player,201712170rai,dal,MayoBe00,st_pct,0%,,,,,
player,201712170rai,dal,WilbKy00,pos,LB,,,,,
player,201712170rai,dal,WilbKy00,offense,0,,,,,
player,201712170rai,dal,WilbKy00,off_pct,0%,,,,,
player,201712170rai,dal,WilbKy00,defense,1,,,,,
player,201712170rai,dal,WilbKy00,def_pct,2%,,,,,
player,201712170rai,dal,WilbKy00,special_teams,20,,,,,
player,201712170rai,dal,WilbKy00,st_pct,83%,,,,,
player,201712170rai,dal,BenwBe00,pos,CB,,,,,
player,201712170rai,dal,BenwBe00,offense,0,,,,,
player,201712170rai,dal,BenwBe00,off_pct,0%,,,,,
player,201712170rai,dal,BenwBe00,defense,0,,,,,
player,201712170rai,dal,BenwBe00,def_pct,0%,,,,,
player,201712170rai,dal,BenwBe00,special_teams,9,,,,,
player,201712170rai,dal,BenwBe00,st_pct,38%,,,,,
player,201712170rai,dal,MarcJu00,pos,LB,,,,,
player,201712170rai,dal,MarcJu00,offense,0,,,,,
player,201712170rai,dal,MarcJu00,off_pct,0%,,,,,
player,201712170rai,dal,MarcJu00,defense,0,,,,,
player,201712170rai,dal,MarcJu00,def_pct,0%,,,,,
player,201712170rai,dal,MarcJu00,special_teams,9,,,,,
player,201712170rai,dal,MarcJu00,st_pct,38%,,,,,
player,201712170rai,dal,BailDa00,pos,K,,,,,
player,201712170rai,dal,BailDa00,offense,0,,,,,
player,201712170rai,dal,BailDa00,off_pct,0%,,,,,
player,201712170rai,dal,BailDa00,defense,0,,,,,
player,201712170rai,dal,BailDa00,def_pct,0%,,,,,
player,201712170rai,dal,BailDa00,special_teams,9,,,,,
player,201712170rai,dal,BailDa00,st_pct,38%,,,,,
player,201712170rai,dal,LadoL.20,pos,LS,,,,,
player,201712170rai,dal,LadoL.20,offense,0,,,,,
player,201712170rai,dal,LadoL.20,off_pct,0%,,,,,
player,201712170rai,dal,LadoL.20,defense,0,,,,,
player,201712170rai,dal,LadoL.20,def_pct,0%,,,,,
player,201712170rai,dal,LadoL.20,special_teams,7,,,,,
player,201712170rai,dal,LadoL.20,st_pct,29%,,,,,
player,201712170rai,dal,JoneCh02,pos,P,,,,,
player,201712170rai,dal,JoneCh02,offense,0,,,,,
player,201712170rai,dal,JoneCh02,off_pct,0%,,,,,
player,201712170rai,dal,JoneCh02,defense,0,,,,,
player,201712170rai,dal,JoneCh02,def_pct,0%,,,,,
player,201712170rai,dal,JoneCh02,special_teams,7,,,,,
player,201712170rai,dal,JoneCh02,st_pct,29%,,,,,
player,201712170rai,dal,GreeCh02,pos,G,,,,,
player,201712170rai,dal,GreeCh02,offense,0,,,,,
player,201712170rai,dal,GreeCh02,off_pct,0%,,,,,
player,201712170rai,dal,GreeCh02,defense,0,,,,,
player,201712170rai,dal,GreeCh02,def_pct,0%,,,,,
player,201712170rai,dal,GreeCh02,special_teams,4,,,,,
player,201712170rai,dal,GreeCh02,st_pct,17%,,,,,
