game,2017,16,20171224,201712240was,den,"Denver Broncos",11,was,"Washington Redskins",27
player,201712240was,was,FullKe00,fumbles_rec,0,,,,,
player,201712240was,was,FullKe00,fumbles_rec_yds,0,,,,,
player,201712240was,was,FullKe00,fumbles_rec_td,0,,,,,
player,201712240was,was,FullKe00,fumbles_forced,0,,,,,
player,201712240was,was,McGeSt01,def_int,0,,,,,
player,201712240was,was,McGeSt01,def_int_yds,0,,,,,
player,201712240was,was,McGeSt01,def_int_td,0,,,,,
player,201712240was,was,McGeSt01,def_int_long,0,,,,,
player,201712240was,was,McGeSt01,pass_defended,0,,,,,
player,201712240was,was,McGeSt01,sacks,0.0,,,,,
player,201712240was,was,McGeSt01,tackles_combined,2,,,,,
player,201712240was,was,McGeSt01,tackles_solo,2,,,,,
player,201712240was,was,McGeSt01,tackles_assists,0,,,,,
player,201712240was,was,McGeSt01,tackles_loss,0,,,,,
player,201712240was,was,McGeSt01,qb_hits,1,,,,,
player,201712240was,was,McGeSt01,fumbles_rec,0,,,,,
player,201712240was,was,McGeSt01,fumbles_rec_yds,0,,,,,
player,201712240was,was,McGeSt01,fumbles_rec_td,0,,,,,
player,201712240was,was,McGeSt01,fumbles_forced,0,,,,,
player,201712240was,was,PaulNi00,def_int,0,,,,,
player,201712240was,was,PaulNi00,def_int_yds,0,,,,,
player,201712240was,was,PaulNi00,def_int_td,0,,,,,
player,201712240was,was,PaulNi00,def_int_long,0,,,,,
player,201712240was,was,PaulNi00,pass_defended,0,,,,,
player,201712240was,was,PaulNi00,sacks,0.0,,,,,
player,201712240was,was,PaulNi00,tackles_combined,2,,,,,
player,201712240was,was,PaulNi00,tackles_solo,0,,,,,
player,201712240was,was,PaulNi00,tackles_assists,2,,,,,
player,201712240was,was,PaulNi00,tackles_loss,0,,,,,
player,201712240was,was,PaulNi00,qb_hits,0,,,,,
player,201712240was,was,PaulNi00,fumbles_rec,0,,,,,
player,201712240was,was,PaulNi00,fumbles_rec_yds,0,,,,,
player,201712240was,was,PaulNi00,fumbles_rec_td,0,,,,,
player,201712240was,was,PaulNi00,fumbles_forced,0,,,,,
player,201712240was,was,HoodEv99,def_int,0,,,,,
player,201712240was,was,HoodEv99,def_int_yds,0,,,,,
player,201712240was,was,HoodEv99,def_int_td,0,,,,,
player,201712240was,was,HoodEv99,def_int_long,0,,,,,
player,201712240was,was,HoodEv99,pass_defended,0,,,,,
player,201712240was,was,HoodEv99,sacks,0.0,,,,,
player,201712240was,was,HoodEv99,tackles_combined,1,,,,,
player,201712240was,was,HoodEv99,tackles_solo,0,,,,,
player,201712240was,was,HoodEv99,tackles_assists,1,,,,,
player,201712240was,was,HoodEv99,tackles_loss,0,,,,,
player,201712240was,was,HoodEv99,qb_hits,0,,,,,
player,201712240was,was,HoodEv99,fumbles_rec,0,,,,,
player,201712240was,was,HoodEv99,fumbles_rec_yds,0,,,,,
player,201712240was,was,HoodEv99,fumbles_rec_td,0,,,,,
player,201712240was,was,HoodEv99,fumbles_forced,0,,,,,
player,201712240was,was,IoanMa01,def_int,0,,,,,
player,201712240was,was,IoanMa01,def_int_yds,0,,,,,
player,201712240was,was,IoanMa01,def_int_td,0,,,,,
player,201712240was,was,IoanMa01,def_int_long,0,,,,,
player,201712240was,was,IoanMa01,pass_defended,0,,,,,
player,201712240was,was,IoanMa01,sacks,0.0,,,,,
player,201712240was,was,IoanMa01,tackles_combined,1,,,,,
player,201712240was,was,IoanMa01,tackles_solo,0,,,,,
player,201712240was,was,IoanMa01,tackles_assists,1,,,,,
player,201712240was,was,IoanMa01,tackles_loss,0,,,,,
player,201712240was,was,IoanMa01,qb_hits,0,,,,,
player,201712240was,was,IoanMa01,fumbles_rec,0,,,,,
player,201712240was,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201712240was,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201712240was,was,IoanMa01,fumbles_forced,0,,,,,
player,201712240was,was,LaniAn00,def_int,0,,,,,
player,201712240was,was,LaniAn00,def_int_yds,0,,,,,
player,201712240was,was,LaniAn00,def_int_td,0,,,,,
player,201712240was,was,LaniAn00,def_int_long,0,,,,,
player,201712240was,was,LaniAn00,pass_defended,1,,,,,
player,201712240was,was,LaniAn00,sacks,0.0,,,,,
player,201712240was,was,LaniAn00,tackles_combined,1,,,,,
player,201712240was,was,LaniAn00,tackles_solo,0,,,,,
player,201712240was,was,LaniAn00,tackles_assists,1,,,,,
player,201712240was,was,LaniAn00,tackles_loss,0,,,,,
player,201712240was,was,LaniAn00,qb_hits,0,,,,,
player,201712240was,was,LaniAn00,fumbles_rec,1,,,,,
player,201712240was,was,LaniAn00,fumbles_rec_yds,0,,,,,
player,201712240was,was,LaniAn00,fumbles_rec_td,0,,,,,
player,201712240was,was,LaniAn00,fumbles_forced,0,,,,,
player,201712240was,was,MoreFa00,def_int,0,,,,,
player,201712240was,was,MoreFa00,def_int_yds,0,,,,,
player,201712240was,was,MoreFa00,def_int_td,0,,,,,
player,201712240was,was,MoreFa00,def_int_long,0,,,,,
player,201712240was,was,MoreFa00,pass_defended,0,,,,,
player,201712240was,was,MoreFa00,sacks,0.0,,,,,
player,201712240was,was,MoreFa00,tackles_combined,1,,,,,
player,201712240was,was,MoreFa00,tackles_solo,1,,,,,
player,201712240was,was,MoreFa00,tackles_assists,0,,,,,
player,201712240was,was,MoreFa00,tackles_loss,0,,,,,
player,201712240was,was,MoreFa00,qb_hits,0,,,,,
player,201712240was,was,MoreFa00,fumbles_rec,0,,,,,
player,201712240was,was,MoreFa00,fumbles_rec_yds,0,,,,,
player,201712240was,was,MoreFa00,fumbles_rec_td,0,,,,,
player,201712240was,was,MoreFa00,fumbles_forced,0,,,,,
player,201712240was,was,PeteOt00,def_int,0,,,,,
player,201712240was,was,PeteOt00,def_int_yds,0,,,,,
player,201712240was,was,PeteOt00,def_int_td,0,,,,,
player,201712240was,was,PeteOt00,def_int_long,0,,,,,
player,201712240was,was,PeteOt00,pass_defended,0,,,,,
player,201712240was,was,PeteOt00,sacks,0.0,,,,,
player,201712240was,was,PeteOt00,tackles_combined,1,,,,,
player,201712240was,was,PeteOt00,tackles_solo,1,,,,,
player,201712240was,was,PeteOt00,tackles_assists,0,,,,,
player,201712240was,was,PeteOt00,tackles_loss,0,,,,,
player,201712240was,was,PeteOt00,qb_hits,0,,,,,
player,201712240was,was,PeteOt00,fumbles_rec,0,,,,,
player,201712240was,was,PeteOt00,fumbles_rec_yds,0,,,,,
player,201712240was,was,PeteOt00,fumbles_rec_td,0,,,,,
player,201712240was,was,PeteOt00,fumbles_forced,0,,,,,
player,201712240was,was,RobePe01,def_int,0,,,,,
player,201712240was,was,RobePe01,def_int_yds,0,,,,,
player,201712240was,was,RobePe01,def_int_td,0,,,,,
player,201712240was,was,RobePe01,def_int_long,0,,,,,
player,201712240was,was,RobePe01,pass_defended,0,,,,,
player,201712240was,was,RobePe01,sacks,0.0,,,,,
player,201712240was,was,RobePe01,tackles_combined,1,,,,,
player,201712240was,was,RobePe01,tackles_solo,1,,,,,
player,201712240was,was,RobePe01,tackles_assists,0,,,,,
player,201712240was,was,RobePe01,tackles_loss,0,,,,,
player,201712240was,was,RobePe01,qb_hits,1,,,,,
player,201712240was,was,RobePe01,fumbles_rec,0,,,,,
player,201712240was,was,RobePe01,fumbles_rec_yds,0,,,,,
player,201712240was,was,RobePe01,fumbles_rec_td,0,,,,,
player,201712240was,was,RobePe01,fumbles_forced,0,,,,,
player,201712240was,was,SmitFi00,def_int,0,,,,,
player,201712240was,was,SmitFi00,def_int_yds,0,,,,,
player,201712240was,was,SmitFi00,def_int_td,0,,,,,
player,201712240was,was,SmitFi00,def_int_long,0,,,,,
player,201712240was,was,SmitFi00,pass_defended,0,,,,,
player,201712240was,was,SmitFi00,sacks,0.0,,,,,
player,201712240was,was,SmitFi00,tackles_combined,1,,,,,
player,201712240was,was,SmitFi00,tackles_solo,0,,,,,
player,201712240was,was,SmitFi00,tackles_assists,1,,,,,
player,201712240was,was,SmitFi00,tackles_loss,0,,,,,
player,201712240was,was,SmitFi00,qb_hits,0,,,,,
player,201712240was,was,SmitFi00,fumbles_rec,0,,,,,
player,201712240was,was,SmitFi00,fumbles_rec_yds,0,,,,,
player,201712240was,was,SmitFi00,fumbles_rec_td,0,,,,,
player,201712240was,was,SmitFi00,fumbles_forced,0,,,,,
player,201712240was,was,CrowJa00,def_int,0,,,,,
player,201712240was,was,CrowJa00,def_int_yds,0,,,,,
player,201712240was,was,CrowJa00,def_int_td,0,,,,,
player,201712240was,was,CrowJa00,def_int_long,0,,,,,
player,201712240was,was,CrowJa00,pass_defended,0,,,,,
player,201712240was,was,CrowJa00,sacks,0.0,,,,,
player,201712240was,was,CrowJa00,tackles_combined,0,,,,,
player,201712240was,was,CrowJa00,tackles_solo,0,,,,,
player,201712240was,was,CrowJa00,tackles_assists,0,,,,,
player,201712240was,was,CrowJa00,tackles_loss,0,,,,,
player,201712240was,was,CrowJa00,qb_hits,1,,,,,
player,201712240was,was,CrowJa00,fumbles_rec,0,,,,,
player,201712240was,was,CrowJa00,fumbles_rec_yds,0,,,,,
player,201712240was,was,CrowJa00,fumbles_rec_td,0,,,,,
player,201712240was,was,CrowJa00,fumbles_forced,0,,,,,
player,201712240was,den,TaylJo01,kick_ret,0,,,,,
player,201712240was,den,TaylJo01,kick_ret_yds,0,,,,,
player,201712240was,den,TaylJo01,kick_ret_yds_per_ret,,,,,,
player,201712240was,den,TaylJo01,kick_ret_td,0,,,,,
player,201712240was,den,TaylJo01,kick_ret_long,0,,,,,
player,201712240was,den,TaylJo01,punt_ret,2,,,,,
player,201712240was,den,TaylJo01,punt_ret_yds,12,,,,,
player,201712240was,den,TaylJo01,punt_ret_yds_per_ret,6.0,,,,,
player,201712240was,den,TaylJo01,punt_ret_td,0,,,,,
player,201712240was,den,TaylJo01,punt_ret_long,7,,,,,
player,201712240was,den,FowlBe00,kick_ret,0,,,,,
player,201712240was,den,FowlBe00,kick_ret_yds,0,,,,,
player,201712240was,den,FowlBe00,kick_ret_yds_per_ret,,,,,,
player,201712240was,den,FowlBe00,kick_ret_td,0,,,,,
player,201712240was,den,FowlBe00,kick_ret_long,0,,,,,
player,201712240was,den,FowlBe00,punt_ret,1,,,,,
player,201712240was,den,FowlBe00,punt_ret_yds,6,,,,,
player,201712240was,den,FowlBe00,punt_ret_yds_per_ret,6.0,,,,,
player,201712240was,den,FowlBe00,punt_ret_td,0,,,,,
player,201712240was,den,FowlBe00,punt_ret_long,6,,,,,
player,201712240was,den,BookDe00,kick_ret,2,,,,,
player,201712240was,den,BookDe00,kick_ret_yds,26,,,,,
player,201712240was,den,BookDe00,kick_ret_yds_per_ret,13.0,,,,,
player,201712240was,den,BookDe00,kick_ret_td,0,,,,,
player,201712240was,den,BookDe00,kick_ret_long,16,,,,,
player,201712240was,den,BookDe00,punt_ret,0,,,,,
player,201712240was,den,BookDe00,punt_ret_yds,0,,,,,
player,201712240was,den,BookDe00,punt_ret_yds_per_ret,,,,,,
player,201712240was,den,BookDe00,punt_ret_td,0,,,,,
player,201712240was,den,BookDe00,punt_ret_long,0,,,,,
player,201712240was,was,CrowJa00,kick_ret,0,,,,,
player,201712240was,was,CrowJa00,kick_ret_yds,0,,,,,
player,201712240was,was,CrowJa00,kick_ret_yds_per_ret,,,,,,
player,201712240was,was,CrowJa00,kick_ret_td,0,,,,,
player,201712240was,was,CrowJa00,kick_ret_long,0,,,,,
player,201712240was,was,CrowJa00,punt_ret,1,,,,,
player,201712240was,was,CrowJa00,punt_ret_yds,3,,,,,
player,201712240was,was,CrowJa00,punt_ret_yds_per_ret,3.0,,,,,
player,201712240was,was,CrowJa00,punt_ret_td,0,,,,,
player,201712240was,was,CrowJa00,punt_ret_long,3,,,,,
player,201712240was,was,PaulNi00,kick_ret,2,,,,,
player,201712240was,was,PaulNi00,kick_ret_yds,29,,,,,
player,201712240was,was,PaulNi00,kick_ret_yds_per_ret,14.5,,,,,
player,201712240was,was,PaulNi00,kick_ret_td,0,,,,,
player,201712240was,was,PaulNi00,kick_ret_long,24,,,,,
player,201712240was,was,PaulNi00,punt_ret,0,,,,,
player,201712240was,was,PaulNi00,punt_ret_yds,0,,,,,
player,201712240was,was,PaulNi00,punt_ret_yds_per_ret,,,,,,
player,201712240was,was,PaulNi00,punt_ret_td,0,,,,,
player,201712240was,was,PaulNi00,punt_ret_long,0,,,,,
player,201712240was,den,DixoRi00,xpm,,,,,,
player,201712240was,den,DixoRi00,xpa,,,,,,
player,201712240was,den,DixoRi00,fgm,,,,,,
player,201712240was,den,DixoRi00,fga,,,,,,
player,201712240was,den,DixoRi00,punt,5,,,,,
player,201712240was,den,DixoRi00,punt_yds,221,,,,,
player,201712240was,den,DixoRi00,punt_yds_per_punt,44.2,,,,,
player,201712240was,den,DixoRi00,punt_long,53,,,,,
player,201712240was,den,McMaBr01,xpm,,,,,,
player,201712240was,den,McMaBr01,xpa,,,,,,
player,201712240was,den,McMaBr01,fgm,1,,,,,
player,201712240was,den,McMaBr01,fga,1,,,,,
player,201712240was,den,McMaBr01,punt,1,,,,,
player,201712240was,den,McMaBr01,punt_yds,26,,,,,
player,201712240was,den,McMaBr01,punt_yds_per_punt,26.0,,,,,
player,201712240was,den,McMaBr01,punt_long,26,,,,,
player,201712240was,was,HopkDu00,xpm,3,,,,,
player,201712240was,was,HopkDu00,xpa,3,,,,,
player,201712240was,was,HopkDu00,fgm,2,,,,,
player,201712240was,was,HopkDu00,fga,2,,,,,
player,201712240was,was,HopkDu00,punt,0,,,,,
player,201712240was,was,HopkDu00,punt_yds,0,,,,,
player,201712240was,was,HopkDu00,punt_yds_per_punt,,,,,,
player,201712240was,was,HopkDu00,punt_long,0,,,,,
player,201712240was,was,WayxTr00,xpm,,,,,,
player,201712240was,was,WayxTr00,xpa,,,,,,
player,201712240was,was,WayxTr00,fgm,,,,,,
player,201712240was,was,WayxTr00,fga,,,,,,
player,201712240was,was,WayxTr00,punt,5,,,,,
player,201712240was,was,WayxTr00,punt_yds,247,,,,,
player,201712240was,was,WayxTr00,punt_yds_per_punt,49.4,,,,,
player,201712240was,was,WayxTr00,punt_long,64,,,,,
player,201712240was,was,NsekTy00,pos,T,,,,,
player,201712240was,was,NsekTy00,offense,67,,,,,
player,201712240was,was,NsekTy00,off_pct,100%,,,,,
player,201712240was,was,NsekTy00,defense,0,,,,,
player,201712240was,was,NsekTy00,def_pct,0%,,,,,
player,201712240was,was,NsekTy00,special_teams,5,,,,,
player,201712240was,was,NsekTy00,st_pct,19%,,,,,
player,201712240was,was,KouaAr00,pos,G,,,,,
player,201712240was,was,KouaAr00,offense,67,,,,,
player,201712240was,was,KouaAr00,off_pct,100%,,,,,
player,201712240was,was,KouaAr00,defense,0,,,,,
player,201712240was,was,KouaAr00,def_pct,0%,,,,,
player,201712240was,was,KouaAr00,special_teams,5,,,,,
player,201712240was,was,KouaAr00,st_pct,19%,,,,,
player,201712240was,was,ScheBr00,pos,G,,,,,
player,201712240was,was,ScheBr00,offense,67,,,,,
player,201712240was,was,ScheBr00,off_pct,100%,,,,,
player,201712240was,was,ScheBr00,defense,0,,,,,
player,201712240was,was,ScheBr00,def_pct,0%,,,,,
player,201712240was,was,ScheBr00,special_teams,5,,,,,
player,201712240was,was,ScheBr00,st_pct,19%,,,,,
player,201712240was,was,MoseMo00,pos,T,,,,,
player,201712240was,was,MoseMo00,offense,67,,,,,
player,201712240was,was,MoseMo00,off_pct,100%,,,,,
player,201712240was,was,MoseMo00,defense,0,,,,,
player,201712240was,was,MoseMo00,def_pct,0%,,,,,
player,201712240was,was,MoseMo00,special_teams,5,,,,,
player,201712240was,was,MoseMo00,st_pct,19%,,,,,
player,201712240was,was,RoulCh00,pos,C,,,,,
player,201712240was,was,RoulCh00,offense,67,,,,,
player,201712240was,was,RoulCh00,off_pct,100%,,,,,
player,201712240was,was,RoulCh00,defense,0,,,,,
player,201712240was,was,RoulCh00,def_pct,0%,,,,,
player,201712240was,was,RoulCh00,special_teams,5,,,,,
player,201712240was,was,RoulCh00,st_pct,19%,,,,,
player,201712240was,was,DoctJo00,pos,WR,,,,,
player,201712240was,was,DoctJo00,offense,67,,,,,
player,201712240was,was,DoctJo00,off_pct,100%,,,,,
player,201712240was,was,DoctJo00,defense,0,,,,,
player,201712240was,was,DoctJo00,def_pct,0%,,,,,
player,201712240was,was,DoctJo00,special_teams,0,,,,,
player,201712240was,was,DoctJo00,st_pct,0%,,,,,
player,201712240was,was,CousKi00,pos,QB,,,,,
player,201712240was,was,CousKi00,offense,67,,,,,
player,201712240was,was,CousKi00,off_pct,100%,,,,,
player,201712240was,was,CousKi00,defense,0,,,,,
player,201712240was,was,CousKi00,def_pct,0%,,,,,
player,201712240was,was,CousKi00,special_teams,0,,,,,
player,201712240was,was,CousKi00,st_pct,0%,,,,,
player,201712240was,was,DaviVe00,pos,TE,,,,,
player,201712240was,was,DaviVe00,offense,65,,,,,
player,201712240was,was,DaviVe00,off_pct,97%,,,,,
player,201712240was,was,DaviVe00,defense,0,,,,,
player,201712240was,was,DaviVe00,def_pct,0%,,,,,
player,201712240was,was,DaviVe00,special_teams,1,,,,,
player,201712240was,was,DaviVe00,st_pct,4%,,,,,
player,201712240was,was,GranRy01,pos,WR,,,,,
player,201712240was,was,GranRy01,offense,42,,,,,
player,201712240was,was,GranRy01,off_pct,63%,,,,,
player,201712240was,was,GranRy01,defense,0,,,,,
player,201712240was,was,GranRy01,def_pct,0%,,,,,
player,201712240was,was,GranRy01,special_teams,1,,,,,
player,201712240was,was,GranRy01,st_pct,4%,,,,,
player,201712240was,was,PaulNi00,pos,TE,,,,,
player,201712240was,was,PaulNi00,offense,37,,,,,
player,201712240was,was,PaulNi00,off_pct,55%,,,,,
player,201712240was,was,PaulNi00,defense,0,,,,,
player,201712240was,was,PaulNi00,def_pct,0%,,,,,
player,201712240was,was,PaulNi00,special_teams,17,,,,,
player,201712240was,was,PaulNi00,st_pct,65%,,,,,
player,201712240was,was,PeriSa00,pos,RB,,,,,
player,201712240was,was,PeriSa00,offense,34,,,,,
player,201712240was,was,PeriSa00,off_pct,51%,,,,,
player,201712240was,was,PeriSa00,defense,0,,,,,
player,201712240was,was,PeriSa00,def_pct,0%,,,,,
player,201712240was,was,PeriSa00,special_teams,0,,,,,
player,201712240was,was,PeriSa00,st_pct,0%,,,,,
player,201712240was,was,BibbKa00,pos,RB,,,,,
player,201712240was,was,BibbKa00,offense,33,,,,,
player,201712240was,was,BibbKa00,off_pct,49%,,,,,
player,201712240was,was,BibbKa00,defense,0,,,,,
player,201712240was,was,BibbKa00,def_pct,0%,,,,,
player,201712240was,was,BibbKa00,special_teams,0,,,,,
player,201712240was,was,BibbKa00,st_pct,0%,,,,,
player,201712240was,was,CrowJa00,pos,WR,,,,,
player,201712240was,was,CrowJa00,offense,29,,,,,
player,201712240was,was,CrowJa00,off_pct,43%,,,,,
player,201712240was,was,CrowJa00,defense,0,,,,,
player,201712240was,was,CrowJa00,def_pct,0%,,,,,
player,201712240was,was,CrowJa00,special_teams,6,,,,,
player,201712240was,was,CrowJa00,st_pct,23%,,,,,
player,201712240was,was,SpriJe00,pos,TE,,,,,
player,201712240was,was,SpriJe00,offense,14,,,,,
player,201712240was,was,SpriJe00,off_pct,21%,,,,,
player,201712240was,was,SpriJe00,defense,0,,,,,
player,201712240was,was,SpriJe00,def_pct,0%,,,,,
player,201712240was,was,SpriJe00,special_teams,11,,,,,
player,201712240was,was,SpriJe00,st_pct,42%,,,,,
player,201712240was,was,QuicBr00,pos,WR,,,,,
player,201712240was,was,QuicBr00,offense,14,,,,,
player,201712240was,was,QuicBr00,off_pct,21%,,,,,
player,201712240was,was,QuicBr00,defense,0,,,,,
player,201712240was,was,QuicBr00,def_pct,0%,,,,,
player,201712240was,was,QuicBr00,special_teams,3,,,,,
player,201712240was,was,QuicBr00,st_pct,12%,,,,,
player,201712240was,was,VigiZa00,pos,LB,,,,,
player,201712240was,was,VigiZa00,offense,0,,,,,
player,201712240was,was,VigiZa00,off_pct,0%,,,,,
player,201712240was,was,VigiZa00,defense,74,,,,,
player,201712240was,was,VigiZa00,def_pct,100%,,,,,
player,201712240was,was,VigiZa00,special_teams,7,,,,,
player,201712240was,was,VigiZa00,st_pct,27%,,,,,
player,201712240was,was,SweaDJ00,pos,FS,,,,,
player,201712240was,was,SweaDJ00,offense,0,,,,,
player,201712240was,was,SweaDJ00,off_pct,0%,,,,,
player,201712240was,was,SweaDJ00,defense,74,,,,,
player,201712240was,was,SweaDJ00,def_pct,100%,,,,,
player,201712240was,was,SweaDJ00,special_teams,2,,,,,
player,201712240was,was,SweaDJ00,st_pct,8%,,,,,
player,201712240was,was,NormJo01,pos,CB,,,,,
player,201712240was,was,NormJo01,offense,0,,,,,
player,201712240was,was,NormJo01,off_pct,0%,,,,,
player,201712240was,was,NormJo01,defense,74,,,,,
player,201712240was,was,NormJo01,def_pct,100%,,,,,
player,201712240was,was,NormJo01,special_teams,1,,,,,
player,201712240was,was,NormJo01,st_pct,4%,,,,,
player,201712240was,was,EverDe01,pos,SS,,,,,
player,201712240was,was,EverDe01,offense,0,,,,,
player,201712240was,was,EverDe01,off_pct,0%,,,,,
player,201712240was,was,EverDe01,defense,70,,,,,
player,201712240was,was,EverDe01,def_pct,95%,,,,,
player,201712240was,was,EverDe01,special_teams,12,,,,,
player,201712240was,was,EverDe01,st_pct,46%,,,,,
player,201712240was,was,BreeBa00,pos,CB,,,,,
player,201712240was,was,BreeBa00,offense,0,,,,,
player,201712240was,was,BreeBa00,off_pct,0%,,,,,
player,201712240was,was,BreeBa00,defense,66,,,,,
player,201712240was,was,BreeBa00,def_pct,89%,,,,,
player,201712240was,was,BreeBa00,special_teams,2,,,,,
player,201712240was,was,BreeBa00,st_pct,8%,,,,,
player,201712240was,was,IoanMa01,pos,DE,,,,,
player,201712240was,was,IoanMa01,offense,0,,,,,
player,201712240was,was,IoanMa01,off_pct,0%,,,,,
player,201712240was,was,IoanMa01,defense,52,,,,,
player,201712240was,was,IoanMa01,def_pct,70%,,,,,
player,201712240was,was,IoanMa01,special_teams,8,,,,,
player,201712240was,was,IoanMa01,st_pct,31%,,,,,
player,201712240was,was,SmitPr00,pos,LB,,,,,
player,201712240was,was,SmitPr00,offense,0,,,,,
player,201712240was,was,SmitPr00,off_pct,0%,,,,,
player,201712240was,was,SmitPr00,defense,48,,,,,
player,201712240was,was,SmitPr00,def_pct,65%,,,,,
player,201712240was,was,SmitPr00,special_teams,2,,,,,
player,201712240was,was,SmitPr00,st_pct,8%,,,,,
player,201712240was,was,SpaiMa00,pos,LB,,,,,
player,201712240was,was,SpaiMa00,offense,0,,,,,
player,201712240was,was,SpaiMa00,off_pct,0%,,,,,
player,201712240was,was,SpaiMa00,defense,46,,,,,
player,201712240was,was,SpaiMa00,def_pct,62%,,,,,
player,201712240was,was,SpaiMa00,special_teams,5,,,,,
player,201712240was,was,SpaiMa00,st_pct,19%,,,,,
player,201712240was,was,LaniAn00,pos,DE,,,,,
player,201712240was,was,LaniAn00,offense,0,,,,,
player,201712240was,was,LaniAn00,off_pct,0%,,,,,
player,201712240was,was,LaniAn00,defense,46,,,,,
player,201712240was,was,LaniAn00,def_pct,62%,,,,,
player,201712240was,was,LaniAn00,special_teams,2,,,,,
player,201712240was,was,LaniAn00,st_pct,8%,,,,,
player,201712240was,was,FullKe00,pos,CB,,,,,
player,201712240was,was,FullKe00,offense,0,,,,,
player,201712240was,was,FullKe00,off_pct,0%,,,,,
player,201712240was,was,FullKe00,defense,45,,,,,
player,201712240was,was,FullKe00,def_pct,61%,,,,,
player,201712240was,was,FullKe00,special_teams,12,,,,,
player,201712240was,was,FullKe00,st_pct,46%,,,,,
player,201712240was,was,GaleJu00,pos,LB,,,,,
player,201712240was,was,GaleJu00,offense,0,,,,,
player,201712240was,was,GaleJu00,off_pct,0%,,,,,
player,201712240was,was,GaleJu00,defense,42,,,,,
player,201712240was,was,GaleJu00,def_pct,57%,,,,,
player,201712240was,was,GaleJu00,special_teams,0,,,,,
player,201712240was,was,GaleJu00,st_pct,0%,,,,,
player,201712240was,was,KerrRy00,pos,LB,,,,,
player,201712240was,was,KerrRy00,offense,0,,,,,
player,201712240was,was,KerrRy00,off_pct,0%,,,,,
player,201712240was,was,KerrRy00,defense,39,,,,,
player,201712240was,was,KerrRy00,def_pct,53%,,,,,
player,201712240was,was,KerrRy00,special_teams,2,,,,,
player,201712240was,was,KerrRy00,st_pct,8%,,,,,
player,201712240was,was,HarvJo01,pos,LB,,,,,
player,201712240was,was,HarvJo01,offense,0,,,,,
player,201712240was,was,HarvJo01,off_pct,0%,,,,,
player,201712240was,was,HarvJo01,defense,26,,,,,
player,201712240was,was,HarvJo01,def_pct,35%,,,,,
player,201712240was,was,HarvJo01,special_teams,18,,,,,
player,201712240was,was,HarvJo01,st_pct,69%,,,,,
player,201712240was,was,FranA.00,pos,DT,,,,,
player,201712240was,was,FranA.00,offense,0,,,,,
player,201712240was,was,FranA.00,off_pct,0%,,,,,
player,201712240was,was,FranA.00,defense,26,,,,,
player,201712240was,was,FranA.00,def_pct,35%,,,,,
player,201712240was,was,FranA.00,special_teams,2,,,,,
player,201712240was,was,FranA.00,st_pct,8%,,,,,
player,201712240was,was,McGeSt01,pos,DE,,,,,
player,201712240was,was,McGeSt01,offense,0,,,,,
player,201712240was,was,McGeSt01,off_pct,0%,,,,,
player,201712240was,was,McGeSt01,defense,22,,,,,
player,201712240was,was,McGeSt01,def_pct,30%,,,,,
player,201712240was,was,McGeSt01,special_teams,0,,,,,
player,201712240was,was,McGeSt01,st_pct,0%,,,,,
player,201712240was,was,RobePe01,pos,LB,,,,,
player,201712240was,was,RobePe01,offense,0,,,,,
player,201712240was,was,RobePe01,off_pct,0%,,,,,
player,201712240was,was,RobePe01,defense,21,,,,,
player,201712240was,was,RobePe01,def_pct,28%,,,,,
player,201712240was,was,RobePe01,special_teams,20,,,,,
player,201712240was,was,RobePe01,st_pct,77%,,,,,
player,201712240was,was,McClTe00,pos,DE,,,,,
player,201712240was,was,McClTe00,offense,0,,,,,
player,201712240was,was,McClTe00,off_pct,0%,,,,,
player,201712240was,was,McClTe00,defense,13,,,,,
player,201712240was,was,McClTe00,def_pct,18%,,,,,
player,201712240was,was,McClTe00,special_teams,0,,,,,
player,201712240was,was,McClTe00,st_pct,0%,,,,,
player,201712240was,was,HoodEv99,pos,NT,,,,,
player,201712240was,was,HoodEv99,offense,0,,,,,
player,201712240was,was,HoodEv99,off_pct,0%,,,,,
player,201712240was,was,HoodEv99,defense,11,,,,,
player,201712240was,was,HoodEv99,def_pct,15%,,,,,
player,201712240was,was,HoodEv99,special_teams,1,,,,,
player,201712240was,was,HoodEv99,st_pct,4%,,,,,
player,201712240was,was,DunbQu00,pos,CB,,,,,
player,201712240was,was,DunbQu00,offense,0,,,,,
player,201712240was,was,DunbQu00,off_pct,0%,,,,,
player,201712240was,was,DunbQu00,defense,10,,,,,
player,201712240was,was,DunbQu00,def_pct,14%,,,,,
player,201712240was,was,DunbQu00,special_teams,16,,,,,
player,201712240was,was,DunbQu00,st_pct,62%,,,,,
player,201712240was,was,MoreFa00,pos,CB,,,,,
player,201712240was,was,MoreFa00,offense,0,,,,,
player,201712240was,was,MoreFa00,off_pct,0%,,,,,
player,201712240was,was,MoreFa00,defense,5,,,,,
player,201712240was,was,MoreFa00,def_pct,7%,,,,,
player,201712240was,was,MoreFa00,special_teams,21,,,,,
player,201712240was,was,MoreFa00,st_pct,81%,,,,,
player,201712240was,was,SmitFi00,pos,FS,,,,,
player,201712240was,was,SmitFi00,offense,0,,,,,
player,201712240was,was,SmitFi00,off_pct,0%,,,,,
player,201712240was,was,SmitFi00,defense,4,,,,,
