game,2017,1,20170910,201709100sfo,car,"Carolina Panthers",23,sfo,"San Francisco 49ers",3
player,201709100sfo,car,McCaCh01,pass_rating,,,,,,
player,201709100sfo,car,McCaCh01,rush_att,13,,,,,
player,201709100sfo,car,McCaCh01,rush_yds,47,,,,,
player,201709100sfo,car,McCaCh01,rush_td,0,,,,,
player,201709100sfo,car,McCaCh01,rush_long,11,,,,,
player,201709100sfo,car,McCaCh01,targets,7,,,,,
player,201709100sfo,car,McCaCh01,rec,5,,,,,
player,201709100sfo,car,McCaCh01,rec_yds,38,,,,,
player,201709100sfo,car,McCaCh01,rec_td,0,,,,,
player,201709100sfo,car,McCaCh01,rec_long,16,,,,,
player,201709100sfo,car,McCaCh01,fumbles,1,,,,,
player,201709100sfo,car,McCaCh01,fumbles_lost,1,,,,,
player,201709100sfo,car,WhitFo00,pass_cmp,0,,,,,
player,201709100sfo,car,WhitFo00,pass_att,0,,,,,
player,201709100sfo,car,WhitFo00,pass_yds,0,,,,,
player,201709100sfo,car,WhitFo00,pass_td,0,,,,,
player,201709100sfo,car,WhitFo00,pass_int,0,,,,,
player,201709100sfo,car,WhitFo00,pass_sacked,0,,,,,
player,201709100sfo,car,WhitFo00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,WhitFo00,pass_long,0,,,,,
player,201709100sfo,car,WhitFo00,pass_rating,,,,,,
player,201709100sfo,car,WhitFo00,rush_att,1,,,,,
player,201709100sfo,car,WhitFo00,rush_yds,1,,,,,
player,201709100sfo,car,WhitFo00,rush_td,0,,,,,
player,201709100sfo,car,WhitFo00,rush_long,1,,,,,
player,201709100sfo,car,WhitFo00,targets,0,,,,,
player,201709100sfo,car,WhitFo00,rec,0,,,,,
player,201709100sfo,car,WhitFo00,rec_yds,0,,,,,
player,201709100sfo,car,WhitFo00,rec_td,0,,,,,
player,201709100sfo,car,WhitFo00,rec_long,0,,,,,
player,201709100sfo,car,WhitFo00,fumbles,0,,,,,
player,201709100sfo,car,WhitFo00,fumbles_lost,0,,,,,
player,201709100sfo,car,ShepRu00,pass_cmp,0,,,,,
player,201709100sfo,car,ShepRu00,pass_att,0,,,,,
player,201709100sfo,car,ShepRu00,pass_yds,0,,,,,
player,201709100sfo,car,ShepRu00,pass_td,0,,,,,
player,201709100sfo,car,ShepRu00,pass_int,0,,,,,
player,201709100sfo,car,ShepRu00,pass_sacked,0,,,,,
player,201709100sfo,car,ShepRu00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,ShepRu00,pass_long,0,,,,,
player,201709100sfo,car,ShepRu00,pass_rating,,,,,,
player,201709100sfo,car,ShepRu00,rush_att,0,,,,,
player,201709100sfo,car,ShepRu00,rush_yds,0,,,,,
player,201709100sfo,car,ShepRu00,rush_td,0,,,,,
player,201709100sfo,car,ShepRu00,rush_long,0,,,,,
player,201709100sfo,car,ShepRu00,targets,2,,,,,
player,201709100sfo,car,ShepRu00,rec,2,,,,,
player,201709100sfo,car,ShepRu00,rec_yds,53,,,,,
player,201709100sfo,car,ShepRu00,rec_td,1,,,,,
player,201709100sfo,car,ShepRu00,rec_long,40,,,,,
player,201709100sfo,car,ShepRu00,fumbles,0,,,,,
player,201709100sfo,car,ShepRu00,fumbles_lost,0,,,,,
player,201709100sfo,car,BenjKe00,pass_cmp,0,,,,,
player,201709100sfo,car,BenjKe00,pass_att,0,,,,,
player,201709100sfo,car,BenjKe00,pass_yds,0,,,,,
player,201709100sfo,car,BenjKe00,pass_td,0,,,,,
player,201709100sfo,car,BenjKe00,pass_int,0,,,,,
player,201709100sfo,car,BenjKe00,pass_sacked,0,,,,,
player,201709100sfo,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,BenjKe00,pass_long,0,,,,,
player,201709100sfo,car,BenjKe00,pass_rating,,,,,,
player,201709100sfo,car,BenjKe00,rush_att,0,,,,,
player,201709100sfo,car,BenjKe00,rush_yds,0,,,,,
player,201709100sfo,car,BenjKe00,rush_td,0,,,,,
player,201709100sfo,car,BenjKe00,rush_long,0,,,,,
player,201709100sfo,car,BenjKe00,targets,5,,,,,
player,201709100sfo,car,BenjKe00,rec,1,,,,,
player,201709100sfo,car,BenjKe00,rec_yds,25,,,,,
player,201709100sfo,car,BenjKe00,rec_td,0,,,,,
player,201709100sfo,car,BenjKe00,rec_long,25,,,,,
player,201709100sfo,car,BenjKe00,fumbles,0,,,,,
player,201709100sfo,car,BenjKe00,fumbles_lost,0,,,,,
player,201709100sfo,car,FuncDe00,pass_cmp,0,,,,,
player,201709100sfo,car,FuncDe00,pass_att,0,,,,,
player,201709100sfo,car,FuncDe00,pass_yds,0,,,,,
player,201709100sfo,car,FuncDe00,pass_td,0,,,,,
player,201709100sfo,car,FuncDe00,pass_int,0,,,,,
player,201709100sfo,car,FuncDe00,pass_sacked,0,,,,,
player,201709100sfo,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,FuncDe00,pass_long,0,,,,,
player,201709100sfo,car,FuncDe00,pass_rating,,,,,,
player,201709100sfo,car,FuncDe00,rush_att,0,,,,,
player,201709100sfo,car,FuncDe00,rush_yds,0,,,,,
player,201709100sfo,car,FuncDe00,rush_td,0,,,,,
player,201709100sfo,car,FuncDe00,rush_long,0,,,,,
player,201709100sfo,car,FuncDe00,targets,2,,,,,
player,201709100sfo,car,FuncDe00,rec,2,,,,,
player,201709100sfo,car,FuncDe00,rec_yds,20,,,,,
player,201709100sfo,car,FuncDe00,rec_td,0,,,,,
player,201709100sfo,car,FuncDe00,rec_long,16,,,,,
player,201709100sfo,car,FuncDe00,fumbles,0,,,,,
player,201709100sfo,car,FuncDe00,fumbles_lost,0,,,,,
player,201709100sfo,car,OlseGr00,pass_cmp,0,,,,,
player,201709100sfo,car,OlseGr00,pass_att,0,,,,,
player,201709100sfo,car,OlseGr00,pass_yds,0,,,,,
player,201709100sfo,car,OlseGr00,pass_td,0,,,,,
player,201709100sfo,car,OlseGr00,pass_int,0,,,,,
player,201709100sfo,car,OlseGr00,pass_sacked,0,,,,,
player,201709100sfo,car,OlseGr00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,OlseGr00,pass_long,0,,,,,
player,201709100sfo,car,OlseGr00,pass_rating,,,,,,
player,201709100sfo,car,OlseGr00,rush_att,0,,,,,
player,201709100sfo,car,OlseGr00,rush_yds,0,,,,,
player,201709100sfo,car,OlseGr00,rush_td,0,,,,,
player,201709100sfo,car,OlseGr00,rush_long,0,,,,,
player,201709100sfo,car,OlseGr00,targets,4,,,,,
player,201709100sfo,car,OlseGr00,rec,2,,,,,
player,201709100sfo,car,OlseGr00,rec_yds,18,,,,,
player,201709100sfo,car,OlseGr00,rec_td,0,,,,,
player,201709100sfo,car,OlseGr00,rec_long,17,,,,,
player,201709100sfo,car,OlseGr00,fumbles,0,,,,,
player,201709100sfo,car,OlseGr00,fumbles_lost,0,,,,,
player,201709100sfo,car,DickEd00,pass_cmp,0,,,,,
player,201709100sfo,car,DickEd00,pass_att,0,,,,,
player,201709100sfo,car,DickEd00,pass_yds,0,,,,,
player,201709100sfo,car,DickEd00,pass_td,0,,,,,
player,201709100sfo,car,DickEd00,pass_int,0,,,,,
player,201709100sfo,car,DickEd00,pass_sacked,0,,,,,
player,201709100sfo,car,DickEd00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,DickEd00,pass_long,0,,,,,
player,201709100sfo,car,DickEd00,pass_rating,,,,,,
player,201709100sfo,car,DickEd00,rush_att,0,,,,,
player,201709100sfo,car,DickEd00,rush_yds,0,,,,,
player,201709100sfo,car,DickEd00,rush_td,0,,,,,
player,201709100sfo,car,DickEd00,rush_long,0,,,,,
player,201709100sfo,car,DickEd00,targets,1,,,,,
player,201709100sfo,car,DickEd00,rec,0,,,,,
player,201709100sfo,car,DickEd00,rec_yds,0,,,,,
player,201709100sfo,car,DickEd00,rec_td,0,,,,,
player,201709100sfo,car,DickEd00,rec_long,0,,,,,
player,201709100sfo,car,DickEd00,fumbles,0,,,,,
player,201709100sfo,car,DickEd00,fumbles_lost,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_cmp,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_att,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_yds,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_td,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_int,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_sacked,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_sacked_yds,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_long,0,,,,,
player,201709100sfo,car,ByrdDa00,pass_rating,,,,,,
player,201709100sfo,car,ByrdDa00,rush_att,0,,,,,
player,201709100sfo,car,ByrdDa00,rush_yds,0,,,,,
player,201709100sfo,car,ByrdDa00,rush_td,0,,,,,
player,201709100sfo,car,ByrdDa00,rush_long,0,,,,,
player,201709100sfo,car,ByrdDa00,targets,1,,,,,
player,201709100sfo,car,ByrdDa00,rec,0,,,,,
player,201709100sfo,car,ByrdDa00,rec_yds,0,,,,,
player,201709100sfo,car,ByrdDa00,rec_td,0,,,,,
player,201709100sfo,car,ByrdDa00,rec_long,0,,,,,
player,201709100sfo,car,ByrdDa00,fumbles,0,,,,,
player,201709100sfo,car,ByrdDa00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_cmp,24,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_att,35,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_yds,193,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_td,0,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_int,1,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_sacked,4,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_sacked_yds,27,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_long,22,,,,,
player,201709100sfo,sfo,HoyeBr00,pass_rating,70.3,,,,,
player,201709100sfo,sfo,HoyeBr00,rush_att,1,,,,,
player,201709100sfo,sfo,HoyeBr00,rush_yds,-5,,,,,
player,201709100sfo,sfo,HoyeBr00,rush_td,0,,,,,
player,201709100sfo,sfo,HoyeBr00,rush_long,-5,,,,,
player,201709100sfo,sfo,HoyeBr00,targets,0,,,,,
player,201709100sfo,sfo,HoyeBr00,rec,0,,,,,
player,201709100sfo,sfo,HoyeBr00,rec_yds,0,,,,,
player,201709100sfo,sfo,HoyeBr00,rec_td,0,,,,,
player,201709100sfo,sfo,HoyeBr00,rec_long,0,,,,,
player,201709100sfo,sfo,HoyeBr00,fumbles,1,,,,,
player,201709100sfo,sfo,HoyeBr00,fumbles_lost,1,,,,,
player,201709100sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201709100sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201709100sfo,sfo,HydeCa00,rush_att,9,,,,,
player,201709100sfo,sfo,HydeCa00,rush_yds,45,,,,,
player,201709100sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201709100sfo,sfo,HydeCa00,rush_long,18,,,,,
player,201709100sfo,sfo,HydeCa00,targets,6,,,,,
player,201709100sfo,sfo,HydeCa00,rec,6,,,,,
player,201709100sfo,sfo,HydeCa00,rec_yds,32,,,,,
player,201709100sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201709100sfo,sfo,HydeCa00,rec_long,10,,,,,
player,201709100sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201709100sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201709100sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201709100sfo,sfo,BreiMa00,rush_att,4,,,,,
player,201709100sfo,sfo,BreiMa00,rush_yds,11,,,,,
player,201709100sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201709100sfo,sfo,BreiMa00,rush_long,5,,,,,
player,201709100sfo,sfo,BreiMa00,targets,0,,,,,
player,201709100sfo,sfo,BreiMa00,rec,0,,,,,
player,201709100sfo,sfo,BreiMa00,rec_yds,0,,,,,
player,201709100sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201709100sfo,sfo,BreiMa00,rec_long,0,,,,,
player,201709100sfo,sfo,BreiMa00,fumbles,0,,,,,
player,201709100sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_cmp,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_att,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_yds,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_td,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_int,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_sacked,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_long,0,,,,,
player,201709100sfo,sfo,GarcPi00,pass_rating,,,,,,
player,201709100sfo,sfo,GarcPi00,rush_att,0,,,,,
player,201709100sfo,sfo,GarcPi00,rush_yds,0,,,,,
player,201709100sfo,sfo,GarcPi00,rush_td,0,,,,,
player,201709100sfo,sfo,GarcPi00,rush_long,0,,,,,
player,201709100sfo,sfo,GarcPi00,targets,10,,,,,
player,201709100sfo,sfo,GarcPi00,rec,6,,,,,
player,201709100sfo,sfo,GarcPi00,rec_yds,81,,,,,
player,201709100sfo,sfo,GarcPi00,rec_td,0,,,,,
player,201709100sfo,sfo,GarcPi00,rec_long,22,,,,,
player,201709100sfo,sfo,GarcPi00,fumbles,0,,,,,
player,201709100sfo,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_att,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_td,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_int,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_long,0,,,,,
player,201709100sfo,sfo,KittGe00,pass_rating,,,,,,
player,201709100sfo,sfo,KittGe00,rush_att,0,,,,,
player,201709100sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201709100sfo,sfo,KittGe00,rush_td,0,,,,,
player,201709100sfo,sfo,KittGe00,rush_long,0,,,,,
player,201709100sfo,sfo,KittGe00,targets,6,,,,,
player,201709100sfo,sfo,KittGe00,rec,5,,,,,
player,201709100sfo,sfo,KittGe00,rec_yds,27,,,,,
player,201709100sfo,sfo,KittGe00,rec_td,0,,,,,
player,201709100sfo,sfo,KittGe00,rec_long,13,,,,,
player,201709100sfo,sfo,KittGe00,fumbles,0,,,,,
player,201709100sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201709100sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201709100sfo,sfo,GoodMa00,rush_att,0,,,,,
player,201709100sfo,sfo,GoodMa00,rush_yds,0,,,,,
player,201709100sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201709100sfo,sfo,GoodMa00,rush_long,0,,,,,
player,201709100sfo,sfo,GoodMa00,targets,6,,,,,
player,201709100sfo,sfo,GoodMa00,rec,3,,,,,
player,201709100sfo,sfo,GoodMa00,rec_yds,21,,,,,
player,201709100sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201709100sfo,sfo,GoodMa00,rec_long,14,,,,,
player,201709100sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201709100sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201709100sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201709100sfo,sfo,JuszKy00,rush_att,1,,,,,
player,201709100sfo,sfo,JuszKy00,rush_yds,0,,,,,
player,201709100sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201709100sfo,sfo,JuszKy00,rush_long,0,,,,,
player,201709100sfo,sfo,JuszKy00,targets,4,,,,,
player,201709100sfo,sfo,JuszKy00,rec,2,,,,,
player,201709100sfo,sfo,JuszKy00,rec_yds,17,,,,,
player,201709100sfo,sfo,JuszKy00,rec_td,0,,,,,
player,201709100sfo,sfo,JuszKy00,rec_long,12,,,,,
player,201709100sfo,sfo,JuszKy00,fumbles,0,,,,,
player,201709100sfo,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_cmp,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_att,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_yds,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_td,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_int,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_sacked,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_long,0,,,,,
player,201709100sfo,sfo,TaylTr02,pass_rating,,,,,,
player,201709100sfo,sfo,TaylTr02,rush_att,0,,,,,
player,201709100sfo,sfo,TaylTr02,rush_yds,0,,,,,
player,201709100sfo,sfo,TaylTr02,rush_td,0,,,,,
player,201709100sfo,sfo,TaylTr02,rush_long,0,,,,,
player,201709100sfo,sfo,TaylTr02,targets,1,,,,,
player,201709100sfo,sfo,TaylTr02,rec,1,,,,,
player,201709100sfo,sfo,TaylTr02,rec_yds,8,,,,,
player,201709100sfo,sfo,TaylTr02,rec_td,0,,,,,
player,201709100sfo,sfo,TaylTr02,rec_long,8,,,,,
player,201709100sfo,sfo,TaylTr02,fumbles,0,,,,,
player,201709100sfo,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_cmp,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_att,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_yds,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_td,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_int,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_sacked,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_sacked_yds,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_long,0,,,,,
player,201709100sfo,sfo,RobiAl00,pass_rating,,,,,,
player,201709100sfo,sfo,RobiAl00,rush_att,0,,,,,
player,201709100sfo,sfo,RobiAl00,rush_yds,0,,,,,
player,201709100sfo,sfo,RobiAl00,rush_td,0,,,,,
player,201709100sfo,sfo,RobiAl00,rush_long,0,,,,,
player,201709100sfo,sfo,RobiAl00,targets,2,,,,,
player,201709100sfo,sfo,RobiAl00,rec,1,,,,,
player,201709100sfo,sfo,RobiAl00,rec_yds,7,,,,,
player,201709100sfo,sfo,RobiAl00,rec_td,0,,,,,
player,201709100sfo,sfo,RobiAl00,rec_long,7,,,,,
player,201709100sfo,sfo,RobiAl00,fumbles,0,,,,,
player,201709100sfo,sfo,RobiAl00,fumbles_lost,0,,,,,
player,201709100sfo,car,KuecLu00,def_int,1,,,,,
player,201709100sfo,car,KuecLu00,def_int_yds,23,,,,,
player,201709100sfo,car,KuecLu00,def_int_td,0,,,,,
player,201709100sfo,car,KuecLu00,def_int_long,23,,,,,
player,201709100sfo,car,KuecLu00,pass_defended,1,,,,,
player,201709100sfo,car,KuecLu00,sacks,0.0,,,,,
player,201709100sfo,car,KuecLu00,tackles_combined,7,,,,,
player,201709100sfo,car,KuecLu00,tackles_solo,5,,,,,
player,201709100sfo,car,KuecLu00,tackles_assists,2,,,,,
player,201709100sfo,car,KuecLu00,tackles_loss,0,,,,,
player,201709100sfo,car,KuecLu00,qb_hits,0,,,,,
player,201709100sfo,car,KuecLu00,fumbles_rec,0,,,,,
player,201709100sfo,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201709100sfo,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201709100sfo,car,KuecLu00,fumbles_forced,0,,,,,
player,201709100sfo,car,DaviTh20,def_int,0,,,,,
player,201709100sfo,car,DaviTh20,def_int_yds,0,,,,,
player,201709100sfo,car,DaviTh20,def_int_td,0,,,,,
player,201709100sfo,car,DaviTh20,def_int_long,0,,,,,
player,201709100sfo,car,DaviTh20,pass_defended,0,,,,,
player,201709100sfo,car,DaviTh20,sacks,1.0,,,,,
player,201709100sfo,car,DaviTh20,tackles_combined,7,,,,,
player,201709100sfo,car,DaviTh20,tackles_solo,7,,,,,
player,201709100sfo,car,DaviTh20,tackles_assists,0,,,,,
player,201709100sfo,car,DaviTh20,tackles_loss,1,,,,,
player,201709100sfo,car,DaviTh20,qb_hits,1,,,,,
player,201709100sfo,car,DaviTh20,fumbles_rec,0,,,,,
player,201709100sfo,car,DaviTh20,fumbles_rec_yds,0,,,,,
player,201709100sfo,car,DaviTh20,fumbles_rec_td,0,,,,,
player,201709100sfo,car,DaviTh20,fumbles_forced,0,,,,,
player,201709100sfo,car,HortWe00,def_int,0,,,,,
player,201709100sfo,car,HortWe00,def_int_yds,0,,,,,
player,201709100sfo,car,HortWe00,def_int_td,0,,,,,
player,201709100sfo,car,HortWe00,def_int_long,0,,,,,
player,201709100sfo,car,HortWe00,pass_defended,0,,,,,
player,201709100sfo,car,HortWe00,sacks,1.0,,,,,
player,201709100sfo,car,HortWe00,tackles_combined,2,,,,,
