game,2017,9,20171105,201711050phi,den,"Denver Broncos",23,phi,"Philadelphia Eagles",51
player,201711050phi,phi,GrahBr99,st_pct,14%,,,,,
player,201711050phi,phi,CoxxFl00,pos,DT,,,,,
player,201711050phi,phi,CoxxFl00,offense,0,,,,,
player,201711050phi,phi,CoxxFl00,off_pct,0%,,,,,
player,201711050phi,phi,CoxxFl00,defense,40,,,,,
player,201711050phi,phi,CoxxFl00,def_pct,62%,,,,,
player,201711050phi,phi,CoxxFl00,special_teams,0,,,,,
player,201711050phi,phi,CoxxFl00,st_pct,0%,,,,,
player,201711050phi,phi,DougRa00,pos,CB,,,,,
player,201711050phi,phi,DougRa00,offense,0,,,,,
player,201711050phi,phi,DougRa00,off_pct,0%,,,,,
player,201711050phi,phi,DougRa00,defense,38,,,,,
player,201711050phi,phi,DougRa00,def_pct,58%,,,,,
player,201711050phi,phi,DougRa00,special_teams,7,,,,,
player,201711050phi,phi,DougRa00,st_pct,19%,,,,,
player,201711050phi,phi,LongCh99,pos,DE,,,,,
player,201711050phi,phi,LongCh99,offense,0,,,,,
player,201711050phi,phi,LongCh99,off_pct,0%,,,,,
player,201711050phi,phi,LongCh99,defense,36,,,,,
player,201711050phi,phi,LongCh99,def_pct,55%,,,,,
player,201711050phi,phi,LongCh99,special_teams,5,,,,,
player,201711050phi,phi,LongCh99,st_pct,14%,,,,,
player,201711050phi,phi,CurrVi00,pos,DE,,,,,
player,201711050phi,phi,CurrVi00,offense,0,,,,,
player,201711050phi,phi,CurrVi00,off_pct,0%,,,,,
player,201711050phi,phi,CurrVi00,defense,34,,,,,
player,201711050phi,phi,CurrVi00,def_pct,52%,,,,,
player,201711050phi,phi,CurrVi00,special_teams,5,,,,,
player,201711050phi,phi,CurrVi00,st_pct,14%,,,,,
player,201711050phi,phi,AlleBe00,pos,DT,,,,,
player,201711050phi,phi,AlleBe00,offense,0,,,,,
player,201711050phi,phi,AlleBe00,off_pct,0%,,,,,
player,201711050phi,phi,AlleBe00,defense,30,,,,,
player,201711050phi,phi,AlleBe00,def_pct,46%,,,,,
player,201711050phi,phi,AlleBe00,special_teams,13,,,,,
player,201711050phi,phi,AlleBe00,st_pct,36%,,,,,
player,201711050phi,phi,BarnDe01,pos,DE,,,,,
player,201711050phi,phi,BarnDe01,offense,0,,,,,
player,201711050phi,phi,BarnDe01,off_pct,0%,,,,,
player,201711050phi,phi,BarnDe01,defense,30,,,,,
player,201711050phi,phi,BarnDe01,def_pct,46%,,,,,
player,201711050phi,phi,BarnDe01,special_teams,6,,,,,
player,201711050phi,phi,BarnDe01,st_pct,17%,,,,,
player,201711050phi,phi,VaeaDe01,pos,DT,,,,,
player,201711050phi,phi,VaeaDe01,offense,0,,,,,
player,201711050phi,phi,VaeaDe01,off_pct,0%,,,,,
player,201711050phi,phi,VaeaDe01,defense,29,,,,,
player,201711050phi,phi,VaeaDe01,def_pct,45%,,,,,
player,201711050phi,phi,VaeaDe01,special_teams,2,,,,,
player,201711050phi,phi,VaeaDe01,st_pct,6%,,,,,
player,201711050phi,phi,JernTi00,pos,DT,,,,,
player,201711050phi,phi,JernTi00,offense,0,,,,,
player,201711050phi,phi,JernTi00,off_pct,0%,,,,,
player,201711050phi,phi,JernTi00,defense,20,,,,,
player,201711050phi,phi,JernTi00,def_pct,31%,,,,,
player,201711050phi,phi,JernTi00,special_teams,3,,,,,
player,201711050phi,phi,JernTi00,st_pct,8%,,,,,
player,201711050phi,phi,GrahCo99,pos,FS,,,,,
player,201711050phi,phi,GrahCo99,offense,0,,,,,
player,201711050phi,phi,GrahCo99,off_pct,0%,,,,,
player,201711050phi,phi,GrahCo99,defense,18,,,,,
player,201711050phi,phi,GrahCo99,def_pct,28%,,,,,
player,201711050phi,phi,GrahCo99,special_teams,11,,,,,
player,201711050phi,phi,GrahCo99,st_pct,31%,,,,,
player,201711050phi,phi,WalkJo01,pos,LB,,,,,
player,201711050phi,phi,WalkJo01,offense,0,,,,,
player,201711050phi,phi,WalkJo01,off_pct,0%,,,,,
player,201711050phi,phi,WalkJo01,defense,14,,,,,
player,201711050phi,phi,WalkJo01,def_pct,22%,,,,,
player,201711050phi,phi,WalkJo01,special_teams,16,,,,,
player,201711050phi,phi,WalkJo01,st_pct,44%,,,,,
player,201711050phi,phi,GoodNa00,pos,LB,,,,,
player,201711050phi,phi,GoodNa00,offense,0,,,,,
player,201711050phi,phi,GoodNa00,off_pct,0%,,,,,
player,201711050phi,phi,GoodNa00,defense,13,,,,,
player,201711050phi,phi,GoodNa00,def_pct,20%,,,,,
player,201711050phi,phi,GoodNa00,special_teams,23,,,,,
player,201711050phi,phi,GoodNa00,st_pct,64%,,,,,
player,201711050phi,phi,WatkJa01,pos,SS,,,,,
player,201711050phi,phi,WatkJa01,offense,0,,,,,
player,201711050phi,phi,WatkJa01,off_pct,0%,,,,,
player,201711050phi,phi,WatkJa01,defense,13,,,,,
player,201711050phi,phi,WatkJa01,def_pct,20%,,,,,
player,201711050phi,phi,WatkJa01,special_teams,14,,,,,
player,201711050phi,phi,WatkJa01,st_pct,39%,,,,,
player,201711050phi,phi,GrugKa00,pos,LB,,,,,
player,201711050phi,phi,GrugKa00,offense,0,,,,,
player,201711050phi,phi,GrugKa00,off_pct,0%,,,,,
player,201711050phi,phi,GrugKa00,defense,10,,,,,
player,201711050phi,phi,GrugKa00,def_pct,15%,,,,,
player,201711050phi,phi,GrugKa00,special_teams,28,,,,,
player,201711050phi,phi,GrugKa00,st_pct,78%,,,,,
player,201711050phi,phi,McDoDe00,pos,CB,,,,,
player,201711050phi,phi,McDoDe00,offense,0,,,,,
player,201711050phi,phi,McDoDe00,off_pct,0%,,,,,
player,201711050phi,phi,McDoDe00,defense,10,,,,,
player,201711050phi,phi,McDoDe00,def_pct,15%,,,,,
player,201711050phi,phi,McDoDe00,special_teams,13,,,,,
player,201711050phi,phi,McDoDe00,st_pct,36%,,,,,
player,201711050phi,phi,GerrNa00,pos,LB,,,,,
player,201711050phi,phi,GerrNa00,offense,0,,,,,
player,201711050phi,phi,GerrNa00,off_pct,0%,,,,,
player,201711050phi,phi,GerrNa00,defense,0,,,,,
player,201711050phi,phi,GerrNa00,def_pct,0%,,,,,
player,201711050phi,phi,GerrNa00,special_teams,21,,,,,
player,201711050phi,phi,GerrNa00,st_pct,58%,,,,,
player,201711050phi,phi,ElliJa03,pos,K,,,,,
player,201711050phi,phi,ElliJa03,offense,0,,,,,
player,201711050phi,phi,ElliJa03,off_pct,0%,,,,,
player,201711050phi,phi,ElliJa03,defense,0,,,,,
player,201711050phi,phi,ElliJa03,def_pct,0%,,,,,
player,201711050phi,phi,ElliJa03,special_teams,17,,,,,
player,201711050phi,phi,ElliJa03,st_pct,47%,,,,,
player,201711050phi,phi,LovaRi00,pos,LS,,,,,
player,201711050phi,phi,LovaRi00,offense,0,,,,,
player,201711050phi,phi,LovaRi00,off_pct,0%,,,,,
player,201711050phi,phi,LovaRi00,defense,0,,,,,
player,201711050phi,phi,LovaRi00,def_pct,0%,,,,,
player,201711050phi,phi,LovaRi00,special_teams,10,,,,,
player,201711050phi,phi,LovaRi00,st_pct,28%,,,,,
player,201711050phi,phi,JoneDo21,pos,P,,,,,
player,201711050phi,phi,JoneDo21,offense,0,,,,,
player,201711050phi,phi,JoneDo21,off_pct,0%,,,,,
player,201711050phi,phi,JoneDo21,defense,0,,,,,
player,201711050phi,phi,JoneDo21,def_pct,0%,,,,,
player,201711050phi,phi,JoneDo21,special_teams,10,,,,,
player,201711050phi,phi,JoneDo21,st_pct,28%,,,,,
player,201711050phi,den,ParaMa00,pos,C,,,,,
player,201711050phi,den,ParaMa00,offense,65,,,,,
player,201711050phi,den,ParaMa00,off_pct,100%,,,,,
player,201711050phi,den,ParaMa00,defense,0,,,,,
player,201711050phi,den,ParaMa00,def_pct,0%,,,,,
player,201711050phi,den,ParaMa00,special_teams,5,,,,,
player,201711050phi,den,ParaMa00,st_pct,14%,,,,,
player,201711050phi,den,BollGa00,pos,T,,,,,
player,201711050phi,den,BollGa00,offense,65,,,,,
player,201711050phi,den,BollGa00,off_pct,100%,,,,,
player,201711050phi,den,BollGa00,defense,0,,,,,
player,201711050phi,den,BollGa00,def_pct,0%,,,,,
player,201711050phi,den,BollGa00,special_teams,5,,,,,
player,201711050phi,den,BollGa00,st_pct,14%,,,,,
player,201711050phi,den,OsweBr00,pos,QB,,,,,
player,201711050phi,den,OsweBr00,offense,65,,,,,
player,201711050phi,den,OsweBr00,off_pct,100%,,,,,
player,201711050phi,den,OsweBr00,defense,0,,,,,
player,201711050phi,den,OsweBr00,def_pct,0%,,,,,
player,201711050phi,den,OsweBr00,special_teams,0,,,,,
player,201711050phi,den,OsweBr00,st_pct,0%,,,,,
player,201711050phi,den,LearRo00,pos,G,,,,,
player,201711050phi,den,LearRo00,offense,65,,,,,
player,201711050phi,den,LearRo00,off_pct,100%,,,,,
player,201711050phi,den,LearRo00,defense,0,,,,,
player,201711050phi,den,LearRo00,def_pct,0%,,,,,
player,201711050phi,den,LearRo00,special_teams,0,,,,,
player,201711050phi,den,LearRo00,st_pct,0%,,,,,
player,201711050phi,den,WatsMe00,pos,T,,,,,
player,201711050phi,den,WatsMe00,offense,60,,,,,
player,201711050phi,den,WatsMe00,off_pct,92%,,,,,
player,201711050phi,den,WatsMe00,defense,0,,,,,
player,201711050phi,den,WatsMe00,def_pct,0%,,,,,
player,201711050phi,den,WatsMe00,special_teams,5,,,,,
player,201711050phi,den,WatsMe00,st_pct,14%,,,,,
player,201711050phi,den,ThomDe03,pos,WR,,,,,
player,201711050phi,den,ThomDe03,offense,54,,,,,
player,201711050phi,den,ThomDe03,off_pct,83%,,,,,
player,201711050phi,den,ThomDe03,defense,0,,,,,
player,201711050phi,den,ThomDe03,def_pct,0%,,,,,
player,201711050phi,den,ThomDe03,special_teams,0,,,,,
player,201711050phi,den,ThomDe03,st_pct,0%,,,,,
player,201711050phi,den,LatiCo00,pos,WR,,,,,
player,201711050phi,den,LatiCo00,offense,49,,,,,
player,201711050phi,den,LatiCo00,off_pct,75%,,,,,
player,201711050phi,den,LatiCo00,defense,0,,,,,
player,201711050phi,den,LatiCo00,def_pct,0%,,,,,
player,201711050phi,den,LatiCo00,special_teams,9,,,,,
player,201711050phi,den,LatiCo00,st_pct,25%,,,,,
player,201711050phi,den,GarcMa00,pos,G,,,,,
player,201711050phi,den,GarcMa00,offense,40,,,,,
player,201711050phi,den,GarcMa00,off_pct,62%,,,,,
player,201711050phi,den,GarcMa00,defense,0,,,,,
player,201711050phi,den,GarcMa00,def_pct,0%,,,,,
player,201711050phi,den,GarcMa00,special_teams,5,,,,,
player,201711050phi,den,GarcMa00,st_pct,14%,,,,,
player,201711050phi,den,DerbA.00,pos,TE,,,,,
player,201711050phi,den,DerbA.00,offense,33,,,,,
player,201711050phi,den,DerbA.00,off_pct,51%,,,,,
player,201711050phi,den,DerbA.00,defense,0,,,,,
player,201711050phi,den,DerbA.00,def_pct,0%,,,,,
player,201711050phi,den,DerbA.00,special_teams,9,,,,,
player,201711050phi,den,DerbA.00,st_pct,25%,,,,,
player,201711050phi,den,BarbAl20,pos,G,,,,,
player,201711050phi,den,BarbAl20,offense,31,,,,,
player,201711050phi,den,BarbAl20,off_pct,48%,,,,,
player,201711050phi,den,BarbAl20,defense,0,,,,,
player,201711050phi,den,BarbAl20,def_pct,0%,,,,,
player,201711050phi,den,BarbAl20,special_teams,5,,,,,
player,201711050phi,den,BarbAl20,st_pct,14%,,,,,
player,201711050phi,den,SandEm00,pos,WR,,,,,
player,201711050phi,den,SandEm00,offense,29,,,,,
player,201711050phi,den,SandEm00,off_pct,45%,,,,,
player,201711050phi,den,SandEm00,defense,0,,,,,
player,201711050phi,den,SandEm00,def_pct,0%,,,,,
player,201711050phi,den,SandEm00,special_teams,0,,,,,
player,201711050phi,den,SandEm00,st_pct,0%,,,,,
player,201711050phi,den,FowlBe00,pos,WR,,,,,
player,201711050phi,den,FowlBe00,offense,25,,,,,
player,201711050phi,den,FowlBe00,off_pct,38%,,,,,
player,201711050phi,den,FowlBe00,defense,0,,,,,
player,201711050phi,den,FowlBe00,def_pct,0%,,,,,
player,201711050phi,den,FowlBe00,special_teams,23,,,,,
player,201711050phi,den,FowlBe00,st_pct,64%,,,,,
player,201711050phi,den,HeueJe00,pos,TE,,,,,
player,201711050phi,den,HeueJe00,offense,25,,,,,
player,201711050phi,den,HeueJe00,off_pct,38%,,,,,
player,201711050phi,den,HeueJe00,defense,0,,,,,
player,201711050phi,den,HeueJe00,def_pct,0%,,,,,
player,201711050phi,den,HeueJe00,special_teams,0,,,,,
player,201711050phi,den,HeueJe00,st_pct,0%,,,,,
player,201711050phi,den,AndeC.00,pos,RB,,,,,
player,201711050phi,den,AndeC.00,offense,23,,,,,
player,201711050phi,den,AndeC.00,off_pct,35%,,,,,
player,201711050phi,den,AndeC.00,defense,0,,,,,
player,201711050phi,den,AndeC.00,def_pct,0%,,,,,
player,201711050phi,den,AndeC.00,special_teams,0,,,,,
player,201711050phi,den,AndeC.00,st_pct,0%,,,,,
player,201711050phi,den,BookDe00,pos,RB,,,,,
player,201711050phi,den,BookDe00,offense,22,,,,,
player,201711050phi,den,BookDe00,off_pct,34%,,,,,
player,201711050phi,den,BookDe00,defense,0,,,,,
player,201711050phi,den,BookDe00,def_pct,0%,,,,,
player,201711050phi,den,BookDe00,special_teams,17,,,,,
player,201711050phi,den,BookDe00,st_pct,47%,,,,,
player,201711050phi,den,GreeVi00,pos,TE,,,,,
player,201711050phi,den,GreeVi00,offense,21,,,,,
player,201711050phi,den,GreeVi00,off_pct,32%,,,,,
player,201711050phi,den,GreeVi00,defense,0,,,,,
player,201711050phi,den,GreeVi00,def_pct,0%,,,,,
player,201711050phi,den,GreeVi00,special_teams,9,,,,,
player,201711050phi,den,GreeVi00,st_pct,25%,,,,,
player,201711050phi,den,CharJa00,pos,RB,,,,,
player,201711050phi,den,CharJa00,offense,20,,,,,
player,201711050phi,den,CharJa00,off_pct,31%,,,,,
player,201711050phi,den,CharJa00,defense,0,,,,,
player,201711050phi,den,CharJa00,def_pct,0%,,,,,
player,201711050phi,den,CharJa00,special_teams,0,,,,,
player,201711050phi,den,CharJa00,st_pct,0%,,,,,
player,201711050phi,den,McKeIs00,pos,WR,,,,,
player,201711050phi,den,McKeIs00,offense,14,,,,,
player,201711050phi,den,McKeIs00,off_pct,22%,,,,,
player,201711050phi,den,McKeIs00,defense,0,,,,,
player,201711050phi,den,McKeIs00,def_pct,0%,,,,,
player,201711050phi,den,McKeIs00,special_teams,5,,,,,
player,201711050phi,den,McKeIs00,st_pct,14%,,,,,
player,201711050phi,den,JanoAn00,pos,FB,,,,,
player,201711050phi,den,JanoAn00,offense,9,,,,,
player,201711050phi,den,JanoAn00,off_pct,14%,,,,,
player,201711050phi,den,JanoAn00,defense,0,,,,,
player,201711050phi,den,JanoAn00,def_pct,0%,,,,,
player,201711050phi,den,JanoAn00,special_teams,23,,,,,
player,201711050phi,den,JanoAn00,st_pct,64%,,,,,
player,201711050phi,den,MarsBr01,pos,LB,,,,,
player,201711050phi,den,MarsBr01,offense,0,,,,,
player,201711050phi,den,MarsBr01,off_pct,0%,,,,,
player,201711050phi,den,MarsBr01,defense,69,,,,,
player,201711050phi,den,MarsBr01,def_pct,100%,,,,,
player,201711050phi,den,MarsBr01,special_teams,0,,,,,
player,201711050phi,den,MarsBr01,st_pct,0%,,,,,
player,201711050phi,den,SimmJu00,pos,SS,,,,,
player,201711050phi,den,SimmJu00,offense,0,,,,,
player,201711050phi,den,SimmJu00,off_pct,0%,,,,,
player,201711050phi,den,SimmJu00,defense,66,,,,,
player,201711050phi,den,SimmJu00,def_pct,96%,,,,,
player,201711050phi,den,SimmJu00,special_teams,15,,,,,
player,201711050phi,den,SimmJu00,st_pct,42%,,,,,
player,201711050phi,den,TaliAq99,pos,CB,,,,,
player,201711050phi,den,TaliAq99,offense,0,,,,,
player,201711050phi,den,TaliAq99,off_pct,0%,,,,,
player,201711050phi,den,TaliAq99,defense,62,,,,,
player,201711050phi,den,TaliAq99,def_pct,90%,,,,,
player,201711050phi,den,TaliAq99,special_teams,4,,,,,
player,201711050phi,den,TaliAq99,st_pct,11%,,,,,
player,201711050phi,den,StewDa00,pos,FS,,,,,
player,201711050phi,den,StewDa00,offense,0,,,,,
player,201711050phi,den,StewDa00,off_pct,0%,,,,,
player,201711050phi,den,StewDa00,defense,62,,,,,
player,201711050phi,den,StewDa00,def_pct,90%,,,,,
player,201711050phi,den,StewDa00,special_teams,0,,,,,
player,201711050phi,den,StewDa00,st_pct,0%,,,,,
player,201711050phi,den,HarrCh01,pos,CB,,,,,
player,201711050phi,den,HarrCh01,offense,0,,,,,
player,201711050phi,den,HarrCh01,off_pct,0%,,,,,
player,201711050phi,den,HarrCh01,defense,59,,,,,
player,201711050phi,den,HarrCh01,def_pct,86%,,,,,
player,201711050phi,den,HarrCh01,special_teams,0,,,,,
player,201711050phi,den,HarrCh01,st_pct,0%,,,,,
player,201711050phi,den,RayxSh00,pos,LB,,,,,
player,201711050phi,den,RayxSh00,offense,0,,,,,
player,201711050phi,den,RayxSh00,off_pct,0%,,,,,
player,201711050phi,den,RayxSh00,defense,55,,,,,
player,201711050phi,den,RayxSh00,def_pct,80%,,,,,
player,201711050phi,den,RayxSh00,special_teams,0,,,,,
player,201711050phi,den,RayxSh00,st_pct,0%,,,,,
player,201711050phi,den,WolfDe00,pos,DE,,,,,
player,201711050phi,den,WolfDe00,offense,0,,,,,
player,201711050phi,den,WolfDe00,off_pct,0%,,,,,
player,201711050phi,den,WolfDe00,defense,54,,,,,
player,201711050phi,den,WolfDe00,def_pct,78%,,,,,
player,201711050phi,den,WolfDe00,special_teams,8,,,,,
player,201711050phi,den,WolfDe00,st_pct,22%,,,,,
player,201711050phi,den,MillVo00,pos,LB,,,,,
player,201711050phi,den,MillVo00,offense,0,,,,,
player,201711050phi,den,MillVo00,off_pct,0%,,,,,
player,201711050phi,den,MillVo00,defense,50,,,,,
player,201711050phi,den,MillVo00,def_pct,72%,,,,,
player,201711050phi,den,MillVo00,special_teams,0,,,,,
player,201711050phi,den,MillVo00,st_pct,0%,,,,,
player,201711050phi,den,RobyBr00,pos,CB,,,,,
player,201711050phi,den,RobyBr00,offense,0,,,,,
player,201711050phi,den,RobyBr00,off_pct,0%,,,,,
player,201711050phi,den,RobyBr00,defense,49,,,,,
player,201711050phi,den,RobyBr00,def_pct,71%,,,,,
player,201711050phi,den,RobyBr00,special_teams,10,,,,,
player,201711050phi,den,RobyBr00,st_pct,28%,,,,,
player,201711050phi,den,PekoDo20,pos,NT,,,,,
player,201711050phi,den,PekoDo20,offense,0,,,,,
player,201711050phi,den,PekoDo20,off_pct,0%,,,,,
player,201711050phi,den,PekoDo20,defense,43,,,,,
player,201711050phi,den,PekoDo20,def_pct,62%,,,,,
player,201711050phi,den,PekoDo20,special_teams,0,,,,,
player,201711050phi,den,PekoDo20,st_pct,0%,,,,,
player,201711050phi,den,ParkWi01,pos,FS,,,,,
player,201711050phi,den,ParkWi01,offense,0,,,,,
player,201711050phi,den,ParkWi01,off_pct,0%,,,,,
player,201711050phi,den,ParkWi01,defense,38,,,,,
player,201711050phi,den,ParkWi01,def_pct,55%,,,,,
player,201711050phi,den,ParkWi01,special_teams,31,,,,,
player,201711050phi,den,ParkWi01,st_pct,86%,,,,,
player,201711050phi,den,GotsAd00,pos,DE,,,,,
player,201711050phi,den,GotsAd00,offense,0,,,,,
player,201711050phi,den,GotsAd00,off_pct,0%,,,,,
player,201711050phi,den,GotsAd00,defense,36,,,,,
player,201711050phi,den,GotsAd00,def_pct,52%,,,,,
player,201711050phi,den,GotsAd00,special_teams,13,,,,,
player,201711050phi,den,GotsAd00,st_pct,36%,,,,,
player,201711050phi,den,AndeZa01,pos,LB,,,,,
player,201711050phi,den,AndeZa01,offense,0,,,,,
player,201711050phi,den,AndeZa01,off_pct,0%,,,,,
player,201711050phi,den,AndeZa01,defense,31,,,,,
player,201711050phi,den,AndeZa01,def_pct,45%,,,,,
player,201711050phi,den,AndeZa01,special_teams,15,,,,,
player,201711050phi,den,AndeZa01,st_pct,42%,,,,,
player,201711050phi,den,BarrSh00,pos,LB,,,,,
player,201711050phi,den,BarrSh00,offense,0,,,,,
player,201711050phi,den,BarrSh00,off_pct,0%,,,,,
player,201711050phi,den,BarrSh00,defense,30,,,,,
player,201711050phi,den,BarrSh00,def_pct,43%,,,,,
player,201711050phi,den,BarrSh00,special_teams,14,,,,,
player,201711050phi,den,BarrSh00,st_pct,39%,,,,,
player,201711050phi,den,HarrSh00,pos,DE,,,,,
player,201711050phi,den,HarrSh00,offense,0,,,,,
player,201711050phi,den,HarrSh00,off_pct,0%,,,,,
player,201711050phi,den,HarrSh00,defense,30,,,,,
player,201711050phi,den,HarrSh00,def_pct,43%,,,,,
player,201711050phi,den,HarrSh00,special_teams,8,,,,,
player,201711050phi,den,HarrSh00,st_pct,22%,,,,,
player,201711050phi,den,KerrZa00,pos,DE,,,,,
player,201711050phi,den,KerrZa00,offense,0,,,,,
player,201711050phi,den,KerrZa00,off_pct,0%,,,,,
player,201711050phi,den,KerrZa00,defense,11,,,,,
player,201711050phi,den,KerrZa00,def_pct,16%,,,,,
player,201711050phi,den,KerrZa00,special_teams,0,,,,,
player,201711050phi,den,KerrZa00,st_pct,0%,,,,,
player,201711050phi,den,EdebKa00,pos,LB,,,,,
player,201711050phi,den,EdebKa00,offense,0,,,,,
player,201711050phi,den,EdebKa00,off_pct,0%,,,,,
player,201711050phi,den,EdebKa00,defense,8,,,,,
player,201711050phi,den,EdebKa00,def_pct,12%,,,,,
player,201711050phi,den,EdebKa00,special_teams,30,,,,,
player,201711050phi,den,EdebKa00,st_pct,83%,,,,,
player,201711050phi,den,LangBr00,pos,CB,,,,,
player,201711050phi,den,LangBr00,offense,0,,,,,
player,201711050phi,den,LangBr00,off_pct,0%,,,,,
player,201711050phi,den,LangBr00,defense,6,,,,,
player,201711050phi,den,LangBr00,def_pct,9%,,,,,
player,201711050phi,den,LangBr00,special_teams,23,,,,,
player,201711050phi,den,LangBr00,st_pct,64%,,,,,
player,201711050phi,den,CartJa02,pos,SS,,,,,
player,201711050phi,den,CartJa02,offense,0,,,,,
player,201711050phi,den,CartJa02,off_pct,0%,,,,,
player,201711050phi,den,CartJa02,defense,0,,,,,
player,201711050phi,den,CartJa02,def_pct,0%,,,,,
player,201711050phi,den,CartJa02,special_teams,31,,,,,
player,201711050phi,den,CartJa02,st_pct,86%,,,,,
player,201711050phi,den,GarcJe01,pos,LB,,,,,
player,201711050phi,den,GarcJe01,offense,0,,,,,
player,201711050phi,den,GarcJe01,off_pct,0%,,,,,
player,201711050phi,den,GarcJe01,defense,0,,,,,
player,201711050phi,den,GarcJe01,def_pct,0%,,,,,
player,201711050phi,den,GarcJe01,special_teams,17,,,,,
player,201711050phi,den,GarcJe01,st_pct,47%,,,,,
player,201711050phi,den,SnydKe00,pos,LB,,,,,
player,201711050phi,den,SnydKe00,offense,0,,,,,
player,201711050phi,den,SnydKe00,off_pct,0%,,,,,
player,201711050phi,den,SnydKe00,defense,0,,,,,
player,201711050phi,den,SnydKe00,def_pct,0%,,,,,
player,201711050phi,den,SnydKe00,special_teams,14,,,,,
player,201711050phi,den,SnydKe00,st_pct,39%,,,,,
player,201711050phi,den,DixoRi00,pos,P,,,,,
player,201711050phi,den,DixoRi00,offense,0,,,,,
player,201711050phi,den,DixoRi00,off_pct,0%,,,,,
player,201711050phi,den,DixoRi00,defense,0,,,,,
player,201711050phi,den,DixoRi00,def_pct,0%,,,,,
player,201711050phi,den,DixoRi00,special_teams,11,,,,,
player,201711050phi,den,DixoRi00,st_pct,31%,,,,,
player,201711050phi,den,KreiCa00,pos,LS,,,,,
player,201711050phi,den,KreiCa00,offense,0,,,,,
player,201711050phi,den,KreiCa00,off_pct,0%,,,,,
player,201711050phi,den,KreiCa00,defense,0,,,,,
player,201711050phi,den,KreiCa00,def_pct,0%,,,,,
player,201711050phi,den,KreiCa00,special_teams,11,,,,,
player,201711050phi,den,KreiCa00,st_pct,31%,,,,,
player,201711050phi,den,McMaBr01,pos,K,,,,,
player,201711050phi,den,McMaBr01,offense,0,,,,,
player,201711050phi,den,McMaBr01,off_pct,0%,,,,,
player,201711050phi,den,McMaBr01,defense,0,,,,,
player,201711050phi,den,McMaBr01,def_pct,0%,,,,,
player,201711050phi,den,McMaBr01,special_teams,11,,,,,
player,201711050phi,den,McMaBr01,st_pct,31%,,,,,
player,201711050phi,den,WilkEl00,pos,T,,,,,
player,201711050phi,den,WilkEl00,offense,0,,,,,
player,201711050phi,den,WilkEl00,off_pct,0%,,,,,
player,201711050phi,den,WilkEl00,defense,0,,,,,
player,201711050phi,den,WilkEl00,def_pct,0%,,,,,
player,201711050phi,den,WilkEl00,special_teams,5,,,,,
player,201711050phi,den,WilkEl00,st_pct,14%,,,,,
player,201711050phi,den,McGoCo00,pos,C,,,,,
player,201711050phi,den,McGoCo00,offense,0,,,,,
player,201711050phi,den,McGoCo00,off_pct,0%,,,,,
player,201711050phi,den,McGoCo00,defense,0,,,,,
player,201711050phi,den,McGoCo00,def_pct,0%,,,,,
player,201711050phi,den,McGoCo00,special_teams,5,,,,,
player,201711050phi,den,McGoCo00,st_pct,14%,,,,,
