game,2017,9,20171105,201711050oti,rav,"Baltimore Ravens",20,oti,"Tennessee Titans",23
player,201711050oti,rav,RainBo00,pass_cmp,0,,,,,
player,201711050oti,rav,RainBo00,pass_att,0,,,,,
player,201711050oti,rav,RainBo00,pass_yds,0,,,,,
player,201711050oti,rav,RainBo00,pass_td,0,,,,,
player,201711050oti,rav,RainBo00,pass_int,0,,,,,
player,201711050oti,rav,RainBo00,pass_sacked,0,,,,,
player,201711050oti,rav,RainBo00,pass_sacked_yds,0,,,,,
player,201711050oti,rav,RainBo00,pass_long,0,,,,,
player,201711050oti,rav,RainBo00,pass_rating,,,,,,
player,201711050oti,rav,RainBo00,rush_att,1,,,,,
player,201711050oti,rav,RainBo00,rush_yds,2,,,,,
player,201711050oti,rav,RainBo00,rush_td,0,,,,,
player,201711050oti,rav,RainBo00,rush_long,2,,,,,
player,201711050oti,rav,RainBo00,targets,3,,,,,
player,201711050oti,rav,RainBo00,rec,1,,,,,
player,201711050oti,rav,RainBo00,rec_yds,-1,,,,,
player,201711050oti,rav,RainBo00,rec_td,0,,,,,
player,201711050oti,rav,RainBo00,rec_long,-1,,,,,
player,201711050oti,rav,RainBo00,fumbles,0,,,,,
player,201711050oti,rav,RainBo00,fumbles_lost,0,,,,,
player,201711050oti,rav,MaclJe00,pass_cmp,0,,,,,
player,201711050oti,rav,MaclJe00,pass_att,0,,,,,
player,201711050oti,rav,MaclJe00,pass_yds,0,,,,,
player,201711050oti,rav,MaclJe00,pass_td,0,,,,,
player,201711050oti,rav,MaclJe00,pass_int,0,,,,,
player,201711050oti,rav,MaclJe00,pass_sacked,0,,,,,
player,201711050oti,rav,MaclJe00,pass_sacked_yds,0,,,,,
player,201711050oti,rav,MaclJe00,pass_long,0,,,,,
player,201711050oti,rav,MaclJe00,pass_rating,,,,,,
player,201711050oti,rav,MaclJe00,rush_att,0,,,,,
player,201711050oti,rav,MaclJe00,rush_yds,0,,,,,
player,201711050oti,rav,MaclJe00,rush_td,0,,,,,
player,201711050oti,rav,MaclJe00,rush_long,0,,,,,
player,201711050oti,rav,MaclJe00,targets,9,,,,,
player,201711050oti,rav,MaclJe00,rec,8,,,,,
player,201711050oti,rav,MaclJe00,rec_yds,98,,,,,
player,201711050oti,rav,MaclJe00,rec_td,0,,,,,
player,201711050oti,rav,MaclJe00,rec_long,19,,,,,
player,201711050oti,rav,MaclJe00,fumbles,0,,,,,
player,201711050oti,rav,MaclJe00,fumbles_lost,0,,,,,
player,201711050oti,rav,WatsBe00,pass_cmp,0,,,,,
player,201711050oti,rav,WatsBe00,pass_att,0,,,,,
player,201711050oti,rav,WatsBe00,pass_yds,0,,,,,
player,201711050oti,rav,WatsBe00,pass_td,0,,,,,
player,201711050oti,rav,WatsBe00,pass_int,0,,,,,
player,201711050oti,rav,WatsBe00,pass_sacked,0,,,,,
player,201711050oti,rav,WatsBe00,pass_sacked_yds,0,,,,,
player,201711050oti,rav,WatsBe00,pass_long,0,,,,,
player,201711050oti,rav,WatsBe00,pass_rating,,,,,,
player,201711050oti,rav,WatsBe00,rush_att,0,,,,,
player,201711050oti,rav,WatsBe00,rush_yds,0,,,,,
player,201711050oti,rav,WatsBe00,rush_td,0,,,,,
player,201711050oti,rav,WatsBe00,rush_long,0,,,,,
player,201711050oti,rav,WatsBe00,targets,10,,,,,
player,201711050oti,rav,WatsBe00,rec,7,,,,,
player,201711050oti,rav,WatsBe00,rec_yds,41,,,,,
player,201711050oti,rav,WatsBe00,rec_td,0,,,,,
player,201711050oti,rav,WatsBe00,rec_long,16,,,,,
player,201711050oti,rav,WatsBe00,fumbles,0,,,,,
player,201711050oti,rav,WatsBe00,fumbles_lost,0,,,,,
player,201711050oti,rav,WillMa04,pass_cmp,0,,,,,
player,201711050oti,rav,WillMa04,pass_att,0,,,,,
player,201711050oti,rav,WillMa04,pass_yds,0,,,,,
player,201711050oti,rav,WillMa04,pass_td,0,,,,,
player,201711050oti,rav,WillMa04,pass_int,0,,,,,
player,201711050oti,rav,WillMa04,pass_sacked,0,,,,,
player,201711050oti,rav,WillMa04,pass_sacked_yds,0,,,,,
player,201711050oti,rav,WillMa04,pass_long,0,,,,,
player,201711050oti,rav,WillMa04,pass_rating,,,,,,
player,201711050oti,rav,WillMa04,rush_att,0,,,,,
player,201711050oti,rav,WillMa04,rush_yds,0,,,,,
player,201711050oti,rav,WillMa04,rush_td,0,,,,,
player,201711050oti,rav,WillMa04,rush_long,0,,,,,
player,201711050oti,rav,WillMa04,targets,3,,,,,
player,201711050oti,rav,WillMa04,rec,3,,,,,
player,201711050oti,rav,WillMa04,rec_yds,29,,,,,
player,201711050oti,rav,WillMa04,rec_td,0,,,,,
player,201711050oti,rav,WillMa04,rec_long,17,,,,,
player,201711050oti,rav,WillMa04,fumbles,0,,,,,
player,201711050oti,rav,WillMa04,fumbles_lost,0,,,,,
player,201711050oti,rav,PerrBr02,pass_cmp,0,,,,,
player,201711050oti,rav,PerrBr02,pass_att,0,,,,,
player,201711050oti,rav,PerrBr02,pass_yds,0,,,,,
player,201711050oti,rav,PerrBr02,pass_td,0,,,,,
player,201711050oti,rav,PerrBr02,pass_int,0,,,,,
player,201711050oti,rav,PerrBr02,pass_sacked,0,,,,,
player,201711050oti,rav,PerrBr02,pass_sacked_yds,0,,,,,
player,201711050oti,rav,PerrBr02,pass_long,0,,,,,
player,201711050oti,rav,PerrBr02,pass_rating,,,,,,
player,201711050oti,rav,PerrBr02,rush_att,0,,,,,
player,201711050oti,rav,PerrBr02,rush_yds,0,,,,,
player,201711050oti,rav,PerrBr02,rush_td,0,,,,,
player,201711050oti,rav,PerrBr02,rush_long,0,,,,,
player,201711050oti,rav,PerrBr02,targets,7,,,,,
player,201711050oti,rav,PerrBr02,rec,3,,,,,
player,201711050oti,rav,PerrBr02,rec_yds,28,,,,,
player,201711050oti,rav,PerrBr02,rec_td,0,,,,,
player,201711050oti,rav,PerrBr02,rec_long,14,,,,,
player,201711050oti,rav,PerrBr02,fumbles,0,,,,,
player,201711050oti,rav,PerrBr02,fumbles_lost,0,,,,,
player,201711050oti,rav,WallMi00,pass_cmp,0,,,,,
player,201711050oti,rav,WallMi00,pass_att,0,,,,,
player,201711050oti,rav,WallMi00,pass_yds,0,,,,,
player,201711050oti,rav,WallMi00,pass_td,0,,,,,
player,201711050oti,rav,WallMi00,pass_int,0,,,,,
player,201711050oti,rav,WallMi00,pass_sacked,0,,,,,
player,201711050oti,rav,WallMi00,pass_sacked_yds,0,,,,,
player,201711050oti,rav,WallMi00,pass_long,0,,,,,
player,201711050oti,rav,WallMi00,pass_rating,,,,,,
player,201711050oti,rav,WallMi00,rush_att,0,,,,,
player,201711050oti,rav,WallMi00,rush_yds,0,,,,,
player,201711050oti,rav,WallMi00,rush_td,0,,,,,
player,201711050oti,rav,WallMi00,rush_long,0,,,,,
player,201711050oti,rav,WallMi00,targets,7,,,,,
player,201711050oti,rav,WallMi00,rec,4,,,,,
player,201711050oti,rav,WallMi00,rec_yds,19,,,,,
player,201711050oti,rav,WallMi00,rec_td,1,,,,,
player,201711050oti,rav,WallMi00,rec_long,8,,,,,
player,201711050oti,rav,WallMi00,fumbles,0,,,,,
player,201711050oti,rav,WallMi00,fumbles_lost,0,,,,,
player,201711050oti,rav,MoorCh00,pass_cmp,0,,,,,
player,201711050oti,rav,MoorCh00,pass_att,0,,,,,
player,201711050oti,rav,MoorCh00,pass_yds,0,,,,,
player,201711050oti,rav,MoorCh00,pass_td,0,,,,,
player,201711050oti,rav,MoorCh00,pass_int,0,,,,,
player,201711050oti,rav,MoorCh00,pass_sacked,0,,,,,
player,201711050oti,rav,MoorCh00,pass_sacked_yds,0,,,,,
player,201711050oti,rav,MoorCh00,pass_long,0,,,,,
player,201711050oti,rav,MoorCh00,pass_rating,,,,,,
player,201711050oti,rav,MoorCh00,rush_att,0,,,,,
player,201711050oti,rav,MoorCh00,rush_yds,0,,,,,
player,201711050oti,rav,MoorCh00,rush_td,0,,,,,
player,201711050oti,rav,MoorCh00,rush_long,0,,,,,
player,201711050oti,rav,MoorCh00,targets,4,,,,,
player,201711050oti,rav,MoorCh00,rec,1,,,,,
player,201711050oti,rav,MoorCh00,rec_yds,16,,,,,
player,201711050oti,rav,MoorCh00,rec_td,0,,,,,
player,201711050oti,rav,MoorCh00,rec_long,16,,,,,
player,201711050oti,rav,MoorCh00,fumbles,0,,,,,
player,201711050oti,rav,MoorCh00,fumbles_lost,0,,,,,
player,201711050oti,oti,MariMa01,pass_cmp,19,,,,,
player,201711050oti,oti,MariMa01,pass_att,28,,,,,
player,201711050oti,oti,MariMa01,pass_yds,218,,,,,
player,201711050oti,oti,MariMa01,pass_td,2,,,,,
player,201711050oti,oti,MariMa01,pass_int,1,,,,,
player,201711050oti,oti,MariMa01,pass_sacked,3,,,,,
player,201711050oti,oti,MariMa01,pass_sacked_yds,32,,,,,
player,201711050oti,oti,MariMa01,pass_long,29,,,,,
player,201711050oti,oti,MariMa01,pass_rating,100.0,,,,,
player,201711050oti,oti,MariMa01,rush_att,3,,,,,
player,201711050oti,oti,MariMa01,rush_yds,6,,,,,
player,201711050oti,oti,MariMa01,rush_td,0,,,,,
player,201711050oti,oti,MariMa01,rush_long,7,,,,,
player,201711050oti,oti,MariMa01,targets,0,,,,,
player,201711050oti,oti,MariMa01,rec,0,,,,,
player,201711050oti,oti,MariMa01,rec_yds,0,,,,,
player,201711050oti,oti,MariMa01,rec_td,0,,,,,
player,201711050oti,oti,MariMa01,rec_long,0,,,,,
player,201711050oti,oti,MariMa01,fumbles,0,,,,,
player,201711050oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201711050oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201711050oti,oti,HenrDe00,pass_att,0,,,,,
player,201711050oti,oti,HenrDe00,pass_yds,0,,,,,
player,201711050oti,oti,HenrDe00,pass_td,0,,,,,
player,201711050oti,oti,HenrDe00,pass_int,0,,,,,
player,201711050oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201711050oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,HenrDe00,pass_long,0,,,,,
player,201711050oti,oti,HenrDe00,pass_rating,,,,,,
player,201711050oti,oti,HenrDe00,rush_att,8,,,,,
player,201711050oti,oti,HenrDe00,rush_yds,26,,,,,
player,201711050oti,oti,HenrDe00,rush_td,1,,,,,
player,201711050oti,oti,HenrDe00,rush_long,10,,,,,
player,201711050oti,oti,HenrDe00,targets,2,,,,,
player,201711050oti,oti,HenrDe00,rec,2,,,,,
player,201711050oti,oti,HenrDe00,rec_yds,10,,,,,
player,201711050oti,oti,HenrDe00,rec_td,0,,,,,
player,201711050oti,oti,HenrDe00,rec_long,6,,,,,
player,201711050oti,oti,HenrDe00,fumbles,0,,,,,
player,201711050oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201711050oti,oti,JackAd00,pass_cmp,0,,,,,
player,201711050oti,oti,JackAd00,pass_att,0,,,,,
player,201711050oti,oti,JackAd00,pass_yds,0,,,,,
player,201711050oti,oti,JackAd00,pass_td,0,,,,,
player,201711050oti,oti,JackAd00,pass_int,0,,,,,
player,201711050oti,oti,JackAd00,pass_sacked,0,,,,,
player,201711050oti,oti,JackAd00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,JackAd00,pass_long,0,,,,,
player,201711050oti,oti,JackAd00,pass_rating,,,,,,
player,201711050oti,oti,JackAd00,rush_att,1,,,,,
player,201711050oti,oti,JackAd00,rush_yds,20,,,,,
player,201711050oti,oti,JackAd00,rush_td,0,,,,,
player,201711050oti,oti,JackAd00,rush_long,20,,,,,
player,201711050oti,oti,JackAd00,targets,0,,,,,
player,201711050oti,oti,JackAd00,rec,0,,,,,
player,201711050oti,oti,JackAd00,rec_yds,0,,,,,
player,201711050oti,oti,JackAd00,rec_td,0,,,,,
player,201711050oti,oti,JackAd00,rec_long,0,,,,,
player,201711050oti,oti,JackAd00,fumbles,0,,,,,
player,201711050oti,oti,JackAd00,fumbles_lost,0,,,,,
player,201711050oti,oti,MurrDe00,pass_cmp,0,,,,,
player,201711050oti,oti,MurrDe00,pass_att,0,,,,,
player,201711050oti,oti,MurrDe00,pass_yds,0,,,,,
player,201711050oti,oti,MurrDe00,pass_td,0,,,,,
player,201711050oti,oti,MurrDe00,pass_int,0,,,,,
player,201711050oti,oti,MurrDe00,pass_sacked,0,,,,,
player,201711050oti,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,MurrDe00,pass_long,0,,,,,
player,201711050oti,oti,MurrDe00,pass_rating,,,,,,
player,201711050oti,oti,MurrDe00,rush_att,9,,,,,
player,201711050oti,oti,MurrDe00,rush_yds,19,,,,,
player,201711050oti,oti,MurrDe00,rush_td,0,,,,,
player,201711050oti,oti,MurrDe00,rush_long,7,,,,,
player,201711050oti,oti,MurrDe00,targets,2,,,,,
player,201711050oti,oti,MurrDe00,rec,2,,,,,
player,201711050oti,oti,MurrDe00,rec_yds,22,,,,,
player,201711050oti,oti,MurrDe00,rec_td,0,,,,,
player,201711050oti,oti,MurrDe00,rec_long,17,,,,,
player,201711050oti,oti,MurrDe00,fumbles,0,,,,,
player,201711050oti,oti,MurrDe00,fumbles_lost,0,,,,,
player,201711050oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201711050oti,oti,WalkHu00,pass_att,0,,,,,
player,201711050oti,oti,WalkHu00,pass_yds,0,,,,,
player,201711050oti,oti,WalkHu00,pass_td,0,,,,,
player,201711050oti,oti,WalkHu00,pass_int,0,,,,,
player,201711050oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201711050oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,WalkHu00,pass_long,0,,,,,
player,201711050oti,oti,WalkHu00,pass_rating,,,,,,
player,201711050oti,oti,WalkHu00,rush_att,0,,,,,
player,201711050oti,oti,WalkHu00,rush_yds,0,,,,,
player,201711050oti,oti,WalkHu00,rush_td,0,,,,,
player,201711050oti,oti,WalkHu00,rush_long,0,,,,,
player,201711050oti,oti,WalkHu00,targets,5,,,,,
player,201711050oti,oti,WalkHu00,rec,5,,,,,
player,201711050oti,oti,WalkHu00,rec_yds,71,,,,,
player,201711050oti,oti,WalkHu00,rec_td,0,,,,,
player,201711050oti,oti,WalkHu00,rec_long,25,,,,,
player,201711050oti,oti,WalkHu00,fumbles,0,,,,,
player,201711050oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201711050oti,oti,MattRi00,pass_cmp,0,,,,,
player,201711050oti,oti,MattRi00,pass_att,0,,,,,
player,201711050oti,oti,MattRi00,pass_yds,0,,,,,
player,201711050oti,oti,MattRi00,pass_td,0,,,,,
player,201711050oti,oti,MattRi00,pass_int,0,,,,,
player,201711050oti,oti,MattRi00,pass_sacked,0,,,,,
player,201711050oti,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,MattRi00,pass_long,0,,,,,
player,201711050oti,oti,MattRi00,pass_rating,,,,,,
player,201711050oti,oti,MattRi00,rush_att,0,,,,,
player,201711050oti,oti,MattRi00,rush_yds,0,,,,,
player,201711050oti,oti,MattRi00,rush_td,0,,,,,
player,201711050oti,oti,MattRi00,rush_long,0,,,,,
player,201711050oti,oti,MattRi00,targets,7,,,,,
player,201711050oti,oti,MattRi00,rec,4,,,,,
player,201711050oti,oti,MattRi00,rec_yds,70,,,,,
player,201711050oti,oti,MattRi00,rec_td,1,,,,,
player,201711050oti,oti,MattRi00,rec_long,29,,,,,
player,201711050oti,oti,MattRi00,fumbles,0,,,,,
player,201711050oti,oti,MattRi00,fumbles_lost,0,,,,,
player,201711050oti,oti,DaviCo03,pass_cmp,0,,,,,
player,201711050oti,oti,DaviCo03,pass_att,0,,,,,
player,201711050oti,oti,DaviCo03,pass_yds,0,,,,,
player,201711050oti,oti,DaviCo03,pass_td,0,,,,,
player,201711050oti,oti,DaviCo03,pass_int,0,,,,,
player,201711050oti,oti,DaviCo03,pass_sacked,0,,,,,
player,201711050oti,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201711050oti,oti,DaviCo03,pass_long,0,,,,,
player,201711050oti,oti,DaviCo03,pass_rating,,,,,,
player,201711050oti,oti,DaviCo03,rush_att,0,,,,,
player,201711050oti,oti,DaviCo03,rush_yds,0,,,,,
player,201711050oti,oti,DaviCo03,rush_td,0,,,,,
player,201711050oti,oti,DaviCo03,rush_long,0,,,,,
player,201711050oti,oti,DaviCo03,targets,5,,,,,
player,201711050oti,oti,DaviCo03,rec,2,,,,,
player,201711050oti,oti,DaviCo03,rec_yds,28,,,,,
player,201711050oti,oti,DaviCo03,rec_td,0,,,,,
player,201711050oti,oti,DaviCo03,rec_long,23,,,,,
player,201711050oti,oti,DaviCo03,fumbles,0,,,,,
player,201711050oti,oti,DaviCo03,fumbles_lost,0,,,,,
player,201711050oti,oti,DeckEr00,pass_cmp,0,,,,,
player,201711050oti,oti,DeckEr00,pass_att,0,,,,,
player,201711050oti,oti,DeckEr00,pass_yds,0,,,,,
player,201711050oti,oti,DeckEr00,pass_td,0,,,,,
player,201711050oti,oti,DeckEr00,pass_int,0,,,,,
player,201711050oti,oti,DeckEr00,pass_sacked,0,,,,,
player,201711050oti,oti,DeckEr00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,DeckEr00,pass_long,0,,,,,
player,201711050oti,oti,DeckEr00,pass_rating,,,,,,
player,201711050oti,oti,DeckEr00,rush_att,0,,,,,
player,201711050oti,oti,DeckEr00,rush_yds,0,,,,,
player,201711050oti,oti,DeckEr00,rush_td,0,,,,,
player,201711050oti,oti,DeckEr00,rush_long,0,,,,,
player,201711050oti,oti,DeckEr00,targets,4,,,,,
player,201711050oti,oti,DeckEr00,rec,3,,,,,
player,201711050oti,oti,DeckEr00,rec_yds,21,,,,,
player,201711050oti,oti,DeckEr00,rec_td,1,,,,,
player,201711050oti,oti,DeckEr00,rec_long,11,,,,,
player,201711050oti,oti,DeckEr00,fumbles,0,,,,,
player,201711050oti,oti,DeckEr00,fumbles_lost,0,,,,,
player,201711050oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201711050oti,oti,SmitJo01,pass_att,0,,,,,
player,201711050oti,oti,SmitJo01,pass_yds,0,,,,,
player,201711050oti,oti,SmitJo01,pass_td,0,,,,,
player,201711050oti,oti,SmitJo01,pass_int,0,,,,,
player,201711050oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201711050oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201711050oti,oti,SmitJo01,pass_long,0,,,,,
player,201711050oti,oti,SmitJo01,pass_rating,,,,,,
player,201711050oti,oti,SmitJo01,rush_att,0,,,,,
player,201711050oti,oti,SmitJo01,rush_yds,0,,,,,
player,201711050oti,oti,SmitJo01,rush_td,0,,,,,
player,201711050oti,oti,SmitJo01,rush_long,0,,,,,
player,201711050oti,oti,SmitJo01,targets,1,,,,,
player,201711050oti,oti,SmitJo01,rec,0,,,,,
player,201711050oti,oti,SmitJo01,rec_yds,0,,,,,
player,201711050oti,oti,SmitJo01,rec_td,0,,,,,
player,201711050oti,oti,SmitJo01,rec_long,0,,,,,
player,201711050oti,oti,SmitJo01,fumbles,0,,,,,
player,201711050oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201711050oti,oti,TaylTa00,pass_cmp,0,,,,,
player,201711050oti,oti,TaylTa00,pass_att,0,,,,,
player,201711050oti,oti,TaylTa00,pass_yds,0,,,,,
player,201711050oti,oti,TaylTa00,pass_td,0,,,,,
player,201711050oti,oti,TaylTa00,pass_int,0,,,,,
player,201711050oti,oti,TaylTa00,pass_sacked,0,,,,,
player,201711050oti,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201711050oti,oti,TaylTa00,pass_long,0,,,,,
player,201711050oti,oti,TaylTa00,pass_rating,,,,,,
player,201711050oti,oti,TaylTa00,rush_att,0,,,,,
player,201711050oti,oti,TaylTa00,rush_yds,0,,,,,
player,201711050oti,oti,TaylTa00,rush_td,0,,,,,
player,201711050oti,oti,TaylTa00,rush_long,0,,,,,
player,201711050oti,oti,TaylTa00,targets,2,,,,,
player,201711050oti,oti,TaylTa00,rec,1,,,,,
player,201711050oti,oti,TaylTa00,rec_yds,-4,,,,,
player,201711050oti,oti,TaylTa00,rec_td,0,,,,,
player,201711050oti,oti,TaylTa00,rec_long,-4,,,,,
player,201711050oti,oti,TaylTa00,fumbles,0,,,,,
player,201711050oti,oti,TaylTa00,fumbles_lost,0,,,,,
player,201711050oti,rav,WeddEr99,def_int,1,,,,,
player,201711050oti,rav,WeddEr99,def_int_yds,22,,,,,
player,201711050oti,rav,WeddEr99,def_int_td,0,,,,,
player,201711050oti,rav,WeddEr99,def_int_long,22,,,,,
player,201711050oti,rav,WeddEr99,pass_defended,1,,,,,
player,201711050oti,rav,WeddEr99,sacks,0.0,,,,,
player,201711050oti,rav,WeddEr99,tackles_combined,4,,,,,
player,201711050oti,rav,WeddEr99,tackles_solo,4,,,,,
player,201711050oti,rav,WeddEr99,tackles_assists,0,,,,,
player,201711050oti,rav,WeddEr99,tackles_loss,0,,,,,
player,201711050oti,rav,WeddEr99,qb_hits,0,,,,,
player,201711050oti,rav,WeddEr99,fumbles_rec,0,,,,,
player,201711050oti,rav,WeddEr99,fumbles_rec_yds,0,,,,,
player,201711050oti,rav,WeddEr99,fumbles_rec_td,0,,,,,
player,201711050oti,rav,WeddEr99,fumbles_forced,0,,,,,
