game,2017,4,20171001,201710010sea,clt,"Indianapolis Colts",18,sea,"Seattle Seahawks",46
player,201710010sea,clt,BrisJa00,rec_yds,0,,,,,
player,201710010sea,clt,BrisJa00,rec_td,0,,,,,
player,201710010sea,clt,BrisJa00,rec_long,0,,,,,
player,201710010sea,clt,BrisJa00,fumbles,2,,,,,
player,201710010sea,clt,BrisJa00,fumbles_lost,1,,,,,
player,201710010sea,clt,GoreFr00,pass_cmp,0,,,,,
player,201710010sea,clt,GoreFr00,pass_att,0,,,,,
player,201710010sea,clt,GoreFr00,pass_yds,0,,,,,
player,201710010sea,clt,GoreFr00,pass_td,0,,,,,
player,201710010sea,clt,GoreFr00,pass_int,0,,,,,
player,201710010sea,clt,GoreFr00,pass_sacked,0,,,,,
player,201710010sea,clt,GoreFr00,pass_sacked_yds,0,,,,,
player,201710010sea,clt,GoreFr00,pass_long,0,,,,,
player,201710010sea,clt,GoreFr00,pass_rating,,,,,,
player,201710010sea,clt,GoreFr00,rush_att,12,,,,,
player,201710010sea,clt,GoreFr00,rush_yds,46,,,,,
player,201710010sea,clt,GoreFr00,rush_td,0,,,,,
player,201710010sea,clt,GoreFr00,rush_long,14,,,,,
player,201710010sea,clt,GoreFr00,targets,3,,,,,
player,201710010sea,clt,GoreFr00,rec,3,,,,,
player,201710010sea,clt,GoreFr00,rec_yds,34,,,,,
player,201710010sea,clt,GoreFr00,rec_td,0,,,,,
player,201710010sea,clt,GoreFr00,rec_long,19,,,,,
player,201710010sea,clt,GoreFr00,fumbles,0,,,,,
player,201710010sea,clt,GoreFr00,fumbles_lost,0,,,,,
player,201710010sea,clt,JoneMa04,pass_cmp,0,,,,,
player,201710010sea,clt,JoneMa04,pass_att,0,,,,,
player,201710010sea,clt,JoneMa04,pass_yds,0,,,,,
player,201710010sea,clt,JoneMa04,pass_td,0,,,,,
player,201710010sea,clt,JoneMa04,pass_int,0,,,,,
player,201710010sea,clt,JoneMa04,pass_sacked,0,,,,,
player,201710010sea,clt,JoneMa04,pass_sacked_yds,0,,,,,
player,201710010sea,clt,JoneMa04,pass_long,0,,,,,
player,201710010sea,clt,JoneMa04,pass_rating,,,,,,
player,201710010sea,clt,JoneMa04,rush_att,4,,,,,
player,201710010sea,clt,JoneMa04,rush_yds,11,,,,,
player,201710010sea,clt,JoneMa04,rush_td,0,,,,,
player,201710010sea,clt,JoneMa04,rush_long,5,,,,,
player,201710010sea,clt,JoneMa04,targets,0,,,,,
player,201710010sea,clt,JoneMa04,rec,0,,,,,
player,201710010sea,clt,JoneMa04,rec_yds,0,,,,,
player,201710010sea,clt,JoneMa04,rec_td,0,,,,,
player,201710010sea,clt,JoneMa04,rec_long,0,,,,,
player,201710010sea,clt,JoneMa04,fumbles,0,,,,,
player,201710010sea,clt,JoneMa04,fumbles_lost,0,,,,,
player,201710010sea,clt,TurbRo00,pass_cmp,0,,,,,
player,201710010sea,clt,TurbRo00,pass_att,0,,,,,
player,201710010sea,clt,TurbRo00,pass_yds,0,,,,,
player,201710010sea,clt,TurbRo00,pass_td,0,,,,,
player,201710010sea,clt,TurbRo00,pass_int,0,,,,,
player,201710010sea,clt,TurbRo00,pass_sacked,0,,,,,
player,201710010sea,clt,TurbRo00,pass_sacked_yds,0,,,,,
player,201710010sea,clt,TurbRo00,pass_long,0,,,,,
player,201710010sea,clt,TurbRo00,pass_rating,,,,,,
player,201710010sea,clt,TurbRo00,rush_att,6,,,,,
player,201710010sea,clt,TurbRo00,rush_yds,8,,,,,
player,201710010sea,clt,TurbRo00,rush_td,1,,,,,
player,201710010sea,clt,TurbRo00,rush_long,4,,,,,
player,201710010sea,clt,TurbRo00,targets,0,,,,,
player,201710010sea,clt,TurbRo00,rec,0,,,,,
player,201710010sea,clt,TurbRo00,rec_yds,0,,,,,
player,201710010sea,clt,TurbRo00,rec_td,0,,,,,
player,201710010sea,clt,TurbRo00,rec_long,0,,,,,
player,201710010sea,clt,TurbRo00,fumbles,0,,,,,
player,201710010sea,clt,TurbRo00,fumbles_lost,0,,,,,
player,201710010sea,clt,WillBr04,pass_cmp,0,,,,,
player,201710010sea,clt,WillBr04,pass_att,0,,,,,
player,201710010sea,clt,WillBr04,pass_yds,0,,,,,
player,201710010sea,clt,WillBr04,pass_td,0,,,,,
player,201710010sea,clt,WillBr04,pass_int,0,,,,,
player,201710010sea,clt,WillBr04,pass_sacked,0,,,,,
player,201710010sea,clt,WillBr04,pass_sacked_yds,0,,,,,
player,201710010sea,clt,WillBr04,pass_long,0,,,,,
player,201710010sea,clt,WillBr04,pass_rating,,,,,,
player,201710010sea,clt,WillBr04,rush_att,0,,,,,
player,201710010sea,clt,WillBr04,rush_yds,0,,,,,
player,201710010sea,clt,WillBr04,rush_td,0,,,,,
player,201710010sea,clt,WillBr04,rush_long,0,,,,,
player,201710010sea,clt,WillBr04,targets,2,,,,,
player,201710010sea,clt,WillBr04,rec,1,,,,,
player,201710010sea,clt,WillBr04,rec_yds,32,,,,,
player,201710010sea,clt,WillBr04,rec_td,0,,,,,
player,201710010sea,clt,WillBr04,rec_long,32,,,,,
player,201710010sea,clt,WillBr04,fumbles,0,,,,,
player,201710010sea,clt,WillBr04,fumbles_lost,0,,,,,
player,201710010sea,clt,MoncDo00,pass_cmp,0,,,,,
player,201710010sea,clt,MoncDo00,pass_att,0,,,,,
player,201710010sea,clt,MoncDo00,pass_yds,0,,,,,
player,201710010sea,clt,MoncDo00,pass_td,0,,,,,
player,201710010sea,clt,MoncDo00,pass_int,0,,,,,
player,201710010sea,clt,MoncDo00,pass_sacked,0,,,,,
player,201710010sea,clt,MoncDo00,pass_sacked_yds,0,,,,,
player,201710010sea,clt,MoncDo00,pass_long,0,,,,,
player,201710010sea,clt,MoncDo00,pass_rating,,,,,,
player,201710010sea,clt,MoncDo00,rush_att,0,,,,,
player,201710010sea,clt,MoncDo00,rush_yds,0,,,,,
player,201710010sea,clt,MoncDo00,rush_td,0,,,,,
player,201710010sea,clt,MoncDo00,rush_long,0,,,,,
player,201710010sea,clt,MoncDo00,targets,3,,,,,
player,201710010sea,clt,MoncDo00,rec,3,,,,,
player,201710010sea,clt,MoncDo00,rec_yds,30,,,,,
player,201710010sea,clt,MoncDo00,rec_td,1,,,,,
player,201710010sea,clt,MoncDo00,rec_long,18,,,,,
player,201710010sea,clt,MoncDo00,fumbles,0,,,,,
player,201710010sea,clt,MoncDo00,fumbles_lost,0,,,,,
player,201710010sea,clt,HiltT.00,pass_cmp,0,,,,,
player,201710010sea,clt,HiltT.00,pass_att,0,,,,,
player,201710010sea,clt,HiltT.00,pass_yds,0,,,,,
player,201710010sea,clt,HiltT.00,pass_td,0,,,,,
player,201710010sea,clt,HiltT.00,pass_int,0,,,,,
player,201710010sea,clt,HiltT.00,pass_sacked,0,,,,,
player,201710010sea,clt,HiltT.00,pass_sacked_yds,0,,,,,
player,201710010sea,clt,HiltT.00,pass_long,0,,,,,
player,201710010sea,clt,HiltT.00,pass_rating,,,,,,
player,201710010sea,clt,HiltT.00,rush_att,0,,,,,
player,201710010sea,clt,HiltT.00,rush_yds,0,,,,,
player,201710010sea,clt,HiltT.00,rush_td,0,,,,,
player,201710010sea,clt,HiltT.00,rush_long,0,,,,,
player,201710010sea,clt,HiltT.00,targets,6,,,,,
player,201710010sea,clt,HiltT.00,rec,3,,,,,
player,201710010sea,clt,HiltT.00,rec_yds,30,,,,,
player,201710010sea,clt,HiltT.00,rec_td,0,,,,,
player,201710010sea,clt,HiltT.00,rec_long,13,,,,,
player,201710010sea,clt,HiltT.00,fumbles,0,,,,,
player,201710010sea,clt,HiltT.00,fumbles_lost,0,,,,,
player,201710010sea,clt,DoylJa00,pass_cmp,0,,,,,
player,201710010sea,clt,DoylJa00,pass_att,0,,,,,
player,201710010sea,clt,DoylJa00,pass_yds,0,,,,,
player,201710010sea,clt,DoylJa00,pass_td,0,,,,,
player,201710010sea,clt,DoylJa00,pass_int,0,,,,,
player,201710010sea,clt,DoylJa00,pass_sacked,0,,,,,
player,201710010sea,clt,DoylJa00,pass_sacked_yds,0,,,,,
player,201710010sea,clt,DoylJa00,pass_long,0,,,,,
player,201710010sea,clt,DoylJa00,pass_rating,,,,,,
player,201710010sea,clt,DoylJa00,rush_att,0,,,,,
player,201710010sea,clt,DoylJa00,rush_yds,0,,,,,
player,201710010sea,clt,DoylJa00,rush_td,0,,,,,
player,201710010sea,clt,DoylJa00,rush_long,0,,,,,
player,201710010sea,clt,DoylJa00,targets,7,,,,,
player,201710010sea,clt,DoylJa00,rec,5,,,,,
player,201710010sea,clt,DoylJa00,rec_yds,27,,,,,
player,201710010sea,clt,DoylJa00,rec_td,0,,,,,
player,201710010sea,clt,DoylJa00,rec_long,7,,,,,
player,201710010sea,clt,DoylJa00,fumbles,0,,,,,
player,201710010sea,clt,DoylJa00,fumbles_lost,0,,,,,
player,201710010sea,clt,AikeKa00,pass_cmp,0,,,,,
player,201710010sea,clt,AikeKa00,pass_att,0,,,,,
player,201710010sea,clt,AikeKa00,pass_yds,0,,,,,
player,201710010sea,clt,AikeKa00,pass_td,0,,,,,
player,201710010sea,clt,AikeKa00,pass_int,0,,,,,
player,201710010sea,clt,AikeKa00,pass_sacked,0,,,,,
player,201710010sea,clt,AikeKa00,pass_sacked_yds,0,,,,,
player,201710010sea,clt,AikeKa00,pass_long,0,,,,,
player,201710010sea,clt,AikeKa00,pass_rating,,,,,,
player,201710010sea,clt,AikeKa00,rush_att,0,,,,,
player,201710010sea,clt,AikeKa00,rush_yds,0,,,,,
player,201710010sea,clt,AikeKa00,rush_td,0,,,,,
player,201710010sea,clt,AikeKa00,rush_long,0,,,,,
player,201710010sea,clt,AikeKa00,targets,5,,,,,
player,201710010sea,clt,AikeKa00,rec,1,,,,,
player,201710010sea,clt,AikeKa00,rec_yds,4,,,,,
player,201710010sea,clt,AikeKa00,rec_td,0,,,,,
player,201710010sea,clt,AikeKa00,rec_long,4,,,,,
player,201710010sea,clt,AikeKa00,fumbles,0,,,,,
player,201710010sea,clt,AikeKa00,fumbles_lost,0,,,,,
player,201710010sea,clt,DaniDa02,pass_cmp,0,,,,,
player,201710010sea,clt,DaniDa02,pass_att,0,,,,,
player,201710010sea,clt,DaniDa02,pass_yds,0,,,,,
player,201710010sea,clt,DaniDa02,pass_td,0,,,,,
player,201710010sea,clt,DaniDa02,pass_int,0,,,,,
player,201710010sea,clt,DaniDa02,pass_sacked,0,,,,,
player,201710010sea,clt,DaniDa02,pass_sacked_yds,0,,,,,
player,201710010sea,clt,DaniDa02,pass_long,0,,,,,
player,201710010sea,clt,DaniDa02,pass_rating,,,,,,
player,201710010sea,clt,DaniDa02,rush_att,0,,,,,
player,201710010sea,clt,DaniDa02,rush_yds,0,,,,,
player,201710010sea,clt,DaniDa02,rush_td,0,,,,,
player,201710010sea,clt,DaniDa02,rush_long,0,,,,,
player,201710010sea,clt,DaniDa02,targets,2,,,,,
player,201710010sea,clt,DaniDa02,rec,0,,,,,
player,201710010sea,clt,DaniDa02,rec_yds,0,,,,,
player,201710010sea,clt,DaniDa02,rec_td,0,,,,,
player,201710010sea,clt,DaniDa02,rec_long,0,,,,,
player,201710010sea,clt,DaniDa02,fumbles,0,,,,,
player,201710010sea,clt,DaniDa02,fumbles_lost,0,,,,,
player,201710010sea,sea,WilsRu00,pass_cmp,21,,,,,
player,201710010sea,sea,WilsRu00,pass_att,26,,,,,
player,201710010sea,sea,WilsRu00,pass_yds,295,,,,,
player,201710010sea,sea,WilsRu00,pass_td,2,,,,,
player,201710010sea,sea,WilsRu00,pass_int,2,,,,,
player,201710010sea,sea,WilsRu00,pass_sacked,3,,,,,
player,201710010sea,sea,WilsRu00,pass_sacked_yds,12,,,,,
player,201710010sea,sea,WilsRu00,pass_long,41,,,,,
player,201710010sea,sea,WilsRu00,pass_rating,107.5,,,,,
player,201710010sea,sea,WilsRu00,rush_att,4,,,,,
player,201710010sea,sea,WilsRu00,rush_yds,38,,,,,
player,201710010sea,sea,WilsRu00,rush_td,1,,,,,
player,201710010sea,sea,WilsRu00,rush_long,23,,,,,
player,201710010sea,sea,WilsRu00,targets,0,,,,,
player,201710010sea,sea,WilsRu00,rec,0,,,,,
player,201710010sea,sea,WilsRu00,rec_yds,0,,,,,
player,201710010sea,sea,WilsRu00,rec_td,0,,,,,
player,201710010sea,sea,WilsRu00,rec_long,0,,,,,
player,201710010sea,sea,WilsRu00,fumbles,0,,,,,
player,201710010sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201710010sea,sea,LacyEd00,pass_cmp,0,,,,,
player,201710010sea,sea,LacyEd00,pass_att,0,,,,,
player,201710010sea,sea,LacyEd00,pass_yds,0,,,,,
player,201710010sea,sea,LacyEd00,pass_td,0,,,,,
player,201710010sea,sea,LacyEd00,pass_int,0,,,,,
player,201710010sea,sea,LacyEd00,pass_sacked,0,,,,,
player,201710010sea,sea,LacyEd00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,LacyEd00,pass_long,0,,,,,
player,201710010sea,sea,LacyEd00,pass_rating,,,,,,
player,201710010sea,sea,LacyEd00,rush_att,11,,,,,
player,201710010sea,sea,LacyEd00,rush_yds,52,,,,,
player,201710010sea,sea,LacyEd00,rush_td,0,,,,,
player,201710010sea,sea,LacyEd00,rush_long,19,,,,,
player,201710010sea,sea,LacyEd00,targets,0,,,,,
player,201710010sea,sea,LacyEd00,rec,0,,,,,
player,201710010sea,sea,LacyEd00,rec_yds,0,,,,,
player,201710010sea,sea,LacyEd00,rec_td,0,,,,,
player,201710010sea,sea,LacyEd00,rec_long,0,,,,,
player,201710010sea,sea,LacyEd00,fumbles,0,,,,,
player,201710010sea,sea,LacyEd00,fumbles_lost,0,,,,,
player,201710010sea,sea,CarsCh00,pass_cmp,0,,,,,
player,201710010sea,sea,CarsCh00,pass_att,0,,,,,
player,201710010sea,sea,CarsCh00,pass_yds,0,,,,,
player,201710010sea,sea,CarsCh00,pass_td,0,,,,,
player,201710010sea,sea,CarsCh00,pass_int,0,,,,,
player,201710010sea,sea,CarsCh00,pass_sacked,0,,,,,
player,201710010sea,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,CarsCh00,pass_long,0,,,,,
player,201710010sea,sea,CarsCh00,pass_rating,,,,,,
player,201710010sea,sea,CarsCh00,rush_att,12,,,,,
player,201710010sea,sea,CarsCh00,rush_yds,42,,,,,
player,201710010sea,sea,CarsCh00,rush_td,0,,,,,
player,201710010sea,sea,CarsCh00,rush_long,11,,,,,
player,201710010sea,sea,CarsCh00,targets,3,,,,,
player,201710010sea,sea,CarsCh00,rec,3,,,,,
player,201710010sea,sea,CarsCh00,rec_yds,24,,,,,
player,201710010sea,sea,CarsCh00,rec_td,0,,,,,
player,201710010sea,sea,CarsCh00,rec_long,9,,,,,
player,201710010sea,sea,CarsCh00,fumbles,0,,,,,
player,201710010sea,sea,CarsCh00,fumbles_lost,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_cmp,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_att,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_yds,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_td,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_int,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_sacked,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_long,0,,,,,
player,201710010sea,sea,McKiJ.00,pass_rating,,,,,,
player,201710010sea,sea,McKiJ.00,rush_att,4,,,,,
player,201710010sea,sea,McKiJ.00,rush_yds,38,,,,,
player,201710010sea,sea,McKiJ.00,rush_td,1,,,,,
player,201710010sea,sea,McKiJ.00,rush_long,30,,,,,
player,201710010sea,sea,McKiJ.00,targets,1,,,,,
player,201710010sea,sea,McKiJ.00,rec,1,,,,,
player,201710010sea,sea,McKiJ.00,rec_yds,27,,,,,
player,201710010sea,sea,McKiJ.00,rec_td,1,,,,,
player,201710010sea,sea,McKiJ.00,rec_long,27,,,,,
player,201710010sea,sea,McKiJ.00,fumbles,0,,,,,
player,201710010sea,sea,McKiJ.00,fumbles_lost,0,,,,,
player,201710010sea,sea,LockTy00,pass_cmp,0,,,,,
player,201710010sea,sea,LockTy00,pass_att,0,,,,,
player,201710010sea,sea,LockTy00,pass_yds,0,,,,,
player,201710010sea,sea,LockTy00,pass_td,0,,,,,
player,201710010sea,sea,LockTy00,pass_int,0,,,,,
player,201710010sea,sea,LockTy00,pass_sacked,0,,,,,
player,201710010sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,LockTy00,pass_long,0,,,,,
player,201710010sea,sea,LockTy00,pass_rating,,,,,,
player,201710010sea,sea,LockTy00,rush_att,2,,,,,
player,201710010sea,sea,LockTy00,rush_yds,24,,,,,
player,201710010sea,sea,LockTy00,rush_td,0,,,,,
player,201710010sea,sea,LockTy00,rush_long,22,,,,,
player,201710010sea,sea,LockTy00,targets,5,,,,,
player,201710010sea,sea,LockTy00,rec,4,,,,,
player,201710010sea,sea,LockTy00,rec_yds,67,,,,,
player,201710010sea,sea,LockTy00,rec_td,0,,,,,
player,201710010sea,sea,LockTy00,rec_long,41,,,,,
player,201710010sea,sea,LockTy00,fumbles,0,,,,,
player,201710010sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201710010sea,sea,RichPa01,pass_cmp,0,,,,,
player,201710010sea,sea,RichPa01,pass_att,0,,,,,
player,201710010sea,sea,RichPa01,pass_yds,0,,,,,
player,201710010sea,sea,RichPa01,pass_td,0,,,,,
player,201710010sea,sea,RichPa01,pass_int,0,,,,,
player,201710010sea,sea,RichPa01,pass_sacked,0,,,,,
player,201710010sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201710010sea,sea,RichPa01,pass_long,0,,,,,
player,201710010sea,sea,RichPa01,pass_rating,,,,,,
player,201710010sea,sea,RichPa01,rush_att,0,,,,,
player,201710010sea,sea,RichPa01,rush_yds,0,,,,,
player,201710010sea,sea,RichPa01,rush_td,0,,,,,
player,201710010sea,sea,RichPa01,rush_long,0,,,,,
player,201710010sea,sea,RichPa01,targets,3,,,,,
player,201710010sea,sea,RichPa01,rec,3,,,,,
player,201710010sea,sea,RichPa01,rec_yds,65,,,,,
player,201710010sea,sea,RichPa01,rec_td,0,,,,,
player,201710010sea,sea,RichPa01,rec_long,37,,,,,
player,201710010sea,sea,RichPa01,fumbles,0,,,,,
player,201710010sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201710010sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201710010sea,sea,GrahJi00,pass_att,0,,,,,
player,201710010sea,sea,GrahJi00,pass_yds,0,,,,,
player,201710010sea,sea,GrahJi00,pass_td,0,,,,,
player,201710010sea,sea,GrahJi00,pass_int,0,,,,,
player,201710010sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201710010sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,GrahJi00,pass_long,0,,,,,
player,201710010sea,sea,GrahJi00,pass_rating,,,,,,
player,201710010sea,sea,GrahJi00,rush_att,0,,,,,
player,201710010sea,sea,GrahJi00,rush_yds,0,,,,,
player,201710010sea,sea,GrahJi00,rush_td,0,,,,,
player,201710010sea,sea,GrahJi00,rush_long,0,,,,,
player,201710010sea,sea,GrahJi00,targets,6,,,,,
player,201710010sea,sea,GrahJi00,rec,4,,,,,
player,201710010sea,sea,GrahJi00,rec_yds,61,,,,,
player,201710010sea,sea,GrahJi00,rec_td,0,,,,,
player,201710010sea,sea,GrahJi00,rec_long,33,,,,,
player,201710010sea,sea,GrahJi00,fumbles,0,,,,,
player,201710010sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201710010sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201710010sea,sea,BaldDo00,pass_att,0,,,,,
player,201710010sea,sea,BaldDo00,pass_yds,0,,,,,
player,201710010sea,sea,BaldDo00,pass_td,0,,,,,
player,201710010sea,sea,BaldDo00,pass_int,0,,,,,
player,201710010sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201710010sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,BaldDo00,pass_long,0,,,,,
player,201710010sea,sea,BaldDo00,pass_rating,,,,,,
player,201710010sea,sea,BaldDo00,rush_att,0,,,,,
player,201710010sea,sea,BaldDo00,rush_yds,0,,,,,
player,201710010sea,sea,BaldDo00,rush_td,0,,,,,
player,201710010sea,sea,BaldDo00,rush_long,0,,,,,
player,201710010sea,sea,BaldDo00,targets,3,,,,,
player,201710010sea,sea,BaldDo00,rec,3,,,,,
player,201710010sea,sea,BaldDo00,rec_yds,35,,,,,
player,201710010sea,sea,BaldDo00,rec_td,0,,,,,
player,201710010sea,sea,BaldDo00,rec_long,27,,,,,
player,201710010sea,sea,BaldDo00,fumbles,0,,,,,
player,201710010sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201710010sea,sea,DarbAm00,pass_cmp,0,,,,,
player,201710010sea,sea,DarbAm00,pass_att,0,,,,,
player,201710010sea,sea,DarbAm00,pass_yds,0,,,,,
player,201710010sea,sea,DarbAm00,pass_td,0,,,,,
player,201710010sea,sea,DarbAm00,pass_int,0,,,,,
player,201710010sea,sea,DarbAm00,pass_sacked,0,,,,,
player,201710010sea,sea,DarbAm00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,DarbAm00,pass_long,0,,,,,
player,201710010sea,sea,DarbAm00,pass_rating,,,,,,
player,201710010sea,sea,DarbAm00,rush_att,0,,,,,
player,201710010sea,sea,DarbAm00,rush_yds,0,,,,,
player,201710010sea,sea,DarbAm00,rush_td,0,,,,,
player,201710010sea,sea,DarbAm00,rush_long,0,,,,,
player,201710010sea,sea,DarbAm00,targets,4,,,,,
player,201710010sea,sea,DarbAm00,rec,2,,,,,
player,201710010sea,sea,DarbAm00,rec_yds,10,,,,,
player,201710010sea,sea,DarbAm00,rec_td,0,,,,,
player,201710010sea,sea,DarbAm00,rec_long,5,,,,,
player,201710010sea,sea,DarbAm00,fumbles,0,,,,,
player,201710010sea,sea,DarbAm00,fumbles_lost,0,,,,,
player,201710010sea,sea,WillLu00,pass_cmp,0,,,,,
player,201710010sea,sea,WillLu00,pass_att,0,,,,,
player,201710010sea,sea,WillLu00,pass_yds,0,,,,,
player,201710010sea,sea,WillLu00,pass_td,0,,,,,
player,201710010sea,sea,WillLu00,pass_int,0,,,,,
player,201710010sea,sea,WillLu00,pass_sacked,0,,,,,
player,201710010sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201710010sea,sea,WillLu00,pass_long,0,,,,,
player,201710010sea,sea,WillLu00,pass_rating,,,,,,
player,201710010sea,sea,WillLu00,rush_att,0,,,,,
player,201710010sea,sea,WillLu00,rush_yds,0,,,,,
player,201710010sea,sea,WillLu00,rush_td,0,,,,,
player,201710010sea,sea,WillLu00,rush_long,0,,,,,
player,201710010sea,sea,WillLu00,targets,1,,,,,
player,201710010sea,sea,WillLu00,rec,1,,,,,
player,201710010sea,sea,WillLu00,rec_yds,6,,,,,
player,201710010sea,sea,WillLu00,rec_td,1,,,,,
player,201710010sea,sea,WillLu00,rec_long,6,,,,,
player,201710010sea,sea,WillLu00,fumbles,0,,,,,
player,201710010sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201710010sea,clt,FarlMa00,def_int,1,,,,,
player,201710010sea,clt,FarlMa00,def_int_yds,0,,,,,
player,201710010sea,clt,FarlMa00,def_int_td,0,,,,,
player,201710010sea,clt,FarlMa00,def_int_long,0,,,,,
player,201710010sea,clt,FarlMa00,pass_defended,1,,,,,
player,201710010sea,clt,FarlMa00,sacks,0.0,,,,,
player,201710010sea,clt,FarlMa00,tackles_combined,10,,,,,
player,201710010sea,clt,FarlMa00,tackles_solo,4,,,,,
player,201710010sea,clt,FarlMa00,tackles_assists,6,,,,,
player,201710010sea,clt,FarlMa00,tackles_loss,0,,,,,
player,201710010sea,clt,FarlMa00,qb_hits,0,,,,,
player,201710010sea,clt,FarlMa00,fumbles_rec,0,,,,,
player,201710010sea,clt,FarlMa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,FarlMa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,FarlMa00,fumbles_forced,0,,,,,
player,201710010sea,clt,HookMa00,def_int,1,,,,,
player,201710010sea,clt,HookMa00,def_int_yds,29,,,,,
player,201710010sea,clt,HookMa00,def_int_td,0,,,,,
player,201710010sea,clt,HookMa00,def_int_long,29,,,,,
player,201710010sea,clt,HookMa00,pass_defended,1,,,,,
player,201710010sea,clt,HookMa00,sacks,0.0,,,,,
player,201710010sea,clt,HookMa00,tackles_combined,3,,,,,
player,201710010sea,clt,HookMa00,tackles_solo,1,,,,,
player,201710010sea,clt,HookMa00,tackles_assists,2,,,,,
player,201710010sea,clt,HookMa00,tackles_loss,0,,,,,
player,201710010sea,clt,HookMa00,qb_hits,0,,,,,
player,201710010sea,clt,HookMa00,fumbles_rec,0,,,,,
player,201710010sea,clt,HookMa00,fumbles_rec_yds,0,,,,,
player,201710010sea,clt,HookMa00,fumbles_rec_td,0,,,,,
player,201710010sea,clt,HookMa00,fumbles_forced,0,,,,,
player,201710010sea,clt,SheaJa00,def_int,0,,,,,
player,201710010sea,clt,SheaJa00,def_int_yds,0,,,,,
