game,2017,4,20171001,201710010sea,clt,"Indianapolis Colts",18,sea,"Seattle Seahawks",46
player,201710010sea,sea,ReedJa02,sacks,0.0,,,,,
player,201710010sea,sea,ReedJa02,tackles_combined,3,,,,,
player,201710010sea,sea,ReedJa02,tackles_solo,1,,,,,
player,201710010sea,sea,ReedJa02,tackles_assists,2,,,,,
player,201710010sea,sea,ReedJa02,tackles_loss,0,,,,,
player,201710010sea,sea,ReedJa02,qb_hits,1,,,,,
player,201710010sea,sea,ReedJa02,fumbles_rec,0,,,,,
player,201710010sea,sea,ReedJa02,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,ReedJa02,fumbles_rec_td,0,,,,,
player,201710010sea,sea,ReedJa02,fumbles_forced,0,,,,,
player,201710010sea,sea,SmitGa01,def_int,0,,,,,
player,201710010sea,sea,SmitGa01,def_int_yds,0,,,,,
player,201710010sea,sea,SmitGa01,def_int_td,0,,,,,
player,201710010sea,sea,SmitGa01,def_int_long,0,,,,,
player,201710010sea,sea,SmitGa01,pass_defended,0,,,,,
player,201710010sea,sea,SmitGa01,sacks,0.0,,,,,
player,201710010sea,sea,SmitGa01,tackles_combined,3,,,,,
player,201710010sea,sea,SmitGa01,tackles_solo,1,,,,,
player,201710010sea,sea,SmitGa01,tackles_assists,2,,,,,
player,201710010sea,sea,SmitGa01,tackles_loss,0,,,,,
player,201710010sea,sea,SmitGa01,qb_hits,0,,,,,
player,201710010sea,sea,SmitGa01,fumbles_rec,0,,,,,
player,201710010sea,sea,SmitGa01,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,SmitGa01,fumbles_rec_td,0,,,,,
player,201710010sea,sea,SmitGa01,fumbles_forced,0,,,,,
player,201710010sea,sea,HillDe02,def_int,0,,,,,
player,201710010sea,sea,HillDe02,def_int_yds,0,,,,,
player,201710010sea,sea,HillDe02,def_int_td,0,,,,,
player,201710010sea,sea,HillDe02,def_int_long,0,,,,,
player,201710010sea,sea,HillDe02,pass_defended,0,,,,,
player,201710010sea,sea,HillDe02,sacks,0.0,,,,,
player,201710010sea,sea,HillDe02,tackles_combined,2,,,,,
player,201710010sea,sea,HillDe02,tackles_solo,1,,,,,
player,201710010sea,sea,HillDe02,tackles_assists,1,,,,,
player,201710010sea,sea,HillDe02,tackles_loss,0,,,,,
player,201710010sea,sea,HillDe02,qb_hits,0,,,,,
player,201710010sea,sea,HillDe02,fumbles_rec,0,,,,,
player,201710010sea,sea,HillDe02,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,HillDe02,fumbles_rec_td,0,,,,,
player,201710010sea,sea,HillDe02,fumbles_forced,0,,,,,
player,201710010sea,sea,SherRi00,def_int,0,,,,,
player,201710010sea,sea,SherRi00,def_int_yds,0,,,,,
player,201710010sea,sea,SherRi00,def_int_td,0,,,,,
player,201710010sea,sea,SherRi00,def_int_long,0,,,,,
player,201710010sea,sea,SherRi00,pass_defended,1,,,,,
player,201710010sea,sea,SherRi00,sacks,0.0,,,,,
player,201710010sea,sea,SherRi00,tackles_combined,2,,,,,
player,201710010sea,sea,SherRi00,tackles_solo,1,,,,,
player,201710010sea,sea,SherRi00,tackles_assists,1,,,,,
player,201710010sea,sea,SherRi00,tackles_loss,0,,,,,
player,201710010sea,sea,SherRi00,qb_hits,0,,,,,
player,201710010sea,sea,SherRi00,fumbles_rec,0,,,,,
player,201710010sea,sea,SherRi00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,SherRi00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,SherRi00,fumbles_forced,0,,,,,
player,201710010sea,sea,GarvTe00,def_int,0,,,,,
player,201710010sea,sea,GarvTe00,def_int_yds,0,,,,,
player,201710010sea,sea,GarvTe00,def_int_td,0,,,,,
player,201710010sea,sea,GarvTe00,def_int_long,0,,,,,
player,201710010sea,sea,GarvTe00,pass_defended,0,,,,,
player,201710010sea,sea,GarvTe00,sacks,0.0,,,,,
player,201710010sea,sea,GarvTe00,tackles_combined,1,,,,,
player,201710010sea,sea,GarvTe00,tackles_solo,0,,,,,
player,201710010sea,sea,GarvTe00,tackles_assists,1,,,,,
player,201710010sea,sea,GarvTe00,tackles_loss,0,,,,,
player,201710010sea,sea,GarvTe00,qb_hits,0,,,,,
player,201710010sea,sea,GarvTe00,fumbles_rec,0,,,,,
player,201710010sea,sea,GarvTe00,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,GarvTe00,fumbles_rec_td,0,,,,,
player,201710010sea,sea,GarvTe00,fumbles_forced,0,,,,,
player,201710010sea,sea,MaddTr01,def_int,0,,,,,
player,201710010sea,sea,MaddTr01,def_int_yds,0,,,,,
player,201710010sea,sea,MaddTr01,def_int_td,0,,,,,
player,201710010sea,sea,MaddTr01,def_int_long,0,,,,,
player,201710010sea,sea,MaddTr01,pass_defended,0,,,,,
player,201710010sea,sea,MaddTr01,sacks,0.0,,,,,
player,201710010sea,sea,MaddTr01,tackles_combined,1,,,,,
player,201710010sea,sea,MaddTr01,tackles_solo,1,,,,,
player,201710010sea,sea,MaddTr01,tackles_assists,0,,,,,
player,201710010sea,sea,MaddTr01,tackles_loss,0,,,,,
player,201710010sea,sea,MaddTr01,qb_hits,0,,,,,
player,201710010sea,sea,MaddTr01,fumbles_rec,0,,,,,
player,201710010sea,sea,MaddTr01,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,MaddTr01,fumbles_rec_td,0,,,,,
player,201710010sea,sea,MaddTr01,fumbles_forced,0,,,,,
player,201710010sea,sea,McEvTa01,def_int,0,,,,,
player,201710010sea,sea,McEvTa01,def_int_yds,0,,,,,
player,201710010sea,sea,McEvTa01,def_int_td,0,,,,,
player,201710010sea,sea,McEvTa01,def_int_long,0,,,,,
player,201710010sea,sea,McEvTa01,pass_defended,0,,,,,
player,201710010sea,sea,McEvTa01,sacks,0.0,,,,,
player,201710010sea,sea,McEvTa01,tackles_combined,1,,,,,
player,201710010sea,sea,McEvTa01,tackles_solo,1,,,,,
player,201710010sea,sea,McEvTa01,tackles_assists,0,,,,,
player,201710010sea,sea,McEvTa01,tackles_loss,0,,,,,
player,201710010sea,sea,McEvTa01,qb_hits,0,,,,,
player,201710010sea,sea,McEvTa01,fumbles_rec,0,,,,,
player,201710010sea,sea,McEvTa01,fumbles_rec_yds,0,,,,,
player,201710010sea,sea,McEvTa01,fumbles_rec_td,0,,,,,
player,201710010sea,sea,McEvTa01,fumbles_forced,0,,,,,
player,201710010sea,clt,BrayQu00,kick_ret,5,,,,,
player,201710010sea,clt,BrayQu00,kick_ret_yds,83,,,,,
player,201710010sea,clt,BrayQu00,kick_ret_yds_per_ret,16.6,,,,,
player,201710010sea,clt,BrayQu00,kick_ret_td,0,,,,,
player,201710010sea,clt,BrayQu00,kick_ret_long,22,,,,,
player,201710010sea,clt,BrayQu00,punt_ret,0,,,,,
player,201710010sea,clt,BrayQu00,punt_ret_yds,0,,,,,
player,201710010sea,clt,BrayQu00,punt_ret_yds_per_ret,,,,,,
player,201710010sea,clt,BrayQu00,punt_ret_td,0,,,,,
player,201710010sea,clt,BrayQu00,punt_ret_long,0,,,,,
player,201710010sea,sea,LockTy00,kick_ret,1,,,,,
player,201710010sea,sea,LockTy00,kick_ret_yds,16,,,,,
player,201710010sea,sea,LockTy00,kick_ret_yds_per_ret,16.0,,,,,
player,201710010sea,sea,LockTy00,kick_ret_td,0,,,,,
player,201710010sea,sea,LockTy00,kick_ret_long,16,,,,,
player,201710010sea,sea,LockTy00,punt_ret,0,,,,,
player,201710010sea,sea,LockTy00,punt_ret_yds,0,,,,,
player,201710010sea,sea,LockTy00,punt_ret_yds_per_ret,,,,,,
player,201710010sea,sea,LockTy00,punt_ret_td,0,,,,,
player,201710010sea,sea,LockTy00,punt_ret_long,0,,,,,
player,201710010sea,clt,vinatada01,xpm,1,,,,,
player,201710010sea,clt,vinatada01,xpa,1,,,,,
player,201710010sea,clt,vinatada01,fgm,1,,,,,
player,201710010sea,clt,vinatada01,fga,1,,,,,
player,201710010sea,clt,vinatada01,punt,0,,,,,
player,201710010sea,clt,vinatada01,punt_yds,0,,,,,
player,201710010sea,clt,vinatada01,punt_yds_per_punt,,,,,,
player,201710010sea,clt,vinatada01,punt_long,0,,,,,
player,201710010sea,clt,SancRi00,xpm,,,,,,
player,201710010sea,clt,SancRi00,xpa,,,,,,
player,201710010sea,clt,SancRi00,fgm,,,,,,
player,201710010sea,clt,SancRi00,fga,,,,,,
player,201710010sea,clt,SancRi00,punt,6,,,,,
player,201710010sea,clt,SancRi00,punt_yds,250,,,,,
player,201710010sea,clt,SancRi00,punt_yds_per_punt,41.7,,,,,
player,201710010sea,clt,SancRi00,punt_long,61,,,,,
player,201710010sea,sea,WalsBl00,xpm,5,,,,,
player,201710010sea,sea,WalsBl00,xpa,5,,,,,
player,201710010sea,sea,WalsBl00,fgm,1,,,,,
player,201710010sea,sea,WalsBl00,fga,2,,,,,
player,201710010sea,sea,WalsBl00,punt,0,,,,,
player,201710010sea,sea,WalsBl00,punt_yds,0,,,,,
player,201710010sea,sea,WalsBl00,punt_yds_per_punt,,,,,,
player,201710010sea,sea,WalsBl00,punt_long,0,,,,,
player,201710010sea,sea,RyanJo21,xpm,,,,,,
player,201710010sea,sea,RyanJo21,xpa,,,,,,
player,201710010sea,sea,RyanJo21,fgm,,,,,,
player,201710010sea,sea,RyanJo21,fga,,,,,,
player,201710010sea,sea,RyanJo21,punt,1,,,,,
player,201710010sea,sea,RyanJo21,punt_yds,35,,,,,
player,201710010sea,sea,RyanJo21,punt_yds_per_punt,35.0,,,,,
player,201710010sea,sea,RyanJo21,punt_long,35,,,,,
player,201710010sea,sea,AbouOd00,pos,G,,,,,
player,201710010sea,sea,AbouOd00,offense,68,,,,,
player,201710010sea,sea,AbouOd00,off_pct,100%,,,,,
player,201710010sea,sea,AbouOd00,defense,0,,,,,
player,201710010sea,sea,AbouOd00,def_pct,0%,,,,,
player,201710010sea,sea,AbouOd00,special_teams,8,,,,,
player,201710010sea,sea,AbouOd00,st_pct,27%,,,,,
player,201710010sea,sea,IfedGe00,pos,T,,,,,
player,201710010sea,sea,IfedGe00,offense,68,,,,,
player,201710010sea,sea,IfedGe00,off_pct,100%,,,,,
player,201710010sea,sea,IfedGe00,defense,0,,,,,
player,201710010sea,sea,IfedGe00,def_pct,0%,,,,,
player,201710010sea,sea,IfedGe00,special_teams,8,,,,,
player,201710010sea,sea,IfedGe00,st_pct,27%,,,,,
player,201710010sea,sea,JoecLu00,pos,G,,,,,
player,201710010sea,sea,JoecLu00,offense,68,,,,,
player,201710010sea,sea,JoecLu00,off_pct,100%,,,,,
player,201710010sea,sea,JoecLu00,defense,0,,,,,
player,201710010sea,sea,JoecLu00,def_pct,0%,,,,,
player,201710010sea,sea,JoecLu00,special_teams,8,,,,,
player,201710010sea,sea,JoecLu00,st_pct,27%,,,,,
player,201710010sea,sea,OdhiRe00,pos,T,,,,,
player,201710010sea,sea,OdhiRe00,offense,68,,,,,
player,201710010sea,sea,OdhiRe00,off_pct,100%,,,,,
player,201710010sea,sea,OdhiRe00,defense,0,,,,,
player,201710010sea,sea,OdhiRe00,def_pct,0%,,,,,
player,201710010sea,sea,OdhiRe00,special_teams,8,,,,,
player,201710010sea,sea,OdhiRe00,st_pct,27%,,,,,
player,201710010sea,sea,BritJu00,pos,C,,,,,
player,201710010sea,sea,BritJu00,offense,68,,,,,
player,201710010sea,sea,BritJu00,off_pct,100%,,,,,
player,201710010sea,sea,BritJu00,defense,0,,,,,
player,201710010sea,sea,BritJu00,def_pct,0%,,,,,
player,201710010sea,sea,BritJu00,special_teams,8,,,,,
player,201710010sea,sea,BritJu00,st_pct,27%,,,,,
player,201710010sea,sea,WilsRu00,pos,QB,,,,,
player,201710010sea,sea,WilsRu00,offense,68,,,,,
player,201710010sea,sea,WilsRu00,off_pct,100%,,,,,
player,201710010sea,sea,WilsRu00,defense,0,,,,,
player,201710010sea,sea,WilsRu00,def_pct,0%,,,,,
player,201710010sea,sea,WilsRu00,special_teams,0,,,,,
player,201710010sea,sea,WilsRu00,st_pct,0%,,,,,
player,201710010sea,sea,LockTy00,pos,WR,,,,,
player,201710010sea,sea,LockTy00,offense,50,,,,,
player,201710010sea,sea,LockTy00,off_pct,74%,,,,,
player,201710010sea,sea,LockTy00,defense,0,,,,,
player,201710010sea,sea,LockTy00,def_pct,0%,,,,,
player,201710010sea,sea,LockTy00,special_teams,10,,,,,
player,201710010sea,sea,LockTy00,st_pct,33%,,,,,
player,201710010sea,sea,RichPa01,pos,WR,,,,,
player,201710010sea,sea,RichPa01,offense,50,,,,,
player,201710010sea,sea,RichPa01,off_pct,74%,,,,,
player,201710010sea,sea,RichPa01,defense,0,,,,,
player,201710010sea,sea,RichPa01,def_pct,0%,,,,,
player,201710010sea,sea,RichPa01,special_teams,4,,,,,
player,201710010sea,sea,RichPa01,st_pct,13%,,,,,
player,201710010sea,sea,BaldDo00,pos,WR,,,,,
player,201710010sea,sea,BaldDo00,offense,46,,,,,
player,201710010sea,sea,BaldDo00,off_pct,68%,,,,,
player,201710010sea,sea,BaldDo00,defense,0,,,,,
player,201710010sea,sea,BaldDo00,def_pct,0%,,,,,
player,201710010sea,sea,BaldDo00,special_teams,0,,,,,
player,201710010sea,sea,BaldDo00,st_pct,0%,,,,,
player,201710010sea,sea,GrahJi00,pos,TE,,,,,
player,201710010sea,sea,GrahJi00,offense,46,,,,,
player,201710010sea,sea,GrahJi00,off_pct,68%,,,,,
player,201710010sea,sea,GrahJi00,defense,0,,,,,
player,201710010sea,sea,GrahJi00,def_pct,0%,,,,,
player,201710010sea,sea,GrahJi00,special_teams,0,,,,,
player,201710010sea,sea,GrahJi00,st_pct,0%,,,,,
player,201710010sea,sea,CarsCh00,pos,RB,,,,,
player,201710010sea,sea,CarsCh00,offense,35,,,,,
player,201710010sea,sea,CarsCh00,off_pct,51%,,,,,
player,201710010sea,sea,CarsCh00,defense,0,,,,,
player,201710010sea,sea,CarsCh00,def_pct,0%,,,,,
player,201710010sea,sea,CarsCh00,special_teams,0,,,,,
player,201710010sea,sea,CarsCh00,st_pct,0%,,,,,
player,201710010sea,sea,LacyEd00,pos,RB,,,,,
player,201710010sea,sea,LacyEd00,offense,23,,,,,
player,201710010sea,sea,LacyEd00,off_pct,34%,,,,,
player,201710010sea,sea,LacyEd00,defense,0,,,,,
player,201710010sea,sea,LacyEd00,def_pct,0%,,,,,
player,201710010sea,sea,LacyEd00,special_teams,0,,,,,
player,201710010sea,sea,LacyEd00,st_pct,0%,,,,,
player,201710010sea,sea,WillLu00,pos,TE,,,,,
player,201710010sea,sea,WillLu00,offense,22,,,,,
player,201710010sea,sea,WillLu00,off_pct,32%,,,,,
player,201710010sea,sea,WillLu00,defense,0,,,,,
player,201710010sea,sea,WillLu00,def_pct,0%,,,,,
player,201710010sea,sea,WillLu00,special_teams,13,,,,,
player,201710010sea,sea,WillLu00,st_pct,43%,,,,,
player,201710010sea,sea,VannNi00,pos,TE,,,,,
player,201710010sea,sea,VannNi00,offense,18,,,,,
player,201710010sea,sea,VannNi00,off_pct,26%,,,,,
player,201710010sea,sea,VannNi00,defense,0,,,,,
player,201710010sea,sea,VannNi00,def_pct,0%,,,,,
player,201710010sea,sea,VannNi00,special_teams,13,,,,,
player,201710010sea,sea,VannNi00,st_pct,43%,,,,,
player,201710010sea,sea,DarbAm00,pos,WR,,,,,
player,201710010sea,sea,DarbAm00,offense,16,,,,,
player,201710010sea,sea,DarbAm00,off_pct,24%,,,,,
player,201710010sea,sea,DarbAm00,defense,0,,,,,
player,201710010sea,sea,DarbAm00,def_pct,0%,,,,,
player,201710010sea,sea,DarbAm00,special_teams,6,,,,,
player,201710010sea,sea,DarbAm00,st_pct,20%,,,,,
player,201710010sea,sea,McEvTa01,pos,WR,,,,,
player,201710010sea,sea,McEvTa01,offense,13,,,,,
player,201710010sea,sea,McEvTa01,off_pct,19%,,,,,
player,201710010sea,sea,McEvTa01,defense,0,,,,,
player,201710010sea,sea,McEvTa01,def_pct,0%,,,,,
player,201710010sea,sea,McEvTa01,special_teams,15,,,,,
player,201710010sea,sea,McEvTa01,st_pct,50%,,,,,
player,201710010sea,sea,McKiJ.00,pos,WR,,,,,
player,201710010sea,sea,McKiJ.00,offense,10,,,,,
player,201710010sea,sea,McKiJ.00,off_pct,15%,,,,,
player,201710010sea,sea,McKiJ.00,defense,0,,,,,
player,201710010sea,sea,McKiJ.00,def_pct,0%,,,,,
player,201710010sea,sea,McKiJ.00,special_teams,9,,,,,
player,201710010sea,sea,McKiJ.00,st_pct,30%,,,,,
player,201710010sea,sea,MaddTr01,pos,FB,,,,,
player,201710010sea,sea,MaddTr01,offense,8,,,,,
player,201710010sea,sea,MaddTr01,off_pct,12%,,,,,
player,201710010sea,sea,MaddTr01,defense,0,,,,,
player,201710010sea,sea,MaddTr01,def_pct,0%,,,,,
player,201710010sea,sea,MaddTr01,special_teams,19,,,,,
player,201710010sea,sea,MaddTr01,st_pct,63%,,,,,
player,201710010sea,sea,TobiMa00,pos,T,,,,,
player,201710010sea,sea,TobiMa00,offense,3,,,,,
player,201710010sea,sea,TobiMa00,off_pct,4%,,,,,
player,201710010sea,sea,TobiMa00,defense,0,,,,,
player,201710010sea,sea,TobiMa00,def_pct,0%,,,,,
player,201710010sea,sea,TobiMa00,special_teams,4,,,,,
player,201710010sea,sea,TobiMa00,st_pct,13%,,,,,
player,201710010sea,sea,SherRi00,pos,CB,,,,,
player,201710010sea,sea,SherRi00,offense,0,,,,,
player,201710010sea,sea,SherRi00,off_pct,0%,,,,,
player,201710010sea,sea,SherRi00,defense,58,,,,,
player,201710010sea,sea,SherRi00,def_pct,97%,,,,,
player,201710010sea,sea,SherRi00,special_teams,5,,,,,
player,201710010sea,sea,SherRi00,st_pct,17%,,,,,
player,201710010sea,sea,ChanKa99,pos,SS,,,,,
player,201710010sea,sea,ChanKa99,offense,0,,,,,
player,201710010sea,sea,ChanKa99,off_pct,0%,,,,,
player,201710010sea,sea,ChanKa99,defense,56,,,,,
player,201710010sea,sea,ChanKa99,def_pct,93%,,,,,
player,201710010sea,sea,ChanKa99,special_teams,8,,,,,
player,201710010sea,sea,ChanKa99,st_pct,27%,,,,,
player,201710010sea,sea,GrifSh00,pos,CB,,,,,
player,201710010sea,sea,GrifSh00,offense,0,,,,,
player,201710010sea,sea,GrifSh00,off_pct,0%,,,,,
player,201710010sea,sea,GrifSh00,defense,56,,,,,
player,201710010sea,sea,GrifSh00,def_pct,93%,,,,,
player,201710010sea,sea,GrifSh00,special_teams,7,,,,,
player,201710010sea,sea,GrifSh00,st_pct,23%,,,,,
player,201710010sea,sea,WrigK.00,pos,LB,,,,,
player,201710010sea,sea,WrigK.00,offense,0,,,,,
player,201710010sea,sea,WrigK.00,off_pct,0%,,,,,
player,201710010sea,sea,WrigK.00,defense,56,,,,,
player,201710010sea,sea,WrigK.00,def_pct,93%,,,,,
player,201710010sea,sea,WrigK.00,special_teams,3,,,,,
player,201710010sea,sea,WrigK.00,st_pct,10%,,,,,
player,201710010sea,sea,WagnBo00,pos,LB,,,,,
player,201710010sea,sea,WagnBo00,offense,0,,,,,
player,201710010sea,sea,WagnBo00,off_pct,0%,,,,,
player,201710010sea,sea,WagnBo00,defense,56,,,,,
player,201710010sea,sea,WagnBo00,def_pct,93%,,,,,
player,201710010sea,sea,WagnBo00,special_teams,3,,,,,
player,201710010sea,sea,WagnBo00,st_pct,10%,,,,,
player,201710010sea,sea,ThomEa99,pos,FS,,,,,
player,201710010sea,sea,ThomEa99,offense,0,,,,,
player,201710010sea,sea,ThomEa99,off_pct,0%,,,,,
player,201710010sea,sea,ThomEa99,defense,56,,,,,
player,201710010sea,sea,ThomEa99,def_pct,93%,,,,,
player,201710010sea,sea,ThomEa99,special_teams,0,,,,,
player,201710010sea,sea,ThomEa99,st_pct,0%,,,,,
player,201710010sea,sea,BennMi99,pos,DE,,,,,
player,201710010sea,sea,BennMi99,offense,0,,,,,
player,201710010sea,sea,BennMi99,off_pct,0%,,,,,
player,201710010sea,sea,BennMi99,defense,51,,,,,
player,201710010sea,sea,BennMi99,def_pct,85%,,,,,
player,201710010sea,sea,BennMi99,special_teams,0,,,,,
player,201710010sea,sea,BennMi99,st_pct,0%,,,,,
player,201710010sea,sea,ColeJu01,pos,CB,,,,,
player,201710010sea,sea,ColeJu01,offense,0,,,,,
player,201710010sea,sea,ColeJu01,off_pct,0%,,,,,
player,201710010sea,sea,ColeJu01,defense,40,,,,,
player,201710010sea,sea,ColeJu01,def_pct,67%,,,,,
player,201710010sea,sea,ColeJu01,special_teams,15,,,,,
player,201710010sea,sea,ColeJu01,st_pct,50%,,,,,
player,201710010sea,sea,ClarFr01,pos,DE,,,,,
player,201710010sea,sea,ClarFr01,offense,0,,,,,
player,201710010sea,sea,ClarFr01,off_pct,0%,,,,,
player,201710010sea,sea,ClarFr01,defense,40,,,,,
player,201710010sea,sea,ClarFr01,def_pct,67%,,,,,
player,201710010sea,sea,ClarFr01,special_teams,3,,,,,
player,201710010sea,sea,ClarFr01,st_pct,10%,,,,,
player,201710010sea,sea,RichSh00,pos,DT,,,,,
player,201710010sea,sea,RichSh00,offense,0,,,,,
player,201710010sea,sea,RichSh00,off_pct,0%,,,,,
player,201710010sea,sea,RichSh00,defense,39,,,,,
player,201710010sea,sea,RichSh00,def_pct,65%,,,,,
player,201710010sea,sea,RichSh00,special_teams,3,,,,,
player,201710010sea,sea,RichSh00,st_pct,10%,,,,,
player,201710010sea,sea,ReedJa02,pos,DT,,,,,
player,201710010sea,sea,ReedJa02,offense,0,,,,,
player,201710010sea,sea,ReedJa02,off_pct,0%,,,,,
player,201710010sea,sea,ReedJa02,defense,32,,,,,
player,201710010sea,sea,ReedJa02,def_pct,53%,,,,,
player,201710010sea,sea,ReedJa02,special_teams,3,,,,,
player,201710010sea,sea,ReedJa02,st_pct,10%,,,,,
player,201710010sea,sea,SmitMa03,pos,DE,,,,,
player,201710010sea,sea,SmitMa03,offense,0,,,,,
player,201710010sea,sea,SmitMa03,off_pct,0%,,,,,
player,201710010sea,sea,SmitMa03,defense,27,,,,,
player,201710010sea,sea,SmitMa03,def_pct,45%,,,,,
player,201710010sea,sea,SmitMa03,special_teams,1,,,,,
player,201710010sea,sea,SmitMa03,st_pct,3%,,,,,
player,201710010sea,sea,WilhMi00,pos,LB,,,,,
player,201710010sea,sea,WilhMi00,offense,0,,,,,
player,201710010sea,sea,WilhMi00,off_pct,0%,,,,,
player,201710010sea,sea,WilhMi00,defense,22,,,,,
player,201710010sea,sea,WilhMi00,def_pct,37%,,,,,
player,201710010sea,sea,WilhMi00,special_teams,14,,,,,
player,201710010sea,sea,WilhMi00,st_pct,47%,,,,,
player,201710010sea,sea,JoneNa00,pos,DT,,,,,
player,201710010sea,sea,JoneNa00,offense,0,,,,,
player,201710010sea,sea,JoneNa00,off_pct,0%,,,,,
player,201710010sea,sea,JoneNa00,defense,22,,,,,
player,201710010sea,sea,JoneNa00,def_pct,37%,,,,,
player,201710010sea,sea,JoneNa00,special_teams,2,,,,,
player,201710010sea,sea,JoneNa00,st_pct,7%,,,,,
player,201710010sea,sea,SmitGa01,pos,DT,,,,,
player,201710010sea,sea,SmitGa01,offense,0,,,,,
player,201710010sea,sea,SmitGa01,off_pct,0%,,,,,
player,201710010sea,sea,SmitGa01,defense,20,,,,,
player,201710010sea,sea,SmitGa01,def_pct,33%,,,,,
player,201710010sea,sea,SmitGa01,special_teams,0,,,,,
player,201710010sea,sea,SmitGa01,st_pct,0%,,,,,
player,201710010sea,sea,AvriCl99,pos,DE,,,,,
player,201710010sea,sea,AvriCl99,offense,0,,,,,
player,201710010sea,sea,AvriCl99,off_pct,0%,,,,,
player,201710010sea,sea,AvriCl99,defense,11,,,,,
player,201710010sea,sea,AvriCl99,def_pct,18%,,,,,
player,201710010sea,sea,AvriCl99,special_teams,0,,,,,
player,201710010sea,sea,AvriCl99,st_pct,0%,,,,,
player,201710010sea,sea,GarvTe00,pos,LB,,,,,
player,201710010sea,sea,GarvTe00,offense,0,,,,,
player,201710010sea,sea,GarvTe00,off_pct,0%,,,,,
player,201710010sea,sea,GarvTe00,defense,6,,,,,
player,201710010sea,sea,GarvTe00,def_pct,10%,,,,,
player,201710010sea,sea,GarvTe00,special_teams,20,,,,,
player,201710010sea,sea,GarvTe00,st_pct,67%,,,,,
player,201710010sea,sea,McDoBr01,pos,FS,,,,,
player,201710010sea,sea,McDoBr01,offense,0,,,,,
player,201710010sea,sea,McDoBr01,off_pct,0%,,,,,
player,201710010sea,sea,McDoBr01,defense,4,,,,,
player,201710010sea,sea,McDoBr01,def_pct,7%,,,,,
player,201710010sea,sea,McDoBr01,special_teams,21,,,,,
player,201710010sea,sea,McDoBr01,st_pct,70%,,,,,
player,201710010sea,sea,HillDe02,pos,SS,,,,,
player,201710010sea,sea,HillDe02,offense,0,,,,,
player,201710010sea,sea,HillDe02,off_pct,0%,,,,,
player,201710010sea,sea,HillDe02,defense,4,,,,,
player,201710010sea,sea,HillDe02,def_pct,7%,,,,,
player,201710010sea,sea,HillDe02,special_teams,14,,,,,
player,201710010sea,sea,HillDe02,st_pct,47%,,,,,
player,201710010sea,sea,LaneJe00,pos,CB,,,,,
player,201710010sea,sea,LaneJe00,offense,0,,,,,
player,201710010sea,sea,LaneJe00,off_pct,0%,,,,,
player,201710010sea,sea,LaneJe00,defense,4,,,,,
player,201710010sea,sea,LaneJe00,def_pct,7%,,,,,
player,201710010sea,sea,LaneJe00,special_teams,0,,,,,
player,201710010sea,sea,LaneJe00,st_pct,0%,,,,,
player,201710010sea,sea,AlexD.00,pos,LB,,,,,
player,201710010sea,sea,AlexD.00,offense,0,,,,,
player,201710010sea,sea,AlexD.00,off_pct,0%,,,,,
player,201710010sea,sea,AlexD.00,defense,0,,,,,
player,201710010sea,sea,AlexD.00,def_pct,0%,,,,,
player,201710010sea,sea,AlexD.00,special_teams,19,,,,,
player,201710010sea,sea,AlexD.00,st_pct,63%,,,,,
player,201710010sea,sea,WalsBl00,pos,K,,,,,
player,201710010sea,sea,WalsBl00,offense,0,,,,,
player,201710010sea,sea,WalsBl00,off_pct,0%,,,,,
player,201710010sea,sea,WalsBl00,defense,0,,,,,
player,201710010sea,sea,WalsBl00,def_pct,0%,,,,,
player,201710010sea,sea,WalsBl00,special_teams,16,,,,,
player,201710010sea,sea,WalsBl00,st_pct,53%,,,,,
player,201710010sea,sea,PociEt00,pos,C,,,,,
player,201710010sea,sea,PociEt00,offense,0,,,,,
player,201710010sea,sea,PociEt00,off_pct,0%,,,,,
player,201710010sea,sea,PociEt00,defense,0,,,,,
player,201710010sea,sea,PociEt00,def_pct,0%,,,,,
player,201710010sea,sea,PociEt00,special_teams,12,,,,,
player,201710010sea,sea,PociEt00,st_pct,40%,,,,,
player,201710010sea,sea,RyanJo21,pos,P,,,,,
player,201710010sea,sea,RyanJo21,offense,0,,,,,
player,201710010sea,sea,RyanJo21,off_pct,0%,,,,,
player,201710010sea,sea,RyanJo21,defense,0,,,,,
player,201710010sea,sea,RyanJo21,def_pct,0%,,,,,
player,201710010sea,sea,RyanJo21,special_teams,10,,,,,
player,201710010sea,sea,RyanJo21,st_pct,33%,,,,,
player,201710010sea,sea,OttxTy00,pos,LS,,,,,
player,201710010sea,sea,OttxTy00,offense,0,,,,,
player,201710010sea,sea,OttxTy00,off_pct,0%,,,,,
player,201710010sea,sea,OttxTy00,defense,0,,,,,
player,201710010sea,sea,OttxTy00,def_pct,0%,,,,,
player,201710010sea,sea,OttxTy00,special_teams,9,,,,,
player,201710010sea,sea,OttxTy00,st_pct,30%,,,,,
player,201710010sea,sea,MarcJu00,pos,LB,,,,,
player,201710010sea,sea,MarcJu00,offense,0,,,,,
