game,2017,13,20171203,201712030sea,phi,"Philadelphia Eagles",10,sea,"Seattle Seahawks",24
player,201712030sea,phi,ClemCo00,targets,3,,,,,
player,201712030sea,phi,ClemCo00,rec,3,,,,,
player,201712030sea,phi,ClemCo00,rec_yds,30,,,,,
player,201712030sea,phi,ClemCo00,rec_td,0,,,,,
player,201712030sea,phi,ClemCo00,rec_long,23,,,,,
player,201712030sea,phi,ClemCo00,fumbles,0,,,,,
player,201712030sea,phi,ClemCo00,fumbles_lost,0,,,,,
player,201712030sea,phi,AghoNe00,pass_cmp,0,,,,,
player,201712030sea,phi,AghoNe00,pass_att,0,,,,,
player,201712030sea,phi,AghoNe00,pass_yds,0,,,,,
player,201712030sea,phi,AghoNe00,pass_td,0,,,,,
player,201712030sea,phi,AghoNe00,pass_int,0,,,,,
player,201712030sea,phi,AghoNe00,pass_sacked,0,,,,,
player,201712030sea,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201712030sea,phi,AghoNe00,pass_long,0,,,,,
player,201712030sea,phi,AghoNe00,pass_rating,,,,,,
player,201712030sea,phi,AghoNe00,rush_att,0,,,,,
player,201712030sea,phi,AghoNe00,rush_yds,0,,,,,
player,201712030sea,phi,AghoNe00,rush_td,0,,,,,
player,201712030sea,phi,AghoNe00,rush_long,0,,,,,
player,201712030sea,phi,AghoNe00,targets,12,,,,,
player,201712030sea,phi,AghoNe00,rec,7,,,,,
player,201712030sea,phi,AghoNe00,rec_yds,141,,,,,
player,201712030sea,phi,AghoNe00,rec_td,1,,,,,
player,201712030sea,phi,AghoNe00,rec_long,51,,,,,
player,201712030sea,phi,AghoNe00,fumbles,0,,,,,
player,201712030sea,phi,AghoNe00,fumbles_lost,0,,,,,
player,201712030sea,phi,JeffAl00,pass_cmp,0,,,,,
player,201712030sea,phi,JeffAl00,pass_att,0,,,,,
player,201712030sea,phi,JeffAl00,pass_yds,0,,,,,
player,201712030sea,phi,JeffAl00,pass_td,0,,,,,
player,201712030sea,phi,JeffAl00,pass_int,0,,,,,
player,201712030sea,phi,JeffAl00,pass_sacked,0,,,,,
player,201712030sea,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201712030sea,phi,JeffAl00,pass_long,0,,,,,
player,201712030sea,phi,JeffAl00,pass_rating,,,,,,
player,201712030sea,phi,JeffAl00,rush_att,0,,,,,
player,201712030sea,phi,JeffAl00,rush_yds,0,,,,,
player,201712030sea,phi,JeffAl00,rush_td,0,,,,,
player,201712030sea,phi,JeffAl00,rush_long,0,,,,,
player,201712030sea,phi,JeffAl00,targets,6,,,,,
player,201712030sea,phi,JeffAl00,rec,4,,,,,
player,201712030sea,phi,JeffAl00,rec_yds,61,,,,,
player,201712030sea,phi,JeffAl00,rec_td,0,,,,,
player,201712030sea,phi,JeffAl00,rec_long,23,,,,,
player,201712030sea,phi,JeffAl00,fumbles,0,,,,,
player,201712030sea,phi,JeffAl00,fumbles_lost,0,,,,,
player,201712030sea,phi,BurtTr01,pass_cmp,0,,,,,
player,201712030sea,phi,BurtTr01,pass_att,0,,,,,
player,201712030sea,phi,BurtTr01,pass_yds,0,,,,,
player,201712030sea,phi,BurtTr01,pass_td,0,,,,,
player,201712030sea,phi,BurtTr01,pass_int,0,,,,,
player,201712030sea,phi,BurtTr01,pass_sacked,0,,,,,
player,201712030sea,phi,BurtTr01,pass_sacked_yds,0,,,,,
player,201712030sea,phi,BurtTr01,pass_long,0,,,,,
player,201712030sea,phi,BurtTr01,pass_rating,,,,,,
player,201712030sea,phi,BurtTr01,rush_att,0,,,,,
player,201712030sea,phi,BurtTr01,rush_yds,0,,,,,
player,201712030sea,phi,BurtTr01,rush_td,0,,,,,
player,201712030sea,phi,BurtTr01,rush_long,0,,,,,
player,201712030sea,phi,BurtTr01,targets,7,,,,,
player,201712030sea,phi,BurtTr01,rec,4,,,,,
player,201712030sea,phi,BurtTr01,rec_yds,42,,,,,
player,201712030sea,phi,BurtTr01,rec_td,0,,,,,
player,201712030sea,phi,BurtTr01,rec_long,14,,,,,
player,201712030sea,phi,BurtTr01,fumbles,0,,,,,
player,201712030sea,phi,BurtTr01,fumbles_lost,0,,,,,
player,201712030sea,phi,SmitTo02,pass_cmp,0,,,,,
player,201712030sea,phi,SmitTo02,pass_att,0,,,,,
player,201712030sea,phi,SmitTo02,pass_yds,0,,,,,
player,201712030sea,phi,SmitTo02,pass_td,0,,,,,
player,201712030sea,phi,SmitTo02,pass_int,0,,,,,
player,201712030sea,phi,SmitTo02,pass_sacked,0,,,,,
player,201712030sea,phi,SmitTo02,pass_sacked_yds,0,,,,,
player,201712030sea,phi,SmitTo02,pass_long,0,,,,,
player,201712030sea,phi,SmitTo02,pass_rating,,,,,,
player,201712030sea,phi,SmitTo02,rush_att,0,,,,,
player,201712030sea,phi,SmitTo02,rush_yds,0,,,,,
player,201712030sea,phi,SmitTo02,rush_td,0,,,,,
player,201712030sea,phi,SmitTo02,rush_long,0,,,,,
player,201712030sea,phi,SmitTo02,targets,7,,,,,
player,201712030sea,phi,SmitTo02,rec,5,,,,,
player,201712030sea,phi,SmitTo02,rec_yds,29,,,,,
player,201712030sea,phi,SmitTo02,rec_td,0,,,,,
player,201712030sea,phi,SmitTo02,rec_long,11,,,,,
player,201712030sea,phi,SmitTo02,fumbles,0,,,,,
player,201712030sea,phi,SmitTo02,fumbles_lost,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_cmp,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_att,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_yds,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_td,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_int,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_sacked,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_long,0,,,,,
player,201712030sea,phi,ErtzZa00,pass_rating,,,,,,
player,201712030sea,phi,ErtzZa00,rush_att,0,,,,,
player,201712030sea,phi,ErtzZa00,rush_yds,0,,,,,
player,201712030sea,phi,ErtzZa00,rush_td,0,,,,,
player,201712030sea,phi,ErtzZa00,rush_long,0,,,,,
player,201712030sea,phi,ErtzZa00,targets,4,,,,,
player,201712030sea,phi,ErtzZa00,rec,2,,,,,
player,201712030sea,phi,ErtzZa00,rec_yds,24,,,,,
player,201712030sea,phi,ErtzZa00,rec_td,0,,,,,
player,201712030sea,phi,ErtzZa00,rec_long,14,,,,,
player,201712030sea,phi,ErtzZa00,fumbles,0,,,,,
player,201712030sea,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201712030sea,phi,HollMa00,pass_cmp,0,,,,,
player,201712030sea,phi,HollMa00,pass_att,0,,,,,
player,201712030sea,phi,HollMa00,pass_yds,0,,,,,
player,201712030sea,phi,HollMa00,pass_td,0,,,,,
player,201712030sea,phi,HollMa00,pass_int,0,,,,,
player,201712030sea,phi,HollMa00,pass_sacked,0,,,,,
player,201712030sea,phi,HollMa00,pass_sacked_yds,0,,,,,
player,201712030sea,phi,HollMa00,pass_long,0,,,,,
player,201712030sea,phi,HollMa00,pass_rating,,,,,,
player,201712030sea,phi,HollMa00,rush_att,0,,,,,
player,201712030sea,phi,HollMa00,rush_yds,0,,,,,
player,201712030sea,phi,HollMa00,rush_td,0,,,,,
player,201712030sea,phi,HollMa00,rush_long,0,,,,,
player,201712030sea,phi,HollMa00,targets,1,,,,,
player,201712030sea,phi,HollMa00,rec,1,,,,,
player,201712030sea,phi,HollMa00,rec_yds,10,,,,,
player,201712030sea,phi,HollMa00,rec_td,0,,,,,
player,201712030sea,phi,HollMa00,rec_long,10,,,,,
player,201712030sea,phi,HollMa00,fumbles,0,,,,,
player,201712030sea,phi,HollMa00,fumbles_lost,0,,,,,
player,201712030sea,phi,BarnKe00,pass_cmp,0,,,,,
player,201712030sea,phi,BarnKe00,pass_att,0,,,,,
player,201712030sea,phi,BarnKe00,pass_yds,0,,,,,
player,201712030sea,phi,BarnKe00,pass_td,0,,,,,
player,201712030sea,phi,BarnKe00,pass_int,0,,,,,
player,201712030sea,phi,BarnKe00,pass_sacked,0,,,,,
player,201712030sea,phi,BarnKe00,pass_sacked_yds,0,,,,,
player,201712030sea,phi,BarnKe00,pass_long,0,,,,,
player,201712030sea,phi,BarnKe00,pass_rating,,,,,,
player,201712030sea,phi,BarnKe00,rush_att,0,,,,,
player,201712030sea,phi,BarnKe00,rush_yds,0,,,,,
player,201712030sea,phi,BarnKe00,rush_td,0,,,,,
player,201712030sea,phi,BarnKe00,rush_long,0,,,,,
player,201712030sea,phi,BarnKe00,targets,1,,,,,
player,201712030sea,phi,BarnKe00,rec,0,,,,,
player,201712030sea,phi,BarnKe00,rec_yds,0,,,,,
player,201712030sea,phi,BarnKe00,rec_td,0,,,,,
player,201712030sea,phi,BarnKe00,rec_long,0,,,,,
player,201712030sea,phi,BarnKe00,fumbles,0,,,,,
player,201712030sea,phi,BarnKe00,fumbles_lost,0,,,,,
player,201712030sea,sea,WilsRu00,pass_cmp,20,,,,,
player,201712030sea,sea,WilsRu00,pass_att,31,,,,,
player,201712030sea,sea,WilsRu00,pass_yds,227,,,,,
player,201712030sea,sea,WilsRu00,pass_td,3,,,,,
player,201712030sea,sea,WilsRu00,pass_int,0,,,,,
player,201712030sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201712030sea,sea,WilsRu00,pass_sacked_yds,18,,,,,
player,201712030sea,sea,WilsRu00,pass_long,47,,,,,
player,201712030sea,sea,WilsRu00,pass_rating,118.6,,,,,
player,201712030sea,sea,WilsRu00,rush_att,6,,,,,
player,201712030sea,sea,WilsRu00,rush_yds,31,,,,,
player,201712030sea,sea,WilsRu00,rush_td,0,,,,,
player,201712030sea,sea,WilsRu00,rush_long,10,,,,,
player,201712030sea,sea,WilsRu00,targets,0,,,,,
player,201712030sea,sea,WilsRu00,rec,0,,,,,
player,201712030sea,sea,WilsRu00,rec_yds,0,,,,,
player,201712030sea,sea,WilsRu00,rec_td,0,,,,,
player,201712030sea,sea,WilsRu00,rec_long,0,,,,,
player,201712030sea,sea,WilsRu00,fumbles,0,,,,,
player,201712030sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201712030sea,sea,DaviMi01,pass_cmp,0,,,,,
player,201712030sea,sea,DaviMi01,pass_att,0,,,,,
player,201712030sea,sea,DaviMi01,pass_yds,0,,,,,
player,201712030sea,sea,DaviMi01,pass_td,0,,,,,
player,201712030sea,sea,DaviMi01,pass_int,0,,,,,
player,201712030sea,sea,DaviMi01,pass_sacked,0,,,,,
player,201712030sea,sea,DaviMi01,pass_sacked_yds,0,,,,,
player,201712030sea,sea,DaviMi01,pass_long,0,,,,,
player,201712030sea,sea,DaviMi01,pass_rating,,,,,,
player,201712030sea,sea,DaviMi01,rush_att,16,,,,,
player,201712030sea,sea,DaviMi01,rush_yds,64,,,,,
player,201712030sea,sea,DaviMi01,rush_td,0,,,,,
player,201712030sea,sea,DaviMi01,rush_long,22,,,,,
player,201712030sea,sea,DaviMi01,targets,4,,,,,
player,201712030sea,sea,DaviMi01,rec,4,,,,,
player,201712030sea,sea,DaviMi01,rec_yds,37,,,,,
player,201712030sea,sea,DaviMi01,rec_td,0,,,,,
player,201712030sea,sea,DaviMi01,rec_long,23,,,,,
player,201712030sea,sea,DaviMi01,fumbles,0,,,,,
player,201712030sea,sea,DaviMi01,fumbles_lost,0,,,,,
player,201712030sea,sea,RawlTh00,pass_cmp,0,,,,,
player,201712030sea,sea,RawlTh00,pass_att,0,,,,,
player,201712030sea,sea,RawlTh00,pass_yds,0,,,,,
player,201712030sea,sea,RawlTh00,pass_td,0,,,,,
player,201712030sea,sea,RawlTh00,pass_int,0,,,,,
player,201712030sea,sea,RawlTh00,pass_sacked,0,,,,,
player,201712030sea,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,RawlTh00,pass_long,0,,,,,
player,201712030sea,sea,RawlTh00,pass_rating,,,,,,
player,201712030sea,sea,RawlTh00,rush_att,1,,,,,
player,201712030sea,sea,RawlTh00,rush_yds,4,,,,,
player,201712030sea,sea,RawlTh00,rush_td,0,,,,,
player,201712030sea,sea,RawlTh00,rush_long,4,,,,,
player,201712030sea,sea,RawlTh00,targets,0,,,,,
player,201712030sea,sea,RawlTh00,rec,0,,,,,
player,201712030sea,sea,RawlTh00,rec_yds,0,,,,,
player,201712030sea,sea,RawlTh00,rec_td,0,,,,,
player,201712030sea,sea,RawlTh00,rec_long,0,,,,,
player,201712030sea,sea,RawlTh00,fumbles,0,,,,,
player,201712030sea,sea,RawlTh00,fumbles_lost,0,,,,,
player,201712030sea,sea,LacyEd00,pass_cmp,0,,,,,
player,201712030sea,sea,LacyEd00,pass_att,0,,,,,
player,201712030sea,sea,LacyEd00,pass_yds,0,,,,,
player,201712030sea,sea,LacyEd00,pass_td,0,,,,,
player,201712030sea,sea,LacyEd00,pass_int,0,,,,,
player,201712030sea,sea,LacyEd00,pass_sacked,0,,,,,
player,201712030sea,sea,LacyEd00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,LacyEd00,pass_long,0,,,,,
player,201712030sea,sea,LacyEd00,pass_rating,,,,,,
player,201712030sea,sea,LacyEd00,rush_att,1,,,,,
player,201712030sea,sea,LacyEd00,rush_yds,3,,,,,
player,201712030sea,sea,LacyEd00,rush_td,0,,,,,
player,201712030sea,sea,LacyEd00,rush_long,3,,,,,
player,201712030sea,sea,LacyEd00,targets,0,,,,,
player,201712030sea,sea,LacyEd00,rec,0,,,,,
player,201712030sea,sea,LacyEd00,rec_yds,0,,,,,
player,201712030sea,sea,LacyEd00,rec_td,0,,,,,
player,201712030sea,sea,LacyEd00,rec_long,0,,,,,
player,201712030sea,sea,LacyEd00,fumbles,0,,,,,
player,201712030sea,sea,LacyEd00,fumbles_lost,0,,,,,
player,201712030sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201712030sea,sea,BaldDo00,pass_att,0,,,,,
player,201712030sea,sea,BaldDo00,pass_yds,0,,,,,
player,201712030sea,sea,BaldDo00,pass_td,0,,,,,
player,201712030sea,sea,BaldDo00,pass_int,0,,,,,
player,201712030sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201712030sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,BaldDo00,pass_long,0,,,,,
player,201712030sea,sea,BaldDo00,pass_rating,,,,,,
player,201712030sea,sea,BaldDo00,rush_att,0,,,,,
player,201712030sea,sea,BaldDo00,rush_yds,0,,,,,
player,201712030sea,sea,BaldDo00,rush_td,0,,,,,
player,201712030sea,sea,BaldDo00,rush_long,0,,,,,
player,201712030sea,sea,BaldDo00,targets,7,,,,,
player,201712030sea,sea,BaldDo00,rec,5,,,,,
player,201712030sea,sea,BaldDo00,rec_yds,84,,,,,
player,201712030sea,sea,BaldDo00,rec_td,0,,,,,
player,201712030sea,sea,BaldDo00,rec_long,47,,,,,
player,201712030sea,sea,BaldDo00,fumbles,0,,,,,
player,201712030sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201712030sea,sea,VannNi00,pass_cmp,0,,,,,
player,201712030sea,sea,VannNi00,pass_att,0,,,,,
player,201712030sea,sea,VannNi00,pass_yds,0,,,,,
player,201712030sea,sea,VannNi00,pass_td,0,,,,,
player,201712030sea,sea,VannNi00,pass_int,0,,,,,
player,201712030sea,sea,VannNi00,pass_sacked,0,,,,,
player,201712030sea,sea,VannNi00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,VannNi00,pass_long,0,,,,,
player,201712030sea,sea,VannNi00,pass_rating,,,,,,
player,201712030sea,sea,VannNi00,rush_att,0,,,,,
player,201712030sea,sea,VannNi00,rush_yds,0,,,,,
player,201712030sea,sea,VannNi00,rush_td,0,,,,,
player,201712030sea,sea,VannNi00,rush_long,0,,,,,
player,201712030sea,sea,VannNi00,targets,3,,,,,
player,201712030sea,sea,VannNi00,rec,3,,,,,
player,201712030sea,sea,VannNi00,rec_yds,40,,,,,
player,201712030sea,sea,VannNi00,rec_td,0,,,,,
player,201712030sea,sea,VannNi00,rec_long,21,,,,,
player,201712030sea,sea,VannNi00,fumbles,0,,,,,
player,201712030sea,sea,VannNi00,fumbles_lost,0,,,,,
player,201712030sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201712030sea,sea,GrahJi00,pass_att,0,,,,,
player,201712030sea,sea,GrahJi00,pass_yds,0,,,,,
player,201712030sea,sea,GrahJi00,pass_td,0,,,,,
player,201712030sea,sea,GrahJi00,pass_int,0,,,,,
player,201712030sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201712030sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,GrahJi00,pass_long,0,,,,,
player,201712030sea,sea,GrahJi00,pass_rating,,,,,,
player,201712030sea,sea,GrahJi00,rush_att,0,,,,,
player,201712030sea,sea,GrahJi00,rush_yds,0,,,,,
player,201712030sea,sea,GrahJi00,rush_td,0,,,,,
player,201712030sea,sea,GrahJi00,rush_long,0,,,,,
player,201712030sea,sea,GrahJi00,targets,4,,,,,
player,201712030sea,sea,GrahJi00,rec,3,,,,,
player,201712030sea,sea,GrahJi00,rec_yds,26,,,,,
player,201712030sea,sea,GrahJi00,rec_td,1,,,,,
player,201712030sea,sea,GrahJi00,rec_long,11,,,,,
player,201712030sea,sea,GrahJi00,fumbles,0,,,,,
player,201712030sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201712030sea,sea,LockTy00,pass_cmp,0,,,,,
player,201712030sea,sea,LockTy00,pass_att,0,,,,,
player,201712030sea,sea,LockTy00,pass_yds,0,,,,,
player,201712030sea,sea,LockTy00,pass_td,0,,,,,
player,201712030sea,sea,LockTy00,pass_int,0,,,,,
player,201712030sea,sea,LockTy00,pass_sacked,0,,,,,
player,201712030sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,LockTy00,pass_long,0,,,,,
player,201712030sea,sea,LockTy00,pass_rating,,,,,,
player,201712030sea,sea,LockTy00,rush_att,0,,,,,
player,201712030sea,sea,LockTy00,rush_yds,0,,,,,
player,201712030sea,sea,LockTy00,rush_td,0,,,,,
player,201712030sea,sea,LockTy00,rush_long,0,,,,,
player,201712030sea,sea,LockTy00,targets,2,,,,,
player,201712030sea,sea,LockTy00,rec,2,,,,,
player,201712030sea,sea,LockTy00,rec_yds,17,,,,,
player,201712030sea,sea,LockTy00,rec_td,1,,,,,
player,201712030sea,sea,LockTy00,rec_long,16,,,,,
player,201712030sea,sea,LockTy00,fumbles,0,,,,,
player,201712030sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201712030sea,sea,RichPa01,pass_cmp,0,,,,,
player,201712030sea,sea,RichPa01,pass_att,0,,,,,
player,201712030sea,sea,RichPa01,pass_yds,0,,,,,
player,201712030sea,sea,RichPa01,pass_td,0,,,,,
player,201712030sea,sea,RichPa01,pass_int,0,,,,,
player,201712030sea,sea,RichPa01,pass_sacked,0,,,,,
player,201712030sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201712030sea,sea,RichPa01,pass_long,0,,,,,
player,201712030sea,sea,RichPa01,pass_rating,,,,,,
player,201712030sea,sea,RichPa01,rush_att,0,,,,,
player,201712030sea,sea,RichPa01,rush_yds,0,,,,,
player,201712030sea,sea,RichPa01,rush_td,0,,,,,
player,201712030sea,sea,RichPa01,rush_long,0,,,,,
player,201712030sea,sea,RichPa01,targets,4,,,,,
player,201712030sea,sea,RichPa01,rec,2,,,,,
player,201712030sea,sea,RichPa01,rec_yds,8,,,,,
player,201712030sea,sea,RichPa01,rec_td,0,,,,,
player,201712030sea,sea,RichPa01,rec_long,7,,,,,
player,201712030sea,sea,RichPa01,fumbles,0,,,,,
player,201712030sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_cmp,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_att,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_yds,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_td,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_int,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_sacked,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_sacked_yds,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_long,0,,,,,
player,201712030sea,sea,McKiJ.00,pass_rating,,,,,,
player,201712030sea,sea,McKiJ.00,rush_att,1,,,,,
player,201712030sea,sea,McKiJ.00,rush_yds,-1,,,,,
player,201712030sea,sea,McKiJ.00,rush_td,0,,,,,
player,201712030sea,sea,McKiJ.00,rush_long,-1,,,,,
player,201712030sea,sea,McKiJ.00,targets,3,,,,,
player,201712030sea,sea,McKiJ.00,rec,1,,,,,
player,201712030sea,sea,McKiJ.00,rec_yds,15,,,,,
player,201712030sea,sea,McKiJ.00,rec_td,1,,,,,
player,201712030sea,sea,McKiJ.00,rec_long,15,,,,,
player,201712030sea,sea,McKiJ.00,fumbles,0,,,,,
player,201712030sea,sea,McKiJ.00,fumbles_lost,0,,,,,
player,201712030sea,phi,GrahBr99,def_int,0,,,,,
player,201712030sea,phi,GrahBr99,def_int_yds,0,,,,,
player,201712030sea,phi,GrahBr99,def_int_td,0,,,,,
player,201712030sea,phi,GrahBr99,def_int_long,0,,,,,
player,201712030sea,phi,GrahBr99,pass_defended,0,,,,,
player,201712030sea,phi,GrahBr99,sacks,1.5,,,,,
player,201712030sea,phi,GrahBr99,tackles_combined,5,,,,,
player,201712030sea,phi,GrahBr99,tackles_solo,4,,,,,
player,201712030sea,phi,GrahBr99,tackles_assists,1,,,,,
player,201712030sea,phi,GrahBr99,tackles_loss,2,,,,,
player,201712030sea,phi,GrahBr99,qb_hits,2,,,,,
player,201712030sea,phi,GrahBr99,fumbles_rec,0,,,,,
