game,2017,6,20171015,201710150rav,chi,"Chicago Bears",27,rav,"Baltimore Ravens",24
player,201710150rav,rav,SuggTe99,def_pct,71%,,,,,
player,201710150rav,rav,SuggTe99,special_teams,0,,,,,
player,201710150rav,rav,SuggTe99,st_pct,0%,,,,,
player,201710150rav,rav,PierMi00,pos,NT,,,,,
player,201710150rav,rav,PierMi00,offense,0,,,,,
player,201710150rav,rav,PierMi00,off_pct,0%,,,,,
player,201710150rav,rav,PierMi00,defense,56,,,,,
player,201710150rav,rav,PierMi00,def_pct,70%,,,,,
player,201710150rav,rav,PierMi00,special_teams,1,,,,,
player,201710150rav,rav,PierMi00,st_pct,3%,,,,,
player,201710150rav,rav,WormCh00,pos,DT,,,,,
player,201710150rav,rav,WormCh00,offense,0,,,,,
player,201710150rav,rav,WormCh00,off_pct,0%,,,,,
player,201710150rav,rav,WormCh00,defense,54,,,,,
player,201710150rav,rav,WormCh00,def_pct,68%,,,,,
player,201710150rav,rav,WormCh00,special_teams,10,,,,,
player,201710150rav,rav,WormCh00,st_pct,27%,,,,,
player,201710150rav,rav,SmitZa00,pos,LB,,,,,
player,201710150rav,rav,SmitZa00,offense,0,,,,,
player,201710150rav,rav,SmitZa00,off_pct,0%,,,,,
player,201710150rav,rav,SmitZa00,defense,40,,,,,
player,201710150rav,rav,SmitZa00,def_pct,50%,,,,,
player,201710150rav,rav,SmitZa00,special_teams,5,,,,,
player,201710150rav,rav,SmitZa00,st_pct,14%,,,,,
player,201710150rav,rav,WebbLa99,pos,FS,,,,,
player,201710150rav,rav,WebbLa99,offense,0,,,,,
player,201710150rav,rav,WebbLa99,off_pct,0%,,,,,
player,201710150rav,rav,WebbLa99,defense,24,,,,,
player,201710150rav,rav,WebbLa99,def_pct,30%,,,,,
player,201710150rav,rav,WebbLa99,special_teams,2,,,,,
player,201710150rav,rav,WebbLa99,st_pct,5%,,,,,
player,201710150rav,rav,HumpMa00,pos,CB,,,,,
player,201710150rav,rav,HumpMa00,offense,0,,,,,
player,201710150rav,rav,HumpMa00,off_pct,0%,,,,,
player,201710150rav,rav,HumpMa00,defense,12,,,,,
player,201710150rav,rav,HumpMa00,def_pct,15%,,,,,
player,201710150rav,rav,HumpMa00,special_teams,16,,,,,
player,201710150rav,rav,HumpMa00,st_pct,43%,,,,,
player,201710150rav,rav,LeviAn00,pos,SS,,,,,
player,201710150rav,rav,LeviAn00,offense,0,,,,,
player,201710150rav,rav,LeviAn00,off_pct,0%,,,,,
player,201710150rav,rav,LeviAn00,defense,8,,,,,
player,201710150rav,rav,LeviAn00,def_pct,10%,,,,,
player,201710150rav,rav,LeviAn00,special_teams,33,,,,,
player,201710150rav,rav,LeviAn00,st_pct,89%,,,,,
player,201710150rav,rav,CorrKa00,pos,LB,,,,,
player,201710150rav,rav,CorrKa00,offense,0,,,,,
player,201710150rav,rav,CorrKa00,off_pct,0%,,,,,
player,201710150rav,rav,CorrKa00,defense,7,,,,,
player,201710150rav,rav,CorrKa00,def_pct,9%,,,,,
player,201710150rav,rav,CorrKa00,special_teams,33,,,,,
player,201710150rav,rav,CorrKa00,st_pct,89%,,,,,
player,201710150rav,rav,BowsTy00,pos,LB,,,,,
player,201710150rav,rav,BowsTy00,offense,0,,,,,
player,201710150rav,rav,BowsTy00,off_pct,0%,,,,,
player,201710150rav,rav,BowsTy00,defense,7,,,,,
player,201710150rav,rav,BowsTy00,def_pct,9%,,,,,
player,201710150rav,rav,BowsTy00,special_teams,21,,,,,
player,201710150rav,rav,BowsTy00,st_pct,57%,,,,,
player,201710150rav,rav,KaufBr01,pos,DE,,,,,
player,201710150rav,rav,KaufBr01,offense,0,,,,,
player,201710150rav,rav,KaufBr01,off_pct,0%,,,,,
player,201710150rav,rav,KaufBr01,defense,5,,,,,
player,201710150rav,rav,KaufBr01,def_pct,6%,,,,,
player,201710150rav,rav,KaufBr01,special_teams,6,,,,,
player,201710150rav,rav,KaufBr01,st_pct,16%,,,,,
player,201710150rav,rav,ClarCh00,pos,FS,,,,,
player,201710150rav,rav,ClarCh00,offense,0,,,,,
player,201710150rav,rav,ClarCh00,off_pct,0%,,,,,
player,201710150rav,rav,ClarCh00,defense,0,,,,,
player,201710150rav,rav,ClarCh00,def_pct,0%,,,,,
player,201710150rav,rav,ClarCh00,special_teams,33,,,,,
player,201710150rav,rav,ClarCh00,st_pct,89%,,,,,
player,201710150rav,rav,FreeJo01,pos,LB,,,,,
player,201710150rav,rav,FreeJo01,offense,0,,,,,
player,201710150rav,rav,FreeJo01,off_pct,0%,,,,,
player,201710150rav,rav,FreeJo01,defense,0,,,,,
player,201710150rav,rav,FreeJo01,def_pct,0%,,,,,
player,201710150rav,rav,FreeJo01,special_teams,27,,,,,
player,201710150rav,rav,FreeJo01,st_pct,73%,,,,,
player,201710150rav,rav,McRaTo00,pos,CB,,,,,
player,201710150rav,rav,McRaTo00,offense,0,,,,,
player,201710150rav,rav,McRaTo00,off_pct,0%,,,,,
player,201710150rav,rav,McRaTo00,defense,0,,,,,
player,201710150rav,rav,McRaTo00,def_pct,0%,,,,,
player,201710150rav,rav,McRaTo00,special_teams,16,,,,,
player,201710150rav,rav,McRaTo00,st_pct,43%,,,,,
player,201710150rav,rav,TuckJu00,pos,K,,,,,
player,201710150rav,rav,TuckJu00,offense,0,,,,,
player,201710150rav,rav,TuckJu00,off_pct,0%,,,,,
player,201710150rav,rav,TuckJu00,defense,0,,,,,
player,201710150rav,rav,TuckJu00,def_pct,0%,,,,,
player,201710150rav,rav,TuckJu00,special_teams,11,,,,,
player,201710150rav,rav,TuckJu00,st_pct,30%,,,,,
player,201710150rav,rav,KochSa20,pos,P,,,,,
player,201710150rav,rav,KochSa20,offense,0,,,,,
player,201710150rav,rav,KochSa20,off_pct,0%,,,,,
player,201710150rav,rav,KochSa20,defense,0,,,,,
player,201710150rav,rav,KochSa20,def_pct,0%,,,,,
player,201710150rav,rav,KochSa20,special_teams,11,,,,,
player,201710150rav,rav,KochSa20,st_pct,30%,,,,,
player,201710150rav,rav,CoxxMo00,pos,LS,,,,,
player,201710150rav,rav,CoxxMo00,offense,0,,,,,
player,201710150rav,rav,CoxxMo00,off_pct,0%,,,,,
player,201710150rav,rav,CoxxMo00,defense,0,,,,,
player,201710150rav,rav,CoxxMo00,def_pct,0%,,,,,
player,201710150rav,rav,CoxxMo00,special_teams,11,,,,,
player,201710150rav,rav,CoxxMo00,st_pct,30%,,,,,
player,201710150rav,rav,BowaLu00,pos,C,,,,,
player,201710150rav,rav,BowaLu00,offense,0,,,,,
player,201710150rav,rav,BowaLu00,off_pct,0%,,,,,
player,201710150rav,rav,BowaLu00,defense,0,,,,,
player,201710150rav,rav,BowaLu00,def_pct,0%,,,,,
player,201710150rav,rav,BowaLu00,special_teams,4,,,,,
player,201710150rav,rav,BowaLu00,st_pct,11%,,,,,
player,201710150rav,rav,BergTo00,pos,G,,,,,
player,201710150rav,rav,BergTo00,offense,0,,,,,
player,201710150rav,rav,BergTo00,off_pct,0%,,,,,
player,201710150rav,rav,BergTo00,defense,0,,,,,
player,201710150rav,rav,BergTo00,def_pct,0%,,,,,
player,201710150rav,rav,BergTo00,special_teams,4,,,,,
player,201710150rav,rav,BergTo00,st_pct,11%,,,,,
player,201710150rav,chi,MassBo00,pos,T,,,,,
player,201710150rav,chi,MassBo00,offense,80,,,,,
player,201710150rav,chi,MassBo00,off_pct,100%,,,,,
player,201710150rav,chi,MassBo00,defense,0,,,,,
player,201710150rav,chi,MassBo00,def_pct,0%,,,,,
player,201710150rav,chi,MassBo00,special_teams,5,,,,,
player,201710150rav,chi,MassBo00,st_pct,14%,,,,,
player,201710150rav,chi,SittJo20,pos,G,,,,,
player,201710150rav,chi,SittJo20,offense,80,,,,,
player,201710150rav,chi,SittJo20,off_pct,100%,,,,,
player,201710150rav,chi,SittJo20,defense,0,,,,,
player,201710150rav,chi,SittJo20,def_pct,0%,,,,,
player,201710150rav,chi,SittJo20,special_teams,5,,,,,
player,201710150rav,chi,SittJo20,st_pct,14%,,,,,
player,201710150rav,chi,LenoCh00,pos,T,,,,,
player,201710150rav,chi,LenoCh00,offense,80,,,,,
player,201710150rav,chi,LenoCh00,off_pct,100%,,,,,
player,201710150rav,chi,LenoCh00,defense,0,,,,,
player,201710150rav,chi,LenoCh00,def_pct,0%,,,,,
player,201710150rav,chi,LenoCh00,special_teams,5,,,,,
player,201710150rav,chi,LenoCh00,st_pct,14%,,,,,
player,201710150rav,chi,WhitCo03,pos,C,,,,,
player,201710150rav,chi,WhitCo03,offense,80,,,,,
player,201710150rav,chi,WhitCo03,off_pct,100%,,,,,
player,201710150rav,chi,WhitCo03,defense,0,,,,,
player,201710150rav,chi,WhitCo03,def_pct,0%,,,,,
player,201710150rav,chi,WhitCo03,special_teams,0,,,,,
player,201710150rav,chi,WhitCo03,st_pct,0%,,,,,
player,201710150rav,chi,TrubMi00,pos,QB,,,,,
player,201710150rav,chi,TrubMi00,offense,80,,,,,
player,201710150rav,chi,TrubMi00,off_pct,100%,,,,,
player,201710150rav,chi,TrubMi00,defense,0,,,,,
player,201710150rav,chi,TrubMi00,def_pct,0%,,,,,
player,201710150rav,chi,TrubMi00,special_teams,0,,,,,
player,201710150rav,chi,TrubMi00,st_pct,0%,,,,,
player,201710150rav,chi,LongKy00,pos,G,,,,,
player,201710150rav,chi,LongKy00,offense,77,,,,,
player,201710150rav,chi,LongKy00,off_pct,96%,,,,,
player,201710150rav,chi,LongKy00,defense,0,,,,,
player,201710150rav,chi,LongKy00,def_pct,0%,,,,,
player,201710150rav,chi,LongKy00,special_teams,0,,,,,
player,201710150rav,chi,LongKy00,st_pct,0%,,,,,
player,201710150rav,chi,GentTa00,pos,WR,,,,,
player,201710150rav,chi,GentTa00,offense,76,,,,,
player,201710150rav,chi,GentTa00,off_pct,95%,,,,,
player,201710150rav,chi,GentTa00,defense,0,,,,,
player,201710150rav,chi,GentTa00,def_pct,0%,,,,,
player,201710150rav,chi,GentTa00,special_teams,1,,,,,
player,201710150rav,chi,GentTa00,st_pct,3%,,,,,
player,201710150rav,chi,SimsDi00,pos,TE,,,,,
player,201710150rav,chi,SimsDi00,offense,69,,,,,
player,201710150rav,chi,SimsDi00,off_pct,86%,,,,,
player,201710150rav,chi,SimsDi00,defense,0,,,,,
player,201710150rav,chi,SimsDi00,def_pct,0%,,,,,
player,201710150rav,chi,SimsDi00,special_teams,6,,,,,
player,201710150rav,chi,SimsDi00,st_pct,16%,,,,,
player,201710150rav,chi,McBrTr00,pos,WR,,,,,
player,201710150rav,chi,McBrTr00,offense,58,,,,,
player,201710150rav,chi,McBrTr00,off_pct,72%,,,,,
player,201710150rav,chi,McBrTr00,defense,0,,,,,
player,201710150rav,chi,McBrTr00,def_pct,0%,,,,,
player,201710150rav,chi,McBrTr00,special_teams,0,,,,,
player,201710150rav,chi,McBrTr00,st_pct,0%,,,,,
player,201710150rav,chi,MillZa02,pos,TE,,,,,
player,201710150rav,chi,MillZa02,offense,55,,,,,
player,201710150rav,chi,MillZa02,off_pct,69%,,,,,
player,201710150rav,chi,MillZa02,defense,0,,,,,
player,201710150rav,chi,MillZa02,def_pct,0%,,,,,
player,201710150rav,chi,MillZa02,special_teams,1,,,,,
player,201710150rav,chi,MillZa02,st_pct,3%,,,,,
player,201710150rav,chi,HowaJo00,pos,RB,,,,,
player,201710150rav,chi,HowaJo00,offense,54,,,,,
player,201710150rav,chi,HowaJo00,off_pct,68%,,,,,
player,201710150rav,chi,HowaJo00,defense,0,,,,,
player,201710150rav,chi,HowaJo00,def_pct,0%,,,,,
player,201710150rav,chi,HowaJo00,special_teams,0,,,,,
player,201710150rav,chi,HowaJo00,st_pct,0%,,,,,
player,201710150rav,chi,CoheTa00,pos,RB,,,,,
player,201710150rav,chi,CoheTa00,offense,26,,,,,
player,201710150rav,chi,CoheTa00,off_pct,32%,,,,,
player,201710150rav,chi,CoheTa00,defense,0,,,,,
player,201710150rav,chi,CoheTa00,def_pct,0%,,,,,
player,201710150rav,chi,CoheTa00,special_teams,11,,,,,
player,201710150rav,chi,CoheTa00,st_pct,30%,,,,,
player,201710150rav,chi,WrigKe01,pos,WR,,,,,
player,201710150rav,chi,WrigKe01,offense,25,,,,,
player,201710150rav,chi,WrigKe01,off_pct,31%,,,,,
player,201710150rav,chi,WrigKe01,defense,0,,,,,
player,201710150rav,chi,WrigKe01,def_pct,0%,,,,,
player,201710150rav,chi,WrigKe01,special_teams,0,,,,,
player,201710150rav,chi,WrigKe01,st_pct,0%,,,,,
player,201710150rav,chi,ShahAd00,pos,TE,,,,,
player,201710150rav,chi,ShahAd00,offense,19,,,,,
player,201710150rav,chi,ShahAd00,off_pct,24%,,,,,
player,201710150rav,chi,ShahAd00,defense,0,,,,,
player,201710150rav,chi,ShahAd00,def_pct,0%,,,,,
player,201710150rav,chi,ShahAd00,special_teams,28,,,,,
player,201710150rav,chi,ShahAd00,st_pct,76%,,,,,
player,201710150rav,chi,BurtMi00,pos,FB,,,,,
player,201710150rav,chi,BurtMi00,offense,15,,,,,
player,201710150rav,chi,BurtMi00,off_pct,19%,,,,,
player,201710150rav,chi,BurtMi00,defense,0,,,,,
player,201710150rav,chi,BurtMi00,def_pct,0%,,,,,
player,201710150rav,chi,BurtMi00,special_teams,16,,,,,
player,201710150rav,chi,BurtMi00,st_pct,43%,,,,,
player,201710150rav,chi,CompTo00,pos,T,,,,,
player,201710150rav,chi,CompTo00,offense,3,,,,,
player,201710150rav,chi,CompTo00,off_pct,4%,,,,,
player,201710150rav,chi,CompTo00,defense,0,,,,,
player,201710150rav,chi,CompTo00,def_pct,0%,,,,,
player,201710150rav,chi,CompTo00,special_teams,5,,,,,
player,201710150rav,chi,CompTo00,st_pct,14%,,,,,
player,201710150rav,chi,BellJo02,pos,WR,,,,,
player,201710150rav,chi,BellJo02,offense,2,,,,,
player,201710150rav,chi,BellJo02,off_pct,2%,,,,,
player,201710150rav,chi,BellJo02,defense,0,,,,,
player,201710150rav,chi,BellJo02,def_pct,0%,,,,,
player,201710150rav,chi,BellJo02,special_teams,19,,,,,
player,201710150rav,chi,BellJo02,st_pct,51%,,,,,
player,201710150rav,chi,CunnBe01,pos,RB,,,,,
player,201710150rav,chi,CunnBe01,offense,1,,,,,
player,201710150rav,chi,CunnBe01,off_pct,1%,,,,,
player,201710150rav,chi,CunnBe01,defense,0,,,,,
player,201710150rav,chi,CunnBe01,def_pct,0%,,,,,
player,201710150rav,chi,CunnBe01,special_teams,18,,,,,
player,201710150rav,chi,CunnBe01,st_pct,49%,,,,,
player,201710150rav,chi,AmosAd00,pos,FS,,,,,
player,201710150rav,chi,AmosAd00,offense,0,,,,,
player,201710150rav,chi,AmosAd00,off_pct,0%,,,,,
player,201710150rav,chi,AmosAd00,defense,73,,,,,
player,201710150rav,chi,AmosAd00,def_pct,100%,,,,,
player,201710150rav,chi,AmosAd00,special_teams,14,,,,,
player,201710150rav,chi,AmosAd00,st_pct,38%,,,,,
player,201710150rav,chi,JackEd01,pos,FS,,,,,
player,201710150rav,chi,JackEd01,offense,0,,,,,
player,201710150rav,chi,JackEd01,off_pct,0%,,,,,
player,201710150rav,chi,JackEd01,defense,73,,,,,
player,201710150rav,chi,JackEd01,def_pct,100%,,,,,
player,201710150rav,chi,JackEd01,special_teams,13,,,,,
player,201710150rav,chi,JackEd01,st_pct,35%,,,,,
player,201710150rav,chi,FullKy00,pos,CB,,,,,
player,201710150rav,chi,FullKy00,offense,0,,,,,
player,201710150rav,chi,FullKy00,off_pct,0%,,,,,
player,201710150rav,chi,FullKy00,defense,73,,,,,
player,201710150rav,chi,FullKy00,def_pct,100%,,,,,
player,201710150rav,chi,FullKy00,special_teams,9,,,,,
player,201710150rav,chi,FullKy00,st_pct,24%,,,,,
player,201710150rav,chi,AmukPr00,pos,CB,,,,,
player,201710150rav,chi,AmukPr00,offense,0,,,,,
player,201710150rav,chi,AmukPr00,off_pct,0%,,,,,
player,201710150rav,chi,AmukPr00,defense,73,,,,,
player,201710150rav,chi,AmukPr00,def_pct,100%,,,,,
player,201710150rav,chi,AmukPr00,special_teams,2,,,,,
player,201710150rav,chi,AmukPr00,st_pct,5%,,,,,
player,201710150rav,chi,TrevDa00,pos,LB,,,,,
player,201710150rav,chi,TrevDa00,offense,0,,,,,
player,201710150rav,chi,TrevDa00,off_pct,0%,,,,,
player,201710150rav,chi,TrevDa00,defense,72,,,,,
player,201710150rav,chi,TrevDa00,def_pct,99%,,,,,
player,201710150rav,chi,TrevDa00,special_teams,1,,,,,
player,201710150rav,chi,TrevDa00,st_pct,3%,,,,,
player,201710150rav,chi,FloyLe00,pos,LB,,,,,
player,201710150rav,chi,FloyLe00,offense,0,,,,,
player,201710150rav,chi,FloyLe00,off_pct,0%,,,,,
player,201710150rav,chi,FloyLe00,defense,72,,,,,
player,201710150rav,chi,FloyLe00,def_pct,99%,,,,,
player,201710150rav,chi,FloyLe00,special_teams,0,,,,,
player,201710150rav,chi,FloyLe00,st_pct,0%,,,,,
player,201710150rav,chi,HickAk00,pos,DE,,,,,
player,201710150rav,chi,HickAk00,offense,0,,,,,
player,201710150rav,chi,HickAk00,off_pct,0%,,,,,
player,201710150rav,chi,HickAk00,defense,64,,,,,
player,201710150rav,chi,HickAk00,def_pct,88%,,,,,
player,201710150rav,chi,HickAk00,special_teams,0,,,,,
player,201710150rav,chi,HickAk00,st_pct,0%,,,,,
player,201710150rav,chi,JoneCh05,pos,LB,,,,,
player,201710150rav,chi,JoneCh05,offense,0,,,,,
player,201710150rav,chi,JoneCh05,off_pct,0%,,,,,
player,201710150rav,chi,JoneCh05,defense,56,,,,,
player,201710150rav,chi,JoneCh05,def_pct,77%,,,,,
player,201710150rav,chi,JoneCh05,special_teams,14,,,,,
player,201710150rav,chi,JoneCh05,st_pct,38%,,,,,
player,201710150rav,chi,GoldEd00,pos,NT,,,,,
player,201710150rav,chi,GoldEd00,offense,0,,,,,
player,201710150rav,chi,GoldEd00,off_pct,0%,,,,,
player,201710150rav,chi,GoldEd00,defense,47,,,,,
player,201710150rav,chi,GoldEd00,def_pct,64%,,,,,
player,201710150rav,chi,GoldEd00,special_teams,4,,,,,
player,201710150rav,chi,GoldEd00,st_pct,11%,,,,,
player,201710150rav,chi,CallBr00,pos,CB,,,,,
player,201710150rav,chi,CallBr00,offense,0,,,,,
player,201710150rav,chi,CallBr00,off_pct,0%,,,,,
player,201710150rav,chi,CallBr00,defense,46,,,,,
player,201710150rav,chi,CallBr00,def_pct,63%,,,,,
player,201710150rav,chi,CallBr00,special_teams,0,,,,,
player,201710150rav,chi,CallBr00,st_pct,0%,,,,,
player,201710150rav,chi,UnreMi00,pos,DE,,,,,
player,201710150rav,chi,UnreMi00,offense,0,,,,,
player,201710150rav,chi,UnreMi00,off_pct,0%,,,,,
player,201710150rav,chi,UnreMi00,defense,40,,,,,
player,201710150rav,chi,UnreMi00,def_pct,55%,,,,,
player,201710150rav,chi,UnreMi00,special_teams,9,,,,,
player,201710150rav,chi,UnreMi00,st_pct,24%,,,,,
player,201710150rav,chi,McPhPe00,pos,LB,,,,,
player,201710150rav,chi,McPhPe00,offense,0,,,,,
player,201710150rav,chi,McPhPe00,off_pct,0%,,,,,
player,201710150rav,chi,McPhPe00,defense,37,,,,,
player,201710150rav,chi,McPhPe00,def_pct,51%,,,,,
player,201710150rav,chi,McPhPe00,special_teams,0,,,,,
player,201710150rav,chi,McPhPe00,st_pct,0%,,,,,
player,201710150rav,chi,AchoSa00,pos,LB,,,,,
player,201710150rav,chi,AchoSa00,offense,0,,,,,
player,201710150rav,chi,AchoSa00,off_pct,0%,,,,,
player,201710150rav,chi,AchoSa00,defense,36,,,,,
player,201710150rav,chi,AchoSa00,def_pct,49%,,,,,
player,201710150rav,chi,AchoSa00,special_teams,25,,,,,
player,201710150rav,chi,AchoSa00,st_pct,68%,,,,,
player,201710150rav,chi,BullJo00,pos,DE,,,,,
player,201710150rav,chi,BullJo00,offense,0,,,,,
player,201710150rav,chi,BullJo00,off_pct,0%,,,,,
player,201710150rav,chi,BullJo00,defense,25,,,,,
player,201710150rav,chi,BullJo00,def_pct,34%,,,,,
player,201710150rav,chi,BullJo00,special_teams,4,,,,,
player,201710150rav,chi,BullJo00,st_pct,11%,,,,,
player,201710150rav,chi,RobeRo00,pos,DE,,,,,
player,201710150rav,chi,RobeRo00,offense,0,,,,,
player,201710150rav,chi,RobeRo00,off_pct,0%,,,,,
player,201710150rav,chi,RobeRo00,defense,7,,,,,
player,201710150rav,chi,RobeRo00,def_pct,10%,,,,,
player,201710150rav,chi,RobeRo00,special_teams,21,,,,,
player,201710150rav,chi,RobeRo00,st_pct,57%,,,,,
player,201710150rav,chi,HousDe00,pos,FS,,,,,
player,201710150rav,chi,HousDe00,offense,0,,,,,
player,201710150rav,chi,HousDe00,off_pct,0%,,,,,
player,201710150rav,chi,HousDe00,defense,7,,,,,
player,201710150rav,chi,HousDe00,def_pct,10%,,,,,
player,201710150rav,chi,HousDe00,special_teams,19,,,,,
player,201710150rav,chi,HousDe00,st_pct,51%,,,,,
player,201710150rav,chi,IrviIs00,pos,LB,,,,,
player,201710150rav,chi,IrviIs00,offense,0,,,,,
player,201710150rav,chi,IrviIs00,off_pct,0%,,,,,
player,201710150rav,chi,IrviIs00,defense,1,,,,,
player,201710150rav,chi,IrviIs00,def_pct,1%,,,,,
player,201710150rav,chi,IrviIs00,special_teams,7,,,,,
player,201710150rav,chi,IrviIs00,st_pct,19%,,,,,
player,201710150rav,chi,AndeJo01,pos,LB,,,,,
player,201710150rav,chi,AndeJo01,offense,0,,,,,
player,201710150rav,chi,AndeJo01,off_pct,0%,,,,,
player,201710150rav,chi,AndeJo01,defense,0,,,,,
player,201710150rav,chi,AndeJo01,def_pct,0%,,,,,
player,201710150rav,chi,AndeJo01,special_teams,32,,,,,
player,201710150rav,chi,AndeJo01,st_pct,86%,,,,,
player,201710150rav,chi,LeBlCr01,pos,CB,,,,,
player,201710150rav,chi,LeBlCr01,offense,0,,,,,
player,201710150rav,chi,LeBlCr01,off_pct,0%,,,,,
player,201710150rav,chi,LeBlCr01,defense,0,,,,,
player,201710150rav,chi,LeBlCr01,def_pct,0%,,,,,
player,201710150rav,chi,LeBlCr01,special_teams,26,,,,,
player,201710150rav,chi,LeBlCr01,st_pct,70%,,,,,
player,201710150rav,chi,BushDe00,pos,SS,,,,,
player,201710150rav,chi,BushDe00,offense,0,,,,,
player,201710150rav,chi,BushDe00,off_pct,0%,,,,,
player,201710150rav,chi,BushDe00,defense,0,,,,,
player,201710150rav,chi,BushDe00,def_pct,0%,,,,,
player,201710150rav,chi,BushDe00,special_teams,18,,,,,
player,201710150rav,chi,BushDe00,st_pct,49%,,,,,
player,201710150rav,chi,BrowDa04,pos,TE,,,,,
player,201710150rav,chi,BrowDa04,offense,0,,,,,
player,201710150rav,chi,BrowDa04,off_pct,0%,,,,,
player,201710150rav,chi,BrowDa04,defense,0,,,,,
player,201710150rav,chi,BrowDa04,def_pct,0%,,,,,
player,201710150rav,chi,BrowDa04,special_teams,17,,,,,
player,201710150rav,chi,BrowDa04,st_pct,46%,,,,,
player,201710150rav,chi,ODonPa00,pos,P,,,,,
player,201710150rav,chi,ODonPa00,offense,0,,,,,
player,201710150rav,chi,ODonPa00,off_pct,0%,,,,,
player,201710150rav,chi,ODonPa00,defense,0,,,,,
player,201710150rav,chi,ODonPa00,def_pct,0%,,,,,
player,201710150rav,chi,ODonPa00,special_teams,14,,,,,
player,201710150rav,chi,ODonPa00,st_pct,38%,,,,,
player,201710150rav,chi,DePaAn00,pos,LS,,,,,
player,201710150rav,chi,DePaAn00,offense,0,,,,,
player,201710150rav,chi,DePaAn00,off_pct,0%,,,,,
player,201710150rav,chi,DePaAn00,defense,0,,,,,
player,201710150rav,chi,DePaAn00,def_pct,0%,,,,,
player,201710150rav,chi,DePaAn00,special_teams,14,,,,,
player,201710150rav,chi,DePaAn00,st_pct,38%,,,,,
player,201710150rav,chi,barthco01,pos,K,,,,,
player,201710150rav,chi,barthco01,offense,0,,,,,
player,201710150rav,chi,barthco01,off_pct,0%,,,,,
player,201710150rav,chi,barthco01,defense,0,,,,,
player,201710150rav,chi,barthco01,def_pct,0%,,,,,
player,201710150rav,chi,barthco01,special_teams,10,,,,,
player,201710150rav,chi,barthco01,st_pct,27%,,,,,
player,201710150rav,chi,CoopMa00,pos,CB,,,,,
player,201710150rav,chi,CoopMa00,offense,0,,,,,
player,201710150rav,chi,CoopMa00,off_pct,0%,,,,,
player,201710150rav,chi,CoopMa00,defense,0,,,,,
player,201710150rav,chi,CoopMa00,def_pct,0%,,,,,
player,201710150rav,chi,CoopMa00,special_teams,6,,,,,
player,201710150rav,chi,CoopMa00,st_pct,16%,,,,,
player,201710150rav,chi,SoweBr00,pos,T,,,,,
player,201710150rav,chi,SoweBr00,offense,0,,,,,
player,201710150rav,chi,SoweBr00,off_pct,0%,,,,,
player,201710150rav,chi,SoweBr00,defense,0,,,,,
player,201710150rav,chi,SoweBr00,def_pct,0%,,,,,
player,201710150rav,chi,SoweBr00,special_teams,5,,,,,
player,201710150rav,chi,SoweBr00,st_pct,14%,,,,,
player,201710150rav,chi,McMaSh99,pos,CB,,,,,
player,201710150rav,chi,McMaSh99,offense,0,,,,,
player,201710150rav,chi,McMaSh99,off_pct,0%,,,,,
player,201710150rav,chi,McMaSh99,defense,0,,,,,
player,201710150rav,chi,McMaSh99,def_pct,0%,,,,,
player,201710150rav,chi,McMaSh99,special_teams,3,,,,,
player,201710150rav,chi,McMaSh99,st_pct,8%,,,,,
