game,2017,11,20171119,201711190mia,tam,"Tampa Bay Buccaneers",30,mia,"Miami Dolphins",20
player,201711190mia,mia,HarrCh03,sacks,0.0,,,,,
player,201711190mia,mia,HarrCh03,tackles_combined,1,,,,,
player,201711190mia,mia,HarrCh03,tackles_solo,0,,,,,
player,201711190mia,mia,HarrCh03,tackles_assists,1,,,,,
player,201711190mia,mia,HarrCh03,tackles_loss,0,,,,,
player,201711190mia,mia,HarrCh03,qb_hits,1,,,,,
player,201711190mia,mia,HarrCh03,fumbles_rec,0,,,,,
player,201711190mia,mia,HarrCh03,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,HarrCh03,fumbles_rec_td,0,,,,,
player,201711190mia,mia,HarrCh03,fumbles_forced,0,,,,,
player,201711190mia,mia,McCaBo01,def_int,0,,,,,
player,201711190mia,mia,McCaBo01,def_int_yds,0,,,,,
player,201711190mia,mia,McCaBo01,def_int_td,0,,,,,
player,201711190mia,mia,McCaBo01,def_int_long,0,,,,,
player,201711190mia,mia,McCaBo01,pass_defended,0,,,,,
player,201711190mia,mia,McCaBo01,sacks,0.0,,,,,
player,201711190mia,mia,McCaBo01,tackles_combined,1,,,,,
player,201711190mia,mia,McCaBo01,tackles_solo,1,,,,,
player,201711190mia,mia,McCaBo01,tackles_assists,0,,,,,
player,201711190mia,mia,McCaBo01,tackles_loss,0,,,,,
player,201711190mia,mia,McCaBo01,qb_hits,0,,,,,
player,201711190mia,mia,McCaBo01,fumbles_rec,0,,,,,
player,201711190mia,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201711190mia,mia,McCaBo01,fumbles_forced,0,,,,,
player,201711190mia,mia,PhilJo01,def_int,0,,,,,
player,201711190mia,mia,PhilJo01,def_int_yds,0,,,,,
player,201711190mia,mia,PhilJo01,def_int_td,0,,,,,
player,201711190mia,mia,PhilJo01,def_int_long,0,,,,,
player,201711190mia,mia,PhilJo01,pass_defended,0,,,,,
player,201711190mia,mia,PhilJo01,sacks,0.0,,,,,
player,201711190mia,mia,PhilJo01,tackles_combined,1,,,,,
player,201711190mia,mia,PhilJo01,tackles_solo,1,,,,,
player,201711190mia,mia,PhilJo01,tackles_assists,0,,,,,
player,201711190mia,mia,PhilJo01,tackles_loss,0,,,,,
player,201711190mia,mia,PhilJo01,qb_hits,0,,,,,
player,201711190mia,mia,PhilJo01,fumbles_rec,0,,,,,
player,201711190mia,mia,PhilJo01,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,PhilJo01,fumbles_rec_td,0,,,,,
player,201711190mia,mia,PhilJo01,fumbles_forced,0,,,,,
player,201711190mia,mia,ThomMi02,def_int,0,,,,,
player,201711190mia,mia,ThomMi02,def_int_yds,0,,,,,
player,201711190mia,mia,ThomMi02,def_int_td,0,,,,,
player,201711190mia,mia,ThomMi02,def_int_long,0,,,,,
player,201711190mia,mia,ThomMi02,pass_defended,0,,,,,
player,201711190mia,mia,ThomMi02,sacks,0.0,,,,,
player,201711190mia,mia,ThomMi02,tackles_combined,1,,,,,
player,201711190mia,mia,ThomMi02,tackles_solo,0,,,,,
player,201711190mia,mia,ThomMi02,tackles_assists,1,,,,,
player,201711190mia,mia,ThomMi02,tackles_loss,0,,,,,
player,201711190mia,mia,ThomMi02,qb_hits,0,,,,,
player,201711190mia,mia,ThomMi02,fumbles_rec,0,,,,,
player,201711190mia,mia,ThomMi02,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,ThomMi02,fumbles_rec_td,0,,,,,
player,201711190mia,mia,ThomMi02,fumbles_forced,0,,,,,
player,201711190mia,mia,VernAl99,def_int,0,,,,,
player,201711190mia,mia,VernAl99,def_int_yds,0,,,,,
player,201711190mia,mia,VernAl99,def_int_td,0,,,,,
player,201711190mia,mia,VernAl99,def_int_long,0,,,,,
player,201711190mia,mia,VernAl99,pass_defended,0,,,,,
player,201711190mia,mia,VernAl99,sacks,0.0,,,,,
player,201711190mia,mia,VernAl99,tackles_combined,1,,,,,
player,201711190mia,mia,VernAl99,tackles_solo,0,,,,,
player,201711190mia,mia,VernAl99,tackles_assists,1,,,,,
player,201711190mia,mia,VernAl99,tackles_loss,0,,,,,
player,201711190mia,mia,VernAl99,qb_hits,0,,,,,
player,201711190mia,mia,VernAl99,fumbles_rec,0,,,,,
player,201711190mia,mia,VernAl99,fumbles_rec_yds,0,,,,,
player,201711190mia,mia,VernAl99,fumbles_rec_td,0,,,,,
player,201711190mia,mia,VernAl99,fumbles_forced,0,,,,,
player,201711190mia,mia,GranJa00,def_int,0,,,,,
player,201711190mia,mia,GranJa00,def_int_yds,0,,,,,
player,201711190mia,mia,GranJa00,def_int_td,0,,,,,
player,201711190mia,mia,GranJa00,def_int_long,0,,,,,
player,201711190mia,mia,GranJa00,pass_defended,0,,,,,
player,201711190mia,mia,GranJa00,sacks,0.0,,,,,
player,201711190mia,mia,GranJa00,tackles_combined,0,,,,,
player,201711190mia,mia,GranJa00,tackles_solo,0,,,,,
player,201711190mia,mia,GranJa00,tackles_assists,0,,,,,
player,201711190mia,mia,GranJa00,tackles_loss,0,,,,,
player,201711190mia,mia,GranJa00,qb_hits,0,,,,,
player,201711190mia,mia,GranJa00,fumbles_rec,1,,,,,
player,201711190mia,mia,GranJa00,fumbles_rec_yds,-13,,,,,
player,201711190mia,mia,GranJa00,fumbles_rec_td,0,,,,,
player,201711190mia,mia,GranJa00,fumbles_forced,0,,,,,
player,201711190mia,tam,HumpAd00,kick_ret,0,,,,,
player,201711190mia,tam,HumpAd00,kick_ret_yds,0,,,,,
player,201711190mia,tam,HumpAd00,kick_ret_yds_per_ret,,,,,,
player,201711190mia,tam,HumpAd00,kick_ret_td,0,,,,,
player,201711190mia,tam,HumpAd00,kick_ret_long,0,,,,,
player,201711190mia,tam,HumpAd00,punt_ret,1,,,,,
player,201711190mia,tam,HumpAd00,punt_ret_yds,7,,,,,
player,201711190mia,tam,HumpAd00,punt_ret_yds_per_ret,7.0,,,,,
player,201711190mia,tam,HumpAd00,punt_ret_td,0,,,,,
player,201711190mia,tam,HumpAd00,punt_ret_long,7,,,,,
player,201711190mia,tam,RodgJa00,kick_ret,2,,,,,
player,201711190mia,tam,RodgJa00,kick_ret_yds,53,,,,,
player,201711190mia,tam,RodgJa00,kick_ret_yds_per_ret,26.5,,,,,
player,201711190mia,tam,RodgJa00,kick_ret_td,0,,,,,
player,201711190mia,tam,RodgJa00,kick_ret_long,29,,,,,
player,201711190mia,tam,RodgJa00,punt_ret,0,,,,,
player,201711190mia,tam,RodgJa00,punt_ret_yds,0,,,,,
player,201711190mia,tam,RodgJa00,punt_ret_yds_per_ret,,,,,,
player,201711190mia,tam,RodgJa00,punt_ret_td,0,,,,,
player,201711190mia,tam,RodgJa00,punt_ret_long,0,,,,,
player,201711190mia,mia,LandJa00,kick_ret,0,,,,,
player,201711190mia,mia,LandJa00,kick_ret_yds,-5,,,,,
player,201711190mia,mia,LandJa00,kick_ret_yds_per_ret,,,,,,
player,201711190mia,mia,LandJa00,kick_ret_td,0,,,,,
player,201711190mia,mia,LandJa00,kick_ret_long,-5,,,,,
player,201711190mia,mia,LandJa00,punt_ret,2,,,,,
player,201711190mia,mia,LandJa00,punt_ret_yds,20,,,,,
player,201711190mia,mia,LandJa00,punt_ret_yds_per_ret,10.0,,,,,
player,201711190mia,mia,LandJa00,punt_ret_td,0,,,,,
player,201711190mia,mia,LandJa00,punt_ret_long,13,,,,,
player,201711190mia,mia,GranJa00,kick_ret,3,,,,,
player,201711190mia,mia,GranJa00,kick_ret_yds,81,,,,,
player,201711190mia,mia,GranJa00,kick_ret_yds_per_ret,27.0,,,,,
player,201711190mia,mia,GranJa00,kick_ret_td,0,,,,,
player,201711190mia,mia,GranJa00,kick_ret_long,31,,,,,
player,201711190mia,mia,GranJa00,punt_ret,1,,,,,
player,201711190mia,mia,GranJa00,punt_ret_yds,0,,,,,
player,201711190mia,mia,GranJa00,punt_ret_yds_per_ret,0.0,,,,,
player,201711190mia,mia,GranJa00,punt_ret_td,0,,,,,
player,201711190mia,mia,GranJa00,punt_ret_long,0,,,,,
player,201711190mia,mia,WillDa05,kick_ret,1,,,,,
player,201711190mia,mia,WillDa05,kick_ret_yds,-7,,,,,
player,201711190mia,mia,WillDa05,kick_ret_yds_per_ret,-7.0,,,,,
player,201711190mia,mia,WillDa05,kick_ret_td,0,,,,,
player,201711190mia,mia,WillDa05,kick_ret_long,-7,,,,,
player,201711190mia,mia,WillDa05,punt_ret,0,,,,,
player,201711190mia,mia,WillDa05,punt_ret_yds,0,,,,,
player,201711190mia,mia,WillDa05,punt_ret_yds_per_ret,,,,,,
player,201711190mia,mia,WillDa05,punt_ret_td,0,,,,,
player,201711190mia,mia,WillDa05,punt_ret_long,0,,,,,
player,201711190mia,tam,MurrPa01,xpm,3,,,,,
player,201711190mia,tam,MurrPa01,xpa,3,,,,,
player,201711190mia,tam,MurrPa01,fgm,3,,,,,
player,201711190mia,tam,MurrPa01,fga,4,,,,,
player,201711190mia,tam,MurrPa01,punt,0,,,,,
player,201711190mia,tam,MurrPa01,punt_yds,0,,,,,
player,201711190mia,tam,MurrPa01,punt_yds_per_punt,,,,,,
player,201711190mia,tam,MurrPa01,punt_long,0,,,,,
player,201711190mia,tam,AngeBr00,xpm,,,,,,
player,201711190mia,tam,AngeBr00,xpa,,,,,,
player,201711190mia,tam,AngeBr00,fgm,,,,,,
player,201711190mia,tam,AngeBr00,fga,,,,,,
player,201711190mia,tam,AngeBr00,punt,6,,,,,
player,201711190mia,tam,AngeBr00,punt_yds,249,,,,,
player,201711190mia,tam,AngeBr00,punt_yds_per_punt,41.5,,,,,
player,201711190mia,tam,AngeBr00,punt_long,62,,,,,
player,201711190mia,mia,ParkCo03,xpm,2,,,,,
player,201711190mia,mia,ParkCo03,xpa,2,,,,,
player,201711190mia,mia,ParkCo03,fgm,2,,,,,
player,201711190mia,mia,ParkCo03,fga,2,,,,,
player,201711190mia,mia,ParkCo03,punt,0,,,,,
player,201711190mia,mia,ParkCo03,punt_yds,0,,,,,
player,201711190mia,mia,ParkCo03,punt_yds_per_punt,,,,,,
player,201711190mia,mia,ParkCo03,punt_long,0,,,,,
player,201711190mia,mia,HaacMa00,xpm,,,,,,
player,201711190mia,mia,HaacMa00,xpa,,,,,,
player,201711190mia,mia,HaacMa00,fgm,,,,,,
player,201711190mia,mia,HaacMa00,fga,,,,,,
player,201711190mia,mia,HaacMa00,punt,2,,,,,
player,201711190mia,mia,HaacMa00,punt_yds,106,,,,,
player,201711190mia,mia,HaacMa00,punt_yds_per_punt,53.0,,,,,
player,201711190mia,mia,HaacMa00,punt_long,64,,,,,
player,201711190mia,mia,TunsLa00,pos,T,,,,,
player,201711190mia,mia,TunsLa00,offense,64,,,,,
player,201711190mia,mia,TunsLa00,off_pct,100%,,,,,
player,201711190mia,mia,TunsLa00,defense,0,,,,,
player,201711190mia,mia,TunsLa00,def_pct,0%,,,,,
player,201711190mia,mia,TunsLa00,special_teams,4,,,,,
player,201711190mia,mia,TunsLa00,st_pct,13%,,,,,
player,201711190mia,mia,DaviJe00,pos,G,,,,,
player,201711190mia,mia,DaviJe00,offense,64,,,,,
player,201711190mia,mia,DaviJe00,off_pct,100%,,,,,
player,201711190mia,mia,DaviJe00,defense,0,,,,,
player,201711190mia,mia,DaviJe00,def_pct,0%,,,,,
player,201711190mia,mia,DaviJe00,special_teams,4,,,,,
player,201711190mia,mia,DaviJe00,st_pct,13%,,,,,
player,201711190mia,mia,PounMi00,pos,C,,,,,
player,201711190mia,mia,PounMi00,offense,64,,,,,
player,201711190mia,mia,PounMi00,off_pct,100%,,,,,
player,201711190mia,mia,PounMi00,defense,0,,,,,
player,201711190mia,mia,PounMi00,def_pct,0%,,,,,
player,201711190mia,mia,PounMi00,special_teams,0,,,,,
player,201711190mia,mia,PounMi00,st_pct,0%,,,,,
player,201711190mia,mia,LarsTe20,pos,G,,,,,
player,201711190mia,mia,LarsTe20,offense,63,,,,,
player,201711190mia,mia,LarsTe20,off_pct,98%,,,,,
player,201711190mia,mia,LarsTe20,defense,0,,,,,
player,201711190mia,mia,LarsTe20,def_pct,0%,,,,,
player,201711190mia,mia,LarsTe20,special_teams,4,,,,,
player,201711190mia,mia,LarsTe20,st_pct,13%,,,,,
player,201711190mia,mia,StilKe00,pos,WR,,,,,
player,201711190mia,mia,StilKe00,offense,57,,,,,
player,201711190mia,mia,StilKe00,off_pct,89%,,,,,
player,201711190mia,mia,StilKe00,defense,0,,,,,
player,201711190mia,mia,StilKe00,def_pct,0%,,,,,
player,201711190mia,mia,StilKe00,special_teams,0,,,,,
player,201711190mia,mia,StilKe00,st_pct,0%,,,,,
player,201711190mia,mia,ParkDe01,pos,WR,,,,,
player,201711190mia,mia,ParkDe01,offense,57,,,,,
player,201711190mia,mia,ParkDe01,off_pct,89%,,,,,
player,201711190mia,mia,ParkDe01,defense,0,,,,,
player,201711190mia,mia,ParkDe01,def_pct,0%,,,,,
player,201711190mia,mia,ParkDe01,special_teams,0,,,,,
player,201711190mia,mia,ParkDe01,st_pct,0%,,,,,
player,201711190mia,mia,LandJa00,pos,WR,,,,,
player,201711190mia,mia,LandJa00,offense,54,,,,,
player,201711190mia,mia,LandJa00,off_pct,84%,,,,,
player,201711190mia,mia,LandJa00,defense,0,,,,,
player,201711190mia,mia,LandJa00,def_pct,0%,,,,,
player,201711190mia,mia,LandJa00,special_teams,4,,,,,
player,201711190mia,mia,LandJa00,st_pct,13%,,,,,
player,201711190mia,mia,ThomJu00,pos,TE,,,,,
player,201711190mia,mia,ThomJu00,offense,51,,,,,
player,201711190mia,mia,ThomJu00,off_pct,80%,,,,,
player,201711190mia,mia,ThomJu00,defense,0,,,,,
player,201711190mia,mia,ThomJu00,def_pct,0%,,,,,
player,201711190mia,mia,ThomJu00,special_teams,0,,,,,
player,201711190mia,mia,ThomJu00,st_pct,0%,,,,,
player,201711190mia,mia,MoorMa01,pos,QB,,,,,
player,201711190mia,mia,MoorMa01,offense,40,,,,,
player,201711190mia,mia,MoorMa01,off_pct,62%,,,,,
player,201711190mia,mia,MoorMa01,defense,0,,,,,
player,201711190mia,mia,MoorMa01,def_pct,0%,,,,,
player,201711190mia,mia,MoorMa01,special_teams,0,,,,,
player,201711190mia,mia,MoorMa01,st_pct,0%,,,,,
player,201711190mia,mia,DrakKe00,pos,RB,,,,,
player,201711190mia,mia,DrakKe00,offense,38,,,,,
player,201711190mia,mia,DrakKe00,off_pct,59%,,,,,
player,201711190mia,mia,DrakKe00,defense,0,,,,,
player,201711190mia,mia,DrakKe00,def_pct,0%,,,,,
player,201711190mia,mia,DrakKe00,special_teams,1,,,,,
player,201711190mia,mia,DrakKe00,st_pct,3%,,,,,
player,201711190mia,mia,BushJe20,pos,G,,,,,
player,201711190mia,mia,BushJe20,offense,33,,,,,
player,201711190mia,mia,BushJe20,off_pct,52%,,,,,
player,201711190mia,mia,BushJe20,defense,0,,,,,
player,201711190mia,mia,BushJe20,def_pct,0%,,,,,
player,201711190mia,mia,BushJe20,special_teams,1,,,,,
player,201711190mia,mia,BushJe20,st_pct,3%,,,,,
player,201711190mia,mia,YounSa21,pos,T,,,,,
player,201711190mia,mia,YounSa21,offense,32,,,,,
player,201711190mia,mia,YounSa21,off_pct,50%,,,,,
player,201711190mia,mia,YounSa21,defense,0,,,,,
player,201711190mia,mia,YounSa21,def_pct,0%,,,,,
player,201711190mia,mia,YounSa21,special_teams,4,,,,,
player,201711190mia,mia,YounSa21,st_pct,13%,,,,,
player,201711190mia,mia,FasaAn00,pos,TE,,,,,
player,201711190mia,mia,FasaAn00,offense,28,,,,,
player,201711190mia,mia,FasaAn00,off_pct,44%,,,,,
player,201711190mia,mia,FasaAn00,defense,0,,,,,
player,201711190mia,mia,FasaAn00,def_pct,0%,,,,,
player,201711190mia,mia,FasaAn00,special_teams,4,,,,,
player,201711190mia,mia,FasaAn00,st_pct,13%,,,,,
player,201711190mia,mia,WillDa05,pos,RB,,,,,
player,201711190mia,mia,WillDa05,offense,27,,,,,
player,201711190mia,mia,WillDa05,off_pct,42%,,,,,
player,201711190mia,mia,WillDa05,defense,0,,,,,
player,201711190mia,mia,WillDa05,def_pct,0%,,,,,
player,201711190mia,mia,WillDa05,special_teams,3,,,,,
player,201711190mia,mia,WillDa05,st_pct,10%,,,,,
player,201711190mia,mia,CutlJa00,pos,QB,,,,,
player,201711190mia,mia,CutlJa00,offense,24,,,,,
player,201711190mia,mia,CutlJa00,off_pct,38%,,,,,
player,201711190mia,mia,CutlJa00,defense,0,,,,,
player,201711190mia,mia,CutlJa00,def_pct,0%,,,,,
player,201711190mia,mia,CutlJa00,special_teams,0,,,,,
player,201711190mia,mia,CutlJa00,st_pct,0%,,,,,
player,201711190mia,mia,GrayMa00,pos,TE,,,,,
player,201711190mia,mia,GrayMa00,offense,6,,,,,
player,201711190mia,mia,GrayMa00,off_pct,9%,,,,,
player,201711190mia,mia,GrayMa00,defense,0,,,,,
player,201711190mia,mia,GrayMa00,def_pct,0%,,,,,
player,201711190mia,mia,GrayMa00,special_teams,12,,,,,
player,201711190mia,mia,GrayMa00,st_pct,40%,,,,,
player,201711190mia,mia,ScotRa01,pos,WR,,,,,
player,201711190mia,mia,ScotRa01,offense,1,,,,,
player,201711190mia,mia,ScotRa01,off_pct,2%,,,,,
player,201711190mia,mia,ScotRa01,defense,0,,,,,
player,201711190mia,mia,ScotRa01,def_pct,0%,,,,,
player,201711190mia,mia,ScotRa01,special_teams,17,,,,,
player,201711190mia,mia,ScotRa01,st_pct,57%,,,,,
player,201711190mia,mia,BrenJa01,pos,C,,,,,
player,201711190mia,mia,BrenJa01,offense,1,,,,,
player,201711190mia,mia,BrenJa01,off_pct,2%,,,,,
player,201711190mia,mia,BrenJa01,defense,0,,,,,
player,201711190mia,mia,BrenJa01,def_pct,0%,,,,,
player,201711190mia,mia,BrenJa01,special_teams,4,,,,,
player,201711190mia,mia,BrenJa01,st_pct,13%,,,,,
player,201711190mia,mia,McDoTJ00,pos,SS,,,,,
player,201711190mia,mia,McDoTJ00,offense,0,,,,,
player,201711190mia,mia,McDoTJ00,off_pct,0%,,,,,
player,201711190mia,mia,McDoTJ00,defense,66,,,,,
player,201711190mia,mia,McDoTJ00,def_pct,100%,,,,,
player,201711190mia,mia,McDoTJ00,special_teams,0,,,,,
player,201711190mia,mia,McDoTJ00,st_pct,0%,,,,,
player,201711190mia,mia,HowaXa00,pos,CB,,,,,
player,201711190mia,mia,HowaXa00,offense,0,,,,,
player,201711190mia,mia,HowaXa00,off_pct,0%,,,,,
player,201711190mia,mia,HowaXa00,defense,66,,,,,
player,201711190mia,mia,HowaXa00,def_pct,100%,,,,,
player,201711190mia,mia,HowaXa00,special_teams,0,,,,,
player,201711190mia,mia,HowaXa00,st_pct,0%,,,,,
player,201711190mia,mia,JoneRe99,pos,SS,,,,,
player,201711190mia,mia,JoneRe99,offense,0,,,,,
player,201711190mia,mia,JoneRe99,off_pct,0%,,,,,
player,201711190mia,mia,JoneRe99,defense,66,,,,,
player,201711190mia,mia,JoneRe99,def_pct,100%,,,,,
player,201711190mia,mia,JoneRe99,special_teams,0,,,,,
player,201711190mia,mia,JoneRe99,st_pct,0%,,,,,
player,201711190mia,mia,AlonKi00,pos,LB,,,,,
player,201711190mia,mia,AlonKi00,offense,0,,,,,
player,201711190mia,mia,AlonKi00,off_pct,0%,,,,,
player,201711190mia,mia,AlonKi00,defense,66,,,,,
player,201711190mia,mia,AlonKi00,def_pct,100%,,,,,
player,201711190mia,mia,AlonKi00,special_teams,0,,,,,
player,201711190mia,mia,AlonKi00,st_pct,0%,,,,,
player,201711190mia,mia,TankCo00,pos,CB,,,,,
player,201711190mia,mia,TankCo00,offense,0,,,,,
player,201711190mia,mia,TankCo00,off_pct,0%,,,,,
player,201711190mia,mia,TankCo00,defense,64,,,,,
player,201711190mia,mia,TankCo00,def_pct,97%,,,,,
player,201711190mia,mia,TankCo00,special_teams,0,,,,,
player,201711190mia,mia,TankCo00,st_pct,0%,,,,,
player,201711190mia,mia,SuhxNd99,pos,DT,,,,,
player,201711190mia,mia,SuhxNd99,offense,0,,,,,
player,201711190mia,mia,SuhxNd99,off_pct,0%,,,,,
player,201711190mia,mia,SuhxNd99,defense,57,,,,,
player,201711190mia,mia,SuhxNd99,def_pct,86%,,,,,
player,201711190mia,mia,SuhxNd99,special_teams,0,,,,,
player,201711190mia,mia,SuhxNd99,st_pct,0%,,,,,
player,201711190mia,mia,TimmLa99,pos,LB,,,,,
player,201711190mia,mia,TimmLa99,offense,0,,,,,
player,201711190mia,mia,TimmLa99,off_pct,0%,,,,,
player,201711190mia,mia,TimmLa99,defense,55,,,,,
player,201711190mia,mia,TimmLa99,def_pct,83%,,,,,
player,201711190mia,mia,TimmLa99,special_teams,0,,,,,
player,201711190mia,mia,TimmLa99,st_pct,0%,,,,,
player,201711190mia,mia,BranAn00,pos,DE,,,,,
player,201711190mia,mia,BranAn00,offense,0,,,,,
player,201711190mia,mia,BranAn00,off_pct,0%,,,,,
player,201711190mia,mia,BranAn00,defense,41,,,,,
player,201711190mia,mia,BranAn00,def_pct,62%,,,,,
player,201711190mia,mia,BranAn00,special_teams,0,,,,,
player,201711190mia,mia,BranAn00,st_pct,0%,,,,,
player,201711190mia,mia,WakeCa00,pos,DE,,,,,
player,201711190mia,mia,WakeCa00,offense,0,,,,,
player,201711190mia,mia,WakeCa00,off_pct,0%,,,,,
player,201711190mia,mia,WakeCa00,defense,40,,,,,
player,201711190mia,mia,WakeCa00,def_pct,61%,,,,,
player,201711190mia,mia,WakeCa00,special_teams,0,,,,,
player,201711190mia,mia,WakeCa00,st_pct,0%,,,,,
player,201711190mia,mia,McCaBo01,pos,CB,,,,,
player,201711190mia,mia,McCaBo01,offense,0,,,,,
player,201711190mia,mia,McCaBo01,off_pct,0%,,,,,
player,201711190mia,mia,McCaBo01,defense,35,,,,,
player,201711190mia,mia,McCaBo01,def_pct,53%,,,,,
player,201711190mia,mia,McCaBo01,special_teams,18,,,,,
player,201711190mia,mia,McCaBo01,st_pct,60%,,,,,
player,201711190mia,mia,GodcDa00,pos,DT,,,,,
player,201711190mia,mia,GodcDa00,offense,0,,,,,
player,201711190mia,mia,GodcDa00,off_pct,0%,,,,,
player,201711190mia,mia,GodcDa00,defense,35,,,,,
player,201711190mia,mia,GodcDa00,def_pct,53%,,,,,
player,201711190mia,mia,GodcDa00,special_teams,6,,,,,
player,201711190mia,mia,GodcDa00,st_pct,20%,,,,,
player,201711190mia,mia,PhilJo01,pos,DT,,,,,
player,201711190mia,mia,PhilJo01,offense,0,,,,,
player,201711190mia,mia,PhilJo01,off_pct,0%,,,,,
player,201711190mia,mia,PhilJo01,defense,33,,,,,
player,201711190mia,mia,PhilJo01,def_pct,50%,,,,,
player,201711190mia,mia,PhilJo01,special_teams,7,,,,,
player,201711190mia,mia,PhilJo01,st_pct,23%,,,,,
player,201711190mia,mia,AlleCh02,pos,LB,,,,,
player,201711190mia,mia,AlleCh02,offense,0,,,,,
player,201711190mia,mia,AlleCh02,off_pct,0%,,,,,
player,201711190mia,mia,AlleCh02,defense,30,,,,,
player,201711190mia,mia,AlleCh02,def_pct,45%,,,,,
player,201711190mia,mia,AlleCh02,special_teams,26,,,,,
player,201711190mia,mia,AlleCh02,st_pct,87%,,,,,
player,201711190mia,mia,HayeWi99,pos,DE,,,,,
player,201711190mia,mia,HayeWi99,offense,0,,,,,
player,201711190mia,mia,HayeWi99,off_pct,0%,,,,,
player,201711190mia,mia,HayeWi99,defense,26,,,,,
player,201711190mia,mia,HayeWi99,def_pct,39%,,,,,
player,201711190mia,mia,HayeWi99,special_teams,0,,,,,
player,201711190mia,mia,HayeWi99,st_pct,0%,,,,,
player,201711190mia,mia,HarrCh03,pos,DE,,,,,
player,201711190mia,mia,HarrCh03,offense,0,,,,,
player,201711190mia,mia,HarrCh03,off_pct,0%,,,,,
player,201711190mia,mia,HarrCh03,defense,25,,,,,
player,201711190mia,mia,HarrCh03,def_pct,38%,,,,,
player,201711190mia,mia,HarrCh03,special_teams,6,,,,,
player,201711190mia,mia,HarrCh03,st_pct,20%,,,,,
player,201711190mia,mia,AnthSt00,pos,LB,,,,,
player,201711190mia,mia,AnthSt00,offense,0,,,,,
player,201711190mia,mia,AnthSt00,off_pct,0%,,,,,
player,201711190mia,mia,AnthSt00,defense,12,,,,,
player,201711190mia,mia,AnthSt00,def_pct,18%,,,,,
player,201711190mia,mia,AnthSt00,special_teams,9,,,,,
player,201711190mia,mia,AnthSt00,st_pct,30%,,,,,
player,201711190mia,mia,TaylVi00,pos,DT,,,,,
player,201711190mia,mia,TaylVi00,offense,0,,,,,
player,201711190mia,mia,TaylVi00,off_pct,0%,,,,,
player,201711190mia,mia,TaylVi00,defense,7,,,,,
player,201711190mia,mia,TaylVi00,def_pct,11%,,,,,
player,201711190mia,mia,TaylVi00,special_teams,12,,,,,
player,201711190mia,mia,TaylVi00,st_pct,40%,,,,,
player,201711190mia,mia,FedeTe00,pos,DE,,,,,
player,201711190mia,mia,FedeTe00,offense,0,,,,,
player,201711190mia,mia,FedeTe00,off_pct,0%,,,,,
player,201711190mia,mia,FedeTe00,defense,2,,,,,
player,201711190mia,mia,FedeTe00,def_pct,3%,,,,,
player,201711190mia,mia,FedeTe00,special_teams,24,,,,,
player,201711190mia,mia,FedeTe00,st_pct,80%,,,,,
player,201711190mia,mia,AikeWa00,pos,CB,,,,,
player,201711190mia,mia,AikeWa00,offense,0,,,,,
player,201711190mia,mia,AikeWa00,off_pct,0%,,,,,
player,201711190mia,mia,AikeWa00,defense,0,,,,,
player,201711190mia,mia,AikeWa00,def_pct,0%,,,,,
player,201711190mia,mia,AikeWa00,special_teams,26,,,,,
player,201711190mia,mia,AikeWa00,st_pct,87%,,,,,
player,201711190mia,mia,HullMi01,pos,LB,,,,,
player,201711190mia,mia,HullMi01,offense,0,,,,,
player,201711190mia,mia,HullMi01,off_pct,0%,,,,,
player,201711190mia,mia,HullMi01,defense,0,,,,,
player,201711190mia,mia,HullMi01,def_pct,0%,,,,,
player,201711190mia,mia,HullMi01,special_teams,26,,,,,
player,201711190mia,mia,HullMi01,st_pct,87%,,,,,
player,201711190mia,mia,ThomMi02,pos,SS,,,,,
player,201711190mia,mia,ThomMi02,offense,0,,,,,
player,201711190mia,mia,ThomMi02,off_pct,0%,,,,,
player,201711190mia,mia,ThomMi02,defense,0,,,,,
player,201711190mia,mia,ThomMi02,def_pct,0%,,,,,
player,201711190mia,mia,ThomMi02,special_teams,21,,,,,
player,201711190mia,mia,ThomMi02,st_pct,70%,,,,,
player,201711190mia,mia,SmitMa04,pos,FS,,,,,
player,201711190mia,mia,SmitMa04,offense,0,,,,,
player,201711190mia,mia,SmitMa04,off_pct,0%,,,,,
player,201711190mia,mia,SmitMa04,defense,0,,,,,
player,201711190mia,mia,SmitMa04,def_pct,0%,,,,,
player,201711190mia,mia,SmitMa04,special_teams,19,,,,,
player,201711190mia,mia,SmitMa04,st_pct,63%,,,,,
player,201711190mia,mia,PerrSe00,pos,RB,,,,,
player,201711190mia,mia,PerrSe00,offense,0,,,,,
player,201711190mia,mia,PerrSe00,off_pct,0%,,,,,
player,201711190mia,mia,PerrSe00,defense,0,,,,,
player,201711190mia,mia,PerrSe00,def_pct,0%,,,,,
player,201711190mia,mia,PerrSe00,special_teams,18,,,,,
player,201711190mia,mia,PerrSe00,st_pct,60%,,,,,
player,201711190mia,mia,VernAl99,pos,CB,,,,,
player,201711190mia,mia,VernAl99,offense,0,,,,,
player,201711190mia,mia,VernAl99,off_pct,0%,,,,,
player,201711190mia,mia,VernAl99,defense,0,,,,,
