game,2017,10,20171112,201711120ram,htx,"Houston Texans",7,ram,"Los Angeles Rams",33
player,201711120ram,ram,HageBr00,special_teams,19,,,,,
player,201711120ram,ram,HageBr00,st_pct,61%,,,,,
player,201711120ram,ram,HatfDo00,pos,CB,,,,,
player,201711120ram,ram,HatfDo00,offense,0,,,,,
player,201711120ram,ram,HatfDo00,off_pct,0%,,,,,
player,201711120ram,ram,HatfDo00,defense,3,,,,,
player,201711120ram,ram,HatfDo00,def_pct,4%,,,,,
player,201711120ram,ram,HatfDo00,special_teams,21,,,,,
player,201711120ram,ram,HatfDo00,st_pct,68%,,,,,
player,201711120ram,ram,HillTr01,pos,CB,,,,,
player,201711120ram,ram,HillTr01,offense,0,,,,,
player,201711120ram,ram,HillTr01,off_pct,0%,,,,,
player,201711120ram,ram,HillTr01,defense,0,,,,,
player,201711120ram,ram,HillTr01,def_pct,0%,,,,,
player,201711120ram,ram,HillTr01,special_teams,18,,,,,
player,201711120ram,ram,HillTr01,st_pct,58%,,,,,
player,201711120ram,ram,ZuerGr00,pos,K,,,,,
player,201711120ram,ram,ZuerGr00,offense,0,,,,,
player,201711120ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201711120ram,ram,ZuerGr00,defense,0,,,,,
player,201711120ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201711120ram,ram,ZuerGr00,special_teams,15,,,,,
player,201711120ram,ram,ZuerGr00,st_pct,48%,,,,,
player,201711120ram,ram,McQuJa00,pos,LS,,,,,
player,201711120ram,ram,McQuJa00,offense,0,,,,,
player,201711120ram,ram,McQuJa00,off_pct,0%,,,,,
player,201711120ram,ram,McQuJa00,defense,0,,,,,
player,201711120ram,ram,McQuJa00,def_pct,0%,,,,,
player,201711120ram,ram,McQuJa00,special_teams,12,,,,,
player,201711120ram,ram,McQuJa00,st_pct,39%,,,,,
player,201711120ram,ram,HekkJo00,pos,P,,,,,
player,201711120ram,ram,HekkJo00,offense,0,,,,,
player,201711120ram,ram,HekkJo00,off_pct,0%,,,,,
player,201711120ram,ram,HekkJo00,defense,0,,,,,
player,201711120ram,ram,HekkJo00,def_pct,0%,,,,,
player,201711120ram,ram,HekkJo00,special_teams,12,,,,,
player,201711120ram,ram,HekkJo00,st_pct,39%,,,,,
player,201711120ram,ram,WillDa07,pos,T,,,,,
player,201711120ram,ram,WillDa07,offense,0,,,,,
player,201711120ram,ram,WillDa07,off_pct,0%,,,,,
player,201711120ram,ram,WillDa07,defense,0,,,,,
player,201711120ram,ram,WillDa07,def_pct,0%,,,,,
player,201711120ram,ram,WillDa07,special_teams,7,,,,,
player,201711120ram,ram,WillDa07,st_pct,23%,,,,,
player,201711120ram,htx,Sua-Xa00,pos,G,,,,,
player,201711120ram,htx,Sua-Xa00,offense,70,,,,,
player,201711120ram,htx,Sua-Xa00,off_pct,100%,,,,,
player,201711120ram,htx,Sua-Xa00,defense,0,,,,,
player,201711120ram,htx,Sua-Xa00,def_pct,0%,,,,,
player,201711120ram,htx,Sua-Xa00,special_teams,2,,,,,
player,201711120ram,htx,Sua-Xa00,st_pct,6%,,,,,
player,201711120ram,htx,GiacBr20,pos,T,,,,,
player,201711120ram,htx,GiacBr20,offense,70,,,,,
player,201711120ram,htx,GiacBr20,off_pct,100%,,,,,
player,201711120ram,htx,GiacBr20,defense,0,,,,,
player,201711120ram,htx,GiacBr20,def_pct,0%,,,,,
player,201711120ram,htx,GiacBr20,special_teams,2,,,,,
player,201711120ram,htx,GiacBr20,st_pct,6%,,,,,
player,201711120ram,htx,ClarCh21,pos,T,,,,,
player,201711120ram,htx,ClarCh21,offense,70,,,,,
player,201711120ram,htx,ClarCh21,off_pct,100%,,,,,
player,201711120ram,htx,ClarCh21,defense,0,,,,,
player,201711120ram,htx,ClarCh21,def_pct,0%,,,,,
player,201711120ram,htx,ClarCh21,special_teams,2,,,,,
player,201711120ram,htx,ClarCh21,st_pct,6%,,,,,
player,201711120ram,htx,MartNi00,pos,C,,,,,
player,201711120ram,htx,MartNi00,offense,70,,,,,
player,201711120ram,htx,MartNi00,off_pct,100%,,,,,
player,201711120ram,htx,MartNi00,defense,0,,,,,
player,201711120ram,htx,MartNi00,def_pct,0%,,,,,
player,201711120ram,htx,MartNi00,special_teams,2,,,,,
player,201711120ram,htx,MartNi00,st_pct,6%,,,,,
player,201711120ram,htx,HopkDe00,pos,WR,,,,,
player,201711120ram,htx,HopkDe00,offense,69,,,,,
player,201711120ram,htx,HopkDe00,off_pct,99%,,,,,
player,201711120ram,htx,HopkDe00,defense,0,,,,,
player,201711120ram,htx,HopkDe00,def_pct,0%,,,,,
player,201711120ram,htx,HopkDe00,special_teams,0,,,,,
player,201711120ram,htx,HopkDe00,st_pct,0%,,,,,
player,201711120ram,htx,SavaTo00,pos,QB,,,,,
player,201711120ram,htx,SavaTo00,offense,68,,,,,
player,201711120ram,htx,SavaTo00,off_pct,97%,,,,,
player,201711120ram,htx,SavaTo00,defense,0,,,,,
player,201711120ram,htx,SavaTo00,def_pct,0%,,,,,
player,201711120ram,htx,SavaTo00,special_teams,0,,,,,
player,201711120ram,htx,SavaTo00,st_pct,0%,,,,,
player,201711120ram,htx,FiedC.00,pos,TE,,,,,
player,201711120ram,htx,FiedC.00,offense,63,,,,,
player,201711120ram,htx,FiedC.00,off_pct,90%,,,,,
player,201711120ram,htx,FiedC.00,defense,0,,,,,
player,201711120ram,htx,FiedC.00,def_pct,0%,,,,,
player,201711120ram,htx,FiedC.00,special_teams,0,,,,,
player,201711120ram,htx,FiedC.00,st_pct,0%,,,,,
player,201711120ram,htx,MancGr00,pos,C,,,,,
player,201711120ram,htx,MancGr00,offense,60,,,,,
player,201711120ram,htx,MancGr00,off_pct,86%,,,,,
player,201711120ram,htx,MancGr00,defense,0,,,,,
player,201711120ram,htx,MancGr00,def_pct,0%,,,,,
player,201711120ram,htx,MancGr00,special_teams,2,,,,,
player,201711120ram,htx,MancGr00,st_pct,6%,,,,,
player,201711120ram,htx,ElliBr00,pos,WR,,,,,
player,201711120ram,htx,ElliBr00,offense,43,,,,,
player,201711120ram,htx,ElliBr00,off_pct,61%,,,,,
player,201711120ram,htx,ElliBr00,defense,0,,,,,
player,201711120ram,htx,ElliBr00,def_pct,0%,,,,,
player,201711120ram,htx,ElliBr00,special_teams,5,,,,,
player,201711120ram,htx,ElliBr00,st_pct,16%,,,,,
player,201711120ram,htx,MillLa01,pos,RB,,,,,
player,201711120ram,htx,MillLa01,offense,41,,,,,
player,201711120ram,htx,MillLa01,off_pct,59%,,,,,
player,201711120ram,htx,MillLa01,defense,0,,,,,
player,201711120ram,htx,MillLa01,def_pct,0%,,,,,
player,201711120ram,htx,MillLa01,special_teams,0,,,,,
player,201711120ram,htx,MillLa01,st_pct,0%,,,,,
player,201711120ram,htx,AndeSt01,pos,TE,,,,,
player,201711120ram,htx,AndeSt01,offense,35,,,,,
player,201711120ram,htx,AndeSt01,off_pct,50%,,,,,
player,201711120ram,htx,AndeSt01,defense,0,,,,,
player,201711120ram,htx,AndeSt01,def_pct,0%,,,,,
player,201711120ram,htx,AndeSt01,special_teams,10,,,,,
player,201711120ram,htx,AndeSt01,st_pct,32%,,,,,
player,201711120ram,htx,FullWi01,pos,WR,,,,,
player,201711120ram,htx,FullWi01,offense,32,,,,,
player,201711120ram,htx,FullWi01,off_pct,46%,,,,,
player,201711120ram,htx,FullWi01,defense,0,,,,,
player,201711120ram,htx,FullWi01,def_pct,0%,,,,,
player,201711120ram,htx,FullWi01,special_teams,0,,,,,
player,201711120ram,htx,FullWi01,st_pct,0%,,,,,
player,201711120ram,htx,MillBr03,pos,WR,,,,,
player,201711120ram,htx,MillBr03,offense,20,,,,,
player,201711120ram,htx,MillBr03,off_pct,29%,,,,,
player,201711120ram,htx,MillBr03,defense,0,,,,,
player,201711120ram,htx,MillBr03,def_pct,0%,,,,,
player,201711120ram,htx,MillBr03,special_teams,1,,,,,
player,201711120ram,htx,MillBr03,st_pct,3%,,,,,
player,201711120ram,htx,ProsJa00,pos,FB,,,,,
player,201711120ram,htx,ProsJa00,offense,16,,,,,
player,201711120ram,htx,ProsJa00,off_pct,23%,,,,,
player,201711120ram,htx,ProsJa00,defense,0,,,,,
player,201711120ram,htx,ProsJa00,def_pct,0%,,,,,
player,201711120ram,htx,ProsJa00,special_teams,13,,,,,
player,201711120ram,htx,ProsJa00,st_pct,42%,,,,,
player,201711120ram,htx,ForeDO00,pos,RB,,,,,
player,201711120ram,htx,ForeDO00,offense,16,,,,,
player,201711120ram,htx,ForeDO00,off_pct,23%,,,,,
player,201711120ram,htx,ForeDO00,defense,0,,,,,
player,201711120ram,htx,ForeDO00,def_pct,0%,,,,,
player,201711120ram,htx,ForeDO00,special_teams,0,,,,,
player,201711120ram,htx,ForeDO00,st_pct,0%,,,,,
player,201711120ram,htx,BlueAl00,pos,RB,,,,,
player,201711120ram,htx,BlueAl00,offense,13,,,,,
player,201711120ram,htx,BlueAl00,off_pct,19%,,,,,
player,201711120ram,htx,BlueAl00,defense,0,,,,,
player,201711120ram,htx,BlueAl00,def_pct,0%,,,,,
player,201711120ram,htx,BlueAl00,special_teams,22,,,,,
player,201711120ram,htx,BlueAl00,st_pct,71%,,,,,
player,201711120ram,htx,AlleJe01,pos,G,,,,,
player,201711120ram,htx,AlleJe01,offense,10,,,,,
player,201711120ram,htx,AlleJe01,off_pct,14%,,,,,
player,201711120ram,htx,AlleJe01,defense,0,,,,,
player,201711120ram,htx,AlleJe01,def_pct,0%,,,,,
player,201711120ram,htx,AlleJe01,special_teams,2,,,,,
player,201711120ram,htx,AlleJe01,st_pct,6%,,,,,
player,201711120ram,htx,ThomCh05,pos,WR,,,,,
player,201711120ram,htx,ThomCh05,offense,2,,,,,
player,201711120ram,htx,ThomCh05,off_pct,3%,,,,,
player,201711120ram,htx,ThomCh05,defense,0,,,,,
player,201711120ram,htx,ThomCh05,def_pct,0%,,,,,
player,201711120ram,htx,ThomCh05,special_teams,22,,,,,
player,201711120ram,htx,ThomCh05,st_pct,71%,,,,,
player,201711120ram,htx,DaveJu00,pos,T,,,,,
player,201711120ram,htx,DaveJu00,offense,2,,,,,
player,201711120ram,htx,DaveJu00,off_pct,3%,,,,,
player,201711120ram,htx,DaveJu00,defense,0,,,,,
player,201711120ram,htx,DaveJu00,def_pct,0%,,,,,
player,201711120ram,htx,DaveJu00,special_teams,0,,,,,
player,201711120ram,htx,DaveJu00,st_pct,0%,,,,,
player,201711120ram,htx,JackKa99,pos,CB,,,,,
player,201711120ram,htx,JackKa99,offense,0,,,,,
player,201711120ram,htx,JackKa99,off_pct,0%,,,,,
player,201711120ram,htx,JackKa99,defense,58,,,,,
player,201711120ram,htx,JackKa99,def_pct,88%,,,,,
player,201711120ram,htx,JackKa99,special_teams,6,,,,,
player,201711120ram,htx,JackKa99,st_pct,19%,,,,,
player,201711120ram,htx,JoseJo20,pos,CB,,,,,
player,201711120ram,htx,JoseJo20,offense,0,,,,,
player,201711120ram,htx,JoseJo20,off_pct,0%,,,,,
player,201711120ram,htx,JoseJo20,defense,56,,,,,
player,201711120ram,htx,JoseJo20,def_pct,85%,,,,,
player,201711120ram,htx,JoseJo20,special_teams,5,,,,,
player,201711120ram,htx,JoseJo20,st_pct,16%,,,,,
player,201711120ram,htx,ClowJa00,pos,LB,,,,,
player,201711120ram,htx,ClowJa00,offense,0,,,,,
player,201711120ram,htx,ClowJa00,off_pct,0%,,,,,
player,201711120ram,htx,ClowJa00,defense,54,,,,,
player,201711120ram,htx,ClowJa00,def_pct,82%,,,,,
player,201711120ram,htx,ClowJa00,special_teams,6,,,,,
player,201711120ram,htx,ClowJa00,st_pct,19%,,,,,
player,201711120ram,htx,HalxAn00,pos,FS,,,,,
player,201711120ram,htx,HalxAn00,offense,0,,,,,
player,201711120ram,htx,HalxAn00,off_pct,0%,,,,,
player,201711120ram,htx,HalxAn00,defense,53,,,,,
player,201711120ram,htx,HalxAn00,def_pct,80%,,,,,
player,201711120ram,htx,HalxAn00,special_teams,6,,,,,
player,201711120ram,htx,HalxAn00,st_pct,19%,,,,,
player,201711120ram,htx,McKiBe00,pos,LB,,,,,
player,201711120ram,htx,McKiBe00,offense,0,,,,,
player,201711120ram,htx,McKiBe00,off_pct,0%,,,,,
player,201711120ram,htx,McKiBe00,defense,49,,,,,
player,201711120ram,htx,McKiBe00,def_pct,74%,,,,,
player,201711120ram,htx,McKiBe00,special_teams,6,,,,,
player,201711120ram,htx,McKiBe00,st_pct,19%,,,,,
player,201711120ram,htx,GilcMa00,pos,FS,,,,,
player,201711120ram,htx,GilcMa00,offense,0,,,,,
player,201711120ram,htx,GilcMa00,off_pct,0%,,,,,
player,201711120ram,htx,GilcMa00,defense,49,,,,,
player,201711120ram,htx,GilcMa00,def_pct,74%,,,,,
player,201711120ram,htx,GilcMa00,special_teams,6,,,,,
player,201711120ram,htx,GilcMa00,st_pct,19%,,,,,
player,201711120ram,htx,JohnKe04,pos,CB,,,,,
player,201711120ram,htx,JohnKe04,offense,0,,,,,
player,201711120ram,htx,JohnKe04,off_pct,0%,,,,,
player,201711120ram,htx,JohnKe04,defense,49,,,,,
player,201711120ram,htx,JohnKe04,def_pct,74%,,,,,
player,201711120ram,htx,JohnKe04,special_teams,1,,,,,
player,201711120ram,htx,JohnKe04,st_pct,3%,,,,,
player,201711120ram,htx,ScarBr00,pos,LB,,,,,
player,201711120ram,htx,ScarBr00,offense,0,,,,,
player,201711120ram,htx,ScarBr00,off_pct,0%,,,,,
player,201711120ram,htx,ScarBr00,defense,41,,,,,
player,201711120ram,htx,ScarBr00,def_pct,62%,,,,,
player,201711120ram,htx,ScarBr00,special_teams,22,,,,,
player,201711120ram,htx,ScarBr00,st_pct,71%,,,,,
player,201711120ram,htx,WatkCa00,pos,DE,,,,,
player,201711120ram,htx,WatkCa00,offense,0,,,,,
player,201711120ram,htx,WatkCa00,off_pct,0%,,,,,
player,201711120ram,htx,WatkCa00,defense,32,,,,,
player,201711120ram,htx,WatkCa00,def_pct,48%,,,,,
player,201711120ram,htx,WatkCa00,special_teams,4,,,,,
player,201711120ram,htx,WatkCa00,st_pct,13%,,,,,
player,201711120ram,htx,JenkJe00,pos,LB,,,,,
player,201711120ram,htx,JenkJe00,offense,0,,,,,
player,201711120ram,htx,JenkJe00,off_pct,0%,,,,,
player,201711120ram,htx,JenkJe00,defense,31,,,,,
player,201711120ram,htx,JenkJe00,def_pct,47%,,,,,
player,201711120ram,htx,JenkJe00,special_teams,0,,,,,
player,201711120ram,htx,JenkJe00,st_pct,0%,,,,,
player,201711120ram,htx,ReadD.00,pos,NT,,,,,
player,201711120ram,htx,ReadD.00,offense,0,,,,,
player,201711120ram,htx,ReadD.00,off_pct,0%,,,,,
player,201711120ram,htx,ReadD.00,defense,30,,,,,
player,201711120ram,htx,ReadD.00,def_pct,45%,,,,,
player,201711120ram,htx,ReadD.00,special_teams,6,,,,,
player,201711120ram,htx,ReadD.00,st_pct,19%,,,,,
player,201711120ram,htx,HousLa99,pos,LB,,,,,
player,201711120ram,htx,HousLa99,offense,0,,,,,
player,201711120ram,htx,HousLa99,off_pct,0%,,,,,
player,201711120ram,htx,HousLa99,defense,29,,,,,
player,201711120ram,htx,HousLa99,def_pct,44%,,,,,
player,201711120ram,htx,HousLa99,special_teams,0,,,,,
player,201711120ram,htx,HousLa99,st_pct,0%,,,,,
player,201711120ram,htx,CunnZa00,pos,LB,,,,,
player,201711120ram,htx,CunnZa00,offense,0,,,,,
player,201711120ram,htx,CunnZa00,off_pct,0%,,,,,
player,201711120ram,htx,CunnZa00,defense,27,,,,,
player,201711120ram,htx,CunnZa00,def_pct,41%,,,,,
player,201711120ram,htx,CunnZa00,special_teams,13,,,,,
player,201711120ram,htx,CunnZa00,st_pct,42%,,,,,
player,201711120ram,htx,DunnBr00,pos,NT,,,,,
player,201711120ram,htx,DunnBr00,offense,0,,,,,
player,201711120ram,htx,DunnBr00,off_pct,0%,,,,,
player,201711120ram,htx,DunnBr00,defense,25,,,,,
player,201711120ram,htx,DunnBr00,def_pct,38%,,,,,
player,201711120ram,htx,DunnBr00,special_teams,7,,,,,
player,201711120ram,htx,DunnBr00,st_pct,23%,,,,,
player,201711120ram,htx,KamaUf00,pos,LB,,,,,
player,201711120ram,htx,KamaUf00,offense,0,,,,,
player,201711120ram,htx,KamaUf00,off_pct,0%,,,,,
player,201711120ram,htx,KamaUf00,defense,24,,,,,
player,201711120ram,htx,KamaUf00,def_pct,36%,,,,,
player,201711120ram,htx,KamaUf00,special_teams,6,,,,,
player,201711120ram,htx,KamaUf00,st_pct,19%,,,,,
player,201711120ram,htx,BlacAn00,pos,DE,,,,,
player,201711120ram,htx,BlacAn00,offense,0,,,,,
player,201711120ram,htx,BlacAn00,off_pct,0%,,,,,
player,201711120ram,htx,BlacAn00,defense,24,,,,,
player,201711120ram,htx,BlacAn00,def_pct,36%,,,,,
player,201711120ram,htx,BlacAn00,special_teams,4,,,,,
player,201711120ram,htx,BlacAn00,st_pct,13%,,,,,
player,201711120ram,htx,WillMa03,pos,CB,,,,,
player,201711120ram,htx,WillMa03,offense,0,,,,,
player,201711120ram,htx,WillMa03,off_pct,0%,,,,,
player,201711120ram,htx,WillMa03,defense,23,,,,,
player,201711120ram,htx,WillMa03,def_pct,35%,,,,,
player,201711120ram,htx,WillMa03,special_teams,9,,,,,
player,201711120ram,htx,WillMa03,st_pct,29%,,,,,
player,201711120ram,htx,MoorCo00,pos,SS,,,,,
player,201711120ram,htx,MoorCo00,offense,0,,,,,
player,201711120ram,htx,MoorCo00,off_pct,0%,,,,,
player,201711120ram,htx,MoorCo00,defense,22,,,,,
player,201711120ram,htx,MoorCo00,def_pct,33%,,,,,
player,201711120ram,htx,MoorCo00,special_teams,24,,,,,
player,201711120ram,htx,MoorCo00,st_pct,77%,,,,,
player,201711120ram,htx,PleaEd00,pos,SS,,,,,
player,201711120ram,htx,PleaEd00,offense,0,,,,,
player,201711120ram,htx,PleaEd00,off_pct,0%,,,,,
player,201711120ram,htx,PleaEd00,defense,19,,,,,
player,201711120ram,htx,PleaEd00,def_pct,29%,,,,,
player,201711120ram,htx,PleaEd00,special_teams,15,,,,,
player,201711120ram,htx,PleaEd00,st_pct,48%,,,,,
player,201711120ram,htx,PeteBr00,pos,LB,,,,,
player,201711120ram,htx,PeteBr00,offense,0,,,,,
player,201711120ram,htx,PeteBr00,off_pct,0%,,,,,
player,201711120ram,htx,PeteBr00,defense,15,,,,,
player,201711120ram,htx,PeteBr00,def_pct,23%,,,,,
player,201711120ram,htx,PeteBr00,special_teams,23,,,,,
player,201711120ram,htx,PeteBr00,st_pct,74%,,,,,
player,201711120ram,htx,HeenBe00,pos,LB,,,,,
player,201711120ram,htx,HeenBe00,offense,0,,,,,
player,201711120ram,htx,HeenBe00,off_pct,0%,,,,,
player,201711120ram,htx,HeenBe00,defense,8,,,,,
player,201711120ram,htx,HeenBe00,def_pct,12%,,,,,
player,201711120ram,htx,HeenBe00,special_teams,22,,,,,
player,201711120ram,htx,HeenBe00,st_pct,71%,,,,,
player,201711120ram,htx,DrumKu01,pos,SS,,,,,
player,201711120ram,htx,DrumKu01,offense,0,,,,,
player,201711120ram,htx,DrumKu01,off_pct,0%,,,,,
player,201711120ram,htx,DrumKu01,defense,8,,,,,
player,201711120ram,htx,DrumKu01,def_pct,12%,,,,,
player,201711120ram,htx,DrumKu01,special_teams,22,,,,,
player,201711120ram,htx,DrumKu01,st_pct,71%,,,,,
player,201711120ram,htx,TodmJo00,pos,RB,,,,,
player,201711120ram,htx,TodmJo00,offense,0,,,,,
player,201711120ram,htx,TodmJo00,off_pct,0%,,,,,
player,201711120ram,htx,TodmJo00,defense,0,,,,,
player,201711120ram,htx,TodmJo00,def_pct,0%,,,,,
player,201711120ram,htx,TodmJo00,special_teams,21,,,,,
player,201711120ram,htx,TodmJo00,st_pct,68%,,,,,
player,201711120ram,htx,LechSh20,pos,P,,,,,
player,201711120ram,htx,LechSh20,offense,0,,,,,
player,201711120ram,htx,LechSh20,off_pct,0%,,,,,
player,201711120ram,htx,LechSh20,defense,0,,,,,
player,201711120ram,htx,LechSh20,def_pct,0%,,,,,
player,201711120ram,htx,LechSh20,special_teams,9,,,,,
player,201711120ram,htx,LechSh20,st_pct,29%,,,,,
player,201711120ram,htx,WeekJo00,pos,LS,,,,,
player,201711120ram,htx,WeekJo00,offense,0,,,,,
player,201711120ram,htx,WeekJo00,off_pct,0%,,,,,
player,201711120ram,htx,WeekJo00,defense,0,,,,,
player,201711120ram,htx,WeekJo00,def_pct,0%,,,,,
player,201711120ram,htx,WeekJo00,special_teams,9,,,,,
player,201711120ram,htx,WeekJo00,st_pct,29%,,,,,
player,201711120ram,htx,FairKa01,pos,K,,,,,
player,201711120ram,htx,FairKa01,offense,0,,,,,
player,201711120ram,htx,FairKa01,off_pct,0%,,,,,
player,201711120ram,htx,FairKa01,defense,0,,,,,
player,201711120ram,htx,FairKa01,def_pct,0%,,,,,
player,201711120ram,htx,FairKa01,special_teams,4,,,,,
player,201711120ram,htx,FairKa01,st_pct,13%,,,,,
