game,2017,15,20171217,201712170was,crd,"Arizona Cardinals",15,was,"Washington Redskins",20
player,201712170was,crd,SealRi00,pass_long,0,,,,,
player,201712170was,crd,SealRi00,pass_rating,,,,,,
player,201712170was,crd,SealRi00,rush_att,0,,,,,
player,201712170was,crd,SealRi00,rush_yds,0,,,,,
player,201712170was,crd,SealRi00,rush_td,0,,,,,
player,201712170was,crd,SealRi00,rush_long,0,,,,,
player,201712170was,crd,SealRi00,targets,6,,,,,
player,201712170was,crd,SealRi00,rec,2,,,,,
player,201712170was,crd,SealRi00,rec_yds,11,,,,,
player,201712170was,crd,SealRi00,rec_td,0,,,,,
player,201712170was,crd,SealRi00,rec_long,7,,,,,
player,201712170was,crd,SealRi00,fumbles,0,,,,,
player,201712170was,crd,SealRi00,fumbles_lost,0,,,,,
player,201712170was,crd,BrowJa03,pass_cmp,0,,,,,
player,201712170was,crd,BrowJa03,pass_att,0,,,,,
player,201712170was,crd,BrowJa03,pass_yds,0,,,,,
player,201712170was,crd,BrowJa03,pass_td,0,,,,,
player,201712170was,crd,BrowJa03,pass_int,0,,,,,
player,201712170was,crd,BrowJa03,pass_sacked,0,,,,,
player,201712170was,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201712170was,crd,BrowJa03,pass_long,0,,,,,
player,201712170was,crd,BrowJa03,pass_rating,,,,,,
player,201712170was,crd,BrowJa03,rush_att,0,,,,,
player,201712170was,crd,BrowJa03,rush_yds,0,,,,,
player,201712170was,crd,BrowJa03,rush_td,0,,,,,
player,201712170was,crd,BrowJa03,rush_long,0,,,,,
player,201712170was,crd,BrowJa03,targets,3,,,,,
player,201712170was,crd,BrowJa03,rec,1,,,,,
player,201712170was,crd,BrowJa03,rec_yds,9,,,,,
player,201712170was,crd,BrowJa03,rec_td,0,,,,,
player,201712170was,crd,BrowJa03,rec_long,9,,,,,
player,201712170was,crd,BrowJa03,fumbles,0,,,,,
player,201712170was,crd,BrowJa03,fumbles_lost,0,,,,,
player,201712170was,crd,HolmGa00,pass_cmp,0,,,,,
player,201712170was,crd,HolmGa00,pass_att,0,,,,,
player,201712170was,crd,HolmGa00,pass_yds,0,,,,,
player,201712170was,crd,HolmGa00,pass_td,0,,,,,
player,201712170was,crd,HolmGa00,pass_int,0,,,,,
player,201712170was,crd,HolmGa00,pass_sacked,0,,,,,
player,201712170was,crd,HolmGa00,pass_sacked_yds,0,,,,,
player,201712170was,crd,HolmGa00,pass_long,0,,,,,
player,201712170was,crd,HolmGa00,pass_rating,,,,,,
player,201712170was,crd,HolmGa00,rush_att,0,,,,,
player,201712170was,crd,HolmGa00,rush_yds,0,,,,,
player,201712170was,crd,HolmGa00,rush_td,0,,,,,
player,201712170was,crd,HolmGa00,rush_long,0,,,,,
player,201712170was,crd,HolmGa00,targets,1,,,,,
player,201712170was,crd,HolmGa00,rec,0,,,,,
player,201712170was,crd,HolmGa00,rec_yds,0,,,,,
player,201712170was,crd,HolmGa00,rec_td,0,,,,,
player,201712170was,crd,HolmGa00,rec_long,0,,,,,
player,201712170was,crd,HolmGa00,fumbles,0,,,,,
player,201712170was,crd,HolmGa00,fumbles_lost,0,,,,,
player,201712170was,was,CousKi00,pass_cmp,18,,,,,
player,201712170was,was,CousKi00,pass_att,26,,,,,
player,201712170was,was,CousKi00,pass_yds,196,,,,,
player,201712170was,was,CousKi00,pass_td,2,,,,,
player,201712170was,was,CousKi00,pass_int,0,,,,,
player,201712170was,was,CousKi00,pass_sacked,1,,,,,
player,201712170was,was,CousKi00,pass_sacked_yds,9,,,,,
player,201712170was,was,CousKi00,pass_long,36,,,,,
player,201712170was,was,CousKi00,pass_rating,116.8,,,,,
player,201712170was,was,CousKi00,rush_att,2,,,,,
player,201712170was,was,CousKi00,rush_yds,0,,,,,
player,201712170was,was,CousKi00,rush_td,0,,,,,
player,201712170was,was,CousKi00,rush_long,1,,,,,
player,201712170was,was,CousKi00,targets,0,,,,,
player,201712170was,was,CousKi00,rec,0,,,,,
player,201712170was,was,CousKi00,rec_yds,0,,,,,
player,201712170was,was,CousKi00,rec_td,0,,,,,
player,201712170was,was,CousKi00,rec_long,0,,,,,
player,201712170was,was,CousKi00,fumbles,0,,,,,
player,201712170was,was,CousKi00,fumbles_lost,0,,,,,
player,201712170was,was,PeriSa00,pass_cmp,0,,,,,
player,201712170was,was,PeriSa00,pass_att,0,,,,,
player,201712170was,was,PeriSa00,pass_yds,0,,,,,
player,201712170was,was,PeriSa00,pass_td,0,,,,,
player,201712170was,was,PeriSa00,pass_int,0,,,,,
player,201712170was,was,PeriSa00,pass_sacked,0,,,,,
player,201712170was,was,PeriSa00,pass_sacked_yds,0,,,,,
player,201712170was,was,PeriSa00,pass_long,0,,,,,
player,201712170was,was,PeriSa00,pass_rating,,,,,,
player,201712170was,was,PeriSa00,rush_att,14,,,,,
player,201712170was,was,PeriSa00,rush_yds,37,,,,,
player,201712170was,was,PeriSa00,rush_td,0,,,,,
player,201712170was,was,PeriSa00,rush_long,6,,,,,
player,201712170was,was,PeriSa00,targets,2,,,,,
player,201712170was,was,PeriSa00,rec,2,,,,,
player,201712170was,was,PeriSa00,rec_yds,29,,,,,
player,201712170was,was,PeriSa00,rec_td,0,,,,,
player,201712170was,was,PeriSa00,rec_long,23,,,,,
player,201712170was,was,PeriSa00,fumbles,0,,,,,
player,201712170was,was,PeriSa00,fumbles_lost,0,,,,,
player,201712170was,was,BibbKa00,pass_cmp,0,,,,,
player,201712170was,was,BibbKa00,pass_att,0,,,,,
player,201712170was,was,BibbKa00,pass_yds,0,,,,,
player,201712170was,was,BibbKa00,pass_td,0,,,,,
player,201712170was,was,BibbKa00,pass_int,0,,,,,
player,201712170was,was,BibbKa00,pass_sacked,0,,,,,
player,201712170was,was,BibbKa00,pass_sacked_yds,0,,,,,
player,201712170was,was,BibbKa00,pass_long,0,,,,,
player,201712170was,was,BibbKa00,pass_rating,,,,,,
player,201712170was,was,BibbKa00,rush_att,2,,,,,
player,201712170was,was,BibbKa00,rush_yds,6,,,,,
player,201712170was,was,BibbKa00,rush_td,0,,,,,
player,201712170was,was,BibbKa00,rush_long,6,,,,,
player,201712170was,was,BibbKa00,targets,4,,,,,
player,201712170was,was,BibbKa00,rec,4,,,,,
player,201712170was,was,BibbKa00,rec_yds,47,,,,,
player,201712170was,was,BibbKa00,rec_td,1,,,,,
player,201712170was,was,BibbKa00,rec_long,36,,,,,
player,201712170was,was,BibbKa00,fumbles,0,,,,,
player,201712170was,was,BibbKa00,fumbles_lost,0,,,,,
player,201712170was,was,DaniLe00,pass_cmp,0,,,,,
player,201712170was,was,DaniLe00,pass_att,0,,,,,
player,201712170was,was,DaniLe00,pass_yds,0,,,,,
player,201712170was,was,DaniLe00,pass_td,0,,,,,
player,201712170was,was,DaniLe00,pass_int,0,,,,,
player,201712170was,was,DaniLe00,pass_sacked,0,,,,,
player,201712170was,was,DaniLe00,pass_sacked_yds,0,,,,,
player,201712170was,was,DaniLe00,pass_long,0,,,,,
player,201712170was,was,DaniLe00,pass_rating,,,,,,
player,201712170was,was,DaniLe00,rush_att,1,,,,,
player,201712170was,was,DaniLe00,rush_yds,2,,,,,
player,201712170was,was,DaniLe00,rush_td,0,,,,,
player,201712170was,was,DaniLe00,rush_long,2,,,,,
player,201712170was,was,DaniLe00,targets,0,,,,,
player,201712170was,was,DaniLe00,rec,0,,,,,
player,201712170was,was,DaniLe00,rec_yds,0,,,,,
player,201712170was,was,DaniLe00,rec_td,0,,,,,
player,201712170was,was,DaniLe00,rec_long,0,,,,,
player,201712170was,was,DaniLe00,fumbles,0,,,,,
player,201712170was,was,DaniLe00,fumbles_lost,0,,,,,
player,201712170was,was,CrowJa00,pass_cmp,0,,,,,
player,201712170was,was,CrowJa00,pass_att,0,,,,,
player,201712170was,was,CrowJa00,pass_yds,0,,,,,
player,201712170was,was,CrowJa00,pass_td,0,,,,,
player,201712170was,was,CrowJa00,pass_int,0,,,,,
player,201712170was,was,CrowJa00,pass_sacked,0,,,,,
player,201712170was,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201712170was,was,CrowJa00,pass_long,0,,,,,
player,201712170was,was,CrowJa00,pass_rating,,,,,,
player,201712170was,was,CrowJa00,rush_att,0,,,,,
player,201712170was,was,CrowJa00,rush_yds,0,,,,,
player,201712170was,was,CrowJa00,rush_td,0,,,,,
player,201712170was,was,CrowJa00,rush_long,0,,,,,
player,201712170was,was,CrowJa00,targets,7,,,,,
player,201712170was,was,CrowJa00,rec,5,,,,,
player,201712170was,was,CrowJa00,rec_yds,55,,,,,
player,201712170was,was,CrowJa00,rec_td,1,,,,,
player,201712170was,was,CrowJa00,rec_long,24,,,,,
player,201712170was,was,CrowJa00,fumbles,0,,,,,
player,201712170was,was,CrowJa00,fumbles_lost,0,,,,,
player,201712170was,was,GranRy01,pass_cmp,0,,,,,
player,201712170was,was,GranRy01,pass_att,0,,,,,
player,201712170was,was,GranRy01,pass_yds,0,,,,,
player,201712170was,was,GranRy01,pass_td,0,,,,,
player,201712170was,was,GranRy01,pass_int,0,,,,,
player,201712170was,was,GranRy01,pass_sacked,0,,,,,
player,201712170was,was,GranRy01,pass_sacked_yds,0,,,,,
player,201712170was,was,GranRy01,pass_long,0,,,,,
player,201712170was,was,GranRy01,pass_rating,,,,,,
player,201712170was,was,GranRy01,rush_att,0,,,,,
player,201712170was,was,GranRy01,rush_yds,0,,,,,
player,201712170was,was,GranRy01,rush_td,0,,,,,
player,201712170was,was,GranRy01,rush_long,0,,,,,
player,201712170was,was,GranRy01,targets,3,,,,,
player,201712170was,was,GranRy01,rec,2,,,,,
player,201712170was,was,GranRy01,rec_yds,20,,,,,
player,201712170was,was,GranRy01,rec_td,0,,,,,
player,201712170was,was,GranRy01,rec_long,15,,,,,
player,201712170was,was,GranRy01,fumbles,0,,,,,
player,201712170was,was,GranRy01,fumbles_lost,0,,,,,
player,201712170was,was,DaviVe00,pass_cmp,0,,,,,
player,201712170was,was,DaviVe00,pass_att,0,,,,,
player,201712170was,was,DaviVe00,pass_yds,0,,,,,
player,201712170was,was,DaviVe00,pass_td,0,,,,,
player,201712170was,was,DaviVe00,pass_int,0,,,,,
player,201712170was,was,DaviVe00,pass_sacked,0,,,,,
player,201712170was,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201712170was,was,DaviVe00,pass_long,0,,,,,
player,201712170was,was,DaviVe00,pass_rating,,,,,,
player,201712170was,was,DaviVe00,rush_att,0,,,,,
player,201712170was,was,DaviVe00,rush_yds,0,,,,,
player,201712170was,was,DaviVe00,rush_td,0,,,,,
player,201712170was,was,DaviVe00,rush_long,0,,,,,
player,201712170was,was,DaviVe00,targets,5,,,,,
player,201712170was,was,DaviVe00,rec,2,,,,,
player,201712170was,was,DaviVe00,rec_yds,18,,,,,
player,201712170was,was,DaviVe00,rec_td,0,,,,,
player,201712170was,was,DaviVe00,rec_long,11,,,,,
player,201712170was,was,DaviVe00,fumbles,1,,,,,
player,201712170was,was,DaviVe00,fumbles_lost,1,,,,,
player,201712170was,was,PaulNi00,pass_cmp,0,,,,,
player,201712170was,was,PaulNi00,pass_att,0,,,,,
player,201712170was,was,PaulNi00,pass_yds,0,,,,,
player,201712170was,was,PaulNi00,pass_td,0,,,,,
player,201712170was,was,PaulNi00,pass_int,0,,,,,
player,201712170was,was,PaulNi00,pass_sacked,0,,,,,
player,201712170was,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201712170was,was,PaulNi00,pass_long,0,,,,,
player,201712170was,was,PaulNi00,pass_rating,,,,,,
player,201712170was,was,PaulNi00,rush_att,0,,,,,
player,201712170was,was,PaulNi00,rush_yds,0,,,,,
player,201712170was,was,PaulNi00,rush_td,0,,,,,
player,201712170was,was,PaulNi00,rush_long,0,,,,,
player,201712170was,was,PaulNi00,targets,1,,,,,
player,201712170was,was,PaulNi00,rec,1,,,,,
player,201712170was,was,PaulNi00,rec_yds,11,,,,,
player,201712170was,was,PaulNi00,rec_td,0,,,,,
player,201712170was,was,PaulNi00,rec_long,11,,,,,
player,201712170was,was,PaulNi00,fumbles,0,,,,,
player,201712170was,was,PaulNi00,fumbles_lost,0,,,,,
player,201712170was,was,DoctJo00,pass_cmp,0,,,,,
player,201712170was,was,DoctJo00,pass_att,0,,,,,
player,201712170was,was,DoctJo00,pass_yds,0,,,,,
player,201712170was,was,DoctJo00,pass_td,0,,,,,
player,201712170was,was,DoctJo00,pass_int,0,,,,,
player,201712170was,was,DoctJo00,pass_sacked,0,,,,,
player,201712170was,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201712170was,was,DoctJo00,pass_long,0,,,,,
player,201712170was,was,DoctJo00,pass_rating,,,,,,
player,201712170was,was,DoctJo00,rush_att,1,,,,,
player,201712170was,was,DoctJo00,rush_yds,-14,,,,,
player,201712170was,was,DoctJo00,rush_td,0,,,,,
player,201712170was,was,DoctJo00,rush_long,-14,,,,,
player,201712170was,was,DoctJo00,targets,4,,,,,
player,201712170was,was,DoctJo00,rec,2,,,,,
player,201712170was,was,DoctJo00,rec_yds,16,,,,,
player,201712170was,was,DoctJo00,rec_td,0,,,,,
player,201712170was,was,DoctJo00,rec_long,14,,,,,
player,201712170was,was,DoctJo00,fumbles,0,,,,,
player,201712170was,was,DoctJo00,fumbles_lost,0,,,,,
player,201712170was,crd,JoneCh03,def_int,0,,,,,
player,201712170was,crd,JoneCh03,def_int_yds,0,,,,,
player,201712170was,crd,JoneCh03,def_int_td,0,,,,,
player,201712170was,crd,JoneCh03,def_int_long,0,,,,,
player,201712170was,crd,JoneCh03,pass_defended,0,,,,,
player,201712170was,crd,JoneCh03,sacks,1.0,,,,,
player,201712170was,crd,JoneCh03,tackles_combined,2,,,,,
player,201712170was,crd,JoneCh03,tackles_solo,2,,,,,
player,201712170was,crd,JoneCh03,tackles_assists,0,,,,,
player,201712170was,crd,JoneCh03,tackles_loss,1,,,,,
player,201712170was,crd,JoneCh03,qb_hits,3,,,,,
player,201712170was,crd,JoneCh03,fumbles_rec,0,,,,,
player,201712170was,crd,JoneCh03,fumbles_rec_yds,0,,,,,
player,201712170was,crd,JoneCh03,fumbles_rec_td,0,,,,,
player,201712170was,crd,JoneCh03,fumbles_forced,0,,,,,
player,201712170was,crd,BucaDe00,def_int,0,,,,,
player,201712170was,crd,BucaDe00,def_int_yds,0,,,,,
player,201712170was,crd,BucaDe00,def_int_td,0,,,,,
player,201712170was,crd,BucaDe00,def_int_long,0,,,,,
player,201712170was,crd,BucaDe00,pass_defended,0,,,,,
player,201712170was,crd,BucaDe00,sacks,0.0,,,,,
player,201712170was,crd,BucaDe00,tackles_combined,8,,,,,
player,201712170was,crd,BucaDe00,tackles_solo,5,,,,,
player,201712170was,crd,BucaDe00,tackles_assists,3,,,,,
player,201712170was,crd,BucaDe00,tackles_loss,0,,,,,
player,201712170was,crd,BucaDe00,qb_hits,0,,,,,
player,201712170was,crd,BucaDe00,fumbles_rec,0,,,,,
player,201712170was,crd,BucaDe00,fumbles_rec_yds,0,,,,,
player,201712170was,crd,BucaDe00,fumbles_rec_td,0,,,,,
player,201712170was,crd,BucaDe00,fumbles_forced,0,,,,,
player,201712170was,crd,MartKa00,def_int,0,,,,,
player,201712170was,crd,MartKa00,def_int_yds,0,,,,,
player,201712170was,crd,MartKa00,def_int_td,0,,,,,
player,201712170was,crd,MartKa00,def_int_long,0,,,,,
player,201712170was,crd,MartKa00,pass_defended,1,,,,,
player,201712170was,crd,MartKa00,sacks,0.0,,,,,
player,201712170was,crd,MartKa00,tackles_combined,5,,,,,
player,201712170was,crd,MartKa00,tackles_solo,4,,,,,
player,201712170was,crd,MartKa00,tackles_assists,1,,,,,
player,201712170was,crd,MartKa00,tackles_loss,1,,,,,
player,201712170was,crd,MartKa00,qb_hits,0,,,,,
player,201712170was,crd,MartKa00,fumbles_rec,0,,,,,
player,201712170was,crd,MartKa00,fumbles_rec_yds,0,,,,,
player,201712170was,crd,MartKa00,fumbles_rec_td,0,,,,,
player,201712170was,crd,MartKa00,fumbles_forced,0,,,,,
player,201712170was,crd,MathTy00,def_int,0,,,,,
player,201712170was,crd,MathTy00,def_int_yds,0,,,,,
player,201712170was,crd,MathTy00,def_int_td,0,,,,,
player,201712170was,crd,MathTy00,def_int_long,0,,,,,
player,201712170was,crd,MathTy00,pass_defended,0,,,,,
player,201712170was,crd,MathTy00,sacks,0.0,,,,,
player,201712170was,crd,MathTy00,tackles_combined,5,,,,,
player,201712170was,crd,MathTy00,tackles_solo,5,,,,,
player,201712170was,crd,MathTy00,tackles_assists,0,,,,,
player,201712170was,crd,MathTy00,tackles_loss,0,,,,,
player,201712170was,crd,MathTy00,qb_hits,0,,,,,
player,201712170was,crd,MathTy00,fumbles_rec,0,,,,,
player,201712170was,crd,MathTy00,fumbles_rec_yds,0,,,,,
player,201712170was,crd,MathTy00,fumbles_rec_td,0,,,,,
player,201712170was,crd,MathTy00,fumbles_forced,0,,,,,
player,201712170was,crd,PeteCo00,def_int,0,,,,,
player,201712170was,crd,PeteCo00,def_int_yds,0,,,,,
player,201712170was,crd,PeteCo00,def_int_td,0,,,,,
player,201712170was,crd,PeteCo00,def_int_long,0,,,,,
player,201712170was,crd,PeteCo00,pass_defended,0,,,,,
player,201712170was,crd,PeteCo00,sacks,0.0,,,,,
player,201712170was,crd,PeteCo00,tackles_combined,4,,,,,
player,201712170was,crd,PeteCo00,tackles_solo,2,,,,,
player,201712170was,crd,PeteCo00,tackles_assists,2,,,,,
player,201712170was,crd,PeteCo00,tackles_loss,1,,,,,
player,201712170was,crd,PeteCo00,qb_hits,0,,,,,
player,201712170was,crd,PeteCo00,fumbles_rec,0,,,,,
player,201712170was,crd,PeteCo00,fumbles_rec_yds,0,,,,,
