game,2017,8,20171029,201710290cle,min,"Minnesota Vikings",33,cle,"Cleveland Browns",16
player,201710290cle,cle,VitaDa00,pass_defended,0,,,,,
player,201710290cle,cle,VitaDa00,sacks,0.0,,,,,
player,201710290cle,cle,VitaDa00,tackles_combined,1,,,,,
player,201710290cle,cle,VitaDa00,tackles_solo,1,,,,,
player,201710290cle,cle,VitaDa00,tackles_assists,0,,,,,
player,201710290cle,cle,VitaDa00,tackles_loss,0,,,,,
player,201710290cle,cle,VitaDa00,qb_hits,0,,,,,
player,201710290cle,cle,VitaDa00,fumbles_rec,0,,,,,
player,201710290cle,cle,VitaDa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,VitaDa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,VitaDa00,fumbles_forced,0,,,,,
player,201710290cle,cle,DayeMa00,def_int,0,,,,,
player,201710290cle,cle,DayeMa00,def_int_yds,0,,,,,
player,201710290cle,cle,DayeMa00,def_int_td,0,,,,,
player,201710290cle,cle,DayeMa00,def_int_long,0,,,,,
player,201710290cle,cle,DayeMa00,pass_defended,0,,,,,
player,201710290cle,cle,DayeMa00,sacks,0.0,,,,,
player,201710290cle,cle,DayeMa00,tackles_combined,0,,,,,
player,201710290cle,cle,DayeMa00,tackles_solo,0,,,,,
player,201710290cle,cle,DayeMa00,tackles_assists,0,,,,,
player,201710290cle,cle,DayeMa00,tackles_loss,0,,,,,
player,201710290cle,cle,DayeMa00,qb_hits,1,,,,,
player,201710290cle,cle,DayeMa00,fumbles_rec,0,,,,,
player,201710290cle,cle,DayeMa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,DayeMa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,DayeMa00,fumbles_forced,0,,,,,
player,201710290cle,cle,OgbaEm00,def_int,0,,,,,
player,201710290cle,cle,OgbaEm00,def_int_yds,0,,,,,
player,201710290cle,cle,OgbaEm00,def_int_td,0,,,,,
player,201710290cle,cle,OgbaEm00,def_int_long,0,,,,,
player,201710290cle,cle,OgbaEm00,pass_defended,1,,,,,
player,201710290cle,cle,OgbaEm00,sacks,0.0,,,,,
player,201710290cle,cle,OgbaEm00,tackles_combined,0,,,,,
player,201710290cle,cle,OgbaEm00,tackles_solo,0,,,,,
player,201710290cle,cle,OgbaEm00,tackles_assists,0,,,,,
player,201710290cle,cle,OgbaEm00,tackles_loss,0,,,,,
player,201710290cle,cle,OgbaEm00,qb_hits,0,,,,,
player,201710290cle,cle,OgbaEm00,fumbles_rec,0,,,,,
player,201710290cle,cle,OgbaEm00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,OgbaEm00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,OgbaEm00,fumbles_forced,0,,,,,
player,201710290cle,cle,OrchNa00,def_int,0,,,,,
player,201710290cle,cle,OrchNa00,def_int_yds,0,,,,,
player,201710290cle,cle,OrchNa00,def_int_td,0,,,,,
player,201710290cle,cle,OrchNa00,def_int_long,0,,,,,
player,201710290cle,cle,OrchNa00,pass_defended,0,,,,,
player,201710290cle,cle,OrchNa00,sacks,0.0,,,,,
player,201710290cle,cle,OrchNa00,tackles_combined,0,,,,,
player,201710290cle,cle,OrchNa00,tackles_solo,0,,,,,
player,201710290cle,cle,OrchNa00,tackles_assists,0,,,,,
player,201710290cle,cle,OrchNa00,tackles_loss,0,,,,,
player,201710290cle,cle,OrchNa00,qb_hits,1,,,,,
player,201710290cle,cle,OrchNa00,fumbles_rec,0,,,,,
player,201710290cle,cle,OrchNa00,fumbles_rec_yds,0,,,,,
player,201710290cle,cle,OrchNa00,fumbles_rec_td,0,,,,,
player,201710290cle,cle,OrchNa00,fumbles_forced,0,,,,,
player,201710290cle,min,SherMa20,kick_ret,1,,,,,
player,201710290cle,min,SherMa20,kick_ret_yds,24,,,,,
player,201710290cle,min,SherMa20,kick_ret_yds_per_ret,24.0,,,,,
player,201710290cle,min,SherMa20,kick_ret_td,0,,,,,
player,201710290cle,min,SherMa20,kick_ret_long,24,,,,,
player,201710290cle,min,SherMa20,punt_ret,2,,,,,
player,201710290cle,min,SherMa20,punt_ret_yds,15,,,,,
player,201710290cle,min,SherMa20,punt_ret_yds_per_ret,7.5,,,,,
player,201710290cle,min,SherMa20,punt_ret_td,0,,,,,
player,201710290cle,min,SherMa20,punt_ret_long,10,,,,,
player,201710290cle,cle,TregBr00,kick_ret,0,,,,,
player,201710290cle,cle,TregBr00,kick_ret_yds,0,,,,,
player,201710290cle,cle,TregBr00,kick_ret_yds_per_ret,,,,,,
player,201710290cle,cle,TregBr00,kick_ret_td,0,,,,,
player,201710290cle,cle,TregBr00,kick_ret_long,0,,,,,
player,201710290cle,cle,TregBr00,punt_ret,2,,,,,
player,201710290cle,cle,TregBr00,punt_ret_yds,11,,,,,
player,201710290cle,cle,TregBr00,punt_ret_yds_per_ret,5.5,,,,,
player,201710290cle,cle,TregBr00,punt_ret_td,0,,,,,
player,201710290cle,cle,TregBr00,punt_ret_long,11,,,,,
player,201710290cle,cle,DayeMa00,kick_ret,3,,,,,
player,201710290cle,cle,DayeMa00,kick_ret_yds,105,,,,,
player,201710290cle,cle,DayeMa00,kick_ret_yds_per_ret,35.0,,,,,
player,201710290cle,cle,DayeMa00,kick_ret_td,0,,,,,
player,201710290cle,cle,DayeMa00,kick_ret_long,71,,,,,
player,201710290cle,cle,DayeMa00,punt_ret,0,,,,,
player,201710290cle,cle,DayeMa00,punt_ret_yds,0,,,,,
player,201710290cle,cle,DayeMa00,punt_ret_yds_per_ret,,,,,,
player,201710290cle,cle,DayeMa00,punt_ret_td,0,,,,,
player,201710290cle,cle,DayeMa00,punt_ret_long,0,,,,,
player,201710290cle,min,ForbKa00,xpm,1,,,,,
player,201710290cle,min,ForbKa00,xpa,2,,,,,
player,201710290cle,min,ForbKa00,fgm,4,,,,,
player,201710290cle,min,ForbKa00,fga,4,,,,,
player,201710290cle,min,ForbKa00,punt,0,,,,,
player,201710290cle,min,ForbKa00,punt_yds,0,,,,,
player,201710290cle,min,ForbKa00,punt_yds_per_punt,,,,,,
player,201710290cle,min,ForbKa00,punt_long,0,,,,,
player,201710290cle,min,QuigRy00,xpm,,,,,,
player,201710290cle,min,QuigRy00,xpa,,,,,,
player,201710290cle,min,QuigRy00,fgm,,,,,,
player,201710290cle,min,QuigRy00,fga,,,,,,
player,201710290cle,min,QuigRy00,punt,6,,,,,
player,201710290cle,min,QuigRy00,punt_yds,221,,,,,
player,201710290cle,min,QuigRy00,punt_yds_per_punt,36.8,,,,,
player,201710290cle,min,QuigRy00,punt_long,44,,,,,
player,201710290cle,cle,GonzZa00,xpm,1,,,,,
player,201710290cle,cle,GonzZa00,xpa,2,,,,,
player,201710290cle,cle,GonzZa00,fgm,1,,,,,
player,201710290cle,cle,GonzZa00,fga,2,,,,,
player,201710290cle,cle,GonzZa00,punt,0,,,,,
player,201710290cle,cle,GonzZa00,punt_yds,0,,,,,
player,201710290cle,cle,GonzZa00,punt_yds_per_punt,,,,,,
player,201710290cle,cle,GonzZa00,punt_long,0,,,,,
player,201710290cle,cle,ColqBr00,xpm,,,,,,
player,201710290cle,cle,ColqBr00,xpa,,,,,,
player,201710290cle,cle,ColqBr00,fgm,,,,,,
player,201710290cle,cle,ColqBr00,fga,,,,,,
player,201710290cle,cle,ColqBr00,punt,6,,,,,
player,201710290cle,cle,ColqBr00,punt_yds,279,,,,,
player,201710290cle,cle,ColqBr00,punt_yds_per_punt,46.5,,,,,
player,201710290cle,cle,ColqBr00,punt_long,54,,,,,
player,201710290cle,cle,DranSp00,pos,G,,,,,
player,201710290cle,cle,DranSp00,offense,59,,,,,
player,201710290cle,cle,DranSp00,off_pct,100%,,,,,
player,201710290cle,cle,DranSp00,defense,0,,,,,
player,201710290cle,cle,DranSp00,def_pct,0%,,,,,
player,201710290cle,cle,DranSp00,special_teams,4,,,,,
player,201710290cle,cle,DranSp00,st_pct,12%,,,,,
player,201710290cle,cle,BitoJo00,pos,G,,,,,
player,201710290cle,cle,BitoJo00,offense,59,,,,,
player,201710290cle,cle,BitoJo00,off_pct,100%,,,,,
player,201710290cle,cle,BitoJo00,defense,0,,,,,
player,201710290cle,cle,BitoJo00,def_pct,0%,,,,,
player,201710290cle,cle,BitoJo00,special_teams,4,,,,,
player,201710290cle,cle,BitoJo00,st_pct,12%,,,,,
player,201710290cle,cle,ColeSh00,pos,T,,,,,
player,201710290cle,cle,ColeSh00,offense,59,,,,,
player,201710290cle,cle,ColeSh00,off_pct,100%,,,,,
player,201710290cle,cle,ColeSh00,defense,0,,,,,
player,201710290cle,cle,ColeSh00,def_pct,0%,,,,,
player,201710290cle,cle,ColeSh00,special_teams,4,,,,,
player,201710290cle,cle,ColeSh00,st_pct,12%,,,,,
player,201710290cle,cle,ZeitKe00,pos,G,,,,,
player,201710290cle,cle,ZeitKe00,offense,59,,,,,
player,201710290cle,cle,ZeitKe00,off_pct,100%,,,,,
player,201710290cle,cle,ZeitKe00,defense,0,,,,,
player,201710290cle,cle,ZeitKe00,def_pct,0%,,,,,
player,201710290cle,cle,ZeitKe00,special_teams,4,,,,,
player,201710290cle,cle,ZeitKe00,st_pct,12%,,,,,
player,201710290cle,cle,KizeDe00,pos,QB,,,,,
player,201710290cle,cle,KizeDe00,offense,59,,,,,
player,201710290cle,cle,KizeDe00,off_pct,100%,,,,,
player,201710290cle,cle,KizeDe00,defense,0,,,,,
player,201710290cle,cle,KizeDe00,def_pct,0%,,,,,
player,201710290cle,cle,KizeDe00,special_teams,0,,,,,
player,201710290cle,cle,KizeDe00,st_pct,0%,,,,,
player,201710290cle,cle,TretJC00,pos,C,,,,,
player,201710290cle,cle,TretJC00,offense,59,,,,,
player,201710290cle,cle,TretJC00,off_pct,100%,,,,,
player,201710290cle,cle,TretJC00,defense,0,,,,,
player,201710290cle,cle,TretJC00,def_pct,0%,,,,,
player,201710290cle,cle,TretJC00,special_teams,0,,,,,
player,201710290cle,cle,TretJC00,st_pct,0%,,,,,
player,201710290cle,cle,LouiRi00,pos,WR,,,,,
player,201710290cle,cle,LouiRi00,offense,53,,,,,
player,201710290cle,cle,LouiRi00,off_pct,90%,,,,,
player,201710290cle,cle,LouiRi00,defense,0,,,,,
player,201710290cle,cle,LouiRi00,def_pct,0%,,,,,
player,201710290cle,cle,LouiRi00,special_teams,5,,,,,
player,201710290cle,cle,LouiRi00,st_pct,15%,,,,,
player,201710290cle,cle,TregBr00,pos,WR,,,,,
player,201710290cle,cle,TregBr00,offense,52,,,,,
player,201710290cle,cle,TregBr00,off_pct,88%,,,,,
player,201710290cle,cle,TregBr00,defense,0,,,,,
player,201710290cle,cle,TregBr00,def_pct,0%,,,,,
player,201710290cle,cle,TregBr00,special_teams,6,,,,,
player,201710290cle,cle,TregBr00,st_pct,18%,,,,,
player,201710290cle,cle,HiggRa00,pos,WR,,,,,
player,201710290cle,cle,HiggRa00,offense,39,,,,,
player,201710290cle,cle,HiggRa00,off_pct,66%,,,,,
player,201710290cle,cle,HiggRa00,defense,0,,,,,
player,201710290cle,cle,HiggRa00,def_pct,0%,,,,,
player,201710290cle,cle,HiggRa00,special_teams,0,,,,,
player,201710290cle,cle,HiggRa00,st_pct,0%,,,,,
player,201710290cle,cle,CrowIs00,pos,RB,,,,,
player,201710290cle,cle,CrowIs00,offense,33,,,,,
player,201710290cle,cle,CrowIs00,off_pct,56%,,,,,
player,201710290cle,cle,CrowIs00,defense,0,,,,,
player,201710290cle,cle,CrowIs00,def_pct,0%,,,,,
player,201710290cle,cle,CrowIs00,special_teams,0,,,,,
player,201710290cle,cle,CrowIs00,st_pct,0%,,,,,
player,201710290cle,cle,DevaSe00,pos,TE,,,,,
player,201710290cle,cle,DevaSe00,offense,32,,,,,
player,201710290cle,cle,DevaSe00,off_pct,54%,,,,,
player,201710290cle,cle,DevaSe00,defense,0,,,,,
player,201710290cle,cle,DevaSe00,def_pct,0%,,,,,
player,201710290cle,cle,DevaSe00,special_teams,13,,,,,
player,201710290cle,cle,DevaSe00,st_pct,39%,,,,,
player,201710290cle,cle,NjokDa00,pos,TE,,,,,
player,201710290cle,cle,NjokDa00,offense,24,,,,,
player,201710290cle,cle,NjokDa00,off_pct,41%,,,,,
player,201710290cle,cle,NjokDa00,defense,0,,,,,
player,201710290cle,cle,NjokDa00,def_pct,0%,,,,,
player,201710290cle,cle,NjokDa00,special_teams,12,,,,,
player,201710290cle,cle,NjokDa00,st_pct,36%,,,,,
player,201710290cle,cle,JohnDu00,pos,RB,,,,,
player,201710290cle,cle,JohnDu00,offense,22,,,,,
player,201710290cle,cle,JohnDu00,off_pct,37%,,,,,
player,201710290cle,cle,JohnDu00,defense,0,,,,,
player,201710290cle,cle,JohnDu00,def_pct,0%,,,,,
player,201710290cle,cle,JohnDu00,special_teams,0,,,,,
player,201710290cle,cle,JohnDu00,st_pct,0%,,,,,
player,201710290cle,cle,TelfRa00,pos,TE,,,,,
player,201710290cle,cle,TelfRa00,offense,18,,,,,
player,201710290cle,cle,TelfRa00,off_pct,31%,,,,,
player,201710290cle,cle,TelfRa00,defense,0,,,,,
player,201710290cle,cle,TelfRa00,def_pct,0%,,,,,
player,201710290cle,cle,TelfRa00,special_teams,0,,,,,
player,201710290cle,cle,TelfRa00,st_pct,0%,,,,,
player,201710290cle,cle,VitaDa00,pos,FB,,,,,
player,201710290cle,cle,VitaDa00,offense,8,,,,,
player,201710290cle,cle,VitaDa00,off_pct,14%,,,,,
player,201710290cle,cle,VitaDa00,defense,0,,,,,
player,201710290cle,cle,VitaDa00,def_pct,0%,,,,,
player,201710290cle,cle,VitaDa00,special_teams,17,,,,,
player,201710290cle,cle,VitaDa00,st_pct,52%,,,,,
player,201710290cle,cle,DayeMa00,pos,RB,,,,,
player,201710290cle,cle,DayeMa00,offense,6,,,,,
player,201710290cle,cle,DayeMa00,off_pct,10%,,,,,
player,201710290cle,cle,DayeMa00,defense,0,,,,,
player,201710290cle,cle,DayeMa00,def_pct,0%,,,,,
player,201710290cle,cle,DayeMa00,special_teams,22,,,,,
player,201710290cle,cle,DayeMa00,st_pct,67%,,,,,
player,201710290cle,cle,WillKa02,pos,WR,,,,,
player,201710290cle,cle,WillKa02,offense,5,,,,,
player,201710290cle,cle,WillKa02,off_pct,8%,,,,,
player,201710290cle,cle,WillKa02,defense,0,,,,,
player,201710290cle,cle,WillKa02,def_pct,0%,,,,,
player,201710290cle,cle,WillKa02,special_teams,0,,,,,
player,201710290cle,cle,WillKa02,st_pct,0%,,,,,
player,201710290cle,cle,CoatSa00,pos,WR,,,,,
player,201710290cle,cle,CoatSa00,offense,3,,,,,
player,201710290cle,cle,CoatSa00,off_pct,5%,,,,,
player,201710290cle,cle,CoatSa00,defense,0,,,,,
player,201710290cle,cle,CoatSa00,def_pct,0%,,,,,
player,201710290cle,cle,CoatSa00,special_teams,15,,,,,
player,201710290cle,cle,CoatSa00,st_pct,45%,,,,,
player,201710290cle,cle,SchoJo00,pos,LB,,,,,
player,201710290cle,cle,SchoJo00,offense,0,,,,,
player,201710290cle,cle,SchoJo00,off_pct,0%,,,,,
player,201710290cle,cle,SchoJo00,defense,85,,,,,
player,201710290cle,cle,SchoJo00,def_pct,100%,,,,,
player,201710290cle,cle,SchoJo00,special_teams,7,,,,,
player,201710290cle,cle,SchoJo00,st_pct,21%,,,,,
player,201710290cle,cle,KirkCh00,pos,LB,,,,,
player,201710290cle,cle,KirkCh00,offense,0,,,,,
player,201710290cle,cle,KirkCh00,off_pct,0%,,,,,
player,201710290cle,cle,KirkCh00,defense,85,,,,,
player,201710290cle,cle,KirkCh00,def_pct,100%,,,,,
player,201710290cle,cle,KirkCh00,special_teams,7,,,,,
player,201710290cle,cle,KirkCh00,st_pct,21%,,,,,
player,201710290cle,cle,TaylJa01,pos,CB,,,,,
player,201710290cle,cle,TaylJa01,offense,0,,,,,
player,201710290cle,cle,TaylJa01,off_pct,0%,,,,,
player,201710290cle,cle,TaylJa01,defense,84,,,,,
player,201710290cle,cle,TaylJa01,def_pct,99%,,,,,
player,201710290cle,cle,TaylJa01,special_teams,7,,,,,
player,201710290cle,cle,TaylJa01,st_pct,21%,,,,,
player,201710290cle,cle,CollJa00,pos,LB,,,,,
player,201710290cle,cle,CollJa00,offense,0,,,,,
player,201710290cle,cle,CollJa00,off_pct,0%,,,,,
player,201710290cle,cle,CollJa00,defense,84,,,,,
player,201710290cle,cle,CollJa00,def_pct,99%,,,,,
player,201710290cle,cle,CollJa00,special_teams,7,,,,,
player,201710290cle,cle,CollJa00,st_pct,21%,,,,,
player,201710290cle,cle,BoddBr01,pos,CB,,,,,
player,201710290cle,cle,BoddBr01,offense,0,,,,,
player,201710290cle,cle,BoddBr01,off_pct,0%,,,,,
player,201710290cle,cle,BoddBr01,defense,72,,,,,
player,201710290cle,cle,BoddBr01,def_pct,85%,,,,,
player,201710290cle,cle,BoddBr01,special_teams,8,,,,,
player,201710290cle,cle,BoddBr01,st_pct,24%,,,,,
player,201710290cle,cle,CampIb00,pos,FS,,,,,
player,201710290cle,cle,CampIb00,offense,0,,,,,
player,201710290cle,cle,CampIb00,off_pct,0%,,,,,
player,201710290cle,cle,CampIb00,defense,68,,,,,
player,201710290cle,cle,CampIb00,def_pct,80%,,,,,
player,201710290cle,cle,CampIb00,special_teams,19,,,,,
player,201710290cle,cle,CampIb00,st_pct,58%,,,,,
player,201710290cle,cle,OgbaEm00,pos,DE,,,,,
player,201710290cle,cle,OgbaEm00,offense,0,,,,,
player,201710290cle,cle,OgbaEm00,off_pct,0%,,,,,
player,201710290cle,cle,OgbaEm00,defense,67,,,,,
player,201710290cle,cle,OgbaEm00,def_pct,79%,,,,,
player,201710290cle,cle,OgbaEm00,special_teams,11,,,,,
player,201710290cle,cle,OgbaEm00,st_pct,33%,,,,,
player,201710290cle,cle,KindDe00,pos,SS,,,,,
player,201710290cle,cle,KindDe00,offense,0,,,,,
player,201710290cle,cle,KindDe00,off_pct,0%,,,,,
player,201710290cle,cle,KindDe00,defense,65,,,,,
player,201710290cle,cle,KindDe00,def_pct,76%,,,,,
player,201710290cle,cle,KindDe00,special_teams,14,,,,,
player,201710290cle,cle,KindDe00,st_pct,42%,,,,,
player,201710290cle,cle,NassCa00,pos,DE,,,,,
player,201710290cle,cle,NassCa00,offense,0,,,,,
player,201710290cle,cle,NassCa00,off_pct,0%,,,,,
player,201710290cle,cle,NassCa00,defense,57,,,,,
player,201710290cle,cle,NassCa00,def_pct,67%,,,,,
player,201710290cle,cle,NassCa00,special_teams,11,,,,,
player,201710290cle,cle,NassCa00,st_pct,33%,,,,,
player,201710290cle,cle,JordMi00,pos,CB,,,,,
player,201710290cle,cle,JordMi00,offense,0,,,,,
player,201710290cle,cle,JordMi00,off_pct,0%,,,,,
player,201710290cle,cle,JordMi00,defense,52,,,,,
player,201710290cle,cle,JordMi00,def_pct,61%,,,,,
player,201710290cle,cle,JordMi00,special_teams,21,,,,,
player,201710290cle,cle,JordMi00,st_pct,64%,,,,,
player,201710290cle,cle,ShelDa01,pos,DT,,,,,
player,201710290cle,cle,ShelDa01,offense,0,,,,,
player,201710290cle,cle,ShelDa01,off_pct,0%,,,,,
player,201710290cle,cle,ShelDa01,defense,47,,,,,
player,201710290cle,cle,ShelDa01,def_pct,55%,,,,,
player,201710290cle,cle,ShelDa01,special_teams,7,,,,,
player,201710290cle,cle,ShelDa01,st_pct,21%,,,,,
player,201710290cle,cle,BranCa00,pos,DT,,,,,
player,201710290cle,cle,BranCa00,offense,0,,,,,
player,201710290cle,cle,BranCa00,off_pct,0%,,,,,
player,201710290cle,cle,BranCa00,defense,47,,,,,
player,201710290cle,cle,BranCa00,def_pct,55%,,,,,
player,201710290cle,cle,BranCa00,special_teams,0,,,,,
player,201710290cle,cle,BranCa00,st_pct,0%,,,,,
player,201710290cle,cle,OrchNa00,pos,DE,,,,,
player,201710290cle,cle,OrchNa00,offense,0,,,,,
player,201710290cle,cle,OrchNa00,off_pct,0%,,,,,
player,201710290cle,cle,OrchNa00,defense,46,,,,,
player,201710290cle,cle,OrchNa00,def_pct,54%,,,,,
player,201710290cle,cle,OrchNa00,special_teams,7,,,,,
player,201710290cle,cle,OrchNa00,st_pct,21%,,,,,
player,201710290cle,cle,McGiT.00,pos,NT,,,,,
player,201710290cle,cle,McGiT.00,offense,0,,,,,
player,201710290cle,cle,McGiT.00,off_pct,0%,,,,,
player,201710290cle,cle,McGiT.00,defense,26,,,,,
player,201710290cle,cle,McGiT.00,def_pct,31%,,,,,
player,201710290cle,cle,McGiT.00,special_teams,1,,,,,
player,201710290cle,cle,McGiT.00,st_pct,3%,,,,,
player,201710290cle,cle,MedeJa00,pos,DT,,,,,
player,201710290cle,cle,MedeJa00,offense,0,,,,,
player,201710290cle,cle,MedeJa00,off_pct,0%,,,,,
player,201710290cle,cle,MedeJa00,defense,23,,,,,
player,201710290cle,cle,MedeJa00,def_pct,27%,,,,,
player,201710290cle,cle,MedeJa00,special_teams,10,,,,,
player,201710290cle,cle,MedeJa00,st_pct,30%,,,,,
player,201710290cle,cle,NacuKa00,pos,SS,,,,,
player,201710290cle,cle,NacuKa00,offense,0,,,,,
player,201710290cle,cle,NacuKa00,off_pct,0%,,,,,
player,201710290cle,cle,NacuKa00,defense,18,,,,,
player,201710290cle,cle,NacuKa00,def_pct,21%,,,,,
player,201710290cle,cle,NacuKa00,special_teams,16,,,,,
player,201710290cle,cle,NacuKa00,st_pct,48%,,,,,
player,201710290cle,cle,BurgJa01,pos,LB,,,,,
player,201710290cle,cle,BurgJa01,offense,0,,,,,
player,201710290cle,cle,BurgJa01,off_pct,0%,,,,,
player,201710290cle,cle,BurgJa01,defense,8,,,,,
player,201710290cle,cle,BurgJa01,def_pct,9%,,,,,
player,201710290cle,cle,BurgJa01,special_teams,22,,,,,
player,201710290cle,cle,BurgJa01,st_pct,67%,,,,,
player,201710290cle,cle,PortRe01,pos,CB,,,,,
player,201710290cle,cle,PortRe01,offense,0,,,,,
player,201710290cle,cle,PortRe01,off_pct,0%,,,,,
player,201710290cle,cle,PortRe01,defense,1,,,,,
player,201710290cle,cle,PortRe01,def_pct,1%,,,,,
player,201710290cle,cle,PortRe01,special_teams,5,,,,,
player,201710290cle,cle,PortRe01,st_pct,15%,,,,,
player,201710290cle,cle,BellB.00,pos,LB,,,,,
player,201710290cle,cle,BellB.00,offense,0,,,,,
player,201710290cle,cle,BellB.00,off_pct,0%,,,,,
player,201710290cle,cle,BellB.00,defense,0,,,,,
player,201710290cle,cle,BellB.00,def_pct,0%,,,,,
player,201710290cle,cle,BellB.00,special_teams,22,,,,,
player,201710290cle,cle,BellB.00,st_pct,67%,,,,,
player,201710290cle,cle,KingDe00,pos,LB,,,,,
player,201710290cle,cle,KingDe00,offense,0,,,,,
player,201710290cle,cle,KingDe00,off_pct,0%,,,,,
player,201710290cle,cle,KingDe00,defense,0,,,,,
player,201710290cle,cle,KingDe00,def_pct,0%,,,,,
player,201710290cle,cle,KingDe00,special_teams,22,,,,,
player,201710290cle,cle,KingDe00,st_pct,67%,,,,,
player,201710290cle,cle,ColqBr00,pos,P,,,,,
player,201710290cle,cle,ColqBr00,offense,0,,,,,
player,201710290cle,cle,ColqBr00,off_pct,0%,,,,,
player,201710290cle,cle,ColqBr00,defense,0,,,,,
player,201710290cle,cle,ColqBr00,def_pct,0%,,,,,
player,201710290cle,cle,ColqBr00,special_teams,10,,,,,
player,201710290cle,cle,ColqBr00,st_pct,30%,,,,,
player,201710290cle,cle,HughCh01,pos,LS,,,,,
player,201710290cle,cle,HughCh01,offense,0,,,,,
player,201710290cle,cle,HughCh01,off_pct,0%,,,,,
player,201710290cle,cle,HughCh01,defense,0,,,,,
player,201710290cle,cle,HughCh01,def_pct,0%,,,,,
player,201710290cle,cle,HughCh01,special_teams,10,,,,,
player,201710290cle,cle,HughCh01,st_pct,30%,,,,,
player,201710290cle,cle,GonzZa00,pos,K,,,,,
player,201710290cle,cle,GonzZa00,offense,0,,,,,
player,201710290cle,cle,GonzZa00,off_pct,0%,,,,,
player,201710290cle,cle,GonzZa00,defense,0,,,,,
player,201710290cle,cle,GonzZa00,def_pct,0%,,,,,
player,201710290cle,cle,GonzZa00,special_teams,8,,,,,
player,201710290cle,cle,GonzZa00,st_pct,24%,,,,,
player,201710290cle,cle,ReitAu00,pos,C,,,,,
player,201710290cle,cle,ReitAu00,offense,0,,,,,
player,201710290cle,cle,ReitAu00,off_pct,0%,,,,,
player,201710290cle,cle,ReitAu00,defense,0,,,,,
player,201710290cle,cle,ReitAu00,def_pct,0%,,,,,
player,201710290cle,cle,ReitAu00,special_teams,4,,,,,
player,201710290cle,cle,ReitAu00,st_pct,12%,,,,,
player,201710290cle,min,ElflPa00,pos,C,,,,,
player,201710290cle,min,ElflPa00,offense,85,,,,,
player,201710290cle,min,ElflPa00,off_pct,100%,,,,,
player,201710290cle,min,ElflPa00,defense,0,,,,,
player,201710290cle,min,ElflPa00,def_pct,0%,,,,,
player,201710290cle,min,ElflPa00,special_teams,6,,,,,
player,201710290cle,min,ElflPa00,st_pct,18%,,,,,
player,201710290cle,min,IsidDa00,pos,G,,,,,
player,201710290cle,min,IsidDa00,offense,85,,,,,
player,201710290cle,min,IsidDa00,off_pct,100%,,,,,
player,201710290cle,min,IsidDa00,defense,0,,,,,
player,201710290cle,min,IsidDa00,def_pct,0%,,,,,
player,201710290cle,min,IsidDa00,special_teams,6,,,,,
player,201710290cle,min,IsidDa00,st_pct,18%,,,,,
player,201710290cle,min,BergJo20,pos,G,,,,,
player,201710290cle,min,BergJo20,offense,85,,,,,
player,201710290cle,min,BergJo20,off_pct,100%,,,,,
player,201710290cle,min,BergJo20,defense,0,,,,,
player,201710290cle,min,BergJo20,def_pct,0%,,,,,
player,201710290cle,min,BergJo20,special_teams,6,,,,,
player,201710290cle,min,BergJo20,st_pct,18%,,,,,
player,201710290cle,min,ReifRi00,pos,T,,,,,
player,201710290cle,min,ReifRi00,offense,85,,,,,
player,201710290cle,min,ReifRi00,off_pct,100%,,,,,
player,201710290cle,min,ReifRi00,defense,0,,,,,
player,201710290cle,min,ReifRi00,def_pct,0%,,,,,
player,201710290cle,min,ReifRi00,special_teams,4,,,,,
player,201710290cle,min,ReifRi00,st_pct,12%,,,,,
player,201710290cle,min,KeenCa00,pos,QB,,,,,
player,201710290cle,min,KeenCa00,offense,85,,,,,
player,201710290cle,min,KeenCa00,off_pct,100%,,,,,
player,201710290cle,min,KeenCa00,defense,0,,,,,
player,201710290cle,min,KeenCa00,def_pct,0%,,,,,
player,201710290cle,min,KeenCa00,special_teams,0,,,,,
player,201710290cle,min,KeenCa00,st_pct,0%,,,,,
player,201710290cle,min,RudoKy00,pos,TE,,,,,
player,201710290cle,min,RudoKy00,offense,82,,,,,
player,201710290cle,min,RudoKy00,off_pct,96%,,,,,
player,201710290cle,min,RudoKy00,defense,0,,,,,
player,201710290cle,min,RudoKy00,def_pct,0%,,,,,
player,201710290cle,min,RudoKy00,special_teams,6,,,,,
player,201710290cle,min,RudoKy00,st_pct,18%,,,,,
player,201710290cle,min,HillRa01,pos,T,,,,,
player,201710290cle,min,HillRa01,offense,79,,,,,
player,201710290cle,min,HillRa01,off_pct,93%,,,,,
player,201710290cle,min,HillRa01,defense,0,,,,,
player,201710290cle,min,HillRa01,def_pct,0%,,,,,
player,201710290cle,min,HillRa01,special_teams,6,,,,,
player,201710290cle,min,HillRa01,st_pct,18%,,,,,
player,201710290cle,min,ThieAd00,pos,WR,,,,,
player,201710290cle,min,ThieAd00,offense,78,,,,,
player,201710290cle,min,ThieAd00,off_pct,92%,,,,,
player,201710290cle,min,ThieAd00,defense,0,,,,,
player,201710290cle,min,ThieAd00,def_pct,0%,,,,,
player,201710290cle,min,ThieAd00,special_teams,0,,,,,
