game,2017,8,20171029,201710290cle,min,"Minnesota Vikings",33,cle,"Cleveland Browns",16
player,201710290cle,min,MurrLa00,pass_cmp,0,,,,,
player,201710290cle,min,MurrLa00,pass_att,0,,,,,
player,201710290cle,min,MurrLa00,pass_yds,0,,,,,
player,201710290cle,min,MurrLa00,pass_td,0,,,,,
player,201710290cle,min,MurrLa00,pass_int,0,,,,,
player,201710290cle,min,MurrLa00,pass_sacked,0,,,,,
player,201710290cle,min,MurrLa00,pass_sacked_yds,0,,,,,
player,201710290cle,min,MurrLa00,pass_long,0,,,,,
player,201710290cle,min,MurrLa00,pass_rating,,,,,,
player,201710290cle,min,MurrLa00,rush_att,19,,,,,
player,201710290cle,min,MurrLa00,rush_yds,39,,,,,
player,201710290cle,min,MurrLa00,rush_td,0,,,,,
player,201710290cle,min,MurrLa00,rush_long,10,,,,,
player,201710290cle,min,MurrLa00,targets,1,,,,,
player,201710290cle,min,MurrLa00,rec,1,,,,,
player,201710290cle,min,MurrLa00,rec_yds,8,,,,,
player,201710290cle,min,MurrLa00,rec_td,0,,,,,
player,201710290cle,min,MurrLa00,rec_long,8,,,,,
player,201710290cle,min,MurrLa00,fumbles,0,,,,,
player,201710290cle,min,MurrLa00,fumbles_lost,0,,,,,
player,201710290cle,min,ThieAd00,pass_cmp,0,,,,,
player,201710290cle,min,ThieAd00,pass_att,0,,,,,
player,201710290cle,min,ThieAd00,pass_yds,0,,,,,
player,201710290cle,min,ThieAd00,pass_td,0,,,,,
player,201710290cle,min,ThieAd00,pass_int,0,,,,,
player,201710290cle,min,ThieAd00,pass_sacked,0,,,,,
player,201710290cle,min,ThieAd00,pass_sacked_yds,0,,,,,
player,201710290cle,min,ThieAd00,pass_long,0,,,,,
player,201710290cle,min,ThieAd00,pass_rating,,,,,,
player,201710290cle,min,ThieAd00,rush_att,0,,,,,
player,201710290cle,min,ThieAd00,rush_yds,0,,,,,
player,201710290cle,min,ThieAd00,rush_td,0,,,,,
player,201710290cle,min,ThieAd00,rush_long,0,,,,,
player,201710290cle,min,ThieAd00,targets,10,,,,,
player,201710290cle,min,ThieAd00,rec,5,,,,,
player,201710290cle,min,ThieAd00,rec_yds,98,,,,,
player,201710290cle,min,ThieAd00,rec_td,1,,,,,
player,201710290cle,min,ThieAd00,rec_long,25,,,,,
player,201710290cle,min,ThieAd00,fumbles,0,,,,,
player,201710290cle,min,ThieAd00,fumbles_lost,0,,,,,
player,201710290cle,min,MorgDa01,pass_cmp,0,,,,,
player,201710290cle,min,MorgDa01,pass_att,0,,,,,
player,201710290cle,min,MorgDa01,pass_yds,0,,,,,
player,201710290cle,min,MorgDa01,pass_td,0,,,,,
player,201710290cle,min,MorgDa01,pass_int,0,,,,,
player,201710290cle,min,MorgDa01,pass_sacked,0,,,,,
player,201710290cle,min,MorgDa01,pass_sacked_yds,0,,,,,
player,201710290cle,min,MorgDa01,pass_long,0,,,,,
player,201710290cle,min,MorgDa01,pass_rating,,,,,,
player,201710290cle,min,MorgDa01,rush_att,0,,,,,
player,201710290cle,min,MorgDa01,rush_yds,0,,,,,
player,201710290cle,min,MorgDa01,rush_td,0,,,,,
player,201710290cle,min,MorgDa01,rush_long,0,,,,,
player,201710290cle,min,MorgDa01,targets,3,,,,,
player,201710290cle,min,MorgDa01,rec,3,,,,,
player,201710290cle,min,MorgDa01,rec_yds,28,,,,,
player,201710290cle,min,MorgDa01,rec_td,0,,,,,
player,201710290cle,min,MorgDa01,rec_long,14,,,,,
player,201710290cle,min,MorgDa01,fumbles,0,,,,,
player,201710290cle,min,MorgDa01,fumbles_lost,0,,,,,
player,201710290cle,min,RudoKy00,pass_cmp,0,,,,,
player,201710290cle,min,RudoKy00,pass_att,0,,,,,
player,201710290cle,min,RudoKy00,pass_yds,0,,,,,
player,201710290cle,min,RudoKy00,pass_td,0,,,,,
player,201710290cle,min,RudoKy00,pass_int,0,,,,,
player,201710290cle,min,RudoKy00,pass_sacked,0,,,,,
player,201710290cle,min,RudoKy00,pass_sacked_yds,0,,,,,
player,201710290cle,min,RudoKy00,pass_long,0,,,,,
player,201710290cle,min,RudoKy00,pass_rating,,,,,,
player,201710290cle,min,RudoKy00,rush_att,0,,,,,
player,201710290cle,min,RudoKy00,rush_yds,0,,,,,
player,201710290cle,min,RudoKy00,rush_td,0,,,,,
player,201710290cle,min,RudoKy00,rush_long,0,,,,,
player,201710290cle,min,RudoKy00,targets,7,,,,,
player,201710290cle,min,RudoKy00,rec,6,,,,,
player,201710290cle,min,RudoKy00,rec_yds,27,,,,,
player,201710290cle,min,RudoKy00,rec_td,1,,,,,
player,201710290cle,min,RudoKy00,rec_long,6,,,,,
player,201710290cle,min,RudoKy00,fumbles,0,,,,,
player,201710290cle,min,RudoKy00,fumbles_lost,0,,,,,
player,201710290cle,min,TreaLa00,pass_cmp,0,,,,,
player,201710290cle,min,TreaLa00,pass_att,0,,,,,
player,201710290cle,min,TreaLa00,pass_yds,0,,,,,
player,201710290cle,min,TreaLa00,pass_td,0,,,,,
player,201710290cle,min,TreaLa00,pass_int,0,,,,,
player,201710290cle,min,TreaLa00,pass_sacked,0,,,,,
player,201710290cle,min,TreaLa00,pass_sacked_yds,0,,,,,
player,201710290cle,min,TreaLa00,pass_long,0,,,,,
player,201710290cle,min,TreaLa00,pass_rating,,,,,,
player,201710290cle,min,TreaLa00,rush_att,0,,,,,
player,201710290cle,min,TreaLa00,rush_yds,0,,,,,
player,201710290cle,min,TreaLa00,rush_td,0,,,,,
player,201710290cle,min,TreaLa00,rush_long,0,,,,,
player,201710290cle,min,TreaLa00,targets,4,,,,,
player,201710290cle,min,TreaLa00,rec,1,,,,,
player,201710290cle,min,TreaLa00,rec_yds,21,,,,,
player,201710290cle,min,TreaLa00,rec_td,0,,,,,
player,201710290cle,min,TreaLa00,rec_long,21,,,,,
player,201710290cle,min,TreaLa00,fumbles,1,,,,,
player,201710290cle,min,TreaLa00,fumbles_lost,0,,,,,
player,201710290cle,min,FloyMi00,pass_cmp,0,,,,,
player,201710290cle,min,FloyMi00,pass_att,0,,,,,
player,201710290cle,min,FloyMi00,pass_yds,0,,,,,
player,201710290cle,min,FloyMi00,pass_td,0,,,,,
player,201710290cle,min,FloyMi00,pass_int,0,,,,,
player,201710290cle,min,FloyMi00,pass_sacked,0,,,,,
player,201710290cle,min,FloyMi00,pass_sacked_yds,0,,,,,
player,201710290cle,min,FloyMi00,pass_long,0,,,,,
player,201710290cle,min,FloyMi00,pass_rating,,,,,,
player,201710290cle,min,FloyMi00,rush_att,0,,,,,
player,201710290cle,min,FloyMi00,rush_yds,0,,,,,
player,201710290cle,min,FloyMi00,rush_td,0,,,,,
player,201710290cle,min,FloyMi00,rush_long,0,,,,,
player,201710290cle,min,FloyMi00,targets,1,,,,,
player,201710290cle,min,FloyMi00,rec,1,,,,,
player,201710290cle,min,FloyMi00,rec_yds,7,,,,,
player,201710290cle,min,FloyMi00,rec_td,0,,,,,
player,201710290cle,min,FloyMi00,rec_long,7,,,,,
player,201710290cle,min,FloyMi00,fumbles,0,,,,,
player,201710290cle,min,FloyMi00,fumbles_lost,0,,,,,
player,201710290cle,min,WrigJa02,pass_cmp,0,,,,,
player,201710290cle,min,WrigJa02,pass_att,0,,,,,
player,201710290cle,min,WrigJa02,pass_yds,0,,,,,
player,201710290cle,min,WrigJa02,pass_td,0,,,,,
player,201710290cle,min,WrigJa02,pass_int,0,,,,,
player,201710290cle,min,WrigJa02,pass_sacked,0,,,,,
player,201710290cle,min,WrigJa02,pass_sacked_yds,0,,,,,
player,201710290cle,min,WrigJa02,pass_long,0,,,,,
player,201710290cle,min,WrigJa02,pass_rating,,,,,,
player,201710290cle,min,WrigJa02,rush_att,0,,,,,
player,201710290cle,min,WrigJa02,rush_yds,0,,,,,
player,201710290cle,min,WrigJa02,rush_td,0,,,,,
player,201710290cle,min,WrigJa02,rush_long,0,,,,,
player,201710290cle,min,WrigJa02,targets,1,,,,,
player,201710290cle,min,WrigJa02,rec,0,,,,,
player,201710290cle,min,WrigJa02,rec_yds,0,,,,,
player,201710290cle,min,WrigJa02,rec_td,0,,,,,
player,201710290cle,min,WrigJa02,rec_long,0,,,,,
player,201710290cle,min,WrigJa02,fumbles,0,,,,,
player,201710290cle,min,WrigJa02,fumbles_lost,0,,,,,
player,201710290cle,min,DiggSt00,pass_cmp,0,,,,,
player,201710290cle,min,DiggSt00,pass_att,0,,,,,
player,201710290cle,min,DiggSt00,pass_yds,0,,,,,
player,201710290cle,min,DiggSt00,pass_td,0,,,,,
player,201710290cle,min,DiggSt00,pass_int,0,,,,,
player,201710290cle,min,DiggSt00,pass_sacked,0,,,,,
player,201710290cle,min,DiggSt00,pass_sacked_yds,0,,,,,
player,201710290cle,min,DiggSt00,pass_long,0,,,,,
player,201710290cle,min,DiggSt00,pass_rating,,,,,,
player,201710290cle,min,DiggSt00,rush_att,1,,,,,
player,201710290cle,min,DiggSt00,rush_yds,-1,,,,,
player,201710290cle,min,DiggSt00,rush_td,0,,,,,
player,201710290cle,min,DiggSt00,rush_long,-1,,,,,
player,201710290cle,min,DiggSt00,targets,6,,,,,
player,201710290cle,min,DiggSt00,rec,4,,,,,
player,201710290cle,min,DiggSt00,rec_yds,27,,,,,
player,201710290cle,min,DiggSt00,rec_td,0,,,,,
player,201710290cle,min,DiggSt00,rec_long,10,,,,,
player,201710290cle,min,DiggSt00,fumbles,0,,,,,
player,201710290cle,min,DiggSt00,fumbles_lost,0,,,,,
player,201710290cle,cle,KizeDe00,pass_cmp,18,,,,,
player,201710290cle,cle,KizeDe00,pass_att,34,,,,,
player,201710290cle,cle,KizeDe00,pass_yds,179,,,,,
player,201710290cle,cle,KizeDe00,pass_td,0,,,,,
player,201710290cle,cle,KizeDe00,pass_int,0,,,,,
player,201710290cle,cle,KizeDe00,pass_sacked,3,,,,,
player,201710290cle,cle,KizeDe00,pass_sacked_yds,18,,,,,
player,201710290cle,cle,KizeDe00,pass_long,38,,,,,
player,201710290cle,cle,KizeDe00,pass_rating,68.1,,,,,
player,201710290cle,cle,KizeDe00,rush_att,5,,,,,
player,201710290cle,cle,KizeDe00,rush_yds,18,,,,,
player,201710290cle,cle,KizeDe00,rush_td,1,,,,,
player,201710290cle,cle,KizeDe00,rush_long,9,,,,,
player,201710290cle,cle,KizeDe00,targets,0,,,,,
player,201710290cle,cle,KizeDe00,rec,0,,,,,
player,201710290cle,cle,KizeDe00,rec_yds,0,,,,,
player,201710290cle,cle,KizeDe00,rec_td,0,,,,,
player,201710290cle,cle,KizeDe00,rec_long,0,,,,,
player,201710290cle,cle,KizeDe00,fumbles,0,,,,,
player,201710290cle,cle,KizeDe00,fumbles_lost,0,,,,,
player,201710290cle,cle,CrowIs00,pass_cmp,0,,,,,
player,201710290cle,cle,CrowIs00,pass_att,0,,,,,
player,201710290cle,cle,CrowIs00,pass_yds,0,,,,,
player,201710290cle,cle,CrowIs00,pass_td,0,,,,,
player,201710290cle,cle,CrowIs00,pass_int,0,,,,,
player,201710290cle,cle,CrowIs00,pass_sacked,0,,,,,
player,201710290cle,cle,CrowIs00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,CrowIs00,pass_long,0,,,,,
player,201710290cle,cle,CrowIs00,pass_rating,,,,,,
player,201710290cle,cle,CrowIs00,rush_att,11,,,,,
player,201710290cle,cle,CrowIs00,rush_yds,64,,,,,
player,201710290cle,cle,CrowIs00,rush_td,1,,,,,
player,201710290cle,cle,CrowIs00,rush_long,26,,,,,
player,201710290cle,cle,CrowIs00,targets,6,,,,,
player,201710290cle,cle,CrowIs00,rec,4,,,,,
player,201710290cle,cle,CrowIs00,rec_yds,54,,,,,
player,201710290cle,cle,CrowIs00,rec_td,0,,,,,
player,201710290cle,cle,CrowIs00,rec_long,38,,,,,
player,201710290cle,cle,CrowIs00,fumbles,1,,,,,
player,201710290cle,cle,CrowIs00,fumbles_lost,1,,,,,
player,201710290cle,cle,JohnDu00,pass_cmp,0,,,,,
player,201710290cle,cle,JohnDu00,pass_att,0,,,,,
player,201710290cle,cle,JohnDu00,pass_yds,0,,,,,
player,201710290cle,cle,JohnDu00,pass_td,0,,,,,
player,201710290cle,cle,JohnDu00,pass_int,0,,,,,
player,201710290cle,cle,JohnDu00,pass_sacked,0,,,,,
player,201710290cle,cle,JohnDu00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,JohnDu00,pass_long,0,,,,,
player,201710290cle,cle,JohnDu00,pass_rating,,,,,,
player,201710290cle,cle,JohnDu00,rush_att,6,,,,,
player,201710290cle,cle,JohnDu00,rush_yds,33,,,,,
player,201710290cle,cle,JohnDu00,rush_td,0,,,,,
player,201710290cle,cle,JohnDu00,rush_long,7,,,,,
player,201710290cle,cle,JohnDu00,targets,5,,,,,
player,201710290cle,cle,JohnDu00,rec,4,,,,,
player,201710290cle,cle,JohnDu00,rec_yds,10,,,,,
player,201710290cle,cle,JohnDu00,rec_td,0,,,,,
player,201710290cle,cle,JohnDu00,rec_long,9,,,,,
player,201710290cle,cle,JohnDu00,fumbles,0,,,,,
player,201710290cle,cle,JohnDu00,fumbles_lost,0,,,,,
player,201710290cle,cle,LouiRi00,pass_cmp,0,,,,,
player,201710290cle,cle,LouiRi00,pass_att,0,,,,,
player,201710290cle,cle,LouiRi00,pass_yds,0,,,,,
player,201710290cle,cle,LouiRi00,pass_td,0,,,,,
player,201710290cle,cle,LouiRi00,pass_int,0,,,,,
player,201710290cle,cle,LouiRi00,pass_sacked,0,,,,,
player,201710290cle,cle,LouiRi00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,LouiRi00,pass_long,0,,,,,
player,201710290cle,cle,LouiRi00,pass_rating,,,,,,
player,201710290cle,cle,LouiRi00,rush_att,0,,,,,
player,201710290cle,cle,LouiRi00,rush_yds,0,,,,,
player,201710290cle,cle,LouiRi00,rush_td,0,,,,,
player,201710290cle,cle,LouiRi00,rush_long,0,,,,,
player,201710290cle,cle,LouiRi00,targets,6,,,,,
player,201710290cle,cle,LouiRi00,rec,2,,,,,
player,201710290cle,cle,LouiRi00,rec_yds,42,,,,,
player,201710290cle,cle,LouiRi00,rec_td,0,,,,,
player,201710290cle,cle,LouiRi00,rec_long,37,,,,,
player,201710290cle,cle,LouiRi00,fumbles,0,,,,,
player,201710290cle,cle,LouiRi00,fumbles_lost,0,,,,,
player,201710290cle,cle,NjokDa00,pass_cmp,0,,,,,
player,201710290cle,cle,NjokDa00,pass_att,0,,,,,
player,201710290cle,cle,NjokDa00,pass_yds,0,,,,,
player,201710290cle,cle,NjokDa00,pass_td,0,,,,,
player,201710290cle,cle,NjokDa00,pass_int,0,,,,,
player,201710290cle,cle,NjokDa00,pass_sacked,0,,,,,
player,201710290cle,cle,NjokDa00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,NjokDa00,pass_long,0,,,,,
player,201710290cle,cle,NjokDa00,pass_rating,,,,,,
player,201710290cle,cle,NjokDa00,rush_att,0,,,,,
player,201710290cle,cle,NjokDa00,rush_yds,0,,,,,
player,201710290cle,cle,NjokDa00,rush_td,0,,,,,
player,201710290cle,cle,NjokDa00,rush_long,0,,,,,
player,201710290cle,cle,NjokDa00,targets,7,,,,,
player,201710290cle,cle,NjokDa00,rec,2,,,,,
player,201710290cle,cle,NjokDa00,rec_yds,19,,,,,
player,201710290cle,cle,NjokDa00,rec_td,0,,,,,
player,201710290cle,cle,NjokDa00,rec_long,11,,,,,
player,201710290cle,cle,NjokDa00,fumbles,0,,,,,
player,201710290cle,cle,NjokDa00,fumbles_lost,0,,,,,
player,201710290cle,cle,DayeMa00,pass_cmp,0,,,,,
player,201710290cle,cle,DayeMa00,pass_att,0,,,,,
player,201710290cle,cle,DayeMa00,pass_yds,0,,,,,
player,201710290cle,cle,DayeMa00,pass_td,0,,,,,
player,201710290cle,cle,DayeMa00,pass_int,0,,,,,
player,201710290cle,cle,DayeMa00,pass_sacked,0,,,,,
player,201710290cle,cle,DayeMa00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,DayeMa00,pass_long,0,,,,,
player,201710290cle,cle,DayeMa00,pass_rating,,,,,,
player,201710290cle,cle,DayeMa00,rush_att,0,,,,,
player,201710290cle,cle,DayeMa00,rush_yds,0,,,,,
player,201710290cle,cle,DayeMa00,rush_td,0,,,,,
player,201710290cle,cle,DayeMa00,rush_long,0,,,,,
player,201710290cle,cle,DayeMa00,targets,1,,,,,
player,201710290cle,cle,DayeMa00,rec,1,,,,,
player,201710290cle,cle,DayeMa00,rec_yds,15,,,,,
player,201710290cle,cle,DayeMa00,rec_td,0,,,,,
player,201710290cle,cle,DayeMa00,rec_long,15,,,,,
player,201710290cle,cle,DayeMa00,fumbles,0,,,,,
player,201710290cle,cle,DayeMa00,fumbles_lost,0,,,,,
player,201710290cle,cle,HiggRa00,pass_cmp,0,,,,,
player,201710290cle,cle,HiggRa00,pass_att,0,,,,,
player,201710290cle,cle,HiggRa00,pass_yds,0,,,,,
player,201710290cle,cle,HiggRa00,pass_td,0,,,,,
player,201710290cle,cle,HiggRa00,pass_int,0,,,,,
player,201710290cle,cle,HiggRa00,pass_sacked,0,,,,,
player,201710290cle,cle,HiggRa00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,HiggRa00,pass_long,0,,,,,
player,201710290cle,cle,HiggRa00,pass_rating,,,,,,
player,201710290cle,cle,HiggRa00,rush_att,0,,,,,
player,201710290cle,cle,HiggRa00,rush_yds,0,,,,,
player,201710290cle,cle,HiggRa00,rush_td,0,,,,,
player,201710290cle,cle,HiggRa00,rush_long,0,,,,,
player,201710290cle,cle,HiggRa00,targets,1,,,,,
player,201710290cle,cle,HiggRa00,rec,1,,,,,
player,201710290cle,cle,HiggRa00,rec_yds,14,,,,,
player,201710290cle,cle,HiggRa00,rec_td,0,,,,,
player,201710290cle,cle,HiggRa00,rec_long,14,,,,,
player,201710290cle,cle,HiggRa00,fumbles,0,,,,,
player,201710290cle,cle,HiggRa00,fumbles_lost,0,,,,,
player,201710290cle,cle,CoatSa00,pass_cmp,0,,,,,
player,201710290cle,cle,CoatSa00,pass_att,0,,,,,
player,201710290cle,cle,CoatSa00,pass_yds,0,,,,,
player,201710290cle,cle,CoatSa00,pass_td,0,,,,,
player,201710290cle,cle,CoatSa00,pass_int,0,,,,,
player,201710290cle,cle,CoatSa00,pass_sacked,0,,,,,
player,201710290cle,cle,CoatSa00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,CoatSa00,pass_long,0,,,,,
player,201710290cle,cle,CoatSa00,pass_rating,,,,,,
player,201710290cle,cle,CoatSa00,rush_att,0,,,,,
player,201710290cle,cle,CoatSa00,rush_yds,0,,,,,
player,201710290cle,cle,CoatSa00,rush_td,0,,,,,
player,201710290cle,cle,CoatSa00,rush_long,0,,,,,
player,201710290cle,cle,CoatSa00,targets,2,,,,,
player,201710290cle,cle,CoatSa00,rec,2,,,,,
player,201710290cle,cle,CoatSa00,rec_yds,13,,,,,
player,201710290cle,cle,CoatSa00,rec_td,0,,,,,
player,201710290cle,cle,CoatSa00,rec_long,10,,,,,
player,201710290cle,cle,CoatSa00,fumbles,0,,,,,
player,201710290cle,cle,CoatSa00,fumbles_lost,0,,,,,
player,201710290cle,cle,TregBr00,pass_cmp,0,,,,,
player,201710290cle,cle,TregBr00,pass_att,0,,,,,
player,201710290cle,cle,TregBr00,pass_yds,0,,,,,
player,201710290cle,cle,TregBr00,pass_td,0,,,,,
player,201710290cle,cle,TregBr00,pass_int,0,,,,,
player,201710290cle,cle,TregBr00,pass_sacked,0,,,,,
player,201710290cle,cle,TregBr00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,TregBr00,pass_long,0,,,,,
player,201710290cle,cle,TregBr00,pass_rating,,,,,,
player,201710290cle,cle,TregBr00,rush_att,0,,,,,
player,201710290cle,cle,TregBr00,rush_yds,0,,,,,
player,201710290cle,cle,TregBr00,rush_td,0,,,,,
player,201710290cle,cle,TregBr00,rush_long,0,,,,,
player,201710290cle,cle,TregBr00,targets,3,,,,,
player,201710290cle,cle,TregBr00,rec,1,,,,,
player,201710290cle,cle,TregBr00,rec_yds,12,,,,,
player,201710290cle,cle,TregBr00,rec_td,0,,,,,
player,201710290cle,cle,TregBr00,rec_long,12,,,,,
player,201710290cle,cle,TregBr00,fumbles,1,,,,,
player,201710290cle,cle,TregBr00,fumbles_lost,1,,,,,
player,201710290cle,cle,DevaSe00,pass_cmp,0,,,,,
player,201710290cle,cle,DevaSe00,pass_att,0,,,,,
player,201710290cle,cle,DevaSe00,pass_yds,0,,,,,
player,201710290cle,cle,DevaSe00,pass_td,0,,,,,
player,201710290cle,cle,DevaSe00,pass_int,0,,,,,
player,201710290cle,cle,DevaSe00,pass_sacked,0,,,,,
player,201710290cle,cle,DevaSe00,pass_sacked_yds,0,,,,,
player,201710290cle,cle,DevaSe00,pass_long,0,,,,,
player,201710290cle,cle,DevaSe00,pass_rating,,,,,,
player,201710290cle,cle,DevaSe00,rush_att,0,,,,,
player,201710290cle,cle,DevaSe00,rush_yds,0,,,,,
player,201710290cle,cle,DevaSe00,rush_td,0,,,,,
player,201710290cle,cle,DevaSe00,rush_long,0,,,,,
player,201710290cle,cle,DevaSe00,targets,3,,,,,
player,201710290cle,cle,DevaSe00,rec,1,,,,,
player,201710290cle,cle,DevaSe00,rec_yds,0,,,,,
player,201710290cle,cle,DevaSe00,rec_td,0,,,,,
player,201710290cle,cle,DevaSe00,rec_long,0,,,,,
player,201710290cle,cle,DevaSe00,fumbles,0,,,,,
player,201710290cle,cle,DevaSe00,fumbles_lost,0,,,,,
player,201710290cle,min,JohnTo01,def_int,0,,,,,
player,201710290cle,min,JohnTo01,def_int_yds,0,,,,,
player,201710290cle,min,JohnTo01,def_int_td,0,,,,,
player,201710290cle,min,JohnTo01,def_int_long,0,,,,,
player,201710290cle,min,JohnTo01,pass_defended,0,,,,,
player,201710290cle,min,JohnTo01,sacks,1.0,,,,,
player,201710290cle,min,JohnTo01,tackles_combined,2,,,,,
player,201710290cle,min,JohnTo01,tackles_solo,2,,,,,
player,201710290cle,min,JohnTo01,tackles_assists,0,,,,,
player,201710290cle,min,JohnTo01,tackles_loss,1,,,,,
player,201710290cle,min,JohnTo01,qb_hits,2,,,,,
player,201710290cle,min,JohnTo01,fumbles_rec,0,,,,,
player,201710290cle,min,JohnTo01,fumbles_rec_yds,0,,,,,
player,201710290cle,min,JohnTo01,fumbles_rec_td,0,,,,,
player,201710290cle,min,JohnTo01,fumbles_forced,0,,,,,
player,201710290cle,min,JoseLi99,def_int,0,,,,,
player,201710290cle,min,JoseLi99,def_int_yds,0,,,,,
player,201710290cle,min,JoseLi99,def_int_td,0,,,,,
player,201710290cle,min,JoseLi99,def_int_long,0,,,,,
player,201710290cle,min,JoseLi99,pass_defended,0,,,,,
player,201710290cle,min,JoseLi99,sacks,1.0,,,,,
player,201710290cle,min,JoseLi99,tackles_combined,2,,,,,
player,201710290cle,min,JoseLi99,tackles_solo,2,,,,,
player,201710290cle,min,JoseLi99,tackles_assists,0,,,,,
player,201710290cle,min,JoseLi99,tackles_loss,1,,,,,
player,201710290cle,min,JoseLi99,qb_hits,1,,,,,
player,201710290cle,min,JoseLi99,fumbles_rec,0,,,,,
player,201710290cle,min,JoseLi99,fumbles_rec_yds,0,,,,,
player,201710290cle,min,JoseLi99,fumbles_rec_td,0,,,,,
player,201710290cle,min,JoseLi99,fumbles_forced,0,,,,,
player,201710290cle,min,GrifEv99,def_int,0,,,,,
player,201710290cle,min,GrifEv99,def_int_yds,0,,,,,
player,201710290cle,min,GrifEv99,def_int_td,0,,,,,
player,201710290cle,min,GrifEv99,def_int_long,0,,,,,
player,201710290cle,min,GrifEv99,pass_defended,0,,,,,
player,201710290cle,min,GrifEv99,sacks,1.0,,,,,
player,201710290cle,min,GrifEv99,tackles_combined,1,,,,,
player,201710290cle,min,GrifEv99,tackles_solo,1,,,,,
