game,2017,6,20171015,201710150kan,pit,"Pittsburgh Steelers",19,kan,"Kansas City Chiefs",13
player,201710150kan,pit,BellLe00,pass_att,0,,,,,
player,201710150kan,pit,BellLe00,pass_yds,0,,,,,
player,201710150kan,pit,BellLe00,pass_td,0,,,,,
player,201710150kan,pit,BellLe00,pass_int,0,,,,,
player,201710150kan,pit,BellLe00,pass_sacked,0,,,,,
player,201710150kan,pit,BellLe00,pass_sacked_yds,0,,,,,
player,201710150kan,pit,BellLe00,pass_long,0,,,,,
player,201710150kan,pit,BellLe00,pass_rating,,,,,,
player,201710150kan,pit,BellLe00,rush_att,32,,,,,
player,201710150kan,pit,BellLe00,rush_yds,179,,,,,
player,201710150kan,pit,BellLe00,rush_td,1,,,,,
player,201710150kan,pit,BellLe00,rush_long,27,,,,,
player,201710150kan,pit,BellLe00,targets,6,,,,,
player,201710150kan,pit,BellLe00,rec,3,,,,,
player,201710150kan,pit,BellLe00,rec_yds,12,,,,,
player,201710150kan,pit,BellLe00,rec_td,0,,,,,
player,201710150kan,pit,BellLe00,rec_long,9,,,,,
player,201710150kan,pit,BellLe00,fumbles,0,,,,,
player,201710150kan,pit,BellLe00,fumbles_lost,0,,,,,
player,201710150kan,pit,ConnJa00,pass_cmp,0,,,,,
player,201710150kan,pit,ConnJa00,pass_att,0,,,,,
player,201710150kan,pit,ConnJa00,pass_yds,0,,,,,
player,201710150kan,pit,ConnJa00,pass_td,0,,,,,
player,201710150kan,pit,ConnJa00,pass_int,0,,,,,
player,201710150kan,pit,ConnJa00,pass_sacked,0,,,,,
player,201710150kan,pit,ConnJa00,pass_sacked_yds,0,,,,,
player,201710150kan,pit,ConnJa00,pass_long,0,,,,,
player,201710150kan,pit,ConnJa00,pass_rating,,,,,,
player,201710150kan,pit,ConnJa00,rush_att,2,,,,,
player,201710150kan,pit,ConnJa00,rush_yds,14,,,,,
player,201710150kan,pit,ConnJa00,rush_td,0,,,,,
player,201710150kan,pit,ConnJa00,rush_long,11,,,,,
player,201710150kan,pit,ConnJa00,targets,0,,,,,
player,201710150kan,pit,ConnJa00,rec,0,,,,,
player,201710150kan,pit,ConnJa00,rec_yds,0,,,,,
player,201710150kan,pit,ConnJa00,rec_td,0,,,,,
player,201710150kan,pit,ConnJa00,rec_long,0,,,,,
player,201710150kan,pit,ConnJa00,fumbles,0,,,,,
player,201710150kan,pit,ConnJa00,fumbles_lost,0,,,,,
player,201710150kan,pit,WatsTe00,pass_cmp,0,,,,,
player,201710150kan,pit,WatsTe00,pass_att,0,,,,,
player,201710150kan,pit,WatsTe00,pass_yds,0,,,,,
player,201710150kan,pit,WatsTe00,pass_td,0,,,,,
player,201710150kan,pit,WatsTe00,pass_int,0,,,,,
player,201710150kan,pit,WatsTe00,pass_sacked,0,,,,,
player,201710150kan,pit,WatsTe00,pass_sacked_yds,0,,,,,
player,201710150kan,pit,WatsTe00,pass_long,0,,,,,
player,201710150kan,pit,WatsTe00,pass_rating,,,,,,
player,201710150kan,pit,WatsTe00,rush_att,1,,,,,
player,201710150kan,pit,WatsTe00,rush_yds,3,,,,,
player,201710150kan,pit,WatsTe00,rush_td,0,,,,,
player,201710150kan,pit,WatsTe00,rush_long,3,,,,,
player,201710150kan,pit,WatsTe00,targets,0,,,,,
player,201710150kan,pit,WatsTe00,rec,0,,,,,
player,201710150kan,pit,WatsTe00,rec_yds,0,,,,,
player,201710150kan,pit,WatsTe00,rec_td,0,,,,,
player,201710150kan,pit,WatsTe00,rec_long,0,,,,,
player,201710150kan,pit,WatsTe00,fumbles,0,,,,,
player,201710150kan,pit,WatsTe00,fumbles_lost,0,,,,,
player,201710150kan,pit,BrowAn04,pass_cmp,0,,,,,
player,201710150kan,pit,BrowAn04,pass_att,0,,,,,
player,201710150kan,pit,BrowAn04,pass_yds,0,,,,,
player,201710150kan,pit,BrowAn04,pass_td,0,,,,,
player,201710150kan,pit,BrowAn04,pass_int,0,,,,,
player,201710150kan,pit,BrowAn04,pass_sacked,0,,,,,
player,201710150kan,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201710150kan,pit,BrowAn04,pass_long,0,,,,,
player,201710150kan,pit,BrowAn04,pass_rating,,,,,,
player,201710150kan,pit,BrowAn04,rush_att,0,,,,,
player,201710150kan,pit,BrowAn04,rush_yds,0,,,,,
player,201710150kan,pit,BrowAn04,rush_td,0,,,,,
player,201710150kan,pit,BrowAn04,rush_long,0,,,,,
player,201710150kan,pit,BrowAn04,targets,10,,,,,
player,201710150kan,pit,BrowAn04,rec,8,,,,,
player,201710150kan,pit,BrowAn04,rec_yds,155,,,,,
player,201710150kan,pit,BrowAn04,rec_td,1,,,,,
player,201710150kan,pit,BrowAn04,rec_long,51,,,,,
player,201710150kan,pit,BrowAn04,fumbles,1,,,,,
player,201710150kan,pit,BrowAn04,fumbles_lost,0,,,,,
player,201710150kan,pit,SmitJu00,pass_cmp,0,,,,,
player,201710150kan,pit,SmitJu00,pass_att,0,,,,,
player,201710150kan,pit,SmitJu00,pass_yds,0,,,,,
player,201710150kan,pit,SmitJu00,pass_td,0,,,,,
player,201710150kan,pit,SmitJu00,pass_int,0,,,,,
player,201710150kan,pit,SmitJu00,pass_sacked,0,,,,,
player,201710150kan,pit,SmitJu00,pass_sacked_yds,0,,,,,
player,201710150kan,pit,SmitJu00,pass_long,0,,,,,
player,201710150kan,pit,SmitJu00,pass_rating,,,,,,
player,201710150kan,pit,SmitJu00,rush_att,0,,,,,
player,201710150kan,pit,SmitJu00,rush_yds,0,,,,,
player,201710150kan,pit,SmitJu00,rush_td,0,,,,,
player,201710150kan,pit,SmitJu00,rush_long,0,,,,,
player,201710150kan,pit,SmitJu00,targets,3,,,,,
player,201710150kan,pit,SmitJu00,rec,3,,,,,
player,201710150kan,pit,SmitJu00,rec_yds,32,,,,,
player,201710150kan,pit,SmitJu00,rec_td,0,,,,,
player,201710150kan,pit,SmitJu00,rec_long,15,,,,,
player,201710150kan,pit,SmitJu00,fumbles,0,,,,,
player,201710150kan,pit,SmitJu00,fumbles_lost,0,,,,,
player,201710150kan,pit,BryaMa00,pass_cmp,0,,,,,
player,201710150kan,pit,BryaMa00,pass_att,0,,,,,
player,201710150kan,pit,BryaMa00,pass_yds,0,,,,,
player,201710150kan,pit,BryaMa00,pass_td,0,,,,,
player,201710150kan,pit,BryaMa00,pass_int,0,,,,,
player,201710150kan,pit,BryaMa00,pass_sacked,0,,,,,
player,201710150kan,pit,BryaMa00,pass_sacked_yds,0,,,,,
player,201710150kan,pit,BryaMa00,pass_long,0,,,,,
player,201710150kan,pit,BryaMa00,pass_rating,,,,,,
player,201710150kan,pit,BryaMa00,rush_att,0,,,,,
player,201710150kan,pit,BryaMa00,rush_yds,0,,,,,
player,201710150kan,pit,BryaMa00,rush_td,0,,,,,
player,201710150kan,pit,BryaMa00,rush_long,0,,,,,
player,201710150kan,pit,BryaMa00,targets,3,,,,,
player,201710150kan,pit,BryaMa00,rec,2,,,,,
player,201710150kan,pit,BryaMa00,rec_yds,27,,,,,
player,201710150kan,pit,BryaMa00,rec_td,0,,,,,
player,201710150kan,pit,BryaMa00,rec_long,20,,,,,
player,201710150kan,pit,BryaMa00,fumbles,0,,,,,
player,201710150kan,pit,BryaMa00,fumbles_lost,0,,,,,
player,201710150kan,pit,McDoVa00,pass_cmp,0,,,,,
player,201710150kan,pit,McDoVa00,pass_att,0,,,,,
player,201710150kan,pit,McDoVa00,pass_yds,0,,,,,
player,201710150kan,pit,McDoVa00,pass_td,0,,,,,
player,201710150kan,pit,McDoVa00,pass_int,0,,,,,
player,201710150kan,pit,McDoVa00,pass_sacked,0,,,,,
player,201710150kan,pit,McDoVa00,pass_sacked_yds,0,,,,,
player,201710150kan,pit,McDoVa00,pass_long,0,,,,,
player,201710150kan,pit,McDoVa00,pass_rating,,,,,,
player,201710150kan,pit,McDoVa00,rush_att,0,,,,,
player,201710150kan,pit,McDoVa00,rush_yds,0,,,,,
player,201710150kan,pit,McDoVa00,rush_td,0,,,,,
player,201710150kan,pit,McDoVa00,rush_long,0,,,,,
player,201710150kan,pit,McDoVa00,targets,2,,,,,
player,201710150kan,pit,McDoVa00,rec,1,,,,,
player,201710150kan,pit,McDoVa00,rec_yds,26,,,,,
player,201710150kan,pit,McDoVa00,rec_td,0,,,,,
player,201710150kan,pit,McDoVa00,rec_long,26,,,,,
player,201710150kan,pit,McDoVa00,fumbles,0,,,,,
player,201710150kan,pit,McDoVa00,fumbles_lost,0,,,,,
player,201710150kan,kan,SmitAl03,pass_cmp,19,,,,,
player,201710150kan,kan,SmitAl03,pass_att,34,,,,,
player,201710150kan,kan,SmitAl03,pass_yds,246,,,,,
player,201710150kan,kan,SmitAl03,pass_td,1,,,,,
player,201710150kan,kan,SmitAl03,pass_int,0,,,,,
player,201710150kan,kan,SmitAl03,pass_sacked,3,,,,,
player,201710150kan,kan,SmitAl03,pass_sacked_yds,23,,,,,
player,201710150kan,kan,SmitAl03,pass_long,57,,,,,
player,201710150kan,kan,SmitAl03,pass_rating,88.6,,,,,
player,201710150kan,kan,SmitAl03,rush_att,4,,,,,
player,201710150kan,kan,SmitAl03,rush_yds,13,,,,,
player,201710150kan,kan,SmitAl03,rush_td,0,,,,,
player,201710150kan,kan,SmitAl03,rush_long,11,,,,,
player,201710150kan,kan,SmitAl03,targets,0,,,,,
player,201710150kan,kan,SmitAl03,rec,0,,,,,
player,201710150kan,kan,SmitAl03,rec_yds,0,,,,,
player,201710150kan,kan,SmitAl03,rec_td,0,,,,,
player,201710150kan,kan,SmitAl03,rec_long,0,,,,,
player,201710150kan,kan,SmitAl03,fumbles,0,,,,,
player,201710150kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201710150kan,kan,HuntKa00,pass_cmp,0,,,,,
player,201710150kan,kan,HuntKa00,pass_att,0,,,,,
player,201710150kan,kan,HuntKa00,pass_yds,0,,,,,
player,201710150kan,kan,HuntKa00,pass_td,0,,,,,
player,201710150kan,kan,HuntKa00,pass_int,0,,,,,
player,201710150kan,kan,HuntKa00,pass_sacked,0,,,,,
player,201710150kan,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201710150kan,kan,HuntKa00,pass_long,0,,,,,
player,201710150kan,kan,HuntKa00,pass_rating,,,,,,
player,201710150kan,kan,HuntKa00,rush_att,9,,,,,
player,201710150kan,kan,HuntKa00,rush_yds,21,,,,,
player,201710150kan,kan,HuntKa00,rush_td,0,,,,,
player,201710150kan,kan,HuntKa00,rush_long,5,,,,,
player,201710150kan,kan,HuntKa00,targets,6,,,,,
player,201710150kan,kan,HuntKa00,rec,5,,,,,
player,201710150kan,kan,HuntKa00,rec_yds,89,,,,,
player,201710150kan,kan,HuntKa00,rec_td,0,,,,,
player,201710150kan,kan,HuntKa00,rec_long,37,,,,,
player,201710150kan,kan,HuntKa00,fumbles,0,,,,,
player,201710150kan,kan,HuntKa00,fumbles_lost,0,,,,,
player,201710150kan,kan,HuntAk01,pass_cmp,0,,,,,
player,201710150kan,kan,HuntAk01,pass_att,0,,,,,
player,201710150kan,kan,HuntAk01,pass_yds,0,,,,,
player,201710150kan,kan,HuntAk01,pass_td,0,,,,,
player,201710150kan,kan,HuntAk01,pass_int,0,,,,,
player,201710150kan,kan,HuntAk01,pass_sacked,0,,,,,
player,201710150kan,kan,HuntAk01,pass_sacked_yds,0,,,,,
player,201710150kan,kan,HuntAk01,pass_long,0,,,,,
player,201710150kan,kan,HuntAk01,pass_rating,,,,,,
player,201710150kan,kan,HuntAk01,rush_att,1,,,,,
player,201710150kan,kan,HuntAk01,rush_yds,3,,,,,
player,201710150kan,kan,HuntAk01,rush_td,0,,,,,
player,201710150kan,kan,HuntAk01,rush_long,3,,,,,
player,201710150kan,kan,HuntAk01,targets,0,,,,,
player,201710150kan,kan,HuntAk01,rec,0,,,,,
player,201710150kan,kan,HuntAk01,rec_yds,0,,,,,
player,201710150kan,kan,HuntAk01,rec_td,0,,,,,
player,201710150kan,kan,HuntAk01,rec_long,0,,,,,
player,201710150kan,kan,HuntAk01,fumbles,0,,,,,
player,201710150kan,kan,HuntAk01,fumbles_lost,0,,,,,
player,201710150kan,kan,ThomDe05,pass_cmp,0,,,,,
player,201710150kan,kan,ThomDe05,pass_att,0,,,,,
player,201710150kan,kan,ThomDe05,pass_yds,0,,,,,
player,201710150kan,kan,ThomDe05,pass_td,0,,,,,
player,201710150kan,kan,ThomDe05,pass_int,0,,,,,
player,201710150kan,kan,ThomDe05,pass_sacked,0,,,,,
player,201710150kan,kan,ThomDe05,pass_sacked_yds,0,,,,,
player,201710150kan,kan,ThomDe05,pass_long,0,,,,,
player,201710150kan,kan,ThomDe05,pass_rating,,,,,,
player,201710150kan,kan,ThomDe05,rush_att,0,,,,,
player,201710150kan,kan,ThomDe05,rush_yds,0,,,,,
player,201710150kan,kan,ThomDe05,rush_td,0,,,,,
player,201710150kan,kan,ThomDe05,rush_long,0,,,,,
player,201710150kan,kan,ThomDe05,targets,4,,,,,
player,201710150kan,kan,ThomDe05,rec,3,,,,,
player,201710150kan,kan,ThomDe05,rec_yds,61,,,,,
player,201710150kan,kan,ThomDe05,rec_td,1,,,,,
player,201710150kan,kan,ThomDe05,rec_long,57,,,,,
player,201710150kan,kan,ThomDe05,fumbles,0,,,,,
player,201710150kan,kan,ThomDe05,fumbles_lost,0,,,,,
player,201710150kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201710150kan,kan,KelcTr00,pass_att,0,,,,,
player,201710150kan,kan,KelcTr00,pass_yds,0,,,,,
player,201710150kan,kan,KelcTr00,pass_td,0,,,,,
player,201710150kan,kan,KelcTr00,pass_int,0,,,,,
player,201710150kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201710150kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201710150kan,kan,KelcTr00,pass_long,0,,,,,
player,201710150kan,kan,KelcTr00,pass_rating,,,,,,
player,201710150kan,kan,KelcTr00,rush_att,0,,,,,
player,201710150kan,kan,KelcTr00,rush_yds,0,,,,,
player,201710150kan,kan,KelcTr00,rush_td,0,,,,,
player,201710150kan,kan,KelcTr00,rush_long,0,,,,,
player,201710150kan,kan,KelcTr00,targets,7,,,,,
player,201710150kan,kan,KelcTr00,rec,4,,,,,
player,201710150kan,kan,KelcTr00,rec_yds,37,,,,,
player,201710150kan,kan,KelcTr00,rec_td,0,,,,,
player,201710150kan,kan,KelcTr00,rec_long,23,,,,,
player,201710150kan,kan,KelcTr00,fumbles,0,,,,,
player,201710150kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201710150kan,kan,RobiDe01,pass_cmp,0,,,,,
player,201710150kan,kan,RobiDe01,pass_att,0,,,,,
player,201710150kan,kan,RobiDe01,pass_yds,0,,,,,
player,201710150kan,kan,RobiDe01,pass_td,0,,,,,
player,201710150kan,kan,RobiDe01,pass_int,0,,,,,
player,201710150kan,kan,RobiDe01,pass_sacked,0,,,,,
player,201710150kan,kan,RobiDe01,pass_sacked_yds,0,,,,,
player,201710150kan,kan,RobiDe01,pass_long,0,,,,,
player,201710150kan,kan,RobiDe01,pass_rating,,,,,,
player,201710150kan,kan,RobiDe01,rush_att,0,,,,,
player,201710150kan,kan,RobiDe01,rush_yds,0,,,,,
player,201710150kan,kan,RobiDe01,rush_td,0,,,,,
player,201710150kan,kan,RobiDe01,rush_long,0,,,,,
player,201710150kan,kan,RobiDe01,targets,5,,,,,
player,201710150kan,kan,RobiDe01,rec,1,,,,,
player,201710150kan,kan,RobiDe01,rec_yds,16,,,,,
player,201710150kan,kan,RobiDe01,rec_td,0,,,,,
player,201710150kan,kan,RobiDe01,rec_long,16,,,,,
player,201710150kan,kan,RobiDe01,fumbles,0,,,,,
player,201710150kan,kan,RobiDe01,fumbles_lost,0,,,,,
player,201710150kan,kan,WestCh01,pass_cmp,0,,,,,
player,201710150kan,kan,WestCh01,pass_att,0,,,,,
player,201710150kan,kan,WestCh01,pass_yds,0,,,,,
player,201710150kan,kan,WestCh01,pass_td,0,,,,,
player,201710150kan,kan,WestCh01,pass_int,0,,,,,
player,201710150kan,kan,WestCh01,pass_sacked,0,,,,,
player,201710150kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201710150kan,kan,WestCh01,pass_long,0,,,,,
player,201710150kan,kan,WestCh01,pass_rating,,,,,,
player,201710150kan,kan,WestCh01,rush_att,0,,,,,
player,201710150kan,kan,WestCh01,rush_yds,0,,,,,
player,201710150kan,kan,WestCh01,rush_td,0,,,,,
player,201710150kan,kan,WestCh01,rush_long,0,,,,,
player,201710150kan,kan,WestCh01,targets,1,,,,,
player,201710150kan,kan,WestCh01,rec,1,,,,,
player,201710150kan,kan,WestCh01,rec_yds,9,,,,,
player,201710150kan,kan,WestCh01,rec_td,0,,,,,
player,201710150kan,kan,WestCh01,rec_long,9,,,,,
player,201710150kan,kan,WestCh01,fumbles,0,,,,,
player,201710150kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201710150kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201710150kan,kan,HarrDe03,pass_att,0,,,,,
player,201710150kan,kan,HarrDe03,pass_yds,0,,,,,
player,201710150kan,kan,HarrDe03,pass_td,0,,,,,
player,201710150kan,kan,HarrDe03,pass_int,0,,,,,
player,201710150kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201710150kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201710150kan,kan,HarrDe03,pass_long,0,,,,,
player,201710150kan,kan,HarrDe03,pass_rating,,,,,,
player,201710150kan,kan,HarrDe03,rush_att,0,,,,,
player,201710150kan,kan,HarrDe03,rush_yds,0,,,,,
player,201710150kan,kan,HarrDe03,rush_td,0,,,,,
player,201710150kan,kan,HarrDe03,rush_long,0,,,,,
player,201710150kan,kan,HarrDe03,targets,2,,,,,
player,201710150kan,kan,HarrDe03,rec,0,,,,,
player,201710150kan,kan,HarrDe03,rec_yds,0,,,,,
player,201710150kan,kan,HarrDe03,rec_td,0,,,,,
player,201710150kan,kan,HarrDe03,rec_long,0,,,,,
player,201710150kan,kan,HarrDe03,fumbles,0,,,,,
player,201710150kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201710150kan,kan,HillTy00,pass_cmp,0,,,,,
player,201710150kan,kan,HillTy00,pass_att,0,,,,,
player,201710150kan,kan,HillTy00,pass_yds,0,,,,,
player,201710150kan,kan,HillTy00,pass_td,0,,,,,
player,201710150kan,kan,HillTy00,pass_int,0,,,,,
player,201710150kan,kan,HillTy00,pass_sacked,0,,,,,
player,201710150kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201710150kan,kan,HillTy00,pass_long,0,,,,,
player,201710150kan,kan,HillTy00,pass_rating,,,,,,
player,201710150kan,kan,HillTy00,rush_att,1,,,,,
player,201710150kan,kan,HillTy00,rush_yds,-9,,,,,
player,201710150kan,kan,HillTy00,rush_td,0,,,,,
player,201710150kan,kan,HillTy00,rush_long,-9,,,,,
player,201710150kan,kan,HillTy00,targets,7,,,,,
player,201710150kan,kan,HillTy00,rec,5,,,,,
player,201710150kan,kan,HillTy00,rec_yds,34,,,,,
player,201710150kan,kan,HillTy00,rec_td,0,,,,,
player,201710150kan,kan,HillTy00,rec_long,10,,,,,
player,201710150kan,kan,HillTy00,fumbles,0,,,,,
player,201710150kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201710150kan,pit,WillVi01,def_int,0,,,,,
player,201710150kan,pit,WillVi01,def_int_yds,0,,,,,
player,201710150kan,pit,WillVi01,def_int_td,0,,,,,
player,201710150kan,pit,WillVi01,def_int_long,0,,,,,
player,201710150kan,pit,WillVi01,pass_defended,0,,,,,
player,201710150kan,pit,WillVi01,sacks,2.0,,,,,
player,201710150kan,pit,WillVi01,tackles_combined,5,,,,,
player,201710150kan,pit,WillVi01,tackles_solo,5,,,,,
player,201710150kan,pit,WillVi01,tackles_assists,0,,,,,
player,201710150kan,pit,WillVi01,tackles_loss,2,,,,,
player,201710150kan,pit,WillVi01,qb_hits,2,,,,,
player,201710150kan,pit,WillVi01,fumbles_rec,0,,,,,
player,201710150kan,pit,WillVi01,fumbles_rec_yds,0,,,,,
player,201710150kan,pit,WillVi01,fumbles_rec_td,0,,,,,
player,201710150kan,pit,WillVi01,fumbles_forced,0,,,,,
player,201710150kan,pit,HarrJa23,def_int,0,,,,,
player,201710150kan,pit,HarrJa23,def_int_yds,0,,,,,
player,201710150kan,pit,HarrJa23,def_int_td,0,,,,,
player,201710150kan,pit,HarrJa23,def_int_long,0,,,,,
player,201710150kan,pit,HarrJa23,pass_defended,0,,,,,
player,201710150kan,pit,HarrJa23,sacks,1.0,,,,,
player,201710150kan,pit,HarrJa23,tackles_combined,3,,,,,
player,201710150kan,pit,HarrJa23,tackles_solo,3,,,,,
player,201710150kan,pit,HarrJa23,tackles_assists,0,,,,,
player,201710150kan,pit,HarrJa23,tackles_loss,1,,,,,
player,201710150kan,pit,HarrJa23,qb_hits,2,,,,,
player,201710150kan,pit,HarrJa23,fumbles_rec,0,,,,,
player,201710150kan,pit,HarrJa23,fumbles_rec_yds,0,,,,,
player,201710150kan,pit,HarrJa23,fumbles_rec_td,0,,,,,
player,201710150kan,pit,HarrJa23,fumbles_forced,0,,,,,
player,201710150kan,pit,DaviSe00,def_int,0,,,,,
player,201710150kan,pit,DaviSe00,def_int_yds,0,,,,,
player,201710150kan,pit,DaviSe00,def_int_td,0,,,,,
player,201710150kan,pit,DaviSe00,def_int_long,0,,,,,
player,201710150kan,pit,DaviSe00,pass_defended,1,,,,,
player,201710150kan,pit,DaviSe00,sacks,0.0,,,,,
player,201710150kan,pit,DaviSe00,tackles_combined,8,,,,,
player,201710150kan,pit,DaviSe00,tackles_solo,6,,,,,
player,201710150kan,pit,DaviSe00,tackles_assists,2,,,,,
player,201710150kan,pit,DaviSe00,tackles_loss,0,,,,,
player,201710150kan,pit,DaviSe00,qb_hits,0,,,,,
player,201710150kan,pit,DaviSe00,fumbles_rec,0,,,,,
player,201710150kan,pit,DaviSe00,fumbles_rec_yds,0,,,,,
player,201710150kan,pit,DaviSe00,fumbles_rec_td,0,,,,,
player,201710150kan,pit,DaviSe00,fumbles_forced,0,,,,,
player,201710150kan,pit,HiltMi01,def_int,0,,,,,
player,201710150kan,pit,HiltMi01,def_int_yds,0,,,,,
player,201710150kan,pit,HiltMi01,def_int_td,0,,,,,
player,201710150kan,pit,HiltMi01,def_int_long,0,,,,,
player,201710150kan,pit,HiltMi01,pass_defended,0,,,,,
player,201710150kan,pit,HiltMi01,sacks,0.0,,,,,
player,201710150kan,pit,HiltMi01,tackles_combined,5,,,,,
player,201710150kan,pit,HiltMi01,tackles_solo,3,,,,,
player,201710150kan,pit,HiltMi01,tackles_assists,2,,,,,
player,201710150kan,pit,HiltMi01,tackles_loss,2,,,,,
player,201710150kan,pit,HiltMi01,qb_hits,1,,,,,
player,201710150kan,pit,HiltMi01,fumbles_rec,0,,,,,
player,201710150kan,pit,HiltMi01,fumbles_rec_yds,0,,,,,
player,201710150kan,pit,HiltMi01,fumbles_rec_td,0,,,,,
player,201710150kan,pit,HiltMi01,fumbles_forced,0,,,,,
player,201710150kan,pit,MataTy00,def_int,0,,,,,
player,201710150kan,pit,MataTy00,def_int_yds,0,,,,,
player,201710150kan,pit,MataTy00,def_int_td,0,,,,,
player,201710150kan,pit,MataTy00,def_int_long,0,,,,,
player,201710150kan,pit,MataTy00,pass_defended,0,,,,,
player,201710150kan,pit,MataTy00,sacks,0.0,,,,,
player,201710150kan,pit,MataTy00,tackles_combined,4,,,,,
player,201710150kan,pit,MataTy00,tackles_solo,3,,,,,
player,201710150kan,pit,MataTy00,tackles_assists,1,,,,,
player,201710150kan,pit,MataTy00,tackles_loss,0,,,,,
player,201710150kan,pit,MataTy00,qb_hits,0,,,,,
player,201710150kan,pit,MataTy00,fumbles_rec,0,,,,,
player,201710150kan,pit,MataTy00,fumbles_rec_yds,0,,,,,
player,201710150kan,pit,MataTy00,fumbles_rec_td,0,,,,,
player,201710150kan,pit,MataTy00,fumbles_forced,0,,,,,
player,201710150kan,pit,ShazRy00,def_int,0,,,,,
player,201710150kan,pit,ShazRy00,def_int_yds,0,,,,,
player,201710150kan,pit,ShazRy00,def_int_td,0,,,,,
player,201710150kan,pit,ShazRy00,def_int_long,0,,,,,
player,201710150kan,pit,ShazRy00,pass_defended,1,,,,,
player,201710150kan,pit,ShazRy00,sacks,0.0,,,,,
player,201710150kan,pit,ShazRy00,tackles_combined,4,,,,,
player,201710150kan,pit,ShazRy00,tackles_solo,4,,,,,
player,201710150kan,pit,ShazRy00,tackles_assists,0,,,,,
player,201710150kan,pit,ShazRy00,tackles_loss,0,,,,,
player,201710150kan,pit,ShazRy00,qb_hits,0,,,,,
player,201710150kan,pit,ShazRy00,fumbles_rec,0,,,,,
player,201710150kan,pit,ShazRy00,fumbles_rec_yds,0,,,,,
player,201710150kan,pit,ShazRy00,fumbles_rec_td,0,,,,,
