game,2017,2,20170917,201709170kan,phi,"Philadelphia Eagles",20,kan,"Kansas City Chiefs",27
player,201709170kan,phi,BrooBr00,special_teams,5,,,,,
player,201709170kan,phi,BrooBr00,st_pct,17%,,,,,
player,201709170kan,phi,JohnLa01,pos,T,,,,,
player,201709170kan,phi,JohnLa01,offense,72,,,,,
player,201709170kan,phi,JohnLa01,off_pct,100%,,,,,
player,201709170kan,phi,JohnLa01,defense,0,,,,,
player,201709170kan,phi,JohnLa01,def_pct,0%,,,,,
player,201709170kan,phi,JohnLa01,special_teams,5,,,,,
player,201709170kan,phi,JohnLa01,st_pct,17%,,,,,
player,201709170kan,phi,SeumIs00,pos,G,,,,,
player,201709170kan,phi,SeumIs00,offense,72,,,,,
player,201709170kan,phi,SeumIs00,off_pct,100%,,,,,
player,201709170kan,phi,SeumIs00,defense,0,,,,,
player,201709170kan,phi,SeumIs00,def_pct,0%,,,,,
player,201709170kan,phi,SeumIs00,special_teams,5,,,,,
player,201709170kan,phi,SeumIs00,st_pct,17%,,,,,
player,201709170kan,phi,KelcJa00,pos,C,,,,,
player,201709170kan,phi,KelcJa00,offense,72,,,,,
player,201709170kan,phi,KelcJa00,off_pct,100%,,,,,
player,201709170kan,phi,KelcJa00,defense,0,,,,,
player,201709170kan,phi,KelcJa00,def_pct,0%,,,,,
player,201709170kan,phi,KelcJa00,special_teams,0,,,,,
player,201709170kan,phi,KelcJa00,st_pct,0%,,,,,
player,201709170kan,phi,PeteJa21,pos,T,,,,,
player,201709170kan,phi,PeteJa21,offense,72,,,,,
player,201709170kan,phi,PeteJa21,off_pct,100%,,,,,
player,201709170kan,phi,PeteJa21,defense,0,,,,,
player,201709170kan,phi,PeteJa21,def_pct,0%,,,,,
player,201709170kan,phi,PeteJa21,special_teams,0,,,,,
player,201709170kan,phi,PeteJa21,st_pct,0%,,,,,
player,201709170kan,phi,WentCa00,pos,QB,,,,,
player,201709170kan,phi,WentCa00,offense,72,,,,,
player,201709170kan,phi,WentCa00,off_pct,100%,,,,,
player,201709170kan,phi,WentCa00,defense,0,,,,,
player,201709170kan,phi,WentCa00,def_pct,0%,,,,,
player,201709170kan,phi,WentCa00,special_teams,0,,,,,
player,201709170kan,phi,WentCa00,st_pct,0%,,,,,
player,201709170kan,phi,SmitTo02,pos,WR,,,,,
player,201709170kan,phi,SmitTo02,offense,62,,,,,
player,201709170kan,phi,SmitTo02,off_pct,86%,,,,,
player,201709170kan,phi,SmitTo02,defense,0,,,,,
player,201709170kan,phi,SmitTo02,def_pct,0%,,,,,
player,201709170kan,phi,SmitTo02,special_teams,0,,,,,
player,201709170kan,phi,SmitTo02,st_pct,0%,,,,,
player,201709170kan,phi,JeffAl00,pos,WR,,,,,
player,201709170kan,phi,JeffAl00,offense,61,,,,,
player,201709170kan,phi,JeffAl00,off_pct,85%,,,,,
player,201709170kan,phi,JeffAl00,defense,0,,,,,
player,201709170kan,phi,JeffAl00,def_pct,0%,,,,,
player,201709170kan,phi,JeffAl00,special_teams,0,,,,,
player,201709170kan,phi,JeffAl00,st_pct,0%,,,,,
player,201709170kan,phi,ErtzZa00,pos,TE,,,,,
player,201709170kan,phi,ErtzZa00,offense,60,,,,,
player,201709170kan,phi,ErtzZa00,off_pct,83%,,,,,
player,201709170kan,phi,ErtzZa00,defense,0,,,,,
player,201709170kan,phi,ErtzZa00,def_pct,0%,,,,,
player,201709170kan,phi,ErtzZa00,special_teams,11,,,,,
player,201709170kan,phi,ErtzZa00,st_pct,37%,,,,,
player,201709170kan,phi,AghoNe00,pos,WR,,,,,
player,201709170kan,phi,AghoNe00,offense,55,,,,,
player,201709170kan,phi,AghoNe00,off_pct,76%,,,,,
player,201709170kan,phi,AghoNe00,defense,0,,,,,
player,201709170kan,phi,AghoNe00,def_pct,0%,,,,,
player,201709170kan,phi,AghoNe00,special_teams,0,,,,,
player,201709170kan,phi,AghoNe00,st_pct,0%,,,,,
player,201709170kan,phi,SproDa00,pos,RB,,,,,
player,201709170kan,phi,SproDa00,offense,50,,,,,
player,201709170kan,phi,SproDa00,off_pct,69%,,,,,
player,201709170kan,phi,SproDa00,defense,0,,,,,
player,201709170kan,phi,SproDa00,def_pct,0%,,,,,
player,201709170kan,phi,SproDa00,special_teams,5,,,,,
player,201709170kan,phi,SproDa00,st_pct,17%,,,,,
player,201709170kan,phi,HollMa00,pos,WR,,,,,
player,201709170kan,phi,HollMa00,offense,17,,,,,
player,201709170kan,phi,HollMa00,off_pct,24%,,,,,
player,201709170kan,phi,HollMa00,defense,0,,,,,
player,201709170kan,phi,HollMa00,def_pct,0%,,,,,
player,201709170kan,phi,HollMa00,special_teams,13,,,,,
player,201709170kan,phi,HollMa00,st_pct,43%,,,,,
player,201709170kan,phi,CeleBr00,pos,TE,,,,,
player,201709170kan,phi,CeleBr00,offense,17,,,,,
player,201709170kan,phi,CeleBr00,off_pct,24%,,,,,
player,201709170kan,phi,CeleBr00,defense,0,,,,,
player,201709170kan,phi,CeleBr00,def_pct,0%,,,,,
player,201709170kan,phi,CeleBr00,special_teams,11,,,,,
player,201709170kan,phi,CeleBr00,st_pct,37%,,,,,
player,201709170kan,phi,BurtTr01,pos,TE,,,,,
player,201709170kan,phi,BurtTr01,offense,14,,,,,
player,201709170kan,phi,BurtTr01,off_pct,19%,,,,,
player,201709170kan,phi,BurtTr01,defense,0,,,,,
player,201709170kan,phi,BurtTr01,def_pct,0%,,,,,
player,201709170kan,phi,BurtTr01,special_teams,19,,,,,
player,201709170kan,phi,BurtTr01,st_pct,63%,,,,,
player,201709170kan,phi,SmalWe00,pos,RB,,,,,
player,201709170kan,phi,SmalWe00,offense,14,,,,,
player,201709170kan,phi,SmalWe00,off_pct,19%,,,,,
player,201709170kan,phi,SmalWe00,defense,0,,,,,
player,201709170kan,phi,SmalWe00,def_pct,0%,,,,,
player,201709170kan,phi,SmalWe00,special_teams,10,,,,,
player,201709170kan,phi,SmalWe00,st_pct,33%,,,,,
player,201709170kan,phi,BlouLe00,pos,RB,,,,,
player,201709170kan,phi,BlouLe00,offense,6,,,,,
player,201709170kan,phi,BlouLe00,off_pct,8%,,,,,
player,201709170kan,phi,BlouLe00,defense,0,,,,,
player,201709170kan,phi,BlouLe00,def_pct,0%,,,,,
player,201709170kan,phi,BlouLe00,special_teams,0,,,,,
player,201709170kan,phi,BlouLe00,st_pct,0%,,,,,
player,201709170kan,phi,VaitHa00,pos,T,,,,,
player,201709170kan,phi,VaitHa00,offense,3,,,,,
player,201709170kan,phi,VaitHa00,off_pct,4%,,,,,
player,201709170kan,phi,VaitHa00,defense,0,,,,,
player,201709170kan,phi,VaitHa00,def_pct,0%,,,,,
player,201709170kan,phi,VaitHa00,special_teams,5,,,,,
player,201709170kan,phi,VaitHa00,st_pct,17%,,,,,
player,201709170kan,phi,ClemCo00,pos,RB,,,,,
player,201709170kan,phi,ClemCo00,offense,1,,,,,
player,201709170kan,phi,ClemCo00,off_pct,1%,,,,,
player,201709170kan,phi,ClemCo00,defense,0,,,,,
player,201709170kan,phi,ClemCo00,def_pct,0%,,,,,
player,201709170kan,phi,ClemCo00,special_teams,19,,,,,
player,201709170kan,phi,ClemCo00,st_pct,63%,,,,,
player,201709170kan,phi,JenkMa99,pos,SS,,,,,
player,201709170kan,phi,JenkMa99,offense,0,,,,,
player,201709170kan,phi,JenkMa99,off_pct,0%,,,,,
player,201709170kan,phi,JenkMa99,defense,53,,,,,
player,201709170kan,phi,JenkMa99,def_pct,100%,,,,,
player,201709170kan,phi,JenkMa99,special_teams,10,,,,,
player,201709170kan,phi,JenkMa99,st_pct,33%,,,,,
player,201709170kan,phi,HickJo00,pos,LB,,,,,
player,201709170kan,phi,HickJo00,offense,0,,,,,
player,201709170kan,phi,HickJo00,off_pct,0%,,,,,
player,201709170kan,phi,HickJo00,defense,53,,,,,
player,201709170kan,phi,HickJo00,def_pct,100%,,,,,
player,201709170kan,phi,HickJo00,special_teams,6,,,,,
player,201709170kan,phi,HickJo00,st_pct,20%,,,,,
player,201709170kan,phi,MillJa02,pos,CB,,,,,
player,201709170kan,phi,MillJa02,offense,0,,,,,
player,201709170kan,phi,MillJa02,off_pct,0%,,,,,
player,201709170kan,phi,MillJa02,defense,53,,,,,
player,201709170kan,phi,MillJa02,def_pct,100%,,,,,
player,201709170kan,phi,MillJa02,special_teams,6,,,,,
player,201709170kan,phi,MillJa02,st_pct,20%,,,,,
player,201709170kan,phi,BradNi00,pos,LB,,,,,
player,201709170kan,phi,BradNi00,offense,0,,,,,
player,201709170kan,phi,BradNi00,off_pct,0%,,,,,
player,201709170kan,phi,BradNi00,defense,53,,,,,
player,201709170kan,phi,BradNi00,def_pct,100%,,,,,
player,201709170kan,phi,BradNi00,special_teams,1,,,,,
player,201709170kan,phi,BradNi00,st_pct,3%,,,,,
player,201709170kan,phi,CoxxFl00,pos,DT,,,,,
player,201709170kan,phi,CoxxFl00,offense,0,,,,,
player,201709170kan,phi,CoxxFl00,off_pct,0%,,,,,
player,201709170kan,phi,CoxxFl00,defense,44,,,,,
player,201709170kan,phi,CoxxFl00,def_pct,83%,,,,,
player,201709170kan,phi,CoxxFl00,special_teams,0,,,,,
player,201709170kan,phi,CoxxFl00,st_pct,0%,,,,,
player,201709170kan,phi,GrahCo99,pos,FS,,,,,
player,201709170kan,phi,GrahCo99,offense,0,,,,,
player,201709170kan,phi,GrahCo99,off_pct,0%,,,,,
player,201709170kan,phi,GrahCo99,defense,41,,,,,
player,201709170kan,phi,GrahCo99,def_pct,77%,,,,,
player,201709170kan,phi,GrahCo99,special_teams,10,,,,,
player,201709170kan,phi,GrahCo99,st_pct,33%,,,,,
player,201709170kan,phi,DougRa00,pos,CB,,,,,
player,201709170kan,phi,DougRa00,offense,0,,,,,
player,201709170kan,phi,DougRa00,off_pct,0%,,,,,
player,201709170kan,phi,DougRa00,defense,39,,,,,
player,201709170kan,phi,DougRa00,def_pct,74%,,,,,
player,201709170kan,phi,DougRa00,special_teams,7,,,,,
player,201709170kan,phi,DougRa00,st_pct,23%,,,,,
player,201709170kan,phi,GrahBr99,pos,DE,,,,,
player,201709170kan,phi,GrahBr99,offense,0,,,,,
player,201709170kan,phi,GrahBr99,off_pct,0%,,,,,
player,201709170kan,phi,GrahBr99,defense,38,,,,,
player,201709170kan,phi,GrahBr99,def_pct,72%,,,,,
player,201709170kan,phi,GrahBr99,special_teams,5,,,,,
player,201709170kan,phi,GrahBr99,st_pct,17%,,,,,
player,201709170kan,phi,CurrVi00,pos,DE,,,,,
player,201709170kan,phi,CurrVi00,offense,0,,,,,
player,201709170kan,phi,CurrVi00,off_pct,0%,,,,,
player,201709170kan,phi,CurrVi00,defense,33,,,,,
player,201709170kan,phi,CurrVi00,def_pct,62%,,,,,
player,201709170kan,phi,CurrVi00,special_teams,5,,,,,
player,201709170kan,phi,CurrVi00,st_pct,17%,,,,,
player,201709170kan,phi,JernTi00,pos,DT,,,,,
player,201709170kan,phi,JernTi00,offense,0,,,,,
player,201709170kan,phi,JernTi00,off_pct,0%,,,,,
player,201709170kan,phi,JernTi00,defense,33,,,,,
player,201709170kan,phi,JernTi00,def_pct,62%,,,,,
player,201709170kan,phi,JernTi00,special_teams,4,,,,,
player,201709170kan,phi,JernTi00,st_pct,13%,,,,,
player,201709170kan,phi,RobiPa99,pos,CB,,,,,
player,201709170kan,phi,RobiPa99,offense,0,,,,,
player,201709170kan,phi,RobiPa99,off_pct,0%,,,,,
player,201709170kan,phi,RobiPa99,defense,32,,,,,
player,201709170kan,phi,RobiPa99,def_pct,60%,,,,,
player,201709170kan,phi,RobiPa99,special_teams,12,,,,,
player,201709170kan,phi,RobiPa99,st_pct,40%,,,,,
player,201709170kan,phi,KendMy00,pos,LB,,,,,
player,201709170kan,phi,KendMy00,offense,0,,,,,
player,201709170kan,phi,KendMy00,off_pct,0%,,,,,
player,201709170kan,phi,KendMy00,defense,20,,,,,
player,201709170kan,phi,KendMy00,def_pct,38%,,,,,
player,201709170kan,phi,KendMy00,special_teams,8,,,,,
player,201709170kan,phi,KendMy00,st_pct,27%,,,,,
player,201709170kan,phi,BarnDe01,pos,DE,,,,,
player,201709170kan,phi,BarnDe01,offense,0,,,,,
player,201709170kan,phi,BarnDe01,off_pct,0%,,,,,
player,201709170kan,phi,BarnDe01,defense,20,,,,,
player,201709170kan,phi,BarnDe01,def_pct,38%,,,,,
player,201709170kan,phi,BarnDe01,special_teams,6,,,,,
player,201709170kan,phi,BarnDe01,st_pct,20%,,,,,
player,201709170kan,phi,LongCh99,pos,DE,,,,,
player,201709170kan,phi,LongCh99,offense,0,,,,,
player,201709170kan,phi,LongCh99,off_pct,0%,,,,,
player,201709170kan,phi,LongCh99,defense,20,,,,,
player,201709170kan,phi,LongCh99,def_pct,38%,,,,,
player,201709170kan,phi,LongCh99,special_teams,6,,,,,
player,201709170kan,phi,LongCh99,st_pct,20%,,,,,
player,201709170kan,phi,AlleBe00,pos,DT,,,,,
player,201709170kan,phi,AlleBe00,offense,0,,,,,
player,201709170kan,phi,AlleBe00,off_pct,0%,,,,,
player,201709170kan,phi,AlleBe00,defense,15,,,,,
player,201709170kan,phi,AlleBe00,def_pct,28%,,,,,
player,201709170kan,phi,AlleBe00,special_teams,11,,,,,
player,201709170kan,phi,AlleBe00,st_pct,37%,,,,,
player,201709170kan,phi,WatkJa01,pos,SS,,,,,
player,201709170kan,phi,WatkJa01,offense,0,,,,,
player,201709170kan,phi,WatkJa01,off_pct,0%,,,,,
player,201709170kan,phi,WatkJa01,defense,14,,,,,
player,201709170kan,phi,WatkJa01,def_pct,26%,,,,,
player,201709170kan,phi,WatkJa01,special_teams,4,,,,,
player,201709170kan,phi,WatkJa01,st_pct,13%,,,,,
player,201709170kan,phi,McLeRo00,pos,FS,,,,,
player,201709170kan,phi,McLeRo00,offense,0,,,,,
player,201709170kan,phi,McLeRo00,off_pct,0%,,,,,
player,201709170kan,phi,McLeRo00,defense,12,,,,,
player,201709170kan,phi,McLeRo00,def_pct,23%,,,,,
player,201709170kan,phi,McLeRo00,special_teams,2,,,,,
player,201709170kan,phi,McLeRo00,st_pct,7%,,,,,
player,201709170kan,phi,QualEl00,pos,DT,,,,,
player,201709170kan,phi,QualEl00,offense,0,,,,,
player,201709170kan,phi,QualEl00,off_pct,0%,,,,,
player,201709170kan,phi,QualEl00,defense,9,,,,,
player,201709170kan,phi,QualEl00,def_pct,17%,,,,,
player,201709170kan,phi,QualEl00,special_teams,1,,,,,
player,201709170kan,phi,QualEl00,st_pct,3%,,,,,
player,201709170kan,phi,GoodNa00,pos,LB,,,,,
player,201709170kan,phi,GoodNa00,offense,0,,,,,
player,201709170kan,phi,GoodNa00,off_pct,0%,,,,,
player,201709170kan,phi,GoodNa00,defense,1,,,,,
player,201709170kan,phi,GoodNa00,def_pct,2%,,,,,
player,201709170kan,phi,GoodNa00,special_teams,19,,,,,
player,201709170kan,phi,GoodNa00,st_pct,63%,,,,,
player,201709170kan,phi,MaraCh99,pos,SS,,,,,
player,201709170kan,phi,MaraCh99,offense,0,,,,,
player,201709170kan,phi,MaraCh99,off_pct,0%,,,,,
player,201709170kan,phi,MaraCh99,defense,0,,,,,
player,201709170kan,phi,MaraCh99,def_pct,0%,,,,,
player,201709170kan,phi,MaraCh99,special_teams,24,,,,,
player,201709170kan,phi,MaraCh99,st_pct,80%,,,,,
player,201709170kan,phi,GrugKa00,pos,LB,,,,,
player,201709170kan,phi,GrugKa00,offense,0,,,,,
player,201709170kan,phi,GrugKa00,off_pct,0%,,,,,
player,201709170kan,phi,GrugKa00,defense,0,,,,,
player,201709170kan,phi,GrugKa00,def_pct,0%,,,,,
player,201709170kan,phi,GrugKa00,special_teams,19,,,,,
player,201709170kan,phi,GrugKa00,st_pct,63%,,,,,
player,201709170kan,phi,WalkJo01,pos,LB,,,,,
player,201709170kan,phi,WalkJo01,offense,0,,,,,
player,201709170kan,phi,WalkJo01,off_pct,0%,,,,,
player,201709170kan,phi,WalkJo01,defense,0,,,,,
player,201709170kan,phi,WalkJo01,def_pct,0%,,,,,
player,201709170kan,phi,WalkJo01,special_teams,11,,,,,
player,201709170kan,phi,WalkJo01,st_pct,37%,,,,,
player,201709170kan,phi,McDoDe00,pos,CB,,,,,
player,201709170kan,phi,McDoDe00,offense,0,,,,,
player,201709170kan,phi,McDoDe00,off_pct,0%,,,,,
player,201709170kan,phi,McDoDe00,defense,0,,,,,
player,201709170kan,phi,McDoDe00,def_pct,0%,,,,,
player,201709170kan,phi,McDoDe00,special_teams,11,,,,,
player,201709170kan,phi,McDoDe00,st_pct,37%,,,,,
player,201709170kan,phi,ElliJa03,pos,K,,,,,
player,201709170kan,phi,ElliJa03,offense,0,,,,,
player,201709170kan,phi,ElliJa03,off_pct,0%,,,,,
player,201709170kan,phi,ElliJa03,defense,0,,,,,
player,201709170kan,phi,ElliJa03,def_pct,0%,,,,,
player,201709170kan,phi,ElliJa03,special_teams,10,,,,,
player,201709170kan,phi,ElliJa03,st_pct,33%,,,,,
player,201709170kan,phi,JoneDo21,pos,P,,,,,
player,201709170kan,phi,JoneDo21,offense,0,,,,,
player,201709170kan,phi,JoneDo21,off_pct,0%,,,,,
player,201709170kan,phi,JoneDo21,defense,0,,,,,
player,201709170kan,phi,JoneDo21,def_pct,0%,,,,,
player,201709170kan,phi,JoneDo21,special_teams,9,,,,,
player,201709170kan,phi,JoneDo21,st_pct,30%,,,,,
player,201709170kan,phi,LovaRi00,pos,LS,,,,,
player,201709170kan,phi,LovaRi00,offense,0,,,,,
player,201709170kan,phi,LovaRi00,off_pct,0%,,,,,
player,201709170kan,phi,LovaRi00,defense,0,,,,,
player,201709170kan,phi,LovaRi00,def_pct,0%,,,,,
player,201709170kan,phi,LovaRi00,special_teams,9,,,,,
player,201709170kan,phi,LovaRi00,st_pct,30%,,,,,
player,201709170kan,phi,WisnSt01,pos,C,,,,,
player,201709170kan,phi,WisnSt01,offense,0,,,,,
player,201709170kan,phi,WisnSt01,off_pct,0%,,,,,
player,201709170kan,phi,WisnSt01,defense,0,,,,,
player,201709170kan,phi,WisnSt01,def_pct,0%,,,,,
player,201709170kan,phi,WisnSt01,special_teams,5,,,,,
player,201709170kan,phi,WisnSt01,st_pct,17%,,,,,
