game,2017,16,20171225,201712250phi,rai,"Oakland Raiders",10,phi,"Philadelphia Eagles",19
player,201712250phi,rai,CarrDe02,rec_yds,0,,,,,
player,201712250phi,rai,CarrDe02,rec_td,0,,,,,
player,201712250phi,rai,CarrDe02,rec_long,0,,,,,
player,201712250phi,rai,CarrDe02,fumbles,1,,,,,
player,201712250phi,rai,CarrDe02,fumbles_lost,0,,,,,
player,201712250phi,rai,LyncMa00,pass_cmp,0,,,,,
player,201712250phi,rai,LyncMa00,pass_att,0,,,,,
player,201712250phi,rai,LyncMa00,pass_yds,0,,,,,
player,201712250phi,rai,LyncMa00,pass_td,0,,,,,
player,201712250phi,rai,LyncMa00,pass_int,0,,,,,
player,201712250phi,rai,LyncMa00,pass_sacked,0,,,,,
player,201712250phi,rai,LyncMa00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,LyncMa00,pass_long,0,,,,,
player,201712250phi,rai,LyncMa00,pass_rating,,,,,,
player,201712250phi,rai,LyncMa00,rush_att,25,,,,,
player,201712250phi,rai,LyncMa00,rush_yds,95,,,,,
player,201712250phi,rai,LyncMa00,rush_td,0,,,,,
player,201712250phi,rai,LyncMa00,rush_long,16,,,,,
player,201712250phi,rai,LyncMa00,targets,3,,,,,
player,201712250phi,rai,LyncMa00,rec,2,,,,,
player,201712250phi,rai,LyncMa00,rec_yds,-3,,,,,
player,201712250phi,rai,LyncMa00,rec_td,0,,,,,
player,201712250phi,rai,LyncMa00,rec_long,0,,,,,
player,201712250phi,rai,LyncMa00,fumbles,1,,,,,
player,201712250phi,rai,LyncMa00,fumbles_lost,1,,,,,
player,201712250phi,rai,RichJa01,pass_cmp,0,,,,,
player,201712250phi,rai,RichJa01,pass_att,0,,,,,
player,201712250phi,rai,RichJa01,pass_yds,0,,,,,
player,201712250phi,rai,RichJa01,pass_td,0,,,,,
player,201712250phi,rai,RichJa01,pass_int,0,,,,,
player,201712250phi,rai,RichJa01,pass_sacked,0,,,,,
player,201712250phi,rai,RichJa01,pass_sacked_yds,0,,,,,
player,201712250phi,rai,RichJa01,pass_long,0,,,,,
player,201712250phi,rai,RichJa01,pass_rating,,,,,,
player,201712250phi,rai,RichJa01,rush_att,4,,,,,
player,201712250phi,rai,RichJa01,rush_yds,42,,,,,
player,201712250phi,rai,RichJa01,rush_td,0,,,,,
player,201712250phi,rai,RichJa01,rush_long,34,,,,,
player,201712250phi,rai,RichJa01,targets,2,,,,,
player,201712250phi,rai,RichJa01,rec,2,,,,,
player,201712250phi,rai,RichJa01,rec_yds,14,,,,,
player,201712250phi,rai,RichJa01,rec_td,0,,,,,
player,201712250phi,rai,RichJa01,rec_long,23,,,,,
player,201712250phi,rai,RichJa01,fumbles,2,,,,,
player,201712250phi,rai,RichJa01,fumbles_lost,2,,,,,
player,201712250phi,rai,CoopAm00,pass_cmp,0,,,,,
player,201712250phi,rai,CoopAm00,pass_att,0,,,,,
player,201712250phi,rai,CoopAm00,pass_yds,0,,,,,
player,201712250phi,rai,CoopAm00,pass_td,0,,,,,
player,201712250phi,rai,CoopAm00,pass_int,0,,,,,
player,201712250phi,rai,CoopAm00,pass_sacked,0,,,,,
player,201712250phi,rai,CoopAm00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,CoopAm00,pass_long,0,,,,,
player,201712250phi,rai,CoopAm00,pass_rating,,,,,,
player,201712250phi,rai,CoopAm00,rush_att,0,,,,,
player,201712250phi,rai,CoopAm00,rush_yds,0,,,,,
player,201712250phi,rai,CoopAm00,rush_td,0,,,,,
player,201712250phi,rai,CoopAm00,rush_long,0,,,,,
player,201712250phi,rai,CoopAm00,targets,4,,,,,
player,201712250phi,rai,CoopAm00,rec,3,,,,,
player,201712250phi,rai,CoopAm00,rec_yds,66,,,,,
player,201712250phi,rai,CoopAm00,rec_td,1,,,,,
player,201712250phi,rai,CoopAm00,rec_long,63,,,,,
player,201712250phi,rai,CoopAm00,fumbles,0,,,,,
player,201712250phi,rai,CoopAm00,fumbles_lost,0,,,,,
player,201712250phi,rai,RobeSe00,pass_cmp,0,,,,,
player,201712250phi,rai,RobeSe00,pass_att,0,,,,,
player,201712250phi,rai,RobeSe00,pass_yds,0,,,,,
player,201712250phi,rai,RobeSe00,pass_td,0,,,,,
player,201712250phi,rai,RobeSe00,pass_int,0,,,,,
player,201712250phi,rai,RobeSe00,pass_sacked,0,,,,,
player,201712250phi,rai,RobeSe00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,RobeSe00,pass_long,0,,,,,
player,201712250phi,rai,RobeSe00,pass_rating,,,,,,
player,201712250phi,rai,RobeSe00,rush_att,0,,,,,
player,201712250phi,rai,RobeSe00,rush_yds,0,,,,,
player,201712250phi,rai,RobeSe00,rush_td,0,,,,,
player,201712250phi,rai,RobeSe00,rush_long,0,,,,,
player,201712250phi,rai,RobeSe00,targets,6,,,,,
player,201712250phi,rai,RobeSe00,rec,3,,,,,
player,201712250phi,rai,RobeSe00,rec_yds,23,,,,,
player,201712250phi,rai,RobeSe00,rec_td,0,,,,,
player,201712250phi,rai,RobeSe00,rec_long,11,,,,,
player,201712250phi,rai,RobeSe00,fumbles,0,,,,,
player,201712250phi,rai,RobeSe00,fumbles_lost,0,,,,,
player,201712250phi,rai,SmitLe00,pass_cmp,0,,,,,
player,201712250phi,rai,SmitLe00,pass_att,0,,,,,
player,201712250phi,rai,SmitLe00,pass_yds,0,,,,,
player,201712250phi,rai,SmitLe00,pass_td,0,,,,,
player,201712250phi,rai,SmitLe00,pass_int,0,,,,,
player,201712250phi,rai,SmitLe00,pass_sacked,0,,,,,
player,201712250phi,rai,SmitLe00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,SmitLe00,pass_long,0,,,,,
player,201712250phi,rai,SmitLe00,pass_rating,,,,,,
player,201712250phi,rai,SmitLe00,rush_att,0,,,,,
player,201712250phi,rai,SmitLe00,rush_yds,0,,,,,
player,201712250phi,rai,SmitLe00,rush_td,0,,,,,
player,201712250phi,rai,SmitLe00,rush_long,0,,,,,
player,201712250phi,rai,SmitLe00,targets,3,,,,,
player,201712250phi,rai,SmitLe00,rec,2,,,,,
player,201712250phi,rai,SmitLe00,rec_yds,16,,,,,
player,201712250phi,rai,SmitLe00,rec_td,0,,,,,
player,201712250phi,rai,SmitLe00,rec_long,12,,,,,
player,201712250phi,rai,SmitLe00,fumbles,0,,,,,
player,201712250phi,rai,SmitLe00,fumbles_lost,0,,,,,
player,201712250phi,rai,CookJa02,pass_cmp,0,,,,,
player,201712250phi,rai,CookJa02,pass_att,0,,,,,
player,201712250phi,rai,CookJa02,pass_yds,0,,,,,
player,201712250phi,rai,CookJa02,pass_td,0,,,,,
player,201712250phi,rai,CookJa02,pass_int,0,,,,,
player,201712250phi,rai,CookJa02,pass_sacked,0,,,,,
player,201712250phi,rai,CookJa02,pass_sacked_yds,0,,,,,
player,201712250phi,rai,CookJa02,pass_long,0,,,,,
player,201712250phi,rai,CookJa02,pass_rating,,,,,,
player,201712250phi,rai,CookJa02,rush_att,0,,,,,
player,201712250phi,rai,CookJa02,rush_yds,0,,,,,
player,201712250phi,rai,CookJa02,rush_td,0,,,,,
player,201712250phi,rai,CookJa02,rush_long,0,,,,,
player,201712250phi,rai,CookJa02,targets,2,,,,,
player,201712250phi,rai,CookJa02,rec,1,,,,,
player,201712250phi,rai,CookJa02,rec_yds,15,,,,,
player,201712250phi,rai,CookJa02,rec_td,0,,,,,
player,201712250phi,rai,CookJa02,rec_long,15,,,,,
player,201712250phi,rai,CookJa02,fumbles,0,,,,,
player,201712250phi,rai,CookJa02,fumbles_lost,0,,,,,
player,201712250phi,rai,PattCo00,pass_cmp,0,,,,,
player,201712250phi,rai,PattCo00,pass_att,0,,,,,
player,201712250phi,rai,PattCo00,pass_yds,0,,,,,
player,201712250phi,rai,PattCo00,pass_td,0,,,,,
player,201712250phi,rai,PattCo00,pass_int,0,,,,,
player,201712250phi,rai,PattCo00,pass_sacked,0,,,,,
player,201712250phi,rai,PattCo00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,PattCo00,pass_long,0,,,,,
player,201712250phi,rai,PattCo00,pass_rating,,,,,,
player,201712250phi,rai,PattCo00,rush_att,0,,,,,
player,201712250phi,rai,PattCo00,rush_yds,0,,,,,
player,201712250phi,rai,PattCo00,rush_td,0,,,,,
player,201712250phi,rai,PattCo00,rush_long,0,,,,,
player,201712250phi,rai,PattCo00,targets,2,,,,,
player,201712250phi,rai,PattCo00,rec,1,,,,,
player,201712250phi,rai,PattCo00,rec_yds,7,,,,,
player,201712250phi,rai,PattCo00,rec_td,0,,,,,
player,201712250phi,rai,PattCo00,rec_long,7,,,,,
player,201712250phi,rai,PattCo00,fumbles,0,,,,,
player,201712250phi,rai,PattCo00,fumbles_lost,0,,,,,
player,201712250phi,rai,CrabMi00,pass_cmp,0,,,,,
player,201712250phi,rai,CrabMi00,pass_att,0,,,,,
player,201712250phi,rai,CrabMi00,pass_yds,0,,,,,
player,201712250phi,rai,CrabMi00,pass_td,0,,,,,
player,201712250phi,rai,CrabMi00,pass_int,0,,,,,
player,201712250phi,rai,CrabMi00,pass_sacked,0,,,,,
player,201712250phi,rai,CrabMi00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,CrabMi00,pass_long,0,,,,,
player,201712250phi,rai,CrabMi00,pass_rating,,,,,,
player,201712250phi,rai,CrabMi00,rush_att,0,,,,,
player,201712250phi,rai,CrabMi00,rush_yds,0,,,,,
player,201712250phi,rai,CrabMi00,rush_td,0,,,,,
player,201712250phi,rai,CrabMi00,rush_long,0,,,,,
player,201712250phi,rai,CrabMi00,targets,3,,,,,
player,201712250phi,rai,CrabMi00,rec,0,,,,,
player,201712250phi,rai,CrabMi00,rec_yds,0,,,,,
player,201712250phi,rai,CrabMi00,rec_td,0,,,,,
player,201712250phi,rai,CrabMi00,rec_long,0,,,,,
player,201712250phi,rai,CrabMi00,fumbles,0,,,,,
player,201712250phi,rai,CrabMi00,fumbles_lost,0,,,,,
player,201712250phi,rai,WashDe00,pass_cmp,0,,,,,
player,201712250phi,rai,WashDe00,pass_att,0,,,,,
player,201712250phi,rai,WashDe00,pass_yds,0,,,,,
player,201712250phi,rai,WashDe00,pass_td,0,,,,,
player,201712250phi,rai,WashDe00,pass_int,0,,,,,
player,201712250phi,rai,WashDe00,pass_sacked,0,,,,,
player,201712250phi,rai,WashDe00,pass_sacked_yds,0,,,,,
player,201712250phi,rai,WashDe00,pass_long,0,,,,,
player,201712250phi,rai,WashDe00,pass_rating,,,,,,
player,201712250phi,rai,WashDe00,rush_att,1,,,,,
player,201712250phi,rai,WashDe00,rush_yds,-3,,,,,
player,201712250phi,rai,WashDe00,rush_td,0,,,,,
player,201712250phi,rai,WashDe00,rush_long,-3,,,,,
player,201712250phi,rai,WashDe00,targets,3,,,,,
player,201712250phi,rai,WashDe00,rec,1,,,,,
player,201712250phi,rai,WashDe00,rec_yds,2,,,,,
player,201712250phi,rai,WashDe00,rec_td,0,,,,,
player,201712250phi,rai,WashDe00,rec_long,2,,,,,
player,201712250phi,rai,WashDe00,fumbles,0,,,,,
player,201712250phi,rai,WashDe00,fumbles_lost,0,,,,,
player,201712250phi,phi,FoleNi00,pass_cmp,19,,,,,
player,201712250phi,phi,FoleNi00,pass_att,38,,,,,
player,201712250phi,phi,FoleNi00,pass_yds,163,,,,,
player,201712250phi,phi,FoleNi00,pass_td,1,,,,,
player,201712250phi,phi,FoleNi00,pass_int,1,,,,,
player,201712250phi,phi,FoleNi00,pass_sacked,2,,,,,
player,201712250phi,phi,FoleNi00,pass_sacked_yds,25,,,,,
player,201712250phi,phi,FoleNi00,pass_long,25,,,,,
player,201712250phi,phi,FoleNi00,pass_rating,59.4,,,,,
player,201712250phi,phi,FoleNi00,rush_att,0,,,,,
player,201712250phi,phi,FoleNi00,rush_yds,0,,,,,
player,201712250phi,phi,FoleNi00,rush_td,0,,,,,
player,201712250phi,phi,FoleNi00,rush_long,0,,,,,
player,201712250phi,phi,FoleNi00,targets,0,,,,,
player,201712250phi,phi,FoleNi00,rec,0,,,,,
player,201712250phi,phi,FoleNi00,rec_yds,0,,,,,
player,201712250phi,phi,FoleNi00,rec_td,0,,,,,
player,201712250phi,phi,FoleNi00,rec_long,0,,,,,
player,201712250phi,phi,FoleNi00,fumbles,1,,,,,
player,201712250phi,phi,FoleNi00,fumbles_lost,0,,,,,
player,201712250phi,phi,AjayJa00,pass_cmp,0,,,,,
player,201712250phi,phi,AjayJa00,pass_att,0,,,,,
player,201712250phi,phi,AjayJa00,pass_yds,0,,,,,
player,201712250phi,phi,AjayJa00,pass_td,0,,,,,
player,201712250phi,phi,AjayJa00,pass_int,0,,,,,
player,201712250phi,phi,AjayJa00,pass_sacked,0,,,,,
player,201712250phi,phi,AjayJa00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,AjayJa00,pass_long,0,,,,,
player,201712250phi,phi,AjayJa00,pass_rating,,,,,,
player,201712250phi,phi,AjayJa00,rush_att,14,,,,,
player,201712250phi,phi,AjayJa00,rush_yds,52,,,,,
player,201712250phi,phi,AjayJa00,rush_td,0,,,,,
player,201712250phi,phi,AjayJa00,rush_long,14,,,,,
player,201712250phi,phi,AjayJa00,targets,3,,,,,
player,201712250phi,phi,AjayJa00,rec,2,,,,,
player,201712250phi,phi,AjayJa00,rec_yds,21,,,,,
player,201712250phi,phi,AjayJa00,rec_td,1,,,,,
player,201712250phi,phi,AjayJa00,rec_long,17,,,,,
player,201712250phi,phi,AjayJa00,fumbles,1,,,,,
player,201712250phi,phi,AjayJa00,fumbles_lost,1,,,,,
player,201712250phi,phi,ClemCo00,pass_cmp,0,,,,,
player,201712250phi,phi,ClemCo00,pass_att,0,,,,,
player,201712250phi,phi,ClemCo00,pass_yds,0,,,,,
player,201712250phi,phi,ClemCo00,pass_td,0,,,,,
player,201712250phi,phi,ClemCo00,pass_int,0,,,,,
player,201712250phi,phi,ClemCo00,pass_sacked,0,,,,,
player,201712250phi,phi,ClemCo00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,ClemCo00,pass_long,0,,,,,
player,201712250phi,phi,ClemCo00,pass_rating,,,,,,
player,201712250phi,phi,ClemCo00,rush_att,2,,,,,
player,201712250phi,phi,ClemCo00,rush_yds,14,,,,,
player,201712250phi,phi,ClemCo00,rush_td,0,,,,,
player,201712250phi,phi,ClemCo00,rush_long,12,,,,,
player,201712250phi,phi,ClemCo00,targets,2,,,,,
player,201712250phi,phi,ClemCo00,rec,1,,,,,
player,201712250phi,phi,ClemCo00,rec_yds,6,,,,,
player,201712250phi,phi,ClemCo00,rec_td,0,,,,,
player,201712250phi,phi,ClemCo00,rec_long,6,,,,,
player,201712250phi,phi,ClemCo00,fumbles,0,,,,,
player,201712250phi,phi,ClemCo00,fumbles_lost,0,,,,,
player,201712250phi,phi,BlouLe00,pass_cmp,0,,,,,
player,201712250phi,phi,BlouLe00,pass_att,0,,,,,
player,201712250phi,phi,BlouLe00,pass_yds,0,,,,,
player,201712250phi,phi,BlouLe00,pass_td,0,,,,,
player,201712250phi,phi,BlouLe00,pass_int,0,,,,,
player,201712250phi,phi,BlouLe00,pass_sacked,0,,,,,
player,201712250phi,phi,BlouLe00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,BlouLe00,pass_long,0,,,,,
player,201712250phi,phi,BlouLe00,pass_rating,,,,,,
player,201712250phi,phi,BlouLe00,rush_att,5,,,,,
player,201712250phi,phi,BlouLe00,rush_yds,12,,,,,
player,201712250phi,phi,BlouLe00,rush_td,0,,,,,
player,201712250phi,phi,BlouLe00,rush_long,6,,,,,
player,201712250phi,phi,BlouLe00,targets,1,,,,,
player,201712250phi,phi,BlouLe00,rec,1,,,,,
player,201712250phi,phi,BlouLe00,rec_yds,3,,,,,
player,201712250phi,phi,BlouLe00,rec_td,0,,,,,
player,201712250phi,phi,BlouLe00,rec_long,3,,,,,
player,201712250phi,phi,BlouLe00,fumbles,0,,,,,
player,201712250phi,phi,BlouLe00,fumbles_lost,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_cmp,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_att,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_yds,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_td,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_int,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_sacked,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_long,0,,,,,
player,201712250phi,phi,ErtzZa00,pass_rating,,,,,,
player,201712250phi,phi,ErtzZa00,rush_att,0,,,,,
player,201712250phi,phi,ErtzZa00,rush_yds,0,,,,,
player,201712250phi,phi,ErtzZa00,rush_td,0,,,,,
player,201712250phi,phi,ErtzZa00,rush_long,0,,,,,
player,201712250phi,phi,ErtzZa00,targets,14,,,,,
player,201712250phi,phi,ErtzZa00,rec,9,,,,,
player,201712250phi,phi,ErtzZa00,rec_yds,81,,,,,
player,201712250phi,phi,ErtzZa00,rec_td,0,,,,,
player,201712250phi,phi,ErtzZa00,rec_long,25,,,,,
player,201712250phi,phi,ErtzZa00,fumbles,0,,,,,
player,201712250phi,phi,ErtzZa00,fumbles_lost,0,,,,,
player,201712250phi,phi,AghoNe00,pass_cmp,0,,,,,
player,201712250phi,phi,AghoNe00,pass_att,0,,,,,
player,201712250phi,phi,AghoNe00,pass_yds,0,,,,,
player,201712250phi,phi,AghoNe00,pass_td,0,,,,,
player,201712250phi,phi,AghoNe00,pass_int,0,,,,,
player,201712250phi,phi,AghoNe00,pass_sacked,0,,,,,
player,201712250phi,phi,AghoNe00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,AghoNe00,pass_long,0,,,,,
player,201712250phi,phi,AghoNe00,pass_rating,,,,,,
player,201712250phi,phi,AghoNe00,rush_att,0,,,,,
player,201712250phi,phi,AghoNe00,rush_yds,0,,,,,
player,201712250phi,phi,AghoNe00,rush_td,0,,,,,
player,201712250phi,phi,AghoNe00,rush_long,0,,,,,
player,201712250phi,phi,AghoNe00,targets,7,,,,,
player,201712250phi,phi,AghoNe00,rec,4,,,,,
player,201712250phi,phi,AghoNe00,rec_yds,35,,,,,
player,201712250phi,phi,AghoNe00,rec_td,0,,,,,
player,201712250phi,phi,AghoNe00,rec_long,12,,,,,
player,201712250phi,phi,AghoNe00,fumbles,0,,,,,
player,201712250phi,phi,AghoNe00,fumbles_lost,0,,,,,
player,201712250phi,phi,CeleBr00,pass_cmp,0,,,,,
player,201712250phi,phi,CeleBr00,pass_att,0,,,,,
player,201712250phi,phi,CeleBr00,pass_yds,0,,,,,
player,201712250phi,phi,CeleBr00,pass_td,0,,,,,
player,201712250phi,phi,CeleBr00,pass_int,0,,,,,
player,201712250phi,phi,CeleBr00,pass_sacked,0,,,,,
player,201712250phi,phi,CeleBr00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,CeleBr00,pass_long,0,,,,,
player,201712250phi,phi,CeleBr00,pass_rating,,,,,,
player,201712250phi,phi,CeleBr00,rush_att,0,,,,,
player,201712250phi,phi,CeleBr00,rush_yds,0,,,,,
player,201712250phi,phi,CeleBr00,rush_td,0,,,,,
player,201712250phi,phi,CeleBr00,rush_long,0,,,,,
player,201712250phi,phi,CeleBr00,targets,2,,,,,
player,201712250phi,phi,CeleBr00,rec,1,,,,,
player,201712250phi,phi,CeleBr00,rec_yds,12,,,,,
player,201712250phi,phi,CeleBr00,rec_td,0,,,,,
player,201712250phi,phi,CeleBr00,rec_long,12,,,,,
player,201712250phi,phi,CeleBr00,fumbles,0,,,,,
player,201712250phi,phi,CeleBr00,fumbles_lost,0,,,,,
player,201712250phi,phi,SmitTo02,pass_cmp,0,,,,,
player,201712250phi,phi,SmitTo02,pass_att,0,,,,,
player,201712250phi,phi,SmitTo02,pass_yds,0,,,,,
player,201712250phi,phi,SmitTo02,pass_td,0,,,,,
player,201712250phi,phi,SmitTo02,pass_int,0,,,,,
player,201712250phi,phi,SmitTo02,pass_sacked,0,,,,,
player,201712250phi,phi,SmitTo02,pass_sacked_yds,0,,,,,
player,201712250phi,phi,SmitTo02,pass_long,0,,,,,
player,201712250phi,phi,SmitTo02,pass_rating,,,,,,
player,201712250phi,phi,SmitTo02,rush_att,0,,,,,
player,201712250phi,phi,SmitTo02,rush_yds,0,,,,,
player,201712250phi,phi,SmitTo02,rush_td,0,,,,,
player,201712250phi,phi,SmitTo02,rush_long,0,,,,,
player,201712250phi,phi,SmitTo02,targets,5,,,,,
player,201712250phi,phi,SmitTo02,rec,1,,,,,
player,201712250phi,phi,SmitTo02,rec_yds,5,,,,,
player,201712250phi,phi,SmitTo02,rec_td,0,,,,,
player,201712250phi,phi,SmitTo02,rec_long,5,,,,,
player,201712250phi,phi,SmitTo02,fumbles,0,,,,,
player,201712250phi,phi,SmitTo02,fumbles_lost,0,,,,,
player,201712250phi,phi,JeffAl00,pass_cmp,0,,,,,
player,201712250phi,phi,JeffAl00,pass_att,0,,,,,
player,201712250phi,phi,JeffAl00,pass_yds,0,,,,,
player,201712250phi,phi,JeffAl00,pass_td,0,,,,,
player,201712250phi,phi,JeffAl00,pass_int,0,,,,,
player,201712250phi,phi,JeffAl00,pass_sacked,0,,,,,
player,201712250phi,phi,JeffAl00,pass_sacked_yds,0,,,,,
player,201712250phi,phi,JeffAl00,pass_long,0,,,,,
player,201712250phi,phi,JeffAl00,pass_rating,,,,,,
player,201712250phi,phi,JeffAl00,rush_att,0,,,,,
player,201712250phi,phi,JeffAl00,rush_yds,0,,,,,
player,201712250phi,phi,JeffAl00,rush_td,0,,,,,
player,201712250phi,phi,JeffAl00,rush_long,0,,,,,
player,201712250phi,phi,JeffAl00,targets,2,,,,,
player,201712250phi,phi,JeffAl00,rec,0,,,,,
player,201712250phi,phi,JeffAl00,rec_yds,0,,,,,
player,201712250phi,phi,JeffAl00,rec_td,0,,,,,
player,201712250phi,phi,JeffAl00,rec_long,0,,,,,
player,201712250phi,phi,JeffAl00,fumbles,0,,,,,
player,201712250phi,phi,JeffAl00,fumbles_lost,0,,,,,
player,201712250phi,rai,NelsRe99,def_int,1,,,,,
player,201712250phi,rai,NelsRe99,def_int_yds,3,,,,,
player,201712250phi,rai,NelsRe99,def_int_td,0,,,,,
player,201712250phi,rai,NelsRe99,def_int_long,3,,,,,
player,201712250phi,rai,NelsRe99,pass_defended,3,,,,,
player,201712250phi,rai,NelsRe99,sacks,0.0,,,,,
player,201712250phi,rai,NelsRe99,tackles_combined,6,,,,,
player,201712250phi,rai,NelsRe99,tackles_solo,6,,,,,
player,201712250phi,rai,NelsRe99,tackles_assists,0,,,,,
player,201712250phi,rai,NelsRe99,tackles_loss,0,,,,,
player,201712250phi,rai,NelsRe99,qb_hits,0,,,,,
player,201712250phi,rai,NelsRe99,fumbles_rec,0,,,,,
player,201712250phi,rai,NelsRe99,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,NelsRe99,fumbles_rec_td,0,,,,,
player,201712250phi,rai,NelsRe99,fumbles_forced,1,,,,,
player,201712250phi,rai,AutrDe00,def_int,0,,,,,
player,201712250phi,rai,AutrDe00,def_int_yds,0,,,,,
player,201712250phi,rai,AutrDe00,def_int_td,0,,,,,
player,201712250phi,rai,AutrDe00,def_int_long,0,,,,,
player,201712250phi,rai,AutrDe00,pass_defended,0,,,,,
player,201712250phi,rai,AutrDe00,sacks,1.0,,,,,
player,201712250phi,rai,AutrDe00,tackles_combined,1,,,,,
player,201712250phi,rai,AutrDe00,tackles_solo,1,,,,,
player,201712250phi,rai,AutrDe00,tackles_assists,0,,,,,
player,201712250phi,rai,AutrDe00,tackles_loss,1,,,,,
player,201712250phi,rai,AutrDe00,qb_hits,2,,,,,
player,201712250phi,rai,AutrDe00,fumbles_rec,0,,,,,
player,201712250phi,rai,AutrDe00,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,AutrDe00,fumbles_rec_td,0,,,,,
player,201712250phi,rai,AutrDe00,fumbles_forced,0,,,,,
player,201712250phi,rai,WardJi02,def_int,0,,,,,
player,201712250phi,rai,WardJi02,def_int_yds,0,,,,,
player,201712250phi,rai,WardJi02,def_int_td,0,,,,,
player,201712250phi,rai,WardJi02,def_int_long,0,,,,,
player,201712250phi,rai,WardJi02,pass_defended,0,,,,,
player,201712250phi,rai,WardJi02,sacks,1.0,,,,,
player,201712250phi,rai,WardJi02,tackles_combined,1,,,,,
player,201712250phi,rai,WardJi02,tackles_solo,1,,,,,
player,201712250phi,rai,WardJi02,tackles_assists,0,,,,,
player,201712250phi,rai,WardJi02,tackles_loss,1,,,,,
player,201712250phi,rai,WardJi02,qb_hits,1,,,,,
player,201712250phi,rai,WardJi02,fumbles_rec,0,,,,,
player,201712250phi,rai,WardJi02,fumbles_rec_yds,0,,,,,
player,201712250phi,rai,WardJi02,fumbles_rec_td,0,,,,,
player,201712250phi,rai,WardJi02,fumbles_forced,0,,,,,
player,201712250phi,rai,BowmNa99,def_int,0,,,,,
player,201712250phi,rai,BowmNa99,def_int_yds,0,,,,,
player,201712250phi,rai,BowmNa99,def_int_td,0,,,,,
player,201712250phi,rai,BowmNa99,def_int_long,0,,,,,
player,201712250phi,rai,BowmNa99,pass_defended,0,,,,,
player,201712250phi,rai,BowmNa99,sacks,0.0,,,,,
