game,2017,16,20171225,201712250phi,rai,"Oakland Raiders",10,phi,"Philadelphia Eagles",19
player,201712250phi,phi,BurtTr01,tackles_loss,0,,,,,
player,201712250phi,phi,BurtTr01,qb_hits,0,,,,,
player,201712250phi,phi,BurtTr01,fumbles_rec,0,,,,,
player,201712250phi,phi,BurtTr01,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,BurtTr01,fumbles_rec_td,0,,,,,
player,201712250phi,phi,BurtTr01,fumbles_forced,0,,,,,
player,201712250phi,phi,DougRa00,def_int,0,,,,,
player,201712250phi,phi,DougRa00,def_int_yds,0,,,,,
player,201712250phi,phi,DougRa00,def_int_td,0,,,,,
player,201712250phi,phi,DougRa00,def_int_long,0,,,,,
player,201712250phi,phi,DougRa00,pass_defended,0,,,,,
player,201712250phi,phi,DougRa00,sacks,0.0,,,,,
player,201712250phi,phi,DougRa00,tackles_combined,1,,,,,
player,201712250phi,phi,DougRa00,tackles_solo,1,,,,,
player,201712250phi,phi,DougRa00,tackles_assists,0,,,,,
player,201712250phi,phi,DougRa00,tackles_loss,0,,,,,
player,201712250phi,phi,DougRa00,qb_hits,0,,,,,
player,201712250phi,phi,DougRa00,fumbles_rec,0,,,,,
player,201712250phi,phi,DougRa00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,DougRa00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,DougRa00,fumbles_forced,0,,,,,
player,201712250phi,phi,GrugKa00,def_int,0,,,,,
player,201712250phi,phi,GrugKa00,def_int_yds,0,,,,,
player,201712250phi,phi,GrugKa00,def_int_td,0,,,,,
player,201712250phi,phi,GrugKa00,def_int_long,0,,,,,
player,201712250phi,phi,GrugKa00,pass_defended,0,,,,,
player,201712250phi,phi,GrugKa00,sacks,0.0,,,,,
player,201712250phi,phi,GrugKa00,tackles_combined,1,,,,,
player,201712250phi,phi,GrugKa00,tackles_solo,1,,,,,
player,201712250phi,phi,GrugKa00,tackles_assists,0,,,,,
player,201712250phi,phi,GrugKa00,tackles_loss,0,,,,,
player,201712250phi,phi,GrugKa00,qb_hits,0,,,,,
player,201712250phi,phi,GrugKa00,fumbles_rec,0,,,,,
player,201712250phi,phi,GrugKa00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,GrugKa00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,GrugKa00,fumbles_forced,0,,,,,
player,201712250phi,phi,LovaRi00,def_int,0,,,,,
player,201712250phi,phi,LovaRi00,def_int_yds,0,,,,,
player,201712250phi,phi,LovaRi00,def_int_td,0,,,,,
player,201712250phi,phi,LovaRi00,def_int_long,0,,,,,
player,201712250phi,phi,LovaRi00,pass_defended,0,,,,,
player,201712250phi,phi,LovaRi00,sacks,0.0,,,,,
player,201712250phi,phi,LovaRi00,tackles_combined,1,,,,,
player,201712250phi,phi,LovaRi00,tackles_solo,1,,,,,
player,201712250phi,phi,LovaRi00,tackles_assists,0,,,,,
player,201712250phi,phi,LovaRi00,tackles_loss,0,,,,,
player,201712250phi,phi,LovaRi00,qb_hits,0,,,,,
player,201712250phi,phi,LovaRi00,fumbles_rec,0,,,,,
player,201712250phi,phi,LovaRi00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,LovaRi00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,LovaRi00,fumbles_forced,0,,,,,
player,201712250phi,phi,BarnKe00,def_int,0,,,,,
player,201712250phi,phi,BarnKe00,def_int_yds,0,,,,,
player,201712250phi,phi,BarnKe00,def_int_td,0,,,,,
player,201712250phi,phi,BarnKe00,def_int_long,0,,,,,
player,201712250phi,phi,BarnKe00,pass_defended,0,,,,,
player,201712250phi,phi,BarnKe00,sacks,0.0,,,,,
player,201712250phi,phi,BarnKe00,tackles_combined,0,,,,,
player,201712250phi,phi,BarnKe00,tackles_solo,0,,,,,
player,201712250phi,phi,BarnKe00,tackles_assists,0,,,,,
player,201712250phi,phi,BarnKe00,tackles_loss,0,,,,,
player,201712250phi,phi,BarnKe00,qb_hits,0,,,,,
player,201712250phi,phi,BarnKe00,fumbles_rec,1,,,,,
player,201712250phi,phi,BarnKe00,fumbles_rec_yds,0,,,,,
player,201712250phi,phi,BarnKe00,fumbles_rec_td,0,,,,,
player,201712250phi,phi,BarnKe00,fumbles_forced,0,,,,,
player,201712250phi,rai,RichJa01,kick_ret,2,,,,,
player,201712250phi,rai,RichJa01,kick_ret_yds,28,,,,,
player,201712250phi,rai,RichJa01,kick_ret_yds_per_ret,14.0,,,,,
player,201712250phi,rai,RichJa01,kick_ret_td,0,,,,,
player,201712250phi,rai,RichJa01,kick_ret_long,17,,,,,
player,201712250phi,rai,RichJa01,punt_ret,2,,,,,
player,201712250phi,rai,RichJa01,punt_ret_yds,20,,,,,
player,201712250phi,rai,RichJa01,punt_ret_yds_per_ret,10.0,,,,,
player,201712250phi,rai,RichJa01,punt_ret_td,0,,,,,
player,201712250phi,rai,RichJa01,punt_ret_long,12,,,,,
player,201712250phi,rai,WashDe00,kick_ret,2,,,,,
player,201712250phi,rai,WashDe00,kick_ret_yds,41,,,,,
player,201712250phi,rai,WashDe00,kick_ret_yds_per_ret,20.5,,,,,
player,201712250phi,rai,WashDe00,kick_ret_td,0,,,,,
player,201712250phi,rai,WashDe00,kick_ret_long,26,,,,,
player,201712250phi,rai,WashDe00,punt_ret,0,,,,,
player,201712250phi,rai,WashDe00,punt_ret_yds,0,,,,,
player,201712250phi,rai,WashDe00,punt_ret_yds_per_ret,,,,,,
player,201712250phi,rai,WashDe00,punt_ret_td,0,,,,,
player,201712250phi,rai,WashDe00,punt_ret_long,0,,,,,
player,201712250phi,phi,BarnKe00,kick_ret,0,,,,,
player,201712250phi,phi,BarnKe00,kick_ret_yds,0,,,,,
player,201712250phi,phi,BarnKe00,kick_ret_yds_per_ret,,,,,,
player,201712250phi,phi,BarnKe00,kick_ret_td,0,,,,,
player,201712250phi,phi,BarnKe00,kick_ret_long,0,,,,,
player,201712250phi,phi,BarnKe00,punt_ret,3,,,,,
player,201712250phi,phi,BarnKe00,punt_ret_yds,18,,,,,
player,201712250phi,phi,BarnKe00,punt_ret_yds_per_ret,6.0,,,,,
player,201712250phi,phi,BarnKe00,punt_ret_td,0,,,,,
player,201712250phi,phi,BarnKe00,punt_ret_long,8,,,,,
player,201712250phi,rai,TaveGi00,xpm,1,,,,,
player,201712250phi,rai,TaveGi00,xpa,1,,,,,
player,201712250phi,rai,TaveGi00,fgm,1,,,,,
player,201712250phi,rai,TaveGi00,fga,2,,,,,
player,201712250phi,rai,TaveGi00,punt,0,,,,,
player,201712250phi,rai,TaveGi00,punt_yds,0,,,,,
player,201712250phi,rai,TaveGi00,punt_yds_per_punt,,,,,,
player,201712250phi,rai,TaveGi00,punt_long,0,,,,,
player,201712250phi,rai,KingMa00,xpm,,,,,,
player,201712250phi,rai,KingMa00,xpa,,,,,,
player,201712250phi,rai,KingMa00,fgm,,,,,,
player,201712250phi,rai,KingMa00,fga,,,,,,
player,201712250phi,rai,KingMa00,punt,5,,,,,
player,201712250phi,rai,KingMa00,punt_yds,207,,,,,
player,201712250phi,rai,KingMa00,punt_yds_per_punt,41.4,,,,,
player,201712250phi,rai,KingMa00,punt_long,51,,,,,
player,201712250phi,phi,ElliJa03,xpm,1,,,,,
player,201712250phi,phi,ElliJa03,xpa,1,,,,,
player,201712250phi,phi,ElliJa03,fgm,2,,,,,
player,201712250phi,phi,ElliJa03,fga,3,,,,,
player,201712250phi,phi,ElliJa03,punt,0,,,,,
player,201712250phi,phi,ElliJa03,punt_yds,0,,,,,
player,201712250phi,phi,ElliJa03,punt_yds_per_punt,,,,,,
player,201712250phi,phi,ElliJa03,punt_long,0,,,,,
player,201712250phi,phi,JoneDo21,xpm,,,,,,
player,201712250phi,phi,JoneDo21,xpa,,,,,,
player,201712250phi,phi,JoneDo21,fgm,,,,,,
player,201712250phi,phi,JoneDo21,fga,,,,,,
player,201712250phi,phi,JoneDo21,punt,8,,,,,
player,201712250phi,phi,JoneDo21,punt_yds,334,,,,,
player,201712250phi,phi,JoneDo21,punt_yds_per_punt,41.8,,,,,
player,201712250phi,phi,JoneDo21,punt_long,51,,,,,
player,201712250phi,phi,JohnLa01,pos,T,,,,,
player,201712250phi,phi,JohnLa01,offense,67,,,,,
player,201712250phi,phi,JohnLa01,off_pct,100%,,,,,
player,201712250phi,phi,JohnLa01,defense,0,,,,,
player,201712250phi,phi,JohnLa01,def_pct,0%,,,,,
player,201712250phi,phi,JohnLa01,special_teams,4,,,,,
player,201712250phi,phi,JohnLa01,st_pct,15%,,,,,
player,201712250phi,phi,WarmCh00,pos,G,,,,,
player,201712250phi,phi,WarmCh00,offense,67,,,,,
player,201712250phi,phi,WarmCh00,off_pct,100%,,,,,
player,201712250phi,phi,WarmCh00,defense,0,,,,,
player,201712250phi,phi,WarmCh00,def_pct,0%,,,,,
player,201712250phi,phi,WarmCh00,special_teams,4,,,,,
player,201712250phi,phi,WarmCh00,st_pct,15%,,,,,
player,201712250phi,phi,VaitHa00,pos,T,,,,,
player,201712250phi,phi,VaitHa00,offense,67,,,,,
player,201712250phi,phi,VaitHa00,off_pct,100%,,,,,
player,201712250phi,phi,VaitHa00,defense,0,,,,,
player,201712250phi,phi,VaitHa00,def_pct,0%,,,,,
player,201712250phi,phi,VaitHa00,special_teams,4,,,,,
player,201712250phi,phi,VaitHa00,st_pct,15%,,,,,
player,201712250phi,phi,BrooBr00,pos,G,,,,,
player,201712250phi,phi,BrooBr00,offense,67,,,,,
player,201712250phi,phi,BrooBr00,off_pct,100%,,,,,
player,201712250phi,phi,BrooBr00,defense,0,,,,,
player,201712250phi,phi,BrooBr00,def_pct,0%,,,,,
player,201712250phi,phi,BrooBr00,special_teams,4,,,,,
player,201712250phi,phi,BrooBr00,st_pct,15%,,,,,
player,201712250phi,phi,KelcJa00,pos,C,,,,,
player,201712250phi,phi,KelcJa00,offense,67,,,,,
player,201712250phi,phi,KelcJa00,off_pct,100%,,,,,
player,201712250phi,phi,KelcJa00,defense,0,,,,,
player,201712250phi,phi,KelcJa00,def_pct,0%,,,,,
player,201712250phi,phi,KelcJa00,special_teams,0,,,,,
player,201712250phi,phi,KelcJa00,st_pct,0%,,,,,
player,201712250phi,phi,FoleNi00,pos,QB,,,,,
player,201712250phi,phi,FoleNi00,offense,67,,,,,
player,201712250phi,phi,FoleNi00,off_pct,100%,,,,,
player,201712250phi,phi,FoleNi00,defense,0,,,,,
player,201712250phi,phi,FoleNi00,def_pct,0%,,,,,
player,201712250phi,phi,FoleNi00,special_teams,0,,,,,
player,201712250phi,phi,FoleNi00,st_pct,0%,,,,,
player,201712250phi,phi,JeffAl00,pos,WR,,,,,
player,201712250phi,phi,JeffAl00,offense,62,,,,,
player,201712250phi,phi,JeffAl00,off_pct,93%,,,,,
player,201712250phi,phi,JeffAl00,defense,0,,,,,
player,201712250phi,phi,JeffAl00,def_pct,0%,,,,,
player,201712250phi,phi,JeffAl00,special_teams,0,,,,,
player,201712250phi,phi,JeffAl00,st_pct,0%,,,,,
player,201712250phi,phi,AghoNe00,pos,WR,,,,,
player,201712250phi,phi,AghoNe00,offense,58,,,,,
player,201712250phi,phi,AghoNe00,off_pct,87%,,,,,
player,201712250phi,phi,AghoNe00,defense,0,,,,,
player,201712250phi,phi,AghoNe00,def_pct,0%,,,,,
player,201712250phi,phi,AghoNe00,special_teams,0,,,,,
player,201712250phi,phi,AghoNe00,st_pct,0%,,,,,
player,201712250phi,phi,ErtzZa00,pos,TE,,,,,
player,201712250phi,phi,ErtzZa00,offense,55,,,,,
player,201712250phi,phi,ErtzZa00,off_pct,82%,,,,,
player,201712250phi,phi,ErtzZa00,defense,0,,,,,
player,201712250phi,phi,ErtzZa00,def_pct,0%,,,,,
player,201712250phi,phi,ErtzZa00,special_teams,0,,,,,
player,201712250phi,phi,ErtzZa00,st_pct,0%,,,,,
player,201712250phi,phi,SmitTo02,pos,WR,,,,,
player,201712250phi,phi,SmitTo02,offense,54,,,,,
player,201712250phi,phi,SmitTo02,off_pct,81%,,,,,
player,201712250phi,phi,SmitTo02,defense,0,,,,,
player,201712250phi,phi,SmitTo02,def_pct,0%,,,,,
player,201712250phi,phi,SmitTo02,special_teams,0,,,,,
player,201712250phi,phi,SmitTo02,st_pct,0%,,,,,
player,201712250phi,phi,ClemCo00,pos,RB,,,,,
player,201712250phi,phi,ClemCo00,offense,27,,,,,
player,201712250phi,phi,ClemCo00,off_pct,40%,,,,,
player,201712250phi,phi,ClemCo00,defense,0,,,,,
player,201712250phi,phi,ClemCo00,def_pct,0%,,,,,
player,201712250phi,phi,ClemCo00,special_teams,20,,,,,
player,201712250phi,phi,ClemCo00,st_pct,74%,,,,,
player,201712250phi,phi,AjayJa00,pos,RB,,,,,
player,201712250phi,phi,AjayJa00,offense,27,,,,,
player,201712250phi,phi,AjayJa00,off_pct,40%,,,,,
player,201712250phi,phi,AjayJa00,defense,0,,,,,
player,201712250phi,phi,AjayJa00,def_pct,0%,,,,,
player,201712250phi,phi,AjayJa00,special_teams,0,,,,,
player,201712250phi,phi,AjayJa00,st_pct,0%,,,,,
player,201712250phi,phi,CeleBr00,pos,TE,,,,,
player,201712250phi,phi,CeleBr00,offense,20,,,,,
player,201712250phi,phi,CeleBr00,off_pct,30%,,,,,
player,201712250phi,phi,CeleBr00,defense,0,,,,,
player,201712250phi,phi,CeleBr00,def_pct,0%,,,,,
player,201712250phi,phi,CeleBr00,special_teams,7,,,,,
player,201712250phi,phi,CeleBr00,st_pct,26%,,,,,
player,201712250phi,phi,BlouLe00,pos,RB,,,,,
player,201712250phi,phi,BlouLe00,offense,12,,,,,
player,201712250phi,phi,BlouLe00,off_pct,18%,,,,,
player,201712250phi,phi,BlouLe00,defense,0,,,,,
player,201712250phi,phi,BlouLe00,def_pct,0%,,,,,
player,201712250phi,phi,BlouLe00,special_teams,0,,,,,
player,201712250phi,phi,BlouLe00,st_pct,0%,,,,,
player,201712250phi,phi,BurtTr01,pos,TE,,,,,
player,201712250phi,phi,BurtTr01,offense,10,,,,,
player,201712250phi,phi,BurtTr01,off_pct,15%,,,,,
player,201712250phi,phi,BurtTr01,defense,0,,,,,
player,201712250phi,phi,BurtTr01,def_pct,0%,,,,,
player,201712250phi,phi,BurtTr01,special_teams,24,,,,,
player,201712250phi,phi,BurtTr01,st_pct,89%,,,,,
player,201712250phi,phi,HollMa00,pos,WR,,,,,
player,201712250phi,phi,HollMa00,offense,9,,,,,
player,201712250phi,phi,HollMa00,off_pct,13%,,,,,
player,201712250phi,phi,HollMa00,defense,0,,,,,
player,201712250phi,phi,HollMa00,def_pct,0%,,,,,
player,201712250phi,phi,HollMa00,special_teams,11,,,,,
player,201712250phi,phi,HollMa00,st_pct,41%,,,,,
player,201712250phi,phi,BarnKe00,pos,RB,,,,,
player,201712250phi,phi,BarnKe00,offense,1,,,,,
player,201712250phi,phi,BarnKe00,off_pct,1%,,,,,
player,201712250phi,phi,BarnKe00,defense,0,,,,,
player,201712250phi,phi,BarnKe00,def_pct,0%,,,,,
player,201712250phi,phi,BarnKe00,special_teams,8,,,,,
player,201712250phi,phi,BarnKe00,st_pct,30%,,,,,
player,201712250phi,phi,JenkMa99,pos,SS,,,,,
player,201712250phi,phi,JenkMa99,offense,0,,,,,
player,201712250phi,phi,JenkMa99,off_pct,0%,,,,,
player,201712250phi,phi,JenkMa99,defense,67,,,,,
player,201712250phi,phi,JenkMa99,def_pct,100%,,,,,
player,201712250phi,phi,JenkMa99,special_teams,6,,,,,
player,201712250phi,phi,JenkMa99,st_pct,22%,,,,,
player,201712250phi,phi,McLeRo00,pos,FS,,,,,
player,201712250phi,phi,McLeRo00,offense,0,,,,,
player,201712250phi,phi,McLeRo00,off_pct,0%,,,,,
player,201712250phi,phi,McLeRo00,defense,67,,,,,
player,201712250phi,phi,McLeRo00,def_pct,100%,,,,,
player,201712250phi,phi,McLeRo00,special_teams,3,,,,,
player,201712250phi,phi,McLeRo00,st_pct,11%,,,,,
player,201712250phi,phi,BradNi00,pos,LB,,,,,
player,201712250phi,phi,BradNi00,offense,0,,,,,
player,201712250phi,phi,BradNi00,off_pct,0%,,,,,
player,201712250phi,phi,BradNi00,defense,67,,,,,
player,201712250phi,phi,BradNi00,def_pct,100%,,,,,
player,201712250phi,phi,BradNi00,special_teams,3,,,,,
player,201712250phi,phi,BradNi00,st_pct,11%,,,,,
player,201712250phi,phi,DarbRo00,pos,CB,,,,,
player,201712250phi,phi,DarbRo00,offense,0,,,,,
player,201712250phi,phi,DarbRo00,off_pct,0%,,,,,
player,201712250phi,phi,DarbRo00,defense,61,,,,,
player,201712250phi,phi,DarbRo00,def_pct,91%,,,,,
player,201712250phi,phi,DarbRo00,special_teams,0,,,,,
player,201712250phi,phi,DarbRo00,st_pct,0%,,,,,
player,201712250phi,phi,MillJa02,pos,CB,,,,,
player,201712250phi,phi,MillJa02,offense,0,,,,,
player,201712250phi,phi,MillJa02,off_pct,0%,,,,,
player,201712250phi,phi,MillJa02,defense,60,,,,,
player,201712250phi,phi,MillJa02,def_pct,90%,,,,,
player,201712250phi,phi,MillJa02,special_teams,0,,,,,
player,201712250phi,phi,MillJa02,st_pct,0%,,,,,
player,201712250phi,phi,CoxxFl00,pos,DT,,,,,
player,201712250phi,phi,CoxxFl00,offense,0,,,,,
player,201712250phi,phi,CoxxFl00,off_pct,0%,,,,,
player,201712250phi,phi,CoxxFl00,defense,60,,,,,
player,201712250phi,phi,CoxxFl00,def_pct,90%,,,,,
player,201712250phi,phi,CoxxFl00,special_teams,0,,,,,
player,201712250phi,phi,CoxxFl00,st_pct,0%,,,,,
player,201712250phi,phi,KendMy00,pos,LB,,,,,
player,201712250phi,phi,KendMy00,offense,0,,,,,
player,201712250phi,phi,KendMy00,off_pct,0%,,,,,
player,201712250phi,phi,KendMy00,defense,54,,,,,
player,201712250phi,phi,KendMy00,def_pct,81%,,,,,
player,201712250phi,phi,KendMy00,special_teams,0,,,,,
player,201712250phi,phi,KendMy00,st_pct,0%,,,,,
player,201712250phi,phi,CurrVi00,pos,DE,,,,,
player,201712250phi,phi,CurrVi00,offense,0,,,,,
player,201712250phi,phi,CurrVi00,off_pct,0%,,,,,
player,201712250phi,phi,CurrVi00,defense,49,,,,,
player,201712250phi,phi,CurrVi00,def_pct,73%,,,,,
player,201712250phi,phi,CurrVi00,special_teams,3,,,,,
player,201712250phi,phi,CurrVi00,st_pct,11%,,,,,
player,201712250phi,phi,RobiPa99,pos,CB,,,,,
player,201712250phi,phi,RobiPa99,offense,0,,,,,
player,201712250phi,phi,RobiPa99,off_pct,0%,,,,,
player,201712250phi,phi,RobiPa99,defense,40,,,,,
player,201712250phi,phi,RobiPa99,def_pct,60%,,,,,
player,201712250phi,phi,RobiPa99,special_teams,10,,,,,
player,201712250phi,phi,RobiPa99,st_pct,37%,,,,,
player,201712250phi,phi,LongCh99,pos,DE,,,,,
player,201712250phi,phi,LongCh99,offense,0,,,,,
player,201712250phi,phi,LongCh99,off_pct,0%,,,,,
player,201712250phi,phi,LongCh99,defense,40,,,,,
player,201712250phi,phi,LongCh99,def_pct,60%,,,,,
player,201712250phi,phi,LongCh99,special_teams,0,,,,,
player,201712250phi,phi,LongCh99,st_pct,0%,,,,,
player,201712250phi,phi,GrahBr99,pos,DE,,,,,
player,201712250phi,phi,GrahBr99,offense,0,,,,,
player,201712250phi,phi,GrahBr99,off_pct,0%,,,,,
player,201712250phi,phi,GrahBr99,defense,36,,,,,
player,201712250phi,phi,GrahBr99,def_pct,54%,,,,,
player,201712250phi,phi,GrahBr99,special_teams,2,,,,,
player,201712250phi,phi,GrahBr99,st_pct,7%,,,,,
player,201712250phi,phi,JernTi00,pos,DT,,,,,
player,201712250phi,phi,JernTi00,offense,0,,,,,
player,201712250phi,phi,JernTi00,off_pct,0%,,,,,
player,201712250phi,phi,JernTi00,defense,33,,,,,
player,201712250phi,phi,JernTi00,def_pct,49%,,,,,
player,201712250phi,phi,JernTi00,special_teams,3,,,,,
player,201712250phi,phi,JernTi00,st_pct,11%,,,,,
player,201712250phi,phi,ElleDa99,pos,LB,,,,,
player,201712250phi,phi,ElleDa99,offense,0,,,,,
player,201712250phi,phi,ElleDa99,off_pct,0%,,,,,
player,201712250phi,phi,ElleDa99,defense,27,,,,,
player,201712250phi,phi,ElleDa99,def_pct,40%,,,,,
player,201712250phi,phi,ElleDa99,special_teams,3,,,,,
player,201712250phi,phi,ElleDa99,st_pct,11%,,,,,
player,201712250phi,phi,AlleBe00,pos,DT,,,,,
player,201712250phi,phi,AlleBe00,offense,0,,,,,
player,201712250phi,phi,AlleBe00,off_pct,0%,,,,,
player,201712250phi,phi,AlleBe00,defense,22,,,,,
player,201712250phi,phi,AlleBe00,def_pct,33%,,,,,
player,201712250phi,phi,AlleBe00,special_teams,7,,,,,
player,201712250phi,phi,AlleBe00,st_pct,26%,,,,,
player,201712250phi,phi,BarnDe01,pos,DE,,,,,
player,201712250phi,phi,BarnDe01,offense,0,,,,,
player,201712250phi,phi,BarnDe01,off_pct,0%,,,,,
player,201712250phi,phi,BarnDe01,defense,20,,,,,
player,201712250phi,phi,BarnDe01,def_pct,30%,,,,,
player,201712250phi,phi,BarnDe01,special_teams,3,,,,,
player,201712250phi,phi,BarnDe01,st_pct,11%,,,,,
player,201712250phi,phi,GrahCo99,pos,FS,,,,,
player,201712250phi,phi,GrahCo99,offense,0,,,,,
player,201712250phi,phi,GrahCo99,off_pct,0%,,,,,
player,201712250phi,phi,GrahCo99,defense,13,,,,,
player,201712250phi,phi,GrahCo99,def_pct,19%,,,,,
player,201712250phi,phi,GrahCo99,special_teams,17,,,,,
player,201712250phi,phi,GrahCo99,st_pct,63%,,,,,
player,201712250phi,phi,GoodNa00,pos,LB,,,,,
player,201712250phi,phi,GoodNa00,offense,0,,,,,
player,201712250phi,phi,GoodNa00,off_pct,0%,,,,,
player,201712250phi,phi,GoodNa00,defense,9,,,,,
player,201712250phi,phi,GoodNa00,def_pct,13%,,,,,
player,201712250phi,phi,GoodNa00,special_teams,21,,,,,
player,201712250phi,phi,GoodNa00,st_pct,78%,,,,,
player,201712250phi,phi,VaeaDe01,pos,DT,,,,,
player,201712250phi,phi,VaeaDe01,offense,0,,,,,
player,201712250phi,phi,VaeaDe01,off_pct,0%,,,,,
player,201712250phi,phi,VaeaDe01,defense,7,,,,,
player,201712250phi,phi,VaeaDe01,def_pct,10%,,,,,
player,201712250phi,phi,VaeaDe01,special_teams,0,,,,,
player,201712250phi,phi,VaeaDe01,st_pct,0%,,,,,
player,201712250phi,phi,DougRa00,pos,CB,,,,,
player,201712250phi,phi,DougRa00,offense,0,,,,,
player,201712250phi,phi,DougRa00,off_pct,0%,,,,,
player,201712250phi,phi,DougRa00,defense,4,,,,,
player,201712250phi,phi,DougRa00,def_pct,6%,,,,,
player,201712250phi,phi,DougRa00,special_teams,16,,,,,
player,201712250phi,phi,DougRa00,st_pct,59%,,,,,
player,201712250phi,phi,WatkJa01,pos,SS,,,,,
player,201712250phi,phi,WatkJa01,offense,0,,,,,
player,201712250phi,phi,WatkJa01,off_pct,0%,,,,,
player,201712250phi,phi,WatkJa01,defense,1,,,,,
player,201712250phi,phi,WatkJa01,def_pct,1%,,,,,
player,201712250phi,phi,WatkJa01,special_teams,12,,,,,
player,201712250phi,phi,WatkJa01,st_pct,44%,,,,,
player,201712250phi,phi,BramBr00,pos,LB,,,,,
player,201712250phi,phi,BramBr00,offense,0,,,,,
player,201712250phi,phi,BramBr00,off_pct,0%,,,,,
player,201712250phi,phi,BramBr00,defense,0,,,,,
player,201712250phi,phi,BramBr00,def_pct,0%,,,,,
player,201712250phi,phi,BramBr00,special_teams,23,,,,,
player,201712250phi,phi,BramBr00,st_pct,85%,,,,,
player,201712250phi,phi,GrugKa00,pos,LB,,,,,
player,201712250phi,phi,GrugKa00,offense,0,,,,,
player,201712250phi,phi,GrugKa00,off_pct,0%,,,,,
player,201712250phi,phi,GrugKa00,defense,0,,,,,
player,201712250phi,phi,GrugKa00,def_pct,0%,,,,,
player,201712250phi,phi,GrugKa00,special_teams,23,,,,,
player,201712250phi,phi,GrugKa00,st_pct,85%,,,,,
player,201712250phi,phi,GerrNa00,pos,LB,,,,,
player,201712250phi,phi,GerrNa00,offense,0,,,,,
player,201712250phi,phi,GerrNa00,off_pct,0%,,,,,
player,201712250phi,phi,GerrNa00,defense,0,,,,,
player,201712250phi,phi,GerrNa00,def_pct,0%,,,,,
player,201712250phi,phi,GerrNa00,special_teams,20,,,,,
player,201712250phi,phi,GerrNa00,st_pct,74%,,,,,
player,201712250phi,phi,JoneDo21,pos,P,,,,,
player,201712250phi,phi,JoneDo21,offense,0,,,,,
player,201712250phi,phi,JoneDo21,off_pct,0%,,,,,
player,201712250phi,phi,JoneDo21,defense,0,,,,,
player,201712250phi,phi,JoneDo21,def_pct,0%,,,,,
player,201712250phi,phi,JoneDo21,special_teams,12,,,,,
player,201712250phi,phi,JoneDo21,st_pct,44%,,,,,
player,201712250phi,phi,LovaRi00,pos,LS,,,,,
player,201712250phi,phi,LovaRi00,offense,0,,,,,
player,201712250phi,phi,LovaRi00,off_pct,0%,,,,,
player,201712250phi,phi,LovaRi00,defense,0,,,,,
player,201712250phi,phi,LovaRi00,def_pct,0%,,,,,
player,201712250phi,phi,LovaRi00,special_teams,12,,,,,
player,201712250phi,phi,LovaRi00,st_pct,44%,,,,,
player,201712250phi,phi,ElliJa03,pos,K,,,,,
player,201712250phi,phi,ElliJa03,offense,0,,,,,
player,201712250phi,phi,ElliJa03,off_pct,0%,,,,,
player,201712250phi,phi,ElliJa03,defense,0,,,,,
player,201712250phi,phi,ElliJa03,def_pct,0%,,,,,
player,201712250phi,phi,ElliJa03,special_teams,8,,,,,
player,201712250phi,phi,ElliJa03,st_pct,30%,,,,,
player,201712250phi,phi,SeumIs00,pos,G,,,,,
player,201712250phi,phi,SeumIs00,offense,0,,,,,
player,201712250phi,phi,SeumIs00,off_pct,0%,,,,,
player,201712250phi,phi,SeumIs00,defense,0,,,,,
player,201712250phi,phi,SeumIs00,def_pct,0%,,,,,
player,201712250phi,phi,SeumIs00,special_teams,4,,,,,
player,201712250phi,phi,SeumIs00,st_pct,15%,,,,,
player,201712250phi,rai,HudsRo00,pos,C,,,,,
player,201712250phi,rai,HudsRo00,offense,67,,,,,
player,201712250phi,rai,HudsRo00,off_pct,100%,,,,,
player,201712250phi,rai,HudsRo00,defense,0,,,,,
player,201712250phi,rai,HudsRo00,def_pct,0%,,,,,
player,201712250phi,rai,HudsRo00,special_teams,3,,,,,
player,201712250phi,rai,HudsRo00,st_pct,11%,,,,,
player,201712250phi,rai,SharDa02,pos,T,,,,,
player,201712250phi,rai,SharDa02,offense,67,,,,,
player,201712250phi,rai,SharDa02,off_pct,100%,,,,,
player,201712250phi,rai,SharDa02,defense,0,,,,,
player,201712250phi,rai,SharDa02,def_pct,0%,,,,,
player,201712250phi,rai,SharDa02,special_teams,3,,,,,
player,201712250phi,rai,SharDa02,st_pct,11%,,,,,
player,201712250phi,rai,CarrDe02,pos,QB,,,,,
player,201712250phi,rai,CarrDe02,offense,67,,,,,
player,201712250phi,rai,CarrDe02,off_pct,100%,,,,,
player,201712250phi,rai,CarrDe02,defense,0,,,,,
player,201712250phi,rai,CarrDe02,def_pct,0%,,,,,
player,201712250phi,rai,CarrDe02,special_teams,0,,,,,
player,201712250phi,rai,CarrDe02,st_pct,0%,,,,,
player,201712250phi,rai,NewhMa20,pos,T,,,,,
player,201712250phi,rai,NewhMa20,offense,67,,,,,
player,201712250phi,rai,NewhMa20,off_pct,100%,,,,,
player,201712250phi,rai,NewhMa20,defense,0,,,,,
player,201712250phi,rai,NewhMa20,def_pct,0%,,,,,
