game,2017,5,20171008,201710080det,car,"Carolina Panthers",27,det,"Detroit Lions",24
player,201710080det,car,StewJo00,rush_att,18,,,,,
player,201710080det,car,StewJo00,rush_yds,21,,,,,
player,201710080det,car,StewJo00,rush_td,0,,,,,
player,201710080det,car,StewJo00,rush_long,9,,,,,
player,201710080det,car,StewJo00,targets,3,,,,,
player,201710080det,car,StewJo00,rec,3,,,,,
player,201710080det,car,StewJo00,rec_yds,23,,,,,
player,201710080det,car,StewJo00,rec_td,0,,,,,
player,201710080det,car,StewJo00,rec_long,21,,,,,
player,201710080det,car,StewJo00,fumbles,0,,,,,
player,201710080det,car,StewJo00,fumbles_lost,0,,,,,
player,201710080det,car,McCaCh01,pass_cmp,0,,,,,
player,201710080det,car,McCaCh01,pass_att,0,,,,,
player,201710080det,car,McCaCh01,pass_yds,0,,,,,
player,201710080det,car,McCaCh01,pass_td,0,,,,,
player,201710080det,car,McCaCh01,pass_int,0,,,,,
player,201710080det,car,McCaCh01,pass_sacked,0,,,,,
player,201710080det,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201710080det,car,McCaCh01,pass_long,0,,,,,
player,201710080det,car,McCaCh01,pass_rating,,,,,,
player,201710080det,car,McCaCh01,rush_att,3,,,,,
player,201710080det,car,McCaCh01,rush_yds,7,,,,,
player,201710080det,car,McCaCh01,rush_td,0,,,,,
player,201710080det,car,McCaCh01,rush_long,5,,,,,
player,201710080det,car,McCaCh01,targets,7,,,,,
player,201710080det,car,McCaCh01,rec,5,,,,,
player,201710080det,car,McCaCh01,rec_yds,31,,,,,
player,201710080det,car,McCaCh01,rec_td,1,,,,,
player,201710080det,car,McCaCh01,rec_long,10,,,,,
player,201710080det,car,McCaCh01,fumbles,0,,,,,
player,201710080det,car,McCaCh01,fumbles_lost,0,,,,,
player,201710080det,car,DickEd00,pass_cmp,0,,,,,
player,201710080det,car,DickEd00,pass_att,0,,,,,
player,201710080det,car,DickEd00,pass_yds,0,,,,,
player,201710080det,car,DickEd00,pass_td,0,,,,,
player,201710080det,car,DickEd00,pass_int,0,,,,,
player,201710080det,car,DickEd00,pass_sacked,0,,,,,
player,201710080det,car,DickEd00,pass_sacked_yds,0,,,,,
player,201710080det,car,DickEd00,pass_long,0,,,,,
player,201710080det,car,DickEd00,pass_rating,,,,,,
player,201710080det,car,DickEd00,rush_att,0,,,,,
player,201710080det,car,DickEd00,rush_yds,0,,,,,
player,201710080det,car,DickEd00,rush_td,0,,,,,
player,201710080det,car,DickEd00,rush_long,0,,,,,
player,201710080det,car,DickEd00,targets,5,,,,,
player,201710080det,car,DickEd00,rec,5,,,,,
player,201710080det,car,DickEd00,rec_yds,175,,,,,
player,201710080det,car,DickEd00,rec_td,0,,,,,
player,201710080det,car,DickEd00,rec_long,64,,,,,
player,201710080det,car,DickEd00,fumbles,0,,,,,
player,201710080det,car,DickEd00,fumbles_lost,0,,,,,
player,201710080det,car,BenjKe00,pass_cmp,0,,,,,
player,201710080det,car,BenjKe00,pass_att,0,,,,,
player,201710080det,car,BenjKe00,pass_yds,0,,,,,
player,201710080det,car,BenjKe00,pass_td,0,,,,,
player,201710080det,car,BenjKe00,pass_int,0,,,,,
player,201710080det,car,BenjKe00,pass_sacked,0,,,,,
player,201710080det,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201710080det,car,BenjKe00,pass_long,0,,,,,
player,201710080det,car,BenjKe00,pass_rating,,,,,,
player,201710080det,car,BenjKe00,rush_att,0,,,,,
player,201710080det,car,BenjKe00,rush_yds,0,,,,,
player,201710080det,car,BenjKe00,rush_td,0,,,,,
player,201710080det,car,BenjKe00,rush_long,0,,,,,
player,201710080det,car,BenjKe00,targets,6,,,,,
player,201710080det,car,BenjKe00,rec,4,,,,,
player,201710080det,car,BenjKe00,rec_yds,58,,,,,
player,201710080det,car,BenjKe00,rec_td,1,,,,,
player,201710080det,car,BenjKe00,rec_long,31,,,,,
player,201710080det,car,BenjKe00,fumbles,0,,,,,
player,201710080det,car,BenjKe00,fumbles_lost,0,,,,,
player,201710080det,car,FuncDe00,pass_cmp,0,,,,,
player,201710080det,car,FuncDe00,pass_att,0,,,,,
player,201710080det,car,FuncDe00,pass_yds,0,,,,,
player,201710080det,car,FuncDe00,pass_td,0,,,,,
player,201710080det,car,FuncDe00,pass_int,0,,,,,
player,201710080det,car,FuncDe00,pass_sacked,0,,,,,
player,201710080det,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201710080det,car,FuncDe00,pass_long,0,,,,,
player,201710080det,car,FuncDe00,pass_rating,,,,,,
player,201710080det,car,FuncDe00,rush_att,0,,,,,
player,201710080det,car,FuncDe00,rush_yds,0,,,,,
player,201710080det,car,FuncDe00,rush_td,0,,,,,
player,201710080det,car,FuncDe00,rush_long,0,,,,,
player,201710080det,car,FuncDe00,targets,8,,,,,
player,201710080det,car,FuncDe00,rec,7,,,,,
player,201710080det,car,FuncDe00,rec_yds,53,,,,,
player,201710080det,car,FuncDe00,rec_td,1,,,,,
player,201710080det,car,FuncDe00,rec_long,15,,,,,
player,201710080det,car,FuncDe00,fumbles,0,,,,,
player,201710080det,car,FuncDe00,fumbles_lost,0,,,,,
player,201710080det,car,ShepRu00,pass_cmp,0,,,,,
player,201710080det,car,ShepRu00,pass_att,0,,,,,
player,201710080det,car,ShepRu00,pass_yds,0,,,,,
player,201710080det,car,ShepRu00,pass_td,0,,,,,
player,201710080det,car,ShepRu00,pass_int,0,,,,,
player,201710080det,car,ShepRu00,pass_sacked,0,,,,,
player,201710080det,car,ShepRu00,pass_sacked_yds,0,,,,,
player,201710080det,car,ShepRu00,pass_long,0,,,,,
player,201710080det,car,ShepRu00,pass_rating,,,,,,
player,201710080det,car,ShepRu00,rush_att,0,,,,,
player,201710080det,car,ShepRu00,rush_yds,0,,,,,
player,201710080det,car,ShepRu00,rush_td,0,,,,,
player,201710080det,car,ShepRu00,rush_long,0,,,,,
player,201710080det,car,ShepRu00,targets,2,,,,,
player,201710080det,car,ShepRu00,rec,2,,,,,
player,201710080det,car,ShepRu00,rec_yds,15,,,,,
player,201710080det,car,ShepRu00,rec_td,0,,,,,
player,201710080det,car,ShepRu00,rec_long,10,,,,,
player,201710080det,car,ShepRu00,fumbles,0,,,,,
player,201710080det,car,ShepRu00,fumbles_lost,0,,,,,
player,201710080det,car,SamuCu00,pass_cmp,0,,,,,
player,201710080det,car,SamuCu00,pass_att,0,,,,,
player,201710080det,car,SamuCu00,pass_yds,0,,,,,
player,201710080det,car,SamuCu00,pass_td,0,,,,,
player,201710080det,car,SamuCu00,pass_int,0,,,,,
player,201710080det,car,SamuCu00,pass_sacked,0,,,,,
player,201710080det,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201710080det,car,SamuCu00,pass_long,0,,,,,
player,201710080det,car,SamuCu00,pass_rating,,,,,,
player,201710080det,car,SamuCu00,rush_att,0,,,,,
player,201710080det,car,SamuCu00,rush_yds,0,,,,,
player,201710080det,car,SamuCu00,rush_td,0,,,,,
player,201710080det,car,SamuCu00,rush_long,0,,,,,
player,201710080det,car,SamuCu00,targets,2,,,,,
player,201710080det,car,SamuCu00,rec,0,,,,,
player,201710080det,car,SamuCu00,rec_yds,0,,,,,
player,201710080det,car,SamuCu00,rec_td,0,,,,,
player,201710080det,car,SamuCu00,rec_long,0,,,,,
player,201710080det,car,SamuCu00,fumbles,0,,,,,
player,201710080det,car,SamuCu00,fumbles_lost,0,,,,,
player,201710080det,det,StafMa00,pass_cmp,23,,,,,
player,201710080det,det,StafMa00,pass_att,35,,,,,
player,201710080det,det,StafMa00,pass_yds,229,,,,,
player,201710080det,det,StafMa00,pass_td,2,,,,,
player,201710080det,det,StafMa00,pass_int,0,,,,,
player,201710080det,det,StafMa00,pass_sacked,6,,,,,
player,201710080det,det,StafMa00,pass_sacked_yds,37,,,,,
player,201710080det,det,StafMa00,pass_long,25,,,,,
player,201710080det,det,StafMa00,pass_rating,103.2,,,,,
player,201710080det,det,StafMa00,rush_att,0,,,,,
player,201710080det,det,StafMa00,rush_yds,0,,,,,
player,201710080det,det,StafMa00,rush_td,0,,,,,
player,201710080det,det,StafMa00,rush_long,0,,,,,
player,201710080det,det,StafMa00,targets,0,,,,,
player,201710080det,det,StafMa00,rec,0,,,,,
player,201710080det,det,StafMa00,rec_yds,0,,,,,
player,201710080det,det,StafMa00,rec_td,0,,,,,
player,201710080det,det,StafMa00,rec_long,0,,,,,
player,201710080det,det,StafMa00,fumbles,2,,,,,
player,201710080det,det,StafMa00,fumbles_lost,1,,,,,
player,201710080det,det,AbduAm00,pass_cmp,0,,,,,
player,201710080det,det,AbduAm00,pass_att,0,,,,,
player,201710080det,det,AbduAm00,pass_yds,0,,,,,
player,201710080det,det,AbduAm00,pass_td,0,,,,,
player,201710080det,det,AbduAm00,pass_int,0,,,,,
player,201710080det,det,AbduAm00,pass_sacked,0,,,,,
player,201710080det,det,AbduAm00,pass_sacked_yds,0,,,,,
player,201710080det,det,AbduAm00,pass_long,0,,,,,
player,201710080det,det,AbduAm00,pass_rating,,,,,,
player,201710080det,det,AbduAm00,rush_att,10,,,,,
player,201710080det,det,AbduAm00,rush_yds,31,,,,,
player,201710080det,det,AbduAm00,rush_td,0,,,,,
player,201710080det,det,AbduAm00,rush_long,16,,,,,
player,201710080det,det,AbduAm00,targets,1,,,,,
player,201710080det,det,AbduAm00,rec,1,,,,,
player,201710080det,det,AbduAm00,rec_yds,3,,,,,
player,201710080det,det,AbduAm00,rec_td,0,,,,,
player,201710080det,det,AbduAm00,rec_long,3,,,,,
player,201710080det,det,AbduAm00,fumbles,0,,,,,
player,201710080det,det,AbduAm00,fumbles_lost,0,,,,,
player,201710080det,det,ZennZa00,pass_cmp,0,,,,,
player,201710080det,det,ZennZa00,pass_att,0,,,,,
player,201710080det,det,ZennZa00,pass_yds,0,,,,,
player,201710080det,det,ZennZa00,pass_td,0,,,,,
player,201710080det,det,ZennZa00,pass_int,0,,,,,
player,201710080det,det,ZennZa00,pass_sacked,0,,,,,
player,201710080det,det,ZennZa00,pass_sacked_yds,0,,,,,
player,201710080det,det,ZennZa00,pass_long,0,,,,,
player,201710080det,det,ZennZa00,pass_rating,,,,,,
player,201710080det,det,ZennZa00,rush_att,3,,,,,
player,201710080det,det,ZennZa00,rush_yds,11,,,,,
player,201710080det,det,ZennZa00,rush_td,1,,,,,
player,201710080det,det,ZennZa00,rush_long,14,,,,,
player,201710080det,det,ZennZa00,targets,0,,,,,
player,201710080det,det,ZennZa00,rec,0,,,,,
player,201710080det,det,ZennZa00,rec_yds,0,,,,,
player,201710080det,det,ZennZa00,rec_td,0,,,,,
player,201710080det,det,ZennZa00,rec_long,0,,,,,
player,201710080det,det,ZennZa00,fumbles,0,,,,,
player,201710080det,det,ZennZa00,fumbles_lost,0,,,,,
player,201710080det,det,RiddTh00,pass_cmp,0,,,,,
player,201710080det,det,RiddTh00,pass_att,0,,,,,
player,201710080det,det,RiddTh00,pass_yds,0,,,,,
player,201710080det,det,RiddTh00,pass_td,0,,,,,
player,201710080det,det,RiddTh00,pass_int,0,,,,,
player,201710080det,det,RiddTh00,pass_sacked,0,,,,,
player,201710080det,det,RiddTh00,pass_sacked_yds,0,,,,,
player,201710080det,det,RiddTh00,pass_long,0,,,,,
player,201710080det,det,RiddTh00,pass_rating,,,,,,
player,201710080det,det,RiddTh00,rush_att,2,,,,,
player,201710080det,det,RiddTh00,rush_yds,8,,,,,
player,201710080det,det,RiddTh00,rush_td,0,,,,,
player,201710080det,det,RiddTh00,rush_long,8,,,,,
player,201710080det,det,RiddTh00,targets,5,,,,,
player,201710080det,det,RiddTh00,rec,4,,,,,
player,201710080det,det,RiddTh00,rec_yds,45,,,,,
player,201710080det,det,RiddTh00,rec_td,0,,,,,
player,201710080det,det,RiddTh00,rec_long,21,,,,,
player,201710080det,det,RiddTh00,fumbles,0,,,,,
player,201710080det,det,RiddTh00,fumbles_lost,0,,,,,
player,201710080det,det,JoneMa02,pass_cmp,0,,,,,
player,201710080det,det,JoneMa02,pass_att,0,,,,,
player,201710080det,det,JoneMa02,pass_yds,0,,,,,
player,201710080det,det,JoneMa02,pass_td,0,,,,,
player,201710080det,det,JoneMa02,pass_int,0,,,,,
player,201710080det,det,JoneMa02,pass_sacked,0,,,,,
player,201710080det,det,JoneMa02,pass_sacked_yds,0,,,,,
player,201710080det,det,JoneMa02,pass_long,0,,,,,
player,201710080det,det,JoneMa02,pass_rating,,,,,,
player,201710080det,det,JoneMa02,rush_att,0,,,,,
player,201710080det,det,JoneMa02,rush_yds,0,,,,,
player,201710080det,det,JoneMa02,rush_td,0,,,,,
player,201710080det,det,JoneMa02,rush_long,0,,,,,
player,201710080det,det,JoneMa02,targets,8,,,,,
player,201710080det,det,JoneMa02,rec,6,,,,,
player,201710080det,det,JoneMa02,rec_yds,54,,,,,
player,201710080det,det,JoneMa02,rec_td,0,,,,,
player,201710080det,det,JoneMa02,rec_long,12,,,,,
player,201710080det,det,JoneMa02,fumbles,0,,,,,
player,201710080det,det,JoneMa02,fumbles_lost,0,,,,,
player,201710080det,det,TateGo00,pass_cmp,0,,,,,
player,201710080det,det,TateGo00,pass_att,0,,,,,
player,201710080det,det,TateGo00,pass_yds,0,,,,,
player,201710080det,det,TateGo00,pass_td,0,,,,,
player,201710080det,det,TateGo00,pass_int,0,,,,,
player,201710080det,det,TateGo00,pass_sacked,0,,,,,
player,201710080det,det,TateGo00,pass_sacked_yds,0,,,,,
player,201710080det,det,TateGo00,pass_long,0,,,,,
player,201710080det,det,TateGo00,pass_rating,,,,,,
player,201710080det,det,TateGo00,rush_att,0,,,,,
player,201710080det,det,TateGo00,rush_yds,0,,,,,
player,201710080det,det,TateGo00,rush_td,0,,,,,
player,201710080det,det,TateGo00,rush_long,0,,,,,
player,201710080det,det,TateGo00,targets,8,,,,,
player,201710080det,det,TateGo00,rec,5,,,,,
player,201710080det,det,TateGo00,rec_yds,48,,,,,
player,201710080det,det,TateGo00,rec_td,0,,,,,
player,201710080det,det,TateGo00,rec_long,22,,,,,
player,201710080det,det,TateGo00,fumbles,0,,,,,
player,201710080det,det,TateGo00,fumbles_lost,0,,,,,
player,201710080det,det,AbbrJa00,pass_cmp,0,,,,,
player,201710080det,det,AbbrJa00,pass_att,0,,,,,
player,201710080det,det,AbbrJa00,pass_yds,0,,,,,
player,201710080det,det,AbbrJa00,pass_td,0,,,,,
player,201710080det,det,AbbrJa00,pass_int,0,,,,,
player,201710080det,det,AbbrJa00,pass_sacked,0,,,,,
player,201710080det,det,AbbrJa00,pass_sacked_yds,0,,,,,
player,201710080det,det,AbbrJa00,pass_long,0,,,,,
player,201710080det,det,AbbrJa00,pass_rating,,,,,,
player,201710080det,det,AbbrJa00,rush_att,0,,,,,
player,201710080det,det,AbbrJa00,rush_yds,0,,,,,
player,201710080det,det,AbbrJa00,rush_td,0,,,,,
player,201710080det,det,AbbrJa00,rush_long,0,,,,,
player,201710080det,det,AbbrJa00,targets,3,,,,,
player,201710080det,det,AbbrJa00,rec,2,,,,,
player,201710080det,det,AbbrJa00,rec_yds,37,,,,,
player,201710080det,det,AbbrJa00,rec_td,0,,,,,
player,201710080det,det,AbbrJa00,rec_long,25,,,,,
player,201710080det,det,AbbrJa00,fumbles,0,,,,,
player,201710080det,det,AbbrJa00,fumbles_lost,0,,,,,
player,201710080det,det,FellDa01,pass_cmp,0,,,,,
player,201710080det,det,FellDa01,pass_att,0,,,,,
player,201710080det,det,FellDa01,pass_yds,0,,,,,
player,201710080det,det,FellDa01,pass_td,0,,,,,
player,201710080det,det,FellDa01,pass_int,0,,,,,
player,201710080det,det,FellDa01,pass_sacked,0,,,,,
player,201710080det,det,FellDa01,pass_sacked_yds,0,,,,,
player,201710080det,det,FellDa01,pass_long,0,,,,,
player,201710080det,det,FellDa01,pass_rating,,,,,,
player,201710080det,det,FellDa01,rush_att,0,,,,,
player,201710080det,det,FellDa01,rush_yds,0,,,,,
player,201710080det,det,FellDa01,rush_td,0,,,,,
player,201710080det,det,FellDa01,rush_long,0,,,,,
player,201710080det,det,FellDa01,targets,2,,,,,
player,201710080det,det,FellDa01,rec,2,,,,,
player,201710080det,det,FellDa01,rec_yds,24,,,,,
player,201710080det,det,FellDa01,rec_td,2,,,,,
player,201710080det,det,FellDa01,rec_long,20,,,,,
player,201710080det,det,FellDa01,fumbles,0,,,,,
player,201710080det,det,FellDa01,fumbles_lost,0,,,,,
player,201710080det,det,JoneT.00,pass_cmp,0,,,,,
player,201710080det,det,JoneT.00,pass_att,0,,,,,
player,201710080det,det,JoneT.00,pass_yds,0,,,,,
player,201710080det,det,JoneT.00,pass_td,0,,,,,
player,201710080det,det,JoneT.00,pass_int,0,,,,,
player,201710080det,det,JoneT.00,pass_sacked,0,,,,,
player,201710080det,det,JoneT.00,pass_sacked_yds,0,,,,,
player,201710080det,det,JoneT.00,pass_long,0,,,,,
player,201710080det,det,JoneT.00,pass_rating,,,,,,
player,201710080det,det,JoneT.00,rush_att,0,,,,,
player,201710080det,det,JoneT.00,rush_yds,0,,,,,
player,201710080det,det,JoneT.00,rush_td,0,,,,,
player,201710080det,det,JoneT.00,rush_long,0,,,,,
player,201710080det,det,JoneT.00,targets,4,,,,,
player,201710080det,det,JoneT.00,rec,2,,,,,
player,201710080det,det,JoneT.00,rec_yds,12,,,,,
player,201710080det,det,JoneT.00,rec_td,0,,,,,
player,201710080det,det,JoneT.00,rec_long,8,,,,,
player,201710080det,det,JoneT.00,fumbles,0,,,,,
player,201710080det,det,JoneT.00,fumbles_lost,0,,,,,
player,201710080det,det,EbroEr00,pass_cmp,0,,,,,
player,201710080det,det,EbroEr00,pass_att,0,,,,,
player,201710080det,det,EbroEr00,pass_yds,0,,,,,
player,201710080det,det,EbroEr00,pass_td,0,,,,,
player,201710080det,det,EbroEr00,pass_int,0,,,,,
player,201710080det,det,EbroEr00,pass_sacked,0,,,,,
player,201710080det,det,EbroEr00,pass_sacked_yds,0,,,,,
player,201710080det,det,EbroEr00,pass_long,0,,,,,
player,201710080det,det,EbroEr00,pass_rating,,,,,,
player,201710080det,det,EbroEr00,rush_att,0,,,,,
player,201710080det,det,EbroEr00,rush_yds,0,,,,,
player,201710080det,det,EbroEr00,rush_td,0,,,,,
player,201710080det,det,EbroEr00,rush_long,0,,,,,
player,201710080det,det,EbroEr00,targets,4,,,,,
player,201710080det,det,EbroEr00,rec,1,,,,,
player,201710080det,det,EbroEr00,rec_yds,6,,,,,
player,201710080det,det,EbroEr00,rec_td,0,,,,,
player,201710080det,det,EbroEr00,rec_long,6,,,,,
player,201710080det,det,EbroEr00,fumbles,0,,,,,
player,201710080det,det,EbroEr00,fumbles_lost,0,,,,,
player,201710080det,car,ShorKa00,def_int,0,,,,,
player,201710080det,car,ShorKa00,def_int_yds,0,,,,,
player,201710080det,car,ShorKa00,def_int_td,0,,,,,
player,201710080det,car,ShorKa00,def_int_long,0,,,,,
player,201710080det,car,ShorKa00,pass_defended,0,,,,,
player,201710080det,car,ShorKa00,sacks,2.0,,,,,
player,201710080det,car,ShorKa00,tackles_combined,3,,,,,
player,201710080det,car,ShorKa00,tackles_solo,3,,,,,
player,201710080det,car,ShorKa00,tackles_assists,0,,,,,
player,201710080det,car,ShorKa00,tackles_loss,2,,,,,
player,201710080det,car,ShorKa00,qb_hits,2,,,,,
player,201710080det,car,ShorKa00,fumbles_rec,0,,,,,
player,201710080det,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201710080det,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201710080det,car,ShorKa00,fumbles_forced,1,,,,,
player,201710080det,car,ThomSh01,def_int,0,,,,,
player,201710080det,car,ThomSh01,def_int_yds,0,,,,,
player,201710080det,car,ThomSh01,def_int_td,0,,,,,
player,201710080det,car,ThomSh01,def_int_long,0,,,,,
player,201710080det,car,ThomSh01,pass_defended,0,,,,,
player,201710080det,car,ThomSh01,sacks,1.0,,,,,
player,201710080det,car,ThomSh01,tackles_combined,4,,,,,
player,201710080det,car,ThomSh01,tackles_solo,3,,,,,
player,201710080det,car,ThomSh01,tackles_assists,1,,,,,
player,201710080det,car,ThomSh01,tackles_loss,1,,,,,
player,201710080det,car,ThomSh01,qb_hits,1,,,,,
player,201710080det,car,ThomSh01,fumbles_rec,0,,,,,
player,201710080det,car,ThomSh01,fumbles_rec_yds,0,,,,,
player,201710080det,car,ThomSh01,fumbles_rec_td,0,,,,,
player,201710080det,car,ThomSh01,fumbles_forced,0,,,,,
player,201710080det,car,MunnCa99,def_int,0,,,,,
player,201710080det,car,MunnCa99,def_int_yds,0,,,,,
player,201710080det,car,MunnCa99,def_int_td,0,,,,,
player,201710080det,car,MunnCa99,def_int_long,0,,,,,
player,201710080det,car,MunnCa99,pass_defended,0,,,,,
player,201710080det,car,MunnCa99,sacks,1.0,,,,,
player,201710080det,car,MunnCa99,tackles_combined,3,,,,,
player,201710080det,car,MunnCa99,tackles_solo,3,,,,,
player,201710080det,car,MunnCa99,tackles_assists,0,,,,,
player,201710080det,car,MunnCa99,tackles_loss,2,,,,,
player,201710080det,car,MunnCa99,qb_hits,1,,,,,
player,201710080det,car,MunnCa99,fumbles_rec,0,,,,,
player,201710080det,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201710080det,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201710080det,car,MunnCa99,fumbles_forced,0,,,,,
player,201710080det,car,AddiMa00,def_int,0,,,,,
player,201710080det,car,AddiMa00,def_int_yds,0,,,,,
player,201710080det,car,AddiMa00,def_int_td,0,,,,,
player,201710080det,car,AddiMa00,def_int_long,0,,,,,
player,201710080det,car,AddiMa00,pass_defended,0,,,,,
player,201710080det,car,AddiMa00,sacks,1.0,,,,,
player,201710080det,car,AddiMa00,tackles_combined,2,,,,,
player,201710080det,car,AddiMa00,tackles_solo,1,,,,,
player,201710080det,car,AddiMa00,tackles_assists,1,,,,,
player,201710080det,car,AddiMa00,tackles_loss,0,,,,,
player,201710080det,car,AddiMa00,qb_hits,0,,,,,
player,201710080det,car,AddiMa00,fumbles_rec,0,,,,,
player,201710080det,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201710080det,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201710080det,car,AddiMa00,fumbles_forced,1,,,,,
player,201710080det,car,PeppJu99,def_int,0,,,,,
player,201710080det,car,PeppJu99,def_int_yds,0,,,,,
player,201710080det,car,PeppJu99,def_int_td,0,,,,,
player,201710080det,car,PeppJu99,def_int_long,0,,,,,
player,201710080det,car,PeppJu99,pass_defended,0,,,,,
player,201710080det,car,PeppJu99,sacks,1.0,,,,,
player,201710080det,car,PeppJu99,tackles_combined,2,,,,,
player,201710080det,car,PeppJu99,tackles_solo,2,,,,,
player,201710080det,car,PeppJu99,tackles_assists,0,,,,,
player,201710080det,car,PeppJu99,tackles_loss,2,,,,,
player,201710080det,car,PeppJu99,qb_hits,1,,,,,
player,201710080det,car,PeppJu99,fumbles_rec,0,,,,,
player,201710080det,car,PeppJu99,fumbles_rec_yds,0,,,,,
player,201710080det,car,PeppJu99,fumbles_rec_td,0,,,,,
player,201710080det,car,PeppJu99,fumbles_forced,0,,,,,
player,201710080det,car,KuecLu00,def_int,0,,,,,
player,201710080det,car,KuecLu00,def_int_yds,0,,,,,
player,201710080det,car,KuecLu00,def_int_td,0,,,,,
player,201710080det,car,KuecLu00,def_int_long,0,,,,,
player,201710080det,car,KuecLu00,pass_defended,0,,,,,
player,201710080det,car,KuecLu00,sacks,0.0,,,,,
player,201710080det,car,KuecLu00,tackles_combined,8,,,,,
player,201710080det,car,KuecLu00,tackles_solo,5,,,,,
player,201710080det,car,KuecLu00,tackles_assists,3,,,,,
player,201710080det,car,KuecLu00,tackles_loss,0,,,,,
player,201710080det,car,KuecLu00,qb_hits,0,,,,,
player,201710080det,car,KuecLu00,fumbles_rec,0,,,,,
player,201710080det,car,KuecLu00,fumbles_rec_yds,0,,,,,
player,201710080det,car,KuecLu00,fumbles_rec_td,0,,,,,
player,201710080det,car,KuecLu00,fumbles_forced,0,,,,,
player,201710080det,car,AdamMi21,def_int,0,,,,,
player,201710080det,car,AdamMi21,def_int_yds,0,,,,,
player,201710080det,car,AdamMi21,def_int_td,0,,,,,
player,201710080det,car,AdamMi21,def_int_long,0,,,,,
player,201710080det,car,AdamMi21,pass_defended,0,,,,,
player,201710080det,car,AdamMi21,sacks,0.0,,,,,
player,201710080det,car,AdamMi21,tackles_combined,6,,,,,
player,201710080det,car,AdamMi21,tackles_solo,4,,,,,
player,201710080det,car,AdamMi21,tackles_assists,2,,,,,
player,201710080det,car,AdamMi21,tackles_loss,0,,,,,
player,201710080det,car,AdamMi21,qb_hits,0,,,,,
