game,2017,10,20171112,201711120sfo,nyg,"New York Giants",21,sfo,"San Francisco 49ers",31
player,201711120sfo,nyg,ShepSt00,pass_att,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_yds,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_td,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_int,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_sacked,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_long,0,,,,,
player,201711120sfo,nyg,ShepSt00,pass_rating,,,,,,
player,201711120sfo,nyg,ShepSt00,rush_att,0,,,,,
player,201711120sfo,nyg,ShepSt00,rush_yds,0,,,,,
player,201711120sfo,nyg,ShepSt00,rush_td,0,,,,,
player,201711120sfo,nyg,ShepSt00,rush_long,0,,,,,
player,201711120sfo,nyg,ShepSt00,targets,13,,,,,
player,201711120sfo,nyg,ShepSt00,rec,11,,,,,
player,201711120sfo,nyg,ShepSt00,rec_yds,142,,,,,
player,201711120sfo,nyg,ShepSt00,rec_td,0,,,,,
player,201711120sfo,nyg,ShepSt00,rec_long,26,,,,,
player,201711120sfo,nyg,ShepSt00,fumbles,0,,,,,
player,201711120sfo,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_cmp,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_att,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_yds,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_td,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_int,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_sacked,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_sacked_yds,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_long,0,,,,,
player,201711120sfo,nyg,LewiRo03,pass_rating,,,,,,
player,201711120sfo,nyg,LewiRo03,rush_att,0,,,,,
player,201711120sfo,nyg,LewiRo03,rush_yds,0,,,,,
player,201711120sfo,nyg,LewiRo03,rush_td,0,,,,,
player,201711120sfo,nyg,LewiRo03,rush_long,0,,,,,
player,201711120sfo,nyg,LewiRo03,targets,4,,,,,
player,201711120sfo,nyg,LewiRo03,rec,3,,,,,
player,201711120sfo,nyg,LewiRo03,rec_yds,33,,,,,
player,201711120sfo,nyg,LewiRo03,rec_td,1,,,,,
player,201711120sfo,nyg,LewiRo03,rec_long,14,,,,,
player,201711120sfo,nyg,LewiRo03,fumbles,0,,,,,
player,201711120sfo,nyg,LewiRo03,fumbles_lost,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_cmp,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_att,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_yds,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_td,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_int,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_sacked,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_long,0,,,,,
player,201711120sfo,nyg,EngrEv00,pass_rating,,,,,,
player,201711120sfo,nyg,EngrEv00,rush_att,0,,,,,
player,201711120sfo,nyg,EngrEv00,rush_yds,0,,,,,
player,201711120sfo,nyg,EngrEv00,rush_td,0,,,,,
player,201711120sfo,nyg,EngrEv00,rush_long,0,,,,,
player,201711120sfo,nyg,EngrEv00,targets,9,,,,,
player,201711120sfo,nyg,EngrEv00,rec,6,,,,,
player,201711120sfo,nyg,EngrEv00,rec_yds,31,,,,,
player,201711120sfo,nyg,EngrEv00,rec_td,1,,,,,
player,201711120sfo,nyg,EngrEv00,rec_long,9,,,,,
player,201711120sfo,nyg,EngrEv00,fumbles,0,,,,,
player,201711120sfo,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,BeatC.00,pass_cmp,19,,,,,
player,201711120sfo,sfo,BeatC.00,pass_att,25,,,,,
player,201711120sfo,sfo,BeatC.00,pass_yds,288,,,,,
player,201711120sfo,sfo,BeatC.00,pass_td,2,,,,,
player,201711120sfo,sfo,BeatC.00,pass_int,1,,,,,
player,201711120sfo,sfo,BeatC.00,pass_sacked,0,,,,,
player,201711120sfo,sfo,BeatC.00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,BeatC.00,pass_long,83,,,,,
player,201711120sfo,sfo,BeatC.00,pass_rating,123.4,,,,,
player,201711120sfo,sfo,BeatC.00,rush_att,5,,,,,
player,201711120sfo,sfo,BeatC.00,rush_yds,15,,,,,
player,201711120sfo,sfo,BeatC.00,rush_td,1,,,,,
player,201711120sfo,sfo,BeatC.00,rush_long,11,,,,,
player,201711120sfo,sfo,BeatC.00,targets,0,,,,,
player,201711120sfo,sfo,BeatC.00,rec,0,,,,,
player,201711120sfo,sfo,BeatC.00,rec_yds,0,,,,,
player,201711120sfo,sfo,BeatC.00,rec_td,0,,,,,
player,201711120sfo,sfo,BeatC.00,rec_long,0,,,,,
player,201711120sfo,sfo,BeatC.00,fumbles,0,,,,,
player,201711120sfo,sfo,BeatC.00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201711120sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201711120sfo,sfo,HydeCa00,rush_att,17,,,,,
player,201711120sfo,sfo,HydeCa00,rush_yds,98,,,,,
player,201711120sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201711120sfo,sfo,HydeCa00,rush_long,28,,,,,
player,201711120sfo,sfo,HydeCa00,targets,3,,,,,
player,201711120sfo,sfo,HydeCa00,rec,2,,,,,
player,201711120sfo,sfo,HydeCa00,rec_yds,6,,,,,
player,201711120sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201711120sfo,sfo,HydeCa00,rec_long,6,,,,,
player,201711120sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201711120sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201711120sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201711120sfo,sfo,BreiMa00,rush_att,9,,,,,
player,201711120sfo,sfo,BreiMa00,rush_yds,55,,,,,
player,201711120sfo,sfo,BreiMa00,rush_td,1,,,,,
player,201711120sfo,sfo,BreiMa00,rush_long,33,,,,,
player,201711120sfo,sfo,BreiMa00,targets,2,,,,,
player,201711120sfo,sfo,BreiMa00,rec,1,,,,,
player,201711120sfo,sfo,BreiMa00,rec_yds,3,,,,,
player,201711120sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201711120sfo,sfo,BreiMa00,rec_long,3,,,,,
player,201711120sfo,sfo,BreiMa00,fumbles,0,,,,,
player,201711120sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201711120sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201711120sfo,sfo,GoodMa00,rush_att,1,,,,,
player,201711120sfo,sfo,GoodMa00,rush_yds,18,,,,,
player,201711120sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201711120sfo,sfo,GoodMa00,rush_long,18,,,,,
player,201711120sfo,sfo,GoodMa00,targets,2,,,,,
player,201711120sfo,sfo,GoodMa00,rec,1,,,,,
player,201711120sfo,sfo,GoodMa00,rec_yds,83,,,,,
player,201711120sfo,sfo,GoodMa00,rec_td,1,,,,,
player,201711120sfo,sfo,GoodMa00,rec_long,83,,,,,
player,201711120sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201711120sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201711120sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201711120sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201711120sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201711120sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201711120sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201711120sfo,sfo,CeleGa00,targets,6,,,,,
player,201711120sfo,sfo,CeleGa00,rec,4,,,,,
player,201711120sfo,sfo,CeleGa00,rec_yds,67,,,,,
player,201711120sfo,sfo,CeleGa00,rec_td,1,,,,,
player,201711120sfo,sfo,CeleGa00,rec_long,47,,,,,
player,201711120sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201711120sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_cmp,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_att,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_yds,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_td,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_int,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_sacked,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_long,0,,,,,
player,201711120sfo,sfo,MurpLo00,pass_rating,,,,,,
player,201711120sfo,sfo,MurpLo00,rush_att,0,,,,,
player,201711120sfo,sfo,MurpLo00,rush_yds,0,,,,,
player,201711120sfo,sfo,MurpLo00,rush_td,0,,,,,
player,201711120sfo,sfo,MurpLo00,rush_long,0,,,,,
player,201711120sfo,sfo,MurpLo00,targets,2,,,,,
player,201711120sfo,sfo,MurpLo00,rec,2,,,,,
player,201711120sfo,sfo,MurpLo00,rec_yds,48,,,,,
player,201711120sfo,sfo,MurpLo00,rec_td,0,,,,,
player,201711120sfo,sfo,MurpLo00,rec_long,40,,,,,
player,201711120sfo,sfo,MurpLo00,fumbles,0,,,,,
player,201711120sfo,sfo,MurpLo00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_att,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_td,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_int,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_long,0,,,,,
player,201711120sfo,sfo,BourKe00,pass_rating,,,,,,
player,201711120sfo,sfo,BourKe00,rush_att,0,,,,,
player,201711120sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201711120sfo,sfo,BourKe00,rush_td,0,,,,,
player,201711120sfo,sfo,BourKe00,rush_long,0,,,,,
player,201711120sfo,sfo,BourKe00,targets,3,,,,,
player,201711120sfo,sfo,BourKe00,rec,3,,,,,
player,201711120sfo,sfo,BourKe00,rec_yds,42,,,,,
player,201711120sfo,sfo,BourKe00,rec_td,0,,,,,
player,201711120sfo,sfo,BourKe00,rec_long,20,,,,,
player,201711120sfo,sfo,BourKe00,fumbles,0,,,,,
player,201711120sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201711120sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201711120sfo,sfo,JuszKy00,rush_att,1,,,,,
player,201711120sfo,sfo,JuszKy00,rush_yds,0,,,,,
player,201711120sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201711120sfo,sfo,JuszKy00,rush_long,0,,,,,
player,201711120sfo,sfo,JuszKy00,targets,6,,,,,
player,201711120sfo,sfo,JuszKy00,rec,5,,,,,
player,201711120sfo,sfo,JuszKy00,rec_yds,27,,,,,
player,201711120sfo,sfo,JuszKy00,rec_td,0,,,,,
player,201711120sfo,sfo,JuszKy00,rec_long,12,,,,,
player,201711120sfo,sfo,JuszKy00,fumbles,1,,,,,
player,201711120sfo,sfo,JuszKy00,fumbles_lost,1,,,,,
player,201711120sfo,sfo,RobiAl00,pass_cmp,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_att,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_yds,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_td,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_int,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_sacked,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_sacked_yds,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_long,0,,,,,
player,201711120sfo,sfo,RobiAl00,pass_rating,,,,,,
player,201711120sfo,sfo,RobiAl00,rush_att,0,,,,,
player,201711120sfo,sfo,RobiAl00,rush_yds,0,,,,,
player,201711120sfo,sfo,RobiAl00,rush_td,0,,,,,
player,201711120sfo,sfo,RobiAl00,rush_long,0,,,,,
player,201711120sfo,sfo,RobiAl00,targets,1,,,,,
player,201711120sfo,sfo,RobiAl00,rec,1,,,,,
player,201711120sfo,sfo,RobiAl00,rec_yds,12,,,,,
player,201711120sfo,sfo,RobiAl00,rec_td,0,,,,,
player,201711120sfo,sfo,RobiAl00,rec_long,12,,,,,
player,201711120sfo,sfo,RobiAl00,fumbles,0,,,,,
player,201711120sfo,sfo,RobiAl00,fumbles_lost,0,,,,,
player,201711120sfo,nyg,VernOl00,def_int,1,,,,,
player,201711120sfo,nyg,VernOl00,def_int_yds,0,,,,,
player,201711120sfo,nyg,VernOl00,def_int_td,0,,,,,
player,201711120sfo,nyg,VernOl00,def_int_long,0,,,,,
player,201711120sfo,nyg,VernOl00,pass_defended,1,,,,,
player,201711120sfo,nyg,VernOl00,sacks,0.0,,,,,
player,201711120sfo,nyg,VernOl00,tackles_combined,4,,,,,
player,201711120sfo,nyg,VernOl00,tackles_solo,3,,,,,
player,201711120sfo,nyg,VernOl00,tackles_assists,1,,,,,
player,201711120sfo,nyg,VernOl00,tackles_loss,0,,,,,
player,201711120sfo,nyg,VernOl00,qb_hits,1,,,,,
player,201711120sfo,nyg,VernOl00,fumbles_rec,0,,,,,
player,201711120sfo,nyg,VernOl00,fumbles_rec_yds,0,,,,,
player,201711120sfo,nyg,VernOl00,fumbles_rec_td,0,,,,,
player,201711120sfo,nyg,VernOl00,fumbles_forced,0,,,,,
player,201711120sfo,nyg,CollLa00,def_int,0,,,,,
player,201711120sfo,nyg,CollLa00,def_int_yds,0,,,,,
player,201711120sfo,nyg,CollLa00,def_int_td,0,,,,,
player,201711120sfo,nyg,CollLa00,def_int_long,0,,,,,
player,201711120sfo,nyg,CollLa00,pass_defended,0,,,,,
player,201711120sfo,nyg,CollLa00,sacks,0.0,,,,,
player,201711120sfo,nyg,CollLa00,tackles_combined,7,,,,,
player,201711120sfo,nyg,CollLa00,tackles_solo,2,,,,,
player,201711120sfo,nyg,CollLa00,tackles_assists,5,,,,,
player,201711120sfo,nyg,CollLa00,tackles_loss,0,,,,,
player,201711120sfo,nyg,CollLa00,qb_hits,0,,,,,
player,201711120sfo,nyg,CollLa00,fumbles_rec,0,,,,,
player,201711120sfo,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201711120sfo,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201711120sfo,nyg,CollLa00,fumbles_forced,0,,,,,
player,201711120sfo,nyg,CasiJo99,def_int,0,,,,,
player,201711120sfo,nyg,CasiJo99,def_int_yds,0,,,,,
player,201711120sfo,nyg,CasiJo99,def_int_td,0,,,,,
player,201711120sfo,nyg,CasiJo99,def_int_long,0,,,,,
player,201711120sfo,nyg,CasiJo99,pass_defended,0,,,,,
player,201711120sfo,nyg,CasiJo99,sacks,0.0,,,,,
player,201711120sfo,nyg,CasiJo99,tackles_combined,6,,,,,
player,201711120sfo,nyg,CasiJo99,tackles_solo,5,,,,,
player,201711120sfo,nyg,CasiJo99,tackles_assists,1,,,,,
player,201711120sfo,nyg,CasiJo99,tackles_loss,0,,,,,
player,201711120sfo,nyg,CasiJo99,qb_hits,0,,,,,
player,201711120sfo,nyg,CasiJo99,fumbles_rec,0,,,,,
player,201711120sfo,nyg,CasiJo99,fumbles_rec_yds,0,,,,,
player,201711120sfo,nyg,CasiJo99,fumbles_rec_td,0,,,,,
player,201711120sfo,nyg,CasiJo99,fumbles_forced,0,,,,,
player,201711120sfo,nyg,HarrDa03,def_int,0,,,,,
player,201711120sfo,nyg,HarrDa03,def_int_yds,0,,,,,
player,201711120sfo,nyg,HarrDa03,def_int_td,0,,,,,
player,201711120sfo,nyg,HarrDa03,def_int_long,0,,,,,
player,201711120sfo,nyg,HarrDa03,pass_defended,0,,,,,
player,201711120sfo,nyg,HarrDa03,sacks,0.0,,,,,
player,201711120sfo,nyg,HarrDa03,tackles_combined,6,,,,,
player,201711120sfo,nyg,HarrDa03,tackles_solo,3,,,,,
player,201711120sfo,nyg,HarrDa03,tackles_assists,3,,,,,
player,201711120sfo,nyg,HarrDa03,tackles_loss,0,,,,,
player,201711120sfo,nyg,HarrDa03,qb_hits,0,,,,,
player,201711120sfo,nyg,HarrDa03,fumbles_rec,0,,,,,
player,201711120sfo,nyg,HarrDa03,fumbles_rec_yds,0,,,,,
player,201711120sfo,nyg,HarrDa03,fumbles_rec_td,0,,,,,
player,201711120sfo,nyg,HarrDa03,fumbles_forced,0,,,,,
player,201711120sfo,nyg,MunsCa00,def_int,0,,,,,
player,201711120sfo,nyg,MunsCa00,def_int_yds,0,,,,,
player,201711120sfo,nyg,MunsCa00,def_int_td,0,,,,,
player,201711120sfo,nyg,MunsCa00,def_int_long,0,,,,,
