game,2017,7,20171022,201710220sfo,dal,"Dallas Cowboys",40,sfo,"San Francisco 49ers",10
player,201710220sfo,dal,BeasCo00,targets,2,,,,,
player,201710220sfo,dal,BeasCo00,rec,1,,,,,
player,201710220sfo,dal,BeasCo00,rec_yds,24,,,,,
player,201710220sfo,dal,BeasCo00,rec_td,0,,,,,
player,201710220sfo,dal,BeasCo00,rec_long,24,,,,,
player,201710220sfo,dal,BeasCo00,fumbles,0,,,,,
player,201710220sfo,dal,BeasCo00,fumbles_lost,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_cmp,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_att,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_yds,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_td,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_int,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_sacked,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_sacked_yds,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_long,0,,,,,
player,201710220sfo,dal,SwaiGe00,pass_rating,,,,,,
player,201710220sfo,dal,SwaiGe00,rush_att,0,,,,,
player,201710220sfo,dal,SwaiGe00,rush_yds,0,,,,,
player,201710220sfo,dal,SwaiGe00,rush_td,0,,,,,
player,201710220sfo,dal,SwaiGe00,rush_long,0,,,,,
player,201710220sfo,dal,SwaiGe00,targets,1,,,,,
player,201710220sfo,dal,SwaiGe00,rec,1,,,,,
player,201710220sfo,dal,SwaiGe00,rec_yds,7,,,,,
player,201710220sfo,dal,SwaiGe00,rec_td,0,,,,,
player,201710220sfo,dal,SwaiGe00,rec_long,7,,,,,
player,201710220sfo,dal,SwaiGe00,fumbles,0,,,,,
player,201710220sfo,dal,SwaiGe00,fumbles_lost,0,,,,,
player,201710220sfo,dal,WillTe01,pass_cmp,0,,,,,
player,201710220sfo,dal,WillTe01,pass_att,0,,,,,
player,201710220sfo,dal,WillTe01,pass_yds,0,,,,,
player,201710220sfo,dal,WillTe01,pass_td,0,,,,,
player,201710220sfo,dal,WillTe01,pass_int,0,,,,,
player,201710220sfo,dal,WillTe01,pass_sacked,0,,,,,
player,201710220sfo,dal,WillTe01,pass_sacked_yds,0,,,,,
player,201710220sfo,dal,WillTe01,pass_long,0,,,,,
player,201710220sfo,dal,WillTe01,pass_rating,,,,,,
player,201710220sfo,dal,WillTe01,rush_att,0,,,,,
player,201710220sfo,dal,WillTe01,rush_yds,0,,,,,
player,201710220sfo,dal,WillTe01,rush_td,0,,,,,
player,201710220sfo,dal,WillTe01,rush_long,0,,,,,
player,201710220sfo,dal,WillTe01,targets,3,,,,,
player,201710220sfo,dal,WillTe01,rec,0,,,,,
player,201710220sfo,dal,WillTe01,rec_yds,0,,,,,
player,201710220sfo,dal,WillTe01,rec_td,0,,,,,
player,201710220sfo,dal,WillTe01,rec_long,0,,,,,
player,201710220sfo,dal,WillTe01,fumbles,0,,,,,
player,201710220sfo,dal,WillTe01,fumbles_lost,0,,,,,
player,201710220sfo,sfo,BeatC.00,pass_cmp,22,,,,,
player,201710220sfo,sfo,BeatC.00,pass_att,38,,,,,
player,201710220sfo,sfo,BeatC.00,pass_yds,235,,,,,
player,201710220sfo,sfo,BeatC.00,pass_td,0,,,,,
player,201710220sfo,sfo,BeatC.00,pass_int,0,,,,,
player,201710220sfo,sfo,BeatC.00,pass_sacked,5,,,,,
player,201710220sfo,sfo,BeatC.00,pass_sacked_yds,48,,,,,
player,201710220sfo,sfo,BeatC.00,pass_long,48,,,,,
player,201710220sfo,sfo,BeatC.00,pass_rating,76.1,,,,,
player,201710220sfo,sfo,BeatC.00,rush_att,5,,,,,
player,201710220sfo,sfo,BeatC.00,rush_yds,30,,,,,
player,201710220sfo,sfo,BeatC.00,rush_td,1,,,,,
player,201710220sfo,sfo,BeatC.00,rush_long,16,,,,,
player,201710220sfo,sfo,BeatC.00,targets,0,,,,,
player,201710220sfo,sfo,BeatC.00,rec,0,,,,,
player,201710220sfo,sfo,BeatC.00,rec_yds,0,,,,,
player,201710220sfo,sfo,BeatC.00,rec_td,0,,,,,
player,201710220sfo,sfo,BeatC.00,rec_long,0,,,,,
player,201710220sfo,sfo,BeatC.00,fumbles,2,,,,,
player,201710220sfo,sfo,BeatC.00,fumbles_lost,2,,,,,
player,201710220sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201710220sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201710220sfo,sfo,HydeCa00,rush_att,14,,,,,
player,201710220sfo,sfo,HydeCa00,rush_yds,68,,,,,
player,201710220sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201710220sfo,sfo,HydeCa00,rush_long,16,,,,,
player,201710220sfo,sfo,HydeCa00,targets,8,,,,,
player,201710220sfo,sfo,HydeCa00,rec,4,,,,,
player,201710220sfo,sfo,HydeCa00,rec_yds,20,,,,,
player,201710220sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201710220sfo,sfo,HydeCa00,rec_long,11,,,,,
player,201710220sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201710220sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201710220sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201710220sfo,sfo,BreiMa00,rush_att,3,,,,,
player,201710220sfo,sfo,BreiMa00,rush_yds,5,,,,,
player,201710220sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201710220sfo,sfo,BreiMa00,rush_long,5,,,,,
player,201710220sfo,sfo,BreiMa00,targets,1,,,,,
player,201710220sfo,sfo,BreiMa00,rec,0,,,,,
player,201710220sfo,sfo,BreiMa00,rec_yds,0,,,,,
player,201710220sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201710220sfo,sfo,BreiMa00,rec_long,0,,,,,
player,201710220sfo,sfo,BreiMa00,fumbles,1,,,,,
player,201710220sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201710220sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201710220sfo,sfo,GoodMa00,rush_att,0,,,,,
player,201710220sfo,sfo,GoodMa00,rush_yds,0,,,,,
player,201710220sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201710220sfo,sfo,GoodMa00,rush_long,0,,,,,
player,201710220sfo,sfo,GoodMa00,targets,8,,,,,
player,201710220sfo,sfo,GoodMa00,rec,4,,,,,
player,201710220sfo,sfo,GoodMa00,rec_yds,80,,,,,
player,201710220sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201710220sfo,sfo,GoodMa00,rec_long,48,,,,,
player,201710220sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201710220sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_cmp,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_att,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_yds,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_td,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_int,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_sacked,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_long,0,,,,,
player,201710220sfo,sfo,GarcPi00,pass_rating,,,,,,
player,201710220sfo,sfo,GarcPi00,rush_att,0,,,,,
player,201710220sfo,sfo,GarcPi00,rush_yds,0,,,,,
player,201710220sfo,sfo,GarcPi00,rush_td,0,,,,,
player,201710220sfo,sfo,GarcPi00,rush_long,0,,,,,
player,201710220sfo,sfo,GarcPi00,targets,7,,,,,
player,201710220sfo,sfo,GarcPi00,rec,5,,,,,
player,201710220sfo,sfo,GarcPi00,rec_yds,49,,,,,
player,201710220sfo,sfo,GarcPi00,rec_td,0,,,,,
player,201710220sfo,sfo,GarcPi00,rec_long,19,,,,,
player,201710220sfo,sfo,GarcPi00,fumbles,0,,,,,
player,201710220sfo,sfo,GarcPi00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_cmp,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_att,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_yds,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_td,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_int,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_sacked,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_long,0,,,,,
player,201710220sfo,sfo,TaylTr02,pass_rating,,,,,,
player,201710220sfo,sfo,TaylTr02,rush_att,0,,,,,
player,201710220sfo,sfo,TaylTr02,rush_yds,0,,,,,
player,201710220sfo,sfo,TaylTr02,rush_td,0,,,,,
player,201710220sfo,sfo,TaylTr02,rush_long,0,,,,,
player,201710220sfo,sfo,TaylTr02,targets,5,,,,,
player,201710220sfo,sfo,TaylTr02,rec,5,,,,,
player,201710220sfo,sfo,TaylTr02,rec_yds,39,,,,,
player,201710220sfo,sfo,TaylTr02,rec_td,0,,,,,
player,201710220sfo,sfo,TaylTr02,rec_long,13,,,,,
player,201710220sfo,sfo,TaylTr02,fumbles,1,,,,,
player,201710220sfo,sfo,TaylTr02,fumbles_lost,1,,,,,
player,201710220sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_att,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_td,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_int,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_long,0,,,,,
player,201710220sfo,sfo,KittGe00,pass_rating,,,,,,
player,201710220sfo,sfo,KittGe00,rush_att,0,,,,,
player,201710220sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201710220sfo,sfo,KittGe00,rush_td,0,,,,,
player,201710220sfo,sfo,KittGe00,rush_long,0,,,,,
player,201710220sfo,sfo,KittGe00,targets,2,,,,,
player,201710220sfo,sfo,KittGe00,rec,1,,,,,
player,201710220sfo,sfo,KittGe00,rec_yds,16,,,,,
player,201710220sfo,sfo,KittGe00,rec_td,0,,,,,
player,201710220sfo,sfo,KittGe00,rec_long,16,,,,,
player,201710220sfo,sfo,KittGe00,fumbles,0,,,,,
player,201710220sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_cmp,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_att,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_yds,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_td,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_int,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_sacked,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_long,0,,,,,
player,201710220sfo,sfo,RobiAl00,pass_rating,,,,,,
player,201710220sfo,sfo,RobiAl00,rush_att,0,,,,,
player,201710220sfo,sfo,RobiAl00,rush_yds,0,,,,,
player,201710220sfo,sfo,RobiAl00,rush_td,0,,,,,
player,201710220sfo,sfo,RobiAl00,rush_long,0,,,,,
player,201710220sfo,sfo,RobiAl00,targets,1,,,,,
player,201710220sfo,sfo,RobiAl00,rec,1,,,,,
player,201710220sfo,sfo,RobiAl00,rec_yds,15,,,,,
player,201710220sfo,sfo,RobiAl00,rec_td,0,,,,,
player,201710220sfo,sfo,RobiAl00,rec_long,15,,,,,
player,201710220sfo,sfo,RobiAl00,fumbles,0,,,,,
player,201710220sfo,sfo,RobiAl00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201710220sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201710220sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201710220sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201710220sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201710220sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201710220sfo,sfo,CeleGa00,targets,1,,,,,
player,201710220sfo,sfo,CeleGa00,rec,1,,,,,
player,201710220sfo,sfo,CeleGa00,rec_yds,11,,,,,
player,201710220sfo,sfo,CeleGa00,rec_td,0,,,,,
player,201710220sfo,sfo,CeleGa00,rec_long,11,,,,,
player,201710220sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201710220sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_cmp,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_att,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_yds,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_td,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_int,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_sacked,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_sacked_yds,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_long,0,,,,,
player,201710220sfo,sfo,HikuCo00,pass_rating,,,,,,
player,201710220sfo,sfo,HikuCo00,rush_att,0,,,,,
player,201710220sfo,sfo,HikuCo00,rush_yds,0,,,,,
player,201710220sfo,sfo,HikuCo00,rush_td,0,,,,,
