game,2017,7,20171022,201710220chi,car,"Carolina Panthers",3,chi,"Chicago Bears",17
player,201710220chi,car,StewJo00,pass_yds,0,,,,,
player,201710220chi,car,StewJo00,pass_td,0,,,,,
player,201710220chi,car,StewJo00,pass_int,0,,,,,
player,201710220chi,car,StewJo00,pass_sacked,0,,,,,
player,201710220chi,car,StewJo00,pass_sacked_yds,0,,,,,
player,201710220chi,car,StewJo00,pass_long,0,,,,,
player,201710220chi,car,StewJo00,pass_rating,,,,,,
player,201710220chi,car,StewJo00,rush_att,14,,,,,
player,201710220chi,car,StewJo00,rush_yds,48,,,,,
player,201710220chi,car,StewJo00,rush_td,0,,,,,
player,201710220chi,car,StewJo00,rush_long,13,,,,,
player,201710220chi,car,StewJo00,targets,0,,,,,
player,201710220chi,car,StewJo00,rec,0,,,,,
player,201710220chi,car,StewJo00,rec_yds,0,,,,,
player,201710220chi,car,StewJo00,rec_td,0,,,,,
player,201710220chi,car,StewJo00,rec_long,0,,,,,
player,201710220chi,car,StewJo00,fumbles,0,,,,,
player,201710220chi,car,StewJo00,fumbles_lost,0,,,,,
player,201710220chi,car,McCaCh01,pass_cmp,0,,,,,
player,201710220chi,car,McCaCh01,pass_att,0,,,,,
player,201710220chi,car,McCaCh01,pass_yds,0,,,,,
player,201710220chi,car,McCaCh01,pass_td,0,,,,,
player,201710220chi,car,McCaCh01,pass_int,0,,,,,
player,201710220chi,car,McCaCh01,pass_sacked,0,,,,,
player,201710220chi,car,McCaCh01,pass_sacked_yds,0,,,,,
player,201710220chi,car,McCaCh01,pass_long,0,,,,,
player,201710220chi,car,McCaCh01,pass_rating,,,,,,
player,201710220chi,car,McCaCh01,rush_att,7,,,,,
player,201710220chi,car,McCaCh01,rush_yds,10,,,,,
player,201710220chi,car,McCaCh01,rush_td,0,,,,,
player,201710220chi,car,McCaCh01,rush_long,4,,,,,
player,201710220chi,car,McCaCh01,targets,9,,,,,
player,201710220chi,car,McCaCh01,rec,7,,,,,
player,201710220chi,car,McCaCh01,rec_yds,36,,,,,
player,201710220chi,car,McCaCh01,rec_td,0,,,,,
player,201710220chi,car,McCaCh01,rec_long,20,,,,,
player,201710220chi,car,McCaCh01,fumbles,0,,,,,
player,201710220chi,car,McCaCh01,fumbles_lost,0,,,,,
player,201710220chi,car,BenjKe00,pass_cmp,0,,,,,
player,201710220chi,car,BenjKe00,pass_att,0,,,,,
player,201710220chi,car,BenjKe00,pass_yds,0,,,,,
player,201710220chi,car,BenjKe00,pass_td,0,,,,,
player,201710220chi,car,BenjKe00,pass_int,0,,,,,
player,201710220chi,car,BenjKe00,pass_sacked,0,,,,,
player,201710220chi,car,BenjKe00,pass_sacked_yds,0,,,,,
player,201710220chi,car,BenjKe00,pass_long,0,,,,,
player,201710220chi,car,BenjKe00,pass_rating,,,,,,
player,201710220chi,car,BenjKe00,rush_att,0,,,,,
player,201710220chi,car,BenjKe00,rush_yds,0,,,,,
player,201710220chi,car,BenjKe00,rush_td,0,,,,,
player,201710220chi,car,BenjKe00,rush_long,0,,,,,
player,201710220chi,car,BenjKe00,targets,6,,,,,
player,201710220chi,car,BenjKe00,rec,3,,,,,
player,201710220chi,car,BenjKe00,rec_yds,65,,,,,
player,201710220chi,car,BenjKe00,rec_td,0,,,,,
player,201710220chi,car,BenjKe00,rec_long,37,,,,,
player,201710220chi,car,BenjKe00,fumbles,0,,,,,
player,201710220chi,car,BenjKe00,fumbles_lost,0,,,,,
player,201710220chi,car,FuncDe00,pass_cmp,0,,,,,
player,201710220chi,car,FuncDe00,pass_att,0,,,,,
player,201710220chi,car,FuncDe00,pass_yds,0,,,,,
player,201710220chi,car,FuncDe00,pass_td,0,,,,,
player,201710220chi,car,FuncDe00,pass_int,0,,,,,
player,201710220chi,car,FuncDe00,pass_sacked,0,,,,,
player,201710220chi,car,FuncDe00,pass_sacked_yds,0,,,,,
player,201710220chi,car,FuncDe00,pass_long,0,,,,,
player,201710220chi,car,FuncDe00,pass_rating,,,,,,
player,201710220chi,car,FuncDe00,rush_att,0,,,,,
player,201710220chi,car,FuncDe00,rush_yds,0,,,,,
player,201710220chi,car,FuncDe00,rush_td,0,,,,,
player,201710220chi,car,FuncDe00,rush_long,0,,,,,
player,201710220chi,car,FuncDe00,targets,8,,,,,
player,201710220chi,car,FuncDe00,rec,4,,,,,
player,201710220chi,car,FuncDe00,rec_yds,41,,,,,
player,201710220chi,car,FuncDe00,rec_td,0,,,,,
player,201710220chi,car,FuncDe00,rec_long,20,,,,,
player,201710220chi,car,FuncDe00,fumbles,0,,,,,
player,201710220chi,car,FuncDe00,fumbles_lost,0,,,,,
player,201710220chi,car,ShepRu00,pass_cmp,0,,,,,
player,201710220chi,car,ShepRu00,pass_att,0,,,,,
player,201710220chi,car,ShepRu00,pass_yds,0,,,,,
player,201710220chi,car,ShepRu00,pass_td,0,,,,,
player,201710220chi,car,ShepRu00,pass_int,0,,,,,
player,201710220chi,car,ShepRu00,pass_sacked,0,,,,,
player,201710220chi,car,ShepRu00,pass_sacked_yds,0,,,,,
player,201710220chi,car,ShepRu00,pass_long,0,,,,,
player,201710220chi,car,ShepRu00,pass_rating,,,,,,
player,201710220chi,car,ShepRu00,rush_att,0,,,,,
player,201710220chi,car,ShepRu00,rush_yds,0,,,,,
player,201710220chi,car,ShepRu00,rush_td,0,,,,,
player,201710220chi,car,ShepRu00,rush_long,0,,,,,
player,201710220chi,car,ShepRu00,targets,3,,,,,
player,201710220chi,car,ShepRu00,rec,2,,,,,
player,201710220chi,car,ShepRu00,rec_yds,20,,,,,
player,201710220chi,car,ShepRu00,rec_td,0,,,,,
player,201710220chi,car,ShepRu00,rec_long,18,,,,,
player,201710220chi,car,ShepRu00,fumbles,0,,,,,
player,201710220chi,car,ShepRu00,fumbles_lost,0,,,,,
player,201710220chi,car,SamuCu00,pass_cmp,0,,,,,
player,201710220chi,car,SamuCu00,pass_att,0,,,,,
player,201710220chi,car,SamuCu00,pass_yds,0,,,,,
player,201710220chi,car,SamuCu00,pass_td,0,,,,,
player,201710220chi,car,SamuCu00,pass_int,0,,,,,
player,201710220chi,car,SamuCu00,pass_sacked,0,,,,,
player,201710220chi,car,SamuCu00,pass_sacked_yds,0,,,,,
player,201710220chi,car,SamuCu00,pass_long,0,,,,,
player,201710220chi,car,SamuCu00,pass_rating,,,,,,
player,201710220chi,car,SamuCu00,rush_att,0,,,,,
player,201710220chi,car,SamuCu00,rush_yds,0,,,,,
player,201710220chi,car,SamuCu00,rush_td,0,,,,,
player,201710220chi,car,SamuCu00,rush_long,0,,,,,
player,201710220chi,car,SamuCu00,targets,1,,,,,
player,201710220chi,car,SamuCu00,rec,1,,,,,
player,201710220chi,car,SamuCu00,rec_yds,20,,,,,
player,201710220chi,car,SamuCu00,rec_td,0,,,,,
player,201710220chi,car,SamuCu00,rec_long,20,,,,,
player,201710220chi,car,SamuCu00,fumbles,0,,,,,
player,201710220chi,car,SamuCu00,fumbles_lost,0,,,,,
player,201710220chi,car,DickEd00,pass_cmp,0,,,,,
player,201710220chi,car,DickEd00,pass_att,0,,,,,
player,201710220chi,car,DickEd00,pass_yds,0,,,,,
player,201710220chi,car,DickEd00,pass_td,0,,,,,
player,201710220chi,car,DickEd00,pass_int,0,,,,,
player,201710220chi,car,DickEd00,pass_sacked,0,,,,,
player,201710220chi,car,DickEd00,pass_sacked_yds,0,,,,,
player,201710220chi,car,DickEd00,pass_long,0,,,,,
player,201710220chi,car,DickEd00,pass_rating,,,,,,
player,201710220chi,car,DickEd00,rush_att,0,,,,,
player,201710220chi,car,DickEd00,rush_yds,0,,,,,
player,201710220chi,car,DickEd00,rush_td,0,,,,,
player,201710220chi,car,DickEd00,rush_long,0,,,,,
player,201710220chi,car,DickEd00,targets,5,,,,,
player,201710220chi,car,DickEd00,rec,3,,,,,
player,201710220chi,car,DickEd00,rec_yds,18,,,,,
player,201710220chi,car,DickEd00,rec_td,0,,,,,
player,201710220chi,car,DickEd00,rec_long,11,,,,,
player,201710220chi,car,DickEd00,fumbles,0,,,,,
player,201710220chi,car,DickEd00,fumbles_lost,0,,,,,
player,201710220chi,car,ManhCh00,pass_cmp,0,,,,,
player,201710220chi,car,ManhCh00,pass_att,0,,,,,
player,201710220chi,car,ManhCh00,pass_yds,0,,,,,
player,201710220chi,car,ManhCh00,pass_td,0,,,,,
player,201710220chi,car,ManhCh00,pass_int,0,,,,,
player,201710220chi,car,ManhCh00,pass_sacked,0,,,,,
player,201710220chi,car,ManhCh00,pass_sacked_yds,0,,,,,
player,201710220chi,car,ManhCh00,pass_long,0,,,,,
player,201710220chi,car,ManhCh00,pass_rating,,,,,,
player,201710220chi,car,ManhCh00,rush_att,0,,,,,
player,201710220chi,car,ManhCh00,rush_yds,0,,,,,
player,201710220chi,car,ManhCh00,rush_td,0,,,,,
player,201710220chi,car,ManhCh00,rush_long,0,,,,,
player,201710220chi,car,ManhCh00,targets,2,,,,,
player,201710220chi,car,ManhCh00,rec,1,,,,,
player,201710220chi,car,ManhCh00,rec_yds,11,,,,,
player,201710220chi,car,ManhCh00,rec_td,0,,,,,
player,201710220chi,car,ManhCh00,rec_long,11,,,,,
player,201710220chi,car,ManhCh00,fumbles,0,,,,,
player,201710220chi,car,ManhCh00,fumbles_lost,0,,,,,
player,201710220chi,chi,TrubMi00,pass_cmp,4,,,,,
player,201710220chi,chi,TrubMi00,pass_att,7,,,,,
player,201710220chi,chi,TrubMi00,pass_yds,107,,,,,
player,201710220chi,chi,TrubMi00,pass_td,0,,,,,
player,201710220chi,chi,TrubMi00,pass_int,0,,,,,
player,201710220chi,chi,TrubMi00,pass_sacked,4,,,,,
player,201710220chi,chi,TrubMi00,pass_sacked_yds,22,,,,,
player,201710220chi,chi,TrubMi00,pass_long,70,,,,,
player,201710220chi,chi,TrubMi00,pass_rating,101.8,,,,,
player,201710220chi,chi,TrubMi00,rush_att,5,,,,,
player,201710220chi,chi,TrubMi00,rush_yds,3,,,,,
player,201710220chi,chi,TrubMi00,rush_td,0,,,,,
player,201710220chi,chi,TrubMi00,rush_long,7,,,,,
player,201710220chi,chi,TrubMi00,targets,0,,,,,
player,201710220chi,chi,TrubMi00,rec,0,,,,,
player,201710220chi,chi,TrubMi00,rec_yds,0,,,,,
player,201710220chi,chi,TrubMi00,rec_td,0,,,,,
player,201710220chi,chi,TrubMi00,rec_long,0,,,,,
player,201710220chi,chi,TrubMi00,fumbles,0,,,,,
player,201710220chi,chi,TrubMi00,fumbles_lost,0,,,,,
player,201710220chi,chi,HowaJo00,pass_cmp,0,,,,,
player,201710220chi,chi,HowaJo00,pass_att,0,,,,,
player,201710220chi,chi,HowaJo00,pass_yds,0,,,,,
player,201710220chi,chi,HowaJo00,pass_td,0,,,,,
player,201710220chi,chi,HowaJo00,pass_int,0,,,,,
player,201710220chi,chi,HowaJo00,pass_sacked,0,,,,,
player,201710220chi,chi,HowaJo00,pass_sacked_yds,0,,,,,
player,201710220chi,chi,HowaJo00,pass_long,0,,,,,
player,201710220chi,chi,HowaJo00,pass_rating,,,,,,
player,201710220chi,chi,HowaJo00,rush_att,21,,,,,
player,201710220chi,chi,HowaJo00,rush_yds,65,,,,,
player,201710220chi,chi,HowaJo00,rush_td,0,,,,,
player,201710220chi,chi,HowaJo00,rush_long,11,,,,,
player,201710220chi,chi,HowaJo00,targets,0,,,,,
player,201710220chi,chi,HowaJo00,rec,0,,,,,
player,201710220chi,chi,HowaJo00,rec_yds,0,,,,,
player,201710220chi,chi,HowaJo00,rec_td,0,,,,,
player,201710220chi,chi,HowaJo00,rec_long,0,,,,,
player,201710220chi,chi,HowaJo00,fumbles,0,,,,,
player,201710220chi,chi,HowaJo00,fumbles_lost,0,,,,,
player,201710220chi,chi,CoheTa00,pass_cmp,0,,,,,
player,201710220chi,chi,CoheTa00,pass_att,0,,,,,
player,201710220chi,chi,CoheTa00,pass_yds,0,,,,,
player,201710220chi,chi,CoheTa00,pass_td,0,,,,,
player,201710220chi,chi,CoheTa00,pass_int,0,,,,,
player,201710220chi,chi,CoheTa00,pass_sacked,0,,,,,
player,201710220chi,chi,CoheTa00,pass_sacked_yds,0,,,,,
player,201710220chi,chi,CoheTa00,pass_long,0,,,,,
player,201710220chi,chi,CoheTa00,pass_rating,,,,,,
player,201710220chi,chi,CoheTa00,rush_att,0,,,,,
player,201710220chi,chi,CoheTa00,rush_yds,0,,,,,
player,201710220chi,chi,CoheTa00,rush_td,0,,,,,
player,201710220chi,chi,CoheTa00,rush_long,0,,,,,
player,201710220chi,chi,CoheTa00,targets,3,,,,,
player,201710220chi,chi,CoheTa00,rec,1,,,,,
player,201710220chi,chi,CoheTa00,rec_yds,70,,,,,
player,201710220chi,chi,CoheTa00,rec_td,0,,,,,
player,201710220chi,chi,CoheTa00,rec_long,70,,,,,
player,201710220chi,chi,CoheTa00,fumbles,0,,,,,
player,201710220chi,chi,CoheTa00,fumbles_lost,0,,,,,
player,201710220chi,chi,MillZa02,pass_cmp,0,,,,,
player,201710220chi,chi,MillZa02,pass_att,0,,,,,
player,201710220chi,chi,MillZa02,pass_yds,0,,,,,
player,201710220chi,chi,MillZa02,pass_td,0,,,,,
player,201710220chi,chi,MillZa02,pass_int,0,,,,,
player,201710220chi,chi,MillZa02,pass_sacked,0,,,,,
player,201710220chi,chi,MillZa02,pass_sacked_yds,0,,,,,
player,201710220chi,chi,MillZa02,pass_long,0,,,,,
player,201710220chi,chi,MillZa02,pass_rating,,,,,,
player,201710220chi,chi,MillZa02,rush_att,0,,,,,
player,201710220chi,chi,MillZa02,rush_yds,0,,,,,
player,201710220chi,chi,MillZa02,rush_td,0,,,,,
player,201710220chi,chi,MillZa02,rush_long,0,,,,,
player,201710220chi,chi,MillZa02,targets,3,,,,,
player,201710220chi,chi,MillZa02,rec,2,,,,,
player,201710220chi,chi,MillZa02,rec_yds,29,,,,,
player,201710220chi,chi,MillZa02,rec_td,0,,,,,
player,201710220chi,chi,MillZa02,rec_long,24,,,,,
player,201710220chi,chi,MillZa02,fumbles,0,,,,,
player,201710220chi,chi,MillZa02,fumbles_lost,0,,,,,
player,201710220chi,chi,GentTa00,pass_cmp,0,,,,,
player,201710220chi,chi,GentTa00,pass_att,0,,,,,
player,201710220chi,chi,GentTa00,pass_yds,0,,,,,
player,201710220chi,chi,GentTa00,pass_td,0,,,,,
player,201710220chi,chi,GentTa00,pass_int,0,,,,,
player,201710220chi,chi,GentTa00,pass_sacked,0,,,,,
player,201710220chi,chi,GentTa00,pass_sacked_yds,0,,,,,
player,201710220chi,chi,GentTa00,pass_long,0,,,,,
player,201710220chi,chi,GentTa00,pass_rating,,,,,,
player,201710220chi,chi,GentTa00,rush_att,0,,,,,
player,201710220chi,chi,GentTa00,rush_yds,0,,,,,
player,201710220chi,chi,GentTa00,rush_td,0,,,,,
player,201710220chi,chi,GentTa00,rush_long,0,,,,,
player,201710220chi,chi,GentTa00,targets,1,,,,,
player,201710220chi,chi,GentTa00,rec,1,,,,,
player,201710220chi,chi,GentTa00,rec_yds,8,,,,,
player,201710220chi,chi,GentTa00,rec_td,0,,,,,
player,201710220chi,chi,GentTa00,rec_long,8,,,,,
player,201710220chi,chi,GentTa00,fumbles,0,,,,,
player,201710220chi,chi,GentTa00,fumbles_lost,0,,,,,
player,201710220chi,car,AddiMa00,def_int,0,,,,,
player,201710220chi,car,AddiMa00,def_int_yds,0,,,,,
player,201710220chi,car,AddiMa00,def_int_td,0,,,,,
player,201710220chi,car,AddiMa00,def_int_long,0,,,,,
player,201710220chi,car,AddiMa00,pass_defended,0,,,,,
player,201710220chi,car,AddiMa00,sacks,1.0,,,,,
player,201710220chi,car,AddiMa00,tackles_combined,4,,,,,
player,201710220chi,car,AddiMa00,tackles_solo,3,,,,,
player,201710220chi,car,AddiMa00,tackles_assists,1,,,,,
player,201710220chi,car,AddiMa00,tackles_loss,1,,,,,
player,201710220chi,car,AddiMa00,qb_hits,1,,,,,
player,201710220chi,car,AddiMa00,fumbles_rec,0,,,,,
player,201710220chi,car,AddiMa00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,AddiMa00,fumbles_rec_td,0,,,,,
player,201710220chi,car,AddiMa00,fumbles_forced,0,,,,,
player,201710220chi,car,ShorKa00,def_int,0,,,,,
player,201710220chi,car,ShorKa00,def_int_yds,0,,,,,
player,201710220chi,car,ShorKa00,def_int_td,0,,,,,
player,201710220chi,car,ShorKa00,def_int_long,0,,,,,
player,201710220chi,car,ShorKa00,pass_defended,0,,,,,
player,201710220chi,car,ShorKa00,sacks,1.0,,,,,
player,201710220chi,car,ShorKa00,tackles_combined,3,,,,,
player,201710220chi,car,ShorKa00,tackles_solo,2,,,,,
player,201710220chi,car,ShorKa00,tackles_assists,1,,,,,
player,201710220chi,car,ShorKa00,tackles_loss,1,,,,,
player,201710220chi,car,ShorKa00,qb_hits,1,,,,,
player,201710220chi,car,ShorKa00,fumbles_rec,0,,,,,
player,201710220chi,car,ShorKa00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,ShorKa00,fumbles_rec_td,0,,,,,
player,201710220chi,car,ShorKa00,fumbles_forced,0,,,,,
player,201710220chi,car,LoveKy00,def_int,0,,,,,
player,201710220chi,car,LoveKy00,def_int_yds,0,,,,,
player,201710220chi,car,LoveKy00,def_int_td,0,,,,,
player,201710220chi,car,LoveKy00,def_int_long,0,,,,,
player,201710220chi,car,LoveKy00,pass_defended,0,,,,,
player,201710220chi,car,LoveKy00,sacks,1.0,,,,,
player,201710220chi,car,LoveKy00,tackles_combined,1,,,,,
player,201710220chi,car,LoveKy00,tackles_solo,1,,,,,
player,201710220chi,car,LoveKy00,tackles_assists,0,,,,,
player,201710220chi,car,LoveKy00,tackles_loss,1,,,,,
player,201710220chi,car,LoveKy00,qb_hits,1,,,,,
player,201710220chi,car,LoveKy00,fumbles_rec,0,,,,,
player,201710220chi,car,LoveKy00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,LoveKy00,fumbles_rec_td,0,,,,,
player,201710220chi,car,LoveKy00,fumbles_forced,0,,,,,
player,201710220chi,car,MunnCa99,def_int,0,,,,,
player,201710220chi,car,MunnCa99,def_int_yds,0,,,,,
player,201710220chi,car,MunnCa99,def_int_td,0,,,,,
player,201710220chi,car,MunnCa99,def_int_long,0,,,,,
player,201710220chi,car,MunnCa99,pass_defended,0,,,,,
player,201710220chi,car,MunnCa99,sacks,1.0,,,,,
player,201710220chi,car,MunnCa99,tackles_combined,1,,,,,
player,201710220chi,car,MunnCa99,tackles_solo,1,,,,,
player,201710220chi,car,MunnCa99,tackles_assists,0,,,,,
player,201710220chi,car,MunnCa99,tackles_loss,1,,,,,
player,201710220chi,car,MunnCa99,qb_hits,1,,,,,
player,201710220chi,car,MunnCa99,fumbles_rec,0,,,,,
player,201710220chi,car,MunnCa99,fumbles_rec_yds,0,,,,,
player,201710220chi,car,MunnCa99,fumbles_rec_td,0,,,,,
player,201710220chi,car,MunnCa99,fumbles_forced,0,,,,,
player,201710220chi,car,ThomSh01,def_int,0,,,,,
player,201710220chi,car,ThomSh01,def_int_yds,0,,,,,
player,201710220chi,car,ThomSh01,def_int_td,0,,,,,
player,201710220chi,car,ThomSh01,def_int_long,0,,,,,
player,201710220chi,car,ThomSh01,pass_defended,0,,,,,
player,201710220chi,car,ThomSh01,sacks,0.0,,,,,
player,201710220chi,car,ThomSh01,tackles_combined,6,,,,,
player,201710220chi,car,ThomSh01,tackles_solo,4,,,,,
player,201710220chi,car,ThomSh01,tackles_assists,2,,,,,
player,201710220chi,car,ThomSh01,tackles_loss,1,,,,,
player,201710220chi,car,ThomSh01,qb_hits,0,,,,,
player,201710220chi,car,ThomSh01,fumbles_rec,0,,,,,
player,201710220chi,car,ThomSh01,fumbles_rec_yds,0,,,,,
player,201710220chi,car,ThomSh01,fumbles_rec_td,0,,,,,
player,201710220chi,car,ThomSh01,fumbles_forced,0,,,,,
player,201710220chi,car,JoneCo01,def_int,0,,,,,
player,201710220chi,car,JoneCo01,def_int_yds,0,,,,,
player,201710220chi,car,JoneCo01,def_int_td,0,,,,,
player,201710220chi,car,JoneCo01,def_int_long,0,,,,,
player,201710220chi,car,JoneCo01,pass_defended,0,,,,,
player,201710220chi,car,JoneCo01,sacks,0.0,,,,,
player,201710220chi,car,JoneCo01,tackles_combined,4,,,,,
player,201710220chi,car,JoneCo01,tackles_solo,3,,,,,
player,201710220chi,car,JoneCo01,tackles_assists,1,,,,,
player,201710220chi,car,JoneCo01,tackles_loss,0,,,,,
player,201710220chi,car,JoneCo01,qb_hits,0,,,,,
player,201710220chi,car,JoneCo01,fumbles_rec,0,,,,,
player,201710220chi,car,JoneCo01,fumbles_rec_yds,0,,,,,
player,201710220chi,car,JoneCo01,fumbles_rec_td,0,,,,,
player,201710220chi,car,JoneCo01,fumbles_forced,0,,,,,
player,201710220chi,car,MayoDa00,def_int,0,,,,,
player,201710220chi,car,MayoDa00,def_int_yds,0,,,,,
player,201710220chi,car,MayoDa00,def_int_td,0,,,,,
player,201710220chi,car,MayoDa00,def_int_long,0,,,,,
player,201710220chi,car,MayoDa00,pass_defended,0,,,,,
player,201710220chi,car,MayoDa00,sacks,0.0,,,,,
player,201710220chi,car,MayoDa00,tackles_combined,4,,,,,
player,201710220chi,car,MayoDa00,tackles_solo,4,,,,,
player,201710220chi,car,MayoDa00,tackles_assists,0,,,,,
player,201710220chi,car,MayoDa00,tackles_loss,0,,,,,
player,201710220chi,car,MayoDa00,qb_hits,0,,,,,
player,201710220chi,car,MayoDa00,fumbles_rec,0,,,,,
player,201710220chi,car,MayoDa00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,MayoDa00,fumbles_rec_td,0,,,,,
player,201710220chi,car,MayoDa00,fumbles_forced,0,,,,,
player,201710220chi,car,AdamMi21,def_int,0,,,,,
player,201710220chi,car,AdamMi21,def_int_yds,0,,,,,
player,201710220chi,car,AdamMi21,def_int_td,0,,,,,
player,201710220chi,car,AdamMi21,def_int_long,0,,,,,
player,201710220chi,car,AdamMi21,pass_defended,0,,,,,
player,201710220chi,car,AdamMi21,sacks,0.0,,,,,
player,201710220chi,car,AdamMi21,tackles_combined,3,,,,,
player,201710220chi,car,AdamMi21,tackles_solo,2,,,,,
player,201710220chi,car,AdamMi21,tackles_assists,1,,,,,
player,201710220chi,car,AdamMi21,tackles_loss,0,,,,,
player,201710220chi,car,AdamMi21,qb_hits,0,,,,,
player,201710220chi,car,AdamMi21,fumbles_rec,0,,,,,
player,201710220chi,car,AdamMi21,fumbles_rec_yds,0,,,,,
player,201710220chi,car,AdamMi21,fumbles_rec_td,0,,,,,
player,201710220chi,car,AdamMi21,fumbles_forced,0,,,,,
player,201710220chi,car,BradJa00,def_int,0,,,,,
player,201710220chi,car,BradJa00,def_int_yds,0,,,,,
player,201710220chi,car,BradJa00,def_int_td,0,,,,,
player,201710220chi,car,BradJa00,def_int_long,0,,,,,
player,201710220chi,car,BradJa00,pass_defended,0,,,,,
player,201710220chi,car,BradJa00,sacks,0.0,,,,,
player,201710220chi,car,BradJa00,tackles_combined,3,,,,,
player,201710220chi,car,BradJa00,tackles_solo,2,,,,,
player,201710220chi,car,BradJa00,tackles_assists,1,,,,,
player,201710220chi,car,BradJa00,tackles_loss,0,,,,,
player,201710220chi,car,BradJa00,qb_hits,0,,,,,
player,201710220chi,car,BradJa00,fumbles_rec,0,,,,,
player,201710220chi,car,BradJa00,fumbles_rec_yds,0,,,,,
player,201710220chi,car,BradJa00,fumbles_rec_td,0,,,,,
player,201710220chi,car,BradJa00,fumbles_forced,0,,,,,
player,201710220chi,car,CoxxBr01,def_int,0,,,,,
player,201710220chi,car,CoxxBr01,def_int_yds,0,,,,,
player,201710220chi,car,CoxxBr01,def_int_td,0,,,,,
player,201710220chi,car,CoxxBr01,def_int_long,0,,,,,
player,201710220chi,car,CoxxBr01,pass_defended,0,,,,,
player,201710220chi,car,CoxxBr01,sacks,0.0,,,,,
player,201710220chi,car,CoxxBr01,tackles_combined,2,,,,,
player,201710220chi,car,CoxxBr01,tackles_solo,2,,,,,
player,201710220chi,car,CoxxBr01,tackles_assists,0,,,,,
player,201710220chi,car,CoxxBr01,tackles_loss,1,,,,,
player,201710220chi,car,CoxxBr01,qb_hits,0,,,,,
player,201710220chi,car,CoxxBr01,fumbles_rec,0,,,,,
player,201710220chi,car,CoxxBr01,fumbles_rec_yds,0,,,,,
player,201710220chi,car,CoxxBr01,fumbles_rec_td,0,,,,,
player,201710220chi,car,CoxxBr01,fumbles_forced,0,,,,,
player,201710220chi,car,PeppJu99,def_int,0,,,,,
player,201710220chi,car,PeppJu99,def_int_yds,0,,,,,
player,201710220chi,car,PeppJu99,def_int_td,0,,,,,
player,201710220chi,car,PeppJu99,def_int_long,0,,,,,
player,201710220chi,car,PeppJu99,pass_defended,0,,,,,
player,201710220chi,car,PeppJu99,sacks,0.0,,,,,
player,201710220chi,car,PeppJu99,tackles_combined,2,,,,,
