game,2017,1,20170910,201709100ram,clt,"Indianapolis Colts",9,ram,"Los Angeles Rams",46
player,201709100ram,ram,OgleAl00,defense,41,,,,,
player,201709100ram,ram,OgleAl00,def_pct,82%,,,,,
player,201709100ram,ram,OgleAl00,special_teams,2,,,,,
player,201709100ram,ram,OgleAl00,st_pct,6%,,,,,
player,201709100ram,ram,BarrMa00,pos,LB,,,,,
player,201709100ram,ram,BarrMa00,offense,0,,,,,
player,201709100ram,ram,BarrMa00,off_pct,0%,,,,,
player,201709100ram,ram,BarrMa00,defense,41,,,,,
player,201709100ram,ram,BarrMa00,def_pct,82%,,,,,
player,201709100ram,ram,BarrMa00,special_teams,1,,,,,
player,201709100ram,ram,BarrMa00,st_pct,3%,,,,,
player,201709100ram,ram,BarwCo99,pos,LB,,,,,
player,201709100ram,ram,BarwCo99,offense,0,,,,,
player,201709100ram,ram,BarwCo99,off_pct,0%,,,,,
player,201709100ram,ram,BarwCo99,defense,36,,,,,
player,201709100ram,ram,BarwCo99,def_pct,72%,,,,,
player,201709100ram,ram,BarwCo99,special_teams,3,,,,,
player,201709100ram,ram,BarwCo99,st_pct,9%,,,,,
player,201709100ram,ram,JohnTr05,pos,CB,,,,,
player,201709100ram,ram,JohnTr05,offense,0,,,,,
player,201709100ram,ram,JohnTr05,off_pct,0%,,,,,
player,201709100ram,ram,JohnTr05,defense,35,,,,,
player,201709100ram,ram,JohnTr05,def_pct,70%,,,,,
player,201709100ram,ram,JohnTr05,special_teams,9,,,,,
player,201709100ram,ram,JohnTr05,st_pct,26%,,,,,
player,201709100ram,ram,JoynLa00,pos,FS,,,,,
player,201709100ram,ram,JoynLa00,offense,0,,,,,
player,201709100ram,ram,JoynLa00,off_pct,0%,,,,,
player,201709100ram,ram,JoynLa00,defense,35,,,,,
player,201709100ram,ram,JoynLa00,def_pct,70%,,,,,
player,201709100ram,ram,JoynLa00,special_teams,2,,,,,
player,201709100ram,ram,JoynLa00,st_pct,6%,,,,,
player,201709100ram,ram,AlexMa00,pos,SS,,,,,
player,201709100ram,ram,AlexMa00,offense,0,,,,,
player,201709100ram,ram,AlexMa00,off_pct,0%,,,,,
player,201709100ram,ram,AlexMa00,defense,33,,,,,
player,201709100ram,ram,AlexMa00,def_pct,66%,,,,,
player,201709100ram,ram,AlexMa00,special_teams,3,,,,,
player,201709100ram,ram,AlexMa00,st_pct,9%,,,,,
player,201709100ram,ram,RobeNi00,pos,CB,,,,,
player,201709100ram,ram,RobeNi00,offense,0,,,,,
player,201709100ram,ram,RobeNi00,off_pct,0%,,,,,
player,201709100ram,ram,RobeNi00,defense,32,,,,,
player,201709100ram,ram,RobeNi00,def_pct,64%,,,,,
player,201709100ram,ram,RobeNi00,special_teams,10,,,,,
player,201709100ram,ram,RobeNi00,st_pct,29%,,,,,
player,201709100ram,ram,WestEt00,pos,DE,,,,,
player,201709100ram,ram,WestEt00,offense,0,,,,,
player,201709100ram,ram,WestEt00,off_pct,0%,,,,,
player,201709100ram,ram,WestEt00,defense,32,,,,,
player,201709100ram,ram,WestEt00,def_pct,64%,,,,,
player,201709100ram,ram,WestEt00,special_teams,3,,,,,
player,201709100ram,ram,WestEt00,st_pct,9%,,,,,
player,201709100ram,ram,BrocMi00,pos,DT,,,,,
player,201709100ram,ram,BrocMi00,offense,0,,,,,
player,201709100ram,ram,BrocMi00,off_pct,0%,,,,,
player,201709100ram,ram,BrocMi00,defense,32,,,,,
player,201709100ram,ram,BrocMi00,def_pct,64%,,,,,
player,201709100ram,ram,BrocMi00,special_teams,2,,,,,
player,201709100ram,ram,BrocMi00,st_pct,6%,,,,,
player,201709100ram,ram,SmarTa00,pos,DT,,,,,
player,201709100ram,ram,SmarTa00,offense,0,,,,,
player,201709100ram,ram,SmarTa00,off_pct,0%,,,,,
player,201709100ram,ram,SmarTa00,defense,29,,,,,
player,201709100ram,ram,SmarTa00,def_pct,58%,,,,,
player,201709100ram,ram,SmarTa00,special_teams,1,,,,,
player,201709100ram,ram,SmarTa00,st_pct,3%,,,,,
player,201709100ram,ram,LongMa00,pos,LB,,,,,
player,201709100ram,ram,LongMa00,offense,0,,,,,
player,201709100ram,ram,LongMa00,off_pct,0%,,,,,
player,201709100ram,ram,LongMa00,defense,25,,,,,
player,201709100ram,ram,LongMa00,def_pct,50%,,,,,
player,201709100ram,ram,LongMa00,special_teams,6,,,,,
player,201709100ram,ram,LongMa00,st_pct,17%,,,,,
player,201709100ram,ram,WalkTy00,pos,DT,,,,,
player,201709100ram,ram,WalkTy00,offense,0,,,,,
player,201709100ram,ram,WalkTy00,off_pct,0%,,,,,
player,201709100ram,ram,WalkTy00,defense,25,,,,,
player,201709100ram,ram,WalkTy00,def_pct,50%,,,,,
player,201709100ram,ram,WalkTy00,special_teams,3,,,,,
player,201709100ram,ram,WalkTy00,st_pct,9%,,,,,
player,201709100ram,ram,QuinRo00,pos,LB,,,,,
player,201709100ram,ram,QuinRo00,offense,0,,,,,
player,201709100ram,ram,QuinRo00,off_pct,0%,,,,,
player,201709100ram,ram,QuinRo00,defense,25,,,,,
player,201709100ram,ram,QuinRo00,def_pct,50%,,,,,
player,201709100ram,ram,QuinRo00,special_teams,1,,,,,
player,201709100ram,ram,QuinRo00,st_pct,3%,,,,,
player,201709100ram,ram,DaviCo02,pos,FS,,,,,
player,201709100ram,ram,DaviCo02,offense,0,,,,,
player,201709100ram,ram,DaviCo02,off_pct,0%,,,,,
player,201709100ram,ram,DaviCo02,defense,23,,,,,
player,201709100ram,ram,DaviCo02,def_pct,46%,,,,,
player,201709100ram,ram,DaviCo02,special_teams,26,,,,,
player,201709100ram,ram,DaviCo02,st_pct,74%,,,,,
player,201709100ram,ram,WebsKa00,pos,CB,,,,,
player,201709100ram,ram,WebsKa00,offense,0,,,,,
player,201709100ram,ram,WebsKa00,off_pct,0%,,,,,
player,201709100ram,ram,WebsKa00,defense,23,,,,,
player,201709100ram,ram,WebsKa00,def_pct,46%,,,,,
player,201709100ram,ram,WebsKa00,special_teams,5,,,,,
player,201709100ram,ram,WebsKa00,st_pct,14%,,,,,
player,201709100ram,ram,FoxxMo00,pos,DE,,,,,
player,201709100ram,ram,FoxxMo00,offense,0,,,,,
player,201709100ram,ram,FoxxMo00,off_pct,0%,,,,,
player,201709100ram,ram,FoxxMo00,defense,18,,,,,
player,201709100ram,ram,FoxxMo00,def_pct,36%,,,,,
player,201709100ram,ram,FoxxMo00,special_teams,4,,,,,
player,201709100ram,ram,FoxxMo00,st_pct,11%,,,,,
player,201709100ram,ram,CounBl00,pos,SS,,,,,
player,201709100ram,ram,CounBl00,offense,0,,,,,
player,201709100ram,ram,CounBl00,off_pct,0%,,,,,
player,201709100ram,ram,CounBl00,defense,14,,,,,
player,201709100ram,ram,CounBl00,def_pct,28%,,,,,
player,201709100ram,ram,CounBl00,special_teams,22,,,,,
player,201709100ram,ram,CounBl00,st_pct,63%,,,,,
player,201709100ram,ram,EbukSa00,pos,LB,,,,,
player,201709100ram,ram,EbukSa00,offense,0,,,,,
player,201709100ram,ram,EbukSa00,off_pct,0%,,,,,
player,201709100ram,ram,EbukSa00,defense,14,,,,,
player,201709100ram,ram,EbukSa00,def_pct,28%,,,,,
player,201709100ram,ram,EbukSa00,special_teams,22,,,,,
player,201709100ram,ram,EbukSa00,st_pct,63%,,,,,
player,201709100ram,ram,HatfDo00,pos,CB,,,,,
player,201709100ram,ram,HatfDo00,offense,0,,,,,
player,201709100ram,ram,HatfDo00,off_pct,0%,,,,,
player,201709100ram,ram,HatfDo00,defense,10,,,,,
player,201709100ram,ram,HatfDo00,def_pct,20%,,,,,
player,201709100ram,ram,HatfDo00,special_teams,16,,,,,
player,201709100ram,ram,HatfDo00,st_pct,46%,,,,,
player,201709100ram,ram,LittCo01,pos,LB,,,,,
player,201709100ram,ram,LittCo01,offense,0,,,,,
player,201709100ram,ram,LittCo01,off_pct,0%,,,,,
player,201709100ram,ram,LittCo01,defense,9,,,,,
player,201709100ram,ram,LittCo01,def_pct,18%,,,,,
player,201709100ram,ram,LittCo01,special_teams,27,,,,,
player,201709100ram,ram,LittCo01,st_pct,77%,,,,,
player,201709100ram,ram,HageBr00,pos,LB,,,,,
player,201709100ram,ram,HageBr00,offense,0,,,,,
player,201709100ram,ram,HageBr00,off_pct,0%,,,,,
player,201709100ram,ram,HageBr00,defense,9,,,,,
player,201709100ram,ram,HageBr00,def_pct,18%,,,,,
player,201709100ram,ram,HageBr00,special_teams,25,,,,,
player,201709100ram,ram,HageBr00,st_pct,71%,,,,,
player,201709100ram,ram,JohnJo10,pos,SS,,,,,
player,201709100ram,ram,JohnJo10,offense,0,,,,,
player,201709100ram,ram,JohnJo10,off_pct,0%,,,,,
player,201709100ram,ram,JohnJo10,defense,9,,,,,
player,201709100ram,ram,JohnJo10,def_pct,18%,,,,,
player,201709100ram,ram,JohnJo10,special_teams,24,,,,,
player,201709100ram,ram,JohnJo10,st_pct,69%,,,,,
player,201709100ram,ram,ZuerGr00,pos,K,,,,,
player,201709100ram,ram,ZuerGr00,offense,0,,,,,
player,201709100ram,ram,ZuerGr00,off_pct,0%,,,,,
player,201709100ram,ram,ZuerGr00,defense,0,,,,,
player,201709100ram,ram,ZuerGr00,def_pct,0%,,,,,
player,201709100ram,ram,ZuerGr00,special_teams,17,,,,,
player,201709100ram,ram,ZuerGr00,st_pct,49%,,,,,
player,201709100ram,ram,HekkJo00,pos,P,,,,,
player,201709100ram,ram,HekkJo00,offense,0,,,,,
player,201709100ram,ram,HekkJo00,off_pct,0%,,,,,
player,201709100ram,ram,HekkJo00,defense,0,,,,,
player,201709100ram,ram,HekkJo00,def_pct,0%,,,,,
player,201709100ram,ram,HekkJo00,special_teams,13,,,,,
player,201709100ram,ram,HekkJo00,st_pct,37%,,,,,
player,201709100ram,ram,McQuJa00,pos,LS,,,,,
player,201709100ram,ram,McQuJa00,offense,0,,,,,
player,201709100ram,ram,McQuJa00,off_pct,0%,,,,,
player,201709100ram,ram,McQuJa00,defense,0,,,,,
player,201709100ram,ram,McQuJa00,def_pct,0%,,,,,
player,201709100ram,ram,McQuJa00,special_teams,13,,,,,
player,201709100ram,ram,McQuJa00,st_pct,37%,,,,,
player,201709100ram,clt,GoodDe01,pos,T,,,,,
player,201709100ram,clt,GoodDe01,offense,50,,,,,
player,201709100ram,clt,GoodDe01,off_pct,100%,,,,,
player,201709100ram,clt,GoodDe01,defense,0,,,,,
player,201709100ram,clt,GoodDe01,def_pct,0%,,,,,
player,201709100ram,clt,GoodDe01,special_teams,3,,,,,
player,201709100ram,clt,GoodDe01,st_pct,9%,,,,,
player,201709100ram,clt,VujnJe00,pos,G,,,,,
player,201709100ram,clt,VujnJe00,offense,50,,,,,
player,201709100ram,clt,VujnJe00,off_pct,100%,,,,,
player,201709100ram,clt,VujnJe00,defense,0,,,,,
player,201709100ram,clt,VujnJe00,def_pct,0%,,,,,
player,201709100ram,clt,VujnJe00,special_teams,3,,,,,
player,201709100ram,clt,VujnJe00,st_pct,9%,,,,,
player,201709100ram,clt,CastAn00,pos,T,,,,,
player,201709100ram,clt,CastAn00,offense,50,,,,,
player,201709100ram,clt,CastAn00,off_pct,100%,,,,,
player,201709100ram,clt,CastAn00,defense,0,,,,,
player,201709100ram,clt,CastAn00,def_pct,0%,,,,,
player,201709100ram,clt,CastAn00,special_teams,0,,,,,
player,201709100ram,clt,CastAn00,st_pct,0%,,,,,
player,201709100ram,clt,BondDe01,pos,C,,,,,
player,201709100ram,clt,BondDe01,offense,50,,,,,
player,201709100ram,clt,BondDe01,off_pct,100%,,,,,
player,201709100ram,clt,BondDe01,defense,0,,,,,
player,201709100ram,clt,BondDe01,def_pct,0%,,,,,
player,201709100ram,clt,BondDe01,special_teams,0,,,,,
player,201709100ram,clt,BondDe01,st_pct,0%,,,,,
player,201709100ram,clt,DoylJa00,pos,TE,,,,,
player,201709100ram,clt,DoylJa00,offense,46,,,,,
player,201709100ram,clt,DoylJa00,off_pct,92%,,,,,
player,201709100ram,clt,DoylJa00,defense,0,,,,,
player,201709100ram,clt,DoylJa00,def_pct,0%,,,,,
player,201709100ram,clt,DoylJa00,special_teams,9,,,,,
player,201709100ram,clt,DoylJa00,st_pct,26%,,,,,
player,201709100ram,clt,MoncDo00,pos,WR,,,,,
player,201709100ram,clt,MoncDo00,offense,45,,,,,
player,201709100ram,clt,MoncDo00,off_pct,90%,,,,,
player,201709100ram,clt,MoncDo00,defense,0,,,,,
player,201709100ram,clt,MoncDo00,def_pct,0%,,,,,
player,201709100ram,clt,MoncDo00,special_teams,0,,,,,
player,201709100ram,clt,MoncDo00,st_pct,0%,,,,,
player,201709100ram,clt,HiltT.00,pos,WR,,,,,
player,201709100ram,clt,HiltT.00,offense,44,,,,,
player,201709100ram,clt,HiltT.00,off_pct,88%,,,,,
player,201709100ram,clt,HiltT.00,defense,0,,,,,
player,201709100ram,clt,HiltT.00,def_pct,0%,,,,,
player,201709100ram,clt,HiltT.00,special_teams,0,,,,,
player,201709100ram,clt,HiltT.00,st_pct,0%,,,,,
player,201709100ram,clt,TolzSc00,pos,QB,,,,,
player,201709100ram,clt,TolzSc00,offense,41,,,,,
player,201709100ram,clt,TolzSc00,off_pct,82%,,,,,
player,201709100ram,clt,TolzSc00,defense,0,,,,,
player,201709100ram,clt,TolzSc00,def_pct,0%,,,,,
player,201709100ram,clt,TolzSc00,special_teams,0,,,,,
player,201709100ram,clt,TolzSc00,st_pct,0%,,,,,
player,201709100ram,clt,MewhJa00,pos,G,,,,,
player,201709100ram,clt,MewhJa00,offense,40,,,,,
player,201709100ram,clt,MewhJa00,off_pct,80%,,,,,
player,201709100ram,clt,MewhJa00,defense,0,,,,,
player,201709100ram,clt,MewhJa00,def_pct,0%,,,,,
player,201709100ram,clt,MewhJa00,special_teams,3,,,,,
player,201709100ram,clt,MewhJa00,st_pct,9%,,,,,
player,201709100ram,clt,AikeKa00,pos,WR,,,,,
player,201709100ram,clt,AikeKa00,offense,26,,,,,
player,201709100ram,clt,AikeKa00,off_pct,52%,,,,,
player,201709100ram,clt,AikeKa00,defense,0,,,,,
player,201709100ram,clt,AikeKa00,def_pct,0%,,,,,
player,201709100ram,clt,AikeKa00,special_teams,13,,,,,
player,201709100ram,clt,AikeKa00,st_pct,37%,,,,,
player,201709100ram,clt,WillBr04,pos,TE,,,,,
player,201709100ram,clt,WillBr04,offense,19,,,,,
player,201709100ram,clt,WillBr04,off_pct,38%,,,,,
player,201709100ram,clt,WillBr04,defense,0,,,,,
player,201709100ram,clt,WillBr04,def_pct,0%,,,,,
player,201709100ram,clt,WillBr04,special_teams,12,,,,,
player,201709100ram,clt,WillBr04,st_pct,34%,,,,,
player,201709100ram,clt,GoreFr00,pos,RB,,,,,
player,201709100ram,clt,GoreFr00,offense,19,,,,,
player,201709100ram,clt,GoreFr00,off_pct,38%,,,,,
player,201709100ram,clt,GoreFr00,defense,0,,,,,
player,201709100ram,clt,GoreFr00,def_pct,0%,,,,,
player,201709100ram,clt,GoreFr00,special_teams,0,,,,,
player,201709100ram,clt,GoreFr00,st_pct,0%,,,,,
player,201709100ram,clt,MackMa00,pos,RB,,,,,
player,201709100ram,clt,MackMa00,offense,17,,,,,
player,201709100ram,clt,MackMa00,off_pct,34%,,,,,
player,201709100ram,clt,MackMa00,defense,0,,,,,
player,201709100ram,clt,MackMa00,def_pct,0%,,,,,
player,201709100ram,clt,MackMa00,special_teams,0,,,,,
player,201709100ram,clt,MackMa00,st_pct,0%,,,,,
player,201709100ram,clt,TurbRo00,pos,RB,,,,,
player,201709100ram,clt,TurbRo00,offense,14,,,,,
player,201709100ram,clt,TurbRo00,off_pct,28%,,,,,
player,201709100ram,clt,TurbRo00,defense,0,,,,,
player,201709100ram,clt,TurbRo00,def_pct,0%,,,,,
player,201709100ram,clt,TurbRo00,special_teams,10,,,,,
player,201709100ram,clt,TurbRo00,st_pct,29%,,,,,
player,201709100ram,clt,DaniDa02,pos,TE,,,,,
player,201709100ram,clt,DaniDa02,offense,13,,,,,
player,201709100ram,clt,DaniDa02,off_pct,26%,,,,,
player,201709100ram,clt,DaniDa02,defense,0,,,,,
player,201709100ram,clt,DaniDa02,def_pct,0%,,,,,
player,201709100ram,clt,DaniDa02,special_teams,4,,,,,
player,201709100ram,clt,DaniDa02,st_pct,11%,,,,,
player,201709100ram,clt,HaegJo00,pos,G,,,,,
player,201709100ram,clt,HaegJo00,offense,10,,,,,
player,201709100ram,clt,HaegJo00,off_pct,20%,,,,,
player,201709100ram,clt,HaegJo00,defense,0,,,,,
player,201709100ram,clt,HaegJo00,def_pct,0%,,,,,
player,201709100ram,clt,HaegJo00,special_teams,3,,,,,
player,201709100ram,clt,HaegJo00,st_pct,9%,,,,,
player,201709100ram,clt,BrisJa00,pos,QB,,,,,
player,201709100ram,clt,BrisJa00,offense,9,,,,,
player,201709100ram,clt,BrisJa00,off_pct,18%,,,,,
player,201709100ram,clt,BrisJa00,defense,0,,,,,
player,201709100ram,clt,BrisJa00,def_pct,0%,,,,,
player,201709100ram,clt,BrisJa00,special_teams,0,,,,,
player,201709100ram,clt,BrisJa00,st_pct,0%,,,,,
player,201709100ram,clt,BrayQu00,pos,WR,,,,,
player,201709100ram,clt,BrayQu00,offense,4,,,,,
player,201709100ram,clt,BrayQu00,off_pct,8%,,,,,
player,201709100ram,clt,BrayQu00,defense,0,,,,,
player,201709100ram,clt,BrayQu00,def_pct,0%,,,,,
player,201709100ram,clt,BrayQu00,special_teams,14,,,,,
player,201709100ram,clt,BrayQu00,st_pct,40%,,,,,
player,201709100ram,clt,HazeMa01,pos,WR,,,,,
player,201709100ram,clt,HazeMa01,offense,3,,,,,
player,201709100ram,clt,HazeMa01,off_pct,6%,,,,,
player,201709100ram,clt,HazeMa01,defense,0,,,,,
player,201709100ram,clt,HazeMa01,def_pct,0%,,,,,
player,201709100ram,clt,HazeMa01,special_teams,0,,,,,
player,201709100ram,clt,HazeMa01,st_pct,0%,,,,,
player,201709100ram,clt,BostJo00,pos,LB,,,,,
player,201709100ram,clt,BostJo00,offense,0,,,,,
player,201709100ram,clt,BostJo00,off_pct,0%,,,,,
player,201709100ram,clt,BostJo00,defense,65,,,,,
player,201709100ram,clt,BostJo00,def_pct,100%,,,,,
player,201709100ram,clt,BostJo00,special_teams,12,,,,,
player,201709100ram,clt,BostJo00,st_pct,34%,,,,,
player,201709100ram,clt,GreeT.00,pos,SS,,,,,
player,201709100ram,clt,GreeT.00,offense,0,,,,,
player,201709100ram,clt,GreeT.00,off_pct,0%,,,,,
player,201709100ram,clt,GreeT.00,defense,62,,,,,
player,201709100ram,clt,GreeT.00,def_pct,95%,,,,,
player,201709100ram,clt,GreeT.00,special_teams,8,,,,,
player,201709100ram,clt,GreeT.00,st_pct,23%,,,,,
player,201709100ram,clt,MorrAn01,pos,LB,,,,,
player,201709100ram,clt,MorrAn01,offense,0,,,,,
player,201709100ram,clt,MorrAn01,off_pct,0%,,,,,
player,201709100ram,clt,MorrAn01,defense,57,,,,,
player,201709100ram,clt,MorrAn01,def_pct,88%,,,,,
player,201709100ram,clt,MorrAn01,special_teams,16,,,,,
player,201709100ram,clt,MorrAn01,st_pct,46%,,,,,
player,201709100ram,clt,ButlDa99,pos,FS,,,,,
player,201709100ram,clt,ButlDa99,offense,0,,,,,
player,201709100ram,clt,ButlDa99,off_pct,0%,,,,,
player,201709100ram,clt,ButlDa99,defense,54,,,,,
player,201709100ram,clt,ButlDa99,def_pct,83%,,,,,
player,201709100ram,clt,ButlDa99,special_teams,0,,,,,
player,201709100ram,clt,ButlDa99,st_pct,0%,,,,,
player,201709100ram,clt,SimoJo01,pos,LB,,,,,
player,201709100ram,clt,SimoJo01,offense,0,,,,,
player,201709100ram,clt,SimoJo01,off_pct,0%,,,,,
player,201709100ram,clt,SimoJo01,defense,53,,,,,
player,201709100ram,clt,SimoJo01,def_pct,82%,,,,,
player,201709100ram,clt,SimoJo01,special_teams,16,,,,,
player,201709100ram,clt,SimoJo01,st_pct,46%,,,,,
player,201709100ram,clt,HankJo00,pos,DT,,,,,
player,201709100ram,clt,HankJo00,offense,0,,,,,
player,201709100ram,clt,HankJo00,off_pct,0%,,,,,
player,201709100ram,clt,HankJo00,defense,53,,,,,
player,201709100ram,clt,HankJo00,def_pct,82%,,,,,
player,201709100ram,clt,HankJo00,special_teams,0,,,,,
player,201709100ram,clt,HankJo00,st_pct,0%,,,,,
player,201709100ram,clt,SheaJa00,pos,LB,,,,,
player,201709100ram,clt,SheaJa00,offense,0,,,,,
player,201709100ram,clt,SheaJa00,off_pct,0%,,,,,
player,201709100ram,clt,SheaJa00,defense,50,,,,,
player,201709100ram,clt,SheaJa00,def_pct,77%,,,,,
player,201709100ram,clt,SheaJa00,special_teams,0,,,,,
player,201709100ram,clt,SheaJa00,st_pct,0%,,,,,
player,201709100ram,clt,MelvRa00,pos,CB,,,,,
player,201709100ram,clt,MelvRa00,offense,0,,,,,
player,201709100ram,clt,MelvRa00,off_pct,0%,,,,,
player,201709100ram,clt,MelvRa00,defense,48,,,,,
player,201709100ram,clt,MelvRa00,def_pct,74%,,,,,
player,201709100ram,clt,MelvRa00,special_teams,7,,,,,
player,201709100ram,clt,MelvRa00,st_pct,20%,,,,,
player,201709100ram,clt,FarlMa00,pos,SS,,,,,
player,201709100ram,clt,FarlMa00,offense,0,,,,,
player,201709100ram,clt,FarlMa00,off_pct,0%,,,,,
player,201709100ram,clt,FarlMa00,defense,46,,,,,
player,201709100ram,clt,FarlMa00,def_pct,71%,,,,,
player,201709100ram,clt,FarlMa00,special_teams,19,,,,,
player,201709100ram,clt,FarlMa00,st_pct,54%,,,,,
player,201709100ram,clt,HairNa00,pos,CB,,,,,
player,201709100ram,clt,HairNa00,offense,0,,,,,
player,201709100ram,clt,HairNa00,off_pct,0%,,,,,
player,201709100ram,clt,HairNa00,defense,40,,,,,
player,201709100ram,clt,HairNa00,def_pct,62%,,,,,
player,201709100ram,clt,HairNa00,special_teams,4,,,,,
player,201709100ram,clt,HairNa00,st_pct,11%,,,,,
player,201709100ram,clt,WoodAl99,pos,NT,,,,,
player,201709100ram,clt,WoodAl99,offense,0,,,,,
player,201709100ram,clt,WoodAl99,off_pct,0%,,,,,
player,201709100ram,clt,WoodAl99,defense,38,,,,,
player,201709100ram,clt,WoodAl99,def_pct,58%,,,,,
player,201709100ram,clt,WoodAl99,special_teams,8,,,,,
player,201709100ram,clt,WoodAl99,st_pct,23%,,,,,
player,201709100ram,clt,HookMa00,pos,FS,,,,,
player,201709100ram,clt,HookMa00,offense,0,,,,,
player,201709100ram,clt,HookMa00,off_pct,0%,,,,,
player,201709100ram,clt,HookMa00,defense,30,,,,,
player,201709100ram,clt,HookMa00,def_pct,46%,,,,,
player,201709100ram,clt,HookMa00,special_teams,18,,,,,
player,201709100ram,clt,HookMa00,st_pct,51%,,,,,
player,201709100ram,clt,AndeHe00,pos,DE,,,,,
player,201709100ram,clt,AndeHe00,offense,0,,,,,
player,201709100ram,clt,AndeHe00,off_pct,0%,,,,,
player,201709100ram,clt,AndeHe00,defense,25,,,,,
player,201709100ram,clt,AndeHe00,def_pct,38%,,,,,
player,201709100ram,clt,AndeHe00,special_teams,11,,,,,
player,201709100ram,clt,AndeHe00,st_pct,31%,,,,,
player,201709100ram,clt,HuntMa00,pos,DE,,,,,
player,201709100ram,clt,HuntMa00,offense,0,,,,,
player,201709100ram,clt,HuntMa00,off_pct,0%,,,,,
player,201709100ram,clt,HuntMa00,defense,20,,,,,
player,201709100ram,clt,HuntMa00,def_pct,31%,,,,,
player,201709100ram,clt,HuntMa00,special_teams,26,,,,,
player,201709100ram,clt,HuntMa00,st_pct,74%,,,,,
player,201709100ram,clt,RidgHa00,pos,DT,,,,,
player,201709100ram,clt,RidgHa00,offense,0,,,,,
player,201709100ram,clt,RidgHa00,off_pct,0%,,,,,
player,201709100ram,clt,RidgHa00,defense,19,,,,,
player,201709100ram,clt,RidgHa00,def_pct,29%,,,,,
player,201709100ram,clt,RidgHa00,special_teams,11,,,,,
player,201709100ram,clt,RidgHa00,st_pct,31%,,,,,
player,201709100ram,clt,WilsQu01,pos,CB,,,,,
player,201709100ram,clt,WilsQu01,offense,0,,,,,
player,201709100ram,clt,WilsQu01,off_pct,0%,,,,,
player,201709100ram,clt,WilsQu01,defense,17,,,,,
player,201709100ram,clt,WilsQu01,def_pct,26%,,,,,
player,201709100ram,clt,WilsQu01,special_teams,6,,,,,
player,201709100ram,clt,WilsQu01,st_pct,17%,,,,,
player,201709100ram,clt,MingBa00,pos,LB,,,,,
player,201709100ram,clt,MingBa00,offense,0,,,,,
player,201709100ram,clt,MingBa00,off_pct,0%,,,,,
player,201709100ram,clt,MingBa00,defense,15,,,,,
player,201709100ram,clt,MingBa00,def_pct,23%,,,,,
player,201709100ram,clt,MingBa00,special_teams,24,,,,,
player,201709100ram,clt,MingBa00,st_pct,69%,,,,,
player,201709100ram,clt,BashTa00,pos,LB,,,,,
player,201709100ram,clt,BashTa00,offense,0,,,,,
player,201709100ram,clt,BashTa00,off_pct,0%,,,,,
player,201709100ram,clt,BashTa00,defense,15,,,,,
player,201709100ram,clt,BashTa00,def_pct,23%,,,,,
player,201709100ram,clt,BashTa00,special_teams,7,,,,,
player,201709100ram,clt,BashTa00,st_pct,20%,,,,,
player,201709100ram,clt,GeorJe01,pos,LB,,,,,
player,201709100ram,clt,GeorJe01,offense,0,,,,,
player,201709100ram,clt,GeorJe01,off_pct,0%,,,,,
player,201709100ram,clt,GeorJe01,defense,8,,,,,
player,201709100ram,clt,GeorJe01,def_pct,12%,,,,,
player,201709100ram,clt,GeorJe01,special_teams,21,,,,,
player,201709100ram,clt,GeorJe01,st_pct,60%,,,,,
player,201709100ram,clt,MiltCh00,pos,CB,,,,,
player,201709100ram,clt,MiltCh00,offense,0,,,,,
player,201709100ram,clt,MiltCh00,off_pct,0%,,,,,
player,201709100ram,clt,MiltCh00,defense,0,,,,,
player,201709100ram,clt,MiltCh00,def_pct,0%,,,,,
player,201709100ram,clt,MiltCh00,special_teams,32,,,,,
player,201709100ram,clt,MiltCh00,st_pct,91%,,,,,
player,201709100ram,clt,MoorKe03,pos,CB,,,,,
player,201709100ram,clt,MoorKe03,offense,0,,,,,
player,201709100ram,clt,MoorKe03,off_pct,0%,,,,,
player,201709100ram,clt,MoorKe03,defense,0,,,,,
player,201709100ram,clt,MoorKe03,def_pct,0%,,,,,
player,201709100ram,clt,MoorKe03,special_teams,20,,,,,
player,201709100ram,clt,MoorKe03,st_pct,57%,,,,,
player,201709100ram,clt,SancRi00,pos,P,,,,,
player,201709100ram,clt,SancRi00,offense,0,,,,,
player,201709100ram,clt,SancRi00,off_pct,0%,,,,,
player,201709100ram,clt,SancRi00,defense,0,,,,,
player,201709100ram,clt,SancRi00,def_pct,0%,,,,,
player,201709100ram,clt,SancRi00,special_teams,13,,,,,
player,201709100ram,clt,SancRi00,st_pct,37%,,,,,
player,201709100ram,clt,RedmAd00,pos,C,,,,,
player,201709100ram,clt,RedmAd00,offense,0,,,,,
player,201709100ram,clt,RedmAd00,off_pct,0%,,,,,
player,201709100ram,clt,RedmAd00,defense,0,,,,,
player,201709100ram,clt,RedmAd00,def_pct,0%,,,,,
player,201709100ram,clt,RedmAd00,special_teams,9,,,,,
player,201709100ram,clt,RedmAd00,st_pct,26%,,,,,
player,201709100ram,clt,RhodLu00,pos,LS,,,,,
player,201709100ram,clt,RhodLu00,offense,0,,,,,
player,201709100ram,clt,RhodLu00,off_pct,0%,,,,,
player,201709100ram,clt,RhodLu00,defense,0,,,,,
player,201709100ram,clt,RhodLu00,def_pct,0%,,,,,
player,201709100ram,clt,RhodLu00,special_teams,9,,,,,
player,201709100ram,clt,RhodLu00,st_pct,26%,,,,,
