game,2017,3,20170924,201709240chi,pit,"Pittsburgh Steelers",17,chi,"Chicago Bears",23
player,201709240chi,chi,FloyLe00,sacks,0.0,,,,,
player,201709240chi,chi,FloyLe00,tackles_combined,1,,,,,
player,201709240chi,chi,FloyLe00,tackles_solo,0,,,,,
player,201709240chi,chi,FloyLe00,tackles_assists,1,,,,,
player,201709240chi,chi,FloyLe00,tackles_loss,0,,,,,
player,201709240chi,chi,FloyLe00,qb_hits,0,,,,,
player,201709240chi,chi,FloyLe00,fumbles_rec,0,,,,,
player,201709240chi,chi,FloyLe00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,FloyLe00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,FloyLe00,fumbles_forced,0,,,,,
player,201709240chi,chi,JackEd01,def_int,0,,,,,
player,201709240chi,chi,JackEd01,def_int_yds,0,,,,,
player,201709240chi,chi,JackEd01,def_int_td,0,,,,,
player,201709240chi,chi,JackEd01,def_int_long,0,,,,,
player,201709240chi,chi,JackEd01,pass_defended,0,,,,,
player,201709240chi,chi,JackEd01,sacks,0.0,,,,,
player,201709240chi,chi,JackEd01,tackles_combined,1,,,,,
player,201709240chi,chi,JackEd01,tackles_solo,1,,,,,
player,201709240chi,chi,JackEd01,tackles_assists,0,,,,,
player,201709240chi,chi,JackEd01,tackles_loss,0,,,,,
player,201709240chi,chi,JackEd01,qb_hits,0,,,,,
player,201709240chi,chi,JackEd01,fumbles_rec,0,,,,,
player,201709240chi,chi,JackEd01,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,JackEd01,fumbles_rec_td,0,,,,,
player,201709240chi,chi,JackEd01,fumbles_forced,0,,,,,
player,201709240chi,chi,JoneCh05,def_int,0,,,,,
player,201709240chi,chi,JoneCh05,def_int_yds,0,,,,,
player,201709240chi,chi,JoneCh05,def_int_td,0,,,,,
player,201709240chi,chi,JoneCh05,def_int_long,0,,,,,
player,201709240chi,chi,JoneCh05,pass_defended,0,,,,,
player,201709240chi,chi,JoneCh05,sacks,0.0,,,,,
player,201709240chi,chi,JoneCh05,tackles_combined,1,,,,,
player,201709240chi,chi,JoneCh05,tackles_solo,0,,,,,
player,201709240chi,chi,JoneCh05,tackles_assists,1,,,,,
player,201709240chi,chi,JoneCh05,tackles_loss,0,,,,,
player,201709240chi,chi,JoneCh05,qb_hits,0,,,,,
player,201709240chi,chi,JoneCh05,fumbles_rec,0,,,,,
player,201709240chi,chi,JoneCh05,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,JoneCh05,fumbles_rec_td,0,,,,,
player,201709240chi,chi,JoneCh05,fumbles_forced,0,,,,,
player,201709240chi,chi,UnreMi00,def_int,0,,,,,
player,201709240chi,chi,UnreMi00,def_int_yds,0,,,,,
player,201709240chi,chi,UnreMi00,def_int_td,0,,,,,
player,201709240chi,chi,UnreMi00,def_int_long,0,,,,,
player,201709240chi,chi,UnreMi00,pass_defended,0,,,,,
player,201709240chi,chi,UnreMi00,sacks,0.0,,,,,
player,201709240chi,chi,UnreMi00,tackles_combined,1,,,,,
player,201709240chi,chi,UnreMi00,tackles_solo,1,,,,,
player,201709240chi,chi,UnreMi00,tackles_assists,0,,,,,
player,201709240chi,chi,UnreMi00,tackles_loss,0,,,,,
player,201709240chi,chi,UnreMi00,qb_hits,0,,,,,
player,201709240chi,chi,UnreMi00,fumbles_rec,0,,,,,
player,201709240chi,chi,UnreMi00,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,UnreMi00,fumbles_rec_td,0,,,,,
player,201709240chi,chi,UnreMi00,fumbles_forced,0,,,,,
player,201709240chi,chi,McMaSh99,def_int,0,,,,,
player,201709240chi,chi,McMaSh99,def_int_yds,0,,,,,
player,201709240chi,chi,McMaSh99,def_int_td,0,,,,,
player,201709240chi,chi,McMaSh99,def_int_long,0,,,,,
player,201709240chi,chi,McMaSh99,pass_defended,0,,,,,
player,201709240chi,chi,McMaSh99,sacks,0.0,,,,,
player,201709240chi,chi,McMaSh99,tackles_combined,0,,,,,
player,201709240chi,chi,McMaSh99,tackles_solo,0,,,,,
player,201709240chi,chi,McMaSh99,tackles_assists,0,,,,,
player,201709240chi,chi,McMaSh99,tackles_loss,0,,,,,
player,201709240chi,chi,McMaSh99,qb_hits,0,,,,,
player,201709240chi,chi,McMaSh99,fumbles_rec,1,,,,,
player,201709240chi,chi,McMaSh99,fumbles_rec_yds,0,,,,,
player,201709240chi,chi,McMaSh99,fumbles_rec_td,0,,,,,
player,201709240chi,chi,McMaSh99,fumbles_forced,0,,,,,
player,201709240chi,pit,RogeEl00,kick_ret,0,,,,,
player,201709240chi,pit,RogeEl00,kick_ret_yds,0,,,,,
player,201709240chi,pit,RogeEl00,kick_ret_yds_per_ret,,,,,,
player,201709240chi,pit,RogeEl00,kick_ret_td,0,,,,,
player,201709240chi,pit,RogeEl00,kick_ret_long,0,,,,,
player,201709240chi,pit,RogeEl00,punt_ret,3,,,,,
player,201709240chi,pit,RogeEl00,punt_ret_yds,15,,,,,
player,201709240chi,pit,RogeEl00,punt_ret_yds_per_ret,5.0,,,,,
player,201709240chi,pit,RogeEl00,punt_ret_td,0,,,,,
player,201709240chi,pit,RogeEl00,punt_ret_long,15,,,,,
player,201709240chi,pit,WatsTe00,kick_ret,1,,,,,
player,201709240chi,pit,WatsTe00,kick_ret_yds,24,,,,,
player,201709240chi,pit,WatsTe00,kick_ret_yds_per_ret,24.0,,,,,
player,201709240chi,pit,WatsTe00,kick_ret_td,0,,,,,
player,201709240chi,pit,WatsTe00,kick_ret_long,24,,,,,
player,201709240chi,pit,WatsTe00,punt_ret,0,,,,,
player,201709240chi,pit,WatsTe00,punt_ret_yds,0,,,,,
player,201709240chi,pit,WatsTe00,punt_ret_yds_per_ret,,,,,,
player,201709240chi,pit,WatsTe00,punt_ret_td,0,,,,,
player,201709240chi,pit,WatsTe00,punt_ret_long,0,,,,,
player,201709240chi,chi,CoheTa00,kick_ret,0,,,,,
player,201709240chi,chi,CoheTa00,kick_ret_yds,0,,,,,
player,201709240chi,chi,CoheTa00,kick_ret_yds_per_ret,,,,,,
player,201709240chi,chi,CoheTa00,kick_ret_td,0,,,,,
player,201709240chi,chi,CoheTa00,kick_ret_long,0,,,,,
player,201709240chi,chi,CoheTa00,punt_ret,1,,,,,
player,201709240chi,chi,CoheTa00,punt_ret_yds,0,,,,,
player,201709240chi,chi,CoheTa00,punt_ret_yds_per_ret,0.0,,,,,
player,201709240chi,chi,CoheTa00,punt_ret_td,0,,,,,
player,201709240chi,chi,CoheTa00,punt_ret_long,0,,,,,
player,201709240chi,chi,ThomDe04,kick_ret,3,,,,,
player,201709240chi,chi,ThomDe04,kick_ret_yds,69,,,,,
player,201709240chi,chi,ThomDe04,kick_ret_yds_per_ret,23.0,,,,,
player,201709240chi,chi,ThomDe04,kick_ret_td,0,,,,,
player,201709240chi,chi,ThomDe04,kick_ret_long,29,,,,,
player,201709240chi,chi,ThomDe04,punt_ret,0,,,,,
player,201709240chi,chi,ThomDe04,punt_ret_yds,0,,,,,
player,201709240chi,chi,ThomDe04,punt_ret_yds_per_ret,,,,,,
player,201709240chi,chi,ThomDe04,punt_ret_td,0,,,,,
player,201709240chi,chi,ThomDe04,punt_ret_long,0,,,,,
player,201709240chi,pit,BoswCh00,xpm,2,,,,,
player,201709240chi,pit,BoswCh00,xpa,2,,,,,
player,201709240chi,pit,BoswCh00,fgm,1,,,,,
player,201709240chi,pit,BoswCh00,fga,2,,,,,
player,201709240chi,pit,BoswCh00,punt,0,,,,,
player,201709240chi,pit,BoswCh00,punt_yds,0,,,,,
player,201709240chi,pit,BoswCh00,punt_yds_per_punt,,,,,,
player,201709240chi,pit,BoswCh00,punt_long,0,,,,,
player,201709240chi,pit,BerrJo00,xpm,,,,,,
player,201709240chi,pit,BerrJo00,xpa,,,,,,
player,201709240chi,pit,BerrJo00,fgm,,,,,,
player,201709240chi,pit,BerrJo00,fga,,,,,,
player,201709240chi,pit,BerrJo00,punt,5,,,,,
player,201709240chi,pit,BerrJo00,punt_yds,203,,,,,
player,201709240chi,pit,BerrJo00,punt_yds_per_punt,40.6,,,,,
player,201709240chi,pit,BerrJo00,punt_long,46,,,,,
player,201709240chi,chi,barthco01,xpm,2,,,,,
player,201709240chi,chi,barthco01,xpa,2,,,,,
player,201709240chi,chi,barthco01,fgm,1,,,,,
player,201709240chi,chi,barthco01,fga,2,,,,,
player,201709240chi,chi,barthco01,punt,0,,,,,
player,201709240chi,chi,barthco01,punt_yds,0,,,,,
player,201709240chi,chi,barthco01,punt_yds_per_punt,,,,,,
player,201709240chi,chi,barthco01,punt_long,0,,,,,
player,201709240chi,chi,ODonPa00,xpm,,,,,,
player,201709240chi,chi,ODonPa00,xpa,,,,,,
player,201709240chi,chi,ODonPa00,fgm,,,,,,
player,201709240chi,chi,ODonPa00,fga,,,,,,
player,201709240chi,chi,ODonPa00,punt,6,,,,,
player,201709240chi,chi,ODonPa00,punt_yds,267,,,,,
player,201709240chi,chi,ODonPa00,punt_yds_per_punt,44.5,,,,,
player,201709240chi,chi,ODonPa00,punt_long,62,,,,,
player,201709240chi,chi,LongKy00,pos,G,,,,,
player,201709240chi,chi,LongKy00,offense,65,,,,,
player,201709240chi,chi,LongKy00,off_pct,100%,,,,,
player,201709240chi,chi,LongKy00,defense,0,,,,,
player,201709240chi,chi,LongKy00,def_pct,0%,,,,,
player,201709240chi,chi,LongKy00,special_teams,4,,,,,
player,201709240chi,chi,LongKy00,st_pct,15%,,,,,
player,201709240chi,chi,WhitCo03,pos,C,,,,,
player,201709240chi,chi,WhitCo03,offense,65,,,,,
player,201709240chi,chi,WhitCo03,off_pct,100%,,,,,
player,201709240chi,chi,WhitCo03,defense,0,,,,,
player,201709240chi,chi,WhitCo03,def_pct,0%,,,,,
player,201709240chi,chi,WhitCo03,special_teams,4,,,,,
player,201709240chi,chi,WhitCo03,st_pct,15%,,,,,
player,201709240chi,chi,LenoCh00,pos,T,,,,,
player,201709240chi,chi,LenoCh00,offense,65,,,,,
player,201709240chi,chi,LenoCh00,off_pct,100%,,,,,
player,201709240chi,chi,LenoCh00,defense,0,,,,,
player,201709240chi,chi,LenoCh00,def_pct,0%,,,,,
player,201709240chi,chi,LenoCh00,special_teams,4,,,,,
player,201709240chi,chi,LenoCh00,st_pct,15%,,,,,
player,201709240chi,chi,MassBo00,pos,T,,,,,
player,201709240chi,chi,MassBo00,offense,65,,,,,
player,201709240chi,chi,MassBo00,off_pct,100%,,,,,
player,201709240chi,chi,MassBo00,defense,0,,,,,
player,201709240chi,chi,MassBo00,def_pct,0%,,,,,
player,201709240chi,chi,MassBo00,special_teams,4,,,,,
player,201709240chi,chi,MassBo00,st_pct,15%,,,,,
player,201709240chi,chi,GlenMi00,pos,QB,,,,,
player,201709240chi,chi,GlenMi00,offense,65,,,,,
player,201709240chi,chi,GlenMi00,off_pct,100%,,,,,
player,201709240chi,chi,GlenMi00,defense,0,,,,,
player,201709240chi,chi,GlenMi00,def_pct,0%,,,,,
player,201709240chi,chi,GlenMi00,special_teams,0,,,,,
player,201709240chi,chi,GlenMi00,st_pct,0%,,,,,
player,201709240chi,chi,SoweBr00,pos,T,,,,,
player,201709240chi,chi,SoweBr00,offense,51,,,,,
player,201709240chi,chi,SoweBr00,off_pct,78%,,,,,
player,201709240chi,chi,SoweBr00,defense,0,,,,,
player,201709240chi,chi,SoweBr00,def_pct,0%,,,,,
player,201709240chi,chi,SoweBr00,special_teams,4,,,,,
player,201709240chi,chi,SoweBr00,st_pct,15%,,,,,
player,201709240chi,chi,SimsDi00,pos,TE,,,,,
player,201709240chi,chi,SimsDi00,offense,51,,,,,
player,201709240chi,chi,SimsDi00,off_pct,78%,,,,,
player,201709240chi,chi,SimsDi00,defense,0,,,,,
player,201709240chi,chi,SimsDi00,def_pct,0%,,,,,
player,201709240chi,chi,SimsDi00,special_teams,4,,,,,
player,201709240chi,chi,SimsDi00,st_pct,15%,,,,,
player,201709240chi,chi,ThomDe04,pos,WR,,,,,
player,201709240chi,chi,ThomDe04,offense,46,,,,,
player,201709240chi,chi,ThomDe04,off_pct,71%,,,,,
player,201709240chi,chi,ThomDe04,defense,0,,,,,
player,201709240chi,chi,ThomDe04,def_pct,0%,,,,,
player,201709240chi,chi,ThomDe04,special_teams,5,,,,,
player,201709240chi,chi,ThomDe04,st_pct,19%,,,,,
player,201709240chi,chi,HowaJo00,pos,RB,,,,,
player,201709240chi,chi,HowaJo00,offense,41,,,,,
player,201709240chi,chi,HowaJo00,off_pct,63%,,,,,
player,201709240chi,chi,HowaJo00,defense,0,,,,,
player,201709240chi,chi,HowaJo00,def_pct,0%,,,,,
player,201709240chi,chi,HowaJo00,special_teams,0,,,,,
player,201709240chi,chi,HowaJo00,st_pct,0%,,,,,
player,201709240chi,chi,WheaMa00,pos,WR,,,,,
player,201709240chi,chi,WheaMa00,offense,39,,,,,
player,201709240chi,chi,WheaMa00,off_pct,60%,,,,,
player,201709240chi,chi,WheaMa00,defense,0,,,,,
player,201709240chi,chi,WheaMa00,def_pct,0%,,,,,
player,201709240chi,chi,WheaMa00,special_teams,0,,,,,
player,201709240chi,chi,WheaMa00,st_pct,0%,,,,,
player,201709240chi,chi,WrigKe01,pos,WR,,,,,
player,201709240chi,chi,WrigKe01,offense,35,,,,,
player,201709240chi,chi,WrigKe01,off_pct,54%,,,,,
player,201709240chi,chi,WrigKe01,defense,0,,,,,
player,201709240chi,chi,WrigKe01,def_pct,0%,,,,,
player,201709240chi,chi,WrigKe01,special_teams,0,,,,,
player,201709240chi,chi,WrigKe01,st_pct,0%,,,,,
player,201709240chi,chi,MillZa02,pos,TE,,,,,
player,201709240chi,chi,MillZa02,offense,32,,,,,
player,201709240chi,chi,MillZa02,off_pct,49%,,,,,
player,201709240chi,chi,MillZa02,defense,0,,,,,
player,201709240chi,chi,MillZa02,def_pct,0%,,,,,
player,201709240chi,chi,MillZa02,special_teams,0,,,,,
player,201709240chi,chi,MillZa02,st_pct,0%,,,,,
player,201709240chi,chi,CoheTa00,pos,RB,,,,,
player,201709240chi,chi,CoheTa00,offense,28,,,,,
player,201709240chi,chi,CoheTa00,off_pct,43%,,,,,
player,201709240chi,chi,CoheTa00,defense,0,,,,,
player,201709240chi,chi,CoheTa00,def_pct,0%,,,,,
player,201709240chi,chi,CoheTa00,special_teams,5,,,,,
player,201709240chi,chi,CoheTa00,st_pct,19%,,,,,
player,201709240chi,chi,BellJo02,pos,WR,,,,,
player,201709240chi,chi,BellJo02,offense,19,,,,,
player,201709240chi,chi,BellJo02,off_pct,29%,,,,,
player,201709240chi,chi,BellJo02,defense,0,,,,,
player,201709240chi,chi,BellJo02,def_pct,0%,,,,,
player,201709240chi,chi,BellJo02,special_teams,6,,,,,
player,201709240chi,chi,BellJo02,st_pct,22%,,,,,
player,201709240chi,chi,ShahAd00,pos,TE,,,,,
player,201709240chi,chi,ShahAd00,offense,15,,,,,
player,201709240chi,chi,ShahAd00,off_pct,23%,,,,,
player,201709240chi,chi,ShahAd00,defense,0,,,,,
player,201709240chi,chi,ShahAd00,def_pct,0%,,,,,
player,201709240chi,chi,ShahAd00,special_teams,13,,,,,
player,201709240chi,chi,ShahAd00,st_pct,48%,,,,,
player,201709240chi,chi,BurtMi00,pos,FB,,,,,
player,201709240chi,chi,BurtMi00,offense,14,,,,,
player,201709240chi,chi,BurtMi00,off_pct,22%,,,,,
player,201709240chi,chi,BurtMi00,defense,0,,,,,
player,201709240chi,chi,BurtMi00,def_pct,0%,,,,,
player,201709240chi,chi,BurtMi00,special_teams,11,,,,,
player,201709240chi,chi,BurtMi00,st_pct,41%,,,,,
player,201709240chi,chi,GrasHr00,pos,C,,,,,
player,201709240chi,chi,GrasHr00,offense,14,,,,,
player,201709240chi,chi,GrasHr00,off_pct,22%,,,,,
player,201709240chi,chi,GrasHr00,defense,0,,,,,
player,201709240chi,chi,GrasHr00,def_pct,0%,,,,,
player,201709240chi,chi,GrasHr00,special_teams,0,,,,,
player,201709240chi,chi,GrasHr00,st_pct,0%,,,,,
player,201709240chi,chi,CunnBe01,pos,RB,,,,,
player,201709240chi,chi,CunnBe01,offense,5,,,,,
player,201709240chi,chi,CunnBe01,off_pct,8%,,,,,
player,201709240chi,chi,CunnBe01,defense,0,,,,,
player,201709240chi,chi,CunnBe01,def_pct,0%,,,,,
player,201709240chi,chi,CunnBe01,special_teams,18,,,,,
player,201709240chi,chi,CunnBe01,st_pct,67%,,,,,
player,201709240chi,chi,JackEd01,pos,FS,,,,,
player,201709240chi,chi,JackEd01,offense,0,,,,,
player,201709240chi,chi,JackEd01,off_pct,0%,,,,,
player,201709240chi,chi,JackEd01,defense,62,,,,,
player,201709240chi,chi,JackEd01,def_pct,97%,,,,,
player,201709240chi,chi,JackEd01,special_teams,8,,,,,
player,201709240chi,chi,JackEd01,st_pct,30%,,,,,
player,201709240chi,chi,TrevDa00,pos,LB,,,,,
player,201709240chi,chi,TrevDa00,offense,0,,,,,
player,201709240chi,chi,TrevDa00,off_pct,0%,,,,,
player,201709240chi,chi,TrevDa00,defense,62,,,,,
player,201709240chi,chi,TrevDa00,def_pct,97%,,,,,
player,201709240chi,chi,TrevDa00,special_teams,1,,,,,
player,201709240chi,chi,TrevDa00,st_pct,4%,,,,,
player,201709240chi,chi,FloyLe00,pos,LB,,,,,
player,201709240chi,chi,FloyLe00,offense,0,,,,,
player,201709240chi,chi,FloyLe00,off_pct,0%,,,,,
player,201709240chi,chi,FloyLe00,defense,60,,,,,
player,201709240chi,chi,FloyLe00,def_pct,94%,,,,,
player,201709240chi,chi,FloyLe00,special_teams,1,,,,,
player,201709240chi,chi,FloyLe00,st_pct,4%,,,,,
player,201709240chi,chi,HickAk00,pos,DE,,,,,
player,201709240chi,chi,HickAk00,offense,0,,,,,
player,201709240chi,chi,HickAk00,off_pct,0%,,,,,
player,201709240chi,chi,HickAk00,defense,56,,,,,
player,201709240chi,chi,HickAk00,def_pct,88%,,,,,
player,201709240chi,chi,HickAk00,special_teams,1,,,,,
player,201709240chi,chi,HickAk00,st_pct,4%,,,,,
player,201709240chi,chi,CallBr00,pos,CB,,,,,
player,201709240chi,chi,CallBr00,offense,0,,,,,
player,201709240chi,chi,CallBr00,off_pct,0%,,,,,
player,201709240chi,chi,CallBr00,defense,56,,,,,
player,201709240chi,chi,CallBr00,def_pct,88%,,,,,
player,201709240chi,chi,CallBr00,special_teams,0,,,,,
player,201709240chi,chi,CallBr00,st_pct,0%,,,,,
player,201709240chi,chi,FullKy00,pos,CB,,,,,
player,201709240chi,chi,FullKy00,offense,0,,,,,
player,201709240chi,chi,FullKy00,off_pct,0%,,,,,
player,201709240chi,chi,FullKy00,defense,51,,,,,
player,201709240chi,chi,FullKy00,def_pct,80%,,,,,
player,201709240chi,chi,FullKy00,special_teams,6,,,,,
player,201709240chi,chi,FullKy00,st_pct,22%,,,,,
player,201709240chi,chi,DempQu99,pos,SS,,,,,
player,201709240chi,chi,DempQu99,offense,0,,,,,
player,201709240chi,chi,DempQu99,off_pct,0%,,,,,
player,201709240chi,chi,DempQu99,defense,47,,,,,
player,201709240chi,chi,DempQu99,def_pct,73%,,,,,
player,201709240chi,chi,DempQu99,special_teams,0,,,,,
player,201709240chi,chi,DempQu99,st_pct,0%,,,,,
player,201709240chi,chi,CoopMa00,pos,CB,,,,,
player,201709240chi,chi,CoopMa00,offense,0,,,,,
player,201709240chi,chi,CoopMa00,off_pct,0%,,,,,
player,201709240chi,chi,CoopMa00,defense,40,,,,,
player,201709240chi,chi,CoopMa00,def_pct,62%,,,,,
player,201709240chi,chi,CoopMa00,special_teams,5,,,,,
player,201709240chi,chi,CoopMa00,st_pct,19%,,,,,
player,201709240chi,chi,YounWi99,pos,LB,,,,,
player,201709240chi,chi,YounWi99,offense,0,,,,,
player,201709240chi,chi,YounWi99,off_pct,0%,,,,,
player,201709240chi,chi,YounWi99,defense,39,,,,,
player,201709240chi,chi,YounWi99,def_pct,61%,,,,,
player,201709240chi,chi,YounWi99,special_teams,1,,,,,
player,201709240chi,chi,YounWi99,st_pct,4%,,,,,
player,201709240chi,chi,GoldEd00,pos,NT,,,,,
player,201709240chi,chi,GoldEd00,offense,0,,,,,
player,201709240chi,chi,GoldEd00,off_pct,0%,,,,,
player,201709240chi,chi,GoldEd00,defense,37,,,,,
player,201709240chi,chi,GoldEd00,def_pct,58%,,,,,
player,201709240chi,chi,GoldEd00,special_teams,5,,,,,
player,201709240chi,chi,GoldEd00,st_pct,19%,,,,,
player,201709240chi,chi,AmukPr00,pos,CB,,,,,
player,201709240chi,chi,AmukPr00,offense,0,,,,,
player,201709240chi,chi,AmukPr00,off_pct,0%,,,,,
player,201709240chi,chi,AmukPr00,defense,37,,,,,
player,201709240chi,chi,AmukPr00,def_pct,58%,,,,,
player,201709240chi,chi,AmukPr00,special_teams,2,,,,,
player,201709240chi,chi,AmukPr00,st_pct,7%,,,,,
player,201709240chi,chi,JoneCh05,pos,LB,,,,,
player,201709240chi,chi,JoneCh05,offense,0,,,,,
player,201709240chi,chi,JoneCh05,off_pct,0%,,,,,
player,201709240chi,chi,JoneCh05,defense,36,,,,,
player,201709240chi,chi,JoneCh05,def_pct,56%,,,,,
player,201709240chi,chi,JoneCh05,special_teams,10,,,,,
player,201709240chi,chi,JoneCh05,st_pct,37%,,,,,
player,201709240chi,chi,UnreMi00,pos,DE,,,,,
player,201709240chi,chi,UnreMi00,offense,0,,,,,
player,201709240chi,chi,UnreMi00,off_pct,0%,,,,,
player,201709240chi,chi,UnreMi00,defense,31,,,,,
player,201709240chi,chi,UnreMi00,def_pct,48%,,,,,
player,201709240chi,chi,UnreMi00,special_teams,9,,,,,
player,201709240chi,chi,UnreMi00,st_pct,33%,,,,,
player,201709240chi,chi,McPhPe00,pos,LB,,,,,
player,201709240chi,chi,McPhPe00,offense,0,,,,,
player,201709240chi,chi,McPhPe00,off_pct,0%,,,,,
player,201709240chi,chi,McPhPe00,defense,27,,,,,
player,201709240chi,chi,McPhPe00,def_pct,42%,,,,,
player,201709240chi,chi,McPhPe00,special_teams,0,,,,,
player,201709240chi,chi,McPhPe00,st_pct,0%,,,,,
player,201709240chi,chi,TimuJo00,pos,LB,,,,,
player,201709240chi,chi,TimuJo00,offense,0,,,,,
player,201709240chi,chi,TimuJo00,off_pct,0%,,,,,
player,201709240chi,chi,TimuJo00,defense,17,,,,,
player,201709240chi,chi,TimuJo00,def_pct,27%,,,,,
player,201709240chi,chi,TimuJo00,special_teams,23,,,,,
player,201709240chi,chi,TimuJo00,st_pct,85%,,,,,
player,201709240chi,chi,BullJo00,pos,DE,,,,,
player,201709240chi,chi,BullJo00,offense,0,,,,,
player,201709240chi,chi,BullJo00,off_pct,0%,,,,,
player,201709240chi,chi,BullJo00,defense,17,,,,,
player,201709240chi,chi,BullJo00,def_pct,27%,,,,,
player,201709240chi,chi,BullJo00,special_teams,4,,,,,
player,201709240chi,chi,BullJo00,st_pct,15%,,,,,
player,201709240chi,chi,AmosAd00,pos,FS,,,,,
player,201709240chi,chi,AmosAd00,offense,0,,,,,
player,201709240chi,chi,AmosAd00,off_pct,0%,,,,,
player,201709240chi,chi,AmosAd00,defense,15,,,,,
player,201709240chi,chi,AmosAd00,def_pct,23%,,,,,
player,201709240chi,chi,AmosAd00,special_teams,22,,,,,
player,201709240chi,chi,AmosAd00,st_pct,81%,,,,,
player,201709240chi,chi,RobeRo00,pos,DE,,,,,
player,201709240chi,chi,RobeRo00,offense,0,,,,,
player,201709240chi,chi,RobeRo00,off_pct,0%,,,,,
player,201709240chi,chi,RobeRo00,defense,11,,,,,
player,201709240chi,chi,RobeRo00,def_pct,17%,,,,,
player,201709240chi,chi,RobeRo00,special_teams,13,,,,,
player,201709240chi,chi,RobeRo00,st_pct,48%,,,,,
player,201709240chi,chi,AchoSa00,pos,LB,,,,,
player,201709240chi,chi,AchoSa00,offense,0,,,,,
player,201709240chi,chi,AchoSa00,off_pct,0%,,,,,
player,201709240chi,chi,AchoSa00,defense,2,,,,,
player,201709240chi,chi,AchoSa00,def_pct,3%,,,,,
player,201709240chi,chi,AchoSa00,special_teams,18,,,,,
player,201709240chi,chi,AchoSa00,st_pct,67%,,,,,
player,201709240chi,chi,McMaSh99,pos,CB,,,,,
player,201709240chi,chi,McMaSh99,offense,0,,,,,
player,201709240chi,chi,McMaSh99,off_pct,0%,,,,,
player,201709240chi,chi,McMaSh99,defense,1,,,,,
player,201709240chi,chi,McMaSh99,def_pct,2%,,,,,
player,201709240chi,chi,McMaSh99,special_teams,22,,,,,
player,201709240chi,chi,McMaSh99,st_pct,81%,,,,,
player,201709240chi,chi,AndeJo01,pos,LB,,,,,
player,201709240chi,chi,AndeJo01,offense,0,,,,,
player,201709240chi,chi,AndeJo01,off_pct,0%,,,,,
player,201709240chi,chi,AndeJo01,defense,0,,,,,
player,201709240chi,chi,AndeJo01,def_pct,0%,,,,,
player,201709240chi,chi,AndeJo01,special_teams,18,,,,,
player,201709240chi,chi,AndeJo01,st_pct,67%,,,,,
player,201709240chi,chi,HousDe00,pos,FS,,,,,
player,201709240chi,chi,HousDe00,offense,0,,,,,
player,201709240chi,chi,HousDe00,off_pct,0%,,,,,
player,201709240chi,chi,HousDe00,defense,0,,,,,
player,201709240chi,chi,HousDe00,def_pct,0%,,,,,
player,201709240chi,chi,HousDe00,special_teams,12,,,,,
player,201709240chi,chi,HousDe00,st_pct,44%,,,,,
player,201709240chi,chi,ODonPa00,pos,P,,,,,
player,201709240chi,chi,ODonPa00,offense,0,,,,,
player,201709240chi,chi,ODonPa00,off_pct,0%,,,,,
player,201709240chi,chi,ODonPa00,defense,0,,,,,
player,201709240chi,chi,ODonPa00,def_pct,0%,,,,,
player,201709240chi,chi,ODonPa00,special_teams,10,,,,,
player,201709240chi,chi,ODonPa00,st_pct,37%,,,,,
player,201709240chi,chi,DePaAn00,pos,LS,,,,,
player,201709240chi,chi,DePaAn00,offense,0,,,,,
player,201709240chi,chi,DePaAn00,off_pct,0%,,,,,
player,201709240chi,chi,DePaAn00,defense,0,,,,,
player,201709240chi,chi,DePaAn00,def_pct,0%,,,,,
player,201709240chi,chi,DePaAn00,special_teams,10,,,,,
player,201709240chi,chi,DePaAn00,st_pct,37%,,,,,
player,201709240chi,chi,barthco01,pos,K,,,,,
player,201709240chi,chi,barthco01,offense,0,,,,,
player,201709240chi,chi,barthco01,off_pct,0%,,,,,
player,201709240chi,chi,barthco01,defense,0,,,,,
player,201709240chi,chi,barthco01,def_pct,0%,,,,,
player,201709240chi,chi,barthco01,special_teams,7,,,,,
player,201709240chi,chi,barthco01,st_pct,26%,,,,,
player,201709240chi,chi,LeBlCr01,pos,CB,,,,,
player,201709240chi,chi,LeBlCr01,offense,0,,,,,
player,201709240chi,chi,LeBlCr01,off_pct,0%,,,,,
player,201709240chi,chi,LeBlCr01,defense,0,,,,,
player,201709240chi,chi,LeBlCr01,def_pct,0%,,,,,
player,201709240chi,chi,LeBlCr01,special_teams,7,,,,,
player,201709240chi,chi,LeBlCr01,st_pct,26%,,,,,
player,201709240chi,pit,DeCaDa00,pos,G,,,,,
player,201709240chi,pit,DeCaDa00,offense,64,,,,,
player,201709240chi,pit,DeCaDa00,off_pct,100%,,,,,
player,201709240chi,pit,DeCaDa00,defense,0,,,,,
player,201709240chi,pit,DeCaDa00,def_pct,0%,,,,,
player,201709240chi,pit,DeCaDa00,special_teams,4,,,,,
player,201709240chi,pit,DeCaDa00,st_pct,15%,,,,,
player,201709240chi,pit,HubbCh00,pos,T,,,,,
player,201709240chi,pit,HubbCh00,offense,64,,,,,
player,201709240chi,pit,HubbCh00,off_pct,100%,,,,,
player,201709240chi,pit,HubbCh00,defense,0,,,,,
player,201709240chi,pit,HubbCh00,def_pct,0%,,,,,
