game,2017,4,20171001,201710010tam,nyg,"New York Giants",23,tam,"Tampa Bay Buccaneers",25
player,201710010tam,nyg,VereSh00,pass_td,0,,,,,
player,201710010tam,nyg,VereSh00,pass_int,0,,,,,
player,201710010tam,nyg,VereSh00,pass_sacked,0,,,,,
player,201710010tam,nyg,VereSh00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,VereSh00,pass_long,0,,,,,
player,201710010tam,nyg,VereSh00,pass_rating,,,,,,
player,201710010tam,nyg,VereSh00,rush_att,5,,,,,
player,201710010tam,nyg,VereSh00,rush_yds,14,,,,,
player,201710010tam,nyg,VereSh00,rush_td,0,,,,,
player,201710010tam,nyg,VereSh00,rush_long,7,,,,,
player,201710010tam,nyg,VereSh00,targets,2,,,,,
player,201710010tam,nyg,VereSh00,rec,1,,,,,
player,201710010tam,nyg,VereSh00,rec_yds,11,,,,,
player,201710010tam,nyg,VereSh00,rec_td,0,,,,,
player,201710010tam,nyg,VereSh00,rec_long,11,,,,,
player,201710010tam,nyg,VereSh00,fumbles,0,,,,,
player,201710010tam,nyg,VereSh00,fumbles_lost,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_cmp,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_att,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_yds,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_td,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_int,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_sacked,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_long,0,,,,,
player,201710010tam,nyg,PerkPa00,pass_rating,,,,,,
player,201710010tam,nyg,PerkPa00,rush_att,9,,,,,
player,201710010tam,nyg,PerkPa00,rush_yds,13,,,,,
player,201710010tam,nyg,PerkPa00,rush_td,0,,,,,
player,201710010tam,nyg,PerkPa00,rush_long,14,,,,,
player,201710010tam,nyg,PerkPa00,targets,2,,,,,
player,201710010tam,nyg,PerkPa00,rec,1,,,,,
player,201710010tam,nyg,PerkPa00,rec_yds,6,,,,,
player,201710010tam,nyg,PerkPa00,rec_td,0,,,,,
player,201710010tam,nyg,PerkPa00,rec_long,6,,,,,
player,201710010tam,nyg,PerkPa00,fumbles,0,,,,,
player,201710010tam,nyg,PerkPa00,fumbles_lost,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_cmp,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_att,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_yds,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_td,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_int,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_sacked,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_long,0,,,,,
player,201710010tam,nyg,BeckOd00,pass_rating,,,,,,
player,201710010tam,nyg,BeckOd00,rush_att,0,,,,,
player,201710010tam,nyg,BeckOd00,rush_yds,0,,,,,
player,201710010tam,nyg,BeckOd00,rush_td,0,,,,,
player,201710010tam,nyg,BeckOd00,rush_long,0,,,,,
player,201710010tam,nyg,BeckOd00,targets,15,,,,,
player,201710010tam,nyg,BeckOd00,rec,7,,,,,
player,201710010tam,nyg,BeckOd00,rec_yds,90,,,,,
player,201710010tam,nyg,BeckOd00,rec_td,0,,,,,
player,201710010tam,nyg,BeckOd00,rec_long,42,,,,,
player,201710010tam,nyg,BeckOd00,fumbles,0,,,,,
player,201710010tam,nyg,BeckOd00,fumbles_lost,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_cmp,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_att,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_yds,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_td,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_int,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_sacked,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_long,0,,,,,
player,201710010tam,nyg,EngrEv00,pass_rating,,,,,,
player,201710010tam,nyg,EngrEv00,rush_att,0,,,,,
player,201710010tam,nyg,EngrEv00,rush_yds,0,,,,,
player,201710010tam,nyg,EngrEv00,rush_td,0,,,,,
player,201710010tam,nyg,EngrEv00,rush_long,0,,,,,
player,201710010tam,nyg,EngrEv00,targets,11,,,,,
player,201710010tam,nyg,EngrEv00,rec,6,,,,,
player,201710010tam,nyg,EngrEv00,rec_yds,62,,,,,
player,201710010tam,nyg,EngrEv00,rec_td,0,,,,,
player,201710010tam,nyg,EngrEv00,rec_long,21,,,,,
player,201710010tam,nyg,EngrEv00,fumbles,0,,,,,
player,201710010tam,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_cmp,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_att,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_yds,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_td,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_int,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_sacked,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_long,0,,,,,
player,201710010tam,nyg,ShepSt00,pass_rating,,,,,,
player,201710010tam,nyg,ShepSt00,rush_att,0,,,,,
player,201710010tam,nyg,ShepSt00,rush_yds,0,,,,,
player,201710010tam,nyg,ShepSt00,rush_td,0,,,,,
player,201710010tam,nyg,ShepSt00,rush_long,0,,,,,
player,201710010tam,nyg,ShepSt00,targets,5,,,,,
player,201710010tam,nyg,ShepSt00,rec,5,,,,,
player,201710010tam,nyg,ShepSt00,rec_yds,54,,,,,
player,201710010tam,nyg,ShepSt00,rec_td,0,,,,,
player,201710010tam,nyg,ShepSt00,rec_long,19,,,,,
player,201710010tam,nyg,ShepSt00,fumbles,0,,,,,
player,201710010tam,nyg,ShepSt00,fumbles_lost,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_cmp,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_att,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_yds,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_td,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_int,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_sacked,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_long,0,,,,,
player,201710010tam,nyg,MarsBr00,pass_rating,,,,,,
player,201710010tam,nyg,MarsBr00,rush_att,0,,,,,
player,201710010tam,nyg,MarsBr00,rush_yds,0,,,,,
player,201710010tam,nyg,MarsBr00,rush_td,0,,,,,
player,201710010tam,nyg,MarsBr00,rush_long,0,,,,,
player,201710010tam,nyg,MarsBr00,targets,10,,,,,
player,201710010tam,nyg,MarsBr00,rec,6,,,,,
player,201710010tam,nyg,MarsBr00,rec_yds,46,,,,,
player,201710010tam,nyg,MarsBr00,rec_td,0,,,,,
player,201710010tam,nyg,MarsBr00,rec_long,11,,,,,
player,201710010tam,nyg,MarsBr00,fumbles,0,,,,,
player,201710010tam,nyg,MarsBr00,fumbles_lost,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_cmp,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_att,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_yds,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_td,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_int,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_sacked,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_sacked_yds,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_long,0,,,,,
player,201710010tam,nyg,ElliRh00,pass_rating,,,,,,
player,201710010tam,nyg,ElliRh00,rush_att,0,,,,,
player,201710010tam,nyg,ElliRh00,rush_yds,0,,,,,
player,201710010tam,nyg,ElliRh00,rush_td,0,,,,,
player,201710010tam,nyg,ElliRh00,rush_long,0,,,,,
player,201710010tam,nyg,ElliRh00,targets,2,,,,,
player,201710010tam,nyg,ElliRh00,rec,2,,,,,
player,201710010tam,nyg,ElliRh00,rec_yds,11,,,,,
player,201710010tam,nyg,ElliRh00,rec_td,1,,,,,
player,201710010tam,nyg,ElliRh00,rec_long,9,,,,,
player,201710010tam,nyg,ElliRh00,fumbles,0,,,,,
player,201710010tam,nyg,ElliRh00,fumbles_lost,0,,,,,
player,201710010tam,tam,WinsJa00,pass_cmp,22,,,,,
player,201710010tam,tam,WinsJa00,pass_att,38,,,,,
player,201710010tam,tam,WinsJa00,pass_yds,332,,,,,
player,201710010tam,tam,WinsJa00,pass_td,3,,,,,
player,201710010tam,tam,WinsJa00,pass_int,0,,,,,
player,201710010tam,tam,WinsJa00,pass_sacked,1,,,,,
player,201710010tam,tam,WinsJa00,pass_sacked_yds,9,,,,,
player,201710010tam,tam,WinsJa00,pass_long,58,,,,,
player,201710010tam,tam,WinsJa00,pass_rating,113.0,,,,,
player,201710010tam,tam,WinsJa00,rush_att,4,,,,,
player,201710010tam,tam,WinsJa00,rush_yds,12,,,,,
player,201710010tam,tam,WinsJa00,rush_td,0,,,,,
player,201710010tam,tam,WinsJa00,rush_long,8,,,,,
player,201710010tam,tam,WinsJa00,targets,0,,,,,
player,201710010tam,tam,WinsJa00,rec,0,,,,,
player,201710010tam,tam,WinsJa00,rec_yds,0,,,,,
player,201710010tam,tam,WinsJa00,rec_td,0,,,,,
player,201710010tam,tam,WinsJa00,rec_long,0,,,,,
player,201710010tam,tam,WinsJa00,fumbles,1,,,,,
player,201710010tam,tam,WinsJa00,fumbles_lost,0,,,,,
player,201710010tam,tam,RodgJa00,pass_cmp,0,,,,,
player,201710010tam,tam,RodgJa00,pass_att,0,,,,,
player,201710010tam,tam,RodgJa00,pass_yds,0,,,,,
player,201710010tam,tam,RodgJa00,pass_td,0,,,,,
player,201710010tam,tam,RodgJa00,pass_int,0,,,,,
player,201710010tam,tam,RodgJa00,pass_sacked,0,,,,,
player,201710010tam,tam,RodgJa00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,RodgJa00,pass_long,0,,,,,
player,201710010tam,tam,RodgJa00,pass_rating,,,,,,
player,201710010tam,tam,RodgJa00,rush_att,16,,,,,
player,201710010tam,tam,RodgJa00,rush_yds,83,,,,,
player,201710010tam,tam,RodgJa00,rush_td,0,,,,,
player,201710010tam,tam,RodgJa00,rush_long,36,,,,,
player,201710010tam,tam,RodgJa00,targets,3,,,,,
player,201710010tam,tam,RodgJa00,rec,2,,,,,
player,201710010tam,tam,RodgJa00,rec_yds,25,,,,,
player,201710010tam,tam,RodgJa00,rec_td,0,,,,,
player,201710010tam,tam,RodgJa00,rec_long,13,,,,,
player,201710010tam,tam,RodgJa00,fumbles,0,,,,,
player,201710010tam,tam,RodgJa00,fumbles_lost,0,,,,,
player,201710010tam,tam,SimsCh00,pass_cmp,0,,,,,
player,201710010tam,tam,SimsCh00,pass_att,0,,,,,
player,201710010tam,tam,SimsCh00,pass_yds,0,,,,,
player,201710010tam,tam,SimsCh00,pass_td,0,,,,,
player,201710010tam,tam,SimsCh00,pass_int,0,,,,,
player,201710010tam,tam,SimsCh00,pass_sacked,0,,,,,
player,201710010tam,tam,SimsCh00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,SimsCh00,pass_long,0,,,,,
player,201710010tam,tam,SimsCh00,pass_rating,,,,,,
player,201710010tam,tam,SimsCh00,rush_att,1,,,,,
player,201710010tam,tam,SimsCh00,rush_yds,14,,,,,
player,201710010tam,tam,SimsCh00,rush_td,0,,,,,
player,201710010tam,tam,SimsCh00,rush_long,14,,,,,
player,201710010tam,tam,SimsCh00,targets,1,,,,,
player,201710010tam,tam,SimsCh00,rec,1,,,,,
player,201710010tam,tam,SimsCh00,rec_yds,7,,,,,
player,201710010tam,tam,SimsCh00,rec_td,0,,,,,
player,201710010tam,tam,SimsCh00,rec_long,7,,,,,
player,201710010tam,tam,SimsCh00,fumbles,0,,,,,
player,201710010tam,tam,SimsCh00,fumbles_lost,0,,,,,
player,201710010tam,tam,BarbPe01,pass_cmp,0,,,,,
player,201710010tam,tam,BarbPe01,pass_att,0,,,,,
player,201710010tam,tam,BarbPe01,pass_yds,0,,,,,
player,201710010tam,tam,BarbPe01,pass_td,0,,,,,
player,201710010tam,tam,BarbPe01,pass_int,0,,,,,
player,201710010tam,tam,BarbPe01,pass_sacked,0,,,,,
player,201710010tam,tam,BarbPe01,pass_sacked_yds,0,,,,,
player,201710010tam,tam,BarbPe01,pass_long,0,,,,,
player,201710010tam,tam,BarbPe01,pass_rating,,,,,,
player,201710010tam,tam,BarbPe01,rush_att,2,,,,,
player,201710010tam,tam,BarbPe01,rush_yds,2,,,,,
player,201710010tam,tam,BarbPe01,rush_td,0,,,,,
player,201710010tam,tam,BarbPe01,rush_long,2,,,,,
player,201710010tam,tam,BarbPe01,targets,0,,,,,
player,201710010tam,tam,BarbPe01,rec,0,,,,,
player,201710010tam,tam,BarbPe01,rec_yds,0,,,,,
player,201710010tam,tam,BarbPe01,rec_td,0,,,,,
player,201710010tam,tam,BarbPe01,rec_long,0,,,,,
player,201710010tam,tam,BarbPe01,fumbles,0,,,,,
player,201710010tam,tam,BarbPe01,fumbles_lost,0,,,,,
player,201710010tam,tam,BratCa00,pass_cmp,0,,,,,
player,201710010tam,tam,BratCa00,pass_att,0,,,,,
player,201710010tam,tam,BratCa00,pass_yds,0,,,,,
player,201710010tam,tam,BratCa00,pass_td,0,,,,,
player,201710010tam,tam,BratCa00,pass_int,0,,,,,
player,201710010tam,tam,BratCa00,pass_sacked,0,,,,,
player,201710010tam,tam,BratCa00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,BratCa00,pass_long,0,,,,,
player,201710010tam,tam,BratCa00,pass_rating,,,,,,
player,201710010tam,tam,BratCa00,rush_att,0,,,,,
player,201710010tam,tam,BratCa00,rush_yds,0,,,,,
player,201710010tam,tam,BratCa00,rush_td,0,,,,,
player,201710010tam,tam,BratCa00,rush_long,0,,,,,
player,201710010tam,tam,BratCa00,targets,6,,,,,
player,201710010tam,tam,BratCa00,rec,4,,,,,
player,201710010tam,tam,BratCa00,rec_yds,80,,,,,
player,201710010tam,tam,BratCa00,rec_td,1,,,,,
player,201710010tam,tam,BratCa00,rec_long,35,,,,,
player,201710010tam,tam,BratCa00,fumbles,0,,,,,
player,201710010tam,tam,BratCa00,fumbles_lost,0,,,,,
player,201710010tam,tam,HumpAd00,pass_cmp,0,,,,,
player,201710010tam,tam,HumpAd00,pass_att,0,,,,,
player,201710010tam,tam,HumpAd00,pass_yds,0,,,,,
player,201710010tam,tam,HumpAd00,pass_td,0,,,,,
player,201710010tam,tam,HumpAd00,pass_int,0,,,,,
player,201710010tam,tam,HumpAd00,pass_sacked,0,,,,,
player,201710010tam,tam,HumpAd00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,HumpAd00,pass_long,0,,,,,
player,201710010tam,tam,HumpAd00,pass_rating,,,,,,
player,201710010tam,tam,HumpAd00,rush_att,0,,,,,
player,201710010tam,tam,HumpAd00,rush_yds,0,,,,,
player,201710010tam,tam,HumpAd00,rush_td,0,,,,,
player,201710010tam,tam,HumpAd00,rush_long,0,,,,,
player,201710010tam,tam,HumpAd00,targets,7,,,,,
player,201710010tam,tam,HumpAd00,rec,6,,,,,
player,201710010tam,tam,HumpAd00,rec_yds,70,,,,,
player,201710010tam,tam,HumpAd00,rec_td,0,,,,,
player,201710010tam,tam,HumpAd00,rec_long,38,,,,,
player,201710010tam,tam,HumpAd00,fumbles,0,,,,,
player,201710010tam,tam,HumpAd00,fumbles_lost,0,,,,,
player,201710010tam,tam,EvanMi00,pass_cmp,0,,,,,
player,201710010tam,tam,EvanMi00,pass_att,0,,,,,
player,201710010tam,tam,EvanMi00,pass_yds,0,,,,,
player,201710010tam,tam,EvanMi00,pass_td,0,,,,,
player,201710010tam,tam,EvanMi00,pass_int,0,,,,,
player,201710010tam,tam,EvanMi00,pass_sacked,0,,,,,
player,201710010tam,tam,EvanMi00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,EvanMi00,pass_long,0,,,,,
player,201710010tam,tam,EvanMi00,pass_rating,,,,,,
player,201710010tam,tam,EvanMi00,rush_att,0,,,,,
player,201710010tam,tam,EvanMi00,rush_yds,0,,,,,
player,201710010tam,tam,EvanMi00,rush_td,0,,,,,
player,201710010tam,tam,EvanMi00,rush_long,0,,,,,
player,201710010tam,tam,EvanMi00,targets,11,,,,,
player,201710010tam,tam,EvanMi00,rec,5,,,,,
player,201710010tam,tam,EvanMi00,rec_yds,67,,,,,
player,201710010tam,tam,EvanMi00,rec_td,1,,,,,
player,201710010tam,tam,EvanMi00,rec_long,31,,,,,
player,201710010tam,tam,EvanMi00,fumbles,0,,,,,
player,201710010tam,tam,EvanMi00,fumbles_lost,0,,,,,
player,201710010tam,tam,HowaO.00,pass_cmp,0,,,,,
player,201710010tam,tam,HowaO.00,pass_att,0,,,,,
player,201710010tam,tam,HowaO.00,pass_yds,0,,,,,
player,201710010tam,tam,HowaO.00,pass_td,0,,,,,
player,201710010tam,tam,HowaO.00,pass_int,0,,,,,
player,201710010tam,tam,HowaO.00,pass_sacked,0,,,,,
player,201710010tam,tam,HowaO.00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,HowaO.00,pass_long,0,,,,,
player,201710010tam,tam,HowaO.00,pass_rating,,,,,,
player,201710010tam,tam,HowaO.00,rush_att,0,,,,,
player,201710010tam,tam,HowaO.00,rush_yds,0,,,,,
player,201710010tam,tam,HowaO.00,rush_td,0,,,,,
player,201710010tam,tam,HowaO.00,rush_long,0,,,,,
player,201710010tam,tam,HowaO.00,targets,4,,,,,
player,201710010tam,tam,HowaO.00,rec,2,,,,,
player,201710010tam,tam,HowaO.00,rec_yds,63,,,,,
player,201710010tam,tam,HowaO.00,rec_td,1,,,,,
player,201710010tam,tam,HowaO.00,rec_long,58,,,,,
player,201710010tam,tam,HowaO.00,fumbles,0,,,,,
player,201710010tam,tam,HowaO.00,fumbles_lost,0,,,,,
player,201710010tam,tam,JackDe00,pass_cmp,0,,,,,
player,201710010tam,tam,JackDe00,pass_att,0,,,,,
player,201710010tam,tam,JackDe00,pass_yds,0,,,,,
player,201710010tam,tam,JackDe00,pass_td,0,,,,,
player,201710010tam,tam,JackDe00,pass_int,0,,,,,
player,201710010tam,tam,JackDe00,pass_sacked,0,,,,,
player,201710010tam,tam,JackDe00,pass_sacked_yds,0,,,,,
player,201710010tam,tam,JackDe00,pass_long,0,,,,,
player,201710010tam,tam,JackDe00,pass_rating,,,,,,
player,201710010tam,tam,JackDe00,rush_att,0,,,,,
player,201710010tam,tam,JackDe00,rush_yds,0,,,,,
player,201710010tam,tam,JackDe00,rush_td,0,,,,,
player,201710010tam,tam,JackDe00,rush_long,0,,,,,
player,201710010tam,tam,JackDe00,targets,6,,,,,
player,201710010tam,tam,JackDe00,rec,2,,,,,
player,201710010tam,tam,JackDe00,rec_yds,20,,,,,
player,201710010tam,tam,JackDe00,rec_td,0,,,,,
player,201710010tam,tam,JackDe00,rec_long,11,,,,,
player,201710010tam,tam,JackDe00,fumbles,0,,,,,
player,201710010tam,tam,JackDe00,fumbles_lost,0,,,,,
player,201710010tam,nyg,PierJa99,def_int,0,,,,,
player,201710010tam,nyg,PierJa99,def_int_yds,0,,,,,
player,201710010tam,nyg,PierJa99,def_int_td,0,,,,,
player,201710010tam,nyg,PierJa99,def_int_long,0,,,,,
player,201710010tam,nyg,PierJa99,pass_defended,0,,,,,
player,201710010tam,nyg,PierJa99,sacks,0.5,,,,,
player,201710010tam,nyg,PierJa99,tackles_combined,4,,,,,
player,201710010tam,nyg,PierJa99,tackles_solo,3,,,,,
player,201710010tam,nyg,PierJa99,tackles_assists,1,,,,,
player,201710010tam,nyg,PierJa99,tackles_loss,0,,,,,
player,201710010tam,nyg,PierJa99,qb_hits,1,,,,,
player,201710010tam,nyg,PierJa99,fumbles_rec,0,,,,,
player,201710010tam,nyg,PierJa99,fumbles_rec_yds,0,,,,,
player,201710010tam,nyg,PierJa99,fumbles_rec_td,0,,,,,
player,201710010tam,nyg,PierJa99,fumbles_forced,0,,,,,
player,201710010tam,nyg,RodgDo99,def_int,0,,,,,
player,201710010tam,nyg,RodgDo99,def_int_yds,0,,,,,
player,201710010tam,nyg,RodgDo99,def_int_td,0,,,,,
player,201710010tam,nyg,RodgDo99,def_int_long,0,,,,,
player,201710010tam,nyg,RodgDo99,pass_defended,0,,,,,
player,201710010tam,nyg,RodgDo99,sacks,0.5,,,,,
player,201710010tam,nyg,RodgDo99,tackles_combined,3,,,,,
player,201710010tam,nyg,RodgDo99,tackles_solo,2,,,,,
player,201710010tam,nyg,RodgDo99,tackles_assists,1,,,,,
player,201710010tam,nyg,RodgDo99,tackles_loss,0,,,,,
player,201710010tam,nyg,RodgDo99,qb_hits,1,,,,,
player,201710010tam,nyg,RodgDo99,fumbles_rec,0,,,,,
player,201710010tam,nyg,RodgDo99,fumbles_rec_yds,0,,,,,
player,201710010tam,nyg,RodgDo99,fumbles_rec_td,0,,,,,
player,201710010tam,nyg,RodgDo99,fumbles_forced,0,,,,,
player,201710010tam,nyg,CollLa00,def_int,0,,,,,
player,201710010tam,nyg,CollLa00,def_int_yds,0,,,,,
player,201710010tam,nyg,CollLa00,def_int_td,0,,,,,
player,201710010tam,nyg,CollLa00,def_int_long,0,,,,,
player,201710010tam,nyg,CollLa00,pass_defended,2,,,,,
player,201710010tam,nyg,CollLa00,sacks,0.0,,,,,
player,201710010tam,nyg,CollLa00,tackles_combined,7,,,,,
player,201710010tam,nyg,CollLa00,tackles_solo,5,,,,,
player,201710010tam,nyg,CollLa00,tackles_assists,2,,,,,
player,201710010tam,nyg,CollLa00,tackles_loss,0,,,,,
player,201710010tam,nyg,CollLa00,qb_hits,1,,,,,
player,201710010tam,nyg,CollLa00,fumbles_rec,0,,,,,
player,201710010tam,nyg,CollLa00,fumbles_rec_yds,0,,,,,
player,201710010tam,nyg,CollLa00,fumbles_rec_td,0,,,,,
player,201710010tam,nyg,CollLa00,fumbles_forced,0,,,,,
player,201710010tam,nyg,GoodB.00,def_int,0,,,,,
player,201710010tam,nyg,GoodB.00,def_int_yds,0,,,,,
player,201710010tam,nyg,GoodB.00,def_int_td,0,,,,,
player,201710010tam,nyg,GoodB.00,def_int_long,0,,,,,
player,201710010tam,nyg,GoodB.00,pass_defended,0,,,,,
player,201710010tam,nyg,GoodB.00,sacks,0.0,,,,,
player,201710010tam,nyg,GoodB.00,tackles_combined,6,,,,,
player,201710010tam,nyg,GoodB.00,tackles_solo,5,,,,,
player,201710010tam,nyg,GoodB.00,tackles_assists,1,,,,,
player,201710010tam,nyg,GoodB.00,tackles_loss,0,,,,,
player,201710010tam,nyg,GoodB.00,qb_hits,0,,,,,
player,201710010tam,nyg,GoodB.00,fumbles_rec,0,,,,,
player,201710010tam,nyg,GoodB.00,fumbles_rec_yds,0,,,,,
player,201710010tam,nyg,GoodB.00,fumbles_rec_td,0,,,,,
player,201710010tam,nyg,GoodB.00,fumbles_forced,0,,,,,
player,201710010tam,nyg,CasiJo99,def_int,0,,,,,
player,201710010tam,nyg,CasiJo99,def_int_yds,0,,,,,
player,201710010tam,nyg,CasiJo99,def_int_td,0,,,,,
