game,2017,3,20170924,201709240oti,sea,"Seattle Seahawks",27,oti,"Tennessee Titans",33
player,201709240oti,sea,WilsRu00,rec_td,0,,,,,
player,201709240oti,sea,WilsRu00,rec_long,0,,,,,
player,201709240oti,sea,WilsRu00,fumbles,2,,,,,
player,201709240oti,sea,WilsRu00,fumbles_lost,0,,,,,
player,201709240oti,sea,CarsCh00,pass_cmp,0,,,,,
player,201709240oti,sea,CarsCh00,pass_att,0,,,,,
player,201709240oti,sea,CarsCh00,pass_yds,0,,,,,
player,201709240oti,sea,CarsCh00,pass_td,0,,,,,
player,201709240oti,sea,CarsCh00,pass_int,0,,,,,
player,201709240oti,sea,CarsCh00,pass_sacked,0,,,,,
player,201709240oti,sea,CarsCh00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,CarsCh00,pass_long,0,,,,,
player,201709240oti,sea,CarsCh00,pass_rating,,,,,,
player,201709240oti,sea,CarsCh00,rush_att,11,,,,,
player,201709240oti,sea,CarsCh00,rush_yds,34,,,,,
player,201709240oti,sea,CarsCh00,rush_td,0,,,,,
player,201709240oti,sea,CarsCh00,rush_long,7,,,,,
player,201709240oti,sea,CarsCh00,targets,2,,,,,
player,201709240oti,sea,CarsCh00,rec,2,,,,,
player,201709240oti,sea,CarsCh00,rec_yds,18,,,,,
player,201709240oti,sea,CarsCh00,rec_td,1,,,,,
player,201709240oti,sea,CarsCh00,rec_long,10,,,,,
player,201709240oti,sea,CarsCh00,fumbles,0,,,,,
player,201709240oti,sea,CarsCh00,fumbles_lost,0,,,,,
player,201709240oti,sea,ProsC.00,pass_cmp,0,,,,,
player,201709240oti,sea,ProsC.00,pass_att,0,,,,,
player,201709240oti,sea,ProsC.00,pass_yds,0,,,,,
player,201709240oti,sea,ProsC.00,pass_td,0,,,,,
player,201709240oti,sea,ProsC.00,pass_int,0,,,,,
player,201709240oti,sea,ProsC.00,pass_sacked,0,,,,,
player,201709240oti,sea,ProsC.00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,ProsC.00,pass_long,0,,,,,
player,201709240oti,sea,ProsC.00,pass_rating,,,,,,
player,201709240oti,sea,ProsC.00,rush_att,4,,,,,
player,201709240oti,sea,ProsC.00,rush_yds,9,,,,,
player,201709240oti,sea,ProsC.00,rush_td,0,,,,,
player,201709240oti,sea,ProsC.00,rush_long,6,,,,,
player,201709240oti,sea,ProsC.00,targets,5,,,,,
player,201709240oti,sea,ProsC.00,rec,3,,,,,
player,201709240oti,sea,ProsC.00,rec_yds,65,,,,,
player,201709240oti,sea,ProsC.00,rec_td,0,,,,,
player,201709240oti,sea,ProsC.00,rec_long,46,,,,,
player,201709240oti,sea,ProsC.00,fumbles,0,,,,,
player,201709240oti,sea,ProsC.00,fumbles_lost,0,,,,,
player,201709240oti,sea,BaldDo00,pass_cmp,0,,,,,
player,201709240oti,sea,BaldDo00,pass_att,0,,,,,
player,201709240oti,sea,BaldDo00,pass_yds,0,,,,,
player,201709240oti,sea,BaldDo00,pass_td,0,,,,,
player,201709240oti,sea,BaldDo00,pass_int,0,,,,,
player,201709240oti,sea,BaldDo00,pass_sacked,0,,,,,
player,201709240oti,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,BaldDo00,pass_long,0,,,,,
player,201709240oti,sea,BaldDo00,pass_rating,,,,,,
player,201709240oti,sea,BaldDo00,rush_att,0,,,,,
player,201709240oti,sea,BaldDo00,rush_yds,0,,,,,
player,201709240oti,sea,BaldDo00,rush_td,0,,,,,
player,201709240oti,sea,BaldDo00,rush_long,0,,,,,
player,201709240oti,sea,BaldDo00,targets,15,,,,,
player,201709240oti,sea,BaldDo00,rec,10,,,,,
player,201709240oti,sea,BaldDo00,rec_yds,105,,,,,
player,201709240oti,sea,BaldDo00,rec_td,1,,,,,
player,201709240oti,sea,BaldDo00,rec_long,36,,,,,
player,201709240oti,sea,BaldDo00,fumbles,0,,,,,
player,201709240oti,sea,BaldDo00,fumbles_lost,0,,,,,
player,201709240oti,sea,GrahJi00,pass_cmp,0,,,,,
player,201709240oti,sea,GrahJi00,pass_att,0,,,,,
player,201709240oti,sea,GrahJi00,pass_yds,0,,,,,
player,201709240oti,sea,GrahJi00,pass_td,0,,,,,
player,201709240oti,sea,GrahJi00,pass_int,0,,,,,
player,201709240oti,sea,GrahJi00,pass_sacked,0,,,,,
player,201709240oti,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,GrahJi00,pass_long,0,,,,,
player,201709240oti,sea,GrahJi00,pass_rating,,,,,,
player,201709240oti,sea,GrahJi00,rush_att,0,,,,,
player,201709240oti,sea,GrahJi00,rush_yds,0,,,,,
player,201709240oti,sea,GrahJi00,rush_td,0,,,,,
player,201709240oti,sea,GrahJi00,rush_long,0,,,,,
player,201709240oti,sea,GrahJi00,targets,11,,,,,
player,201709240oti,sea,GrahJi00,rec,7,,,,,
player,201709240oti,sea,GrahJi00,rec_yds,72,,,,,
player,201709240oti,sea,GrahJi00,rec_td,0,,,,,
player,201709240oti,sea,GrahJi00,rec_long,26,,,,,
player,201709240oti,sea,GrahJi00,fumbles,0,,,,,
player,201709240oti,sea,GrahJi00,fumbles_lost,0,,,,,
player,201709240oti,sea,WillLu00,pass_cmp,0,,,,,
player,201709240oti,sea,WillLu00,pass_att,0,,,,,
player,201709240oti,sea,WillLu00,pass_yds,0,,,,,
player,201709240oti,sea,WillLu00,pass_td,0,,,,,
player,201709240oti,sea,WillLu00,pass_int,0,,,,,
player,201709240oti,sea,WillLu00,pass_sacked,0,,,,,
player,201709240oti,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,WillLu00,pass_long,0,,,,,
player,201709240oti,sea,WillLu00,pass_rating,,,,,,
player,201709240oti,sea,WillLu00,rush_att,0,,,,,
player,201709240oti,sea,WillLu00,rush_yds,0,,,,,
player,201709240oti,sea,WillLu00,rush_td,0,,,,,
player,201709240oti,sea,WillLu00,rush_long,0,,,,,
player,201709240oti,sea,WillLu00,targets,4,,,,,
player,201709240oti,sea,WillLu00,rec,3,,,,,
player,201709240oti,sea,WillLu00,rec_yds,53,,,,,
player,201709240oti,sea,WillLu00,rec_td,1,,,,,
player,201709240oti,sea,WillLu00,rec_long,27,,,,,
player,201709240oti,sea,WillLu00,fumbles,0,,,,,
player,201709240oti,sea,WillLu00,fumbles_lost,0,,,,,
player,201709240oti,sea,RichPa01,pass_cmp,0,,,,,
player,201709240oti,sea,RichPa01,pass_att,0,,,,,
player,201709240oti,sea,RichPa01,pass_yds,0,,,,,
player,201709240oti,sea,RichPa01,pass_td,0,,,,,
player,201709240oti,sea,RichPa01,pass_int,0,,,,,
player,201709240oti,sea,RichPa01,pass_sacked,0,,,,,
player,201709240oti,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201709240oti,sea,RichPa01,pass_long,0,,,,,
player,201709240oti,sea,RichPa01,pass_rating,,,,,,
player,201709240oti,sea,RichPa01,rush_att,0,,,,,
player,201709240oti,sea,RichPa01,rush_yds,0,,,,,
player,201709240oti,sea,RichPa01,rush_td,0,,,,,
player,201709240oti,sea,RichPa01,rush_long,0,,,,,
player,201709240oti,sea,RichPa01,targets,7,,,,,
player,201709240oti,sea,RichPa01,rec,2,,,,,
player,201709240oti,sea,RichPa01,rec_yds,30,,,,,
player,201709240oti,sea,RichPa01,rec_td,1,,,,,
player,201709240oti,sea,RichPa01,rec_long,22,,,,,
player,201709240oti,sea,RichPa01,fumbles,0,,,,,
player,201709240oti,sea,RichPa01,fumbles_lost,0,,,,,
player,201709240oti,sea,LockTy00,pass_cmp,0,,,,,
player,201709240oti,sea,LockTy00,pass_att,0,,,,,
player,201709240oti,sea,LockTy00,pass_yds,0,,,,,
player,201709240oti,sea,LockTy00,pass_td,0,,,,,
player,201709240oti,sea,LockTy00,pass_int,0,,,,,
player,201709240oti,sea,LockTy00,pass_sacked,0,,,,,
player,201709240oti,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,LockTy00,pass_long,0,,,,,
player,201709240oti,sea,LockTy00,pass_rating,,,,,,
player,201709240oti,sea,LockTy00,rush_att,0,,,,,
player,201709240oti,sea,LockTy00,rush_yds,0,,,,,
player,201709240oti,sea,LockTy00,rush_td,0,,,,,
player,201709240oti,sea,LockTy00,rush_long,0,,,,,
player,201709240oti,sea,LockTy00,targets,3,,,,,
player,201709240oti,sea,LockTy00,rec,2,,,,,
player,201709240oti,sea,LockTy00,rec_yds,30,,,,,
player,201709240oti,sea,LockTy00,rec_td,0,,,,,
player,201709240oti,sea,LockTy00,rec_long,16,,,,,
player,201709240oti,sea,LockTy00,fumbles,0,,,,,
player,201709240oti,sea,LockTy00,fumbles_lost,0,,,,,
player,201709240oti,sea,DarbAm00,pass_cmp,0,,,,,
player,201709240oti,sea,DarbAm00,pass_att,0,,,,,
player,201709240oti,sea,DarbAm00,pass_yds,0,,,,,
player,201709240oti,sea,DarbAm00,pass_td,0,,,,,
player,201709240oti,sea,DarbAm00,pass_int,0,,,,,
player,201709240oti,sea,DarbAm00,pass_sacked,0,,,,,
player,201709240oti,sea,DarbAm00,pass_sacked_yds,0,,,,,
player,201709240oti,sea,DarbAm00,pass_long,0,,,,,
player,201709240oti,sea,DarbAm00,pass_rating,,,,,,
player,201709240oti,sea,DarbAm00,rush_att,0,,,,,
player,201709240oti,sea,DarbAm00,rush_yds,0,,,,,
player,201709240oti,sea,DarbAm00,rush_td,0,,,,,
player,201709240oti,sea,DarbAm00,rush_long,0,,,,,
player,201709240oti,sea,DarbAm00,targets,1,,,,,
player,201709240oti,sea,DarbAm00,rec,0,,,,,
player,201709240oti,sea,DarbAm00,rec_yds,0,,,,,
player,201709240oti,sea,DarbAm00,rec_td,0,,,,,
player,201709240oti,sea,DarbAm00,rec_long,0,,,,,
player,201709240oti,sea,DarbAm00,fumbles,0,,,,,
player,201709240oti,sea,DarbAm00,fumbles_lost,0,,,,,
player,201709240oti,oti,MariMa01,pass_cmp,20,,,,,
player,201709240oti,oti,MariMa01,pass_att,32,,,,,
player,201709240oti,oti,MariMa01,pass_yds,225,,,,,
player,201709240oti,oti,MariMa01,pass_td,2,,,,,
player,201709240oti,oti,MariMa01,pass_int,0,,,,,
player,201709240oti,oti,MariMa01,pass_sacked,0,,,,,
player,201709240oti,oti,MariMa01,pass_sacked_yds,0,,,,,
player,201709240oti,oti,MariMa01,pass_long,55,,,,,
player,201709240oti,oti,MariMa01,pass_rating,104.3,,,,,
player,201709240oti,oti,MariMa01,rush_att,7,,,,,
player,201709240oti,oti,MariMa01,rush_yds,27,,,,,
player,201709240oti,oti,MariMa01,rush_td,0,,,,,
player,201709240oti,oti,MariMa01,rush_long,10,,,,,
player,201709240oti,oti,MariMa01,targets,0,,,,,
player,201709240oti,oti,MariMa01,rec,0,,,,,
player,201709240oti,oti,MariMa01,rec_yds,0,,,,,
player,201709240oti,oti,MariMa01,rec_td,0,,,,,
player,201709240oti,oti,MariMa01,rec_long,0,,,,,
player,201709240oti,oti,MariMa01,fumbles,0,,,,,
player,201709240oti,oti,MariMa01,fumbles_lost,0,,,,,
player,201709240oti,oti,MurrDe00,pass_cmp,0,,,,,
player,201709240oti,oti,MurrDe00,pass_att,0,,,,,
player,201709240oti,oti,MurrDe00,pass_yds,0,,,,,
player,201709240oti,oti,MurrDe00,pass_td,0,,,,,
player,201709240oti,oti,MurrDe00,pass_int,0,,,,,
player,201709240oti,oti,MurrDe00,pass_sacked,0,,,,,
player,201709240oti,oti,MurrDe00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,MurrDe00,pass_long,0,,,,,
player,201709240oti,oti,MurrDe00,pass_rating,,,,,,
player,201709240oti,oti,MurrDe00,rush_att,14,,,,,
player,201709240oti,oti,MurrDe00,rush_yds,115,,,,,
player,201709240oti,oti,MurrDe00,rush_td,1,,,,,
player,201709240oti,oti,MurrDe00,rush_long,75,,,,,
player,201709240oti,oti,MurrDe00,targets,2,,,,,
player,201709240oti,oti,MurrDe00,rec,1,,,,,
player,201709240oti,oti,MurrDe00,rec_yds,5,,,,,
player,201709240oti,oti,MurrDe00,rec_td,0,,,,,
player,201709240oti,oti,MurrDe00,rec_long,5,,,,,
player,201709240oti,oti,MurrDe00,fumbles,0,,,,,
player,201709240oti,oti,MurrDe00,fumbles_lost,0,,,,,
player,201709240oti,oti,HenrDe00,pass_cmp,0,,,,,
player,201709240oti,oti,HenrDe00,pass_att,0,,,,,
player,201709240oti,oti,HenrDe00,pass_yds,0,,,,,
player,201709240oti,oti,HenrDe00,pass_td,0,,,,,
player,201709240oti,oti,HenrDe00,pass_int,0,,,,,
player,201709240oti,oti,HenrDe00,pass_sacked,0,,,,,
player,201709240oti,oti,HenrDe00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,HenrDe00,pass_long,0,,,,,
player,201709240oti,oti,HenrDe00,pass_rating,,,,,,
player,201709240oti,oti,HenrDe00,rush_att,13,,,,,
player,201709240oti,oti,HenrDe00,rush_yds,54,,,,,
player,201709240oti,oti,HenrDe00,rush_td,0,,,,,
player,201709240oti,oti,HenrDe00,rush_long,25,,,,,
player,201709240oti,oti,HenrDe00,targets,1,,,,,
player,201709240oti,oti,HenrDe00,rec,1,,,,,
player,201709240oti,oti,HenrDe00,rec_yds,10,,,,,
player,201709240oti,oti,HenrDe00,rec_td,0,,,,,
player,201709240oti,oti,HenrDe00,rec_long,10,,,,,
player,201709240oti,oti,HenrDe00,fumbles,0,,,,,
player,201709240oti,oti,HenrDe00,fumbles_lost,0,,,,,
player,201709240oti,oti,MattRi00,pass_cmp,0,,,,,
player,201709240oti,oti,MattRi00,pass_att,0,,,,,
player,201709240oti,oti,MattRi00,pass_yds,0,,,,,
player,201709240oti,oti,MattRi00,pass_td,0,,,,,
player,201709240oti,oti,MattRi00,pass_int,0,,,,,
player,201709240oti,oti,MattRi00,pass_sacked,0,,,,,
player,201709240oti,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,MattRi00,pass_long,0,,,,,
player,201709240oti,oti,MattRi00,pass_rating,,,,,,
player,201709240oti,oti,MattRi00,rush_att,0,,,,,
player,201709240oti,oti,MattRi00,rush_yds,0,,,,,
player,201709240oti,oti,MattRi00,rush_td,0,,,,,
player,201709240oti,oti,MattRi00,rush_long,0,,,,,
player,201709240oti,oti,MattRi00,targets,10,,,,,
player,201709240oti,oti,MattRi00,rec,6,,,,,
player,201709240oti,oti,MattRi00,rec_yds,87,,,,,
player,201709240oti,oti,MattRi00,rec_td,1,,,,,
player,201709240oti,oti,MattRi00,rec_long,55,,,,,
player,201709240oti,oti,MattRi00,fumbles,0,,,,,
player,201709240oti,oti,MattRi00,fumbles_lost,0,,,,,
player,201709240oti,oti,DeckEr00,pass_cmp,0,,,,,
player,201709240oti,oti,DeckEr00,pass_att,0,,,,,
player,201709240oti,oti,DeckEr00,pass_yds,0,,,,,
player,201709240oti,oti,DeckEr00,pass_td,0,,,,,
player,201709240oti,oti,DeckEr00,pass_int,0,,,,,
player,201709240oti,oti,DeckEr00,pass_sacked,0,,,,,
player,201709240oti,oti,DeckEr00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,DeckEr00,pass_long,0,,,,,
player,201709240oti,oti,DeckEr00,pass_rating,,,,,,
player,201709240oti,oti,DeckEr00,rush_att,0,,,,,
player,201709240oti,oti,DeckEr00,rush_yds,0,,,,,
player,201709240oti,oti,DeckEr00,rush_td,0,,,,,
player,201709240oti,oti,DeckEr00,rush_long,0,,,,,
player,201709240oti,oti,DeckEr00,targets,5,,,,,
player,201709240oti,oti,DeckEr00,rec,4,,,,,
player,201709240oti,oti,DeckEr00,rec_yds,49,,,,,
player,201709240oti,oti,DeckEr00,rec_td,0,,,,,
player,201709240oti,oti,DeckEr00,rec_long,17,,,,,
player,201709240oti,oti,DeckEr00,fumbles,0,,,,,
player,201709240oti,oti,DeckEr00,fumbles_lost,0,,,,,
player,201709240oti,oti,WalkHu00,pass_cmp,0,,,,,
player,201709240oti,oti,WalkHu00,pass_att,0,,,,,
player,201709240oti,oti,WalkHu00,pass_yds,0,,,,,
player,201709240oti,oti,WalkHu00,pass_td,0,,,,,
player,201709240oti,oti,WalkHu00,pass_int,0,,,,,
player,201709240oti,oti,WalkHu00,pass_sacked,0,,,,,
player,201709240oti,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,WalkHu00,pass_long,0,,,,,
player,201709240oti,oti,WalkHu00,pass_rating,,,,,,
player,201709240oti,oti,WalkHu00,rush_att,0,,,,,
player,201709240oti,oti,WalkHu00,rush_yds,0,,,,,
player,201709240oti,oti,WalkHu00,rush_td,0,,,,,
player,201709240oti,oti,WalkHu00,rush_long,0,,,,,
player,201709240oti,oti,WalkHu00,targets,6,,,,,
player,201709240oti,oti,WalkHu00,rec,4,,,,,
player,201709240oti,oti,WalkHu00,rec_yds,31,,,,,
player,201709240oti,oti,WalkHu00,rec_td,0,,,,,
player,201709240oti,oti,WalkHu00,rec_long,11,,,,,
player,201709240oti,oti,WalkHu00,fumbles,0,,,,,
player,201709240oti,oti,WalkHu00,fumbles_lost,0,,,,,
player,201709240oti,oti,SmitJo01,pass_cmp,0,,,,,
player,201709240oti,oti,SmitJo01,pass_att,0,,,,,
player,201709240oti,oti,SmitJo01,pass_yds,0,,,,,
player,201709240oti,oti,SmitJo01,pass_td,0,,,,,
player,201709240oti,oti,SmitJo01,pass_int,0,,,,,
player,201709240oti,oti,SmitJo01,pass_sacked,0,,,,,
player,201709240oti,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201709240oti,oti,SmitJo01,pass_long,0,,,,,
player,201709240oti,oti,SmitJo01,pass_rating,,,,,,
player,201709240oti,oti,SmitJo01,rush_att,0,,,,,
player,201709240oti,oti,SmitJo01,rush_yds,0,,,,,
player,201709240oti,oti,SmitJo01,rush_td,0,,,,,
player,201709240oti,oti,SmitJo01,rush_long,0,,,,,
player,201709240oti,oti,SmitJo01,targets,2,,,,,
player,201709240oti,oti,SmitJo01,rec,1,,,,,
player,201709240oti,oti,SmitJo01,rec_yds,24,,,,,
player,201709240oti,oti,SmitJo01,rec_td,1,,,,,
player,201709240oti,oti,SmitJo01,rec_long,24,,,,,
player,201709240oti,oti,SmitJo01,fumbles,0,,,,,
player,201709240oti,oti,SmitJo01,fumbles_lost,0,,,,,
player,201709240oti,oti,SupePh00,pass_cmp,0,,,,,
player,201709240oti,oti,SupePh00,pass_att,0,,,,,
player,201709240oti,oti,SupePh00,pass_yds,0,,,,,
player,201709240oti,oti,SupePh00,pass_td,0,,,,,
player,201709240oti,oti,SupePh00,pass_int,0,,,,,
player,201709240oti,oti,SupePh00,pass_sacked,0,,,,,
player,201709240oti,oti,SupePh00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,SupePh00,pass_long,0,,,,,
player,201709240oti,oti,SupePh00,pass_rating,,,,,,
player,201709240oti,oti,SupePh00,rush_att,0,,,,,
player,201709240oti,oti,SupePh00,rush_yds,0,,,,,
player,201709240oti,oti,SupePh00,rush_td,0,,,,,
player,201709240oti,oti,SupePh00,rush_long,0,,,,,
player,201709240oti,oti,SupePh00,targets,1,,,,,
player,201709240oti,oti,SupePh00,rec,1,,,,,
player,201709240oti,oti,SupePh00,rec_yds,3,,,,,
player,201709240oti,oti,SupePh00,rec_td,0,,,,,
player,201709240oti,oti,SupePh00,rec_long,3,,,,,
player,201709240oti,oti,SupePh00,fumbles,0,,,,,
player,201709240oti,oti,SupePh00,fumbles_lost,0,,,,,
player,201709240oti,oti,WeemEr00,pass_cmp,0,,,,,
player,201709240oti,oti,WeemEr00,pass_att,0,,,,,
player,201709240oti,oti,WeemEr00,pass_yds,0,,,,,
player,201709240oti,oti,WeemEr00,pass_td,0,,,,,
player,201709240oti,oti,WeemEr00,pass_int,0,,,,,
player,201709240oti,oti,WeemEr00,pass_sacked,0,,,,,
player,201709240oti,oti,WeemEr00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,WeemEr00,pass_long,0,,,,,
player,201709240oti,oti,WeemEr00,pass_rating,,,,,,
player,201709240oti,oti,WeemEr00,rush_att,0,,,,,
player,201709240oti,oti,WeemEr00,rush_yds,0,,,,,
player,201709240oti,oti,WeemEr00,rush_td,0,,,,,
player,201709240oti,oti,WeemEr00,rush_long,0,,,,,
player,201709240oti,oti,WeemEr00,targets,1,,,,,
player,201709240oti,oti,WeemEr00,rec,0,,,,,
player,201709240oti,oti,WeemEr00,rec_yds,0,,,,,
player,201709240oti,oti,WeemEr00,rec_td,0,,,,,
player,201709240oti,oti,WeemEr00,rec_long,0,,,,,
player,201709240oti,oti,WeemEr00,fumbles,0,,,,,
player,201709240oti,oti,WeemEr00,fumbles_lost,0,,,,,
player,201709240oti,oti,TaylTa00,pass_cmp,0,,,,,
player,201709240oti,oti,TaylTa00,pass_att,0,,,,,
player,201709240oti,oti,TaylTa00,pass_yds,0,,,,,
player,201709240oti,oti,TaylTa00,pass_td,0,,,,,
player,201709240oti,oti,TaylTa00,pass_int,0,,,,,
player,201709240oti,oti,TaylTa00,pass_sacked,0,,,,,
player,201709240oti,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201709240oti,oti,TaylTa00,pass_long,0,,,,,
player,201709240oti,oti,TaylTa00,pass_rating,,,,,,
player,201709240oti,oti,TaylTa00,rush_att,1,,,,,
player,201709240oti,oti,TaylTa00,rush_yds,-1,,,,,
player,201709240oti,oti,TaylTa00,rush_td,0,,,,,
player,201709240oti,oti,TaylTa00,rush_long,-1,,,,,
player,201709240oti,oti,TaylTa00,targets,3,,,,,
player,201709240oti,oti,TaylTa00,rec,2,,,,,
player,201709240oti,oti,TaylTa00,rec_yds,16,,,,,
player,201709240oti,oti,TaylTa00,rec_td,0,,,,,
player,201709240oti,oti,TaylTa00,rec_long,11,,,,,
player,201709240oti,oti,TaylTa00,fumbles,0,,,,,
player,201709240oti,oti,TaylTa00,fumbles_lost,0,,,,,
player,201709240oti,sea,WagnBo00,def_int,0,,,,,
player,201709240oti,sea,WagnBo00,def_int_yds,0,,,,,
player,201709240oti,sea,WagnBo00,def_int_td,0,,,,,
player,201709240oti,sea,WagnBo00,def_int_long,0,,,,,
player,201709240oti,sea,WagnBo00,pass_defended,0,,,,,
player,201709240oti,sea,WagnBo00,sacks,0.0,,,,,
player,201709240oti,sea,WagnBo00,tackles_combined,11,,,,,
player,201709240oti,sea,WagnBo00,tackles_solo,8,,,,,
player,201709240oti,sea,WagnBo00,tackles_assists,3,,,,,
player,201709240oti,sea,WagnBo00,tackles_loss,1,,,,,
player,201709240oti,sea,WagnBo00,qb_hits,0,,,,,
player,201709240oti,sea,WagnBo00,fumbles_rec,0,,,,,
player,201709240oti,sea,WagnBo00,fumbles_rec_yds,0,,,,,
player,201709240oti,sea,WagnBo00,fumbles_rec_td,0,,,,,
player,201709240oti,sea,WagnBo00,fumbles_forced,0,,,,,
player,201709240oti,sea,WrigK.00,def_int,0,,,,,
player,201709240oti,sea,WrigK.00,def_int_yds,0,,,,,
player,201709240oti,sea,WrigK.00,def_int_td,0,,,,,
player,201709240oti,sea,WrigK.00,def_int_long,0,,,,,
player,201709240oti,sea,WrigK.00,pass_defended,0,,,,,
player,201709240oti,sea,WrigK.00,sacks,0.0,,,,,
player,201709240oti,sea,WrigK.00,tackles_combined,8,,,,,
player,201709240oti,sea,WrigK.00,tackles_solo,5,,,,,
player,201709240oti,sea,WrigK.00,tackles_assists,3,,,,,
player,201709240oti,sea,WrigK.00,tackles_loss,0,,,,,
player,201709240oti,sea,WrigK.00,qb_hits,0,,,,,
player,201709240oti,sea,WrigK.00,fumbles_rec,0,,,,,
player,201709240oti,sea,WrigK.00,fumbles_rec_yds,0,,,,,
player,201709240oti,sea,WrigK.00,fumbles_rec_td,0,,,,,
player,201709240oti,sea,WrigK.00,fumbles_forced,0,,,,,
player,201709240oti,sea,ChanKa99,def_int,0,,,,,
player,201709240oti,sea,ChanKa99,def_int_yds,0,,,,,
player,201709240oti,sea,ChanKa99,def_int_td,0,,,,,
player,201709240oti,sea,ChanKa99,def_int_long,0,,,,,
player,201709240oti,sea,ChanKa99,pass_defended,0,,,,,
player,201709240oti,sea,ChanKa99,sacks,0.0,,,,,
player,201709240oti,sea,ChanKa99,tackles_combined,7,,,,,
player,201709240oti,sea,ChanKa99,tackles_solo,7,,,,,
player,201709240oti,sea,ChanKa99,tackles_assists,0,,,,,
player,201709240oti,sea,ChanKa99,tackles_loss,1,,,,,
player,201709240oti,sea,ChanKa99,qb_hits,0,,,,,
player,201709240oti,sea,ChanKa99,fumbles_rec,0,,,,,
player,201709240oti,sea,ChanKa99,fumbles_rec_yds,0,,,,,
player,201709240oti,sea,ChanKa99,fumbles_rec_td,0,,,,,
player,201709240oti,sea,ChanKa99,fumbles_forced,0,,,,,
player,201709240oti,sea,GrifSh00,def_int,0,,,,,
player,201709240oti,sea,GrifSh00,def_int_yds,0,,,,,
player,201709240oti,sea,GrifSh00,def_int_td,0,,,,,
player,201709240oti,sea,GrifSh00,def_int_long,0,,,,,
player,201709240oti,sea,GrifSh00,pass_defended,0,,,,,
player,201709240oti,sea,GrifSh00,sacks,0.0,,,,,
player,201709240oti,sea,GrifSh00,tackles_combined,5,,,,,
