game,2017,6,20171015,201710150atl,mia,"Miami Dolphins",20,atl,"Atlanta Falcons",17
player,201710150atl,mia,CutlJa00,rush_yds,-1,,,,,
player,201710150atl,mia,CutlJa00,rush_td,0,,,,,
player,201710150atl,mia,CutlJa00,rush_long,-1,,,,,
player,201710150atl,mia,CutlJa00,targets,0,,,,,
player,201710150atl,mia,CutlJa00,rec,0,,,,,
player,201710150atl,mia,CutlJa00,rec_yds,0,,,,,
player,201710150atl,mia,CutlJa00,rec_td,0,,,,,
player,201710150atl,mia,CutlJa00,rec_long,0,,,,,
player,201710150atl,mia,CutlJa00,fumbles,0,,,,,
player,201710150atl,mia,CutlJa00,fumbles_lost,0,,,,,
player,201710150atl,mia,AjayJa00,pass_cmp,0,,,,,
player,201710150atl,mia,AjayJa00,pass_att,0,,,,,
player,201710150atl,mia,AjayJa00,pass_yds,0,,,,,
player,201710150atl,mia,AjayJa00,pass_td,0,,,,,
player,201710150atl,mia,AjayJa00,pass_int,0,,,,,
player,201710150atl,mia,AjayJa00,pass_sacked,0,,,,,
player,201710150atl,mia,AjayJa00,pass_sacked_yds,0,,,,,
player,201710150atl,mia,AjayJa00,pass_long,0,,,,,
player,201710150atl,mia,AjayJa00,pass_rating,,,,,,
player,201710150atl,mia,AjayJa00,rush_att,26,,,,,
player,201710150atl,mia,AjayJa00,rush_yds,130,,,,,
player,201710150atl,mia,AjayJa00,rush_td,0,,,,,
player,201710150atl,mia,AjayJa00,rush_long,18,,,,,
player,201710150atl,mia,AjayJa00,targets,3,,,,,
player,201710150atl,mia,AjayJa00,rec,0,,,,,
player,201710150atl,mia,AjayJa00,rec_yds,0,,,,,
player,201710150atl,mia,AjayJa00,rec_td,0,,,,,
player,201710150atl,mia,AjayJa00,rec_long,0,,,,,
player,201710150atl,mia,AjayJa00,fumbles,0,,,,,
player,201710150atl,mia,AjayJa00,fumbles_lost,0,,,,,
player,201710150atl,mia,WillDa05,pass_cmp,0,,,,,
player,201710150atl,mia,WillDa05,pass_att,0,,,,,
player,201710150atl,mia,WillDa05,pass_yds,0,,,,,
player,201710150atl,mia,WillDa05,pass_td,0,,,,,
player,201710150atl,mia,WillDa05,pass_int,0,,,,,
player,201710150atl,mia,WillDa05,pass_sacked,0,,,,,
player,201710150atl,mia,WillDa05,pass_sacked_yds,0,,,,,
player,201710150atl,mia,WillDa05,pass_long,0,,,,,
player,201710150atl,mia,WillDa05,pass_rating,,,,,,
player,201710150atl,mia,WillDa05,rush_att,4,,,,,
player,201710150atl,mia,WillDa05,rush_yds,9,,,,,
player,201710150atl,mia,WillDa05,rush_td,0,,,,,
player,201710150atl,mia,WillDa05,rush_long,5,,,,,
player,201710150atl,mia,WillDa05,targets,3,,,,,
player,201710150atl,mia,WillDa05,rec,3,,,,,
player,201710150atl,mia,WillDa05,rec_yds,14,,,,,
player,201710150atl,mia,WillDa05,rec_td,0,,,,,
player,201710150atl,mia,WillDa05,rec_long,7,,,,,
player,201710150atl,mia,WillDa05,fumbles,0,,,,,
player,201710150atl,mia,WillDa05,fumbles_lost,0,,,,,
player,201710150atl,mia,LandJa00,pass_cmp,0,,,,,
player,201710150atl,mia,LandJa00,pass_att,0,,,,,
player,201710150atl,mia,LandJa00,pass_yds,0,,,,,
player,201710150atl,mia,LandJa00,pass_td,0,,,,,
player,201710150atl,mia,LandJa00,pass_int,0,,,,,
player,201710150atl,mia,LandJa00,pass_sacked,0,,,,,
player,201710150atl,mia,LandJa00,pass_sacked_yds,0,,,,,
player,201710150atl,mia,LandJa00,pass_long,0,,,,,
player,201710150atl,mia,LandJa00,pass_rating,,,,,,
player,201710150atl,mia,LandJa00,rush_att,0,,,,,
player,201710150atl,mia,LandJa00,rush_yds,0,,,,,
player,201710150atl,mia,LandJa00,rush_td,0,,,,,
player,201710150atl,mia,LandJa00,rush_long,0,,,,,
player,201710150atl,mia,LandJa00,targets,14,,,,,
player,201710150atl,mia,LandJa00,rec,8,,,,,
player,201710150atl,mia,LandJa00,rec_yds,62,,,,,
player,201710150atl,mia,LandJa00,rec_td,1,,,,,
player,201710150atl,mia,LandJa00,rec_long,11,,,,,
player,201710150atl,mia,LandJa00,fumbles,0,,,,,
player,201710150atl,mia,LandJa00,fumbles_lost,0,,,,,
player,201710150atl,mia,StilKe00,pass_cmp,0,,,,,
player,201710150atl,mia,StilKe00,pass_att,0,,,,,
player,201710150atl,mia,StilKe00,pass_yds,0,,,,,
player,201710150atl,mia,StilKe00,pass_td,0,,,,,
player,201710150atl,mia,StilKe00,pass_int,0,,,,,
player,201710150atl,mia,StilKe00,pass_sacked,0,,,,,
player,201710150atl,mia,StilKe00,pass_sacked_yds,0,,,,,
player,201710150atl,mia,StilKe00,pass_long,0,,,,,
player,201710150atl,mia,StilKe00,pass_rating,,,,,,
player,201710150atl,mia,StilKe00,rush_att,0,,,,,
player,201710150atl,mia,StilKe00,rush_yds,0,,,,,
player,201710150atl,mia,StilKe00,rush_td,0,,,,,
player,201710150atl,mia,StilKe00,rush_long,0,,,,,
player,201710150atl,mia,StilKe00,targets,4,,,,,
player,201710150atl,mia,StilKe00,rec,4,,,,,
player,201710150atl,mia,StilKe00,rec_yds,49,,,,,
player,201710150atl,mia,StilKe00,rec_td,1,,,,,
player,201710150atl,mia,StilKe00,rec_long,18,,,,,
player,201710150atl,mia,StilKe00,fumbles,0,,,,,
player,201710150atl,mia,StilKe00,fumbles_lost,0,,,,,
player,201710150atl,mia,ThomJu00,pass_cmp,0,,,,,
player,201710150atl,mia,ThomJu00,pass_att,0,,,,,
player,201710150atl,mia,ThomJu00,pass_yds,0,,,,,
player,201710150atl,mia,ThomJu00,pass_td,0,,,,,
player,201710150atl,mia,ThomJu00,pass_int,0,,,,,
player,201710150atl,mia,ThomJu00,pass_sacked,0,,,,,
player,201710150atl,mia,ThomJu00,pass_sacked_yds,0,,,,,
player,201710150atl,mia,ThomJu00,pass_long,0,,,,,
player,201710150atl,mia,ThomJu00,pass_rating,,,,,,
player,201710150atl,mia,ThomJu00,rush_att,0,,,,,
player,201710150atl,mia,ThomJu00,rush_yds,0,,,,,
player,201710150atl,mia,ThomJu00,rush_td,0,,,,,
player,201710150atl,mia,ThomJu00,rush_long,0,,,,,
player,201710150atl,mia,ThomJu00,targets,5,,,,,
player,201710150atl,mia,ThomJu00,rec,3,,,,,
player,201710150atl,mia,ThomJu00,rec_yds,22,,,,,
player,201710150atl,mia,ThomJu00,rec_td,0,,,,,
player,201710150atl,mia,ThomJu00,rec_long,12,,,,,
player,201710150atl,mia,ThomJu00,fumbles,0,,,,,
player,201710150atl,mia,ThomJu00,fumbles_lost,0,,,,,
player,201710150atl,mia,GranJa00,pass_cmp,0,,,,,
player,201710150atl,mia,GranJa00,pass_att,0,,,,,
player,201710150atl,mia,GranJa00,pass_yds,0,,,,,
player,201710150atl,mia,GranJa00,pass_td,0,,,,,
player,201710150atl,mia,GranJa00,pass_int,0,,,,,
player,201710150atl,mia,GranJa00,pass_sacked,0,,,,,
player,201710150atl,mia,GranJa00,pass_sacked_yds,0,,,,,
player,201710150atl,mia,GranJa00,pass_long,0,,,,,
player,201710150atl,mia,GranJa00,pass_rating,,,,,,
player,201710150atl,mia,GranJa00,rush_att,0,,,,,
player,201710150atl,mia,GranJa00,rush_yds,0,,,,,
player,201710150atl,mia,GranJa00,rush_td,0,,,,,
player,201710150atl,mia,GranJa00,rush_long,0,,,,,
player,201710150atl,mia,GranJa00,targets,1,,,,,
player,201710150atl,mia,GranJa00,rec,1,,,,,
player,201710150atl,mia,GranJa00,rec_yds,4,,,,,
player,201710150atl,mia,GranJa00,rec_td,0,,,,,
player,201710150atl,mia,GranJa00,rec_long,4,,,,,
player,201710150atl,mia,GranJa00,fumbles,0,,,,,
player,201710150atl,mia,GranJa00,fumbles_lost,0,,,,,
player,201710150atl,mia,CarrLe00,pass_cmp,0,,,,,
player,201710150atl,mia,CarrLe00,pass_att,0,,,,,
player,201710150atl,mia,CarrLe00,pass_yds,0,,,,,
player,201710150atl,mia,CarrLe00,pass_td,0,,,,,
player,201710150atl,mia,CarrLe00,pass_int,0,,,,,
player,201710150atl,mia,CarrLe00,pass_sacked,0,,,,,
player,201710150atl,mia,CarrLe00,pass_sacked_yds,0,,,,,
player,201710150atl,mia,CarrLe00,pass_long,0,,,,,
player,201710150atl,mia,CarrLe00,pass_rating,,,,,,
player,201710150atl,mia,CarrLe00,rush_att,0,,,,,
player,201710150atl,mia,CarrLe00,rush_yds,0,,,,,
player,201710150atl,mia,CarrLe00,rush_td,0,,,,,
player,201710150atl,mia,CarrLe00,rush_long,0,,,,,
player,201710150atl,mia,CarrLe00,targets,3,,,,,
player,201710150atl,mia,CarrLe00,rec,0,,,,,
player,201710150atl,mia,CarrLe00,rec_yds,0,,,,,
player,201710150atl,mia,CarrLe00,rec_td,0,,,,,
player,201710150atl,mia,CarrLe00,rec_long,0,,,,,
player,201710150atl,mia,CarrLe00,fumbles,0,,,,,
player,201710150atl,mia,CarrLe00,fumbles_lost,0,,,,,
player,201710150atl,atl,RyanMa00,pass_cmp,24,,,,,
player,201710150atl,atl,RyanMa00,pass_att,35,,,,,
player,201710150atl,atl,RyanMa00,pass_yds,248,,,,,
player,201710150atl,atl,RyanMa00,pass_td,1,,,,,
player,201710150atl,atl,RyanMa00,pass_int,1,,,,,
player,201710150atl,atl,RyanMa00,pass_sacked,2,,,,,
player,201710150atl,atl,RyanMa00,pass_sacked_yds,9,,,,,
player,201710150atl,atl,RyanMa00,pass_long,40,,,,,
player,201710150atl,atl,RyanMa00,pass_rating,86.4,,,,,
player,201710150atl,atl,RyanMa00,rush_att,0,,,,,
player,201710150atl,atl,RyanMa00,rush_yds,0,,,,,
player,201710150atl,atl,RyanMa00,rush_td,0,,,,,
player,201710150atl,atl,RyanMa00,rush_long,0,,,,,
player,201710150atl,atl,RyanMa00,targets,0,,,,,
player,201710150atl,atl,RyanMa00,rec,0,,,,,
player,201710150atl,atl,RyanMa00,rec_yds,0,,,,,
player,201710150atl,atl,RyanMa00,rec_td,0,,,,,
player,201710150atl,atl,RyanMa00,rec_long,0,,,,,
player,201710150atl,atl,RyanMa00,fumbles,0,,,,,
player,201710150atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201710150atl,atl,FreeDe00,pass_cmp,0,,,,,
player,201710150atl,atl,FreeDe00,pass_att,0,,,,,
player,201710150atl,atl,FreeDe00,pass_yds,0,,,,,
player,201710150atl,atl,FreeDe00,pass_td,0,,,,,
player,201710150atl,atl,FreeDe00,pass_int,0,,,,,
player,201710150atl,atl,FreeDe00,pass_sacked,0,,,,,
player,201710150atl,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201710150atl,atl,FreeDe00,pass_long,0,,,,,
player,201710150atl,atl,FreeDe00,pass_rating,,,,,,
player,201710150atl,atl,FreeDe00,rush_att,9,,,,,
player,201710150atl,atl,FreeDe00,rush_yds,68,,,,,
player,201710150atl,atl,FreeDe00,rush_td,0,,,,,
player,201710150atl,atl,FreeDe00,rush_long,44,,,,,
player,201710150atl,atl,FreeDe00,targets,4,,,,,
player,201710150atl,atl,FreeDe00,rec,2,,,,,
player,201710150atl,atl,FreeDe00,rec_yds,11,,,,,
player,201710150atl,atl,FreeDe00,rec_td,0,,,,,
player,201710150atl,atl,FreeDe00,rec_long,11,,,,,
player,201710150atl,atl,FreeDe00,fumbles,0,,,,,
player,201710150atl,atl,FreeDe00,fumbles_lost,0,,,,,
player,201710150atl,atl,ColeTe01,pass_cmp,0,,,,,
player,201710150atl,atl,ColeTe01,pass_att,0,,,,,
player,201710150atl,atl,ColeTe01,pass_yds,0,,,,,
player,201710150atl,atl,ColeTe01,pass_td,0,,,,,
player,201710150atl,atl,ColeTe01,pass_int,0,,,,,
player,201710150atl,atl,ColeTe01,pass_sacked,0,,,,,
player,201710150atl,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201710150atl,atl,ColeTe01,pass_long,0,,,,,
player,201710150atl,atl,ColeTe01,pass_rating,,,,,,
player,201710150atl,atl,ColeTe01,rush_att,9,,,,,
player,201710150atl,atl,ColeTe01,rush_yds,32,,,,,
player,201710150atl,atl,ColeTe01,rush_td,1,,,,,
player,201710150atl,atl,ColeTe01,rush_long,20,,,,,
player,201710150atl,atl,ColeTe01,targets,1,,,,,
player,201710150atl,atl,ColeTe01,rec,1,,,,,
player,201710150atl,atl,ColeTe01,rec_yds,4,,,,,
player,201710150atl,atl,ColeTe01,rec_td,0,,,,,
player,201710150atl,atl,ColeTe01,rec_long,4,,,,,
player,201710150atl,atl,ColeTe01,fumbles,0,,,,,
player,201710150atl,atl,ColeTe01,fumbles_lost,0,,,,,
player,201710150atl,atl,JoneJu02,pass_cmp,0,,,,,
player,201710150atl,atl,JoneJu02,pass_att,0,,,,,
player,201710150atl,atl,JoneJu02,pass_yds,0,,,,,
player,201710150atl,atl,JoneJu02,pass_td,0,,,,,
player,201710150atl,atl,JoneJu02,pass_int,0,,,,,
player,201710150atl,atl,JoneJu02,pass_sacked,0,,,,,
player,201710150atl,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201710150atl,atl,JoneJu02,pass_long,0,,,,,
player,201710150atl,atl,JoneJu02,pass_rating,,,,,,
player,201710150atl,atl,JoneJu02,rush_att,0,,,,,
player,201710150atl,atl,JoneJu02,rush_yds,0,,,,,
player,201710150atl,atl,JoneJu02,rush_td,0,,,,,
player,201710150atl,atl,JoneJu02,rush_long,0,,,,,
player,201710150atl,atl,JoneJu02,targets,7,,,,,
player,201710150atl,atl,JoneJu02,rec,6,,,,,
player,201710150atl,atl,JoneJu02,rec_yds,72,,,,,
player,201710150atl,atl,JoneJu02,rec_td,0,,,,,
player,201710150atl,atl,JoneJu02,rec_long,18,,,,,
player,201710150atl,atl,JoneJu02,fumbles,0,,,,,
player,201710150atl,atl,JoneJu02,fumbles_lost,0,,,,,
player,201710150atl,atl,HoopAu00,pass_cmp,0,,,,,
player,201710150atl,atl,HoopAu00,pass_att,0,,,,,
player,201710150atl,atl,HoopAu00,pass_yds,0,,,,,
player,201710150atl,atl,HoopAu00,pass_td,0,,,,,
player,201710150atl,atl,HoopAu00,pass_int,0,,,,,
player,201710150atl,atl,HoopAu00,pass_sacked,0,,,,,
player,201710150atl,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201710150atl,atl,HoopAu00,pass_long,0,,,,,
player,201710150atl,atl,HoopAu00,pass_rating,,,,,,
player,201710150atl,atl,HoopAu00,rush_att,0,,,,,
player,201710150atl,atl,HoopAu00,rush_yds,0,,,,,
player,201710150atl,atl,HoopAu00,rush_td,0,,,,,
player,201710150atl,atl,HoopAu00,rush_long,0,,,,,
player,201710150atl,atl,HoopAu00,targets,9,,,,,
player,201710150atl,atl,HoopAu00,rec,7,,,,,
player,201710150atl,atl,HoopAu00,rec_yds,48,,,,,
player,201710150atl,atl,HoopAu00,rec_td,0,,,,,
player,201710150atl,atl,HoopAu00,rec_long,11,,,,,
player,201710150atl,atl,HoopAu00,fumbles,0,,,,,
player,201710150atl,atl,HoopAu00,fumbles_lost,0,,,,,
player,201710150atl,atl,HallMa02,pass_cmp,0,,,,,
player,201710150atl,atl,HallMa02,pass_att,0,,,,,
player,201710150atl,atl,HallMa02,pass_yds,0,,,,,
player,201710150atl,atl,HallMa02,pass_td,0,,,,,
player,201710150atl,atl,HallMa02,pass_int,0,,,,,
player,201710150atl,atl,HallMa02,pass_sacked,0,,,,,
player,201710150atl,atl,HallMa02,pass_sacked_yds,0,,,,,
player,201710150atl,atl,HallMa02,pass_long,0,,,,,
player,201710150atl,atl,HallMa02,pass_rating,,,,,,
player,201710150atl,atl,HallMa02,rush_att,0,,,,,
player,201710150atl,atl,HallMa02,rush_yds,0,,,,,
player,201710150atl,atl,HallMa02,rush_td,0,,,,,
player,201710150atl,atl,HallMa02,rush_long,0,,,,,
player,201710150atl,atl,HallMa02,targets,2,,,,,
player,201710150atl,atl,HallMa02,rec,1,,,,,
player,201710150atl,atl,HallMa02,rec_yds,40,,,,,
player,201710150atl,atl,HallMa02,rec_td,1,,,,,
player,201710150atl,atl,HallMa02,rec_long,40,,,,,
player,201710150atl,atl,HallMa02,fumbles,0,,,,,
player,201710150atl,atl,HallMa02,fumbles_lost,0,,,,,
player,201710150atl,atl,GabrTa00,pass_cmp,0,,,,,
player,201710150atl,atl,GabrTa00,pass_att,0,,,,,
player,201710150atl,atl,GabrTa00,pass_yds,0,,,,,
player,201710150atl,atl,GabrTa00,pass_td,0,,,,,
player,201710150atl,atl,GabrTa00,pass_int,0,,,,,
player,201710150atl,atl,GabrTa00,pass_sacked,0,,,,,
player,201710150atl,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201710150atl,atl,GabrTa00,pass_long,0,,,,,
player,201710150atl,atl,GabrTa00,pass_rating,,,,,,
player,201710150atl,atl,GabrTa00,rush_att,0,,,,,
player,201710150atl,atl,GabrTa00,rush_yds,0,,,,,
player,201710150atl,atl,GabrTa00,rush_td,0,,,,,
player,201710150atl,atl,GabrTa00,rush_long,0,,,,,
player,201710150atl,atl,GabrTa00,targets,8,,,,,
player,201710150atl,atl,GabrTa00,rec,4,,,,,
player,201710150atl,atl,GabrTa00,rec_yds,39,,,,,
player,201710150atl,atl,GabrTa00,rec_td,0,,,,,
player,201710150atl,atl,GabrTa00,rec_long,13,,,,,
player,201710150atl,atl,GabrTa00,fumbles,0,,,,,
player,201710150atl,atl,GabrTa00,fumbles_lost,0,,,,,
player,201710150atl,atl,HardJu00,pass_cmp,0,,,,,
player,201710150atl,atl,HardJu00,pass_att,0,,,,,
player,201710150atl,atl,HardJu00,pass_yds,0,,,,,
player,201710150atl,atl,HardJu00,pass_td,0,,,,,
player,201710150atl,atl,HardJu00,pass_int,0,,,,,
player,201710150atl,atl,HardJu00,pass_sacked,0,,,,,
player,201710150atl,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201710150atl,atl,HardJu00,pass_long,0,,,,,
player,201710150atl,atl,HardJu00,pass_rating,,,,,,
player,201710150atl,atl,HardJu00,rush_att,0,,,,,
player,201710150atl,atl,HardJu00,rush_yds,0,,,,,
player,201710150atl,atl,HardJu00,rush_td,0,,,,,
player,201710150atl,atl,HardJu00,rush_long,0,,,,,
player,201710150atl,atl,HardJu00,targets,3,,,,,
player,201710150atl,atl,HardJu00,rec,3,,,,,
player,201710150atl,atl,HardJu00,rec_yds,34,,,,,
player,201710150atl,atl,HardJu00,rec_td,0,,,,,
player,201710150atl,atl,HardJu00,rec_long,22,,,,,
player,201710150atl,atl,HardJu00,fumbles,0,,,,,
player,201710150atl,atl,HardJu00,fumbles_lost,0,,,,,
player,201710150atl,atl,BoshMa00,pass_cmp,0,,,,,
player,201710150atl,atl,BoshMa00,pass_att,0,,,,,
player,201710150atl,atl,BoshMa00,pass_yds,0,,,,,
player,201710150atl,atl,BoshMa00,pass_td,0,,,,,
player,201710150atl,atl,BoshMa00,pass_int,0,,,,,
player,201710150atl,atl,BoshMa00,pass_sacked,0,,,,,
player,201710150atl,atl,BoshMa00,pass_sacked_yds,0,,,,,
player,201710150atl,atl,BoshMa00,pass_long,0,,,,,
player,201710150atl,atl,BoshMa00,pass_rating,,,,,,
player,201710150atl,atl,BoshMa00,rush_att,1,,,,,
player,201710150atl,atl,BoshMa00,rush_yds,0,,,,,
player,201710150atl,atl,BoshMa00,rush_td,0,,,,,
player,201710150atl,atl,BoshMa00,rush_long,0,,,,,
player,201710150atl,atl,BoshMa00,targets,0,,,,,
player,201710150atl,atl,BoshMa00,rec,0,,,,,
player,201710150atl,atl,BoshMa00,rec_yds,0,,,,,
player,201710150atl,atl,BoshMa00,rec_td,0,,,,,
player,201710150atl,atl,BoshMa00,rec_long,0,,,,,
player,201710150atl,atl,BoshMa00,fumbles,0,,,,,
player,201710150atl,atl,BoshMa00,fumbles_lost,0,,,,,
player,201710150atl,mia,JoneRe99,def_int,1,,,,,
player,201710150atl,mia,JoneRe99,def_int_yds,15,,,,,
player,201710150atl,mia,JoneRe99,def_int_td,0,,,,,
player,201710150atl,mia,JoneRe99,def_int_long,15,,,,,
player,201710150atl,mia,JoneRe99,pass_defended,1,,,,,
player,201710150atl,mia,JoneRe99,sacks,0.0,,,,,
player,201710150atl,mia,JoneRe99,tackles_combined,7,,,,,
player,201710150atl,mia,JoneRe99,tackles_solo,5,,,,,
player,201710150atl,mia,JoneRe99,tackles_assists,2,,,,,
player,201710150atl,mia,JoneRe99,tackles_loss,0,,,,,
player,201710150atl,mia,JoneRe99,qb_hits,0,,,,,
player,201710150atl,mia,JoneRe99,fumbles_rec,0,,,,,
player,201710150atl,mia,JoneRe99,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,JoneRe99,fumbles_rec_td,0,,,,,
player,201710150atl,mia,JoneRe99,fumbles_forced,0,,,,,
player,201710150atl,mia,SuhxNd99,def_int,0,,,,,
player,201710150atl,mia,SuhxNd99,def_int_yds,0,,,,,
player,201710150atl,mia,SuhxNd99,def_int_td,0,,,,,
player,201710150atl,mia,SuhxNd99,def_int_long,0,,,,,
player,201710150atl,mia,SuhxNd99,pass_defended,0,,,,,
player,201710150atl,mia,SuhxNd99,sacks,1.0,,,,,
player,201710150atl,mia,SuhxNd99,tackles_combined,3,,,,,
player,201710150atl,mia,SuhxNd99,tackles_solo,2,,,,,
player,201710150atl,mia,SuhxNd99,tackles_assists,1,,,,,
player,201710150atl,mia,SuhxNd99,tackles_loss,1,,,,,
player,201710150atl,mia,SuhxNd99,qb_hits,1,,,,,
player,201710150atl,mia,SuhxNd99,fumbles_rec,0,,,,,
player,201710150atl,mia,SuhxNd99,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,SuhxNd99,fumbles_rec_td,0,,,,,
player,201710150atl,mia,SuhxNd99,fumbles_forced,0,,,,,
player,201710150atl,mia,WakeCa00,def_int,0,,,,,
player,201710150atl,mia,WakeCa00,def_int_yds,0,,,,,
player,201710150atl,mia,WakeCa00,def_int_td,0,,,,,
player,201710150atl,mia,WakeCa00,def_int_long,0,,,,,
player,201710150atl,mia,WakeCa00,pass_defended,0,,,,,
player,201710150atl,mia,WakeCa00,sacks,1.0,,,,,
player,201710150atl,mia,WakeCa00,tackles_combined,2,,,,,
player,201710150atl,mia,WakeCa00,tackles_solo,2,,,,,
player,201710150atl,mia,WakeCa00,tackles_assists,0,,,,,
player,201710150atl,mia,WakeCa00,tackles_loss,1,,,,,
player,201710150atl,mia,WakeCa00,qb_hits,2,,,,,
player,201710150atl,mia,WakeCa00,fumbles_rec,0,,,,,
player,201710150atl,mia,WakeCa00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,WakeCa00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,WakeCa00,fumbles_forced,0,,,,,
player,201710150atl,mia,TimmLa99,def_int,0,,,,,
player,201710150atl,mia,TimmLa99,def_int_yds,0,,,,,
player,201710150atl,mia,TimmLa99,def_int_td,0,,,,,
player,201710150atl,mia,TimmLa99,def_int_long,0,,,,,
player,201710150atl,mia,TimmLa99,pass_defended,1,,,,,
player,201710150atl,mia,TimmLa99,sacks,0.0,,,,,
player,201710150atl,mia,TimmLa99,tackles_combined,8,,,,,
player,201710150atl,mia,TimmLa99,tackles_solo,6,,,,,
player,201710150atl,mia,TimmLa99,tackles_assists,2,,,,,
player,201710150atl,mia,TimmLa99,tackles_loss,1,,,,,
player,201710150atl,mia,TimmLa99,qb_hits,0,,,,,
player,201710150atl,mia,TimmLa99,fumbles_rec,0,,,,,
player,201710150atl,mia,TimmLa99,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,TimmLa99,fumbles_rec_td,0,,,,,
player,201710150atl,mia,TimmLa99,fumbles_forced,0,,,,,
player,201710150atl,mia,McCaBo01,def_int,0,,,,,
player,201710150atl,mia,McCaBo01,def_int_yds,0,,,,,
player,201710150atl,mia,McCaBo01,def_int_td,0,,,,,
player,201710150atl,mia,McCaBo01,def_int_long,0,,,,,
player,201710150atl,mia,McCaBo01,pass_defended,0,,,,,
player,201710150atl,mia,McCaBo01,sacks,0.0,,,,,
player,201710150atl,mia,McCaBo01,tackles_combined,7,,,,,
player,201710150atl,mia,McCaBo01,tackles_solo,5,,,,,
player,201710150atl,mia,McCaBo01,tackles_assists,2,,,,,
player,201710150atl,mia,McCaBo01,tackles_loss,0,,,,,
player,201710150atl,mia,McCaBo01,qb_hits,0,,,,,
player,201710150atl,mia,McCaBo01,fumbles_rec,0,,,,,
player,201710150atl,mia,McCaBo01,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,McCaBo01,fumbles_rec_td,0,,,,,
player,201710150atl,mia,McCaBo01,fumbles_forced,0,,,,,
player,201710150atl,mia,AlonKi00,def_int,0,,,,,
player,201710150atl,mia,AlonKi00,def_int_yds,0,,,,,
player,201710150atl,mia,AlonKi00,def_int_td,0,,,,,
player,201710150atl,mia,AlonKi00,def_int_long,0,,,,,
player,201710150atl,mia,AlonKi00,pass_defended,0,,,,,
player,201710150atl,mia,AlonKi00,sacks,0.0,,,,,
player,201710150atl,mia,AlonKi00,tackles_combined,5,,,,,
player,201710150atl,mia,AlonKi00,tackles_solo,4,,,,,
player,201710150atl,mia,AlonKi00,tackles_assists,1,,,,,
player,201710150atl,mia,AlonKi00,tackles_loss,0,,,,,
player,201710150atl,mia,AlonKi00,qb_hits,0,,,,,
player,201710150atl,mia,AlonKi00,fumbles_rec,0,,,,,
player,201710150atl,mia,AlonKi00,fumbles_rec_yds,0,,,,,
player,201710150atl,mia,AlonKi00,fumbles_rec_td,0,,,,,
player,201710150atl,mia,AlonKi00,fumbles_forced,0,,,,,
