game,2017,16,20171224,201712240crd,nyg,"New York Giants",0,crd,"Arizona Cardinals",23
player,201712240crd,nyg,AdamJe01,fumbles_lost,0,,,,,
player,201712240crd,nyg,SharHu01,pass_cmp,0,,,,,
player,201712240crd,nyg,SharHu01,pass_att,0,,,,,
player,201712240crd,nyg,SharHu01,pass_yds,0,,,,,
player,201712240crd,nyg,SharHu01,pass_td,0,,,,,
player,201712240crd,nyg,SharHu01,pass_int,0,,,,,
player,201712240crd,nyg,SharHu01,pass_sacked,0,,,,,
player,201712240crd,nyg,SharHu01,pass_sacked_yds,0,,,,,
player,201712240crd,nyg,SharHu01,pass_long,0,,,,,
player,201712240crd,nyg,SharHu01,pass_rating,,,,,,
player,201712240crd,nyg,SharHu01,rush_att,0,,,,,
player,201712240crd,nyg,SharHu01,rush_yds,0,,,,,
player,201712240crd,nyg,SharHu01,rush_td,0,,,,,
player,201712240crd,nyg,SharHu01,rush_long,0,,,,,
player,201712240crd,nyg,SharHu01,targets,2,,,,,
player,201712240crd,nyg,SharHu01,rec,2,,,,,
player,201712240crd,nyg,SharHu01,rec_yds,25,,,,,
player,201712240crd,nyg,SharHu01,rec_td,0,,,,,
player,201712240crd,nyg,SharHu01,rec_long,21,,,,,
player,201712240crd,nyg,SharHu01,fumbles,0,,,,,
player,201712240crd,nyg,SharHu01,fumbles_lost,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_cmp,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_att,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_yds,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_td,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_int,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_sacked,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_sacked_yds,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_long,0,,,,,
player,201712240crd,nyg,EngrEv00,pass_rating,,,,,,
player,201712240crd,nyg,EngrEv00,rush_att,0,,,,,
player,201712240crd,nyg,EngrEv00,rush_yds,0,,,,,
player,201712240crd,nyg,EngrEv00,rush_td,0,,,,,
player,201712240crd,nyg,EngrEv00,rush_long,0,,,,,
player,201712240crd,nyg,EngrEv00,targets,2,,,,,
player,201712240crd,nyg,EngrEv00,rec,1,,,,,
player,201712240crd,nyg,EngrEv00,rec_yds,12,,,,,
player,201712240crd,nyg,EngrEv00,rec_td,0,,,,,
player,201712240crd,nyg,EngrEv00,rec_long,12,,,,,
player,201712240crd,nyg,EngrEv00,fumbles,0,,,,,
player,201712240crd,nyg,EngrEv00,fumbles_lost,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_cmp,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_att,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_yds,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_td,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_int,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_sacked,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_sacked_yds,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_long,0,,,,,
player,201712240crd,nyg,RudoTr00,pass_rating,,,,,,
player,201712240crd,nyg,RudoTr00,rush_att,0,,,,,
player,201712240crd,nyg,RudoTr00,rush_yds,0,,,,,
player,201712240crd,nyg,RudoTr00,rush_td,0,,,,,
player,201712240crd,nyg,RudoTr00,rush_long,0,,,,,
player,201712240crd,nyg,RudoTr00,targets,2,,,,,
player,201712240crd,nyg,RudoTr00,rec,1,,,,,
player,201712240crd,nyg,RudoTr00,rec_yds,6,,,,,
player,201712240crd,nyg,RudoTr00,rec_td,0,,,,,
player,201712240crd,nyg,RudoTr00,rec_long,6,,,,,
player,201712240crd,nyg,RudoTr00,fumbles,0,,,,,
player,201712240crd,nyg,RudoTr00,fumbles_lost,0,,,,,
player,201712240crd,crd,StanDr00,pass_cmp,20,,,,,
player,201712240crd,crd,StanDr00,pass_att,34,,,,,
player,201712240crd,crd,StanDr00,pass_yds,209,,,,,
player,201712240crd,crd,StanDr00,pass_td,2,,,,,
player,201712240crd,crd,StanDr00,pass_int,2,,,,,
player,201712240crd,crd,StanDr00,pass_sacked,2,,,,,
player,201712240crd,crd,StanDr00,pass_sacked_yds,15,,,,,
player,201712240crd,crd,StanDr00,pass_long,23,,,,,
player,201712240crd,crd,StanDr00,pass_rating,71.8,,,,,
player,201712240crd,crd,StanDr00,rush_att,2,,,,,
player,201712240crd,crd,StanDr00,rush_yds,1,,,,,
player,201712240crd,crd,StanDr00,rush_td,0,,,,,
player,201712240crd,crd,StanDr00,rush_long,2,,,,,
player,201712240crd,crd,StanDr00,targets,0,,,,,
player,201712240crd,crd,StanDr00,rec,0,,,,,
player,201712240crd,crd,StanDr00,rec_yds,0,,,,,
player,201712240crd,crd,StanDr00,rec_td,0,,,,,
player,201712240crd,crd,StanDr00,rec_long,0,,,,,
player,201712240crd,crd,StanDr00,fumbles,1,,,,,
player,201712240crd,crd,StanDr00,fumbles_lost,0,,,,,
player,201712240crd,crd,FitzLa00,pass_cmp,1,,,,,
player,201712240crd,crd,FitzLa00,pass_att,1,,,,,
player,201712240crd,crd,FitzLa00,pass_yds,21,,,,,
player,201712240crd,crd,FitzLa00,pass_td,0,,,,,
player,201712240crd,crd,FitzLa00,pass_int,0,,,,,
player,201712240crd,crd,FitzLa00,pass_sacked,0,,,,,
player,201712240crd,crd,FitzLa00,pass_sacked_yds,0,,,,,
player,201712240crd,crd,FitzLa00,pass_long,21,,,,,
player,201712240crd,crd,FitzLa00,pass_rating,118.7,,,,,
player,201712240crd,crd,FitzLa00,rush_att,0,,,,,
player,201712240crd,crd,FitzLa00,rush_yds,0,,,,,
player,201712240crd,crd,FitzLa00,rush_td,0,,,,,
player,201712240crd,crd,FitzLa00,rush_long,0,,,,,
player,201712240crd,crd,FitzLa00,targets,15,,,,,
player,201712240crd,crd,FitzLa00,rec,9,,,,,
player,201712240crd,crd,FitzLa00,rec_yds,119,,,,,
player,201712240crd,crd,FitzLa00,rec_td,1,,,,,
player,201712240crd,crd,FitzLa00,rec_long,23,,,,,
player,201712240crd,crd,FitzLa00,fumbles,0,,,,,
player,201712240crd,crd,FitzLa00,fumbles_lost,0,,,,,
player,201712240crd,crd,WillKe05,pass_cmp,0,,,,,
player,201712240crd,crd,WillKe05,pass_att,0,,,,,
player,201712240crd,crd,WillKe05,pass_yds,0,,,,,
player,201712240crd,crd,WillKe05,pass_td,0,,,,,
player,201712240crd,crd,WillKe05,pass_int,0,,,,,
player,201712240crd,crd,WillKe05,pass_sacked,0,,,,,
player,201712240crd,crd,WillKe05,pass_sacked_yds,0,,,,,
player,201712240crd,crd,WillKe05,pass_long,0,,,,,
player,201712240crd,crd,WillKe05,pass_rating,,,,,,
player,201712240crd,crd,WillKe05,rush_att,16,,,,,
player,201712240crd,crd,WillKe05,rush_yds,51,,,,,
player,201712240crd,crd,WillKe05,rush_td,0,,,,,
player,201712240crd,crd,WillKe05,rush_long,21,,,,,
player,201712240crd,crd,WillKe05,targets,3,,,,,
player,201712240crd,crd,WillKe05,rec,2,,,,,
player,201712240crd,crd,WillKe05,rec_yds,14,,,,,
player,201712240crd,crd,WillKe05,rec_td,0,,,,,
player,201712240crd,crd,WillKe05,rec_long,11,,,,,
player,201712240crd,crd,WillKe05,fumbles,0,,,,,
player,201712240crd,crd,WillKe05,fumbles_lost,0,,,,,
player,201712240crd,crd,PennEl00,pass_cmp,0,,,,,
player,201712240crd,crd,PennEl00,pass_att,0,,,,,
player,201712240crd,crd,PennEl00,pass_yds,0,,,,,
player,201712240crd,crd,PennEl00,pass_td,0,,,,,
player,201712240crd,crd,PennEl00,pass_int,0,,,,,
player,201712240crd,crd,PennEl00,pass_sacked,0,,,,,
player,201712240crd,crd,PennEl00,pass_sacked_yds,0,,,,,
player,201712240crd,crd,PennEl00,pass_long,0,,,,,
player,201712240crd,crd,PennEl00,pass_rating,,,,,,
player,201712240crd,crd,PennEl00,rush_att,8,,,,,
player,201712240crd,crd,PennEl00,rush_yds,24,,,,,
player,201712240crd,crd,PennEl00,rush_td,0,,,,,
player,201712240crd,crd,PennEl00,rush_long,7,,,,,
player,201712240crd,crd,PennEl00,targets,2,,,,,
player,201712240crd,crd,PennEl00,rec,2,,,,,
player,201712240crd,crd,PennEl00,rec_yds,14,,,,,
player,201712240crd,crd,PennEl00,rec_td,0,,,,,
player,201712240crd,crd,PennEl00,rec_long,8,,,,,
player,201712240crd,crd,PennEl00,fumbles,0,,,,,
player,201712240crd,crd,PennEl00,fumbles_lost,0,,,,,
player,201712240crd,crd,BrowJo02,pass_cmp,0,,,,,
player,201712240crd,crd,BrowJo02,pass_att,0,,,,,
player,201712240crd,crd,BrowJo02,pass_yds,0,,,,,
player,201712240crd,crd,BrowJo02,pass_td,0,,,,,
player,201712240crd,crd,BrowJo02,pass_int,0,,,,,
player,201712240crd,crd,BrowJo02,pass_sacked,0,,,,,
player,201712240crd,crd,BrowJo02,pass_sacked_yds,0,,,,,
player,201712240crd,crd,BrowJo02,pass_long,0,,,,,
player,201712240crd,crd,BrowJo02,pass_rating,,,,,,
player,201712240crd,crd,BrowJo02,rush_att,0,,,,,
player,201712240crd,crd,BrowJo02,rush_yds,0,,,,,
player,201712240crd,crd,BrowJo02,rush_td,0,,,,,
player,201712240crd,crd,BrowJo02,rush_long,0,,,,,
player,201712240crd,crd,BrowJo02,targets,4,,,,,
player,201712240crd,crd,BrowJo02,rec,2,,,,,
player,201712240crd,crd,BrowJo02,rec_yds,28,,,,,
player,201712240crd,crd,BrowJo02,rec_td,1,,,,,
player,201712240crd,crd,BrowJo02,rec_long,15,,,,,
player,201712240crd,crd,BrowJo02,fumbles,0,,,,,
player,201712240crd,crd,BrowJo02,fumbles_lost,0,,,,,
player,201712240crd,crd,BrowJa03,pass_cmp,0,,,,,
player,201712240crd,crd,BrowJa03,pass_att,0,,,,,
player,201712240crd,crd,BrowJa03,pass_yds,0,,,,,
player,201712240crd,crd,BrowJa03,pass_td,0,,,,,
player,201712240crd,crd,BrowJa03,pass_int,0,,,,,
player,201712240crd,crd,BrowJa03,pass_sacked,0,,,,,
player,201712240crd,crd,BrowJa03,pass_sacked_yds,0,,,,,
player,201712240crd,crd,BrowJa03,pass_long,0,,,,,
player,201712240crd,crd,BrowJa03,pass_rating,,,,,,
player,201712240crd,crd,BrowJa03,rush_att,0,,,,,
player,201712240crd,crd,BrowJa03,rush_yds,0,,,,,
player,201712240crd,crd,BrowJa03,rush_td,0,,,,,
player,201712240crd,crd,BrowJa03,rush_long,0,,,,,
player,201712240crd,crd,BrowJa03,targets,4,,,,,
player,201712240crd,crd,BrowJa03,rec,2,,,,,
player,201712240crd,crd,BrowJa03,rec_yds,27,,,,,
player,201712240crd,crd,BrowJa03,rec_td,0,,,,,
player,201712240crd,crd,BrowJa03,rec_long,21,,,,,
player,201712240crd,crd,BrowJa03,fumbles,0,,,,,
player,201712240crd,crd,BrowJa03,fumbles_lost,0,,,,,
player,201712240crd,crd,FostD.01,pass_cmp,0,,,,,
player,201712240crd,crd,FostD.01,pass_att,0,,,,,
player,201712240crd,crd,FostD.01,pass_yds,0,,,,,
player,201712240crd,crd,FostD.01,pass_td,0,,,,,
player,201712240crd,crd,FostD.01,pass_int,0,,,,,
player,201712240crd,crd,FostD.01,pass_sacked,0,,,,,
player,201712240crd,crd,FostD.01,pass_sacked_yds,0,,,,,
player,201712240crd,crd,FostD.01,pass_long,0,,,,,
player,201712240crd,crd,FostD.01,pass_rating,,,,,,
player,201712240crd,crd,FostD.01,rush_att,0,,,,,
player,201712240crd,crd,FostD.01,rush_yds,0,,,,,
player,201712240crd,crd,FostD.01,rush_td,0,,,,,
player,201712240crd,crd,FostD.01,rush_long,0,,,,,
player,201712240crd,crd,FostD.01,targets,3,,,,,
player,201712240crd,crd,FostD.01,rec,3,,,,,
player,201712240crd,crd,FostD.01,rec_yds,24,,,,,
player,201712240crd,crd,FostD.01,rec_td,0,,,,,
player,201712240crd,crd,FostD.01,rec_long,11,,,,,
player,201712240crd,crd,FostD.01,fumbles,0,,,,,
player,201712240crd,crd,FostD.01,fumbles_lost,0,,,,,
player,201712240crd,crd,GresJe00,pass_cmp,0,,,,,
player,201712240crd,crd,GresJe00,pass_att,0,,,,,
player,201712240crd,crd,GresJe00,pass_yds,0,,,,,
player,201712240crd,crd,GresJe00,pass_td,0,,,,,
player,201712240crd,crd,GresJe00,pass_int,0,,,,,
player,201712240crd,crd,GresJe00,pass_sacked,0,,,,,
player,201712240crd,crd,GresJe00,pass_sacked_yds,0,,,,,
player,201712240crd,crd,GresJe00,pass_long,0,,,,,
player,201712240crd,crd,GresJe00,pass_rating,,,,,,
player,201712240crd,crd,GresJe00,rush_att,0,,,,,
player,201712240crd,crd,GresJe00,rush_yds,0,,,,,
player,201712240crd,crd,GresJe00,rush_td,0,,,,,
player,201712240crd,crd,GresJe00,rush_long,0,,,,,
player,201712240crd,crd,GresJe00,targets,1,,,,,
player,201712240crd,crd,GresJe00,rec,1,,,,,
player,201712240crd,crd,GresJe00,rec_yds,4,,,,,
player,201712240crd,crd,GresJe00,rec_td,0,,,,,
player,201712240crd,crd,GresJe00,rec_long,4,,,,,
player,201712240crd,crd,GresJe00,fumbles,0,,,,,
player,201712240crd,crd,GresJe00,fumbles_lost,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_cmp,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_att,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_yds,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_td,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_int,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_sacked,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_sacked_yds,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_long,0,,,,,
player,201712240crd,crd,NelsJJ00,pass_rating,,,,,,
player,201712240crd,crd,NelsJJ00,rush_att,0,,,,,
player,201712240crd,crd,NelsJJ00,rush_yds,0,,,,,
player,201712240crd,crd,NelsJJ00,rush_td,0,,,,,
player,201712240crd,crd,NelsJJ00,rush_long,0,,,,,
player,201712240crd,crd,NelsJJ00,targets,1,,,,,
player,201712240crd,crd,NelsJJ00,rec,0,,,,,
player,201712240crd,crd,NelsJJ00,rec_yds,0,,,,,
player,201712240crd,crd,NelsJJ00,rec_td,0,,,,,
player,201712240crd,crd,NelsJJ00,rec_long,0,,,,,
player,201712240crd,crd,NelsJJ00,fumbles,0,,,,,
player,201712240crd,crd,NelsJJ00,fumbles_lost,0,,,,,
player,201712240crd,crd,SealRi00,pass_cmp,0,,,,,
player,201712240crd,crd,SealRi00,pass_att,0,,,,,
player,201712240crd,crd,SealRi00,pass_yds,0,,,,,
player,201712240crd,crd,SealRi00,pass_td,0,,,,,
player,201712240crd,crd,SealRi00,pass_int,0,,,,,
player,201712240crd,crd,SealRi00,pass_sacked,0,,,,,
player,201712240crd,crd,SealRi00,pass_sacked_yds,0,,,,,
player,201712240crd,crd,SealRi00,pass_long,0,,,,,
player,201712240crd,crd,SealRi00,pass_rating,,,,,,
player,201712240crd,crd,SealRi00,rush_att,0,,,,,
player,201712240crd,crd,SealRi00,rush_yds,0,,,,,
player,201712240crd,crd,SealRi00,rush_td,0,,,,,
player,201712240crd,crd,SealRi00,rush_long,0,,,,,
player,201712240crd,crd,SealRi00,targets,1,,,,,
player,201712240crd,crd,SealRi00,rec,0,,,,,
player,201712240crd,crd,SealRi00,rec_yds,0,,,,,
player,201712240crd,crd,SealRi00,rec_td,0,,,,,
player,201712240crd,crd,SealRi00,rec_long,0,,,,,
player,201712240crd,crd,SealRi00,fumbles,0,,,,,
player,201712240crd,crd,SealRi00,fumbles_lost,0,,,,,
player,201712240crd,crd,HillBr01,pass_cmp,0,,,,,
player,201712240crd,crd,HillBr01,pass_att,0,,,,,
player,201712240crd,crd,HillBr01,pass_yds,0,,,,,
player,201712240crd,crd,HillBr01,pass_td,0,,,,,
player,201712240crd,crd,HillBr01,pass_int,0,,,,,
player,201712240crd,crd,HillBr01,pass_sacked,0,,,,,
player,201712240crd,crd,HillBr01,pass_sacked_yds,0,,,,,
player,201712240crd,crd,HillBr01,pass_long,0,,,,,
