game,2017,9,20171105,201711050sea,was,"Washington Redskins",17,sea,"Seattle Seahawks",14
player,201711050sea,was,PeriSa00,fumbles,0,,,,,
player,201711050sea,was,PeriSa00,fumbles_lost,0,,,,,
player,201711050sea,was,DaviVe00,pass_cmp,0,,,,,
player,201711050sea,was,DaviVe00,pass_att,0,,,,,
player,201711050sea,was,DaviVe00,pass_yds,0,,,,,
player,201711050sea,was,DaviVe00,pass_td,0,,,,,
player,201711050sea,was,DaviVe00,pass_int,0,,,,,
player,201711050sea,was,DaviVe00,pass_sacked,0,,,,,
player,201711050sea,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201711050sea,was,DaviVe00,pass_long,0,,,,,
player,201711050sea,was,DaviVe00,pass_rating,,,,,,
player,201711050sea,was,DaviVe00,rush_att,0,,,,,
player,201711050sea,was,DaviVe00,rush_yds,0,,,,,
player,201711050sea,was,DaviVe00,rush_td,0,,,,,
player,201711050sea,was,DaviVe00,rush_long,0,,,,,
player,201711050sea,was,DaviVe00,targets,9,,,,,
player,201711050sea,was,DaviVe00,rec,6,,,,,
player,201711050sea,was,DaviVe00,rec_yds,72,,,,,
player,201711050sea,was,DaviVe00,rec_td,0,,,,,
player,201711050sea,was,DaviVe00,rec_long,23,,,,,
player,201711050sea,was,DaviVe00,fumbles,0,,,,,
player,201711050sea,was,DaviVe00,fumbles_lost,0,,,,,
player,201711050sea,was,DoctJo00,pass_cmp,0,,,,,
player,201711050sea,was,DoctJo00,pass_att,0,,,,,
player,201711050sea,was,DoctJo00,pass_yds,0,,,,,
player,201711050sea,was,DoctJo00,pass_td,0,,,,,
player,201711050sea,was,DoctJo00,pass_int,0,,,,,
player,201711050sea,was,DoctJo00,pass_sacked,0,,,,,
player,201711050sea,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201711050sea,was,DoctJo00,pass_long,0,,,,,
player,201711050sea,was,DoctJo00,pass_rating,,,,,,
player,201711050sea,was,DoctJo00,rush_att,0,,,,,
player,201711050sea,was,DoctJo00,rush_yds,0,,,,,
player,201711050sea,was,DoctJo00,rush_td,0,,,,,
player,201711050sea,was,DoctJo00,rush_long,0,,,,,
player,201711050sea,was,DoctJo00,targets,5,,,,,
player,201711050sea,was,DoctJo00,rec,3,,,,,
player,201711050sea,was,DoctJo00,rec_yds,59,,,,,
player,201711050sea,was,DoctJo00,rec_td,0,,,,,
player,201711050sea,was,DoctJo00,rec_long,38,,,,,
player,201711050sea,was,DoctJo00,fumbles,0,,,,,
player,201711050sea,was,DoctJo00,fumbles_lost,0,,,,,
player,201711050sea,was,QuicBr00,pass_cmp,0,,,,,
player,201711050sea,was,QuicBr00,pass_att,0,,,,,
player,201711050sea,was,QuicBr00,pass_yds,0,,,,,
player,201711050sea,was,QuicBr00,pass_td,0,,,,,
player,201711050sea,was,QuicBr00,pass_int,0,,,,,
player,201711050sea,was,QuicBr00,pass_sacked,0,,,,,
player,201711050sea,was,QuicBr00,pass_sacked_yds,0,,,,,
player,201711050sea,was,QuicBr00,pass_long,0,,,,,
player,201711050sea,was,QuicBr00,pass_rating,,,,,,
player,201711050sea,was,QuicBr00,rush_att,0,,,,,
player,201711050sea,was,QuicBr00,rush_yds,0,,,,,
player,201711050sea,was,QuicBr00,rush_td,0,,,,,
player,201711050sea,was,QuicBr00,rush_long,0,,,,,
player,201711050sea,was,QuicBr00,targets,3,,,,,
player,201711050sea,was,QuicBr00,rec,3,,,,,
player,201711050sea,was,QuicBr00,rec_yds,49,,,,,
player,201711050sea,was,QuicBr00,rec_td,0,,,,,
player,201711050sea,was,QuicBr00,rec_long,31,,,,,
player,201711050sea,was,QuicBr00,fumbles,0,,,,,
player,201711050sea,was,QuicBr00,fumbles_lost,0,,,,,
player,201711050sea,was,GranRy01,pass_cmp,0,,,,,
player,201711050sea,was,GranRy01,pass_att,0,,,,,
player,201711050sea,was,GranRy01,pass_yds,0,,,,,
player,201711050sea,was,GranRy01,pass_td,0,,,,,
player,201711050sea,was,GranRy01,pass_int,0,,,,,
player,201711050sea,was,GranRy01,pass_sacked,0,,,,,
player,201711050sea,was,GranRy01,pass_sacked_yds,0,,,,,
player,201711050sea,was,GranRy01,pass_long,0,,,,,
player,201711050sea,was,GranRy01,pass_rating,,,,,,
player,201711050sea,was,GranRy01,rush_att,0,,,,,
player,201711050sea,was,GranRy01,rush_yds,0,,,,,
player,201711050sea,was,GranRy01,rush_td,0,,,,,
player,201711050sea,was,GranRy01,rush_long,0,,,,,
player,201711050sea,was,GranRy01,targets,3,,,,,
player,201711050sea,was,GranRy01,rec,3,,,,,
player,201711050sea,was,GranRy01,rec_yds,39,,,,,
player,201711050sea,was,GranRy01,rec_td,0,,,,,
player,201711050sea,was,GranRy01,rec_long,23,,,,,
player,201711050sea,was,GranRy01,fumbles,0,,,,,
player,201711050sea,was,GranRy01,fumbles_lost,0,,,,,
player,201711050sea,was,PryoTe00,pass_cmp,0,,,,,
player,201711050sea,was,PryoTe00,pass_att,0,,,,,
player,201711050sea,was,PryoTe00,pass_yds,0,,,,,
player,201711050sea,was,PryoTe00,pass_td,0,,,,,
player,201711050sea,was,PryoTe00,pass_int,0,,,,,
player,201711050sea,was,PryoTe00,pass_sacked,0,,,,,
player,201711050sea,was,PryoTe00,pass_sacked_yds,0,,,,,
player,201711050sea,was,PryoTe00,pass_long,0,,,,,
player,201711050sea,was,PryoTe00,pass_rating,,,,,,
player,201711050sea,was,PryoTe00,rush_att,0,,,,,
player,201711050sea,was,PryoTe00,rush_yds,0,,,,,
player,201711050sea,was,PryoTe00,rush_td,0,,,,,
player,201711050sea,was,PryoTe00,rush_long,0,,,,,
player,201711050sea,was,PryoTe00,targets,3,,,,,
player,201711050sea,was,PryoTe00,rec,2,,,,,
player,201711050sea,was,PryoTe00,rec_yds,17,,,,,
player,201711050sea,was,PryoTe00,rec_td,0,,,,,
player,201711050sea,was,PryoTe00,rec_long,12,,,,,
player,201711050sea,was,PryoTe00,fumbles,0,,,,,
player,201711050sea,was,PryoTe00,fumbles_lost,0,,,,,
player,201711050sea,was,SpriJe00,pass_cmp,0,,,,,
player,201711050sea,was,SpriJe00,pass_att,0,,,,,
player,201711050sea,was,SpriJe00,pass_yds,0,,,,,
player,201711050sea,was,SpriJe00,pass_td,0,,,,,
player,201711050sea,was,SpriJe00,pass_int,0,,,,,
player,201711050sea,was,SpriJe00,pass_sacked,0,,,,,
player,201711050sea,was,SpriJe00,pass_sacked_yds,0,,,,,
player,201711050sea,was,SpriJe00,pass_long,0,,,,,
player,201711050sea,was,SpriJe00,pass_rating,,,,,,
player,201711050sea,was,SpriJe00,rush_att,0,,,,,
player,201711050sea,was,SpriJe00,rush_yds,0,,,,,
player,201711050sea,was,SpriJe00,rush_td,0,,,,,
player,201711050sea,was,SpriJe00,rush_long,0,,,,,
player,201711050sea,was,SpriJe00,targets,1,,,,,
player,201711050sea,was,SpriJe00,rec,0,,,,,
player,201711050sea,was,SpriJe00,rec_yds,0,,,,,
player,201711050sea,was,SpriJe00,rec_td,0,,,,,
player,201711050sea,was,SpriJe00,rec_long,0,,,,,
player,201711050sea,was,SpriJe00,fumbles,0,,,,,
player,201711050sea,was,SpriJe00,fumbles_lost,0,,,,,
player,201711050sea,sea,WilsRu00,pass_cmp,24,,,,,
player,201711050sea,sea,WilsRu00,pass_att,45,,,,,
player,201711050sea,sea,WilsRu00,pass_yds,297,,,,,
player,201711050sea,sea,WilsRu00,pass_td,2,,,,,
player,201711050sea,sea,WilsRu00,pass_int,2,,,,,
player,201711050sea,sea,WilsRu00,pass_sacked,2,,,,,
player,201711050sea,sea,WilsRu00,pass_sacked_yds,8,,,,,
player,201711050sea,sea,WilsRu00,pass_long,30,,,,,
player,201711050sea,sea,WilsRu00,pass_rating,70.3,,,,,
player,201711050sea,sea,WilsRu00,rush_att,10,,,,,
player,201711050sea,sea,WilsRu00,rush_yds,77,,,,,
player,201711050sea,sea,WilsRu00,rush_td,0,,,,,
player,201711050sea,sea,WilsRu00,rush_long,13,,,,,
player,201711050sea,sea,WilsRu00,targets,0,,,,,
player,201711050sea,sea,WilsRu00,rec,0,,,,,
player,201711050sea,sea,WilsRu00,rec_yds,0,,,,,
player,201711050sea,sea,WilsRu00,rec_td,0,,,,,
player,201711050sea,sea,WilsRu00,rec_long,0,,,,,
player,201711050sea,sea,WilsRu00,fumbles,1,,,,,
player,201711050sea,sea,WilsRu00,fumbles_lost,0,,,,,
player,201711050sea,sea,RawlTh00,pass_cmp,0,,,,,
player,201711050sea,sea,RawlTh00,pass_att,0,,,,,
player,201711050sea,sea,RawlTh00,pass_yds,0,,,,,
player,201711050sea,sea,RawlTh00,pass_td,0,,,,,
player,201711050sea,sea,RawlTh00,pass_int,0,,,,,
player,201711050sea,sea,RawlTh00,pass_sacked,0,,,,,
player,201711050sea,sea,RawlTh00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,RawlTh00,pass_long,0,,,,,
player,201711050sea,sea,RawlTh00,pass_rating,,,,,,
player,201711050sea,sea,RawlTh00,rush_att,9,,,,,
player,201711050sea,sea,RawlTh00,rush_yds,39,,,,,
player,201711050sea,sea,RawlTh00,rush_td,0,,,,,
player,201711050sea,sea,RawlTh00,rush_long,11,,,,,
player,201711050sea,sea,RawlTh00,targets,2,,,,,
player,201711050sea,sea,RawlTh00,rec,2,,,,,
player,201711050sea,sea,RawlTh00,rec_yds,31,,,,,
player,201711050sea,sea,RawlTh00,rec_td,0,,,,,
player,201711050sea,sea,RawlTh00,rec_long,22,,,,,
player,201711050sea,sea,RawlTh00,fumbles,0,,,,,
player,201711050sea,sea,RawlTh00,fumbles_lost,0,,,,,
player,201711050sea,sea,LacyEd00,pass_cmp,0,,,,,
player,201711050sea,sea,LacyEd00,pass_att,0,,,,,
player,201711050sea,sea,LacyEd00,pass_yds,0,,,,,
player,201711050sea,sea,LacyEd00,pass_td,0,,,,,
player,201711050sea,sea,LacyEd00,pass_int,0,,,,,
player,201711050sea,sea,LacyEd00,pass_sacked,0,,,,,
player,201711050sea,sea,LacyEd00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,LacyEd00,pass_long,0,,,,,
player,201711050sea,sea,LacyEd00,pass_rating,,,,,,
player,201711050sea,sea,LacyEd00,rush_att,6,,,,,
player,201711050sea,sea,LacyEd00,rush_yds,20,,,,,
player,201711050sea,sea,LacyEd00,rush_td,0,,,,,
player,201711050sea,sea,LacyEd00,rush_long,8,,,,,
player,201711050sea,sea,LacyEd00,targets,1,,,,,
player,201711050sea,sea,LacyEd00,rec,1,,,,,
player,201711050sea,sea,LacyEd00,rec_yds,14,,,,,
player,201711050sea,sea,LacyEd00,rec_td,0,,,,,
player,201711050sea,sea,LacyEd00,rec_long,14,,,,,
player,201711050sea,sea,LacyEd00,fumbles,0,,,,,
player,201711050sea,sea,LacyEd00,fumbles_lost,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_cmp,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_att,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_yds,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_td,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_int,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_sacked,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_long,0,,,,,
player,201711050sea,sea,McKiJ.00,pass_rating,,,,,,
player,201711050sea,sea,McKiJ.00,rush_att,3,,,,,
player,201711050sea,sea,McKiJ.00,rush_yds,12,,,,,
player,201711050sea,sea,McKiJ.00,rush_td,0,,,,,
player,201711050sea,sea,McKiJ.00,rush_long,6,,,,,
player,201711050sea,sea,McKiJ.00,targets,3,,,,,
player,201711050sea,sea,McKiJ.00,rec,2,,,,,
player,201711050sea,sea,McKiJ.00,rec_yds,14,,,,,
player,201711050sea,sea,McKiJ.00,rec_td,0,,,,,
player,201711050sea,sea,McKiJ.00,rec_long,9,,,,,
player,201711050sea,sea,McKiJ.00,fumbles,0,,,,,
player,201711050sea,sea,McKiJ.00,fumbles_lost,0,,,,,
player,201711050sea,sea,BaldDo00,pass_cmp,0,,,,,
player,201711050sea,sea,BaldDo00,pass_att,0,,,,,
player,201711050sea,sea,BaldDo00,pass_yds,0,,,,,
player,201711050sea,sea,BaldDo00,pass_td,0,,,,,
player,201711050sea,sea,BaldDo00,pass_int,0,,,,,
player,201711050sea,sea,BaldDo00,pass_sacked,0,,,,,
player,201711050sea,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,BaldDo00,pass_long,0,,,,,
player,201711050sea,sea,BaldDo00,pass_rating,,,,,,
player,201711050sea,sea,BaldDo00,rush_att,0,,,,,
player,201711050sea,sea,BaldDo00,rush_yds,0,,,,,
player,201711050sea,sea,BaldDo00,rush_td,0,,,,,
player,201711050sea,sea,BaldDo00,rush_long,0,,,,,
player,201711050sea,sea,BaldDo00,targets,12,,,,,
player,201711050sea,sea,BaldDo00,rec,7,,,,,
player,201711050sea,sea,BaldDo00,rec_yds,108,,,,,
player,201711050sea,sea,BaldDo00,rec_td,1,,,,,
player,201711050sea,sea,BaldDo00,rec_long,30,,,,,
player,201711050sea,sea,BaldDo00,fumbles,0,,,,,
player,201711050sea,sea,BaldDo00,fumbles_lost,0,,,,,
player,201711050sea,sea,GrahJi00,pass_cmp,0,,,,,
player,201711050sea,sea,GrahJi00,pass_att,0,,,,,
player,201711050sea,sea,GrahJi00,pass_yds,0,,,,,
player,201711050sea,sea,GrahJi00,pass_td,0,,,,,
player,201711050sea,sea,GrahJi00,pass_int,0,,,,,
player,201711050sea,sea,GrahJi00,pass_sacked,0,,,,,
player,201711050sea,sea,GrahJi00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,GrahJi00,pass_long,0,,,,,
player,201711050sea,sea,GrahJi00,pass_rating,,,,,,
player,201711050sea,sea,GrahJi00,rush_att,0,,,,,
player,201711050sea,sea,GrahJi00,rush_yds,0,,,,,
player,201711050sea,sea,GrahJi00,rush_td,0,,,,,
player,201711050sea,sea,GrahJi00,rush_long,0,,,,,
player,201711050sea,sea,GrahJi00,targets,8,,,,,
player,201711050sea,sea,GrahJi00,rec,5,,,,,
player,201711050sea,sea,GrahJi00,rec_yds,59,,,,,
player,201711050sea,sea,GrahJi00,rec_td,0,,,,,
player,201711050sea,sea,GrahJi00,rec_long,21,,,,,
player,201711050sea,sea,GrahJi00,fumbles,0,,,,,
player,201711050sea,sea,GrahJi00,fumbles_lost,0,,,,,
player,201711050sea,sea,RichPa01,pass_cmp,0,,,,,
player,201711050sea,sea,RichPa01,pass_att,0,,,,,
player,201711050sea,sea,RichPa01,pass_yds,0,,,,,
player,201711050sea,sea,RichPa01,pass_td,0,,,,,
player,201711050sea,sea,RichPa01,pass_int,0,,,,,
player,201711050sea,sea,RichPa01,pass_sacked,0,,,,,
player,201711050sea,sea,RichPa01,pass_sacked_yds,0,,,,,
player,201711050sea,sea,RichPa01,pass_long,0,,,,,
player,201711050sea,sea,RichPa01,pass_rating,,,,,,
player,201711050sea,sea,RichPa01,rush_att,0,,,,,
player,201711050sea,sea,RichPa01,rush_yds,0,,,,,
player,201711050sea,sea,RichPa01,rush_td,0,,,,,
player,201711050sea,sea,RichPa01,rush_long,0,,,,,
player,201711050sea,sea,RichPa01,targets,3,,,,,
player,201711050sea,sea,RichPa01,rec,3,,,,,
player,201711050sea,sea,RichPa01,rec_yds,41,,,,,
player,201711050sea,sea,RichPa01,rec_td,0,,,,,
player,201711050sea,sea,RichPa01,rec_long,26,,,,,
player,201711050sea,sea,RichPa01,fumbles,0,,,,,
player,201711050sea,sea,RichPa01,fumbles_lost,0,,,,,
player,201711050sea,sea,McEvTa01,pass_cmp,0,,,,,
player,201711050sea,sea,McEvTa01,pass_att,0,,,,,
player,201711050sea,sea,McEvTa01,pass_yds,0,,,,,
player,201711050sea,sea,McEvTa01,pass_td,0,,,,,
player,201711050sea,sea,McEvTa01,pass_int,0,,,,,
player,201711050sea,sea,McEvTa01,pass_sacked,0,,,,,
player,201711050sea,sea,McEvTa01,pass_sacked_yds,0,,,,,
player,201711050sea,sea,McEvTa01,pass_long,0,,,,,
player,201711050sea,sea,McEvTa01,pass_rating,,,,,,
player,201711050sea,sea,McEvTa01,rush_att,0,,,,,
player,201711050sea,sea,McEvTa01,rush_yds,0,,,,,
player,201711050sea,sea,McEvTa01,rush_td,0,,,,,
player,201711050sea,sea,McEvTa01,rush_long,0,,,,,
player,201711050sea,sea,McEvTa01,targets,2,,,,,
player,201711050sea,sea,McEvTa01,rec,1,,,,,
player,201711050sea,sea,McEvTa01,rec_yds,10,,,,,
player,201711050sea,sea,McEvTa01,rec_td,0,,,,,
player,201711050sea,sea,McEvTa01,rec_long,10,,,,,
player,201711050sea,sea,McEvTa01,fumbles,0,,,,,
player,201711050sea,sea,McEvTa01,fumbles_lost,0,,,,,
player,201711050sea,sea,LockTy00,pass_cmp,0,,,,,
player,201711050sea,sea,LockTy00,pass_att,0,,,,,
player,201711050sea,sea,LockTy00,pass_yds,0,,,,,
player,201711050sea,sea,LockTy00,pass_td,0,,,,,
player,201711050sea,sea,LockTy00,pass_int,0,,,,,
player,201711050sea,sea,LockTy00,pass_sacked,0,,,,,
player,201711050sea,sea,LockTy00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,LockTy00,pass_long,0,,,,,
player,201711050sea,sea,LockTy00,pass_rating,,,,,,
player,201711050sea,sea,LockTy00,rush_att,0,,,,,
player,201711050sea,sea,LockTy00,rush_yds,0,,,,,
player,201711050sea,sea,LockTy00,rush_td,0,,,,,
player,201711050sea,sea,LockTy00,rush_long,0,,,,,
player,201711050sea,sea,LockTy00,targets,8,,,,,
player,201711050sea,sea,LockTy00,rec,2,,,,,
player,201711050sea,sea,LockTy00,rec_yds,10,,,,,
player,201711050sea,sea,LockTy00,rec_td,0,,,,,
player,201711050sea,sea,LockTy00,rec_long,6,,,,,
player,201711050sea,sea,LockTy00,fumbles,0,,,,,
player,201711050sea,sea,LockTy00,fumbles_lost,0,,,,,
player,201711050sea,sea,WillLu00,pass_cmp,0,,,,,
player,201711050sea,sea,WillLu00,pass_att,0,,,,,
player,201711050sea,sea,WillLu00,pass_yds,0,,,,,
player,201711050sea,sea,WillLu00,pass_td,0,,,,,
player,201711050sea,sea,WillLu00,pass_int,0,,,,,
player,201711050sea,sea,WillLu00,pass_sacked,0,,,,,
player,201711050sea,sea,WillLu00,pass_sacked_yds,0,,,,,
player,201711050sea,sea,WillLu00,pass_long,0,,,,,
player,201711050sea,sea,WillLu00,pass_rating,,,,,,
player,201711050sea,sea,WillLu00,rush_att,0,,,,,
player,201711050sea,sea,WillLu00,rush_yds,0,,,,,
player,201711050sea,sea,WillLu00,rush_td,0,,,,,
player,201711050sea,sea,WillLu00,rush_long,0,,,,,
player,201711050sea,sea,WillLu00,targets,2,,,,,
player,201711050sea,sea,WillLu00,rec,1,,,,,
player,201711050sea,sea,WillLu00,rec_yds,10,,,,,
player,201711050sea,sea,WillLu00,rec_td,1,,,,,
player,201711050sea,sea,WillLu00,rec_long,10,,,,,
player,201711050sea,sea,WillLu00,fumbles,0,,,,,
player,201711050sea,sea,WillLu00,fumbles_lost,0,,,,,
player,201711050sea,was,CompWi00,def_int,1,,,,,
player,201711050sea,was,CompWi00,def_int_yds,2,,,,,
player,201711050sea,was,CompWi00,def_int_td,0,,,,,
player,201711050sea,was,CompWi00,def_int_long,2,,,,,
player,201711050sea,was,CompWi00,pass_defended,3,,,,,
player,201711050sea,was,CompWi00,sacks,0.0,,,,,
player,201711050sea,was,CompWi00,tackles_combined,9,,,,,
player,201711050sea,was,CompWi00,tackles_solo,8,,,,,
player,201711050sea,was,CompWi00,tackles_assists,1,,,,,
player,201711050sea,was,CompWi00,tackles_loss,0,,,,,
player,201711050sea,was,CompWi00,qb_hits,0,,,,,
player,201711050sea,was,CompWi00,fumbles_rec,0,,,,,
player,201711050sea,was,CompWi00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,CompWi00,fumbles_rec_td,0,,,,,
player,201711050sea,was,CompWi00,fumbles_forced,0,,,,,
player,201711050sea,was,FullKe00,def_int,1,,,,,
player,201711050sea,was,FullKe00,def_int_yds,0,,,,,
player,201711050sea,was,FullKe00,def_int_td,0,,,,,
player,201711050sea,was,FullKe00,def_int_long,0,,,,,
player,201711050sea,was,FullKe00,pass_defended,1,,,,,
player,201711050sea,was,FullKe00,sacks,0.0,,,,,
player,201711050sea,was,FullKe00,tackles_combined,4,,,,,
player,201711050sea,was,FullKe00,tackles_solo,3,,,,,
player,201711050sea,was,FullKe00,tackles_assists,1,,,,,
player,201711050sea,was,FullKe00,tackles_loss,0,,,,,
player,201711050sea,was,FullKe00,qb_hits,0,,,,,
player,201711050sea,was,FullKe00,fumbles_rec,0,,,,,
player,201711050sea,was,FullKe00,fumbles_rec_yds,0,,,,,
player,201711050sea,was,FullKe00,fumbles_rec_td,0,,,,,
player,201711050sea,was,FullKe00,fumbles_forced,0,,,,,
player,201711050sea,was,BrowZa00,def_int,0,,,,,
player,201711050sea,was,BrowZa00,def_int_yds,0,,,,,
player,201711050sea,was,BrowZa00,def_int_td,0,,,,,
player,201711050sea,was,BrowZa00,def_int_long,0,,,,,
player,201711050sea,was,BrowZa00,pass_defended,0,,,,,
player,201711050sea,was,BrowZa00,sacks,1.0,,,,,
player,201711050sea,was,BrowZa00,tackles_combined,11,,,,,
player,201711050sea,was,BrowZa00,tackles_solo,8,,,,,
player,201711050sea,was,BrowZa00,tackles_assists,3,,,,,
player,201711050sea,was,BrowZa00,tackles_loss,0,,,,,
player,201711050sea,was,BrowZa00,qb_hits,3,,,,,
player,201711050sea,was,BrowZa00,fumbles_rec,0,,,,,
