game,2017,4,20171002,201710020kan,was,"Washington Redskins",20,kan,"Kansas City Chiefs",29
player,201710020kan,was,PeriSa00,pass_yds,0,,,,,
player,201710020kan,was,PeriSa00,pass_td,0,,,,,
player,201710020kan,was,PeriSa00,pass_int,0,,,,,
player,201710020kan,was,PeriSa00,pass_sacked,0,,,,,
player,201710020kan,was,PeriSa00,pass_sacked_yds,0,,,,,
player,201710020kan,was,PeriSa00,pass_long,0,,,,,
player,201710020kan,was,PeriSa00,pass_rating,,,,,,
player,201710020kan,was,PeriSa00,rush_att,6,,,,,
player,201710020kan,was,PeriSa00,rush_yds,27,,,,,
player,201710020kan,was,PeriSa00,rush_td,0,,,,,
player,201710020kan,was,PeriSa00,rush_long,6,,,,,
player,201710020kan,was,PeriSa00,targets,0,,,,,
player,201710020kan,was,PeriSa00,rec,0,,,,,
player,201710020kan,was,PeriSa00,rec_yds,0,,,,,
player,201710020kan,was,PeriSa00,rec_td,0,,,,,
player,201710020kan,was,PeriSa00,rec_long,0,,,,,
player,201710020kan,was,PeriSa00,fumbles,0,,,,,
player,201710020kan,was,PeriSa00,fumbles_lost,0,,,,,
player,201710020kan,was,ThomCh03,pass_cmp,0,,,,,
player,201710020kan,was,ThomCh03,pass_att,0,,,,,
player,201710020kan,was,ThomCh03,pass_yds,0,,,,,
player,201710020kan,was,ThomCh03,pass_td,0,,,,,
player,201710020kan,was,ThomCh03,pass_int,0,,,,,
player,201710020kan,was,ThomCh03,pass_sacked,0,,,,,
player,201710020kan,was,ThomCh03,pass_sacked_yds,0,,,,,
player,201710020kan,was,ThomCh03,pass_long,0,,,,,
player,201710020kan,was,ThomCh03,pass_rating,,,,,,
player,201710020kan,was,ThomCh03,rush_att,6,,,,,
player,201710020kan,was,ThomCh03,rush_yds,23,,,,,
player,201710020kan,was,ThomCh03,rush_td,0,,,,,
player,201710020kan,was,ThomCh03,rush_long,7,,,,,
player,201710020kan,was,ThomCh03,targets,2,,,,,
player,201710020kan,was,ThomCh03,rec,1,,,,,
player,201710020kan,was,ThomCh03,rec_yds,4,,,,,
player,201710020kan,was,ThomCh03,rec_td,0,,,,,
player,201710020kan,was,ThomCh03,rec_long,4,,,,,
player,201710020kan,was,ThomCh03,fumbles,1,,,,,
player,201710020kan,was,ThomCh03,fumbles_lost,1,,,,,
player,201710020kan,was,KellRo00,pass_cmp,0,,,,,
player,201710020kan,was,KellRo00,pass_att,0,,,,,
player,201710020kan,was,KellRo00,pass_yds,0,,,,,
player,201710020kan,was,KellRo00,pass_td,0,,,,,
player,201710020kan,was,KellRo00,pass_int,0,,,,,
player,201710020kan,was,KellRo00,pass_sacked,0,,,,,
player,201710020kan,was,KellRo00,pass_sacked_yds,0,,,,,
player,201710020kan,was,KellRo00,pass_long,0,,,,,
player,201710020kan,was,KellRo00,pass_rating,,,,,,
player,201710020kan,was,KellRo00,rush_att,7,,,,,
player,201710020kan,was,KellRo00,rush_yds,23,,,,,
player,201710020kan,was,KellRo00,rush_td,0,,,,,
player,201710020kan,was,KellRo00,rush_long,12,,,,,
player,201710020kan,was,KellRo00,targets,1,,,,,
player,201710020kan,was,KellRo00,rec,0,,,,,
player,201710020kan,was,KellRo00,rec_yds,0,,,,,
player,201710020kan,was,KellRo00,rec_td,0,,,,,
player,201710020kan,was,KellRo00,rec_long,0,,,,,
player,201710020kan,was,KellRo00,fumbles,0,,,,,
player,201710020kan,was,KellRo00,fumbles_lost,0,,,,,
player,201710020kan,was,DaviVe00,pass_cmp,0,,,,,
player,201710020kan,was,DaviVe00,pass_att,0,,,,,
player,201710020kan,was,DaviVe00,pass_yds,0,,,,,
player,201710020kan,was,DaviVe00,pass_td,0,,,,,
player,201710020kan,was,DaviVe00,pass_int,0,,,,,
player,201710020kan,was,DaviVe00,pass_sacked,0,,,,,
player,201710020kan,was,DaviVe00,pass_sacked_yds,0,,,,,
player,201710020kan,was,DaviVe00,pass_long,0,,,,,
player,201710020kan,was,DaviVe00,pass_rating,,,,,,
player,201710020kan,was,DaviVe00,rush_att,0,,,,,
player,201710020kan,was,DaviVe00,rush_yds,0,,,,,
player,201710020kan,was,DaviVe00,rush_td,0,,,,,
player,201710020kan,was,DaviVe00,rush_long,0,,,,,
player,201710020kan,was,DaviVe00,targets,3,,,,,
player,201710020kan,was,DaviVe00,rec,2,,,,,
player,201710020kan,was,DaviVe00,rec_yds,89,,,,,
player,201710020kan,was,DaviVe00,rec_td,0,,,,,
player,201710020kan,was,DaviVe00,rec_long,69,,,,,
player,201710020kan,was,DaviVe00,fumbles,0,,,,,
player,201710020kan,was,DaviVe00,fumbles_lost,0,,,,,
player,201710020kan,was,PryoTe00,pass_cmp,0,,,,,
player,201710020kan,was,PryoTe00,pass_att,0,,,,,
player,201710020kan,was,PryoTe00,pass_yds,0,,,,,
player,201710020kan,was,PryoTe00,pass_td,0,,,,,
player,201710020kan,was,PryoTe00,pass_int,0,,,,,
player,201710020kan,was,PryoTe00,pass_sacked,0,,,,,
player,201710020kan,was,PryoTe00,pass_sacked_yds,0,,,,,
player,201710020kan,was,PryoTe00,pass_long,0,,,,,
player,201710020kan,was,PryoTe00,pass_rating,,,,,,
player,201710020kan,was,PryoTe00,rush_att,0,,,,,
player,201710020kan,was,PryoTe00,rush_yds,0,,,,,
player,201710020kan,was,PryoTe00,rush_td,0,,,,,
player,201710020kan,was,PryoTe00,rush_long,0,,,,,
player,201710020kan,was,PryoTe00,targets,5,,,,,
player,201710020kan,was,PryoTe00,rec,3,,,,,
player,201710020kan,was,PryoTe00,rec_yds,70,,,,,
player,201710020kan,was,PryoTe00,rec_td,1,,,,,
player,201710020kan,was,PryoTe00,rec_long,44,,,,,
player,201710020kan,was,PryoTe00,fumbles,0,,,,,
player,201710020kan,was,PryoTe00,fumbles_lost,0,,,,,
player,201710020kan,was,DoctJo00,pass_cmp,0,,,,,
player,201710020kan,was,DoctJo00,pass_att,0,,,,,
player,201710020kan,was,DoctJo00,pass_yds,0,,,,,
player,201710020kan,was,DoctJo00,pass_td,0,,,,,
player,201710020kan,was,DoctJo00,pass_int,0,,,,,
player,201710020kan,was,DoctJo00,pass_sacked,0,,,,,
player,201710020kan,was,DoctJo00,pass_sacked_yds,0,,,,,
player,201710020kan,was,DoctJo00,pass_long,0,,,,,
player,201710020kan,was,DoctJo00,pass_rating,,,,,,
player,201710020kan,was,DoctJo00,rush_att,0,,,,,
player,201710020kan,was,DoctJo00,rush_yds,0,,,,,
player,201710020kan,was,DoctJo00,rush_td,0,,,,,
player,201710020kan,was,DoctJo00,rush_long,0,,,,,
player,201710020kan,was,DoctJo00,targets,3,,,,,
player,201710020kan,was,DoctJo00,rec,2,,,,,
player,201710020kan,was,DoctJo00,rec_yds,27,,,,,
player,201710020kan,was,DoctJo00,rec_td,0,,,,,
player,201710020kan,was,DoctJo00,rec_long,20,,,,,
player,201710020kan,was,DoctJo00,fumbles,0,,,,,
player,201710020kan,was,DoctJo00,fumbles_lost,0,,,,,
player,201710020kan,was,ReedJo02,pass_cmp,0,,,,,
player,201710020kan,was,ReedJo02,pass_att,0,,,,,
player,201710020kan,was,ReedJo02,pass_yds,0,,,,,
player,201710020kan,was,ReedJo02,pass_td,0,,,,,
player,201710020kan,was,ReedJo02,pass_int,0,,,,,
player,201710020kan,was,ReedJo02,pass_sacked,0,,,,,
player,201710020kan,was,ReedJo02,pass_sacked_yds,0,,,,,
player,201710020kan,was,ReedJo02,pass_long,0,,,,,
player,201710020kan,was,ReedJo02,pass_rating,,,,,,
player,201710020kan,was,ReedJo02,rush_att,0,,,,,
player,201710020kan,was,ReedJo02,rush_yds,0,,,,,
player,201710020kan,was,ReedJo02,rush_td,0,,,,,
player,201710020kan,was,ReedJo02,rush_long,0,,,,,
player,201710020kan,was,ReedJo02,targets,5,,,,,
player,201710020kan,was,ReedJo02,rec,3,,,,,
player,201710020kan,was,ReedJo02,rec_yds,21,,,,,
player,201710020kan,was,ReedJo02,rec_td,0,,,,,
player,201710020kan,was,ReedJo02,rec_long,14,,,,,
player,201710020kan,was,ReedJo02,fumbles,0,,,,,
player,201710020kan,was,ReedJo02,fumbles_lost,0,,,,,
player,201710020kan,was,GranRy01,pass_cmp,0,,,,,
player,201710020kan,was,GranRy01,pass_att,0,,,,,
player,201710020kan,was,GranRy01,pass_yds,0,,,,,
player,201710020kan,was,GranRy01,pass_td,0,,,,,
player,201710020kan,was,GranRy01,pass_int,0,,,,,
player,201710020kan,was,GranRy01,pass_sacked,0,,,,,
player,201710020kan,was,GranRy01,pass_sacked_yds,0,,,,,
player,201710020kan,was,GranRy01,pass_long,0,,,,,
player,201710020kan,was,GranRy01,pass_rating,,,,,,
player,201710020kan,was,GranRy01,rush_att,0,,,,,
player,201710020kan,was,GranRy01,rush_yds,0,,,,,
player,201710020kan,was,GranRy01,rush_td,0,,,,,
player,201710020kan,was,GranRy01,rush_long,0,,,,,
player,201710020kan,was,GranRy01,targets,3,,,,,
player,201710020kan,was,GranRy01,rec,2,,,,,
player,201710020kan,was,GranRy01,rec_yds,16,,,,,
player,201710020kan,was,GranRy01,rec_td,1,,,,,
player,201710020kan,was,GranRy01,rec_long,13,,,,,
player,201710020kan,was,GranRy01,fumbles,0,,,,,
player,201710020kan,was,GranRy01,fumbles_lost,0,,,,,
player,201710020kan,was,PaulNi00,pass_cmp,0,,,,,
player,201710020kan,was,PaulNi00,pass_att,0,,,,,
player,201710020kan,was,PaulNi00,pass_yds,0,,,,,
player,201710020kan,was,PaulNi00,pass_td,0,,,,,
player,201710020kan,was,PaulNi00,pass_int,0,,,,,
player,201710020kan,was,PaulNi00,pass_sacked,0,,,,,
player,201710020kan,was,PaulNi00,pass_sacked_yds,0,,,,,
player,201710020kan,was,PaulNi00,pass_long,0,,,,,
player,201710020kan,was,PaulNi00,pass_rating,,,,,,
player,201710020kan,was,PaulNi00,rush_att,0,,,,,
player,201710020kan,was,PaulNi00,rush_yds,0,,,,,
player,201710020kan,was,PaulNi00,rush_td,0,,,,,
player,201710020kan,was,PaulNi00,rush_long,0,,,,,
player,201710020kan,was,PaulNi00,targets,1,,,,,
player,201710020kan,was,PaulNi00,rec,0,,,,,
player,201710020kan,was,PaulNi00,rec_yds,0,,,,,
player,201710020kan,was,PaulNi00,rec_td,0,,,,,
player,201710020kan,was,PaulNi00,rec_long,0,,,,,
player,201710020kan,was,PaulNi00,fumbles,0,,,,,
player,201710020kan,was,PaulNi00,fumbles_lost,0,,,,,
player,201710020kan,was,CrowJa00,pass_cmp,0,,,,,
player,201710020kan,was,CrowJa00,pass_att,0,,,,,
player,201710020kan,was,CrowJa00,pass_yds,0,,,,,
player,201710020kan,was,CrowJa00,pass_td,0,,,,,
player,201710020kan,was,CrowJa00,pass_int,0,,,,,
player,201710020kan,was,CrowJa00,pass_sacked,0,,,,,
player,201710020kan,was,CrowJa00,pass_sacked_yds,0,,,,,
player,201710020kan,was,CrowJa00,pass_long,0,,,,,
player,201710020kan,was,CrowJa00,pass_rating,,,,,,
player,201710020kan,was,CrowJa00,rush_att,0,,,,,
player,201710020kan,was,CrowJa00,rush_yds,0,,,,,
player,201710020kan,was,CrowJa00,rush_td,0,,,,,
player,201710020kan,was,CrowJa00,rush_long,0,,,,,
player,201710020kan,was,CrowJa00,targets,1,,,,,
player,201710020kan,was,CrowJa00,rec,1,,,,,
player,201710020kan,was,CrowJa00,rec_yds,-7,,,,,
player,201710020kan,was,CrowJa00,rec_td,0,,,,,
player,201710020kan,was,CrowJa00,rec_long,-7,,,,,
player,201710020kan,was,CrowJa00,fumbles,1,,,,,
player,201710020kan,was,CrowJa00,fumbles_lost,0,,,,,
player,201710020kan,kan,SmitAl03,pass_cmp,27,,,,,
player,201710020kan,kan,SmitAl03,pass_att,37,,,,,
player,201710020kan,kan,SmitAl03,pass_yds,293,,,,,
player,201710020kan,kan,SmitAl03,pass_td,1,,,,,
player,201710020kan,kan,SmitAl03,pass_int,0,,,,,
player,201710020kan,kan,SmitAl03,pass_sacked,4,,,,,
player,201710020kan,kan,SmitAl03,pass_sacked_yds,32,,,,,
player,201710020kan,kan,SmitAl03,pass_long,37,,,,,
player,201710020kan,kan,SmitAl03,pass_rating,104.9,,,,,
player,201710020kan,kan,SmitAl03,rush_att,7,,,,,
player,201710020kan,kan,SmitAl03,rush_yds,56,,,,,
player,201710020kan,kan,SmitAl03,rush_td,1,,,,,
player,201710020kan,kan,SmitAl03,rush_long,32,,,,,
player,201710020kan,kan,SmitAl03,targets,0,,,,,
player,201710020kan,kan,SmitAl03,rec,0,,,,,
player,201710020kan,kan,SmitAl03,rec_yds,0,,,,,
player,201710020kan,kan,SmitAl03,rec_td,0,,,,,
player,201710020kan,kan,SmitAl03,rec_long,0,,,,,
player,201710020kan,kan,SmitAl03,fumbles,0,,,,,
player,201710020kan,kan,SmitAl03,fumbles_lost,0,,,,,
player,201710020kan,kan,HuntKa00,pass_cmp,0,,,,,
player,201710020kan,kan,HuntKa00,pass_att,0,,,,,
player,201710020kan,kan,HuntKa00,pass_yds,0,,,,,
player,201710020kan,kan,HuntKa00,pass_td,0,,,,,
player,201710020kan,kan,HuntKa00,pass_int,0,,,,,
player,201710020kan,kan,HuntKa00,pass_sacked,0,,,,,
player,201710020kan,kan,HuntKa00,pass_sacked_yds,0,,,,,
player,201710020kan,kan,HuntKa00,pass_long,0,,,,,
player,201710020kan,kan,HuntKa00,pass_rating,,,,,,
player,201710020kan,kan,HuntKa00,rush_att,21,,,,,
player,201710020kan,kan,HuntKa00,rush_yds,101,,,,,
player,201710020kan,kan,HuntKa00,rush_td,0,,,,,
player,201710020kan,kan,HuntKa00,rush_long,17,,,,,
player,201710020kan,kan,HuntKa00,targets,4,,,,,
player,201710020kan,kan,HuntKa00,rec,4,,,,,
player,201710020kan,kan,HuntKa00,rec_yds,20,,,,,
player,201710020kan,kan,HuntKa00,rec_td,0,,,,,
player,201710020kan,kan,HuntKa00,rec_long,10,,,,,
player,201710020kan,kan,HuntKa00,fumbles,0,,,,,
player,201710020kan,kan,HuntKa00,fumbles_lost,0,,,,,
player,201710020kan,kan,WilsAl02,pass_cmp,0,,,,,
player,201710020kan,kan,WilsAl02,pass_att,0,,,,,
player,201710020kan,kan,WilsAl02,pass_yds,0,,,,,
player,201710020kan,kan,WilsAl02,pass_td,0,,,,,
player,201710020kan,kan,WilsAl02,pass_int,0,,,,,
player,201710020kan,kan,WilsAl02,pass_sacked,0,,,,,
player,201710020kan,kan,WilsAl02,pass_sacked_yds,0,,,,,
player,201710020kan,kan,WilsAl02,pass_long,0,,,,,
player,201710020kan,kan,WilsAl02,pass_rating,,,,,,
player,201710020kan,kan,WilsAl02,rush_att,1,,,,,
player,201710020kan,kan,WilsAl02,rush_yds,6,,,,,
player,201710020kan,kan,WilsAl02,rush_td,0,,,,,
player,201710020kan,kan,WilsAl02,rush_long,6,,,,,
player,201710020kan,kan,WilsAl02,targets,4,,,,,
player,201710020kan,kan,WilsAl02,rec,4,,,,,
player,201710020kan,kan,WilsAl02,rec_yds,63,,,,,
player,201710020kan,kan,WilsAl02,rec_td,0,,,,,
player,201710020kan,kan,WilsAl02,rec_long,37,,,,,
player,201710020kan,kan,WilsAl02,fumbles,0,,,,,
player,201710020kan,kan,WilsAl02,fumbles_lost,0,,,,,
player,201710020kan,kan,KelcTr00,pass_cmp,0,,,,,
player,201710020kan,kan,KelcTr00,pass_att,0,,,,,
player,201710020kan,kan,KelcTr00,pass_yds,0,,,,,
player,201710020kan,kan,KelcTr00,pass_td,0,,,,,
player,201710020kan,kan,KelcTr00,pass_int,0,,,,,
player,201710020kan,kan,KelcTr00,pass_sacked,0,,,,,
player,201710020kan,kan,KelcTr00,pass_sacked_yds,0,,,,,
player,201710020kan,kan,KelcTr00,pass_long,0,,,,,
player,201710020kan,kan,KelcTr00,pass_rating,,,,,,
player,201710020kan,kan,KelcTr00,rush_att,1,,,,,
player,201710020kan,kan,KelcTr00,rush_yds,3,,,,,
player,201710020kan,kan,KelcTr00,rush_td,0,,,,,
player,201710020kan,kan,KelcTr00,rush_long,3,,,,,
player,201710020kan,kan,KelcTr00,targets,8,,,,,
player,201710020kan,kan,KelcTr00,rec,7,,,,,
player,201710020kan,kan,KelcTr00,rec_yds,111,,,,,
player,201710020kan,kan,KelcTr00,rec_td,1,,,,,
player,201710020kan,kan,KelcTr00,rec_long,32,,,,,
player,201710020kan,kan,KelcTr00,fumbles,0,,,,,
player,201710020kan,kan,KelcTr00,fumbles_lost,0,,,,,
player,201710020kan,kan,WestCh01,pass_cmp,0,,,,,
player,201710020kan,kan,WestCh01,pass_att,0,,,,,
player,201710020kan,kan,WestCh01,pass_yds,0,,,,,
player,201710020kan,kan,WestCh01,pass_td,0,,,,,
player,201710020kan,kan,WestCh01,pass_int,0,,,,,
player,201710020kan,kan,WestCh01,pass_sacked,0,,,,,
player,201710020kan,kan,WestCh01,pass_sacked_yds,0,,,,,
player,201710020kan,kan,WestCh01,pass_long,0,,,,,
player,201710020kan,kan,WestCh01,pass_rating,,,,,,
player,201710020kan,kan,WestCh01,rush_att,1,,,,,
player,201710020kan,kan,WestCh01,rush_yds,2,,,,,
player,201710020kan,kan,WestCh01,rush_td,0,,,,,
player,201710020kan,kan,WestCh01,rush_long,2,,,,,
player,201710020kan,kan,WestCh01,targets,5,,,,,
player,201710020kan,kan,WestCh01,rec,5,,,,,
player,201710020kan,kan,WestCh01,rec_yds,33,,,,,
player,201710020kan,kan,WestCh01,rec_td,0,,,,,
player,201710020kan,kan,WestCh01,rec_long,13,,,,,
player,201710020kan,kan,WestCh01,fumbles,0,,,,,
player,201710020kan,kan,WestCh01,fumbles_lost,0,,,,,
player,201710020kan,kan,HillTy00,pass_cmp,0,,,,,
player,201710020kan,kan,HillTy00,pass_att,0,,,,,
player,201710020kan,kan,HillTy00,pass_yds,0,,,,,
player,201710020kan,kan,HillTy00,pass_td,0,,,,,
player,201710020kan,kan,HillTy00,pass_int,0,,,,,
player,201710020kan,kan,HillTy00,pass_sacked,0,,,,,
player,201710020kan,kan,HillTy00,pass_sacked_yds,0,,,,,
player,201710020kan,kan,HillTy00,pass_long,0,,,,,
player,201710020kan,kan,HillTy00,pass_rating,,,,,,
player,201710020kan,kan,HillTy00,rush_att,0,,,,,
player,201710020kan,kan,HillTy00,rush_yds,0,,,,,
player,201710020kan,kan,HillTy00,rush_td,0,,,,,
player,201710020kan,kan,HillTy00,rush_long,0,,,,,
player,201710020kan,kan,HillTy00,targets,6,,,,,
player,201710020kan,kan,HillTy00,rec,5,,,,,
player,201710020kan,kan,HillTy00,rec_yds,35,,,,,
player,201710020kan,kan,HillTy00,rec_td,0,,,,,
player,201710020kan,kan,HillTy00,rec_long,12,,,,,
player,201710020kan,kan,HillTy00,fumbles,1,,,,,
player,201710020kan,kan,HillTy00,fumbles_lost,0,,,,,
player,201710020kan,kan,ConlCh00,pass_cmp,0,,,,,
player,201710020kan,kan,ConlCh00,pass_att,0,,,,,
player,201710020kan,kan,ConlCh00,pass_yds,0,,,,,
player,201710020kan,kan,ConlCh00,pass_td,0,,,,,
player,201710020kan,kan,ConlCh00,pass_int,0,,,,,
player,201710020kan,kan,ConlCh00,pass_sacked,0,,,,,
player,201710020kan,kan,ConlCh00,pass_sacked_yds,0,,,,,
player,201710020kan,kan,ConlCh00,pass_long,0,,,,,
player,201710020kan,kan,ConlCh00,pass_rating,,,,,,
player,201710020kan,kan,ConlCh00,rush_att,0,,,,,
player,201710020kan,kan,ConlCh00,rush_yds,0,,,,,
player,201710020kan,kan,ConlCh00,rush_td,0,,,,,
player,201710020kan,kan,ConlCh00,rush_long,0,,,,,
player,201710020kan,kan,ConlCh00,targets,4,,,,,
player,201710020kan,kan,ConlCh00,rec,2,,,,,
player,201710020kan,kan,ConlCh00,rec_yds,31,,,,,
player,201710020kan,kan,ConlCh00,rec_td,0,,,,,
player,201710020kan,kan,ConlCh00,rec_long,21,,,,,
player,201710020kan,kan,ConlCh00,fumbles,0,,,,,
player,201710020kan,kan,ConlCh00,fumbles_lost,0,,,,,
player,201710020kan,kan,HuntAk01,pass_cmp,0,,,,,
player,201710020kan,kan,HuntAk01,pass_att,0,,,,,
player,201710020kan,kan,HuntAk01,pass_yds,0,,,,,
player,201710020kan,kan,HuntAk01,pass_td,0,,,,,
player,201710020kan,kan,HuntAk01,pass_int,0,,,,,
player,201710020kan,kan,HuntAk01,pass_sacked,0,,,,,
player,201710020kan,kan,HuntAk01,pass_sacked_yds,0,,,,,
player,201710020kan,kan,HuntAk01,pass_long,0,,,,,
player,201710020kan,kan,HuntAk01,pass_rating,,,,,,
player,201710020kan,kan,HuntAk01,rush_att,0,,,,,
player,201710020kan,kan,HuntAk01,rush_yds,0,,,,,
player,201710020kan,kan,HuntAk01,rush_td,0,,,,,
player,201710020kan,kan,HuntAk01,rush_long,0,,,,,
player,201710020kan,kan,HuntAk01,targets,1,,,,,
player,201710020kan,kan,HuntAk01,rec,0,,,,,
player,201710020kan,kan,HuntAk01,rec_yds,0,,,,,
player,201710020kan,kan,HuntAk01,rec_td,0,,,,,
player,201710020kan,kan,HuntAk01,rec_long,0,,,,,
player,201710020kan,kan,HuntAk01,fumbles,0,,,,,
player,201710020kan,kan,HuntAk01,fumbles_lost,0,,,,,
player,201710020kan,kan,HarrDe03,pass_cmp,0,,,,,
player,201710020kan,kan,HarrDe03,pass_att,0,,,,,
player,201710020kan,kan,HarrDe03,pass_yds,0,,,,,
player,201710020kan,kan,HarrDe03,pass_td,0,,,,,
player,201710020kan,kan,HarrDe03,pass_int,0,,,,,
player,201710020kan,kan,HarrDe03,pass_sacked,0,,,,,
player,201710020kan,kan,HarrDe03,pass_sacked_yds,0,,,,,
player,201710020kan,kan,HarrDe03,pass_long,0,,,,,
player,201710020kan,kan,HarrDe03,pass_rating,,,,,,
player,201710020kan,kan,HarrDe03,rush_att,0,,,,,
player,201710020kan,kan,HarrDe03,rush_yds,0,,,,,
player,201710020kan,kan,HarrDe03,rush_td,0,,,,,
player,201710020kan,kan,HarrDe03,rush_long,0,,,,,
player,201710020kan,kan,HarrDe03,targets,3,,,,,
player,201710020kan,kan,HarrDe03,rec,0,,,,,
player,201710020kan,kan,HarrDe03,rec_yds,0,,,,,
player,201710020kan,kan,HarrDe03,rec_td,0,,,,,
player,201710020kan,kan,HarrDe03,rec_long,0,,,,,
player,201710020kan,kan,HarrDe03,fumbles,0,,,,,
player,201710020kan,kan,HarrDe03,fumbles_lost,0,,,,,
player,201710020kan,was,IoanMa01,def_int,0,,,,,
player,201710020kan,was,IoanMa01,def_int_yds,0,,,,,
player,201710020kan,was,IoanMa01,def_int_td,0,,,,,
player,201710020kan,was,IoanMa01,def_int_long,0,,,,,
player,201710020kan,was,IoanMa01,pass_defended,0,,,,,
player,201710020kan,was,IoanMa01,sacks,1.0,,,,,
player,201710020kan,was,IoanMa01,tackles_combined,3,,,,,
player,201710020kan,was,IoanMa01,tackles_solo,1,,,,,
player,201710020kan,was,IoanMa01,tackles_assists,2,,,,,
player,201710020kan,was,IoanMa01,tackles_loss,1,,,,,
player,201710020kan,was,IoanMa01,qb_hits,2,,,,,
player,201710020kan,was,IoanMa01,fumbles_rec,0,,,,,
player,201710020kan,was,IoanMa01,fumbles_rec_yds,0,,,,,
player,201710020kan,was,IoanMa01,fumbles_rec_td,0,,,,,
player,201710020kan,was,IoanMa01,fumbles_forced,0,,,,,
player,201710020kan,was,McClTe00,def_int,0,,,,,
player,201710020kan,was,McClTe00,def_int_yds,0,,,,,
player,201710020kan,was,McClTe00,def_int_td,0,,,,,
player,201710020kan,was,McClTe00,def_int_long,0,,,,,
player,201710020kan,was,McClTe00,pass_defended,0,,,,,
player,201710020kan,was,McClTe00,sacks,1.0,,,,,
player,201710020kan,was,McClTe00,tackles_combined,3,,,,,
player,201710020kan,was,McClTe00,tackles_solo,3,,,,,
player,201710020kan,was,McClTe00,tackles_assists,0,,,,,
player,201710020kan,was,McClTe00,tackles_loss,1,,,,,
player,201710020kan,was,McClTe00,qb_hits,2,,,,,
player,201710020kan,was,McClTe00,fumbles_rec,0,,,,,
player,201710020kan,was,McClTe00,fumbles_rec_yds,0,,,,,
player,201710020kan,was,McClTe00,fumbles_rec_td,0,,,,,
player,201710020kan,was,McClTe00,fumbles_forced,0,,,,,
player,201710020kan,was,SmitPr00,def_int,0,,,,,
player,201710020kan,was,SmitPr00,def_int_yds,0,,,,,
player,201710020kan,was,SmitPr00,def_int_td,0,,,,,
player,201710020kan,was,SmitPr00,def_int_long,0,,,,,
player,201710020kan,was,SmitPr00,pass_defended,0,,,,,
player,201710020kan,was,SmitPr00,sacks,1.0,,,,,
player,201710020kan,was,SmitPr00,tackles_combined,2,,,,,
player,201710020kan,was,SmitPr00,tackles_solo,1,,,,,
player,201710020kan,was,SmitPr00,tackles_assists,1,,,,,
player,201710020kan,was,SmitPr00,tackles_loss,1,,,,,
player,201710020kan,was,SmitPr00,qb_hits,2,,,,,
player,201710020kan,was,SmitPr00,fumbles_rec,0,,,,,
