game,2017,15,20171217,201712170sfo,oti,"Tennessee Titans",23,sfo,"San Francisco 49ers",25
player,201712170sfo,oti,HenrDe00,pass_long,0,,,,,
player,201712170sfo,oti,HenrDe00,pass_rating,,,,,,
player,201712170sfo,oti,HenrDe00,rush_att,7,,,,,
player,201712170sfo,oti,HenrDe00,rush_yds,19,,,,,
player,201712170sfo,oti,HenrDe00,rush_td,0,,,,,
player,201712170sfo,oti,HenrDe00,rush_long,10,,,,,
player,201712170sfo,oti,HenrDe00,targets,2,,,,,
player,201712170sfo,oti,HenrDe00,rec,2,,,,,
player,201712170sfo,oti,HenrDe00,rec_yds,9,,,,,
player,201712170sfo,oti,HenrDe00,rec_td,0,,,,,
player,201712170sfo,oti,HenrDe00,rec_long,8,,,,,
player,201712170sfo,oti,HenrDe00,fumbles,0,,,,,
player,201712170sfo,oti,HenrDe00,fumbles_lost,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_cmp,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_att,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_yds,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_td,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_int,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_sacked,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_long,0,,,,,
player,201712170sfo,oti,TaylTa00,pass_rating,,,,,,
player,201712170sfo,oti,TaylTa00,rush_att,1,,,,,
player,201712170sfo,oti,TaylTa00,rush_yds,8,,,,,
player,201712170sfo,oti,TaylTa00,rush_td,0,,,,,
player,201712170sfo,oti,TaylTa00,rush_long,8,,,,,
player,201712170sfo,oti,TaylTa00,targets,0,,,,,
player,201712170sfo,oti,TaylTa00,rec,0,,,,,
player,201712170sfo,oti,TaylTa00,rec_yds,0,,,,,
player,201712170sfo,oti,TaylTa00,rec_td,0,,,,,
player,201712170sfo,oti,TaylTa00,rec_long,0,,,,,
player,201712170sfo,oti,TaylTa00,fumbles,0,,,,,
player,201712170sfo,oti,TaylTa00,fumbles_lost,0,,,,,
player,201712170sfo,oti,MattRi00,pass_cmp,0,,,,,
player,201712170sfo,oti,MattRi00,pass_att,0,,,,,
player,201712170sfo,oti,MattRi00,pass_yds,0,,,,,
player,201712170sfo,oti,MattRi00,pass_td,0,,,,,
player,201712170sfo,oti,MattRi00,pass_int,0,,,,,
player,201712170sfo,oti,MattRi00,pass_sacked,0,,,,,
player,201712170sfo,oti,MattRi00,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,MattRi00,pass_long,0,,,,,
player,201712170sfo,oti,MattRi00,pass_rating,,,,,,
player,201712170sfo,oti,MattRi00,rush_att,0,,,,,
player,201712170sfo,oti,MattRi00,rush_yds,0,,,,,
player,201712170sfo,oti,MattRi00,rush_td,0,,,,,
player,201712170sfo,oti,MattRi00,rush_long,0,,,,,
player,201712170sfo,oti,MattRi00,targets,8,,,,,
player,201712170sfo,oti,MattRi00,rec,6,,,,,
player,201712170sfo,oti,MattRi00,rec_yds,95,,,,,
player,201712170sfo,oti,MattRi00,rec_td,1,,,,,
player,201712170sfo,oti,MattRi00,rec_long,25,,,,,
player,201712170sfo,oti,MattRi00,fumbles,0,,,,,
player,201712170sfo,oti,MattRi00,fumbles_lost,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_cmp,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_att,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_yds,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_td,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_int,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_sacked,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_long,0,,,,,
player,201712170sfo,oti,DeckEr00,pass_rating,,,,,,
player,201712170sfo,oti,DeckEr00,rush_att,0,,,,,
player,201712170sfo,oti,DeckEr00,rush_yds,0,,,,,
player,201712170sfo,oti,DeckEr00,rush_td,0,,,,,
player,201712170sfo,oti,DeckEr00,rush_long,0,,,,,
player,201712170sfo,oti,DeckEr00,targets,5,,,,,
player,201712170sfo,oti,DeckEr00,rec,5,,,,,
player,201712170sfo,oti,DeckEr00,rec_yds,63,,,,,
player,201712170sfo,oti,DeckEr00,rec_td,0,,,,,
player,201712170sfo,oti,DeckEr00,rec_long,17,,,,,
player,201712170sfo,oti,DeckEr00,fumbles,0,,,,,
player,201712170sfo,oti,DeckEr00,fumbles_lost,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_cmp,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_att,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_yds,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_td,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_int,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_sacked,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_long,0,,,,,
player,201712170sfo,oti,WalkHu00,pass_rating,,,,,,
player,201712170sfo,oti,WalkHu00,rush_att,0,,,,,
player,201712170sfo,oti,WalkHu00,rush_yds,0,,,,,
player,201712170sfo,oti,WalkHu00,rush_td,0,,,,,
player,201712170sfo,oti,WalkHu00,rush_long,0,,,,,
player,201712170sfo,oti,WalkHu00,targets,10,,,,,
player,201712170sfo,oti,WalkHu00,rec,5,,,,,
player,201712170sfo,oti,WalkHu00,rec_yds,37,,,,,
player,201712170sfo,oti,WalkHu00,rec_td,1,,,,,
player,201712170sfo,oti,WalkHu00,rec_long,13,,,,,
player,201712170sfo,oti,WalkHu00,fumbles,1,,,,,
player,201712170sfo,oti,WalkHu00,fumbles_lost,1,,,,,
player,201712170sfo,oti,DaviCo03,pass_cmp,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_att,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_yds,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_td,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_int,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_sacked,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_long,0,,,,,
player,201712170sfo,oti,DaviCo03,pass_rating,,,,,,
player,201712170sfo,oti,DaviCo03,rush_att,0,,,,,
player,201712170sfo,oti,DaviCo03,rush_yds,0,,,,,
player,201712170sfo,oti,DaviCo03,rush_td,0,,,,,
player,201712170sfo,oti,DaviCo03,rush_long,0,,,,,
player,201712170sfo,oti,DaviCo03,targets,5,,,,,
player,201712170sfo,oti,DaviCo03,rec,3,,,,,
player,201712170sfo,oti,DaviCo03,rec_yds,28,,,,,
player,201712170sfo,oti,DaviCo03,rec_td,0,,,,,
player,201712170sfo,oti,DaviCo03,rec_long,13,,,,,
player,201712170sfo,oti,DaviCo03,fumbles,0,,,,,
player,201712170sfo,oti,DaviCo03,fumbles_lost,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_cmp,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_att,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_yds,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_td,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_int,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_sacked,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_long,0,,,,,
player,201712170sfo,oti,SmitJo01,pass_rating,,,,,,
player,201712170sfo,oti,SmitJo01,rush_att,0,,,,,
player,201712170sfo,oti,SmitJo01,rush_yds,0,,,,,
player,201712170sfo,oti,SmitJo01,rush_td,0,,,,,
player,201712170sfo,oti,SmitJo01,rush_long,0,,,,,
player,201712170sfo,oti,SmitJo01,targets,1,,,,,
player,201712170sfo,oti,SmitJo01,rec,1,,,,,
player,201712170sfo,oti,SmitJo01,rec_yds,5,,,,,
player,201712170sfo,oti,SmitJo01,rec_td,0,,,,,
player,201712170sfo,oti,SmitJo01,rec_long,5,,,,,
player,201712170sfo,oti,SmitJo01,fumbles,0,,,,,
player,201712170sfo,oti,SmitJo01,fumbles_lost,0,,,,,
player,201712170sfo,oti,StocLu00,pass_cmp,0,,,,,
player,201712170sfo,oti,StocLu00,pass_att,0,,,,,
player,201712170sfo,oti,StocLu00,pass_yds,0,,,,,
player,201712170sfo,oti,StocLu00,pass_td,0,,,,,
player,201712170sfo,oti,StocLu00,pass_int,0,,,,,
player,201712170sfo,oti,StocLu00,pass_sacked,0,,,,,
player,201712170sfo,oti,StocLu00,pass_sacked_yds,0,,,,,
player,201712170sfo,oti,StocLu00,pass_long,0,,,,,
player,201712170sfo,oti,StocLu00,pass_rating,,,,,,
player,201712170sfo,oti,StocLu00,rush_att,0,,,,,
player,201712170sfo,oti,StocLu00,rush_yds,0,,,,,
player,201712170sfo,oti,StocLu00,rush_td,0,,,,,
player,201712170sfo,oti,StocLu00,rush_long,0,,,,,
player,201712170sfo,oti,StocLu00,targets,1,,,,,
player,201712170sfo,oti,StocLu00,rec,0,,,,,
player,201712170sfo,oti,StocLu00,rec_yds,0,,,,,
player,201712170sfo,oti,StocLu00,rec_td,0,,,,,
player,201712170sfo,oti,StocLu00,rec_long,0,,,,,
player,201712170sfo,oti,StocLu00,fumbles,0,,,,,
player,201712170sfo,oti,StocLu00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,GaroJi00,pass_cmp,31,,,,,
player,201712170sfo,sfo,GaroJi00,pass_att,43,,,,,
player,201712170sfo,sfo,GaroJi00,pass_yds,381,,,,,
player,201712170sfo,sfo,GaroJi00,pass_td,1,,,,,
player,201712170sfo,sfo,GaroJi00,pass_int,0,,,,,
player,201712170sfo,sfo,GaroJi00,pass_sacked,3,,,,,
player,201712170sfo,sfo,GaroJi00,pass_sacked_yds,18,,,,,
player,201712170sfo,sfo,GaroJi00,pass_long,54,,,,,
player,201712170sfo,sfo,GaroJi00,pass_rating,106.8,,,,,
player,201712170sfo,sfo,GaroJi00,rush_att,0,,,,,
player,201712170sfo,sfo,GaroJi00,rush_yds,0,,,,,
player,201712170sfo,sfo,GaroJi00,rush_td,0,,,,,
player,201712170sfo,sfo,GaroJi00,rush_long,0,,,,,
player,201712170sfo,sfo,GaroJi00,targets,1,,,,,
player,201712170sfo,sfo,GaroJi00,rec,1,,,,,
player,201712170sfo,sfo,GaroJi00,rec_yds,-6,,,,,
player,201712170sfo,sfo,GaroJi00,rec_td,0,,,,,
player,201712170sfo,sfo,GaroJi00,rec_long,-6,,,,,
player,201712170sfo,sfo,GaroJi00,fumbles,0,,,,,
player,201712170sfo,sfo,GaroJi00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_cmp,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_att,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_yds,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_td,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_int,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_sacked,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_long,0,,,,,
player,201712170sfo,sfo,HydeCa00,pass_rating,,,,,,
player,201712170sfo,sfo,HydeCa00,rush_att,16,,,,,
player,201712170sfo,sfo,HydeCa00,rush_yds,25,,,,,
player,201712170sfo,sfo,HydeCa00,rush_td,0,,,,,
player,201712170sfo,sfo,HydeCa00,rush_long,8,,,,,
player,201712170sfo,sfo,HydeCa00,targets,2,,,,,
player,201712170sfo,sfo,HydeCa00,rec,2,,,,,
player,201712170sfo,sfo,HydeCa00,rec_yds,14,,,,,
player,201712170sfo,sfo,HydeCa00,rec_td,0,,,,,
player,201712170sfo,sfo,HydeCa00,rec_long,8,,,,,
player,201712170sfo,sfo,HydeCa00,fumbles,0,,,,,
player,201712170sfo,sfo,HydeCa00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_cmp,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_att,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_yds,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_td,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_int,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_sacked,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_long,0,,,,,
player,201712170sfo,sfo,BreiMa00,pass_rating,,,,,,
player,201712170sfo,sfo,BreiMa00,rush_att,5,,,,,
player,201712170sfo,sfo,BreiMa00,rush_yds,16,,,,,
player,201712170sfo,sfo,BreiMa00,rush_td,0,,,,,
player,201712170sfo,sfo,BreiMa00,rush_long,6,,,,,
player,201712170sfo,sfo,BreiMa00,targets,0,,,,,
player,201712170sfo,sfo,BreiMa00,rec,0,,,,,
player,201712170sfo,sfo,BreiMa00,rec_yds,0,,,,,
player,201712170sfo,sfo,BreiMa00,rec_td,0,,,,,
player,201712170sfo,sfo,BreiMa00,rec_long,0,,,,,
player,201712170sfo,sfo,BreiMa00,fumbles,0,,,,,
player,201712170sfo,sfo,BreiMa00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_cmp,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_att,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_yds,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_td,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_int,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_sacked,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_long,0,,,,,
player,201712170sfo,sfo,GoodMa00,pass_rating,,,,,,
player,201712170sfo,sfo,GoodMa00,rush_att,1,,,,,
player,201712170sfo,sfo,GoodMa00,rush_yds,10,,,,,
player,201712170sfo,sfo,GoodMa00,rush_td,0,,,,,
player,201712170sfo,sfo,GoodMa00,rush_long,10,,,,,
player,201712170sfo,sfo,GoodMa00,targets,13,,,,,
player,201712170sfo,sfo,GoodMa00,rec,10,,,,,
player,201712170sfo,sfo,GoodMa00,rec_yds,114,,,,,
player,201712170sfo,sfo,GoodMa00,rec_td,0,,,,,
player,201712170sfo,sfo,GoodMa00,rec_long,18,,,,,
player,201712170sfo,sfo,GoodMa00,fumbles,0,,,,,
player,201712170sfo,sfo,GoodMa00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_cmp,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_att,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_yds,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_td,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_int,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_sacked,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_long,0,,,,,
player,201712170sfo,sfo,BourKe00,pass_rating,,,,,,
player,201712170sfo,sfo,BourKe00,rush_att,0,,,,,
player,201712170sfo,sfo,BourKe00,rush_yds,0,,,,,
player,201712170sfo,sfo,BourKe00,rush_td,0,,,,,
player,201712170sfo,sfo,BourKe00,rush_long,0,,,,,
player,201712170sfo,sfo,BourKe00,targets,6,,,,,
player,201712170sfo,sfo,BourKe00,rec,4,,,,,
player,201712170sfo,sfo,BourKe00,rec_yds,85,,,,,
player,201712170sfo,sfo,BourKe00,rec_td,0,,,,,
player,201712170sfo,sfo,BourKe00,rec_long,54,,,,,
player,201712170sfo,sfo,BourKe00,fumbles,0,,,,,
player,201712170sfo,sfo,BourKe00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_cmp,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_att,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_yds,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_td,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_int,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_sacked,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_long,0,,,,,
player,201712170sfo,sfo,CeleGa00,pass_rating,,,,,,
player,201712170sfo,sfo,CeleGa00,rush_att,0,,,,,
player,201712170sfo,sfo,CeleGa00,rush_yds,0,,,,,
player,201712170sfo,sfo,CeleGa00,rush_td,0,,,,,
player,201712170sfo,sfo,CeleGa00,rush_long,0,,,,,
player,201712170sfo,sfo,CeleGa00,targets,3,,,,,
player,201712170sfo,sfo,CeleGa00,rec,3,,,,,
player,201712170sfo,sfo,CeleGa00,rec_yds,63,,,,,
player,201712170sfo,sfo,CeleGa00,rec_td,1,,,,,
player,201712170sfo,sfo,CeleGa00,rec_long,41,,,,,
player,201712170sfo,sfo,CeleGa00,fumbles,0,,,,,
player,201712170sfo,sfo,CeleGa00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_cmp,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_att,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_yds,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_td,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_int,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_sacked,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_long,0,,,,,
player,201712170sfo,sfo,KittGe00,pass_rating,,,,,,
player,201712170sfo,sfo,KittGe00,rush_att,0,,,,,
player,201712170sfo,sfo,KittGe00,rush_yds,0,,,,,
player,201712170sfo,sfo,KittGe00,rush_td,0,,,,,
player,201712170sfo,sfo,KittGe00,rush_long,0,,,,,
player,201712170sfo,sfo,KittGe00,targets,5,,,,,
player,201712170sfo,sfo,KittGe00,rec,4,,,,,
player,201712170sfo,sfo,KittGe00,rec_yds,52,,,,,
player,201712170sfo,sfo,KittGe00,rec_td,0,,,,,
player,201712170sfo,sfo,KittGe00,rec_long,24,,,,,
player,201712170sfo,sfo,KittGe00,fumbles,0,,,,,
player,201712170sfo,sfo,KittGe00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_cmp,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_att,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_yds,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_td,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_int,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_sacked,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_long,0,,,,,
player,201712170sfo,sfo,TaylTr02,pass_rating,,,,,,
player,201712170sfo,sfo,TaylTr02,rush_att,0,,,,,
player,201712170sfo,sfo,TaylTr02,rush_yds,0,,,,,
player,201712170sfo,sfo,TaylTr02,rush_td,0,,,,,
player,201712170sfo,sfo,TaylTr02,rush_long,0,,,,,
player,201712170sfo,sfo,TaylTr02,targets,5,,,,,
player,201712170sfo,sfo,TaylTr02,rec,4,,,,,
player,201712170sfo,sfo,TaylTr02,rec_yds,40,,,,,
player,201712170sfo,sfo,TaylTr02,rec_td,0,,,,,
player,201712170sfo,sfo,TaylTr02,rec_long,17,,,,,
player,201712170sfo,sfo,TaylTr02,fumbles,0,,,,,
player,201712170sfo,sfo,TaylTr02,fumbles_lost,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_cmp,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_att,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_yds,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_td,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_int,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_sacked,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_long,0,,,,,
player,201712170sfo,sfo,JuszKy00,pass_rating,,,,,,
player,201712170sfo,sfo,JuszKy00,rush_att,0,,,,,
player,201712170sfo,sfo,JuszKy00,rush_yds,0,,,,,
player,201712170sfo,sfo,JuszKy00,rush_td,0,,,,,
player,201712170sfo,sfo,JuszKy00,rush_long,0,,,,,
player,201712170sfo,sfo,JuszKy00,targets,4,,,,,
player,201712170sfo,sfo,JuszKy00,rec,2,,,,,
player,201712170sfo,sfo,JuszKy00,rec_yds,16,,,,,
player,201712170sfo,sfo,JuszKy00,rec_td,0,,,,,
player,201712170sfo,sfo,JuszKy00,rec_long,9,,,,,
player,201712170sfo,sfo,JuszKy00,fumbles,0,,,,,
player,201712170sfo,sfo,JuszKy00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_cmp,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_att,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_yds,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_td,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_int,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_sacked,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_long,0,,,,,
player,201712170sfo,sfo,RobiAl00,pass_rating,,,,,,
player,201712170sfo,sfo,RobiAl00,rush_att,0,,,,,
player,201712170sfo,sfo,RobiAl00,rush_yds,0,,,,,
player,201712170sfo,sfo,RobiAl00,rush_td,0,,,,,
player,201712170sfo,sfo,RobiAl00,rush_long,0,,,,,
player,201712170sfo,sfo,RobiAl00,targets,2,,,,,
player,201712170sfo,sfo,RobiAl00,rec,1,,,,,
player,201712170sfo,sfo,RobiAl00,rec_yds,3,,,,,
player,201712170sfo,sfo,RobiAl00,rec_td,0,,,,,
player,201712170sfo,sfo,RobiAl00,rec_long,3,,,,,
player,201712170sfo,sfo,RobiAl00,fumbles,0,,,,,
player,201712170sfo,sfo,RobiAl00,fumbles_lost,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_cmp,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_att,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_yds,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_td,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_int,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_sacked,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_sacked_yds,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_long,0,,,,,
player,201712170sfo,sfo,PaulLo00,pass_rating,,,,,,
player,201712170sfo,sfo,PaulLo00,rush_att,0,,,,,
player,201712170sfo,sfo,PaulLo00,rush_yds,0,,,,,
player,201712170sfo,sfo,PaulLo00,rush_td,0,,,,,
