game,2017,4,20171001,201710010nwe,car,"Carolina Panthers",33,nwe,"New England Patriots",30
player,201710010nwe,nwe,JoneJo03,st_pct,57%,,,,,
player,201710010nwe,nwe,BranAl99,pos,DT,,,,,
player,201710010nwe,nwe,BranAl99,offense,0,,,,,
player,201710010nwe,nwe,BranAl99,off_pct,0%,,,,,
player,201710010nwe,nwe,BranAl99,defense,12,,,,,
player,201710010nwe,nwe,BranAl99,def_pct,19%,,,,,
player,201710010nwe,nwe,BranAl99,special_teams,12,,,,,
player,201710010nwe,nwe,BranAl99,st_pct,43%,,,,,
player,201710010nwe,nwe,ButlAd00,pos,DT,,,,,
player,201710010nwe,nwe,ButlAd00,offense,0,,,,,
player,201710010nwe,nwe,ButlAd00,off_pct,0%,,,,,
player,201710010nwe,nwe,ButlAd00,defense,11,,,,,
player,201710010nwe,nwe,ButlAd00,def_pct,17%,,,,,
player,201710010nwe,nwe,ButlAd00,special_teams,6,,,,,
player,201710010nwe,nwe,ButlAd00,st_pct,21%,,,,,
player,201710010nwe,nwe,RichJo00,pos,SS,,,,,
player,201710010nwe,nwe,RichJo00,offense,0,,,,,
player,201710010nwe,nwe,RichJo00,off_pct,0%,,,,,
player,201710010nwe,nwe,RichJo00,defense,1,,,,,
player,201710010nwe,nwe,RichJo00,def_pct,2%,,,,,
player,201710010nwe,nwe,RichJo00,special_teams,16,,,,,
player,201710010nwe,nwe,RichJo00,st_pct,57%,,,,,
player,201710010nwe,nwe,GrisGe00,pos,DE,,,,,
player,201710010nwe,nwe,GrisGe00,offense,0,,,,,
player,201710010nwe,nwe,GrisGe00,off_pct,0%,,,,,
player,201710010nwe,nwe,GrisGe00,defense,0,,,,,
player,201710010nwe,nwe,GrisGe00,def_pct,0%,,,,,
player,201710010nwe,nwe,GrisGe00,special_teams,22,,,,,
player,201710010nwe,nwe,GrisGe00,st_pct,79%,,,,,
player,201710010nwe,nwe,EbneNa00,pos,SS,,,,,
player,201710010nwe,nwe,EbneNa00,offense,0,,,,,
player,201710010nwe,nwe,EbneNa00,off_pct,0%,,,,,
player,201710010nwe,nwe,EbneNa00,defense,0,,,,,
player,201710010nwe,nwe,EbneNa00,def_pct,0%,,,,,
player,201710010nwe,nwe,EbneNa00,special_teams,22,,,,,
player,201710010nwe,nwe,EbneNa00,st_pct,79%,,,,,
player,201710010nwe,nwe,BoldBr00,pos,RB,,,,,
player,201710010nwe,nwe,BoldBr00,offense,0,,,,,
player,201710010nwe,nwe,BoldBr00,off_pct,0%,,,,,
player,201710010nwe,nwe,BoldBr00,defense,0,,,,,
player,201710010nwe,nwe,BoldBr00,def_pct,0%,,,,,
player,201710010nwe,nwe,BoldBr00,special_teams,16,,,,,
player,201710010nwe,nwe,BoldBr00,st_pct,57%,,,,,
player,201710010nwe,nwe,BadeJo00,pos,CB,,,,,
player,201710010nwe,nwe,BadeJo00,offense,0,,,,,
player,201710010nwe,nwe,BadeJo00,off_pct,0%,,,,,
player,201710010nwe,nwe,BadeJo00,defense,0,,,,,
player,201710010nwe,nwe,BadeJo00,def_pct,0%,,,,,
player,201710010nwe,nwe,BadeJo00,special_teams,15,,,,,
player,201710010nwe,nwe,BadeJo00,st_pct,54%,,,,,
player,201710010nwe,nwe,GostSt20,pos,K,,,,,
player,201710010nwe,nwe,GostSt20,offense,0,,,,,
player,201710010nwe,nwe,GostSt20,off_pct,0%,,,,,
player,201710010nwe,nwe,GostSt20,defense,0,,,,,
player,201710010nwe,nwe,GostSt20,def_pct,0%,,,,,
player,201710010nwe,nwe,GostSt20,special_teams,12,,,,,
player,201710010nwe,nwe,GostSt20,st_pct,43%,,,,,
player,201710010nwe,nwe,AlleRy01,pos,P,,,,,
player,201710010nwe,nwe,AlleRy01,offense,0,,,,,
player,201710010nwe,nwe,AlleRy01,off_pct,0%,,,,,
player,201710010nwe,nwe,AlleRy01,defense,0,,,,,
player,201710010nwe,nwe,AlleRy01,def_pct,0%,,,,,
player,201710010nwe,nwe,AlleRy01,special_teams,9,,,,,
player,201710010nwe,nwe,AlleRy01,st_pct,32%,,,,,
player,201710010nwe,nwe,CardJo00,pos,LS,,,,,
player,201710010nwe,nwe,CardJo00,offense,0,,,,,
player,201710010nwe,nwe,CardJo00,off_pct,0%,,,,,
player,201710010nwe,nwe,CardJo00,defense,0,,,,,
player,201710010nwe,nwe,CardJo00,def_pct,0%,,,,,
player,201710010nwe,nwe,CardJo00,special_teams,9,,,,,
player,201710010nwe,nwe,CardJo00,st_pct,32%,,,,,
player,201710010nwe,nwe,FlemCa00,pos,T,,,,,
player,201710010nwe,nwe,FlemCa00,offense,0,,,,,
player,201710010nwe,nwe,FlemCa00,off_pct,0%,,,,,
player,201710010nwe,nwe,FlemCa00,defense,0,,,,,
player,201710010nwe,nwe,FlemCa00,def_pct,0%,,,,,
player,201710010nwe,nwe,FlemCa00,special_teams,6,,,,,
player,201710010nwe,nwe,FlemCa00,st_pct,21%,,,,,
player,201710010nwe,nwe,KarrTe00,pos,C,,,,,
player,201710010nwe,nwe,KarrTe00,offense,0,,,,,
player,201710010nwe,nwe,KarrTe00,off_pct,0%,,,,,
player,201710010nwe,nwe,KarrTe00,defense,0,,,,,
player,201710010nwe,nwe,KarrTe00,def_pct,0%,,,,,
player,201710010nwe,nwe,KarrTe00,special_teams,6,,,,,
player,201710010nwe,nwe,KarrTe00,st_pct,21%,,,,,
player,201710010nwe,car,LarsTy00,pos,C,,,,,
player,201710010nwe,car,LarsTy00,offense,63,,,,,
player,201710010nwe,car,LarsTy00,off_pct,100%,,,,,
player,201710010nwe,car,LarsTy00,defense,0,,,,,
player,201710010nwe,car,LarsTy00,def_pct,0%,,,,,
player,201710010nwe,car,LarsTy00,special_teams,6,,,,,
player,201710010nwe,car,LarsTy00,st_pct,21%,,,,,
player,201710010nwe,car,NorwAn01,pos,G,,,,,
player,201710010nwe,car,NorwAn01,offense,63,,,,,
player,201710010nwe,car,NorwAn01,off_pct,100%,,,,,
player,201710010nwe,car,NorwAn01,defense,0,,,,,
player,201710010nwe,car,NorwAn01,def_pct,0%,,,,,
player,201710010nwe,car,NorwAn01,special_teams,6,,,,,
player,201710010nwe,car,NorwAn01,st_pct,21%,,,,,
player,201710010nwe,car,WillDa06,pos,T,,,,,
player,201710010nwe,car,WillDa06,offense,63,,,,,
player,201710010nwe,car,WillDa06,off_pct,100%,,,,,
player,201710010nwe,car,WillDa06,defense,0,,,,,
player,201710010nwe,car,WillDa06,def_pct,0%,,,,,
player,201710010nwe,car,WillDa06,special_teams,6,,,,,
player,201710010nwe,car,WillDa06,st_pct,21%,,,,,
player,201710010nwe,car,NewtCa00,pos,QB,,,,,
player,201710010nwe,car,NewtCa00,offense,63,,,,,
player,201710010nwe,car,NewtCa00,off_pct,100%,,,,,
player,201710010nwe,car,NewtCa00,defense,0,,,,,
player,201710010nwe,car,NewtCa00,def_pct,0%,,,,,
player,201710010nwe,car,NewtCa00,special_teams,0,,,,,
player,201710010nwe,car,NewtCa00,st_pct,0%,,,,,
player,201710010nwe,car,KaliMa00,pos,T,,,,,
player,201710010nwe,car,KaliMa00,offense,63,,,,,
player,201710010nwe,car,KaliMa00,off_pct,100%,,,,,
player,201710010nwe,car,KaliMa00,defense,0,,,,,
player,201710010nwe,car,KaliMa00,def_pct,0%,,,,,
player,201710010nwe,car,KaliMa00,special_teams,0,,,,,
player,201710010nwe,car,KaliMa00,st_pct,0%,,,,,
player,201710010nwe,car,TurnTr01,pos,G,,,,,
player,201710010nwe,car,TurnTr01,offense,62,,,,,
player,201710010nwe,car,TurnTr01,off_pct,98%,,,,,
player,201710010nwe,car,TurnTr01,defense,0,,,,,
player,201710010nwe,car,TurnTr01,def_pct,0%,,,,,
player,201710010nwe,car,TurnTr01,special_teams,6,,,,,
player,201710010nwe,car,TurnTr01,st_pct,21%,,,,,
player,201710010nwe,car,DickEd00,pos,TE,,,,,
player,201710010nwe,car,DickEd00,offense,62,,,,,
player,201710010nwe,car,DickEd00,off_pct,98%,,,,,
player,201710010nwe,car,DickEd00,defense,0,,,,,
player,201710010nwe,car,DickEd00,def_pct,0%,,,,,
player,201710010nwe,car,DickEd00,special_teams,6,,,,,
player,201710010nwe,car,DickEd00,st_pct,21%,,,,,
player,201710010nwe,car,FuncDe00,pos,WR,,,,,
player,201710010nwe,car,FuncDe00,offense,58,,,,,
player,201710010nwe,car,FuncDe00,off_pct,92%,,,,,
player,201710010nwe,car,FuncDe00,defense,0,,,,,
player,201710010nwe,car,FuncDe00,def_pct,0%,,,,,
player,201710010nwe,car,FuncDe00,special_teams,0,,,,,
player,201710010nwe,car,FuncDe00,st_pct,0%,,,,,
player,201710010nwe,car,BenjKe00,pos,WR,,,,,
player,201710010nwe,car,BenjKe00,offense,57,,,,,
player,201710010nwe,car,BenjKe00,off_pct,90%,,,,,
player,201710010nwe,car,BenjKe00,defense,0,,,,,
player,201710010nwe,car,BenjKe00,def_pct,0%,,,,,
player,201710010nwe,car,BenjKe00,special_teams,0,,,,,
player,201710010nwe,car,BenjKe00,st_pct,0%,,,,,
player,201710010nwe,car,McCaCh01,pos,RB,,,,,
player,201710010nwe,car,McCaCh01,offense,48,,,,,
player,201710010nwe,car,McCaCh01,off_pct,76%,,,,,
player,201710010nwe,car,McCaCh01,defense,0,,,,,
player,201710010nwe,car,McCaCh01,def_pct,0%,,,,,
player,201710010nwe,car,McCaCh01,special_teams,7,,,,,
player,201710010nwe,car,McCaCh01,st_pct,25%,,,,,
player,201710010nwe,car,ShepRu00,pos,WR,,,,,
player,201710010nwe,car,ShepRu00,offense,35,,,,,
player,201710010nwe,car,ShepRu00,off_pct,56%,,,,,
player,201710010nwe,car,ShepRu00,defense,0,,,,,
player,201710010nwe,car,ShepRu00,def_pct,0%,,,,,
player,201710010nwe,car,ShepRu00,special_teams,9,,,,,
player,201710010nwe,car,ShepRu00,st_pct,32%,,,,,
player,201710010nwe,car,StewJo00,pos,RB,,,,,
player,201710010nwe,car,StewJo00,offense,28,,,,,
player,201710010nwe,car,StewJo00,off_pct,44%,,,,,
player,201710010nwe,car,StewJo00,defense,0,,,,,
player,201710010nwe,car,StewJo00,def_pct,0%,,,,,
player,201710010nwe,car,StewJo00,special_teams,0,,,,,
player,201710010nwe,car,StewJo00,st_pct,0%,,,,,
player,201710010nwe,car,ManhCh00,pos,TE,,,,,
player,201710010nwe,car,ManhCh00,offense,17,,,,,
player,201710010nwe,car,ManhCh00,off_pct,27%,,,,,
player,201710010nwe,car,ManhCh00,defense,0,,,,,
player,201710010nwe,car,ManhCh00,def_pct,0%,,,,,
player,201710010nwe,car,ManhCh00,special_teams,12,,,,,
player,201710010nwe,car,ManhCh00,st_pct,43%,,,,,
player,201710010nwe,car,WhitFo00,pos,RB,,,,,
player,201710010nwe,car,WhitFo00,offense,6,,,,,
player,201710010nwe,car,WhitFo00,off_pct,10%,,,,,
player,201710010nwe,car,WhitFo00,defense,0,,,,,
player,201710010nwe,car,WhitFo00,def_pct,0%,,,,,
player,201710010nwe,car,WhitFo00,special_teams,16,,,,,
player,201710010nwe,car,WhitFo00,st_pct,57%,,,,,
player,201710010nwe,car,ByrdDa00,pos,WR,,,,,
player,201710010nwe,car,ByrdDa00,offense,4,,,,,
player,201710010nwe,car,ByrdDa00,off_pct,6%,,,,,
player,201710010nwe,car,ByrdDa00,defense,0,,,,,
player,201710010nwe,car,ByrdDa00,def_pct,0%,,,,,
player,201710010nwe,car,ByrdDa00,special_teams,7,,,,,
player,201710010nwe,car,ByrdDa00,st_pct,25%,,,,,
player,201710010nwe,car,SilaAm00,pos,T,,,,,
player,201710010nwe,car,SilaAm00,offense,1,,,,,
player,201710010nwe,car,SilaAm00,off_pct,2%,,,,,
player,201710010nwe,car,SilaAm00,defense,0,,,,,
player,201710010nwe,car,SilaAm00,def_pct,0%,,,,,
player,201710010nwe,car,SilaAm00,special_teams,6,,,,,
player,201710010nwe,car,SilaAm00,st_pct,21%,,,,,
player,201710010nwe,car,BradJa00,pos,CB,,,,,
player,201710010nwe,car,BradJa00,offense,0,,,,,
player,201710010nwe,car,BradJa00,off_pct,0%,,,,,
player,201710010nwe,car,BradJa00,defense,70,,,,,
player,201710010nwe,car,BradJa00,def_pct,100%,,,,,
player,201710010nwe,car,BradJa00,special_teams,10,,,,,
player,201710010nwe,car,BradJa00,st_pct,36%,,,,,
player,201710010nwe,car,KuecLu00,pos,LB,,,,,
player,201710010nwe,car,KuecLu00,offense,0,,,,,
player,201710010nwe,car,KuecLu00,off_pct,0%,,,,,
player,201710010nwe,car,KuecLu00,defense,70,,,,,
player,201710010nwe,car,KuecLu00,def_pct,100%,,,,,
player,201710010nwe,car,KuecLu00,special_teams,5,,,,,
player,201710010nwe,car,KuecLu00,st_pct,18%,,,,,
player,201710010nwe,car,ThomSh01,pos,LB,,,,,
player,201710010nwe,car,ThomSh01,offense,0,,,,,
player,201710010nwe,car,ThomSh01,off_pct,0%,,,,,
player,201710010nwe,car,ThomSh01,defense,69,,,,,
player,201710010nwe,car,ThomSh01,def_pct,99%,,,,,
player,201710010nwe,car,ThomSh01,special_teams,7,,,,,
player,201710010nwe,car,ThomSh01,st_pct,25%,,,,,
player,201710010nwe,car,AdamMi21,pos,SS,,,,,
player,201710010nwe,car,AdamMi21,offense,0,,,,,
player,201710010nwe,car,AdamMi21,off_pct,0%,,,,,
player,201710010nwe,car,AdamMi21,defense,69,,,,,
player,201710010nwe,car,AdamMi21,def_pct,99%,,,,,
player,201710010nwe,car,AdamMi21,special_teams,6,,,,,
player,201710010nwe,car,AdamMi21,st_pct,21%,,,,,
player,201710010nwe,car,SeymKe00,pos,CB,,,,,
player,201710010nwe,car,SeymKe00,offense,0,,,,,
player,201710010nwe,car,SeymKe00,off_pct,0%,,,,,
player,201710010nwe,car,SeymKe00,defense,68,,,,,
player,201710010nwe,car,SeymKe00,def_pct,97%,,,,,
player,201710010nwe,car,SeymKe00,special_teams,4,,,,,
player,201710010nwe,car,SeymKe00,st_pct,14%,,,,,
player,201710010nwe,car,ShorKa00,pos,DT,,,,,
player,201710010nwe,car,ShorKa00,offense,0,,,,,
player,201710010nwe,car,ShorKa00,off_pct,0%,,,,,
player,201710010nwe,car,ShorKa00,defense,50,,,,,
player,201710010nwe,car,ShorKa00,def_pct,71%,,,,,
player,201710010nwe,car,ShorKa00,special_teams,6,,,,,
player,201710010nwe,car,ShorKa00,st_pct,21%,,,,,
player,201710010nwe,car,AddiMa00,pos,DE,,,,,
player,201710010nwe,car,AddiMa00,offense,0,,,,,
player,201710010nwe,car,AddiMa00,off_pct,0%,,,,,
player,201710010nwe,car,AddiMa00,defense,45,,,,,
player,201710010nwe,car,AddiMa00,def_pct,64%,,,,,
player,201710010nwe,car,AddiMa00,special_teams,0,,,,,
player,201710010nwe,car,AddiMa00,st_pct,0%,,,,,
player,201710010nwe,car,LotuSt00,pos,DT,,,,,
player,201710010nwe,car,LotuSt00,offense,0,,,,,
player,201710010nwe,car,LotuSt00,off_pct,0%,,,,,
player,201710010nwe,car,LotuSt00,defense,40,,,,,
player,201710010nwe,car,LotuSt00,def_pct,57%,,,,,
player,201710010nwe,car,LotuSt00,special_teams,6,,,,,
player,201710010nwe,car,LotuSt00,st_pct,21%,,,,,
player,201710010nwe,car,CoxxDe00,pos,SS,,,,,
player,201710010nwe,car,CoxxDe00,offense,0,,,,,
player,201710010nwe,car,CoxxDe00,off_pct,0%,,,,,
player,201710010nwe,car,CoxxDe00,defense,38,,,,,
player,201710010nwe,car,CoxxDe00,def_pct,54%,,,,,
player,201710010nwe,car,CoxxDe00,special_teams,7,,,,,
player,201710010nwe,car,CoxxDe00,st_pct,25%,,,,,
player,201710010nwe,car,DaviTh20,pos,LB,,,,,
player,201710010nwe,car,DaviTh20,offense,0,,,,,
player,201710010nwe,car,DaviTh20,off_pct,0%,,,,,
player,201710010nwe,car,DaviTh20,defense,37,,,,,
player,201710010nwe,car,DaviTh20,def_pct,53%,,,,,
player,201710010nwe,car,DaviTh20,special_teams,0,,,,,
player,201710010nwe,car,DaviTh20,st_pct,0%,,,,,
player,201710010nwe,car,JohnCh98,pos,DE,,,,,
player,201710010nwe,car,JohnCh98,offense,0,,,,,
player,201710010nwe,car,JohnCh98,off_pct,0%,,,,,
player,201710010nwe,car,JohnCh98,defense,36,,,,,
player,201710010nwe,car,JohnCh98,def_pct,51%,,,,,
player,201710010nwe,car,JohnCh98,special_teams,0,,,,,
player,201710010nwe,car,JohnCh98,st_pct,0%,,,,,
player,201710010nwe,car,PeppJu99,pos,DE,,,,,
player,201710010nwe,car,PeppJu99,offense,0,,,,,
player,201710010nwe,car,PeppJu99,off_pct,0%,,,,,
player,201710010nwe,car,PeppJu99,defense,34,,,,,
player,201710010nwe,car,PeppJu99,def_pct,49%,,,,,
player,201710010nwe,car,PeppJu99,special_teams,5,,,,,
player,201710010nwe,car,PeppJu99,st_pct,18%,,,,,
player,201710010nwe,car,MunnCa99,pos,CB,,,,,
player,201710010nwe,car,MunnCa99,offense,0,,,,,
player,201710010nwe,car,MunnCa99,off_pct,0%,,,,,
player,201710010nwe,car,MunnCa99,defense,33,,,,,
player,201710010nwe,car,MunnCa99,def_pct,47%,,,,,
player,201710010nwe,car,MunnCa99,special_teams,6,,,,,
player,201710010nwe,car,MunnCa99,st_pct,21%,,,,,
player,201710010nwe,car,LoveKy00,pos,DT,,,,,
player,201710010nwe,car,LoveKy00,offense,0,,,,,
player,201710010nwe,car,LoveKy00,off_pct,0%,,,,,
player,201710010nwe,car,LoveKy00,defense,32,,,,,
player,201710010nwe,car,LoveKy00,def_pct,46%,,,,,
player,201710010nwe,car,LoveKy00,special_teams,0,,,,,
player,201710010nwe,car,LoveKy00,st_pct,0%,,,,,
player,201710010nwe,car,HortWe00,pos,DE,,,,,
player,201710010nwe,car,HortWe00,offense,0,,,,,
player,201710010nwe,car,HortWe00,off_pct,0%,,,,,
player,201710010nwe,car,HortWe00,defense,25,,,,,
player,201710010nwe,car,HortWe00,def_pct,36%,,,,,
player,201710010nwe,car,HortWe00,special_teams,7,,,,,
player,201710010nwe,car,HortWe00,st_pct,25%,,,,,
player,201710010nwe,car,ColeKu99,pos,FS,,,,,
player,201710010nwe,car,ColeKu99,offense,0,,,,,
player,201710010nwe,car,ColeKu99,off_pct,0%,,,,,
player,201710010nwe,car,ColeKu99,defense,23,,,,,
player,201710010nwe,car,ColeKu99,def_pct,33%,,,,,
player,201710010nwe,car,ColeKu99,special_teams,1,,,,,
player,201710010nwe,car,ColeKu99,st_pct,4%,,,,,
player,201710010nwe,car,ButlVe00,pos,DT,,,,,
player,201710010nwe,car,ButlVe00,offense,0,,,,,
player,201710010nwe,car,ButlVe00,off_pct,0%,,,,,
player,201710010nwe,car,ButlVe00,defense,22,,,,,
player,201710010nwe,car,ButlVe00,def_pct,31%,,,,,
player,201710010nwe,car,ButlVe00,special_teams,6,,,,,
player,201710010nwe,car,ButlVe00,st_pct,21%,,,,,
player,201710010nwe,car,JoneCo01,pos,FS,,,,,
player,201710010nwe,car,JoneCo01,offense,0,,,,,
player,201710010nwe,car,JoneCo01,off_pct,0%,,,,,
player,201710010nwe,car,JoneCo01,defense,7,,,,,
player,201710010nwe,car,JoneCo01,def_pct,10%,,,,,
player,201710010nwe,car,JoneCo01,special_teams,21,,,,,
player,201710010nwe,car,JoneCo01,st_pct,75%,,,,,
player,201710010nwe,car,MayoDa00,pos,LB,,,,,
player,201710010nwe,car,MayoDa00,offense,0,,,,,
player,201710010nwe,car,MayoDa00,off_pct,0%,,,,,
player,201710010nwe,car,MayoDa00,defense,2,,,,,
player,201710010nwe,car,MayoDa00,def_pct,3%,,,,,
player,201710010nwe,car,MayoDa00,special_teams,22,,,,,
player,201710010nwe,car,MayoDa00,st_pct,79%,,,,,
player,201710010nwe,car,NorrJa00,pos,LB,,,,,
player,201710010nwe,car,NorrJa00,offense,0,,,,,
player,201710010nwe,car,NorrJa00,off_pct,0%,,,,,
player,201710010nwe,car,NorrJa00,defense,0,,,,,
player,201710010nwe,car,NorrJa00,def_pct,0%,,,,,
player,201710010nwe,car,NorrJa00,special_teams,16,,,,,
player,201710010nwe,car,NorrJa00,st_pct,57%,,,,,
player,201710010nwe,car,JacoBe00,pos,LB,,,,,
player,201710010nwe,car,JacoBe00,offense,0,,,,,
player,201710010nwe,car,JacoBe00,off_pct,0%,,,,,
player,201710010nwe,car,JacoBe00,defense,0,,,,,
player,201710010nwe,car,JacoBe00,def_pct,0%,,,,,
player,201710010nwe,car,JacoBe00,special_teams,16,,,,,
player,201710010nwe,car,JacoBe00,st_pct,57%,,,,,
player,201710010nwe,car,ArmaAl00,pos,RB,,,,,
player,201710010nwe,car,ArmaAl00,offense,0,,,,,
player,201710010nwe,car,ArmaAl00,off_pct,0%,,,,,
player,201710010nwe,car,ArmaAl00,defense,0,,,,,
player,201710010nwe,car,ArmaAl00,def_pct,0%,,,,,
player,201710010nwe,car,ArmaAl00,special_teams,15,,,,,
player,201710010nwe,car,ArmaAl00,st_pct,54%,,,,,
player,201710010nwe,car,ArtiCa00,pos,RB,,,,,
player,201710010nwe,car,ArtiCa00,offense,0,,,,,
player,201710010nwe,car,ArtiCa00,off_pct,0%,,,,,
player,201710010nwe,car,ArtiCa00,defense,0,,,,,
player,201710010nwe,car,ArtiCa00,def_pct,0%,,,,,
player,201710010nwe,car,ArtiCa00,special_teams,13,,,,,
player,201710010nwe,car,ArtiCa00,st_pct,46%,,,,,
player,201710010nwe,car,GanoGr44,pos,K,,,,,
player,201710010nwe,car,GanoGr44,offense,0,,,,,
player,201710010nwe,car,GanoGr44,off_pct,0%,,,,,
player,201710010nwe,car,GanoGr44,defense,0,,,,,
player,201710010nwe,car,GanoGr44,def_pct,0%,,,,,
player,201710010nwe,car,GanoGr44,special_teams,12,,,,,
player,201710010nwe,car,GanoGr44,st_pct,43%,,,,,
player,201710010nwe,car,GuntLa00,pos,CB,,,,,
player,201710010nwe,car,GuntLa00,offense,0,,,,,
player,201710010nwe,car,GuntLa00,off_pct,0%,,,,,
player,201710010nwe,car,GuntLa00,defense,0,,,,,
player,201710010nwe,car,GuntLa00,def_pct,0%,,,,,
player,201710010nwe,car,GuntLa00,special_teams,9,,,,,
player,201710010nwe,car,GuntLa00,st_pct,32%,,,,,
player,201710010nwe,car,JansJ.00,pos,LS,,,,,
player,201710010nwe,car,JansJ.00,offense,0,,,,,
player,201710010nwe,car,JansJ.00,off_pct,0%,,,,,
player,201710010nwe,car,JansJ.00,defense,0,,,,,
player,201710010nwe,car,JansJ.00,def_pct,0%,,,,,
player,201710010nwe,car,JansJ.00,special_teams,7,,,,,
player,201710010nwe,car,JansJ.00,st_pct,25%,,,,,
player,201710010nwe,car,PalaMi00,pos,P,,,,,
player,201710010nwe,car,PalaMi00,offense,0,,,,,
player,201710010nwe,car,PalaMi00,off_pct,0%,,,,,
player,201710010nwe,car,PalaMi00,defense,0,,,,,
player,201710010nwe,car,PalaMi00,def_pct,0%,,,,,
player,201710010nwe,car,PalaMi00,special_teams,7,,,,,
player,201710010nwe,car,PalaMi00,st_pct,25%,,,,,
player,201710010nwe,car,MotoTa00,pos,T,,,,,
player,201710010nwe,car,MotoTa00,offense,0,,,,,
player,201710010nwe,car,MotoTa00,off_pct,0%,,,,,
player,201710010nwe,car,MotoTa00,defense,0,,,,,
player,201710010nwe,car,MotoTa00,def_pct,0%,,,,,
player,201710010nwe,car,MotoTa00,special_teams,6,,,,,
player,201710010nwe,car,MotoTa00,st_pct,21%,,,,,
