game,2017,7,20171022,201710220nwe,atl,"Atlanta Falcons",7,nwe,"New England Patriots",23
player,201710220nwe,atl,RyanMa00,pass_long,22,,,,,
player,201710220nwe,atl,RyanMa00,pass_rating,99.7,,,,,
player,201710220nwe,atl,RyanMa00,rush_att,3,,,,,
player,201710220nwe,atl,RyanMa00,rush_yds,37,,,,,
player,201710220nwe,atl,RyanMa00,rush_td,0,,,,,
player,201710220nwe,atl,RyanMa00,rush_long,16,,,,,
player,201710220nwe,atl,RyanMa00,targets,0,,,,,
player,201710220nwe,atl,RyanMa00,rec,0,,,,,
player,201710220nwe,atl,RyanMa00,rec_yds,0,,,,,
player,201710220nwe,atl,RyanMa00,rec_td,0,,,,,
player,201710220nwe,atl,RyanMa00,rec_long,0,,,,,
player,201710220nwe,atl,RyanMa00,fumbles,0,,,,,
player,201710220nwe,atl,RyanMa00,fumbles_lost,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_cmp,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_att,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_yds,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_td,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_int,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_sacked,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_long,0,,,,,
player,201710220nwe,atl,FreeDe00,pass_rating,,,,,,
player,201710220nwe,atl,FreeDe00,rush_att,12,,,,,
player,201710220nwe,atl,FreeDe00,rush_yds,72,,,,,
player,201710220nwe,atl,FreeDe00,rush_td,0,,,,,
player,201710220nwe,atl,FreeDe00,rush_long,21,,,,,
player,201710220nwe,atl,FreeDe00,targets,3,,,,,
player,201710220nwe,atl,FreeDe00,rec,3,,,,,
player,201710220nwe,atl,FreeDe00,rec_yds,18,,,,,
player,201710220nwe,atl,FreeDe00,rec_td,0,,,,,
player,201710220nwe,atl,FreeDe00,rec_long,9,,,,,
player,201710220nwe,atl,FreeDe00,fumbles,0,,,,,
player,201710220nwe,atl,FreeDe00,fumbles_lost,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_cmp,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_att,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_yds,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_td,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_int,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_sacked,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_long,0,,,,,
player,201710220nwe,atl,ColeTe01,pass_rating,,,,,,
player,201710220nwe,atl,ColeTe01,rush_att,6,,,,,
player,201710220nwe,atl,ColeTe01,rush_yds,16,,,,,
player,201710220nwe,atl,ColeTe01,rush_td,0,,,,,
player,201710220nwe,atl,ColeTe01,rush_long,6,,,,,
player,201710220nwe,atl,ColeTe01,targets,1,,,,,
player,201710220nwe,atl,ColeTe01,rec,0,,,,,
player,201710220nwe,atl,ColeTe01,rec_yds,0,,,,,
player,201710220nwe,atl,ColeTe01,rec_td,0,,,,,
player,201710220nwe,atl,ColeTe01,rec_long,0,,,,,
player,201710220nwe,atl,ColeTe01,fumbles,0,,,,,
player,201710220nwe,atl,ColeTe01,fumbles_lost,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_cmp,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_att,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_yds,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_td,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_int,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_sacked,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_long,0,,,,,
player,201710220nwe,atl,JoneJu02,pass_rating,,,,,,
player,201710220nwe,atl,JoneJu02,rush_att,0,,,,,
player,201710220nwe,atl,JoneJu02,rush_yds,0,,,,,
player,201710220nwe,atl,JoneJu02,rush_td,0,,,,,
player,201710220nwe,atl,JoneJu02,rush_long,0,,,,,
player,201710220nwe,atl,JoneJu02,targets,13,,,,,
player,201710220nwe,atl,JoneJu02,rec,9,,,,,
player,201710220nwe,atl,JoneJu02,rec_yds,99,,,,,
player,201710220nwe,atl,JoneJu02,rec_td,1,,,,,
player,201710220nwe,atl,JoneJu02,rec_long,16,,,,,
player,201710220nwe,atl,JoneJu02,fumbles,0,,,,,
player,201710220nwe,atl,JoneJu02,fumbles_lost,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_cmp,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_att,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_yds,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_td,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_int,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_sacked,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_long,0,,,,,
player,201710220nwe,atl,SanuMo00,pass_rating,,,,,,
player,201710220nwe,atl,SanuMo00,rush_att,0,,,,,
player,201710220nwe,atl,SanuMo00,rush_yds,0,,,,,
player,201710220nwe,atl,SanuMo00,rush_td,0,,,,,
player,201710220nwe,atl,SanuMo00,rush_long,0,,,,,
player,201710220nwe,atl,SanuMo00,targets,10,,,,,
player,201710220nwe,atl,SanuMo00,rec,6,,,,,
player,201710220nwe,atl,SanuMo00,rec_yds,65,,,,,
player,201710220nwe,atl,SanuMo00,rec_td,0,,,,,
player,201710220nwe,atl,SanuMo00,rec_long,19,,,,,
player,201710220nwe,atl,SanuMo00,fumbles,0,,,,,
player,201710220nwe,atl,SanuMo00,fumbles_lost,0,,,,,
player,201710220nwe,atl,HardJu00,pass_cmp,0,,,,,
player,201710220nwe,atl,HardJu00,pass_att,0,,,,,
player,201710220nwe,atl,HardJu00,pass_yds,0,,,,,
player,201710220nwe,atl,HardJu00,pass_td,0,,,,,
player,201710220nwe,atl,HardJu00,pass_int,0,,,,,
player,201710220nwe,atl,HardJu00,pass_sacked,0,,,,,
player,201710220nwe,atl,HardJu00,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,HardJu00,pass_long,0,,,,,
player,201710220nwe,atl,HardJu00,pass_rating,,,,,,
player,201710220nwe,atl,HardJu00,rush_att,0,,,,,
player,201710220nwe,atl,HardJu00,rush_yds,0,,,,,
player,201710220nwe,atl,HardJu00,rush_td,0,,,,,
player,201710220nwe,atl,HardJu00,rush_long,0,,,,,
player,201710220nwe,atl,HardJu00,targets,2,,,,,
player,201710220nwe,atl,HardJu00,rec,2,,,,,
player,201710220nwe,atl,HardJu00,rec_yds,21,,,,,
player,201710220nwe,atl,HardJu00,rec_td,0,,,,,
player,201710220nwe,atl,HardJu00,rec_long,22,,,,,
player,201710220nwe,atl,HardJu00,fumbles,0,,,,,
player,201710220nwe,atl,HardJu00,fumbles_lost,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_cmp,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_att,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_yds,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_td,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_int,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_sacked,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_long,0,,,,,
player,201710220nwe,atl,HoopAu00,pass_rating,,,,,,
player,201710220nwe,atl,HoopAu00,rush_att,0,,,,,
player,201710220nwe,atl,HoopAu00,rush_yds,0,,,,,
player,201710220nwe,atl,HoopAu00,rush_td,0,,,,,
player,201710220nwe,atl,HoopAu00,rush_long,0,,,,,
player,201710220nwe,atl,HoopAu00,targets,1,,,,,
player,201710220nwe,atl,HoopAu00,rec,1,,,,,
player,201710220nwe,atl,HoopAu00,rec_yds,6,,,,,
player,201710220nwe,atl,HoopAu00,rec_td,0,,,,,
player,201710220nwe,atl,HoopAu00,rec_long,6,,,,,
player,201710220nwe,atl,HoopAu00,fumbles,0,,,,,
player,201710220nwe,atl,HoopAu00,fumbles_lost,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_cmp,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_att,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_yds,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_td,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_int,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_sacked,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_long,0,,,,,
player,201710220nwe,atl,RobeAn00,pass_rating,,,,,,
player,201710220nwe,atl,RobeAn00,rush_att,0,,,,,
player,201710220nwe,atl,RobeAn00,rush_yds,0,,,,,
player,201710220nwe,atl,RobeAn00,rush_td,0,,,,,
player,201710220nwe,atl,RobeAn00,rush_long,0,,,,,
player,201710220nwe,atl,RobeAn00,targets,1,,,,,
player,201710220nwe,atl,RobeAn00,rec,0,,,,,
player,201710220nwe,atl,RobeAn00,rec_yds,0,,,,,
player,201710220nwe,atl,RobeAn00,rec_td,0,,,,,
player,201710220nwe,atl,RobeAn00,rec_long,0,,,,,
player,201710220nwe,atl,RobeAn00,fumbles,0,,,,,
player,201710220nwe,atl,RobeAn00,fumbles_lost,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_cmp,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_att,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_yds,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_td,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_int,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_sacked,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_sacked_yds,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_long,0,,,,,
player,201710220nwe,atl,GabrTa00,pass_rating,,,,,,
player,201710220nwe,atl,GabrTa00,rush_att,1,,,,,
player,201710220nwe,atl,GabrTa00,rush_yds,-5,,,,,
player,201710220nwe,atl,GabrTa00,rush_td,0,,,,,
player,201710220nwe,atl,GabrTa00,rush_long,-5,,,,,
player,201710220nwe,atl,GabrTa00,targets,2,,,,,
player,201710220nwe,atl,GabrTa00,rec,2,,,,,
player,201710220nwe,atl,GabrTa00,rec_yds,24,,,,,
player,201710220nwe,atl,GabrTa00,rec_td,0,,,,,
player,201710220nwe,atl,GabrTa00,rec_long,18,,,,,
player,201710220nwe,atl,GabrTa00,fumbles,0,,,,,
player,201710220nwe,atl,GabrTa00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,BradTo00,pass_cmp,21,,,,,
player,201710220nwe,nwe,BradTo00,pass_att,29,,,,,
player,201710220nwe,nwe,BradTo00,pass_yds,249,,,,,
player,201710220nwe,nwe,BradTo00,pass_td,2,,,,,
player,201710220nwe,nwe,BradTo00,pass_int,0,,,,,
player,201710220nwe,nwe,BradTo00,pass_sacked,2,,,,,
player,201710220nwe,nwe,BradTo00,pass_sacked_yds,8,,,,,
player,201710220nwe,nwe,BradTo00,pass_long,30,,,,,
player,201710220nwe,nwe,BradTo00,pass_rating,121.2,,,,,
player,201710220nwe,nwe,BradTo00,rush_att,5,,,,,
player,201710220nwe,nwe,BradTo00,rush_yds,5,,,,,
player,201710220nwe,nwe,BradTo00,rush_td,0,,,,,
player,201710220nwe,nwe,BradTo00,rush_long,6,,,,,
player,201710220nwe,nwe,BradTo00,targets,0,,,,,
player,201710220nwe,nwe,BradTo00,rec,0,,,,,
player,201710220nwe,nwe,BradTo00,rec_yds,0,,,,,
player,201710220nwe,nwe,BradTo00,rec_td,0,,,,,
player,201710220nwe,nwe,BradTo00,rec_long,0,,,,,
player,201710220nwe,nwe,BradTo00,fumbles,1,,,,,
player,201710220nwe,nwe,BradTo00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_cmp,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_att,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_yds,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_td,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_int,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_sacked,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_long,0,,,,,
player,201710220nwe,nwe,LewiDi00,pass_rating,,,,,,
player,201710220nwe,nwe,LewiDi00,rush_att,13,,,,,
player,201710220nwe,nwe,LewiDi00,rush_yds,76,,,,,
player,201710220nwe,nwe,LewiDi00,rush_td,0,,,,,
player,201710220nwe,nwe,LewiDi00,rush_long,25,,,,,
player,201710220nwe,nwe,LewiDi00,targets,1,,,,,
player,201710220nwe,nwe,LewiDi00,rec,1,,,,,
player,201710220nwe,nwe,LewiDi00,rec_yds,6,,,,,
player,201710220nwe,nwe,LewiDi00,rec_td,0,,,,,
player,201710220nwe,nwe,LewiDi00,rec_long,6,,,,,
player,201710220nwe,nwe,LewiDi00,fumbles,0,,,,,
player,201710220nwe,nwe,LewiDi00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_cmp,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_att,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_yds,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_td,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_int,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_sacked,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_long,0,,,,,
player,201710220nwe,nwe,BurkRe00,pass_rating,,,,,,
player,201710220nwe,nwe,BurkRe00,rush_att,6,,,,,
player,201710220nwe,nwe,BurkRe00,rush_yds,31,,,,,
player,201710220nwe,nwe,BurkRe00,rush_td,0,,,,,
player,201710220nwe,nwe,BurkRe00,rush_long,9,,,,,
player,201710220nwe,nwe,BurkRe00,targets,1,,,,,
player,201710220nwe,nwe,BurkRe00,rec,1,,,,,
player,201710220nwe,nwe,BurkRe00,rec_yds,11,,,,,
player,201710220nwe,nwe,BurkRe00,rec_td,0,,,,,
player,201710220nwe,nwe,BurkRe00,rec_long,11,,,,,
player,201710220nwe,nwe,BurkRe00,fumbles,0,,,,,
player,201710220nwe,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_cmp,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_att,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_yds,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_td,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_int,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_sacked,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_long,0,,,,,
player,201710220nwe,nwe,GillMi00,pass_rating,,,,,,
player,201710220nwe,nwe,GillMi00,rush_att,8,,,,,
player,201710220nwe,nwe,GillMi00,rush_yds,31,,,,,
player,201710220nwe,nwe,GillMi00,rush_td,0,,,,,
player,201710220nwe,nwe,GillMi00,rush_long,14,,,,,
player,201710220nwe,nwe,GillMi00,targets,0,,,,,
player,201710220nwe,nwe,GillMi00,rec,0,,,,,
player,201710220nwe,nwe,GillMi00,rec_yds,0,,,,,
player,201710220nwe,nwe,GillMi00,rec_td,0,,,,,
player,201710220nwe,nwe,GillMi00,rec_long,0,,,,,
player,201710220nwe,nwe,GillMi00,fumbles,0,,,,,
player,201710220nwe,nwe,GillMi00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_cmp,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_att,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_yds,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_td,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_int,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_sacked,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_long,0,,,,,
player,201710220nwe,nwe,WhitJa02,pass_rating,,,,,,
player,201710220nwe,nwe,WhitJa02,rush_att,4,,,,,
player,201710220nwe,nwe,WhitJa02,rush_yds,19,,,,,
player,201710220nwe,nwe,WhitJa02,rush_td,0,,,,,
player,201710220nwe,nwe,WhitJa02,rush_long,8,,,,,
player,201710220nwe,nwe,WhitJa02,targets,5,,,,,
player,201710220nwe,nwe,WhitJa02,rec,5,,,,,
player,201710220nwe,nwe,WhitJa02,rec_yds,28,,,,,
player,201710220nwe,nwe,WhitJa02,rec_td,1,,,,,
player,201710220nwe,nwe,WhitJa02,rec_long,16,,,,,
player,201710220nwe,nwe,WhitJa02,fumbles,0,,,,,
player,201710220nwe,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_cmp,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_att,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_yds,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_td,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_int,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_sacked,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_long,0,,,,,
player,201710220nwe,nwe,HogaCh00,pass_rating,,,,,,
player,201710220nwe,nwe,HogaCh00,rush_att,0,,,,,
player,201710220nwe,nwe,HogaCh00,rush_yds,0,,,,,
player,201710220nwe,nwe,HogaCh00,rush_td,0,,,,,
player,201710220nwe,nwe,HogaCh00,rush_long,0,,,,,
player,201710220nwe,nwe,HogaCh00,targets,6,,,,,
player,201710220nwe,nwe,HogaCh00,rec,4,,,,,
player,201710220nwe,nwe,HogaCh00,rec_yds,71,,,,,
player,201710220nwe,nwe,HogaCh00,rec_td,0,,,,,
player,201710220nwe,nwe,HogaCh00,rec_long,30,,,,,
player,201710220nwe,nwe,HogaCh00,fumbles,0,,,,,
player,201710220nwe,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_cmp,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_att,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_yds,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_td,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_int,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_sacked,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_long,0,,,,,
player,201710220nwe,nwe,CookBr00,pass_rating,,,,,,
player,201710220nwe,nwe,CookBr00,rush_att,0,,,,,
player,201710220nwe,nwe,CookBr00,rush_yds,0,,,,,
player,201710220nwe,nwe,CookBr00,rush_td,0,,,,,
player,201710220nwe,nwe,CookBr00,rush_long,0,,,,,
player,201710220nwe,nwe,CookBr00,targets,5,,,,,
player,201710220nwe,nwe,CookBr00,rec,4,,,,,
player,201710220nwe,nwe,CookBr00,rec_yds,65,,,,,
player,201710220nwe,nwe,CookBr00,rec_td,1,,,,,
player,201710220nwe,nwe,CookBr00,rec_long,27,,,,,
player,201710220nwe,nwe,CookBr00,fumbles,0,,,,,
player,201710220nwe,nwe,CookBr00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_cmp,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_att,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_yds,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_td,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_int,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_sacked,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_long,0,,,,,
player,201710220nwe,nwe,GronRo00,pass_rating,,,,,,
player,201710220nwe,nwe,GronRo00,rush_att,0,,,,,
player,201710220nwe,nwe,GronRo00,rush_yds,0,,,,,
player,201710220nwe,nwe,GronRo00,rush_td,0,,,,,
player,201710220nwe,nwe,GronRo00,rush_long,0,,,,,
player,201710220nwe,nwe,GronRo00,targets,7,,,,,
player,201710220nwe,nwe,GronRo00,rec,3,,,,,
player,201710220nwe,nwe,GronRo00,rec_yds,51,,,,,
player,201710220nwe,nwe,GronRo00,rec_td,0,,,,,
player,201710220nwe,nwe,GronRo00,rec_long,27,,,,,
player,201710220nwe,nwe,GronRo00,fumbles,0,,,,,
player,201710220nwe,nwe,GronRo00,fumbles_lost,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_cmp,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_att,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_yds,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_td,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_int,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_sacked,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_sacked_yds,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_long,0,,,,,
player,201710220nwe,nwe,AmenDa00,pass_rating,,,,,,
player,201710220nwe,nwe,AmenDa00,rush_att,0,,,,,
player,201710220nwe,nwe,AmenDa00,rush_yds,0,,,,,
player,201710220nwe,nwe,AmenDa00,rush_td,0,,,,,
player,201710220nwe,nwe,AmenDa00,rush_long,0,,,,,
player,201710220nwe,nwe,AmenDa00,targets,4,,,,,
player,201710220nwe,nwe,AmenDa00,rec,3,,,,,
player,201710220nwe,nwe,AmenDa00,rec_yds,17,,,,,
player,201710220nwe,nwe,AmenDa00,rec_td,0,,,,,
player,201710220nwe,nwe,AmenDa00,rec_long,7,,,,,
player,201710220nwe,nwe,AmenDa00,fumbles,0,,,,,
player,201710220nwe,nwe,AmenDa00,fumbles_lost,0,,,,,
player,201710220nwe,atl,CampDe00,def_int,0,,,,,
player,201710220nwe,atl,CampDe00,def_int_yds,0,,,,,
player,201710220nwe,atl,CampDe00,def_int_td,0,,,,,
player,201710220nwe,atl,CampDe00,def_int_long,0,,,,,
player,201710220nwe,atl,CampDe00,pass_defended,0,,,,,
player,201710220nwe,atl,CampDe00,sacks,1.0,,,,,
player,201710220nwe,atl,CampDe00,tackles_combined,8,,,,,
player,201710220nwe,atl,CampDe00,tackles_solo,7,,,,,
player,201710220nwe,atl,CampDe00,tackles_assists,1,,,,,
player,201710220nwe,atl,CampDe00,tackles_loss,1,,,,,
player,201710220nwe,atl,CampDe00,qb_hits,1,,,,,
player,201710220nwe,atl,CampDe00,fumbles_rec,0,,,,,
player,201710220nwe,atl,CampDe00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,CampDe00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,CampDe00,fumbles_forced,1,,,,,
player,201710220nwe,atl,BeasVi00,def_int,0,,,,,
player,201710220nwe,atl,BeasVi00,def_int_yds,0,,,,,
player,201710220nwe,atl,BeasVi00,def_int_td,0,,,,,
player,201710220nwe,atl,BeasVi00,def_int_long,0,,,,,
player,201710220nwe,atl,BeasVi00,pass_defended,0,,,,,
player,201710220nwe,atl,BeasVi00,sacks,1.0,,,,,
player,201710220nwe,atl,BeasVi00,tackles_combined,5,,,,,
player,201710220nwe,atl,BeasVi00,tackles_solo,4,,,,,
player,201710220nwe,atl,BeasVi00,tackles_assists,1,,,,,
player,201710220nwe,atl,BeasVi00,tackles_loss,2,,,,,
player,201710220nwe,atl,BeasVi00,qb_hits,1,,,,,
player,201710220nwe,atl,BeasVi00,fumbles_rec,0,,,,,
player,201710220nwe,atl,BeasVi00,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,BeasVi00,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,BeasVi00,fumbles_forced,0,,,,,
player,201710220nwe,atl,JoneDe01,def_int,0,,,,,
player,201710220nwe,atl,JoneDe01,def_int_yds,0,,,,,
player,201710220nwe,atl,JoneDe01,def_int_td,0,,,,,
player,201710220nwe,atl,JoneDe01,def_int_long,0,,,,,
player,201710220nwe,atl,JoneDe01,pass_defended,0,,,,,
player,201710220nwe,atl,JoneDe01,sacks,0.0,,,,,
player,201710220nwe,atl,JoneDe01,tackles_combined,11,,,,,
player,201710220nwe,atl,JoneDe01,tackles_solo,6,,,,,
player,201710220nwe,atl,JoneDe01,tackles_assists,5,,,,,
player,201710220nwe,atl,JoneDe01,tackles_loss,0,,,,,
player,201710220nwe,atl,JoneDe01,qb_hits,0,,,,,
player,201710220nwe,atl,JoneDe01,fumbles_rec,0,,,,,
player,201710220nwe,atl,JoneDe01,fumbles_rec_yds,0,,,,,
player,201710220nwe,atl,JoneDe01,fumbles_rec_td,0,,,,,
player,201710220nwe,atl,JoneDe01,fumbles_forced,0,,,,,
player,201710220nwe,atl,NealKe01,def_int,0,,,,,
player,201710220nwe,atl,NealKe01,def_int_yds,0,,,,,
player,201710220nwe,atl,NealKe01,def_int_td,0,,,,,
player,201710220nwe,atl,NealKe01,def_int_long,0,,,,,
player,201710220nwe,atl,NealKe01,pass_defended,1,,,,,
player,201710220nwe,atl,NealKe01,sacks,0.0,,,,,
player,201710220nwe,atl,NealKe01,tackles_combined,10,,,,,
