game,2017,2,20170917,201709170clt,crd,"Arizona Cardinals",16,clt,"Indianapolis Colts",13
player,201709170clt,crd,FitzLa00,off_pct,94%,,,,,
player,201709170clt,crd,FitzLa00,defense,0,,,,,
player,201709170clt,crd,FitzLa00,def_pct,0%,,,,,
player,201709170clt,crd,FitzLa00,special_teams,0,,,,,
player,201709170clt,crd,FitzLa00,st_pct,0%,,,,,
player,201709170clt,crd,BrowJa03,pos,WR,,,,,
player,201709170clt,crd,BrowJa03,offense,50,,,,,
player,201709170clt,crd,BrowJa03,off_pct,76%,,,,,
player,201709170clt,crd,BrowJa03,defense,0,,,,,
player,201709170clt,crd,BrowJa03,def_pct,0%,,,,,
player,201709170clt,crd,BrowJa03,special_teams,12,,,,,
player,201709170clt,crd,BrowJa03,st_pct,39%,,,,,
player,201709170clt,crd,NelsJJ00,pos,WR,,,,,
player,201709170clt,crd,NelsJJ00,offense,50,,,,,
player,201709170clt,crd,NelsJJ00,off_pct,76%,,,,,
player,201709170clt,crd,NelsJJ00,defense,0,,,,,
player,201709170clt,crd,NelsJJ00,def_pct,0%,,,,,
player,201709170clt,crd,NelsJJ00,special_teams,0,,,,,
player,201709170clt,crd,NelsJJ00,st_pct,0%,,,,,
player,201709170clt,crd,NiklTr00,pos,TE,,,,,
player,201709170clt,crd,NiklTr00,offense,30,,,,,
player,201709170clt,crd,NiklTr00,off_pct,45%,,,,,
player,201709170clt,crd,NiklTr00,defense,0,,,,,
player,201709170clt,crd,NiklTr00,def_pct,0%,,,,,
player,201709170clt,crd,NiklTr00,special_teams,0,,,,,
player,201709170clt,crd,NiklTr00,st_pct,0%,,,,,
player,201709170clt,crd,ElliAn00,pos,RB,,,,,
player,201709170clt,crd,ElliAn00,offense,30,,,,,
player,201709170clt,crd,ElliAn00,off_pct,45%,,,,,
player,201709170clt,crd,ElliAn00,defense,0,,,,,
player,201709170clt,crd,ElliAn00,def_pct,0%,,,,,
player,201709170clt,crd,ElliAn00,special_teams,0,,,,,
player,201709170clt,crd,ElliAn00,st_pct,0%,,,,,
player,201709170clt,crd,MomaIf00,pos,TE,,,,,
player,201709170clt,crd,MomaIf00,offense,21,,,,,
player,201709170clt,crd,MomaIf00,off_pct,32%,,,,,
player,201709170clt,crd,MomaIf00,defense,0,,,,,
player,201709170clt,crd,MomaIf00,def_pct,0%,,,,,
player,201709170clt,crd,MomaIf00,special_teams,2,,,,,
player,201709170clt,crd,MomaIf00,st_pct,6%,,,,,
player,201709170clt,crd,GoldBr00,pos,WR,,,,,
player,201709170clt,crd,GoldBr00,offense,20,,,,,
player,201709170clt,crd,GoldBr00,off_pct,30%,,,,,
player,201709170clt,crd,GoldBr00,defense,0,,,,,
player,201709170clt,crd,GoldBr00,def_pct,0%,,,,,
player,201709170clt,crd,GoldBr00,special_teams,22,,,,,
player,201709170clt,crd,GoldBr00,st_pct,71%,,,,,
player,201709170clt,crd,WillKe05,pos,RB,,,,,
player,201709170clt,crd,WillKe05,offense,18,,,,,
player,201709170clt,crd,WillKe05,off_pct,27%,,,,,
player,201709170clt,crd,WillKe05,defense,0,,,,,
player,201709170clt,crd,WillKe05,def_pct,0%,,,,,
player,201709170clt,crd,WillKe05,special_teams,12,,,,,
player,201709170clt,crd,WillKe05,st_pct,39%,,,,,
player,201709170clt,crd,JohnCh04,pos,RB,,,,,
player,201709170clt,crd,JohnCh04,offense,17,,,,,
player,201709170clt,crd,JohnCh04,off_pct,26%,,,,,
player,201709170clt,crd,JohnCh04,defense,0,,,,,
player,201709170clt,crd,JohnCh04,def_pct,0%,,,,,
player,201709170clt,crd,JohnCh04,special_teams,0,,,,,
player,201709170clt,crd,JohnCh04,st_pct,0%,,,,,
player,201709170clt,crd,HoldWi00,pos,G,,,,,
player,201709170clt,crd,HoldWi00,offense,15,,,,,
player,201709170clt,crd,HoldWi00,off_pct,23%,,,,,
player,201709170clt,crd,HoldWi00,defense,0,,,,,
player,201709170clt,crd,HoldWi00,def_pct,0%,,,,,
player,201709170clt,crd,HoldWi00,special_teams,5,,,,,
player,201709170clt,crd,HoldWi00,st_pct,16%,,,,,
player,201709170clt,crd,WillCh05,pos,WR,,,,,
player,201709170clt,crd,WillCh05,offense,10,,,,,
player,201709170clt,crd,WillCh05,off_pct,15%,,,,,
player,201709170clt,crd,WillCh05,defense,0,,,,,
player,201709170clt,crd,WillCh05,def_pct,0%,,,,,
player,201709170clt,crd,WillCh05,special_teams,2,,,,,
player,201709170clt,crd,WillCh05,st_pct,6%,,,,,
player,201709170clt,crd,PennEl00,pos,RB,,,,,
player,201709170clt,crd,PennEl00,offense,7,,,,,
player,201709170clt,crd,PennEl00,off_pct,11%,,,,,
player,201709170clt,crd,PennEl00,defense,0,,,,,
player,201709170clt,crd,PennEl00,def_pct,0%,,,,,
player,201709170clt,crd,PennEl00,special_teams,22,,,,,
player,201709170clt,crd,PennEl00,st_pct,71%,,,,,
player,201709170clt,crd,MathTy00,pos,FS,,,,,
player,201709170clt,crd,MathTy00,offense,0,,,,,
player,201709170clt,crd,MathTy00,off_pct,0%,,,,,
player,201709170clt,crd,MathTy00,defense,71,,,,,
player,201709170clt,crd,MathTy00,def_pct,100%,,,,,
player,201709170clt,crd,MathTy00,special_teams,17,,,,,
player,201709170clt,crd,MathTy00,st_pct,55%,,,,,
player,201709170clt,crd,BranTy99,pos,SS,,,,,
player,201709170clt,crd,BranTy99,offense,0,,,,,
player,201709170clt,crd,BranTy99,off_pct,0%,,,,,
player,201709170clt,crd,BranTy99,defense,71,,,,,
player,201709170clt,crd,BranTy99,def_pct,100%,,,,,
player,201709170clt,crd,BranTy99,special_teams,9,,,,,
player,201709170clt,crd,BranTy99,st_pct,29%,,,,,
player,201709170clt,crd,PetePa00,pos,CB,,,,,
player,201709170clt,crd,PetePa00,offense,0,,,,,
player,201709170clt,crd,PetePa00,off_pct,0%,,,,,
player,201709170clt,crd,PetePa00,defense,71,,,,,
player,201709170clt,crd,PetePa00,def_pct,100%,,,,,
player,201709170clt,crd,PetePa00,special_teams,4,,,,,
player,201709170clt,crd,PetePa00,st_pct,13%,,,,,
player,201709170clt,crd,DansKa20,pos,LB,,,,,
player,201709170clt,crd,DansKa20,offense,0,,,,,
player,201709170clt,crd,DansKa20,off_pct,0%,,,,,
player,201709170clt,crd,DansKa20,defense,69,,,,,
player,201709170clt,crd,DansKa20,def_pct,97%,,,,,
player,201709170clt,crd,DansKa20,special_teams,4,,,,,
player,201709170clt,crd,DansKa20,st_pct,13%,,,,,
player,201709170clt,crd,JoneCh03,pos,LB,,,,,
player,201709170clt,crd,JoneCh03,offense,0,,,,,
player,201709170clt,crd,JoneCh03,off_pct,0%,,,,,
player,201709170clt,crd,JoneCh03,defense,67,,,,,
player,201709170clt,crd,JoneCh03,def_pct,94%,,,,,
player,201709170clt,crd,JoneCh03,special_teams,4,,,,,
player,201709170clt,crd,JoneCh03,st_pct,13%,,,,,
player,201709170clt,crd,BethJu00,pos,CB,,,,,
player,201709170clt,crd,BethJu00,offense,0,,,,,
player,201709170clt,crd,BethJu00,off_pct,0%,,,,,
player,201709170clt,crd,BethJu00,defense,66,,,,,
player,201709170clt,crd,BethJu00,def_pct,93%,,,,,
player,201709170clt,crd,BethJu00,special_teams,17,,,,,
player,201709170clt,crd,BethJu00,st_pct,55%,,,,,
player,201709170clt,crd,GoldMa00,pos,LB,,,,,
player,201709170clt,crd,GoldMa00,offense,0,,,,,
player,201709170clt,crd,GoldMa00,off_pct,0%,,,,,
player,201709170clt,crd,GoldMa00,defense,64,,,,,
player,201709170clt,crd,GoldMa00,def_pct,90%,,,,,
player,201709170clt,crd,GoldMa00,special_teams,4,,,,,
player,201709170clt,crd,GoldMa00,st_pct,13%,,,,,
player,201709170clt,crd,ReddHa00,pos,LB,,,,,
player,201709170clt,crd,ReddHa00,offense,0,,,,,
player,201709170clt,crd,ReddHa00,off_pct,0%,,,,,
player,201709170clt,crd,ReddHa00,defense,56,,,,,
player,201709170clt,crd,ReddHa00,def_pct,79%,,,,,
player,201709170clt,crd,ReddHa00,special_teams,4,,,,,
player,201709170clt,crd,ReddHa00,st_pct,13%,,,,,
player,201709170clt,crd,BethAn20,pos,SS,,,,,
player,201709170clt,crd,BethAn20,offense,0,,,,,
player,201709170clt,crd,BethAn20,off_pct,0%,,,,,
player,201709170clt,crd,BethAn20,defense,52,,,,,
player,201709170clt,crd,BethAn20,def_pct,73%,,,,,
player,201709170clt,crd,BethAn20,special_teams,0,,,,,
player,201709170clt,crd,BethAn20,st_pct,0%,,,,,
player,201709170clt,crd,PeteCo00,pos,DT,,,,,
player,201709170clt,crd,PeteCo00,offense,0,,,,,
player,201709170clt,crd,PeteCo00,off_pct,0%,,,,,
player,201709170clt,crd,PeteCo00,defense,44,,,,,
player,201709170clt,crd,PeteCo00,def_pct,62%,,,,,
player,201709170clt,crd,PeteCo00,special_teams,9,,,,,
player,201709170clt,crd,PeteCo00,st_pct,29%,,,,,
player,201709170clt,crd,RuckFr99,pos,DT,,,,,
player,201709170clt,crd,RuckFr99,offense,0,,,,,
player,201709170clt,crd,RuckFr99,off_pct,0%,,,,,
player,201709170clt,crd,RuckFr99,defense,42,,,,,
player,201709170clt,crd,RuckFr99,def_pct,59%,,,,,
player,201709170clt,crd,RuckFr99,special_teams,4,,,,,
player,201709170clt,crd,RuckFr99,st_pct,13%,,,,,
player,201709170clt,crd,MaurJo00,pos,DT,,,,,
player,201709170clt,crd,MaurJo00,offense,0,,,,,
player,201709170clt,crd,MaurJo00,off_pct,0%,,,,,
player,201709170clt,crd,MaurJo00,defense,26,,,,,
player,201709170clt,crd,MaurJo00,def_pct,37%,,,,,
player,201709170clt,crd,MaurJo00,special_teams,4,,,,,
player,201709170clt,crd,MaurJo00,st_pct,13%,,,,,
player,201709170clt,crd,NkemRo00,pos,DT,,,,,
player,201709170clt,crd,NkemRo00,offense,0,,,,,
player,201709170clt,crd,NkemRo00,off_pct,0%,,,,,
player,201709170clt,crd,NkemRo00,defense,19,,,,,
player,201709170clt,crd,NkemRo00,def_pct,27%,,,,,
player,201709170clt,crd,NkemRo00,special_teams,0,,,,,
player,201709170clt,crd,NkemRo00,st_pct,0%,,,,,
player,201709170clt,crd,WillXa00,pos,DT,,,,,
player,201709170clt,crd,WillXa00,offense,0,,,,,
player,201709170clt,crd,WillXa00,off_pct,0%,,,,,
player,201709170clt,crd,WillXa00,defense,18,,,,,
player,201709170clt,crd,WillXa00,def_pct,25%,,,,,
player,201709170clt,crd,WillXa00,special_teams,0,,,,,
player,201709170clt,crd,WillXa00,st_pct,0%,,,,,
player,201709170clt,crd,ByneJo00,pos,LB,,,,,
player,201709170clt,crd,ByneJo00,offense,0,,,,,
player,201709170clt,crd,ByneJo00,off_pct,0%,,,,,
player,201709170clt,crd,ByneJo00,defense,15,,,,,
player,201709170clt,crd,ByneJo00,def_pct,21%,,,,,
player,201709170clt,crd,ByneJo00,special_teams,22,,,,,
player,201709170clt,crd,ByneJo00,st_pct,71%,,,,,
player,201709170clt,crd,PierOl00,pos,DT,,,,,
player,201709170clt,crd,PierOl00,offense,0,,,,,
player,201709170clt,crd,PierOl00,off_pct,0%,,,,,
player,201709170clt,crd,PierOl00,defense,15,,,,,
player,201709170clt,crd,PierOl00,def_pct,21%,,,,,
player,201709170clt,crd,PierOl00,special_teams,12,,,,,
player,201709170clt,crd,PierOl00,st_pct,39%,,,,,
player,201709170clt,crd,MartKa00,pos,LB,,,,,
player,201709170clt,crd,MartKa00,offense,0,,,,,
player,201709170clt,crd,MartKa00,off_pct,0%,,,,,
player,201709170clt,crd,MartKa00,defense,6,,,,,
player,201709170clt,crd,MartKa00,def_pct,8%,,,,,
player,201709170clt,crd,MartKa00,special_teams,25,,,,,
player,201709170clt,crd,MartKa00,st_pct,81%,,,,,
player,201709170clt,crd,WillTr99,pos,CB,,,,,
player,201709170clt,crd,WillTr99,offense,0,,,,,
player,201709170clt,crd,WillTr99,off_pct,0%,,,,,
player,201709170clt,crd,WillTr99,defense,4,,,,,
player,201709170clt,crd,WillTr99,def_pct,6%,,,,,
player,201709170clt,crd,WillTr99,special_teams,0,,,,,
player,201709170clt,crd,WillTr99,st_pct,0%,,,,,
player,201709170clt,crd,BakeBu00,pos,FS,,,,,
player,201709170clt,crd,BakeBu00,offense,0,,,,,
player,201709170clt,crd,BakeBu00,off_pct,0%,,,,,
player,201709170clt,crd,BakeBu00,defense,3,,,,,
player,201709170clt,crd,BakeBu00,def_pct,4%,,,,,
player,201709170clt,crd,BakeBu00,special_teams,22,,,,,
player,201709170clt,crd,BakeBu00,st_pct,71%,,,,,
player,201709170clt,crd,GuntRo00,pos,DT,,,,,
player,201709170clt,crd,GuntRo00,offense,0,,,,,
player,201709170clt,crd,GuntRo00,off_pct,0%,,,,,
player,201709170clt,crd,GuntRo00,defense,2,,,,,
player,201709170clt,crd,GuntRo00,def_pct,3%,,,,,
player,201709170clt,crd,GuntRo00,special_teams,9,,,,,
player,201709170clt,crd,GuntRo00,st_pct,29%,,,,,
player,201709170clt,crd,WillBr07,pos,CB,,,,,
player,201709170clt,crd,WillBr07,offense,0,,,,,
player,201709170clt,crd,WillBr07,off_pct,0%,,,,,
player,201709170clt,crd,WillBr07,defense,0,,,,,
player,201709170clt,crd,WillBr07,def_pct,0%,,,,,
player,201709170clt,crd,WillBr07,special_teams,22,,,,,
player,201709170clt,crd,WillBr07,st_pct,71%,,,,,
player,201709170clt,crd,FordRu00,pos,FS,,,,,
player,201709170clt,crd,FordRu00,offense,0,,,,,
player,201709170clt,crd,FordRu00,off_pct,0%,,,,,
player,201709170clt,crd,FordRu00,defense,0,,,,,
player,201709170clt,crd,FordRu00,def_pct,0%,,,,,
player,201709170clt,crd,FordRu00,special_teams,17,,,,,
player,201709170clt,crd,FordRu00,st_pct,55%,,,,,
player,201709170clt,crd,dawsophi01,pos,K,,,,,
player,201709170clt,crd,dawsophi01,offense,0,,,,,
player,201709170clt,crd,dawsophi01,off_pct,0%,,,,,
player,201709170clt,crd,dawsophi01,defense,0,,,,,
player,201709170clt,crd,dawsophi01,def_pct,0%,,,,,
player,201709170clt,crd,dawsophi01,special_teams,10,,,,,
player,201709170clt,crd,dawsophi01,st_pct,32%,,,,,
player,201709170clt,crd,LeexAn20,pos,P,,,,,
player,201709170clt,crd,LeexAn20,offense,0,,,,,
player,201709170clt,crd,LeexAn20,off_pct,0%,,,,,
player,201709170clt,crd,LeexAn20,defense,0,,,,,
player,201709170clt,crd,LeexAn20,def_pct,0%,,,,,
player,201709170clt,crd,LeexAn20,special_teams,10,,,,,
player,201709170clt,crd,LeexAn20,st_pct,32%,,,,,
player,201709170clt,crd,BrewAa00,pos,LS,,,,,
player,201709170clt,crd,BrewAa00,offense,0,,,,,
player,201709170clt,crd,BrewAa00,off_pct,0%,,,,,
player,201709170clt,crd,BrewAa00,defense,0,,,,,
player,201709170clt,crd,BrewAa00,def_pct,0%,,,,,
player,201709170clt,crd,BrewAa00,special_teams,10,,,,,
player,201709170clt,crd,BrewAa00,st_pct,32%,,,,,
player,201709170clt,crd,DrayJi00,pos,TE,,,,,
player,201709170clt,crd,DrayJi00,offense,0,,,,,
player,201709170clt,crd,DrayJi00,off_pct,0%,,,,,
player,201709170clt,crd,DrayJi00,defense,0,,,,,
player,201709170clt,crd,DrayJi00,def_pct,0%,,,,,
player,201709170clt,crd,DrayJi00,special_teams,5,,,,,
player,201709170clt,crd,DrayJi00,st_pct,16%,,,,,
