game,2017,2,20170917,201709170nor,nwe,"New England Patriots",36,nor,"New Orleans Saints",20
player,201709170nor,nwe,WhitJa02,rush_long,7,,,,,
player,201709170nor,nwe,WhitJa02,targets,8,,,,,
player,201709170nor,nwe,WhitJa02,rec,8,,,,,
player,201709170nor,nwe,WhitJa02,rec_yds,85,,,,,
player,201709170nor,nwe,WhitJa02,rec_td,0,,,,,
player,201709170nor,nwe,WhitJa02,rec_long,24,,,,,
player,201709170nor,nwe,WhitJa02,fumbles,0,,,,,
player,201709170nor,nwe,WhitJa02,fumbles_lost,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_cmp,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_att,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_yds,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_td,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_int,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_sacked,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_long,0,,,,,
player,201709170nor,nwe,DorsPh00,pass_rating,,,,,,
player,201709170nor,nwe,DorsPh00,rush_att,1,,,,,
player,201709170nor,nwe,DorsPh00,rush_yds,7,,,,,
player,201709170nor,nwe,DorsPh00,rush_td,0,,,,,
player,201709170nor,nwe,DorsPh00,rush_long,7,,,,,
player,201709170nor,nwe,DorsPh00,targets,3,,,,,
player,201709170nor,nwe,DorsPh00,rec,3,,,,,
player,201709170nor,nwe,DorsPh00,rec_yds,68,,,,,
player,201709170nor,nwe,DorsPh00,rec_td,0,,,,,
player,201709170nor,nwe,DorsPh00,rec_long,38,,,,,
player,201709170nor,nwe,DorsPh00,fumbles,0,,,,,
player,201709170nor,nwe,DorsPh00,fumbles_lost,0,,,,,
player,201709170nor,nwe,CookBr00,pass_cmp,0,,,,,
player,201709170nor,nwe,CookBr00,pass_att,0,,,,,
player,201709170nor,nwe,CookBr00,pass_yds,0,,,,,
player,201709170nor,nwe,CookBr00,pass_td,0,,,,,
player,201709170nor,nwe,CookBr00,pass_int,0,,,,,
player,201709170nor,nwe,CookBr00,pass_sacked,0,,,,,
player,201709170nor,nwe,CookBr00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,CookBr00,pass_long,0,,,,,
player,201709170nor,nwe,CookBr00,pass_rating,,,,,,
player,201709170nor,nwe,CookBr00,rush_att,2,,,,,
player,201709170nor,nwe,CookBr00,rush_yds,6,,,,,
player,201709170nor,nwe,CookBr00,rush_td,0,,,,,
player,201709170nor,nwe,CookBr00,rush_long,13,,,,,
player,201709170nor,nwe,CookBr00,targets,4,,,,,
player,201709170nor,nwe,CookBr00,rec,2,,,,,
player,201709170nor,nwe,CookBr00,rec_yds,37,,,,,
player,201709170nor,nwe,CookBr00,rec_td,0,,,,,
player,201709170nor,nwe,CookBr00,rec_long,22,,,,,
player,201709170nor,nwe,CookBr00,fumbles,0,,,,,
player,201709170nor,nwe,CookBr00,fumbles_lost,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_cmp,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_att,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_yds,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_td,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_int,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_sacked,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_long,0,,,,,
player,201709170nor,nwe,BurkRe00,pass_rating,,,,,,
player,201709170nor,nwe,BurkRe00,rush_att,2,,,,,
player,201709170nor,nwe,BurkRe00,rush_yds,3,,,,,
player,201709170nor,nwe,BurkRe00,rush_td,0,,,,,
player,201709170nor,nwe,BurkRe00,rush_long,2,,,,,
player,201709170nor,nwe,BurkRe00,targets,4,,,,,
player,201709170nor,nwe,BurkRe00,rec,3,,,,,
player,201709170nor,nwe,BurkRe00,rec_yds,41,,,,,
player,201709170nor,nwe,BurkRe00,rec_td,1,,,,,
player,201709170nor,nwe,BurkRe00,rec_long,19,,,,,
player,201709170nor,nwe,BurkRe00,fumbles,0,,,,,
player,201709170nor,nwe,BurkRe00,fumbles_lost,0,,,,,
player,201709170nor,nwe,GronRo00,pass_cmp,0,,,,,
player,201709170nor,nwe,GronRo00,pass_att,0,,,,,
player,201709170nor,nwe,GronRo00,pass_yds,0,,,,,
player,201709170nor,nwe,GronRo00,pass_td,0,,,,,
player,201709170nor,nwe,GronRo00,pass_int,0,,,,,
player,201709170nor,nwe,GronRo00,pass_sacked,0,,,,,
player,201709170nor,nwe,GronRo00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,GronRo00,pass_long,0,,,,,
player,201709170nor,nwe,GronRo00,pass_rating,,,,,,
player,201709170nor,nwe,GronRo00,rush_att,0,,,,,
player,201709170nor,nwe,GronRo00,rush_yds,0,,,,,
player,201709170nor,nwe,GronRo00,rush_td,0,,,,,
player,201709170nor,nwe,GronRo00,rush_long,0,,,,,
player,201709170nor,nwe,GronRo00,targets,9,,,,,
player,201709170nor,nwe,GronRo00,rec,6,,,,,
player,201709170nor,nwe,GronRo00,rec_yds,116,,,,,
player,201709170nor,nwe,GronRo00,rec_td,1,,,,,
player,201709170nor,nwe,GronRo00,rec_long,53,,,,,
player,201709170nor,nwe,GronRo00,fumbles,0,,,,,
player,201709170nor,nwe,GronRo00,fumbles_lost,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_cmp,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_att,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_yds,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_td,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_int,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_sacked,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_long,0,,,,,
player,201709170nor,nwe,HogaCh00,pass_rating,,,,,,
player,201709170nor,nwe,HogaCh00,rush_att,0,,,,,
player,201709170nor,nwe,HogaCh00,rush_yds,0,,,,,
player,201709170nor,nwe,HogaCh00,rush_td,0,,,,,
player,201709170nor,nwe,HogaCh00,rush_long,0,,,,,
player,201709170nor,nwe,HogaCh00,targets,6,,,,,
player,201709170nor,nwe,HogaCh00,rec,5,,,,,
player,201709170nor,nwe,HogaCh00,rec_yds,78,,,,,
player,201709170nor,nwe,HogaCh00,rec_td,1,,,,,
player,201709170nor,nwe,HogaCh00,rec_long,27,,,,,
player,201709170nor,nwe,HogaCh00,fumbles,0,,,,,
player,201709170nor,nwe,HogaCh00,fumbles_lost,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_cmp,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_att,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_yds,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_td,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_int,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_sacked,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_long,0,,,,,
player,201709170nor,nwe,DeveJa00,pass_rating,,,,,,
player,201709170nor,nwe,DeveJa00,rush_att,0,,,,,
player,201709170nor,nwe,DeveJa00,rush_yds,0,,,,,
player,201709170nor,nwe,DeveJa00,rush_td,0,,,,,
player,201709170nor,nwe,DeveJa00,rush_long,0,,,,,
player,201709170nor,nwe,DeveJa00,targets,1,,,,,
player,201709170nor,nwe,DeveJa00,rec,1,,,,,
player,201709170nor,nwe,DeveJa00,rec_yds,6,,,,,
player,201709170nor,nwe,DeveJa00,rec_td,0,,,,,
player,201709170nor,nwe,DeveJa00,rec_long,6,,,,,
player,201709170nor,nwe,DeveJa00,fumbles,0,,,,,
player,201709170nor,nwe,DeveJa00,fumbles_lost,0,,,,,
player,201709170nor,nwe,HollJa03,pass_cmp,0,,,,,
player,201709170nor,nwe,HollJa03,pass_att,0,,,,,
player,201709170nor,nwe,HollJa03,pass_yds,0,,,,,
player,201709170nor,nwe,HollJa03,pass_td,0,,,,,
player,201709170nor,nwe,HollJa03,pass_int,0,,,,,
player,201709170nor,nwe,HollJa03,pass_sacked,0,,,,,
player,201709170nor,nwe,HollJa03,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,HollJa03,pass_long,0,,,,,
player,201709170nor,nwe,HollJa03,pass_rating,,,,,,
player,201709170nor,nwe,HollJa03,rush_att,0,,,,,
player,201709170nor,nwe,HollJa03,rush_yds,0,,,,,
player,201709170nor,nwe,HollJa03,rush_td,0,,,,,
player,201709170nor,nwe,HollJa03,rush_long,0,,,,,
player,201709170nor,nwe,HollJa03,targets,2,,,,,
player,201709170nor,nwe,HollJa03,rec,1,,,,,
player,201709170nor,nwe,HollJa03,rec_yds,5,,,,,
player,201709170nor,nwe,HollJa03,rec_td,0,,,,,
player,201709170nor,nwe,HollJa03,rec_long,5,,,,,
player,201709170nor,nwe,HollJa03,fumbles,0,,,,,
player,201709170nor,nwe,HollJa03,fumbles_lost,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_cmp,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_att,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_yds,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_td,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_int,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_sacked,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_sacked_yds,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_long,0,,,,,
player,201709170nor,nwe,AlleDw00,pass_rating,,,,,,
player,201709170nor,nwe,AlleDw00,rush_att,0,,,,,
player,201709170nor,nwe,AlleDw00,rush_yds,0,,,,,
player,201709170nor,nwe,AlleDw00,rush_td,0,,,,,
player,201709170nor,nwe,AlleDw00,rush_long,0,,,,,
player,201709170nor,nwe,AlleDw00,targets,1,,,,,
player,201709170nor,nwe,AlleDw00,rec,0,,,,,
player,201709170nor,nwe,AlleDw00,rec_yds,0,,,,,
player,201709170nor,nwe,AlleDw00,rec_td,0,,,,,
player,201709170nor,nwe,AlleDw00,rec_long,0,,,,,
player,201709170nor,nwe,AlleDw00,fumbles,0,,,,,
player,201709170nor,nwe,AlleDw00,fumbles_lost,0,,,,,
player,201709170nor,nor,BreeDr00,pass_cmp,27,,,,,
player,201709170nor,nor,BreeDr00,pass_att,45,,,,,
player,201709170nor,nor,BreeDr00,pass_yds,356,,,,,
player,201709170nor,nor,BreeDr00,pass_td,2,,,,,
player,201709170nor,nor,BreeDr00,pass_int,0,,,,,
player,201709170nor,nor,BreeDr00,pass_sacked,1,,,,,
player,201709170nor,nor,BreeDr00,pass_sacked_yds,8,,,,,
player,201709170nor,nor,BreeDr00,pass_long,42,,,,,
player,201709170nor,nor,BreeDr00,pass_rating,99.9,,,,,
player,201709170nor,nor,BreeDr00,rush_att,0,,,,,
player,201709170nor,nor,BreeDr00,rush_yds,0,,,,,
player,201709170nor,nor,BreeDr00,rush_td,0,,,,,
player,201709170nor,nor,BreeDr00,rush_long,0,,,,,
player,201709170nor,nor,BreeDr00,targets,0,,,,,
player,201709170nor,nor,BreeDr00,rec,0,,,,,
player,201709170nor,nor,BreeDr00,rec_yds,0,,,,,
player,201709170nor,nor,BreeDr00,rec_td,0,,,,,
player,201709170nor,nor,BreeDr00,rec_long,0,,,,,
player,201709170nor,nor,BreeDr00,fumbles,1,,,,,
player,201709170nor,nor,BreeDr00,fumbles_lost,0,,,,,
player,201709170nor,nor,IngrMa01,pass_cmp,0,,,,,
player,201709170nor,nor,IngrMa01,pass_att,0,,,,,
player,201709170nor,nor,IngrMa01,pass_yds,0,,,,,
player,201709170nor,nor,IngrMa01,pass_td,0,,,,,
player,201709170nor,nor,IngrMa01,pass_int,0,,,,,
player,201709170nor,nor,IngrMa01,pass_sacked,0,,,,,
player,201709170nor,nor,IngrMa01,pass_sacked_yds,0,,,,,
player,201709170nor,nor,IngrMa01,pass_long,0,,,,,
player,201709170nor,nor,IngrMa01,pass_rating,,,,,,
player,201709170nor,nor,IngrMa01,rush_att,8,,,,,
player,201709170nor,nor,IngrMa01,rush_yds,52,,,,,
player,201709170nor,nor,IngrMa01,rush_td,0,,,,,
player,201709170nor,nor,IngrMa01,rush_long,28,,,,,
player,201709170nor,nor,IngrMa01,targets,5,,,,,
player,201709170nor,nor,IngrMa01,rec,4,,,,,
player,201709170nor,nor,IngrMa01,rec_yds,24,,,,,
player,201709170nor,nor,IngrMa01,rec_td,0,,,,,
player,201709170nor,nor,IngrMa01,rec_long,14,,,,,
player,201709170nor,nor,IngrMa01,fumbles,0,,,,,
player,201709170nor,nor,IngrMa01,fumbles_lost,0,,,,,
player,201709170nor,nor,PeteAd01,pass_cmp,0,,,,,
player,201709170nor,nor,PeteAd01,pass_att,0,,,,,
player,201709170nor,nor,PeteAd01,pass_yds,0,,,,,
player,201709170nor,nor,PeteAd01,pass_td,0,,,,,
player,201709170nor,nor,PeteAd01,pass_int,0,,,,,
player,201709170nor,nor,PeteAd01,pass_sacked,0,,,,,
player,201709170nor,nor,PeteAd01,pass_sacked_yds,0,,,,,
player,201709170nor,nor,PeteAd01,pass_long,0,,,,,
player,201709170nor,nor,PeteAd01,pass_rating,,,,,,
player,201709170nor,nor,PeteAd01,rush_att,8,,,,,
player,201709170nor,nor,PeteAd01,rush_yds,26,,,,,
player,201709170nor,nor,PeteAd01,rush_td,0,,,,,
player,201709170nor,nor,PeteAd01,rush_long,6,,,,,
player,201709170nor,nor,PeteAd01,targets,0,,,,,
player,201709170nor,nor,PeteAd01,rec,0,,,,,
player,201709170nor,nor,PeteAd01,rec_yds,0,,,,,
player,201709170nor,nor,PeteAd01,rec_td,0,,,,,
player,201709170nor,nor,PeteAd01,rec_long,0,,,,,
player,201709170nor,nor,PeteAd01,fumbles,0,,,,,
player,201709170nor,nor,PeteAd01,fumbles_lost,0,,,,,
player,201709170nor,nor,KamaAl00,pass_cmp,0,,,,,
player,201709170nor,nor,KamaAl00,pass_att,0,,,,,
player,201709170nor,nor,KamaAl00,pass_yds,0,,,,,
player,201709170nor,nor,KamaAl00,pass_td,0,,,,,
player,201709170nor,nor,KamaAl00,pass_int,0,,,,,
player,201709170nor,nor,KamaAl00,pass_sacked,0,,,,,
player,201709170nor,nor,KamaAl00,pass_sacked_yds,0,,,,,
player,201709170nor,nor,KamaAl00,pass_long,0,,,,,
player,201709170nor,nor,KamaAl00,pass_rating,,,,,,
player,201709170nor,nor,KamaAl00,rush_att,1,,,,,
player,201709170nor,nor,KamaAl00,rush_yds,3,,,,,
player,201709170nor,nor,KamaAl00,rush_td,0,,,,,
player,201709170nor,nor,KamaAl00,rush_long,3,,,,,
player,201709170nor,nor,KamaAl00,targets,7,,,,,
player,201709170nor,nor,KamaAl00,rec,3,,,,,
player,201709170nor,nor,KamaAl00,rec_yds,51,,,,,
player,201709170nor,nor,KamaAl00,rec_td,0,,,,,
player,201709170nor,nor,KamaAl00,rec_long,38,,,,,
player,201709170nor,nor,KamaAl00,fumbles,0,,,,,
player,201709170nor,nor,KamaAl00,fumbles_lost,0,,,,,
player,201709170nor,nor,ThomMi05,pass_cmp,0,,,,,
player,201709170nor,nor,ThomMi05,pass_att,0,,,,,
player,201709170nor,nor,ThomMi05,pass_yds,0,,,,,
player,201709170nor,nor,ThomMi05,pass_td,0,,,,,
player,201709170nor,nor,ThomMi05,pass_int,0,,,,,
player,201709170nor,nor,ThomMi05,pass_sacked,0,,,,,
player,201709170nor,nor,ThomMi05,pass_sacked_yds,0,,,,,
player,201709170nor,nor,ThomMi05,pass_long,0,,,,,
player,201709170nor,nor,ThomMi05,pass_rating,,,,,,
player,201709170nor,nor,ThomMi05,rush_att,0,,,,,
player,201709170nor,nor,ThomMi05,rush_yds,0,,,,,
player,201709170nor,nor,ThomMi05,rush_td,0,,,,,
player,201709170nor,nor,ThomMi05,rush_long,0,,,,,
player,201709170nor,nor,ThomMi05,targets,10,,,,,
player,201709170nor,nor,ThomMi05,rec,5,,,,,
player,201709170nor,nor,ThomMi05,rec_yds,89,,,,,
player,201709170nor,nor,ThomMi05,rec_td,0,,,,,
player,201709170nor,nor,ThomMi05,rec_long,33,,,,,
player,201709170nor,nor,ThomMi05,fumbles,0,,,,,
player,201709170nor,nor,ThomMi05,fumbles_lost,0,,,,,
player,201709170nor,nor,ColeBr00,pass_cmp,0,,,,,
player,201709170nor,nor,ColeBr00,pass_att,0,,,,,
player,201709170nor,nor,ColeBr00,pass_yds,0,,,,,
player,201709170nor,nor,ColeBr00,pass_td,0,,,,,
player,201709170nor,nor,ColeBr00,pass_int,0,,,,,
player,201709170nor,nor,ColeBr00,pass_sacked,0,,,,,
player,201709170nor,nor,ColeBr00,pass_sacked_yds,0,,,,,
player,201709170nor,nor,ColeBr00,pass_long,0,,,,,
player,201709170nor,nor,ColeBr00,pass_rating,,,,,,
player,201709170nor,nor,ColeBr00,rush_att,0,,,,,
player,201709170nor,nor,ColeBr00,rush_yds,0,,,,,
player,201709170nor,nor,ColeBr00,rush_td,0,,,,,
player,201709170nor,nor,ColeBr00,rush_long,0,,,,,
player,201709170nor,nor,ColeBr00,targets,6,,,,,
player,201709170nor,nor,ColeBr00,rec,4,,,,,
player,201709170nor,nor,ColeBr00,rec_yds,82,,,,,
player,201709170nor,nor,ColeBr00,rec_td,1,,,,,
player,201709170nor,nor,ColeBr00,rec_long,42,,,,,
player,201709170nor,nor,ColeBr00,fumbles,0,,,,,
player,201709170nor,nor,ColeBr00,fumbles_lost,0,,,,,
player,201709170nor,nor,FleeCo00,pass_cmp,0,,,,,
player,201709170nor,nor,FleeCo00,pass_att,0,,,,,
player,201709170nor,nor,FleeCo00,pass_yds,0,,,,,
player,201709170nor,nor,FleeCo00,pass_td,0,,,,,
player,201709170nor,nor,FleeCo00,pass_int,0,,,,,
player,201709170nor,nor,FleeCo00,pass_sacked,0,,,,,
player,201709170nor,nor,FleeCo00,pass_sacked_yds,0,,,,,
player,201709170nor,nor,FleeCo00,pass_long,0,,,,,
player,201709170nor,nor,FleeCo00,pass_rating,,,,,,
player,201709170nor,nor,FleeCo00,rush_att,0,,,,,
player,201709170nor,nor,FleeCo00,rush_yds,0,,,,,
player,201709170nor,nor,FleeCo00,rush_td,0,,,,,
player,201709170nor,nor,FleeCo00,rush_long,0,,,,,
player,201709170nor,nor,FleeCo00,targets,4,,,,,
player,201709170nor,nor,FleeCo00,rec,3,,,,,
player,201709170nor,nor,FleeCo00,rec_yds,33,,,,,
player,201709170nor,nor,FleeCo00,rec_td,1,,,,,
player,201709170nor,nor,FleeCo00,rec_long,20,,,,,
player,201709170nor,nor,FleeCo00,fumbles,0,,,,,
player,201709170nor,nor,FleeCo00,fumbles_lost,0,,,,,
player,201709170nor,nor,HillJo02,pass_cmp,0,,,,,
player,201709170nor,nor,HillJo02,pass_att,0,,,,,
player,201709170nor,nor,HillJo02,pass_yds,0,,,,,
player,201709170nor,nor,HillJo02,pass_td,0,,,,,
player,201709170nor,nor,HillJo02,pass_int,0,,,,,
player,201709170nor,nor,HillJo02,pass_sacked,0,,,,,
player,201709170nor,nor,HillJo02,pass_sacked_yds,0,,,,,
player,201709170nor,nor,HillJo02,pass_long,0,,,,,
player,201709170nor,nor,HillJo02,pass_rating,,,,,,
player,201709170nor,nor,HillJo02,rush_att,0,,,,,
player,201709170nor,nor,HillJo02,rush_yds,0,,,,,
player,201709170nor,nor,HillJo02,rush_td,0,,,,,
player,201709170nor,nor,HillJo02,rush_long,0,,,,,
player,201709170nor,nor,HillJo02,targets,3,,,,,
player,201709170nor,nor,HillJo02,rec,3,,,,,
player,201709170nor,nor,HillJo02,rec_yds,29,,,,,
player,201709170nor,nor,HillJo02,rec_td,0,,,,,
player,201709170nor,nor,HillJo02,rec_long,13,,,,,
player,201709170nor,nor,HillJo02,fumbles,0,,,,,
player,201709170nor,nor,HillJo02,fumbles_lost,0,,,,,
player,201709170nor,nor,GinnTe00,pass_cmp,0,,,,,
player,201709170nor,nor,GinnTe00,pass_att,0,,,,,
player,201709170nor,nor,GinnTe00,pass_yds,0,,,,,
player,201709170nor,nor,GinnTe00,pass_td,0,,,,,
player,201709170nor,nor,GinnTe00,pass_int,0,,,,,
player,201709170nor,nor,GinnTe00,pass_sacked,0,,,,,
player,201709170nor,nor,GinnTe00,pass_sacked_yds,0,,,,,
player,201709170nor,nor,GinnTe00,pass_long,0,,,,,
player,201709170nor,nor,GinnTe00,pass_rating,,,,,,
player,201709170nor,nor,GinnTe00,rush_att,0,,,,,
player,201709170nor,nor,GinnTe00,rush_yds,0,,,,,
player,201709170nor,nor,GinnTe00,rush_td,0,,,,,
player,201709170nor,nor,GinnTe00,rush_long,0,,,,,
player,201709170nor,nor,GinnTe00,targets,6,,,,,
player,201709170nor,nor,GinnTe00,rec,3,,,,,
player,201709170nor,nor,GinnTe00,rec_yds,24,,,,,
player,201709170nor,nor,GinnTe00,rec_td,0,,,,,
player,201709170nor,nor,GinnTe00,rec_long,12,,,,,
player,201709170nor,nor,GinnTe00,fumbles,0,,,,,
player,201709170nor,nor,GinnTe00,fumbles_lost,0,,,,,
player,201709170nor,nor,LewiTo00,pass_cmp,0,,,,,
player,201709170nor,nor,LewiTo00,pass_att,0,,,,,
player,201709170nor,nor,LewiTo00,pass_yds,0,,,,,
player,201709170nor,nor,LewiTo00,pass_td,0,,,,,
player,201709170nor,nor,LewiTo00,pass_int,0,,,,,
player,201709170nor,nor,LewiTo00,pass_sacked,0,,,,,
