game,2011,12,20111127,201111270atl,min,"Minnesota Vikings",14,atl,"Atlanta Falcons",24
player,201111270atl,min,GerhTo00,fumbles_lost,,,,,,
player,201111270atl,min,HarvPe00,pass_cmp,0,,,,,
player,201111270atl,min,HarvPe00,pass_att,0,,,,,
player,201111270atl,min,HarvPe00,pass_yds,0,,,,,
player,201111270atl,min,HarvPe00,pass_td,0,,,,,
player,201111270atl,min,HarvPe00,pass_int,0,,,,,
player,201111270atl,min,HarvPe00,pass_sacked,0,,,,,
player,201111270atl,min,HarvPe00,pass_sacked_yds,0,,,,,
player,201111270atl,min,HarvPe00,pass_long,0,,,,,
player,201111270atl,min,HarvPe00,pass_rating,,,,,,
player,201111270atl,min,HarvPe00,rush_att,5,,,,,
player,201111270atl,min,HarvPe00,rush_yds,11,,,,,
player,201111270atl,min,HarvPe00,rush_td,0,,,,,
player,201111270atl,min,HarvPe00,rush_long,3,,,,,
player,201111270atl,min,HarvPe00,targets,8,,,,,
player,201111270atl,min,HarvPe00,rec,8,,,,,
player,201111270atl,min,HarvPe00,rec_yds,95,,,,,
player,201111270atl,min,HarvPe00,rec_td,1,,,,,
player,201111270atl,min,HarvPe00,rec_long,39,,,,,
player,201111270atl,min,HarvPe00,fumbles,0,,,,,
player,201111270atl,min,HarvPe00,fumbles_lost,,,,,,
player,201111270atl,min,JenkMi00,pass_cmp,0,,,,,
player,201111270atl,min,JenkMi00,pass_att,0,,,,,
player,201111270atl,min,JenkMi00,pass_yds,0,,,,,
player,201111270atl,min,JenkMi00,pass_td,0,,,,,
player,201111270atl,min,JenkMi00,pass_int,0,,,,,
player,201111270atl,min,JenkMi00,pass_sacked,0,,,,,
player,201111270atl,min,JenkMi00,pass_sacked_yds,0,,,,,
player,201111270atl,min,JenkMi00,pass_long,0,,,,,
player,201111270atl,min,JenkMi00,pass_rating,,,,,,
player,201111270atl,min,JenkMi00,rush_att,0,,,,,
player,201111270atl,min,JenkMi00,rush_yds,0,,,,,
player,201111270atl,min,JenkMi00,rush_td,0,,,,,
player,201111270atl,min,JenkMi00,rush_long,0,,,,,
player,201111270atl,min,JenkMi00,targets,4,,,,,
player,201111270atl,min,JenkMi00,rec,2,,,,,
player,201111270atl,min,JenkMi00,rec_yds,25,,,,,
player,201111270atl,min,JenkMi00,rec_td,0,,,,,
player,201111270atl,min,JenkMi00,rec_long,18,,,,,
player,201111270atl,min,JenkMi00,fumbles,0,,,,,
player,201111270atl,min,JenkMi00,fumbles_lost,,,,,,
player,201111270atl,min,ShiaVi00,pass_cmp,0,,,,,
player,201111270atl,min,ShiaVi00,pass_att,0,,,,,
player,201111270atl,min,ShiaVi00,pass_yds,0,,,,,
player,201111270atl,min,ShiaVi00,pass_td,0,,,,,
player,201111270atl,min,ShiaVi00,pass_int,0,,,,,
player,201111270atl,min,ShiaVi00,pass_sacked,0,,,,,
player,201111270atl,min,ShiaVi00,pass_sacked_yds,0,,,,,
player,201111270atl,min,ShiaVi00,pass_long,0,,,,,
player,201111270atl,min,ShiaVi00,pass_rating,,,,,,
player,201111270atl,min,ShiaVi00,rush_att,0,,,,,
player,201111270atl,min,ShiaVi00,rush_yds,0,,,,,
player,201111270atl,min,ShiaVi00,rush_td,0,,,,,
player,201111270atl,min,ShiaVi00,rush_long,0,,,,,
player,201111270atl,min,ShiaVi00,targets,4,,,,,
player,201111270atl,min,ShiaVi00,rec,3,,,,,
player,201111270atl,min,ShiaVi00,rec_yds,24,,,,,
player,201111270atl,min,ShiaVi00,rec_td,0,,,,,
player,201111270atl,min,ShiaVi00,rec_long,14,,,,,
player,201111270atl,min,ShiaVi00,fumbles,0,,,,,
player,201111270atl,min,ShiaVi00,fumbles_lost,,,,,,
player,201111270atl,min,AromDe00,pass_cmp,0,,,,,
player,201111270atl,min,AromDe00,pass_att,0,,,,,
player,201111270atl,min,AromDe00,pass_yds,0,,,,,
player,201111270atl,min,AromDe00,pass_td,0,,,,,
player,201111270atl,min,AromDe00,pass_int,0,,,,,
player,201111270atl,min,AromDe00,pass_sacked,0,,,,,
player,201111270atl,min,AromDe00,pass_sacked_yds,0,,,,,
player,201111270atl,min,AromDe00,pass_long,0,,,,,
player,201111270atl,min,AromDe00,pass_rating,,,,,,
player,201111270atl,min,AromDe00,rush_att,0,,,,,
player,201111270atl,min,AromDe00,rush_yds,0,,,,,
player,201111270atl,min,AromDe00,rush_td,0,,,,,
player,201111270atl,min,AromDe00,rush_long,0,,,,,
player,201111270atl,min,AromDe00,targets,5,,,,,
player,201111270atl,min,AromDe00,rec,1,,,,,
player,201111270atl,min,AromDe00,rec_yds,18,,,,,
player,201111270atl,min,AromDe00,rec_td,0,,,,,
player,201111270atl,min,AromDe00,rec_long,18,,,,,
player,201111270atl,min,AromDe00,fumbles,0,,,,,
player,201111270atl,min,AromDe00,fumbles_lost,,,,,,
player,201111270atl,min,ReisAl00,pass_cmp,0,,,,,
player,201111270atl,min,ReisAl00,pass_att,0,,,,,
player,201111270atl,min,ReisAl00,pass_yds,0,,,,,
player,201111270atl,min,ReisAl00,pass_td,0,,,,,
player,201111270atl,min,ReisAl00,pass_int,0,,,,,
player,201111270atl,min,ReisAl00,pass_sacked,0,,,,,
player,201111270atl,min,ReisAl00,pass_sacked_yds,0,,,,,
player,201111270atl,min,ReisAl00,pass_long,0,,,,,
player,201111270atl,min,ReisAl00,pass_rating,,,,,,
player,201111270atl,min,ReisAl00,rush_att,0,,,,,
player,201111270atl,min,ReisAl00,rush_yds,0,,,,,
player,201111270atl,min,ReisAl00,rush_td,0,,,,,
player,201111270atl,min,ReisAl00,rush_long,0,,,,,
player,201111270atl,min,ReisAl00,targets,1,,,,,
player,201111270atl,min,ReisAl00,rec,1,,,,,
player,201111270atl,min,ReisAl00,rec_yds,5,,,,,
player,201111270atl,min,ReisAl00,rec_td,0,,,,,
player,201111270atl,min,ReisAl00,rec_long,5,,,,,
player,201111270atl,min,ReisAl00,fumbles,0,,,,,
player,201111270atl,min,ReisAl00,fumbles_lost,,,,,,
player,201111270atl,atl,RyanMa00,pass_cmp,27,,,,,
player,201111270atl,atl,RyanMa00,pass_att,34,,,,,
player,201111270atl,atl,RyanMa00,pass_yds,262,,,,,
player,201111270atl,atl,RyanMa00,pass_td,3,,,,,
player,201111270atl,atl,RyanMa00,pass_int,0,,,,,
player,201111270atl,atl,RyanMa00,pass_sacked,2,,,,,
player,201111270atl,atl,RyanMa00,pass_sacked_yds,16,,,,,
player,201111270atl,atl,RyanMa00,pass_long,27,,,,,
player,201111270atl,atl,RyanMa00,pass_rating,128.2,,,,,
player,201111270atl,atl,RyanMa00,rush_att,4,,,,,
player,201111270atl,atl,RyanMa00,rush_yds,3,,,,,
player,201111270atl,atl,RyanMa00,rush_td,0,,,,,
player,201111270atl,atl,RyanMa00,rush_long,6,,,,,
player,201111270atl,atl,RyanMa00,targets,0,,,,,
player,201111270atl,atl,RyanMa00,rec,0,,,,,
player,201111270atl,atl,RyanMa00,rec_yds,0,,,,,
player,201111270atl,atl,RyanMa00,rec_td,0,,,,,
player,201111270atl,atl,RyanMa00,rec_long,0,,,,,
player,201111270atl,atl,RyanMa00,fumbles,1,,,,,
player,201111270atl,atl,RyanMa00,fumbles_lost,0,,,,,
player,201111270atl,atl,TurnMi00,pass_cmp,0,,,,,
player,201111270atl,atl,TurnMi00,pass_att,0,,,,,
player,201111270atl,atl,TurnMi00,pass_yds,0,,,,,
player,201111270atl,atl,TurnMi00,pass_td,0,,,,,
player,201111270atl,atl,TurnMi00,pass_int,0,,,,,
player,201111270atl,atl,TurnMi00,pass_sacked,0,,,,,
player,201111270atl,atl,TurnMi00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,TurnMi00,pass_long,0,,,,,
player,201111270atl,atl,TurnMi00,pass_rating,,,,,,
player,201111270atl,atl,TurnMi00,rush_att,19,,,,,
player,201111270atl,atl,TurnMi00,rush_yds,60,,,,,
player,201111270atl,atl,TurnMi00,rush_td,0,,,,,
player,201111270atl,atl,TurnMi00,rush_long,10,,,,,
player,201111270atl,atl,TurnMi00,targets,1,,,,,
player,201111270atl,atl,TurnMi00,rec,1,,,,,
player,201111270atl,atl,TurnMi00,rec_yds,4,,,,,
player,201111270atl,atl,TurnMi00,rec_td,0,,,,,
player,201111270atl,atl,TurnMi00,rec_long,4,,,,,
player,201111270atl,atl,TurnMi00,fumbles,0,,,,,
player,201111270atl,atl,TurnMi00,fumbles_lost,,,,,,
player,201111270atl,atl,RodgJa00,pass_cmp,0,,,,,
player,201111270atl,atl,RodgJa00,pass_att,0,,,,,
player,201111270atl,atl,RodgJa00,pass_yds,0,,,,,
player,201111270atl,atl,RodgJa00,pass_td,0,,,,,
player,201111270atl,atl,RodgJa00,pass_int,0,,,,,
player,201111270atl,atl,RodgJa00,pass_sacked,0,,,,,
player,201111270atl,atl,RodgJa00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,RodgJa00,pass_long,0,,,,,
player,201111270atl,atl,RodgJa00,pass_rating,,,,,,
player,201111270atl,atl,RodgJa00,rush_att,3,,,,,
player,201111270atl,atl,RodgJa00,rush_yds,19,,,,,
player,201111270atl,atl,RodgJa00,rush_td,0,,,,,
player,201111270atl,atl,RodgJa00,rush_long,8,,,,,
player,201111270atl,atl,RodgJa00,targets,2,,,,,
player,201111270atl,atl,RodgJa00,rec,2,,,,,
player,201111270atl,atl,RodgJa00,rec_yds,12,,,,,
player,201111270atl,atl,RodgJa00,rec_td,0,,,,,
player,201111270atl,atl,RodgJa00,rec_long,9,,,,,
player,201111270atl,atl,RodgJa00,fumbles,0,,,,,
player,201111270atl,atl,RodgJa00,fumbles_lost,,,,,,
player,201111270atl,atl,SnelJa00,pass_cmp,0,,,,,
player,201111270atl,atl,SnelJa00,pass_att,0,,,,,
player,201111270atl,atl,SnelJa00,pass_yds,0,,,,,
player,201111270atl,atl,SnelJa00,pass_td,0,,,,,
player,201111270atl,atl,SnelJa00,pass_int,0,,,,,
player,201111270atl,atl,SnelJa00,pass_sacked,0,,,,,
player,201111270atl,atl,SnelJa00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,SnelJa00,pass_long,0,,,,,
player,201111270atl,atl,SnelJa00,pass_rating,,,,,,
player,201111270atl,atl,SnelJa00,rush_att,3,,,,,
player,201111270atl,atl,SnelJa00,rush_yds,7,,,,,
player,201111270atl,atl,SnelJa00,rush_td,0,,,,,
player,201111270atl,atl,SnelJa00,rush_long,3,,,,,
player,201111270atl,atl,SnelJa00,targets,1,,,,,
player,201111270atl,atl,SnelJa00,rec,1,,,,,
player,201111270atl,atl,SnelJa00,rec_yds,4,,,,,
player,201111270atl,atl,SnelJa00,rec_td,0,,,,,
player,201111270atl,atl,SnelJa00,rec_long,4,,,,,
player,201111270atl,atl,SnelJa00,fumbles,0,,,,,
player,201111270atl,atl,SnelJa00,fumbles_lost,,,,,,
player,201111270atl,atl,WhitRo00,pass_cmp,0,,,,,
player,201111270atl,atl,WhitRo00,pass_att,0,,,,,
player,201111270atl,atl,WhitRo00,pass_yds,0,,,,,
player,201111270atl,atl,WhitRo00,pass_td,0,,,,,
player,201111270atl,atl,WhitRo00,pass_int,0,,,,,
player,201111270atl,atl,WhitRo00,pass_sacked,0,,,,,
player,201111270atl,atl,WhitRo00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,WhitRo00,pass_long,0,,,,,
player,201111270atl,atl,WhitRo00,pass_rating,,,,,,
player,201111270atl,atl,WhitRo00,rush_att,0,,,,,
player,201111270atl,atl,WhitRo00,rush_yds,0,,,,,
player,201111270atl,atl,WhitRo00,rush_td,0,,,,,
player,201111270atl,atl,WhitRo00,rush_long,0,,,,,
player,201111270atl,atl,WhitRo00,targets,13,,,,,
player,201111270atl,atl,WhitRo00,rec,10,,,,,
player,201111270atl,atl,WhitRo00,rec_yds,120,,,,,
player,201111270atl,atl,WhitRo00,rec_td,1,,,,,
player,201111270atl,atl,WhitRo00,rec_long,26,,,,,
player,201111270atl,atl,WhitRo00,fumbles,0,,,,,
player,201111270atl,atl,WhitRo00,fumbles_lost,,,,,,
player,201111270atl,atl,GonzTo00,pass_cmp,0,,,,,
player,201111270atl,atl,GonzTo00,pass_att,0,,,,,
player,201111270atl,atl,GonzTo00,pass_yds,0,,,,,
player,201111270atl,atl,GonzTo00,pass_td,0,,,,,
player,201111270atl,atl,GonzTo00,pass_int,0,,,,,
player,201111270atl,atl,GonzTo00,pass_sacked,0,,,,,
player,201111270atl,atl,GonzTo00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,GonzTo00,pass_long,0,,,,,
player,201111270atl,atl,GonzTo00,pass_rating,,,,,,
player,201111270atl,atl,GonzTo00,rush_att,0,,,,,
player,201111270atl,atl,GonzTo00,rush_yds,0,,,,,
player,201111270atl,atl,GonzTo00,rush_td,0,,,,,
player,201111270atl,atl,GonzTo00,rush_long,0,,,,,
player,201111270atl,atl,GonzTo00,targets,9,,,,,
player,201111270atl,atl,GonzTo00,rec,9,,,,,
player,201111270atl,atl,GonzTo00,rec_yds,69,,,,,
player,201111270atl,atl,GonzTo00,rec_td,0,,,,,
player,201111270atl,atl,GonzTo00,rec_long,18,,,,,
player,201111270atl,atl,GonzTo00,fumbles,0,,,,,
player,201111270atl,atl,GonzTo00,fumbles_lost,,,,,,
player,201111270atl,atl,DougHa00,pass_cmp,0,,,,,
player,201111270atl,atl,DougHa00,pass_att,0,,,,,
player,201111270atl,atl,DougHa00,pass_yds,0,,,,,
player,201111270atl,atl,DougHa00,pass_td,0,,,,,
player,201111270atl,atl,DougHa00,pass_int,0,,,,,
player,201111270atl,atl,DougHa00,pass_sacked,0,,,,,
player,201111270atl,atl,DougHa00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,DougHa00,pass_long,0,,,,,
player,201111270atl,atl,DougHa00,pass_rating,,,,,,
player,201111270atl,atl,DougHa00,rush_att,0,,,,,
player,201111270atl,atl,DougHa00,rush_yds,0,,,,,
player,201111270atl,atl,DougHa00,rush_td,0,,,,,
player,201111270atl,atl,DougHa00,rush_long,0,,,,,
player,201111270atl,atl,DougHa00,targets,5,,,,,
player,201111270atl,atl,DougHa00,rec,2,,,,,
player,201111270atl,atl,DougHa00,rec_yds,45,,,,,
player,201111270atl,atl,DougHa00,rec_td,1,,,,,
player,201111270atl,atl,DougHa00,rec_long,27,,,,,
player,201111270atl,atl,DougHa00,fumbles,0,,,,,
player,201111270atl,atl,DougHa00,fumbles_lost,,,,,,
player,201111270atl,atl,PalmMi00,pass_cmp,0,,,,,
player,201111270atl,atl,PalmMi00,pass_att,0,,,,,
player,201111270atl,atl,PalmMi00,pass_yds,0,,,,,
player,201111270atl,atl,PalmMi00,pass_td,0,,,,,
player,201111270atl,atl,PalmMi00,pass_int,0,,,,,
player,201111270atl,atl,PalmMi00,pass_sacked,0,,,,,
player,201111270atl,atl,PalmMi00,pass_sacked_yds,0,,,,,
player,201111270atl,atl,PalmMi00,pass_long,0,,,,,
player,201111270atl,atl,PalmMi00,pass_rating,,,,,,
player,201111270atl,atl,PalmMi00,rush_att,0,,,,,
player,201111270atl,atl,PalmMi00,rush_yds,0,,,,,
player,201111270atl,atl,PalmMi00,rush_td,0,,,,,
player,201111270atl,atl,PalmMi00,rush_long,0,,,,,
player,201111270atl,atl,PalmMi00,targets,3,,,,,
player,201111270atl,atl,PalmMi00,rec,2,,,,,
player,201111270atl,atl,PalmMi00,rec_yds,8,,,,,
player,201111270atl,atl,PalmMi00,rec_td,1,,,,,
player,201111270atl,atl,PalmMi00,rec_long,5,,,,,
player,201111270atl,atl,PalmMi00,fumbles,0,,,,,
player,201111270atl,atl,PalmMi00,fumbles_lost,,,,,,
player,201111270atl,min,WillKe98,def_int,0,,,,,
player,201111270atl,min,WillKe98,def_int_yds,0,,,,,
player,201111270atl,min,WillKe98,def_int_td,0,,,,,
player,201111270atl,min,WillKe98,def_int_long,0,,,,,
player,201111270atl,min,WillKe98,pass_defended,0,,,,,
player,201111270atl,min,WillKe98,sacks,1.0,,,,,
player,201111270atl,min,WillKe98,tackles_combined,2,,,,,
player,201111270atl,min,WillKe98,tackles_solo,1,,,,,
player,201111270atl,min,WillKe98,tackles_assists,1,,,,,
player,201111270atl,min,WillKe98,tackles_loss,0,,,,,
player,201111270atl,min,WillKe98,qb_hits,0,,,,,
player,201111270atl,min,WillKe98,fumbles_rec,0,,,,,
player,201111270atl,min,WillKe98,fumbles_rec_yds,0,,,,,
player,201111270atl,min,WillKe98,fumbles_rec_td,0,,,,,
player,201111270atl,min,WillKe98,fumbles_forced,1,,,,,
player,201111270atl,min,GrifEv99,def_int,0,,,,,
player,201111270atl,min,GrifEv99,def_int_yds,0,,,,,
player,201111270atl,min,GrifEv99,def_int_td,0,,,,,
player,201111270atl,min,GrifEv99,def_int_long,0,,,,,
player,201111270atl,min,GrifEv99,pass_defended,0,,,,,
player,201111270atl,min,GrifEv99,sacks,1.0,,,,,
player,201111270atl,min,GrifEv99,tackles_combined,1,,,,,
player,201111270atl,min,GrifEv99,tackles_solo,1,,,,,
player,201111270atl,min,GrifEv99,tackles_assists,0,,,,,
player,201111270atl,min,GrifEv99,tackles_loss,1,,,,,
player,201111270atl,min,GrifEv99,qb_hits,1,,,,,
player,201111270atl,min,GrifEv99,fumbles_rec,0,,,,,
player,201111270atl,min,GrifEv99,fumbles_rec_yds,0,,,,,
player,201111270atl,min,GrifEv99,fumbles_rec_td,0,,,,,
player,201111270atl,min,GrifEv99,fumbles_forced,0,,,,,
player,201111270atl,min,GreeCh99,def_int,0,,,,,
player,201111270atl,min,GreeCh99,def_int_yds,0,,,,,
player,201111270atl,min,GreeCh99,def_int_td,0,,,,,
player,201111270atl,min,GreeCh99,def_int_long,0,,,,,
player,201111270atl,min,GreeCh99,pass_defended,0,,,,,
player,201111270atl,min,GreeCh99,sacks,0.0,,,,,
player,201111270atl,min,GreeCh99,tackles_combined,16,,,,,
player,201111270atl,min,GreeCh99,tackles_solo,7,,,,,
player,201111270atl,min,GreeCh99,tackles_assists,9,,,,,
player,201111270atl,min,GreeCh99,tackles_loss,0,,,,,
player,201111270atl,min,GreeCh99,qb_hits,1,,,,,
player,201111270atl,min,GreeCh99,fumbles_rec,0,,,,,
player,201111270atl,min,GreeCh99,fumbles_rec_yds,0,,,,,
player,201111270atl,min,GreeCh99,fumbles_rec_td,0,,,,,
player,201111270atl,min,GreeCh99,fumbles_forced,0,,,,,
player,201111270atl,min,HendE.20,def_int,0,,,,,
player,201111270atl,min,HendE.20,def_int_yds,0,,,,,
player,201111270atl,min,HendE.20,def_int_td,0,,,,,
player,201111270atl,min,HendE.20,def_int_long,0,,,,,
player,201111270atl,min,HendE.20,pass_defended,0,,,,,
player,201111270atl,min,HendE.20,sacks,0.0,,,,,
player,201111270atl,min,HendE.20,tackles_combined,12,,,,,
player,201111270atl,min,HendE.20,tackles_solo,9,,,,,
player,201111270atl,min,HendE.20,tackles_assists,3,,,,,
player,201111270atl,min,HendE.20,tackles_loss,1,,,,,
player,201111270atl,min,HendE.20,qb_hits,1,,,,,
player,201111270atl,min,HendE.20,fumbles_rec,0,,,,,
player,201111270atl,min,HendE.20,fumbles_rec_yds,0,,,,,
player,201111270atl,min,HendE.20,fumbles_rec_td,0,,,,,
player,201111270atl,min,HendE.20,fumbles_forced,0,,,,,
player,201111270atl,min,AlleJa22,def_int,0,,,,,
player,201111270atl,min,AlleJa22,def_int_yds,0,,,,,
player,201111270atl,min,AlleJa22,def_int_td,0,,,,,
player,201111270atl,min,AlleJa22,def_int_long,0,,,,,
player,201111270atl,min,AlleJa22,pass_defended,0,,,,,
player,201111270atl,min,AlleJa22,sacks,0.0,,,,,
player,201111270atl,min,AlleJa22,tackles_combined,5,,,,,
player,201111270atl,min,AlleJa22,tackles_solo,5,,,,,
player,201111270atl,min,AlleJa22,tackles_assists,0,,,,,
player,201111270atl,min,AlleJa22,tackles_loss,0,,,,,
player,201111270atl,min,AlleJa22,qb_hits,0,,,,,
player,201111270atl,min,AlleJa22,fumbles_rec,0,,,,,
player,201111270atl,min,AlleJa22,fumbles_rec_yds,0,,,,,
player,201111270atl,min,AlleJa22,fumbles_rec_td,0,,,,,
player,201111270atl,min,AlleJa22,fumbles_forced,0,,,,,
player,201111270atl,min,SanfJa99,def_int,0,,,,,
player,201111270atl,min,SanfJa99,def_int_yds,0,,,,,
player,201111270atl,min,SanfJa99,def_int_td,0,,,,,
player,201111270atl,min,SanfJa99,def_int_long,0,,,,,
player,201111270atl,min,SanfJa99,pass_defended,0,,,,,
player,201111270atl,min,SanfJa99,sacks,0.0,,,,,
player,201111270atl,min,SanfJa99,tackles_combined,5,,,,,
player,201111270atl,min,SanfJa99,tackles_solo,3,,,,,
player,201111270atl,min,SanfJa99,tackles_assists,2,,,,,
player,201111270atl,min,SanfJa99,tackles_loss,0,,,,,
player,201111270atl,min,SanfJa99,qb_hits,0,,,,,
player,201111270atl,min,SanfJa99,fumbles_rec,0,,,,,
player,201111270atl,min,SanfJa99,fumbles_rec_yds,0,,,,,
player,201111270atl,min,SanfJa99,fumbles_rec_td,0,,,,,
player,201111270atl,min,SanfJa99,fumbles_forced,0,,,,,
player,201111270atl,min,RaymMi00,def_int,0,,,,,
player,201111270atl,min,RaymMi00,def_int_yds,0,,,,,
player,201111270atl,min,RaymMi00,def_int_td,0,,,,,
player,201111270atl,min,RaymMi00,def_int_long,0,,,,,
player,201111270atl,min,RaymMi00,pass_defended,0,,,,,
player,201111270atl,min,RaymMi00,sacks,0.0,,,,,
player,201111270atl,min,RaymMi00,tackles_combined,4,,,,,
player,201111270atl,min,RaymMi00,tackles_solo,2,,,,,
player,201111270atl,min,RaymMi00,tackles_assists,2,,,,,
player,201111270atl,min,RaymMi00,tackles_loss,0,,,,,
player,201111270atl,min,RaymMi00,qb_hits,0,,,,,
player,201111270atl,min,RaymMi00,fumbles_rec,0,,,,,
player,201111270atl,min,RaymMi00,fumbles_rec_yds,0,,,,,
player,201111270atl,min,RaymMi00,fumbles_rec_td,0,,,,,
player,201111270atl,min,RaymMi00,fumbles_forced,0,,,,,
player,201111270atl,min,SappBe20,def_int,0,,,,,
player,201111270atl,min,SappBe20,def_int_yds,0,,,,,
player,201111270atl,min,SappBe20,def_int_td,0,,,,,
player,201111270atl,min,SappBe20,def_int_long,0,,,,,
player,201111270atl,min,SappBe20,pass_defended,1,,,,,
player,201111270atl,min,SappBe20,sacks,0.0,,,,,
player,201111270atl,min,SappBe20,tackles_combined,4,,,,,
player,201111270atl,min,SappBe20,tackles_solo,1,,,,,
player,201111270atl,min,SappBe20,tackles_assists,3,,,,,
player,201111270atl,min,SappBe20,tackles_loss,0,,,,,
player,201111270atl,min,SappBe20,qb_hits,0,,,,,
player,201111270atl,min,SappBe20,fumbles_rec,0,,,,,
player,201111270atl,min,SappBe20,fumbles_rec_yds,0,,,,,
player,201111270atl,min,SappBe20,fumbles_rec_td,0,,,,,
player,201111270atl,min,SappBe20,fumbles_forced,0,,,,,
player,201111270atl,min,JohnTy99,def_int,0,,,,,
player,201111270atl,min,JohnTy99,def_int_yds,0,,,,,
player,201111270atl,min,JohnTy99,def_int_td,0,,,,,
player,201111270atl,min,JohnTy99,def_int_long,0,,,,,
player,201111270atl,min,JohnTy99,pass_defended,0,,,,,
player,201111270atl,min,JohnTy99,sacks,0.0,,,,,
player,201111270atl,min,JohnTy99,tackles_combined,3,,,,,
player,201111270atl,min,JohnTy99,tackles_solo,2,,,,,
player,201111270atl,min,JohnTy99,tackles_assists,1,,,,,
player,201111270atl,min,JohnTy99,tackles_loss,0,,,,,
player,201111270atl,min,JohnTy99,qb_hits,0,,,,,
player,201111270atl,min,JohnTy99,fumbles_rec,0,,,,,
player,201111270atl,min,JohnTy99,fumbles_rec_yds,0,,,,,
player,201111270atl,min,JohnTy99,fumbles_rec_td,0,,,,,
player,201111270atl,min,JohnTy99,fumbles_forced,0,,,,,
player,201111270atl,min,RobiBr98,def_int,0,,,,,
player,201111270atl,min,RobiBr98,def_int_yds,0,,,,,
