game,2011,2,20110918,201109180pit,sea,"Seattle Seahawks",0,pit,"Pittsburgh Steelers",24
player,201109180pit,pit,ClarRy20,pass_defended,0,,,,,
player,201109180pit,pit,ClarRy20,sacks,0.0,,,,,
player,201109180pit,pit,ClarRy20,tackles_combined,4,,,,,
player,201109180pit,pit,ClarRy20,tackles_solo,3,,,,,
player,201109180pit,pit,ClarRy20,tackles_assists,1,,,,,
player,201109180pit,pit,ClarRy20,tackles_loss,0,,,,,
player,201109180pit,pit,ClarRy20,qb_hits,0,,,,,
player,201109180pit,pit,ClarRy20,fumbles_rec,0,,,,,
player,201109180pit,pit,ClarRy20,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,ClarRy20,fumbles_rec_td,0,,,,,
player,201109180pit,pit,ClarRy20,fumbles_forced,0,,,,,
player,201109180pit,pit,GayxWi99,def_int,0,,,,,
player,201109180pit,pit,GayxWi99,def_int_yds,0,,,,,
player,201109180pit,pit,GayxWi99,def_int_td,0,,,,,
player,201109180pit,pit,GayxWi99,def_int_long,0,,,,,
player,201109180pit,pit,GayxWi99,pass_defended,1,,,,,
player,201109180pit,pit,GayxWi99,sacks,0.0,,,,,
player,201109180pit,pit,GayxWi99,tackles_combined,3,,,,,
player,201109180pit,pit,GayxWi99,tackles_solo,3,,,,,
player,201109180pit,pit,GayxWi99,tackles_assists,0,,,,,
player,201109180pit,pit,GayxWi99,tackles_loss,0,,,,,
player,201109180pit,pit,GayxWi99,qb_hits,0,,,,,
player,201109180pit,pit,GayxWi99,fumbles_rec,0,,,,,
player,201109180pit,pit,GayxWi99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,GayxWi99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,GayxWi99,fumbles_forced,0,,,,,
player,201109180pit,pit,AlleCo00,def_int,0,,,,,
player,201109180pit,pit,AlleCo00,def_int_yds,0,,,,,
player,201109180pit,pit,AlleCo00,def_int_td,0,,,,,
player,201109180pit,pit,AlleCo00,def_int_long,0,,,,,
player,201109180pit,pit,AlleCo00,pass_defended,0,,,,,
player,201109180pit,pit,AlleCo00,sacks,0.0,,,,,
player,201109180pit,pit,AlleCo00,tackles_combined,1,,,,,
player,201109180pit,pit,AlleCo00,tackles_solo,0,,,,,
player,201109180pit,pit,AlleCo00,tackles_assists,1,,,,,
player,201109180pit,pit,AlleCo00,tackles_loss,0,,,,,
player,201109180pit,pit,AlleCo00,qb_hits,0,,,,,
player,201109180pit,pit,AlleCo00,fumbles_rec,0,,,,,
player,201109180pit,pit,AlleCo00,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,AlleCo00,fumbles_rec_td,0,,,,,
player,201109180pit,pit,AlleCo00,fumbles_forced,0,,,,,
player,201109180pit,pit,BattAr00,def_int,0,,,,,
player,201109180pit,pit,BattAr00,def_int_yds,0,,,,,
player,201109180pit,pit,BattAr00,def_int_td,0,,,,,
player,201109180pit,pit,BattAr00,def_int_long,0,,,,,
player,201109180pit,pit,BattAr00,pass_defended,0,,,,,
player,201109180pit,pit,BattAr00,sacks,0.0,,,,,
player,201109180pit,pit,BattAr00,tackles_combined,1,,,,,
player,201109180pit,pit,BattAr00,tackles_solo,0,,,,,
player,201109180pit,pit,BattAr00,tackles_assists,1,,,,,
player,201109180pit,pit,BattAr00,tackles_loss,0,,,,,
player,201109180pit,pit,BattAr00,qb_hits,0,,,,,
player,201109180pit,pit,BattAr00,fumbles_rec,0,,,,,
player,201109180pit,pit,BattAr00,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,BattAr00,fumbles_rec_td,0,,,,,
player,201109180pit,pit,BattAr00,fumbles_forced,0,,,,,
player,201109180pit,pit,BrowCu01,def_int,0,,,,,
player,201109180pit,pit,BrowCu01,def_int_yds,0,,,,,
player,201109180pit,pit,BrowCu01,def_int_td,0,,,,,
player,201109180pit,pit,BrowCu01,def_int_long,0,,,,,
player,201109180pit,pit,BrowCu01,pass_defended,0,,,,,
player,201109180pit,pit,BrowCu01,sacks,0.0,,,,,
player,201109180pit,pit,BrowCu01,tackles_combined,1,,,,,
player,201109180pit,pit,BrowCu01,tackles_solo,0,,,,,
player,201109180pit,pit,BrowCu01,tackles_assists,1,,,,,
player,201109180pit,pit,BrowCu01,tackles_loss,0,,,,,
player,201109180pit,pit,BrowCu01,qb_hits,0,,,,,
player,201109180pit,pit,BrowCu01,fumbles_rec,0,,,,,
player,201109180pit,pit,BrowCu01,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,BrowCu01,fumbles_rec_td,0,,,,,
player,201109180pit,pit,BrowCu01,fumbles_forced,0,,,,,
player,201109180pit,pit,HoodEv99,def_int,0,,,,,
player,201109180pit,pit,HoodEv99,def_int_yds,0,,,,,
player,201109180pit,pit,HoodEv99,def_int_td,0,,,,,
player,201109180pit,pit,HoodEv99,def_int_long,0,,,,,
player,201109180pit,pit,HoodEv99,pass_defended,0,,,,,
player,201109180pit,pit,HoodEv99,sacks,0.0,,,,,
player,201109180pit,pit,HoodEv99,tackles_combined,1,,,,,
player,201109180pit,pit,HoodEv99,tackles_solo,0,,,,,
player,201109180pit,pit,HoodEv99,tackles_assists,1,,,,,
player,201109180pit,pit,HoodEv99,tackles_loss,0,,,,,
player,201109180pit,pit,HoodEv99,qb_hits,0,,,,,
player,201109180pit,pit,HoodEv99,fumbles_rec,0,,,,,
player,201109180pit,pit,HoodEv99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,HoodEv99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,HoodEv99,fumbles_forced,0,,,,,
player,201109180pit,pit,KeisBr20,def_int,0,,,,,
player,201109180pit,pit,KeisBr20,def_int_yds,0,,,,,
player,201109180pit,pit,KeisBr20,def_int_td,0,,,,,
player,201109180pit,pit,KeisBr20,def_int_long,0,,,,,
player,201109180pit,pit,KeisBr20,pass_defended,0,,,,,
player,201109180pit,pit,KeisBr20,sacks,0.0,,,,,
player,201109180pit,pit,KeisBr20,tackles_combined,1,,,,,
player,201109180pit,pit,KeisBr20,tackles_solo,1,,,,,
player,201109180pit,pit,KeisBr20,tackles_assists,0,,,,,
player,201109180pit,pit,KeisBr20,tackles_loss,0,,,,,
player,201109180pit,pit,KeisBr20,qb_hits,1,,,,,
player,201109180pit,pit,KeisBr20,fumbles_rec,0,,,,,
player,201109180pit,pit,KeisBr20,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,KeisBr20,fumbles_rec_td,0,,,,,
player,201109180pit,pit,KeisBr20,fumbles_forced,0,,,,,
player,201109180pit,pit,SylvSt99,def_int,0,,,,,
player,201109180pit,pit,SylvSt99,def_int_yds,0,,,,,
player,201109180pit,pit,SylvSt99,def_int_td,0,,,,,
player,201109180pit,pit,SylvSt99,def_int_long,0,,,,,
player,201109180pit,pit,SylvSt99,pass_defended,0,,,,,
player,201109180pit,pit,SylvSt99,sacks,0.0,,,,,
player,201109180pit,pit,SylvSt99,tackles_combined,1,,,,,
player,201109180pit,pit,SylvSt99,tackles_solo,1,,,,,
player,201109180pit,pit,SylvSt99,tackles_assists,0,,,,,
player,201109180pit,pit,SylvSt99,tackles_loss,0,,,,,
player,201109180pit,pit,SylvSt99,qb_hits,0,,,,,
player,201109180pit,pit,SylvSt99,fumbles_rec,0,,,,,
player,201109180pit,pit,SylvSt99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,SylvSt99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,SylvSt99,fumbles_forced,0,,,,,
player,201109180pit,pit,TaylIk20,def_int,0,,,,,
player,201109180pit,pit,TaylIk20,def_int_yds,0,,,,,
player,201109180pit,pit,TaylIk20,def_int_td,0,,,,,
player,201109180pit,pit,TaylIk20,def_int_long,0,,,,,
player,201109180pit,pit,TaylIk20,pass_defended,0,,,,,
player,201109180pit,pit,TaylIk20,sacks,0.0,,,,,
player,201109180pit,pit,TaylIk20,tackles_combined,1,,,,,
player,201109180pit,pit,TaylIk20,tackles_solo,1,,,,,
player,201109180pit,pit,TaylIk20,tackles_assists,0,,,,,
player,201109180pit,pit,TaylIk20,tackles_loss,0,,,,,
player,201109180pit,pit,TaylIk20,qb_hits,0,,,,,
player,201109180pit,pit,TaylIk20,fumbles_rec,0,,,,,
player,201109180pit,pit,TaylIk20,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,TaylIk20,fumbles_rec_td,0,,,,,
player,201109180pit,pit,TaylIk20,fumbles_forced,0,,,,,
player,201109180pit,pit,WoriJa99,def_int,0,,,,,
player,201109180pit,pit,WoriJa99,def_int_yds,0,,,,,
player,201109180pit,pit,WoriJa99,def_int_td,0,,,,,
player,201109180pit,pit,WoriJa99,def_int_long,0,,,,,
player,201109180pit,pit,WoriJa99,pass_defended,0,,,,,
player,201109180pit,pit,WoriJa99,sacks,0.0,,,,,
player,201109180pit,pit,WoriJa99,tackles_combined,1,,,,,
player,201109180pit,pit,WoriJa99,tackles_solo,1,,,,,
player,201109180pit,pit,WoriJa99,tackles_assists,0,,,,,
player,201109180pit,pit,WoriJa99,tackles_loss,0,,,,,
player,201109180pit,pit,WoriJa99,qb_hits,0,,,,,
player,201109180pit,pit,WoriJa99,fumbles_rec,0,,,,,
player,201109180pit,pit,WoriJa99,fumbles_rec_yds,0,,,,,
player,201109180pit,pit,WoriJa99,fumbles_rec_td,0,,,,,
player,201109180pit,pit,WoriJa99,fumbles_forced,0,,,,,
player,201109180pit,pit,SmitAa99,def_int,,,,,,
player,201109180pit,pit,SmitAa99,def_int_yds,,,,,,
player,201109180pit,pit,SmitAa99,def_int_td,,,,,,
player,201109180pit,pit,SmitAa99,def_int_long,,,,,,
player,201109180pit,pit,SmitAa99,pass_defended,0,,,,,
player,201109180pit,pit,SmitAa99,sacks,0.0,,,,,
player,201109180pit,pit,SmitAa99,tackles_combined,0,,,,,
player,201109180pit,pit,SmitAa99,tackles_solo,0,,,,,
player,201109180pit,pit,SmitAa99,tackles_assists,0,,,,,
player,201109180pit,pit,SmitAa99,tackles_loss,0,,,,,
player,201109180pit,pit,SmitAa99,qb_hits,1,,,,,
player,201109180pit,pit,SmitAa99,fumbles_rec,0,,,,,
player,201109180pit,pit,SmitAa99,fumbles_rec_yds,,,,,,
player,201109180pit,pit,SmitAa99,fumbles_rec_td,,,,,,
player,201109180pit,pit,SmitAa99,fumbles_forced,0,,,,,
player,201109180pit,pit,HeywCa01,def_int,,,,,,
player,201109180pit,pit,HeywCa01,def_int_yds,,,,,,
player,201109180pit,pit,HeywCa01,def_int_td,,,,,,
player,201109180pit,pit,HeywCa01,def_int_long,,,,,,
player,201109180pit,pit,HeywCa01,pass_defended,,,,,,
player,201109180pit,pit,HeywCa01,sacks,0.0,,,,,
player,201109180pit,pit,HeywCa01,tackles_combined,,,,,,
player,201109180pit,pit,HeywCa01,tackles_solo,,,,,,
player,201109180pit,pit,HeywCa01,tackles_assists,,,,,,
player,201109180pit,pit,HeywCa01,tackles_loss,0,,,,,
player,201109180pit,pit,HeywCa01,qb_hits,1,,,,,
player,201109180pit,pit,HeywCa01,fumbles_rec,,,,,,
player,201109180pit,pit,HeywCa01,fumbles_rec_yds,,,,,,
player,201109180pit,pit,HeywCa01,fumbles_rec_td,,,,,,
player,201109180pit,pit,HeywCa01,fumbles_forced,,,,,,
player,201109180pit,sea,WashLe00,kick_ret,2,,,,,
player,201109180pit,sea,WashLe00,kick_ret_yds,39,,,,,
player,201109180pit,sea,WashLe00,kick_ret_yds_per_ret,19.5,,,,,
player,201109180pit,sea,WashLe00,kick_ret_td,0,,,,,
player,201109180pit,sea,WashLe00,kick_ret_long,21,,,,,
player,201109180pit,sea,WashLe00,punt_ret,1,,,,,
player,201109180pit,sea,WashLe00,punt_ret_yds,0,,,,,
player,201109180pit,sea,WashLe00,punt_ret_yds_per_ret,0.0,,,,,
player,201109180pit,sea,WashLe00,punt_ret_td,0,,,,,
player,201109180pit,sea,WashLe00,punt_ret_long,0,,,,,
player,201109180pit,pit,BrowAn04,kick_ret,1,,,,,
player,201109180pit,pit,BrowAn04,kick_ret_yds,23,,,,,
player,201109180pit,pit,BrowAn04,kick_ret_yds_per_ret,23.0,,,,,
player,201109180pit,pit,BrowAn04,kick_ret_td,0,,,,,
player,201109180pit,pit,BrowAn04,kick_ret_long,23,,,,,
player,201109180pit,pit,BrowAn04,punt_ret,4,,,,,
player,201109180pit,pit,BrowAn04,punt_ret_yds,56,,,,,
player,201109180pit,pit,BrowAn04,punt_ret_yds_per_ret,14.0,,,,,
player,201109180pit,pit,BrowAn04,punt_ret_td,0,,,,,
player,201109180pit,pit,BrowAn04,punt_ret_long,41,,,,,
player,201109180pit,pit,SandEm00,kick_ret,0,,,,,
player,201109180pit,pit,SandEm00,kick_ret_yds,0,,,,,
player,201109180pit,pit,SandEm00,kick_ret_yds_per_ret,,,,,,
player,201109180pit,pit,SandEm00,kick_ret_td,0,,,,,
player,201109180pit,pit,SandEm00,kick_ret_long,0,,,,,
player,201109180pit,pit,SandEm00,punt_ret,2,,,,,
player,201109180pit,pit,SandEm00,punt_ret_yds,8,,,,,
player,201109180pit,pit,SandEm00,punt_ret_yds_per_ret,4.0,,,,,
player,201109180pit,pit,SandEm00,punt_ret_td,0,,,,,
player,201109180pit,pit,SandEm00,punt_ret_long,8,,,,,
player,201109180pit,sea,RyanJo21,xpm,,,,,,
player,201109180pit,sea,RyanJo21,xpa,,,,,,
player,201109180pit,sea,RyanJo21,fgm,,,,,,
player,201109180pit,sea,RyanJo21,fga,,,,,,
player,201109180pit,sea,RyanJo21,punt,8,,,,,
player,201109180pit,sea,RyanJo21,punt_yds,347,,,,,
player,201109180pit,sea,RyanJo21,punt_yds_per_punt,43.4,,,,,
player,201109180pit,sea,RyanJo21,punt_long,59,,,,,
player,201109180pit,pit,suishsha01,xpm,3,,,,,
player,201109180pit,pit,suishsha01,xpa,3,,,,,
player,201109180pit,pit,suishsha01,fgm,1,,,,,
player,201109180pit,pit,suishsha01,fga,2,,,,,
player,201109180pit,pit,suishsha01,punt,0,,,,,
player,201109180pit,pit,suishsha01,punt_yds,0,,,,,
player,201109180pit,pit,suishsha01,punt_yds_per_punt,,,,,,
player,201109180pit,pit,suishsha01,punt_long,0,,,,,
player,201109180pit,pit,SepuDa20,xpm,,,,,,
player,201109180pit,pit,SepuDa20,xpa,,,,,,
player,201109180pit,pit,SepuDa20,fgm,,,,,,
player,201109180pit,pit,SepuDa20,fga,,,,,,
player,201109180pit,pit,SepuDa20,punt,3,,,,,
player,201109180pit,pit,SepuDa20,punt_yds,175,,,,,
player,201109180pit,pit,SepuDa20,punt_yds_per_punt,58.3,,,,,
player,201109180pit,pit,SepuDa20,punt_long,66,,,,,
