game,2011,2,20110918,201109180pit,sea,"Seattle Seahawks",0,pit,"Pittsburgh Steelers",24
player,201109180pit,sea,ForsJu00,pass_sacked,0,,,,,
player,201109180pit,sea,ForsJu00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,ForsJu00,pass_long,0,,,,,
player,201109180pit,sea,ForsJu00,pass_rating,,,,,,
player,201109180pit,sea,ForsJu00,rush_att,3,,,,,
player,201109180pit,sea,ForsJu00,rush_yds,10,,,,,
player,201109180pit,sea,ForsJu00,rush_td,0,,,,,
player,201109180pit,sea,ForsJu00,rush_long,8,,,,,
player,201109180pit,sea,ForsJu00,targets,3,,,,,
player,201109180pit,sea,ForsJu00,rec,3,,,,,
player,201109180pit,sea,ForsJu00,rec_yds,20,,,,,
player,201109180pit,sea,ForsJu00,rec_td,0,,,,,
player,201109180pit,sea,ForsJu00,rec_long,10,,,,,
player,201109180pit,sea,ForsJu00,fumbles,0,,,,,
player,201109180pit,sea,ForsJu00,fumbles_lost,,,,,,
player,201109180pit,sea,ObomBe00,pass_cmp,0,,,,,
player,201109180pit,sea,ObomBe00,pass_att,0,,,,,
player,201109180pit,sea,ObomBe00,pass_yds,0,,,,,
player,201109180pit,sea,ObomBe00,pass_td,0,,,,,
player,201109180pit,sea,ObomBe00,pass_int,0,,,,,
player,201109180pit,sea,ObomBe00,pass_sacked,0,,,,,
player,201109180pit,sea,ObomBe00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,ObomBe00,pass_long,0,,,,,
player,201109180pit,sea,ObomBe00,pass_rating,,,,,,
player,201109180pit,sea,ObomBe00,rush_att,0,,,,,
player,201109180pit,sea,ObomBe00,rush_yds,0,,,,,
player,201109180pit,sea,ObomBe00,rush_td,0,,,,,
player,201109180pit,sea,ObomBe00,rush_long,0,,,,,
player,201109180pit,sea,ObomBe00,targets,6,,,,,
player,201109180pit,sea,ObomBe00,rec,4,,,,,
player,201109180pit,sea,ObomBe00,rec_yds,35,,,,,
player,201109180pit,sea,ObomBe00,rec_td,0,,,,,
player,201109180pit,sea,ObomBe00,rec_long,11,,,,,
player,201109180pit,sea,ObomBe00,fumbles,0,,,,,
player,201109180pit,sea,ObomBe00,fumbles_lost,,,,,,
player,201109180pit,sea,DurhKr00,pass_cmp,0,,,,,
player,201109180pit,sea,DurhKr00,pass_att,0,,,,,
player,201109180pit,sea,DurhKr00,pass_yds,0,,,,,
player,201109180pit,sea,DurhKr00,pass_td,0,,,,,
player,201109180pit,sea,DurhKr00,pass_int,0,,,,,
player,201109180pit,sea,DurhKr00,pass_sacked,0,,,,,
player,201109180pit,sea,DurhKr00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,DurhKr00,pass_long,0,,,,,
player,201109180pit,sea,DurhKr00,pass_rating,,,,,,
player,201109180pit,sea,DurhKr00,rush_att,0,,,,,
player,201109180pit,sea,DurhKr00,rush_yds,0,,,,,
player,201109180pit,sea,DurhKr00,rush_td,0,,,,,
player,201109180pit,sea,DurhKr00,rush_long,0,,,,,
player,201109180pit,sea,DurhKr00,targets,3,,,,,
player,201109180pit,sea,DurhKr00,rec,3,,,,,
player,201109180pit,sea,DurhKr00,rec_yds,30,,,,,
player,201109180pit,sea,DurhKr00,rec_td,0,,,,,
player,201109180pit,sea,DurhKr00,rec_long,12,,,,,
player,201109180pit,sea,DurhKr00,fumbles,0,,,,,
player,201109180pit,sea,DurhKr00,fumbles_lost,,,,,,
player,201109180pit,sea,WillEd00,pass_cmp,0,,,,,
player,201109180pit,sea,WillEd00,pass_att,0,,,,,
player,201109180pit,sea,WillEd00,pass_yds,0,,,,,
player,201109180pit,sea,WillEd00,pass_td,0,,,,,
player,201109180pit,sea,WillEd00,pass_int,0,,,,,
player,201109180pit,sea,WillEd00,pass_sacked,0,,,,,
player,201109180pit,sea,WillEd00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,WillEd00,pass_long,0,,,,,
player,201109180pit,sea,WillEd00,pass_rating,,,,,,
player,201109180pit,sea,WillEd00,rush_att,0,,,,,
player,201109180pit,sea,WillEd00,rush_yds,0,,,,,
player,201109180pit,sea,WillEd00,rush_td,0,,,,,
player,201109180pit,sea,WillEd00,rush_long,0,,,,,
player,201109180pit,sea,WillEd00,targets,1,,,,,
player,201109180pit,sea,WillEd00,rec,1,,,,,
player,201109180pit,sea,WillEd00,rec_yds,17,,,,,
player,201109180pit,sea,WillEd00,rec_td,0,,,,,
player,201109180pit,sea,WillEd00,rec_long,17,,,,,
player,201109180pit,sea,WillEd00,fumbles,0,,,,,
player,201109180pit,sea,WillEd00,fumbles_lost,,,,,,
player,201109180pit,sea,MillZa01,pass_cmp,0,,,,,
player,201109180pit,sea,MillZa01,pass_att,0,,,,,
player,201109180pit,sea,MillZa01,pass_yds,0,,,,,
player,201109180pit,sea,MillZa01,pass_td,0,,,,,
player,201109180pit,sea,MillZa01,pass_int,0,,,,,
player,201109180pit,sea,MillZa01,pass_sacked,0,,,,,
player,201109180pit,sea,MillZa01,pass_sacked_yds,0,,,,,
player,201109180pit,sea,MillZa01,pass_long,0,,,,,
player,201109180pit,sea,MillZa01,pass_rating,,,,,,
player,201109180pit,sea,MillZa01,rush_att,0,,,,,
player,201109180pit,sea,MillZa01,rush_yds,0,,,,,
player,201109180pit,sea,MillZa01,rush_td,0,,,,,
player,201109180pit,sea,MillZa01,rush_long,0,,,,,
player,201109180pit,sea,MillZa01,targets,2,,,,,
player,201109180pit,sea,MillZa01,rec,1,,,,,
player,201109180pit,sea,MillZa01,rec_yds,13,,,,,
player,201109180pit,sea,MillZa01,rec_td,0,,,,,
player,201109180pit,sea,MillZa01,rec_long,13,,,,,
player,201109180pit,sea,MillZa01,fumbles,0,,,,,
player,201109180pit,sea,MillZa01,fumbles_lost,,,,,,
player,201109180pit,sea,TateGo00,pass_cmp,0,,,,,
player,201109180pit,sea,TateGo00,pass_att,0,,,,,
player,201109180pit,sea,TateGo00,pass_yds,0,,,,,
player,201109180pit,sea,TateGo00,pass_td,0,,,,,
player,201109180pit,sea,TateGo00,pass_int,0,,,,,
player,201109180pit,sea,TateGo00,pass_sacked,0,,,,,
player,201109180pit,sea,TateGo00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,TateGo00,pass_long,0,,,,,
player,201109180pit,sea,TateGo00,pass_rating,,,,,,
player,201109180pit,sea,TateGo00,rush_att,0,,,,,
player,201109180pit,sea,TateGo00,rush_yds,0,,,,,
player,201109180pit,sea,TateGo00,rush_td,0,,,,,
player,201109180pit,sea,TateGo00,rush_long,0,,,,,
player,201109180pit,sea,TateGo00,targets,2,,,,,
player,201109180pit,sea,TateGo00,rec,2,,,,,
player,201109180pit,sea,TateGo00,rec_yds,12,,,,,
player,201109180pit,sea,TateGo00,rec_td,0,,,,,
player,201109180pit,sea,TateGo00,rec_long,7,,,,,
player,201109180pit,sea,TateGo00,fumbles,0,,,,,
player,201109180pit,sea,TateGo00,fumbles_lost,,,,,,
player,201109180pit,sea,McCoAn00,pass_cmp,0,,,,,
player,201109180pit,sea,McCoAn00,pass_att,0,,,,,
player,201109180pit,sea,McCoAn00,pass_yds,0,,,,,
player,201109180pit,sea,McCoAn00,pass_td,0,,,,,
player,201109180pit,sea,McCoAn00,pass_int,0,,,,,
player,201109180pit,sea,McCoAn00,pass_sacked,0,,,,,
player,201109180pit,sea,McCoAn00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,McCoAn00,pass_long,0,,,,,
player,201109180pit,sea,McCoAn00,pass_rating,,,,,,
player,201109180pit,sea,McCoAn00,rush_att,0,,,,,
player,201109180pit,sea,McCoAn00,rush_yds,0,,,,,
player,201109180pit,sea,McCoAn00,rush_td,0,,,,,
player,201109180pit,sea,McCoAn00,rush_long,0,,,,,
player,201109180pit,sea,McCoAn00,targets,3,,,,,
player,201109180pit,sea,McCoAn00,rec,2,,,,,
player,201109180pit,sea,McCoAn00,rec_yds,9,,,,,
player,201109180pit,sea,McCoAn00,rec_td,0,,,,,
player,201109180pit,sea,McCoAn00,rec_long,5,,,,,
player,201109180pit,sea,McCoAn00,fumbles,0,,,,,
player,201109180pit,sea,McCoAn00,fumbles_lost,,,,,,
player,201109180pit,sea,WillMi03,pass_cmp,0,,,,,
player,201109180pit,sea,WillMi03,pass_att,0,,,,,
player,201109180pit,sea,WillMi03,pass_yds,0,,,,,
player,201109180pit,sea,WillMi03,pass_td,0,,,,,
player,201109180pit,sea,WillMi03,pass_int,0,,,,,
player,201109180pit,sea,WillMi03,pass_sacked,0,,,,,
player,201109180pit,sea,WillMi03,pass_sacked_yds,0,,,,,
player,201109180pit,sea,WillMi03,pass_long,0,,,,,
player,201109180pit,sea,WillMi03,pass_rating,,,,,,
player,201109180pit,sea,WillMi03,rush_att,0,,,,,
player,201109180pit,sea,WillMi03,rush_yds,0,,,,,
player,201109180pit,sea,WillMi03,rush_td,0,,,,,
player,201109180pit,sea,WillMi03,rush_long,0,,,,,
player,201109180pit,sea,WillMi03,targets,3,,,,,
player,201109180pit,sea,WillMi03,rec,1,,,,,
player,201109180pit,sea,WillMi03,rec_yds,9,,,,,
player,201109180pit,sea,WillMi03,rec_td,0,,,,,
player,201109180pit,sea,WillMi03,rec_long,9,,,,,
player,201109180pit,sea,WillMi03,fumbles,0,,,,,
player,201109180pit,sea,WillMi03,fumbles_lost,,,,,,
player,201109180pit,sea,BaldDo00,pass_cmp,0,,,,,
player,201109180pit,sea,BaldDo00,pass_att,0,,,,,
player,201109180pit,sea,BaldDo00,pass_yds,0,,,,,
player,201109180pit,sea,BaldDo00,pass_td,0,,,,,
player,201109180pit,sea,BaldDo00,pass_int,0,,,,,
player,201109180pit,sea,BaldDo00,pass_sacked,0,,,,,
player,201109180pit,sea,BaldDo00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,BaldDo00,pass_long,0,,,,,
player,201109180pit,sea,BaldDo00,pass_rating,,,,,,
player,201109180pit,sea,BaldDo00,rush_att,0,,,,,
player,201109180pit,sea,BaldDo00,rush_yds,0,,,,,
player,201109180pit,sea,BaldDo00,rush_td,0,,,,,
player,201109180pit,sea,BaldDo00,rush_long,0,,,,,
player,201109180pit,sea,BaldDo00,targets,2,,,,,
player,201109180pit,sea,BaldDo00,rec,1,,,,,
player,201109180pit,sea,BaldDo00,rec_yds,4,,,,,
player,201109180pit,sea,BaldDo00,rec_td,0,,,,,
player,201109180pit,sea,BaldDo00,rec_long,4,,,,,
player,201109180pit,sea,BaldDo00,fumbles,0,,,,,
player,201109180pit,sea,BaldDo00,fumbles_lost,,,,,,
player,201109180pit,sea,WashLe00,pass_cmp,0,,,,,
player,201109180pit,sea,WashLe00,pass_att,0,,,,,
player,201109180pit,sea,WashLe00,pass_yds,0,,,,,
player,201109180pit,sea,WashLe00,pass_td,0,,,,,
player,201109180pit,sea,WashLe00,pass_int,0,,,,,
player,201109180pit,sea,WashLe00,pass_sacked,0,,,,,
player,201109180pit,sea,WashLe00,pass_sacked_yds,0,,,,,
player,201109180pit,sea,WashLe00,pass_long,0,,,,,
player,201109180pit,sea,WashLe00,pass_rating,,,,,,
player,201109180pit,sea,WashLe00,rush_att,1,,,,,
player,201109180pit,sea,WashLe00,rush_yds,-2,,,,,
player,201109180pit,sea,WashLe00,rush_td,0,,,,,
player,201109180pit,sea,WashLe00,rush_long,-2,,,,,
player,201109180pit,sea,WashLe00,targets,1,,,,,
player,201109180pit,sea,WashLe00,rec,1,,,,,
player,201109180pit,sea,WashLe00,rec_yds,9,,,,,
player,201109180pit,sea,WashLe00,rec_td,0,,,,,
player,201109180pit,sea,WashLe00,rec_long,9,,,,,
player,201109180pit,sea,WashLe00,fumbles,0,,,,,
player,201109180pit,sea,WashLe00,fumbles_lost,,,,,,
player,201109180pit,pit,RoetBe00,pass_cmp,22,,,,,
player,201109180pit,pit,RoetBe00,pass_att,30,,,,,
player,201109180pit,pit,RoetBe00,pass_yds,298,,,,,
player,201109180pit,pit,RoetBe00,pass_td,1,,,,,
player,201109180pit,pit,RoetBe00,pass_int,0,,,,,
player,201109180pit,pit,RoetBe00,pass_sacked,2,,,,,
player,201109180pit,pit,RoetBe00,pass_sacked_yds,16,,,,,
player,201109180pit,pit,RoetBe00,pass_long,53,,,,,
player,201109180pit,pit,RoetBe00,pass_rating,115.7,,,,,
player,201109180pit,pit,RoetBe00,rush_att,5,,,,,
player,201109180pit,pit,RoetBe00,rush_yds,8,,,,,
player,201109180pit,pit,RoetBe00,rush_td,0,,,,,
player,201109180pit,pit,RoetBe00,rush_long,7,,,,,
player,201109180pit,pit,RoetBe00,targets,0,,,,,
player,201109180pit,pit,RoetBe00,rec,0,,,,,
player,201109180pit,pit,RoetBe00,rec_yds,0,,,,,
player,201109180pit,pit,RoetBe00,rec_td,0,,,,,
player,201109180pit,pit,RoetBe00,rec_long,0,,,,,
player,201109180pit,pit,RoetBe00,fumbles,0,,,,,
player,201109180pit,pit,RoetBe00,fumbles_lost,,,,,,
player,201109180pit,pit,SandEm00,pass_cmp,1,,,,,
player,201109180pit,pit,SandEm00,pass_att,1,,,,,
player,201109180pit,pit,SandEm00,pass_yds,15,,,,,
player,201109180pit,pit,SandEm00,pass_td,0,,,,,
player,201109180pit,pit,SandEm00,pass_int,0,,,,,
player,201109180pit,pit,SandEm00,pass_sacked,0,,,,,
player,201109180pit,pit,SandEm00,pass_sacked_yds,0,,,,,
player,201109180pit,pit,SandEm00,pass_long,15,,,,,
player,201109180pit,pit,SandEm00,pass_rating,118.7,,,,,
player,201109180pit,pit,SandEm00,rush_att,0,,,,,
player,201109180pit,pit,SandEm00,rush_yds,0,,,,,
player,201109180pit,pit,SandEm00,rush_td,0,,,,,
player,201109180pit,pit,SandEm00,rush_long,0,,,,,
player,201109180pit,pit,SandEm00,targets,3,,,,,
player,201109180pit,pit,SandEm00,rec,2,,,,,
player,201109180pit,pit,SandEm00,rec_yds,44,,,,,
player,201109180pit,pit,SandEm00,rec_td,0,,,,,
player,201109180pit,pit,SandEm00,rec_long,30,,,,,
player,201109180pit,pit,SandEm00,fumbles,0,,,,,
player,201109180pit,pit,SandEm00,fumbles_lost,,,,,,
player,201109180pit,pit,MendRa00,pass_cmp,0,,,,,
player,201109180pit,pit,MendRa00,pass_att,0,,,,,
player,201109180pit,pit,MendRa00,pass_yds,0,,,,,
player,201109180pit,pit,MendRa00,pass_td,0,,,,,
player,201109180pit,pit,MendRa00,pass_int,0,,,,,
player,201109180pit,pit,MendRa00,pass_sacked,0,,,,,
player,201109180pit,pit,MendRa00,pass_sacked_yds,0,,,,,
player,201109180pit,pit,MendRa00,pass_long,0,,,,,
player,201109180pit,pit,MendRa00,pass_rating,,,,,,
player,201109180pit,pit,MendRa00,rush_att,19,,,,,
player,201109180pit,pit,MendRa00,rush_yds,66,,,,,
player,201109180pit,pit,MendRa00,rush_td,1,,,,,
player,201109180pit,pit,MendRa00,rush_long,11,,,,,
player,201109180pit,pit,MendRa00,targets,2,,,,,
player,201109180pit,pit,MendRa00,rec,2,,,,,
player,201109180pit,pit,MendRa00,rec_yds,12,,,,,
player,201109180pit,pit,MendRa00,rec_td,0,,,,,
player,201109180pit,pit,MendRa00,rec_long,8,,,,,
player,201109180pit,pit,MendRa00,fumbles,0,,,,,
player,201109180pit,pit,MendRa00,fumbles_lost,,,,,,
player,201109180pit,pit,RedmIs20,pass_cmp,0,,,,,
player,201109180pit,pit,RedmIs20,pass_att,0,,,,,
player,201109180pit,pit,RedmIs20,pass_yds,0,,,,,
player,201109180pit,pit,RedmIs20,pass_td,0,,,,,
player,201109180pit,pit,RedmIs20,pass_int,0,,,,,
player,201109180pit,pit,RedmIs20,pass_sacked,0,,,,,
player,201109180pit,pit,RedmIs20,pass_sacked_yds,0,,,,,
player,201109180pit,pit,RedmIs20,pass_long,0,,,,,
player,201109180pit,pit,RedmIs20,pass_rating,,,,,,
player,201109180pit,pit,RedmIs20,rush_att,10,,,,,
player,201109180pit,pit,RedmIs20,rush_yds,49,,,,,
player,201109180pit,pit,RedmIs20,rush_td,1,,,,,
player,201109180pit,pit,RedmIs20,rush_long,20,,,,,
player,201109180pit,pit,RedmIs20,targets,1,,,,,
player,201109180pit,pit,RedmIs20,rec,1,,,,,
player,201109180pit,pit,RedmIs20,rec_yds,6,,,,,
player,201109180pit,pit,RedmIs20,rec_td,0,,,,,
player,201109180pit,pit,RedmIs20,rec_long,6,,,,,
player,201109180pit,pit,RedmIs20,fumbles,0,,,,,
player,201109180pit,pit,RedmIs20,fumbles_lost,,,,,,
player,201109180pit,pit,BrowAn04,pass_cmp,0,,,,,
player,201109180pit,pit,BrowAn04,pass_att,0,,,,,
player,201109180pit,pit,BrowAn04,pass_yds,0,,,,,
player,201109180pit,pit,BrowAn04,pass_td,0,,,,,
player,201109180pit,pit,BrowAn04,pass_int,0,,,,,
player,201109180pit,pit,BrowAn04,pass_sacked,0,,,,,
player,201109180pit,pit,BrowAn04,pass_sacked_yds,0,,,,,
player,201109180pit,pit,BrowAn04,pass_long,0,,,,,
player,201109180pit,pit,BrowAn04,pass_rating,,,,,,
player,201109180pit,pit,BrowAn04,rush_att,1,,,,,
player,201109180pit,pit,BrowAn04,rush_yds,1,,,,,
player,201109180pit,pit,BrowAn04,rush_td,0,,,,,
player,201109180pit,pit,BrowAn04,rush_long,1,,,,,
player,201109180pit,pit,BrowAn04,targets,6,,,,,
player,201109180pit,pit,BrowAn04,rec,4,,,,,
player,201109180pit,pit,BrowAn04,rec_yds,67,,,,,
player,201109180pit,pit,BrowAn04,rec_td,0,,,,,
player,201109180pit,pit,BrowAn04,rec_long,19,,,,,
player,201109180pit,pit,BrowAn04,fumbles,0,,,,,
player,201109180pit,pit,BrowAn04,fumbles_lost,,,,,,
player,201109180pit,pit,WallMi00,pass_cmp,0,,,,,
player,201109180pit,pit,WallMi00,pass_att,0,,,,,
player,201109180pit,pit,WallMi00,pass_yds,0,,,,,
player,201109180pit,pit,WallMi00,pass_td,0,,,,,
player,201109180pit,pit,WallMi00,pass_int,0,,,,,
player,201109180pit,pit,WallMi00,pass_sacked,0,,,,,
player,201109180pit,pit,WallMi00,pass_sacked_yds,0,,,,,
player,201109180pit,pit,WallMi00,pass_long,0,,,,,
player,201109180pit,pit,WallMi00,pass_rating,,,,,,
player,201109180pit,pit,WallMi00,rush_att,0,,,,,
player,201109180pit,pit,WallMi00,rush_yds,0,,,,,
player,201109180pit,pit,WallMi00,rush_td,0,,,,,
player,201109180pit,pit,WallMi00,rush_long,0,,,,,
player,201109180pit,pit,WallMi00,targets,9,,,,,
player,201109180pit,pit,WallMi00,rec,8,,,,,
player,201109180pit,pit,WallMi00,rec_yds,126,,,,,
player,201109180pit,pit,WallMi00,rec_td,1,,,,,
player,201109180pit,pit,WallMi00,rec_long,53,,,,,
player,201109180pit,pit,WallMi00,fumbles,0,,,,,
player,201109180pit,pit,WallMi00,fumbles_lost,,,,,,
player,201109180pit,pit,WardHi00,pass_cmp,0,,,,,
player,201109180pit,pit,WardHi00,pass_att,0,,,,,
player,201109180pit,pit,WardHi00,pass_yds,0,,,,,
player,201109180pit,pit,WardHi00,pass_td,0,,,,,
player,201109180pit,pit,WardHi00,pass_int,0,,,,,
player,201109180pit,pit,WardHi00,pass_sacked,0,,,,,
player,201109180pit,pit,WardHi00,pass_sacked_yds,0,,,,,
player,201109180pit,pit,WardHi00,pass_long,0,,,,,
player,201109180pit,pit,WardHi00,pass_rating,,,,,,
player,201109180pit,pit,WardHi00,rush_att,0,,,,,
player,201109180pit,pit,WardHi00,rush_yds,0,,,,,
player,201109180pit,pit,WardHi00,rush_td,0,,,,,
player,201109180pit,pit,WardHi00,rush_long,0,,,,,
player,201109180pit,pit,WardHi00,targets,6,,,,,
player,201109180pit,pit,WardHi00,rec,4,,,,,
player,201109180pit,pit,WardHi00,rec_yds,33,,,,,
player,201109180pit,pit,WardHi00,rec_td,0,,,,,
player,201109180pit,pit,WardHi00,rec_long,15,,,,,
player,201109180pit,pit,WardHi00,fumbles,0,,,,,
player,201109180pit,pit,WardHi00,fumbles_lost,,,,,,
player,201109180pit,pit,MillHe00,pass_cmp,0,,,,,
player,201109180pit,pit,MillHe00,pass_att,0,,,,,
player,201109180pit,pit,MillHe00,pass_yds,0,,,,,
player,201109180pit,pit,MillHe00,pass_td,0,,,,,
player,201109180pit,pit,MillHe00,pass_int,0,,,,,
player,201109180pit,pit,MillHe00,pass_sacked,0,,,,,
player,201109180pit,pit,MillHe00,pass_sacked_yds,0,,,,,
player,201109180pit,pit,MillHe00,pass_long,0,,,,,
player,201109180pit,pit,MillHe00,pass_rating,,,,,,
player,201109180pit,pit,MillHe00,rush_att,0,,,,,
player,201109180pit,pit,MillHe00,rush_yds,0,,,,,
player,201109180pit,pit,MillHe00,rush_td,0,,,,,
player,201109180pit,pit,MillHe00,rush_long,0,,,,,
player,201109180pit,pit,MillHe00,targets,3,,,,,
player,201109180pit,pit,MillHe00,rec,1,,,,,
player,201109180pit,pit,MillHe00,rec_yds,16,,,,,
player,201109180pit,pit,MillHe00,rec_td,0,,,,,
player,201109180pit,pit,MillHe00,rec_long,16,,,,,
player,201109180pit,pit,MillHe00,fumbles,0,,,,,
player,201109180pit,pit,MillHe00,fumbles_lost,,,,,,
player,201109180pit,pit,MoorMe00,pass_cmp,0,,,,,
player,201109180pit,pit,MoorMe00,pass_att,0,,,,,
player,201109180pit,pit,MoorMe00,pass_yds,0,,,,,
player,201109180pit,pit,MoorMe00,pass_td,0,,,,,
player,201109180pit,pit,MoorMe00,pass_int,0,,,,,
player,201109180pit,pit,MoorMe00,pass_sacked,0,,,,,
player,201109180pit,pit,MoorMe00,pass_sacked_yds,0,,,,,
player,201109180pit,pit,MoorMe00,pass_long,0,,,,,
player,201109180pit,pit,MoorMe00,pass_rating,,,,,,
player,201109180pit,pit,MoorMe00,rush_att,0,,,,,
player,201109180pit,pit,MoorMe00,rush_yds,0,,,,,
player,201109180pit,pit,MoorMe00,rush_td,0,,,,,
player,201109180pit,pit,MoorMe00,rush_long,0,,,,,
player,201109180pit,pit,MoorMe00,targets,1,,,,,
player,201109180pit,pit,MoorMe00,rec,1,,,,,
player,201109180pit,pit,MoorMe00,rec_yds,9,,,,,
player,201109180pit,pit,MoorMe00,rec_td,0,,,,,
player,201109180pit,pit,MoorMe00,rec_long,9,,,,,
player,201109180pit,pit,MoorMe00,fumbles,0,,,,,
player,201109180pit,pit,MoorMe00,fumbles_lost,,,,,,
player,201109180pit,sea,BigbAt20,def_int,0,,,,,
player,201109180pit,sea,BigbAt20,def_int_yds,0,,,,,
player,201109180pit,sea,BigbAt20,def_int_td,0,,,,,
player,201109180pit,sea,BigbAt20,def_int_long,0,,,,,
player,201109180pit,sea,BigbAt20,pass_defended,0,,,,,
player,201109180pit,sea,BigbAt20,sacks,1.0,,,,,
player,201109180pit,sea,BigbAt20,tackles_combined,2,,,,,
player,201109180pit,sea,BigbAt20,tackles_solo,2,,,,,
player,201109180pit,sea,BigbAt20,tackles_assists,0,,,,,
player,201109180pit,sea,BigbAt20,tackles_loss,1,,,,,
player,201109180pit,sea,BigbAt20,qb_hits,1,,,,,
player,201109180pit,sea,BigbAt20,fumbles_rec,0,,,,,
player,201109180pit,sea,BigbAt20,fumbles_rec_yds,0,,,,,
player,201109180pit,sea,BigbAt20,fumbles_rec_td,0,,,,,
player,201109180pit,sea,BigbAt20,fumbles_forced,0,,,,,
player,201109180pit,sea,ClemCh23,def_int,0,,,,,
player,201109180pit,sea,ClemCh23,def_int_yds,0,,,,,
