game,2011,8,20111030,201110300ram,nor,"New Orleans Saints",21,ram,"St. Louis Rams",31
player,201110300ram,nor,SproDa00,pass_sacked_yds,0,,,,,
player,201110300ram,nor,SproDa00,pass_long,0,,,,,
player,201110300ram,nor,SproDa00,pass_rating,,,,,,
player,201110300ram,nor,SproDa00,rush_att,6,,,,,
player,201110300ram,nor,SproDa00,rush_yds,16,,,,,
player,201110300ram,nor,SproDa00,rush_td,0,,,,,
player,201110300ram,nor,SproDa00,rush_long,6,,,,,
player,201110300ram,nor,SproDa00,targets,7,,,,,
player,201110300ram,nor,SproDa00,rec,6,,,,,
player,201110300ram,nor,SproDa00,rec_yds,60,,,,,
player,201110300ram,nor,SproDa00,rec_td,0,,,,,
player,201110300ram,nor,SproDa00,rec_long,21,,,,,
player,201110300ram,nor,SproDa00,fumbles,0,,,,,
player,201110300ram,nor,SproDa00,fumbles_lost,,,,,,
player,201110300ram,nor,MoorLa00,pass_cmp,0,,,,,
player,201110300ram,nor,MoorLa00,pass_att,0,,,,,
player,201110300ram,nor,MoorLa00,pass_yds,0,,,,,
player,201110300ram,nor,MoorLa00,pass_td,0,,,,,
player,201110300ram,nor,MoorLa00,pass_int,0,,,,,
player,201110300ram,nor,MoorLa00,pass_sacked,0,,,,,
player,201110300ram,nor,MoorLa00,pass_sacked_yds,0,,,,,
player,201110300ram,nor,MoorLa00,pass_long,0,,,,,
player,201110300ram,nor,MoorLa00,pass_rating,,,,,,
player,201110300ram,nor,MoorLa00,rush_att,0,,,,,
player,201110300ram,nor,MoorLa00,rush_yds,0,,,,,
player,201110300ram,nor,MoorLa00,rush_td,0,,,,,
player,201110300ram,nor,MoorLa00,rush_long,0,,,,,
player,201110300ram,nor,MoorLa00,targets,9,,,,,
player,201110300ram,nor,MoorLa00,rec,7,,,,,
player,201110300ram,nor,MoorLa00,rec_yds,74,,,,,
player,201110300ram,nor,MoorLa00,rec_td,1,,,,,
player,201110300ram,nor,MoorLa00,rec_long,17,,,,,
player,201110300ram,nor,MoorLa00,fumbles,0,,,,,
player,201110300ram,nor,MoorLa00,fumbles_lost,,,,,,
player,201110300ram,nor,ColsMa00,pass_cmp,0,,,,,
player,201110300ram,nor,ColsMa00,pass_att,0,,,,,
player,201110300ram,nor,ColsMa00,pass_yds,0,,,,,
player,201110300ram,nor,ColsMa00,pass_td,0,,,,,
player,201110300ram,nor,ColsMa00,pass_int,0,,,,,
player,201110300ram,nor,ColsMa00,pass_sacked,0,,,,,
player,201110300ram,nor,ColsMa00,pass_sacked_yds,0,,,,,
player,201110300ram,nor,ColsMa00,pass_long,0,,,,,
player,201110300ram,nor,ColsMa00,pass_rating,,,,,,
player,201110300ram,nor,ColsMa00,rush_att,0,,,,,
player,201110300ram,nor,ColsMa00,rush_yds,0,,,,,
player,201110300ram,nor,ColsMa00,rush_td,0,,,,,
player,201110300ram,nor,ColsMa00,rush_long,0,,,,,
player,201110300ram,nor,ColsMa00,targets,6,,,,,
player,201110300ram,nor,ColsMa00,rec,3,,,,,
player,201110300ram,nor,ColsMa00,rec_yds,50,,,,,
player,201110300ram,nor,ColsMa00,rec_td,0,,,,,
player,201110300ram,nor,ColsMa00,rec_long,25,,,,,
player,201110300ram,nor,ColsMa00,fumbles,0,,,,,
player,201110300ram,nor,ColsMa00,fumbles_lost,,,,,,
player,201110300ram,nor,GrahJi00,pass_cmp,0,,,,,
player,201110300ram,nor,GrahJi00,pass_att,0,,,,,
player,201110300ram,nor,GrahJi00,pass_yds,0,,,,,
player,201110300ram,nor,GrahJi00,pass_td,0,,,,,
player,201110300ram,nor,GrahJi00,pass_int,0,,,,,
player,201110300ram,nor,GrahJi00,pass_sacked,0,,,,,
player,201110300ram,nor,GrahJi00,pass_sacked_yds,0,,,,,
player,201110300ram,nor,GrahJi00,pass_long,0,,,,,
player,201110300ram,nor,GrahJi00,pass_rating,,,,,,
player,201110300ram,nor,GrahJi00,rush_att,0,,,,,
player,201110300ram,nor,GrahJi00,rush_yds,0,,,,,
player,201110300ram,nor,GrahJi00,rush_td,0,,,,,
player,201110300ram,nor,GrahJi00,rush_long,0,,,,,
player,201110300ram,nor,GrahJi00,targets,8,,,,,
player,201110300ram,nor,GrahJi00,rec,4,,,,,
player,201110300ram,nor,GrahJi00,rec_yds,39,,,,,
player,201110300ram,nor,GrahJi00,rec_td,0,,,,,
player,201110300ram,nor,GrahJi00,rec_long,13,,,,,
player,201110300ram,nor,GrahJi00,fumbles,0,,,,,
player,201110300ram,nor,GrahJi00,fumbles_lost,,,,,,
player,201110300ram,nor,CollJe01,pass_cmp,0,,,,,
player,201110300ram,nor,CollJe01,pass_att,0,,,,,
player,201110300ram,nor,CollJe01,pass_yds,0,,,,,
player,201110300ram,nor,CollJe01,pass_td,0,,,,,
player,201110300ram,nor,CollJe01,pass_int,0,,,,,
player,201110300ram,nor,CollJe01,pass_sacked,0,,,,,
player,201110300ram,nor,CollJe01,pass_sacked_yds,0,,,,,
player,201110300ram,nor,CollJe01,pass_long,0,,,,,
player,201110300ram,nor,CollJe01,pass_rating,,,,,,
player,201110300ram,nor,CollJe01,rush_att,0,,,,,
player,201110300ram,nor,CollJe01,rush_yds,0,,,,,
player,201110300ram,nor,CollJe01,rush_td,0,,,,,
player,201110300ram,nor,CollJe01,rush_long,0,,,,,
player,201110300ram,nor,CollJe01,targets,3,,,,,
player,201110300ram,nor,CollJe01,rec,3,,,,,
player,201110300ram,nor,CollJe01,rec_yds,15,,,,,
player,201110300ram,nor,CollJe01,rec_td,0,,,,,
player,201110300ram,nor,CollJe01,rec_long,14,,,,,
player,201110300ram,nor,CollJe01,fumbles,0,,,,,
player,201110300ram,nor,CollJe01,fumbles_lost,,,,,,
player,201110300ram,nor,MeacRo00,pass_cmp,0,,,,,
player,201110300ram,nor,MeacRo00,pass_att,0,,,,,
player,201110300ram,nor,MeacRo00,pass_yds,0,,,,,
player,201110300ram,nor,MeacRo00,pass_td,0,,,,,
player,201110300ram,nor,MeacRo00,pass_int,0,,,,,
player,201110300ram,nor,MeacRo00,pass_sacked,0,,,,,
player,201110300ram,nor,MeacRo00,pass_sacked_yds,0,,,,,
player,201110300ram,nor,MeacRo00,pass_long,0,,,,,
player,201110300ram,nor,MeacRo00,pass_rating,,,,,,
player,201110300ram,nor,MeacRo00,rush_att,0,,,,,
player,201110300ram,nor,MeacRo00,rush_yds,0,,,,,
player,201110300ram,nor,MeacRo00,rush_td,0,,,,,
player,201110300ram,nor,MeacRo00,rush_long,0,,,,,
player,201110300ram,nor,MeacRo00,targets,3,,,,,
player,201110300ram,nor,MeacRo00,rec,2,,,,,
player,201110300ram,nor,MeacRo00,rec_yds,12,,,,,
player,201110300ram,nor,MeacRo00,rec_td,0,,,,,
player,201110300ram,nor,MeacRo00,rec_long,8,,,,,
player,201110300ram,nor,MeacRo00,fumbles,0,,,,,
player,201110300ram,nor,MeacRo00,fumbles_lost,,,,,,
player,201110300ram,nor,HendDe00,pass_cmp,0,,,,,
player,201110300ram,nor,HendDe00,pass_att,0,,,,,
player,201110300ram,nor,HendDe00,pass_yds,0,,,,,
player,201110300ram,nor,HendDe00,pass_td,0,,,,,
player,201110300ram,nor,HendDe00,pass_int,0,,,,,
player,201110300ram,nor,HendDe00,pass_sacked,0,,,,,
player,201110300ram,nor,HendDe00,pass_sacked_yds,0,,,,,
player,201110300ram,nor,HendDe00,pass_long,0,,,,,
player,201110300ram,nor,HendDe00,pass_rating,,,,,,
player,201110300ram,nor,HendDe00,rush_att,0,,,,,
player,201110300ram,nor,HendDe00,rush_yds,0,,,,,
player,201110300ram,nor,HendDe00,rush_td,0,,,,,
player,201110300ram,nor,HendDe00,rush_long,0,,,,,
player,201110300ram,nor,HendDe00,targets,4,,,,,
player,201110300ram,nor,HendDe00,rec,1,,,,,
player,201110300ram,nor,HendDe00,rec_yds,8,,,,,
player,201110300ram,nor,HendDe00,rec_td,0,,,,,
player,201110300ram,nor,HendDe00,rec_long,8,,,,,
player,201110300ram,nor,HendDe00,fumbles,0,,,,,
player,201110300ram,nor,HendDe00,fumbles_lost,,,,,,
player,201110300ram,ram,FeelA.00,pass_cmp,20,,,,,
player,201110300ram,ram,FeelA.00,pass_att,37,,,,,
player,201110300ram,ram,FeelA.00,pass_yds,175,,,,,
player,201110300ram,ram,FeelA.00,pass_td,1,,,,,
player,201110300ram,ram,FeelA.00,pass_int,0,,,,,
player,201110300ram,ram,FeelA.00,pass_sacked,4,,,,,
player,201110300ram,ram,FeelA.00,pass_sacked_yds,35,,,,,
player,201110300ram,ram,FeelA.00,pass_long,17,,,,,
player,201110300ram,ram,FeelA.00,pass_rating,75.8,,,,,
player,201110300ram,ram,FeelA.00,rush_att,2,,,,,
player,201110300ram,ram,FeelA.00,rush_yds,5,,,,,
player,201110300ram,ram,FeelA.00,rush_td,0,,,,,
player,201110300ram,ram,FeelA.00,rush_long,6,,,,,
player,201110300ram,ram,FeelA.00,targets,0,,,,,
player,201110300ram,ram,FeelA.00,rec,0,,,,,
player,201110300ram,ram,FeelA.00,rec_yds,0,,,,,
player,201110300ram,ram,FeelA.00,rec_td,0,,,,,
player,201110300ram,ram,FeelA.00,rec_long,0,,,,,
player,201110300ram,ram,FeelA.00,fumbles,1,,,,,
player,201110300ram,ram,FeelA.00,fumbles_lost,,,,,,
player,201110300ram,ram,JackSt00,pass_cmp,0,,,,,
player,201110300ram,ram,JackSt00,pass_att,0,,,,,
player,201110300ram,ram,JackSt00,pass_yds,0,,,,,
player,201110300ram,ram,JackSt00,pass_td,0,,,,,
player,201110300ram,ram,JackSt00,pass_int,0,,,,,
player,201110300ram,ram,JackSt00,pass_sacked,0,,,,,
player,201110300ram,ram,JackSt00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,JackSt00,pass_long,0,,,,,
player,201110300ram,ram,JackSt00,pass_rating,,,,,,
player,201110300ram,ram,JackSt00,rush_att,25,,,,,
player,201110300ram,ram,JackSt00,rush_yds,159,,,,,
player,201110300ram,ram,JackSt00,rush_td,2,,,,,
player,201110300ram,ram,JackSt00,rush_long,32,,,,,
player,201110300ram,ram,JackSt00,targets,5,,,,,
player,201110300ram,ram,JackSt00,rec,4,,,,,
player,201110300ram,ram,JackSt00,rec_yds,32,,,,,
player,201110300ram,ram,JackSt00,rec_td,0,,,,,
player,201110300ram,ram,JackSt00,rec_long,15,,,,,
player,201110300ram,ram,JackSt00,fumbles,0,,,,,
player,201110300ram,ram,JackSt00,fumbles_lost,,,,,,
player,201110300ram,ram,GibsBr00,pass_cmp,0,,,,,
player,201110300ram,ram,GibsBr00,pass_att,0,,,,,
player,201110300ram,ram,GibsBr00,pass_yds,0,,,,,
player,201110300ram,ram,GibsBr00,pass_td,0,,,,,
player,201110300ram,ram,GibsBr00,pass_int,0,,,,,
player,201110300ram,ram,GibsBr00,pass_sacked,0,,,,,
player,201110300ram,ram,GibsBr00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,GibsBr00,pass_long,0,,,,,
player,201110300ram,ram,GibsBr00,pass_rating,,,,,,
player,201110300ram,ram,GibsBr00,rush_att,1,,,,,
player,201110300ram,ram,GibsBr00,rush_yds,11,,,,,
player,201110300ram,ram,GibsBr00,rush_td,0,,,,,
player,201110300ram,ram,GibsBr00,rush_long,11,,,,,
player,201110300ram,ram,GibsBr00,targets,6,,,,,
player,201110300ram,ram,GibsBr00,rec,2,,,,,
player,201110300ram,ram,GibsBr00,rec_yds,27,,,,,
player,201110300ram,ram,GibsBr00,rec_td,0,,,,,
player,201110300ram,ram,GibsBr00,rec_long,14,,,,,
player,201110300ram,ram,GibsBr00,fumbles,0,,,,,
player,201110300ram,ram,GibsBr00,fumbles_lost,,,,,,
player,201110300ram,ram,SalaGr00,pass_cmp,0,,,,,
player,201110300ram,ram,SalaGr00,pass_att,0,,,,,
player,201110300ram,ram,SalaGr00,pass_yds,0,,,,,
player,201110300ram,ram,SalaGr00,pass_td,0,,,,,
player,201110300ram,ram,SalaGr00,pass_int,0,,,,,
player,201110300ram,ram,SalaGr00,pass_sacked,0,,,,,
player,201110300ram,ram,SalaGr00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,SalaGr00,pass_long,0,,,,,
player,201110300ram,ram,SalaGr00,pass_rating,,,,,,
player,201110300ram,ram,SalaGr00,rush_att,1,,,,,
player,201110300ram,ram,SalaGr00,rush_yds,8,,,,,
player,201110300ram,ram,SalaGr00,rush_td,0,,,,,
player,201110300ram,ram,SalaGr00,rush_long,8,,,,,
player,201110300ram,ram,SalaGr00,targets,6,,,,,
player,201110300ram,ram,SalaGr00,rec,5,,,,,
player,201110300ram,ram,SalaGr00,rec_yds,47,,,,,
player,201110300ram,ram,SalaGr00,rec_td,0,,,,,
player,201110300ram,ram,SalaGr00,rec_long,17,,,,,
player,201110300ram,ram,SalaGr00,fumbles,1,,,,,
player,201110300ram,ram,SalaGr00,fumbles_lost,0,,,,,
player,201110300ram,ram,LloyBr00,pass_cmp,0,,,,,
player,201110300ram,ram,LloyBr00,pass_att,0,,,,,
player,201110300ram,ram,LloyBr00,pass_yds,0,,,,,
player,201110300ram,ram,LloyBr00,pass_td,0,,,,,
player,201110300ram,ram,LloyBr00,pass_int,0,,,,,
player,201110300ram,ram,LloyBr00,pass_sacked,0,,,,,
player,201110300ram,ram,LloyBr00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,LloyBr00,pass_long,0,,,,,
player,201110300ram,ram,LloyBr00,pass_rating,,,,,,
player,201110300ram,ram,LloyBr00,rush_att,0,,,,,
player,201110300ram,ram,LloyBr00,rush_yds,0,,,,,
player,201110300ram,ram,LloyBr00,rush_td,0,,,,,
player,201110300ram,ram,LloyBr00,rush_long,0,,,,,
player,201110300ram,ram,LloyBr00,targets,13,,,,,
player,201110300ram,ram,LloyBr00,rec,6,,,,,
player,201110300ram,ram,LloyBr00,rec_yds,53,,,,,
player,201110300ram,ram,LloyBr00,rec_td,1,,,,,
player,201110300ram,ram,LloyBr00,rec_long,16,,,,,
player,201110300ram,ram,LloyBr00,fumbles,0,,,,,
player,201110300ram,ram,LloyBr00,fumbles_lost,,,,,,
player,201110300ram,ram,PettAu00,pass_cmp,0,,,,,
player,201110300ram,ram,PettAu00,pass_att,0,,,,,
player,201110300ram,ram,PettAu00,pass_yds,0,,,,,
player,201110300ram,ram,PettAu00,pass_td,0,,,,,
player,201110300ram,ram,PettAu00,pass_int,0,,,,,
player,201110300ram,ram,PettAu00,pass_sacked,0,,,,,
player,201110300ram,ram,PettAu00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,PettAu00,pass_long,0,,,,,
player,201110300ram,ram,PettAu00,pass_rating,,,,,,
player,201110300ram,ram,PettAu00,rush_att,0,,,,,
player,201110300ram,ram,PettAu00,rush_yds,0,,,,,
player,201110300ram,ram,PettAu00,rush_td,0,,,,,
player,201110300ram,ram,PettAu00,rush_long,0,,,,,
player,201110300ram,ram,PettAu00,targets,1,,,,,
player,201110300ram,ram,PettAu00,rec,1,,,,,
player,201110300ram,ram,PettAu00,rec_yds,7,,,,,
player,201110300ram,ram,PettAu00,rec_td,0,,,,,
player,201110300ram,ram,PettAu00,rec_long,7,,,,,
player,201110300ram,ram,PettAu00,fumbles,0,,,,,
player,201110300ram,ram,PettAu00,fumbles_lost,,,,,,
player,201110300ram,ram,BajeBi00,pass_cmp,0,,,,,
player,201110300ram,ram,BajeBi00,pass_att,0,,,,,
player,201110300ram,ram,BajeBi00,pass_yds,0,,,,,
player,201110300ram,ram,BajeBi00,pass_td,0,,,,,
player,201110300ram,ram,BajeBi00,pass_int,0,,,,,
player,201110300ram,ram,BajeBi00,pass_sacked,0,,,,,
player,201110300ram,ram,BajeBi00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,BajeBi00,pass_long,0,,,,,
player,201110300ram,ram,BajeBi00,pass_rating,,,,,,
player,201110300ram,ram,BajeBi00,rush_att,0,,,,,
player,201110300ram,ram,BajeBi00,rush_yds,0,,,,,
player,201110300ram,ram,BajeBi00,rush_td,0,,,,,
player,201110300ram,ram,BajeBi00,rush_long,0,,,,,
player,201110300ram,ram,BajeBi00,targets,2,,,,,
player,201110300ram,ram,BajeBi00,rec,1,,,,,
player,201110300ram,ram,BajeBi00,rec_yds,7,,,,,
player,201110300ram,ram,BajeBi00,rec_td,0,,,,,
player,201110300ram,ram,BajeBi00,rec_long,7,,,,,
player,201110300ram,ram,BajeBi00,fumbles,0,,,,,
player,201110300ram,ram,BajeBi00,fumbles_lost,,,,,,
player,201110300ram,ram,KendLa00,pass_cmp,0,,,,,
player,201110300ram,ram,KendLa00,pass_att,0,,,,,
player,201110300ram,ram,KendLa00,pass_yds,0,,,,,
player,201110300ram,ram,KendLa00,pass_td,0,,,,,
player,201110300ram,ram,KendLa00,pass_int,0,,,,,
player,201110300ram,ram,KendLa00,pass_sacked,0,,,,,
player,201110300ram,ram,KendLa00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,KendLa00,pass_long,0,,,,,
player,201110300ram,ram,KendLa00,pass_rating,,,,,,
player,201110300ram,ram,KendLa00,rush_att,0,,,,,
player,201110300ram,ram,KendLa00,rush_yds,0,,,,,
player,201110300ram,ram,KendLa00,rush_td,0,,,,,
player,201110300ram,ram,KendLa00,rush_long,0,,,,,
player,201110300ram,ram,KendLa00,targets,3,,,,,
player,201110300ram,ram,KendLa00,rec,1,,,,,
player,201110300ram,ram,KendLa00,rec_yds,2,,,,,
player,201110300ram,ram,KendLa00,rec_td,0,,,,,
player,201110300ram,ram,KendLa00,rec_long,2,,,,,
player,201110300ram,ram,KendLa00,fumbles,0,,,,,
player,201110300ram,ram,KendLa00,fumbles_lost,,,,,,
player,201110300ram,ram,HoomMi00,pass_cmp,0,,,,,
player,201110300ram,ram,HoomMi00,pass_att,0,,,,,
player,201110300ram,ram,HoomMi00,pass_yds,0,,,,,
player,201110300ram,ram,HoomMi00,pass_td,0,,,,,
player,201110300ram,ram,HoomMi00,pass_int,0,,,,,
player,201110300ram,ram,HoomMi00,pass_sacked,0,,,,,
player,201110300ram,ram,HoomMi00,pass_sacked_yds,0,,,,,
player,201110300ram,ram,HoomMi00,pass_long,0,,,,,
player,201110300ram,ram,HoomMi00,pass_rating,,,,,,
player,201110300ram,ram,HoomMi00,rush_att,0,,,,,
player,201110300ram,ram,HoomMi00,rush_yds,0,,,,,
player,201110300ram,ram,HoomMi00,rush_td,0,,,,,
player,201110300ram,ram,HoomMi00,rush_long,0,,,,,
player,201110300ram,ram,HoomMi00,targets,1,,,,,
player,201110300ram,ram,HoomMi00,rec,0,,,,,
player,201110300ram,ram,HoomMi00,rec_yds,0,,,,,
player,201110300ram,ram,HoomMi00,rec_td,0,,,,,
player,201110300ram,ram,HoomMi00,rec_long,0,,,,,
player,201110300ram,ram,HoomMi00,fumbles,0,,,,,
player,201110300ram,ram,HoomMi00,fumbles_lost,,,,,,
player,201110300ram,ram,WillCa02,pass_cmp,0,,,,,
player,201110300ram,ram,WillCa02,pass_att,0,,,,,
player,201110300ram,ram,WillCa02,pass_yds,0,,,,,
player,201110300ram,ram,WillCa02,pass_td,0,,,,,
player,201110300ram,ram,WillCa02,pass_int,0,,,,,
player,201110300ram,ram,WillCa02,pass_sacked,0,,,,,
player,201110300ram,ram,WillCa02,pass_sacked_yds,0,,,,,
player,201110300ram,ram,WillCa02,pass_long,0,,,,,
player,201110300ram,ram,WillCa02,pass_rating,,,,,,
player,201110300ram,ram,WillCa02,rush_att,2,,,,,
player,201110300ram,ram,WillCa02,rush_yds,0,,,,,
player,201110300ram,ram,WillCa02,rush_td,0,,,,,
player,201110300ram,ram,WillCa02,rush_long,0,,,,,
player,201110300ram,ram,WillCa02,targets,0,,,,,
player,201110300ram,ram,WillCa02,rec,0,,,,,
player,201110300ram,ram,WillCa02,rec_yds,0,,,,,
player,201110300ram,ram,WillCa02,rec_td,0,,,,,
player,201110300ram,ram,WillCa02,rec_long,0,,,,,
player,201110300ram,ram,WillCa02,fumbles,0,,,,,
player,201110300ram,ram,WillCa02,fumbles_lost,,,,,,
player,201110300ram,nor,SmitWi99,def_int,0,,,,,
player,201110300ram,nor,SmitWi99,def_int_yds,0,,,,,
player,201110300ram,nor,SmitWi99,def_int_td,0,,,,,
player,201110300ram,nor,SmitWi99,def_int_long,0,,,,,
player,201110300ram,nor,SmitWi99,pass_defended,1,,,,,
player,201110300ram,nor,SmitWi99,sacks,2.0,,,,,
player,201110300ram,nor,SmitWi99,tackles_combined,5,,,,,
player,201110300ram,nor,SmitWi99,tackles_solo,5,,,,,
player,201110300ram,nor,SmitWi99,tackles_assists,0,,,,,
player,201110300ram,nor,SmitWi99,tackles_loss,2,,,,,
player,201110300ram,nor,SmitWi99,qb_hits,2,,,,,
player,201110300ram,nor,SmitWi99,fumbles_rec,0,,,,,
player,201110300ram,nor,SmitWi99,fumbles_rec_yds,0,,,,,
player,201110300ram,nor,SmitWi99,fumbles_rec_td,0,,,,,
player,201110300ram,nor,SmitWi99,fumbles_forced,0,,,,,
player,201110300ram,nor,JenkMa99,def_int,0,,,,,
player,201110300ram,nor,JenkMa99,def_int_yds,0,,,,,
player,201110300ram,nor,JenkMa99,def_int_td,0,,,,,
player,201110300ram,nor,JenkMa99,def_int_long,0,,,,,
player,201110300ram,nor,JenkMa99,pass_defended,1,,,,,
player,201110300ram,nor,JenkMa99,sacks,1.0,,,,,
player,201110300ram,nor,JenkMa99,tackles_combined,6,,,,,
player,201110300ram,nor,JenkMa99,tackles_solo,6,,,,,
player,201110300ram,nor,JenkMa99,tackles_assists,0,,,,,
player,201110300ram,nor,JenkMa99,tackles_loss,0,,,,,
player,201110300ram,nor,JenkMa99,qb_hits,2,,,,,
player,201110300ram,nor,JenkMa99,fumbles_rec,0,,,,,
player,201110300ram,nor,JenkMa99,fumbles_rec_yds,0,,,,,
player,201110300ram,nor,JenkMa99,fumbles_rec_td,0,,,,,
player,201110300ram,nor,JenkMa99,fumbles_forced,1,,,,,
player,201110300ram,nor,HarpRo21,def_int,0,,,,,
player,201110300ram,nor,HarpRo21,def_int_yds,0,,,,,
player,201110300ram,nor,HarpRo21,def_int_td,0,,,,,
player,201110300ram,nor,HarpRo21,def_int_long,0,,,,,
