game,2011,2,20110918,201109180det,kan,"Kansas City Chiefs",3,det,"Detroit Lions",48
player,201109180det,kan,JoneTh00,fumbles_lost,,,,,,
player,201109180det,kan,CharJa00,pass_cmp,0,,,,,
player,201109180det,kan,CharJa00,pass_att,0,,,,,
player,201109180det,kan,CharJa00,pass_yds,0,,,,,
player,201109180det,kan,CharJa00,pass_td,0,,,,,
player,201109180det,kan,CharJa00,pass_int,0,,,,,
player,201109180det,kan,CharJa00,pass_sacked,0,,,,,
player,201109180det,kan,CharJa00,pass_sacked_yds,0,,,,,
player,201109180det,kan,CharJa00,pass_long,0,,,,,
player,201109180det,kan,CharJa00,pass_rating,,,,,,
player,201109180det,kan,CharJa00,rush_att,2,,,,,
player,201109180det,kan,CharJa00,rush_yds,27,,,,,
player,201109180det,kan,CharJa00,rush_td,0,,,,,
player,201109180det,kan,CharJa00,rush_long,24,,,,,
player,201109180det,kan,CharJa00,targets,0,,,,,
player,201109180det,kan,CharJa00,rec,0,,,,,
player,201109180det,kan,CharJa00,rec_yds,0,,,,,
player,201109180det,kan,CharJa00,rec_td,0,,,,,
player,201109180det,kan,CharJa00,rec_long,0,,,,,
player,201109180det,kan,CharJa00,fumbles,0,,,,,
player,201109180det,kan,CharJa00,fumbles_lost,,,,,,
player,201109180det,kan,McClLe00,pass_cmp,0,,,,,
player,201109180det,kan,McClLe00,pass_att,0,,,,,
player,201109180det,kan,McClLe00,pass_yds,0,,,,,
player,201109180det,kan,McClLe00,pass_td,0,,,,,
player,201109180det,kan,McClLe00,pass_int,0,,,,,
player,201109180det,kan,McClLe00,pass_sacked,0,,,,,
player,201109180det,kan,McClLe00,pass_sacked_yds,0,,,,,
player,201109180det,kan,McClLe00,pass_long,0,,,,,
player,201109180det,kan,McClLe00,pass_rating,,,,,,
player,201109180det,kan,McClLe00,rush_att,4,,,,,
player,201109180det,kan,McClLe00,rush_yds,15,,,,,
player,201109180det,kan,McClLe00,rush_td,0,,,,,
player,201109180det,kan,McClLe00,rush_long,12,,,,,
player,201109180det,kan,McClLe00,targets,2,,,,,
player,201109180det,kan,McClLe00,rec,2,,,,,
player,201109180det,kan,McClLe00,rec_yds,12,,,,,
player,201109180det,kan,McClLe00,rec_td,0,,,,,
player,201109180det,kan,McClLe00,rec_long,12,,,,,
player,201109180det,kan,McClLe00,fumbles,0,,,,,
player,201109180det,kan,McClLe00,fumbles_lost,,,,,,
player,201109180det,kan,BoweDw00,pass_cmp,0,,,,,
player,201109180det,kan,BoweDw00,pass_att,0,,,,,
player,201109180det,kan,BoweDw00,pass_yds,0,,,,,
player,201109180det,kan,BoweDw00,pass_td,0,,,,,
player,201109180det,kan,BoweDw00,pass_int,0,,,,,
player,201109180det,kan,BoweDw00,pass_sacked,0,,,,,
player,201109180det,kan,BoweDw00,pass_sacked_yds,0,,,,,
player,201109180det,kan,BoweDw00,pass_long,0,,,,,
player,201109180det,kan,BoweDw00,pass_rating,,,,,,
player,201109180det,kan,BoweDw00,rush_att,1,,,,,
player,201109180det,kan,BoweDw00,rush_yds,12,,,,,
player,201109180det,kan,BoweDw00,rush_td,0,,,,,
player,201109180det,kan,BoweDw00,rush_long,12,,,,,
player,201109180det,kan,BoweDw00,targets,8,,,,,
player,201109180det,kan,BoweDw00,rec,5,,,,,
player,201109180det,kan,BoweDw00,rec_yds,101,,,,,
player,201109180det,kan,BoweDw00,rec_td,0,,,,,
player,201109180det,kan,BoweDw00,rec_long,45,,,,,
player,201109180det,kan,BoweDw00,fumbles,0,,,,,
player,201109180det,kan,BoweDw00,fumbles_lost,,,,,,
player,201109180det,kan,BattJa00,pass_cmp,0,,,,,
player,201109180det,kan,BattJa00,pass_att,0,,,,,
player,201109180det,kan,BattJa00,pass_yds,0,,,,,
player,201109180det,kan,BattJa00,pass_td,0,,,,,
player,201109180det,kan,BattJa00,pass_int,0,,,,,
player,201109180det,kan,BattJa00,pass_sacked,0,,,,,
player,201109180det,kan,BattJa00,pass_sacked_yds,0,,,,,
player,201109180det,kan,BattJa00,pass_long,0,,,,,
player,201109180det,kan,BattJa00,pass_rating,,,,,,
player,201109180det,kan,BattJa00,rush_att,2,,,,,
player,201109180det,kan,BattJa00,rush_yds,6,,,,,
player,201109180det,kan,BattJa00,rush_td,0,,,,,
player,201109180det,kan,BattJa00,rush_long,3,,,,,
player,201109180det,kan,BattJa00,targets,0,,,,,
player,201109180det,kan,BattJa00,rec,0,,,,,
player,201109180det,kan,BattJa00,rec_yds,0,,,,,
player,201109180det,kan,BattJa00,rec_td,0,,,,,
player,201109180det,kan,BattJa00,rec_long,0,,,,,
player,201109180det,kan,BattJa00,fumbles,0,,,,,
player,201109180det,kan,BattJa00,fumbles_lost,,,,,,
player,201109180det,kan,PopeLe00,pass_cmp,0,,,,,
player,201109180det,kan,PopeLe00,pass_att,0,,,,,
player,201109180det,kan,PopeLe00,pass_yds,0,,,,,
player,201109180det,kan,PopeLe00,pass_td,0,,,,,
player,201109180det,kan,PopeLe00,pass_int,0,,,,,
player,201109180det,kan,PopeLe00,pass_sacked,0,,,,,
player,201109180det,kan,PopeLe00,pass_sacked_yds,0,,,,,
player,201109180det,kan,PopeLe00,pass_long,0,,,,,
player,201109180det,kan,PopeLe00,pass_rating,,,,,,
player,201109180det,kan,PopeLe00,rush_att,0,,,,,
player,201109180det,kan,PopeLe00,rush_yds,0,,,,,
player,201109180det,kan,PopeLe00,rush_td,0,,,,,
player,201109180det,kan,PopeLe00,rush_long,0,,,,,
player,201109180det,kan,PopeLe00,targets,3,,,,,
player,201109180det,kan,PopeLe00,rec,2,,,,,
player,201109180det,kan,PopeLe00,rec_yds,9,,,,,
player,201109180det,kan,PopeLe00,rec_td,0,,,,,
player,201109180det,kan,PopeLe00,rec_long,5,,,,,
player,201109180det,kan,PopeLe00,fumbles,0,,,,,
player,201109180det,kan,PopeLe00,fumbles_lost,,,,,,
player,201109180det,kan,BreaSt00,pass_cmp,0,,,,,
player,201109180det,kan,BreaSt00,pass_att,0,,,,,
player,201109180det,kan,BreaSt00,pass_yds,0,,,,,
player,201109180det,kan,BreaSt00,pass_td,0,,,,,
player,201109180det,kan,BreaSt00,pass_int,0,,,,,
player,201109180det,kan,BreaSt00,pass_sacked,0,,,,,
player,201109180det,kan,BreaSt00,pass_sacked_yds,0,,,,,
player,201109180det,kan,BreaSt00,pass_long,0,,,,,
player,201109180det,kan,BreaSt00,pass_rating,,,,,,
player,201109180det,kan,BreaSt00,rush_att,0,,,,,
player,201109180det,kan,BreaSt00,rush_yds,0,,,,,
player,201109180det,kan,BreaSt00,rush_td,0,,,,,
player,201109180det,kan,BreaSt00,rush_long,0,,,,,
player,201109180det,kan,BreaSt00,targets,2,,,,,
player,201109180det,kan,BreaSt00,rec,1,,,,,
player,201109180det,kan,BreaSt00,rec_yds,7,,,,,
player,201109180det,kan,BreaSt00,rec_td,0,,,,,
player,201109180det,kan,BreaSt00,rec_long,7,,,,,
player,201109180det,kan,BreaSt00,fumbles,0,,,,,
player,201109180det,kan,BreaSt00,fumbles_lost,,,,,,
player,201109180det,kan,UrbaJe00,pass_cmp,0,,,,,
player,201109180det,kan,UrbaJe00,pass_att,0,,,,,
player,201109180det,kan,UrbaJe00,pass_yds,0,,,,,
player,201109180det,kan,UrbaJe00,pass_td,0,,,,,
player,201109180det,kan,UrbaJe00,pass_int,0,,,,,
player,201109180det,kan,UrbaJe00,pass_sacked,0,,,,,
player,201109180det,kan,UrbaJe00,pass_sacked_yds,0,,,,,
player,201109180det,kan,UrbaJe00,pass_long,0,,,,,
player,201109180det,kan,UrbaJe00,pass_rating,,,,,,
player,201109180det,kan,UrbaJe00,rush_att,0,,,,,
player,201109180det,kan,UrbaJe00,rush_yds,0,,,,,
player,201109180det,kan,UrbaJe00,rush_td,0,,,,,
player,201109180det,kan,UrbaJe00,rush_long,0,,,,,
player,201109180det,kan,UrbaJe00,targets,3,,,,,
player,201109180det,kan,UrbaJe00,rec,1,,,,,
player,201109180det,kan,UrbaJe00,rec_yds,6,,,,,
player,201109180det,kan,UrbaJe00,rec_td,0,,,,,
player,201109180det,kan,UrbaJe00,rec_long,6,,,,,
player,201109180det,kan,UrbaJe00,fumbles,0,,,,,
player,201109180det,kan,UrbaJe00,fumbles_lost,,,,,,
player,201109180det,det,StafMa00,pass_cmp,23,,,,,
player,201109180det,det,StafMa00,pass_att,39,,,,,
player,201109180det,det,StafMa00,pass_yds,294,,,,,
player,201109180det,det,StafMa00,pass_td,4,,,,,
player,201109180det,det,StafMa00,pass_int,1,,,,,
player,201109180det,det,StafMa00,pass_sacked,0,,,,,
player,201109180det,det,StafMa00,pass_sacked_yds,0,,,,,
player,201109180det,det,StafMa00,pass_long,43,,,,,
player,201109180det,det,StafMa00,pass_rating,106.1,,,,,
player,201109180det,det,StafMa00,rush_att,1,,,,,
player,201109180det,det,StafMa00,rush_yds,1,,,,,
player,201109180det,det,StafMa00,rush_td,0,,,,,
player,201109180det,det,StafMa00,rush_long,1,,,,,
player,201109180det,det,StafMa00,targets,0,,,,,
player,201109180det,det,StafMa00,rec,0,,,,,
player,201109180det,det,StafMa00,rec_yds,0,,,,,
player,201109180det,det,StafMa00,rec_td,0,,,,,
player,201109180det,det,StafMa00,rec_long,0,,,,,
player,201109180det,det,StafMa00,fumbles,0,,,,,
player,201109180det,det,StafMa00,fumbles_lost,,,,,,
player,201109180det,det,HillSh00,pass_cmp,1,,,,,
player,201109180det,det,HillSh00,pass_att,1,,,,,
player,201109180det,det,HillSh00,pass_yds,28,,,,,
player,201109180det,det,HillSh00,pass_td,0,,,,,
player,201109180det,det,HillSh00,pass_int,0,,,,,
player,201109180det,det,HillSh00,pass_sacked,0,,,,,
player,201109180det,det,HillSh00,pass_sacked_yds,0,,,,,
player,201109180det,det,HillSh00,pass_long,28,,,,,
player,201109180det,det,HillSh00,pass_rating,118.7,,,,,
player,201109180det,det,HillSh00,rush_att,0,,,,,
player,201109180det,det,HillSh00,rush_yds,0,,,,,
player,201109180det,det,HillSh00,rush_td,0,,,,,
player,201109180det,det,HillSh00,rush_long,0,,,,,
player,201109180det,det,HillSh00,targets,0,,,,,
player,201109180det,det,HillSh00,rec,0,,,,,
player,201109180det,det,HillSh00,rec_yds,0,,,,,
player,201109180det,det,HillSh00,rec_td,0,,,,,
player,201109180det,det,HillSh00,rec_long,0,,,,,
player,201109180det,det,HillSh00,fumbles,0,,,,,
player,201109180det,det,HillSh00,fumbles_lost,,,,,,
player,201109180det,det,BestJa00,pass_cmp,0,,,,,
player,201109180det,det,BestJa00,pass_att,0,,,,,
player,201109180det,det,BestJa00,pass_yds,0,,,,,
player,201109180det,det,BestJa00,pass_td,0,,,,,
player,201109180det,det,BestJa00,pass_int,0,,,,,
player,201109180det,det,BestJa00,pass_sacked,0,,,,,
player,201109180det,det,BestJa00,pass_sacked_yds,0,,,,,
player,201109180det,det,BestJa00,pass_long,0,,,,,
player,201109180det,det,BestJa00,pass_rating,,,,,,
player,201109180det,det,BestJa00,rush_att,16,,,,,
player,201109180det,det,BestJa00,rush_yds,57,,,,,
player,201109180det,det,BestJa00,rush_td,1,,,,,
player,201109180det,det,BestJa00,rush_long,12,,,,,
player,201109180det,det,BestJa00,targets,8,,,,,
player,201109180det,det,BestJa00,rec,6,,,,,
player,201109180det,det,BestJa00,rec_yds,66,,,,,
player,201109180det,det,BestJa00,rec_td,1,,,,,
player,201109180det,det,BestJa00,rec_long,35,,,,,
player,201109180det,det,BestJa00,fumbles,0,,,,,
player,201109180det,det,BestJa00,fumbles_lost,,,,,,
player,201109180det,det,WillKe03,pass_cmp,0,,,,,
player,201109180det,det,WillKe03,pass_att,0,,,,,
player,201109180det,det,WillKe03,pass_yds,0,,,,,
player,201109180det,det,WillKe03,pass_td,0,,,,,
player,201109180det,det,WillKe03,pass_int,0,,,,,
player,201109180det,det,WillKe03,pass_sacked,0,,,,,
player,201109180det,det,WillKe03,pass_sacked_yds,0,,,,,
player,201109180det,det,WillKe03,pass_long,0,,,,,
player,201109180det,det,WillKe03,pass_rating,,,,,,
player,201109180det,det,WillKe03,rush_att,9,,,,,
player,201109180det,det,WillKe03,rush_yds,25,,,,,
player,201109180det,det,WillKe03,rush_td,1,,,,,
player,201109180det,det,WillKe03,rush_long,14,,,,,
player,201109180det,det,WillKe03,targets,0,,,,,
player,201109180det,det,WillKe03,rec,0,,,,,
player,201109180det,det,WillKe03,rec_yds,0,,,,,
player,201109180det,det,WillKe03,rec_td,0,,,,,
player,201109180det,det,WillKe03,rec_long,0,,,,,
player,201109180det,det,WillKe03,fumbles,1,,,,,
player,201109180det,det,WillKe03,fumbles_lost,0,,,,,
player,201109180det,det,HarrJe00,pass_cmp,0,,,,,
player,201109180det,det,HarrJe00,pass_att,0,,,,,
player,201109180det,det,HarrJe00,pass_yds,0,,,,,
player,201109180det,det,HarrJe00,pass_td,0,,,,,
player,201109180det,det,HarrJe00,pass_int,0,,,,,
player,201109180det,det,HarrJe00,pass_sacked,0,,,,,
player,201109180det,det,HarrJe00,pass_sacked_yds,0,,,,,
player,201109180det,det,HarrJe00,pass_long,0,,,,,
player,201109180det,det,HarrJe00,pass_rating,,,,,,
player,201109180det,det,HarrJe00,rush_att,4,,,,,
player,201109180det,det,HarrJe00,rush_yds,6,,,,,
player,201109180det,det,HarrJe00,rush_td,0,,,,,
player,201109180det,det,HarrJe00,rush_long,3,,,,,
player,201109180det,det,HarrJe00,targets,0,,,,,
player,201109180det,det,HarrJe00,rec,0,,,,,
player,201109180det,det,HarrJe00,rec_yds,0,,,,,
player,201109180det,det,HarrJe00,rec_td,0,,,,,
player,201109180det,det,HarrJe00,rec_long,0,,,,,
player,201109180det,det,HarrJe00,fumbles,0,,,,,
player,201109180det,det,HarrJe00,fumbles_lost,,,,,,
player,201109180det,det,BurlNa00,pass_cmp,0,,,,,
player,201109180det,det,BurlNa00,pass_att,0,,,,,
player,201109180det,det,BurlNa00,pass_yds,0,,,,,
player,201109180det,det,BurlNa00,pass_td,0,,,,,
player,201109180det,det,BurlNa00,pass_int,0,,,,,
player,201109180det,det,BurlNa00,pass_sacked,0,,,,,
player,201109180det,det,BurlNa00,pass_sacked_yds,0,,,,,
player,201109180det,det,BurlNa00,pass_long,0,,,,,
player,201109180det,det,BurlNa00,pass_rating,,,,,,
player,201109180det,det,BurlNa00,rush_att,0,,,,,
player,201109180det,det,BurlNa00,rush_yds,0,,,,,
player,201109180det,det,BurlNa00,rush_td,0,,,,,
player,201109180det,det,BurlNa00,rush_long,0,,,,,
player,201109180det,det,BurlNa00,targets,9,,,,,
player,201109180det,det,BurlNa00,rec,7,,,,,
player,201109180det,det,BurlNa00,rec_yds,93,,,,,
player,201109180det,det,BurlNa00,rec_td,0,,,,,
player,201109180det,det,BurlNa00,rec_long,29,,,,,
player,201109180det,det,BurlNa00,fumbles,0,,,,,
player,201109180det,det,BurlNa00,fumbles_lost,,,,,,
player,201109180det,det,YounTi00,pass_cmp,0,,,,,
player,201109180det,det,YounTi00,pass_att,0,,,,,
player,201109180det,det,YounTi00,pass_yds,0,,,,,
player,201109180det,det,YounTi00,pass_td,0,,,,,
player,201109180det,det,YounTi00,pass_int,0,,,,,
player,201109180det,det,YounTi00,pass_sacked,0,,,,,
player,201109180det,det,YounTi00,pass_sacked_yds,0,,,,,
player,201109180det,det,YounTi00,pass_long,0,,,,,
player,201109180det,det,YounTi00,pass_rating,,,,,,
player,201109180det,det,YounTi00,rush_att,0,,,,,
player,201109180det,det,YounTi00,rush_yds,0,,,,,
player,201109180det,det,YounTi00,rush_td,0,,,,,
player,201109180det,det,YounTi00,rush_long,0,,,,,
player,201109180det,det,YounTi00,targets,7,,,,,
player,201109180det,det,YounTi00,rec,5,,,,,
player,201109180det,det,YounTi00,rec_yds,89,,,,,
player,201109180det,det,YounTi00,rec_td,0,,,,,
player,201109180det,det,YounTi00,rec_long,43,,,,,
player,201109180det,det,YounTi00,fumbles,0,,,,,
player,201109180det,det,YounTi00,fumbles_lost,,,,,,
player,201109180det,det,ScheTo00,pass_cmp,0,,,,,
player,201109180det,det,ScheTo00,pass_att,0,,,,,
player,201109180det,det,ScheTo00,pass_yds,0,,,,,
player,201109180det,det,ScheTo00,pass_td,0,,,,,
player,201109180det,det,ScheTo00,pass_int,0,,,,,
player,201109180det,det,ScheTo00,pass_sacked,0,,,,,
player,201109180det,det,ScheTo00,pass_sacked_yds,0,,,,,
player,201109180det,det,ScheTo00,pass_long,0,,,,,
player,201109180det,det,ScheTo00,pass_rating,,,,,,
player,201109180det,det,ScheTo00,rush_att,0,,,,,
player,201109180det,det,ScheTo00,rush_yds,0,,,,,
player,201109180det,det,ScheTo00,rush_td,0,,,,,
player,201109180det,det,ScheTo00,rush_long,0,,,,,
player,201109180det,det,ScheTo00,targets,4,,,,,
player,201109180det,det,ScheTo00,rec,1,,,,,
player,201109180det,det,ScheTo00,rec_yds,36,,,,,
player,201109180det,det,ScheTo00,rec_td,1,,,,,
player,201109180det,det,ScheTo00,rec_long,36,,,,,
player,201109180det,det,ScheTo00,fumbles,0,,,,,
player,201109180det,det,ScheTo00,fumbles_lost,,,,,,
player,201109180det,det,JohnCa00,pass_cmp,0,,,,,
player,201109180det,det,JohnCa00,pass_att,0,,,,,
player,201109180det,det,JohnCa00,pass_yds,0,,,,,
player,201109180det,det,JohnCa00,pass_td,0,,,,,
player,201109180det,det,JohnCa00,pass_int,0,,,,,
player,201109180det,det,JohnCa00,pass_sacked,0,,,,,
player,201109180det,det,JohnCa00,pass_sacked_yds,0,,,,,
player,201109180det,det,JohnCa00,pass_long,0,,,,,
player,201109180det,det,JohnCa00,pass_rating,,,,,,
player,201109180det,det,JohnCa00,rush_att,0,,,,,
player,201109180det,det,JohnCa00,rush_yds,0,,,,,
player,201109180det,det,JohnCa00,rush_td,0,,,,,
player,201109180det,det,JohnCa00,rush_long,0,,,,,
player,201109180det,det,JohnCa00,targets,7,,,,,
player,201109180det,det,JohnCa00,rec,3,,,,,
player,201109180det,det,JohnCa00,rec_yds,29,,,,,
player,201109180det,det,JohnCa00,rec_td,2,,,,,
player,201109180det,det,JohnCa00,rec_long,15,,,,,
player,201109180det,det,JohnCa00,fumbles,0,,,,,
player,201109180det,det,JohnCa00,fumbles_lost,,,,,,
player,201109180det,det,PettBr00,pass_cmp,0,,,,,
player,201109180det,det,PettBr00,pass_att,0,,,,,
player,201109180det,det,PettBr00,pass_yds,0,,,,,
player,201109180det,det,PettBr00,pass_td,0,,,,,
player,201109180det,det,PettBr00,pass_int,0,,,,,
player,201109180det,det,PettBr00,pass_sacked,0,,,,,
player,201109180det,det,PettBr00,pass_sacked_yds,0,,,,,
player,201109180det,det,PettBr00,pass_long,0,,,,,
player,201109180det,det,PettBr00,pass_rating,,,,,,
player,201109180det,det,PettBr00,rush_att,0,,,,,
player,201109180det,det,PettBr00,rush_yds,0,,,,,
player,201109180det,det,PettBr00,rush_td,0,,,,,
player,201109180det,det,PettBr00,rush_long,0,,,,,
player,201109180det,det,PettBr00,targets,3,,,,,
player,201109180det,det,PettBr00,rec,1,,,,,
player,201109180det,det,PettBr00,rec_yds,7,,,,,
player,201109180det,det,PettBr00,rec_td,0,,,,,
player,201109180det,det,PettBr00,rec_long,7,,,,,
player,201109180det,det,PettBr00,fumbles,0,,,,,
player,201109180det,det,PettBr00,fumbles_lost,,,,,,
player,201109180det,det,HellWi00,pass_cmp,0,,,,,
player,201109180det,det,HellWi00,pass_att,0,,,,,
player,201109180det,det,HellWi00,pass_yds,0,,,,,
player,201109180det,det,HellWi00,pass_td,0,,,,,
player,201109180det,det,HellWi00,pass_int,0,,,,,
player,201109180det,det,HellWi00,pass_sacked,0,,,,,
player,201109180det,det,HellWi00,pass_sacked_yds,0,,,,,
player,201109180det,det,HellWi00,pass_long,0,,,,,
player,201109180det,det,HellWi00,pass_rating,,,,,,
player,201109180det,det,HellWi00,rush_att,0,,,,,
player,201109180det,det,HellWi00,rush_yds,0,,,,,
player,201109180det,det,HellWi00,rush_td,0,,,,,
player,201109180det,det,HellWi00,rush_long,0,,,,,
player,201109180det,det,HellWi00,targets,1,,,,,
player,201109180det,det,HellWi00,rec,1,,,,,
player,201109180det,det,HellWi00,rec_yds,2,,,,,
player,201109180det,det,HellWi00,rec_td,0,,,,,
player,201109180det,det,HellWi00,rec_long,2,,,,,
player,201109180det,det,HellWi00,fumbles,0,,,,,
player,201109180det,det,HellWi00,fumbles_lost,,,,,,
player,201109180det,kan,McGrJo21,def_int,1,,,,,
player,201109180det,kan,McGrJo21,def_int_yds,4,,,,,
player,201109180det,kan,McGrJo21,def_int_td,0,,,,,
player,201109180det,kan,McGrJo21,def_int_long,4,,,,,
player,201109180det,kan,McGrJo21,pass_defended,2,,,,,
player,201109180det,kan,McGrJo21,sacks,0.0,,,,,
player,201109180det,kan,McGrJo21,tackles_combined,10,,,,,
player,201109180det,kan,McGrJo21,tackles_solo,5,,,,,
player,201109180det,kan,McGrJo21,tackles_assists,5,,,,,
player,201109180det,kan,McGrJo21,tackles_loss,1,,,,,
player,201109180det,kan,McGrJo21,qb_hits,0,,,,,
player,201109180det,kan,McGrJo21,fumbles_rec,0,,,,,
player,201109180det,kan,McGrJo21,fumbles_rec_yds,0,,,,,
player,201109180det,kan,McGrJo21,fumbles_rec_td,0,,,,,
player,201109180det,kan,McGrJo21,fumbles_forced,0,,,,,
player,201109180det,kan,PiscSa99,def_int,0,,,,,
player,201109180det,kan,PiscSa99,def_int_yds,0,,,,,
player,201109180det,kan,PiscSa99,def_int_td,0,,,,,
player,201109180det,kan,PiscSa99,def_int_long,0,,,,,
player,201109180det,kan,PiscSa99,pass_defended,0,,,,,
player,201109180det,kan,PiscSa99,sacks,0.0,,,,,
