game,2011,16,20111222,201112220clt,htx,"Houston Texans",16,clt,"Indianapolis Colts",19
player,201112220clt,htx,CaseJa00,pass_rating,,,,,,
player,201112220clt,htx,CaseJa00,rush_att,0,,,,,
player,201112220clt,htx,CaseJa00,rush_yds,0,,,,,
player,201112220clt,htx,CaseJa00,rush_td,0,,,,,
player,201112220clt,htx,CaseJa00,rush_long,0,,,,,
player,201112220clt,htx,CaseJa00,targets,1,,,,,
player,201112220clt,htx,CaseJa00,rec,0,,,,,
player,201112220clt,htx,CaseJa00,rec_yds,0,,,,,
player,201112220clt,htx,CaseJa00,rec_td,0,,,,,
player,201112220clt,htx,CaseJa00,rec_long,0,,,,,
player,201112220clt,htx,CaseJa00,fumbles,0,,,,,
player,201112220clt,htx,CaseJa00,fumbles_lost,,,,,,
player,201112220clt,htx,JohnBr02,pass_cmp,0,,,,,
player,201112220clt,htx,JohnBr02,pass_att,0,,,,,
player,201112220clt,htx,JohnBr02,pass_yds,0,,,,,
player,201112220clt,htx,JohnBr02,pass_td,0,,,,,
player,201112220clt,htx,JohnBr02,pass_int,0,,,,,
player,201112220clt,htx,JohnBr02,pass_sacked,0,,,,,
player,201112220clt,htx,JohnBr02,pass_sacked_yds,0,,,,,
player,201112220clt,htx,JohnBr02,pass_long,0,,,,,
player,201112220clt,htx,JohnBr02,pass_rating,,,,,,
player,201112220clt,htx,JohnBr02,rush_att,0,,,,,
player,201112220clt,htx,JohnBr02,rush_yds,0,,,,,
player,201112220clt,htx,JohnBr02,rush_td,0,,,,,
player,201112220clt,htx,JohnBr02,rush_long,0,,,,,
player,201112220clt,htx,JohnBr02,targets,1,,,,,
player,201112220clt,htx,JohnBr02,rec,0,,,,,
player,201112220clt,htx,JohnBr02,rec_yds,0,,,,,
player,201112220clt,htx,JohnBr02,rec_td,0,,,,,
player,201112220clt,htx,JohnBr02,rec_long,0,,,,,
player,201112220clt,htx,JohnBr02,fumbles,0,,,,,
player,201112220clt,htx,JohnBr02,fumbles_lost,,,,,,
player,201112220clt,htx,TateBe00,pass_cmp,0,,,,,
player,201112220clt,htx,TateBe00,pass_att,0,,,,,
player,201112220clt,htx,TateBe00,pass_yds,0,,,,,
player,201112220clt,htx,TateBe00,pass_td,0,,,,,
player,201112220clt,htx,TateBe00,pass_int,0,,,,,
player,201112220clt,htx,TateBe00,pass_sacked,0,,,,,
player,201112220clt,htx,TateBe00,pass_sacked_yds,0,,,,,
player,201112220clt,htx,TateBe00,pass_long,0,,,,,
player,201112220clt,htx,TateBe00,pass_rating,,,,,,
player,201112220clt,htx,TateBe00,rush_att,6,,,,,
player,201112220clt,htx,TateBe00,rush_yds,-1,,,,,
player,201112220clt,htx,TateBe00,rush_td,0,,,,,
player,201112220clt,htx,TateBe00,rush_long,5,,,,,
player,201112220clt,htx,TateBe00,targets,0,,,,,
player,201112220clt,htx,TateBe00,rec,0,,,,,
player,201112220clt,htx,TateBe00,rec_yds,0,,,,,
player,201112220clt,htx,TateBe00,rec_td,0,,,,,
player,201112220clt,htx,TateBe00,rec_long,0,,,,,
player,201112220clt,htx,TateBe00,fumbles,0,,,,,
player,201112220clt,htx,TateBe00,fumbles_lost,,,,,,
player,201112220clt,clt,OrloDa00,pass_cmp,23,,,,,
player,201112220clt,clt,OrloDa00,pass_att,41,,,,,
player,201112220clt,clt,OrloDa00,pass_yds,244,,,,,
player,201112220clt,clt,OrloDa00,pass_td,1,,,,,
player,201112220clt,clt,OrloDa00,pass_int,0,,,,,
player,201112220clt,clt,OrloDa00,pass_sacked,3,,,,,
player,201112220clt,clt,OrloDa00,pass_sacked_yds,19,,,,,
player,201112220clt,clt,OrloDa00,pass_long,34,,,,,
player,201112220clt,clt,OrloDa00,pass_rating,81.8,,,,,
player,201112220clt,clt,OrloDa00,rush_att,1,,,,,
player,201112220clt,clt,OrloDa00,rush_yds,2,,,,,
player,201112220clt,clt,OrloDa00,rush_td,0,,,,,
player,201112220clt,clt,OrloDa00,rush_long,2,,,,,
player,201112220clt,clt,OrloDa00,targets,0,,,,,
player,201112220clt,clt,OrloDa00,rec,0,,,,,
player,201112220clt,clt,OrloDa00,rec_yds,0,,,,,
player,201112220clt,clt,OrloDa00,rec_td,0,,,,,
player,201112220clt,clt,OrloDa00,rec_long,0,,,,,
player,201112220clt,clt,OrloDa00,fumbles,1,,,,,
player,201112220clt,clt,OrloDa00,fumbles_lost,1,,,,,
player,201112220clt,clt,AddaJo00,pass_cmp,0,,,,,
player,201112220clt,clt,AddaJo00,pass_att,0,,,,,
player,201112220clt,clt,AddaJo00,pass_yds,0,,,,,
player,201112220clt,clt,AddaJo00,pass_td,0,,,,,
player,201112220clt,clt,AddaJo00,pass_int,0,,,,,
player,201112220clt,clt,AddaJo00,pass_sacked,0,,,,,
player,201112220clt,clt,AddaJo00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,AddaJo00,pass_long,0,,,,,
player,201112220clt,clt,AddaJo00,pass_rating,,,,,,
player,201112220clt,clt,AddaJo00,rush_att,19,,,,,
player,201112220clt,clt,AddaJo00,rush_yds,59,,,,,
player,201112220clt,clt,AddaJo00,rush_td,0,,,,,
player,201112220clt,clt,AddaJo00,rush_long,12,,,,,
player,201112220clt,clt,AddaJo00,targets,1,,,,,
player,201112220clt,clt,AddaJo00,rec,1,,,,,
player,201112220clt,clt,AddaJo00,rec_yds,8,,,,,
player,201112220clt,clt,AddaJo00,rec_td,0,,,,,
player,201112220clt,clt,AddaJo00,rec_long,8,,,,,
player,201112220clt,clt,AddaJo00,fumbles,1,,,,,
player,201112220clt,clt,AddaJo00,fumbles_lost,0,,,,,
player,201112220clt,clt,BrowDo00,pass_cmp,0,,,,,
player,201112220clt,clt,BrowDo00,pass_att,0,,,,,
player,201112220clt,clt,BrowDo00,pass_yds,0,,,,,
player,201112220clt,clt,BrowDo00,pass_td,0,,,,,
player,201112220clt,clt,BrowDo00,pass_int,0,,,,,
player,201112220clt,clt,BrowDo00,pass_sacked,0,,,,,
player,201112220clt,clt,BrowDo00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,BrowDo00,pass_long,0,,,,,
player,201112220clt,clt,BrowDo00,pass_rating,,,,,,
player,201112220clt,clt,BrowDo00,rush_att,11,,,,,
player,201112220clt,clt,BrowDo00,rush_yds,35,,,,,
player,201112220clt,clt,BrowDo00,rush_td,0,,,,,
player,201112220clt,clt,BrowDo00,rush_long,11,,,,,
player,201112220clt,clt,BrowDo00,targets,3,,,,,
player,201112220clt,clt,BrowDo00,rec,2,,,,,
player,201112220clt,clt,BrowDo00,rec_yds,13,,,,,
player,201112220clt,clt,BrowDo00,rec_td,0,,,,,
player,201112220clt,clt,BrowDo00,rec_long,10,,,,,
player,201112220clt,clt,BrowDo00,fumbles,0,,,,,
player,201112220clt,clt,BrowDo00,fumbles_lost,,,,,,
player,201112220clt,clt,WaynRe00,pass_cmp,0,,,,,
player,201112220clt,clt,WaynRe00,pass_att,0,,,,,
player,201112220clt,clt,WaynRe00,pass_yds,0,,,,,
player,201112220clt,clt,WaynRe00,pass_td,0,,,,,
player,201112220clt,clt,WaynRe00,pass_int,0,,,,,
player,201112220clt,clt,WaynRe00,pass_sacked,0,,,,,
player,201112220clt,clt,WaynRe00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,WaynRe00,pass_long,0,,,,,
player,201112220clt,clt,WaynRe00,pass_rating,,,,,,
player,201112220clt,clt,WaynRe00,rush_att,0,,,,,
player,201112220clt,clt,WaynRe00,rush_yds,0,,,,,
player,201112220clt,clt,WaynRe00,rush_td,0,,,,,
player,201112220clt,clt,WaynRe00,rush_long,0,,,,,
player,201112220clt,clt,WaynRe00,targets,14,,,,,
player,201112220clt,clt,WaynRe00,rec,8,,,,,
player,201112220clt,clt,WaynRe00,rec_yds,106,,,,,
player,201112220clt,clt,WaynRe00,rec_td,1,,,,,
player,201112220clt,clt,WaynRe00,rec_long,34,,,,,
player,201112220clt,clt,WaynRe00,fumbles,0,,,,,
player,201112220clt,clt,WaynRe00,fumbles_lost,,,,,,
player,201112220clt,clt,GarcPi00,pass_cmp,0,,,,,
player,201112220clt,clt,GarcPi00,pass_att,0,,,,,
player,201112220clt,clt,GarcPi00,pass_yds,0,,,,,
player,201112220clt,clt,GarcPi00,pass_td,0,,,,,
player,201112220clt,clt,GarcPi00,pass_int,0,,,,,
player,201112220clt,clt,GarcPi00,pass_sacked,0,,,,,
player,201112220clt,clt,GarcPi00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,GarcPi00,pass_long,0,,,,,
player,201112220clt,clt,GarcPi00,pass_rating,,,,,,
player,201112220clt,clt,GarcPi00,rush_att,0,,,,,
player,201112220clt,clt,GarcPi00,rush_yds,0,,,,,
player,201112220clt,clt,GarcPi00,rush_td,0,,,,,
player,201112220clt,clt,GarcPi00,rush_long,0,,,,,
player,201112220clt,clt,GarcPi00,targets,12,,,,,
player,201112220clt,clt,GarcPi00,rec,6,,,,,
player,201112220clt,clt,GarcPi00,rec_yds,50,,,,,
player,201112220clt,clt,GarcPi00,rec_td,0,,,,,
player,201112220clt,clt,GarcPi00,rec_long,16,,,,,
player,201112220clt,clt,GarcPi00,fumbles,0,,,,,
player,201112220clt,clt,GarcPi00,fumbles_lost,,,,,,
player,201112220clt,clt,CollAu00,pass_cmp,0,,,,,
player,201112220clt,clt,CollAu00,pass_att,0,,,,,
player,201112220clt,clt,CollAu00,pass_yds,0,,,,,
player,201112220clt,clt,CollAu00,pass_td,0,,,,,
player,201112220clt,clt,CollAu00,pass_int,0,,,,,
player,201112220clt,clt,CollAu00,pass_sacked,0,,,,,
player,201112220clt,clt,CollAu00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,CollAu00,pass_long,0,,,,,
player,201112220clt,clt,CollAu00,pass_rating,,,,,,
player,201112220clt,clt,CollAu00,rush_att,0,,,,,
player,201112220clt,clt,CollAu00,rush_yds,0,,,,,
player,201112220clt,clt,CollAu00,rush_td,0,,,,,
player,201112220clt,clt,CollAu00,rush_long,0,,,,,
player,201112220clt,clt,CollAu00,targets,6,,,,,
player,201112220clt,clt,CollAu00,rec,3,,,,,
player,201112220clt,clt,CollAu00,rec_yds,49,,,,,
player,201112220clt,clt,CollAu00,rec_td,0,,,,,
player,201112220clt,clt,CollAu00,rec_long,25,,,,,
player,201112220clt,clt,CollAu00,fumbles,0,,,,,
player,201112220clt,clt,CollAu00,fumbles_lost,,,,,,
player,201112220clt,clt,TammJa00,pass_cmp,0,,,,,
player,201112220clt,clt,TammJa00,pass_att,0,,,,,
player,201112220clt,clt,TammJa00,pass_yds,0,,,,,
player,201112220clt,clt,TammJa00,pass_td,0,,,,,
player,201112220clt,clt,TammJa00,pass_int,0,,,,,
player,201112220clt,clt,TammJa00,pass_sacked,0,,,,,
player,201112220clt,clt,TammJa00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,TammJa00,pass_long,0,,,,,
player,201112220clt,clt,TammJa00,pass_rating,,,,,,
player,201112220clt,clt,TammJa00,rush_att,0,,,,,
player,201112220clt,clt,TammJa00,rush_yds,0,,,,,
player,201112220clt,clt,TammJa00,rush_td,0,,,,,
player,201112220clt,clt,TammJa00,rush_long,0,,,,,
player,201112220clt,clt,TammJa00,targets,2,,,,,
player,201112220clt,clt,TammJa00,rec,1,,,,,
player,201112220clt,clt,TammJa00,rec_yds,10,,,,,
player,201112220clt,clt,TammJa00,rec_td,0,,,,,
player,201112220clt,clt,TammJa00,rec_long,10,,,,,
player,201112220clt,clt,TammJa00,fumbles,0,,,,,
player,201112220clt,clt,TammJa00,fumbles_lost,,,,,,
player,201112220clt,clt,EldrBr00,pass_cmp,0,,,,,
player,201112220clt,clt,EldrBr00,pass_att,0,,,,,
player,201112220clt,clt,EldrBr00,pass_yds,0,,,,,
player,201112220clt,clt,EldrBr00,pass_td,0,,,,,
player,201112220clt,clt,EldrBr00,pass_int,0,,,,,
player,201112220clt,clt,EldrBr00,pass_sacked,0,,,,,
player,201112220clt,clt,EldrBr00,pass_sacked_yds,0,,,,,
player,201112220clt,clt,EldrBr00,pass_long,0,,,,,
player,201112220clt,clt,EldrBr00,pass_rating,,,,,,
player,201112220clt,clt,EldrBr00,rush_att,0,,,,,
player,201112220clt,clt,EldrBr00,rush_yds,0,,,,,
player,201112220clt,clt,EldrBr00,rush_td,0,,,,,
player,201112220clt,clt,EldrBr00,rush_long,0,,,,,
player,201112220clt,clt,EldrBr00,targets,2,,,,,
player,201112220clt,clt,EldrBr00,rec,2,,,,,
player,201112220clt,clt,EldrBr00,rec_yds,8,,,,,
player,201112220clt,clt,EldrBr00,rec_td,0,,,,,
player,201112220clt,clt,EldrBr00,rec_long,5,,,,,
player,201112220clt,clt,EldrBr00,fumbles,0,,,,,
player,201112220clt,clt,EldrBr00,fumbles_lost,,,,,,
player,201112220clt,clt,CartDe01,pass_cmp,0,,,,,
player,201112220clt,clt,CartDe01,pass_att,0,,,,,
player,201112220clt,clt,CartDe01,pass_yds,0,,,,,
player,201112220clt,clt,CartDe01,pass_td,0,,,,,
player,201112220clt,clt,CartDe01,pass_int,0,,,,,
player,201112220clt,clt,CartDe01,pass_sacked,0,,,,,
player,201112220clt,clt,CartDe01,pass_sacked_yds,0,,,,,
player,201112220clt,clt,CartDe01,pass_long,0,,,,,
player,201112220clt,clt,CartDe01,pass_rating,,,,,,
player,201112220clt,clt,CartDe01,rush_att,1,,,,,
player,201112220clt,clt,CartDe01,rush_yds,-1,,,,,
player,201112220clt,clt,CartDe01,rush_td,0,,,,,
player,201112220clt,clt,CartDe01,rush_long,-1,,,,,
player,201112220clt,clt,CartDe01,targets,0,,,,,
player,201112220clt,clt,CartDe01,rec,0,,,,,
player,201112220clt,clt,CartDe01,rec_yds,0,,,,,
player,201112220clt,clt,CartDe01,rec_td,0,,,,,
player,201112220clt,clt,CartDe01,rec_long,0,,,,,
player,201112220clt,clt,CartDe01,fumbles,0,,,,,
player,201112220clt,clt,CartDe01,fumbles_lost,,,,,,
player,201112220clt,htx,CushBr99,def_int,0,,,,,
player,201112220clt,htx,CushBr99,def_int_yds,0,,,,,
player,201112220clt,htx,CushBr99,def_int_td,0,,,,,
player,201112220clt,htx,CushBr99,def_int_long,0,,,,,
player,201112220clt,htx,CushBr99,pass_defended,0,,,,,
player,201112220clt,htx,CushBr99,sacks,1.0,,,,,
player,201112220clt,htx,CushBr99,tackles_combined,12,,,,,
player,201112220clt,htx,CushBr99,tackles_solo,7,,,,,
player,201112220clt,htx,CushBr99,tackles_assists,5,,,,,
player,201112220clt,htx,CushBr99,tackles_loss,0,,,,,
player,201112220clt,htx,CushBr99,qb_hits,1,,,,,
player,201112220clt,htx,CushBr99,fumbles_rec,0,,,,,
player,201112220clt,htx,CushBr99,fumbles_rec_yds,0,,,,,
player,201112220clt,htx,CushBr99,fumbles_rec_td,0,,,,,
player,201112220clt,htx,CushBr99,fumbles_forced,2,,,,,
player,201112220clt,htx,WattJ.00,def_int,0,,,,,
player,201112220clt,htx,WattJ.00,def_int_yds,0,,,,,
player,201112220clt,htx,WattJ.00,def_int_td,0,,,,,
player,201112220clt,htx,WattJ.00,def_int_long,0,,,,,
player,201112220clt,htx,WattJ.00,pass_defended,3,,,,,
player,201112220clt,htx,WattJ.00,sacks,1.0,,,,,
player,201112220clt,htx,WattJ.00,tackles_combined,5,,,,,
player,201112220clt,htx,WattJ.00,tackles_solo,5,,,,,
player,201112220clt,htx,WattJ.00,tackles_assists,0,,,,,
player,201112220clt,htx,WattJ.00,tackles_loss,2,,,,,
player,201112220clt,htx,WattJ.00,qb_hits,3,,,,,
player,201112220clt,htx,WattJ.00,fumbles_rec,0,,,,,
player,201112220clt,htx,WattJ.00,fumbles_rec_yds,0,,,,,
player,201112220clt,htx,WattJ.00,fumbles_rec_td,0,,,,,
player,201112220clt,htx,WattJ.00,fumbles_forced,0,,,,,
player,201112220clt,htx,BarwCo99,def_int,0,,,,,
player,201112220clt,htx,BarwCo99,def_int_yds,0,,,,,
player,201112220clt,htx,BarwCo99,def_int_td,0,,,,,
player,201112220clt,htx,BarwCo99,def_int_long,0,,,,,
player,201112220clt,htx,BarwCo99,pass_defended,0,,,,,
player,201112220clt,htx,BarwCo99,sacks,1.0,,,,,
player,201112220clt,htx,BarwCo99,tackles_combined,3,,,,,
player,201112220clt,htx,BarwCo99,tackles_solo,2,,,,,
player,201112220clt,htx,BarwCo99,tackles_assists,1,,,,,
player,201112220clt,htx,BarwCo99,tackles_loss,1,,,,,
player,201112220clt,htx,BarwCo99,qb_hits,1,,,,,
player,201112220clt,htx,BarwCo99,fumbles_rec,0,,,,,
player,201112220clt,htx,BarwCo99,fumbles_rec_yds,0,,,,,
player,201112220clt,htx,BarwCo99,fumbles_rec_td,0,,,,,
player,201112220clt,htx,BarwCo99,fumbles_forced,0,,,,,
player,201112220clt,htx,McCaBr99,def_int,0,,,,,
player,201112220clt,htx,McCaBr99,def_int_yds,0,,,,,
player,201112220clt,htx,McCaBr99,def_int_td,0,,,,,
player,201112220clt,htx,McCaBr99,def_int_long,0,,,,,
player,201112220clt,htx,McCaBr99,pass_defended,2,,,,,
player,201112220clt,htx,McCaBr99,sacks,0.0,,,,,
player,201112220clt,htx,McCaBr99,tackles_combined,7,,,,,
player,201112220clt,htx,McCaBr99,tackles_solo,6,,,,,
player,201112220clt,htx,McCaBr99,tackles_assists,1,,,,,
player,201112220clt,htx,McCaBr99,tackles_loss,0,,,,,
player,201112220clt,htx,McCaBr99,qb_hits,0,,,,,
player,201112220clt,htx,McCaBr99,fumbles_rec,0,,,,,
player,201112220clt,htx,McCaBr99,fumbles_rec_yds,0,,,,,
player,201112220clt,htx,McCaBr99,fumbles_rec_td,0,,,,,
player,201112220clt,htx,McCaBr99,fumbles_forced,0,,,,,
player,201112220clt,htx,RyanDe20,def_int,0,,,,,
player,201112220clt,htx,RyanDe20,def_int_yds,0,,,,,
player,201112220clt,htx,RyanDe20,def_int_td,0,,,,,
player,201112220clt,htx,RyanDe20,def_int_long,0,,,,,
player,201112220clt,htx,RyanDe20,pass_defended,0,,,,,
player,201112220clt,htx,RyanDe20,sacks,0.0,,,,,
player,201112220clt,htx,RyanDe20,tackles_combined,5,,,,,
player,201112220clt,htx,RyanDe20,tackles_solo,3,,,,,
player,201112220clt,htx,RyanDe20,tackles_assists,2,,,,,
player,201112220clt,htx,RyanDe20,tackles_loss,0,,,,,
player,201112220clt,htx,RyanDe20,qb_hits,0,,,,,
player,201112220clt,htx,RyanDe20,fumbles_rec,0,,,,,
