game,2011,10,20111113,201111130dal,buf,"Buffalo Bills",7,dal,"Dallas Cowboys",44
player,201111130dal,buf,FitzRy00,rush_att,3,,,,,
player,201111130dal,buf,FitzRy00,rush_yds,20,,,,,
player,201111130dal,buf,FitzRy00,rush_td,0,,,,,
player,201111130dal,buf,FitzRy00,rush_long,12,,,,,
player,201111130dal,buf,FitzRy00,targets,0,,,,,
player,201111130dal,buf,FitzRy00,rec,0,,,,,
player,201111130dal,buf,FitzRy00,rec_yds,0,,,,,
player,201111130dal,buf,FitzRy00,rec_td,0,,,,,
player,201111130dal,buf,FitzRy00,rec_long,0,,,,,
player,201111130dal,buf,FitzRy00,fumbles,0,,,,,
player,201111130dal,buf,FitzRy00,fumbles_lost,,,,,,
player,201111130dal,buf,JackFr02,pass_cmp,0,,,,,
player,201111130dal,buf,JackFr02,pass_att,0,,,,,
player,201111130dal,buf,JackFr02,pass_yds,0,,,,,
player,201111130dal,buf,JackFr02,pass_td,0,,,,,
player,201111130dal,buf,JackFr02,pass_int,0,,,,,
player,201111130dal,buf,JackFr02,pass_sacked,0,,,,,
player,201111130dal,buf,JackFr02,pass_sacked_yds,0,,,,,
player,201111130dal,buf,JackFr02,pass_long,0,,,,,
player,201111130dal,buf,JackFr02,pass_rating,,,,,,
player,201111130dal,buf,JackFr02,rush_att,13,,,,,
player,201111130dal,buf,JackFr02,rush_yds,114,,,,,
player,201111130dal,buf,JackFr02,rush_td,0,,,,,
player,201111130dal,buf,JackFr02,rush_long,19,,,,,
player,201111130dal,buf,JackFr02,targets,4,,,,,
player,201111130dal,buf,JackFr02,rec,4,,,,,
player,201111130dal,buf,JackFr02,rec_yds,1,,,,,
player,201111130dal,buf,JackFr02,rec_td,0,,,,,
player,201111130dal,buf,JackFr02,rec_long,5,,,,,
player,201111130dal,buf,JackFr02,fumbles,1,,,,,
player,201111130dal,buf,JackFr02,fumbles_lost,1,,,,,
player,201111130dal,buf,SpilC.00,pass_cmp,0,,,,,
player,201111130dal,buf,SpilC.00,pass_att,0,,,,,
player,201111130dal,buf,SpilC.00,pass_yds,0,,,,,
player,201111130dal,buf,SpilC.00,pass_td,0,,,,,
player,201111130dal,buf,SpilC.00,pass_int,0,,,,,
player,201111130dal,buf,SpilC.00,pass_sacked,0,,,,,
player,201111130dal,buf,SpilC.00,pass_sacked_yds,0,,,,,
player,201111130dal,buf,SpilC.00,pass_long,0,,,,,
player,201111130dal,buf,SpilC.00,pass_rating,,,,,,
player,201111130dal,buf,SpilC.00,rush_att,1,,,,,
player,201111130dal,buf,SpilC.00,rush_yds,1,,,,,
player,201111130dal,buf,SpilC.00,rush_td,0,,,,,
player,201111130dal,buf,SpilC.00,rush_long,1,,,,,
player,201111130dal,buf,SpilC.00,targets,0,,,,,
player,201111130dal,buf,SpilC.00,rec,0,,,,,
player,201111130dal,buf,SpilC.00,rec_yds,0,,,,,
player,201111130dal,buf,SpilC.00,rec_td,0,,,,,
player,201111130dal,buf,SpilC.00,rec_long,0,,,,,
player,201111130dal,buf,SpilC.00,fumbles,0,,,,,
player,201111130dal,buf,SpilC.00,fumbles_lost,,,,,,
player,201111130dal,buf,JoneDo00,pass_cmp,0,,,,,
player,201111130dal,buf,JoneDo00,pass_att,0,,,,,
player,201111130dal,buf,JoneDo00,pass_yds,0,,,,,
player,201111130dal,buf,JoneDo00,pass_td,0,,,,,
player,201111130dal,buf,JoneDo00,pass_int,0,,,,,
player,201111130dal,buf,JoneDo00,pass_sacked,0,,,,,
player,201111130dal,buf,JoneDo00,pass_sacked_yds,0,,,,,
player,201111130dal,buf,JoneDo00,pass_long,0,,,,,
player,201111130dal,buf,JoneDo00,pass_rating,,,,,,
player,201111130dal,buf,JoneDo00,rush_att,0,,,,,
player,201111130dal,buf,JoneDo00,rush_yds,0,,,,,
player,201111130dal,buf,JoneDo00,rush_td,0,,,,,
player,201111130dal,buf,JoneDo00,rush_long,0,,,,,
player,201111130dal,buf,JoneDo00,targets,10,,,,,
player,201111130dal,buf,JoneDo00,rec,6,,,,,
player,201111130dal,buf,JoneDo00,rec_yds,51,,,,,
player,201111130dal,buf,JoneDo00,rec_td,0,,,,,
player,201111130dal,buf,JoneDo00,rec_long,18,,,,,
player,201111130dal,buf,JoneDo00,fumbles,0,,,,,
player,201111130dal,buf,JoneDo00,fumbles_lost,,,,,,
player,201111130dal,buf,ChanSc00,pass_cmp,0,,,,,
player,201111130dal,buf,ChanSc00,pass_att,0,,,,,
player,201111130dal,buf,ChanSc00,pass_yds,0,,,,,
player,201111130dal,buf,ChanSc00,pass_td,0,,,,,
player,201111130dal,buf,ChanSc00,pass_int,0,,,,,
player,201111130dal,buf,ChanSc00,pass_sacked,0,,,,,
player,201111130dal,buf,ChanSc00,pass_sacked_yds,0,,,,,
player,201111130dal,buf,ChanSc00,pass_long,0,,,,,
player,201111130dal,buf,ChanSc00,pass_rating,,,,,,
player,201111130dal,buf,ChanSc00,rush_att,0,,,,,
player,201111130dal,buf,ChanSc00,rush_yds,0,,,,,
player,201111130dal,buf,ChanSc00,rush_td,0,,,,,
player,201111130dal,buf,ChanSc00,rush_long,0,,,,,
player,201111130dal,buf,ChanSc00,targets,3,,,,,
player,201111130dal,buf,ChanSc00,rec,3,,,,,
player,201111130dal,buf,ChanSc00,rec_yds,34,,,,,
player,201111130dal,buf,ChanSc00,rec_td,0,,,,,
player,201111130dal,buf,ChanSc00,rec_long,18,,,,,
player,201111130dal,buf,ChanSc00,fumbles,0,,,,,
player,201111130dal,buf,ChanSc00,fumbles_lost,,,,,,
player,201111130dal,buf,NelsDa01,pass_cmp,0,,,,,
player,201111130dal,buf,NelsDa01,pass_att,0,,,,,
player,201111130dal,buf,NelsDa01,pass_yds,0,,,,,
player,201111130dal,buf,NelsDa01,pass_td,0,,,,,
player,201111130dal,buf,NelsDa01,pass_int,0,,,,,
player,201111130dal,buf,NelsDa01,pass_sacked,0,,,,,
player,201111130dal,buf,NelsDa01,pass_sacked_yds,0,,,,,
player,201111130dal,buf,NelsDa01,pass_long,0,,,,,
player,201111130dal,buf,NelsDa01,pass_rating,,,,,,
player,201111130dal,buf,NelsDa01,rush_att,0,,,,,
player,201111130dal,buf,NelsDa01,rush_yds,0,,,,,
player,201111130dal,buf,NelsDa01,rush_td,0,,,,,
player,201111130dal,buf,NelsDa01,rush_long,0,,,,,
player,201111130dal,buf,NelsDa01,targets,5,,,,,
player,201111130dal,buf,NelsDa01,rec,4,,,,,
player,201111130dal,buf,NelsDa01,rec_yds,31,,,,,
player,201111130dal,buf,NelsDa01,rec_td,1,,,,,
player,201111130dal,buf,NelsDa01,rec_long,11,,,,,
player,201111130dal,buf,NelsDa01,fumbles,0,,,,,
player,201111130dal,buf,NelsDa01,fumbles_lost,,,,,,
player,201111130dal,buf,RoosNa00,pass_cmp,0,,,,,
player,201111130dal,buf,RoosNa00,pass_att,0,,,,,
player,201111130dal,buf,RoosNa00,pass_yds,0,,,,,
player,201111130dal,buf,RoosNa00,pass_td,0,,,,,
player,201111130dal,buf,RoosNa00,pass_int,0,,,,,
player,201111130dal,buf,RoosNa00,pass_sacked,0,,,,,
player,201111130dal,buf,RoosNa00,pass_sacked_yds,0,,,,,
player,201111130dal,buf,RoosNa00,pass_long,0,,,,,
player,201111130dal,buf,RoosNa00,pass_rating,,,,,,
player,201111130dal,buf,RoosNa00,rush_att,0,,,,,
player,201111130dal,buf,RoosNa00,rush_yds,0,,,,,
player,201111130dal,buf,RoosNa00,rush_td,0,,,,,
player,201111130dal,buf,RoosNa00,rush_long,0,,,,,
player,201111130dal,buf,RoosNa00,targets,1,,,,,
player,201111130dal,buf,RoosNa00,rec,1,,,,,
player,201111130dal,buf,RoosNa00,rec_yds,21,,,,,
player,201111130dal,buf,RoosNa00,rec_td,0,,,,,
player,201111130dal,buf,RoosNa00,rec_long,21,,,,,
player,201111130dal,buf,RoosNa00,fumbles,0,,,,,
player,201111130dal,buf,RoosNa00,fumbles_lost,,,,,,
player,201111130dal,buf,JohnSt00,pass_cmp,0,,,,,
player,201111130dal,buf,JohnSt00,pass_att,0,,,,,
player,201111130dal,buf,JohnSt00,pass_yds,0,,,,,
player,201111130dal,buf,JohnSt00,pass_td,0,,,,,
player,201111130dal,buf,JohnSt00,pass_int,0,,,,,
player,201111130dal,buf,JohnSt00,pass_sacked,0,,,,,
player,201111130dal,buf,JohnSt00,pass_sacked_yds,0,,,,,
player,201111130dal,buf,JohnSt00,pass_long,0,,,,,
player,201111130dal,buf,JohnSt00,pass_rating,,,,,,
player,201111130dal,buf,JohnSt00,rush_att,0,,,,,
player,201111130dal,buf,JohnSt00,rush_yds,0,,,,,
player,201111130dal,buf,JohnSt00,rush_td,0,,,,,
player,201111130dal,buf,JohnSt00,rush_long,0,,,,,
player,201111130dal,buf,JohnSt00,targets,5,,,,,
player,201111130dal,buf,JohnSt00,rec,2,,,,,
player,201111130dal,buf,JohnSt00,rec_yds,8,,,,,
player,201111130dal,buf,JohnSt00,rec_td,0,,,,,
player,201111130dal,buf,JohnSt00,rec_long,6,,,,,
player,201111130dal,buf,JohnSt00,fumbles,0,,,,,
player,201111130dal,buf,JohnSt00,fumbles_lost,,,,,,
player,201111130dal,dal,RomoTo00,pass_cmp,23,,,,,
player,201111130dal,dal,RomoTo00,pass_att,26,,,,,
player,201111130dal,dal,RomoTo00,pass_yds,270,,,,,
player,201111130dal,dal,RomoTo00,pass_td,3,,,,,
player,201111130dal,dal,RomoTo00,pass_int,0,,,,,
player,201111130dal,dal,RomoTo00,pass_sacked,0,,,,,
player,201111130dal,dal,RomoTo00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,RomoTo00,pass_long,58,,,,,
player,201111130dal,dal,RomoTo00,pass_rating,148.4,,,,,
player,201111130dal,dal,RomoTo00,rush_att,2,,,,,
player,201111130dal,dal,RomoTo00,rush_yds,0,,,,,
player,201111130dal,dal,RomoTo00,rush_td,0,,,,,
player,201111130dal,dal,RomoTo00,rush_long,1,,,,,
player,201111130dal,dal,RomoTo00,targets,0,,,,,
player,201111130dal,dal,RomoTo00,rec,0,,,,,
player,201111130dal,dal,RomoTo00,rec_yds,0,,,,,
player,201111130dal,dal,RomoTo00,rec_td,0,,,,,
player,201111130dal,dal,RomoTo00,rec_long,0,,,,,
player,201111130dal,dal,RomoTo00,fumbles,0,,,,,
player,201111130dal,dal,RomoTo00,fumbles_lost,,,,,,
player,201111130dal,dal,MurrDe00,pass_cmp,0,,,,,
player,201111130dal,dal,MurrDe00,pass_att,0,,,,,
player,201111130dal,dal,MurrDe00,pass_yds,0,,,,,
player,201111130dal,dal,MurrDe00,pass_td,0,,,,,
player,201111130dal,dal,MurrDe00,pass_int,0,,,,,
player,201111130dal,dal,MurrDe00,pass_sacked,0,,,,,
player,201111130dal,dal,MurrDe00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,MurrDe00,pass_long,0,,,,,
player,201111130dal,dal,MurrDe00,pass_rating,,,,,,
player,201111130dal,dal,MurrDe00,rush_att,20,,,,,
player,201111130dal,dal,MurrDe00,rush_yds,135,,,,,
player,201111130dal,dal,MurrDe00,rush_td,1,,,,,
player,201111130dal,dal,MurrDe00,rush_long,25,,,,,
player,201111130dal,dal,MurrDe00,targets,7,,,,,
player,201111130dal,dal,MurrDe00,rec,6,,,,,
player,201111130dal,dal,MurrDe00,rec_yds,36,,,,,
player,201111130dal,dal,MurrDe00,rec_td,0,,,,,
player,201111130dal,dal,MurrDe00,rec_long,17,,,,,
player,201111130dal,dal,MurrDe00,fumbles,1,,,,,
player,201111130dal,dal,MurrDe00,fumbles_lost,0,,,,,
player,201111130dal,dal,TannPh00,pass_cmp,0,,,,,
player,201111130dal,dal,TannPh00,pass_att,0,,,,,
player,201111130dal,dal,TannPh00,pass_yds,0,,,,,
player,201111130dal,dal,TannPh00,pass_td,0,,,,,
player,201111130dal,dal,TannPh00,pass_int,0,,,,,
player,201111130dal,dal,TannPh00,pass_sacked,0,,,,,
player,201111130dal,dal,TannPh00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,TannPh00,pass_long,0,,,,,
player,201111130dal,dal,TannPh00,pass_rating,,,,,,
player,201111130dal,dal,TannPh00,rush_att,11,,,,,
player,201111130dal,dal,TannPh00,rush_yds,29,,,,,
player,201111130dal,dal,TannPh00,rush_td,0,,,,,
player,201111130dal,dal,TannPh00,rush_long,8,,,,,
player,201111130dal,dal,TannPh00,targets,0,,,,,
player,201111130dal,dal,TannPh00,rec,0,,,,,
player,201111130dal,dal,TannPh00,rec_yds,0,,,,,
player,201111130dal,dal,TannPh00,rec_td,0,,,,,
player,201111130dal,dal,TannPh00,rec_long,0,,,,,
player,201111130dal,dal,TannPh00,fumbles,0,,,,,
player,201111130dal,dal,TannPh00,fumbles_lost,,,,,,
player,201111130dal,dal,BryaDe01,pass_cmp,0,,,,,
player,201111130dal,dal,BryaDe01,pass_att,0,,,,,
player,201111130dal,dal,BryaDe01,pass_yds,0,,,,,
player,201111130dal,dal,BryaDe01,pass_td,0,,,,,
player,201111130dal,dal,BryaDe01,pass_int,0,,,,,
player,201111130dal,dal,BryaDe01,pass_sacked,0,,,,,
player,201111130dal,dal,BryaDe01,pass_sacked_yds,0,,,,,
player,201111130dal,dal,BryaDe01,pass_long,0,,,,,
player,201111130dal,dal,BryaDe01,pass_rating,,,,,,
player,201111130dal,dal,BryaDe01,rush_att,0,,,,,
player,201111130dal,dal,BryaDe01,rush_yds,0,,,,,
player,201111130dal,dal,BryaDe01,rush_td,0,,,,,
player,201111130dal,dal,BryaDe01,rush_long,0,,,,,
player,201111130dal,dal,BryaDe01,targets,6,,,,,
player,201111130dal,dal,BryaDe01,rec,6,,,,,
player,201111130dal,dal,BryaDe01,rec_yds,74,,,,,
player,201111130dal,dal,BryaDe01,rec_td,1,,,,,
player,201111130dal,dal,BryaDe01,rec_long,34,,,,,
player,201111130dal,dal,BryaDe01,fumbles,0,,,,,
player,201111130dal,dal,BryaDe01,fumbles_lost,,,,,,
player,201111130dal,dal,RobiLa01,pass_cmp,0,,,,,
player,201111130dal,dal,RobiLa01,pass_att,0,,,,,
player,201111130dal,dal,RobiLa01,pass_yds,0,,,,,
player,201111130dal,dal,RobiLa01,pass_td,0,,,,,
player,201111130dal,dal,RobiLa01,pass_int,0,,,,,
player,201111130dal,dal,RobiLa01,pass_sacked,0,,,,,
player,201111130dal,dal,RobiLa01,pass_sacked_yds,0,,,,,
player,201111130dal,dal,RobiLa01,pass_long,0,,,,,
player,201111130dal,dal,RobiLa01,pass_rating,,,,,,
player,201111130dal,dal,RobiLa01,rush_att,0,,,,,
player,201111130dal,dal,RobiLa01,rush_yds,0,,,,,
player,201111130dal,dal,RobiLa01,rush_td,0,,,,,
player,201111130dal,dal,RobiLa01,rush_long,0,,,,,
player,201111130dal,dal,RobiLa01,targets,3,,,,,
player,201111130dal,dal,RobiLa01,rec,3,,,,,
player,201111130dal,dal,RobiLa01,rec_yds,73,,,,,
player,201111130dal,dal,RobiLa01,rec_td,2,,,,,
player,201111130dal,dal,RobiLa01,rec_long,58,,,,,
player,201111130dal,dal,RobiLa01,fumbles,0,,,,,
player,201111130dal,dal,RobiLa01,fumbles_lost,,,,,,
player,201111130dal,dal,WittJa00,pass_cmp,0,,,,,
player,201111130dal,dal,WittJa00,pass_att,0,,,,,
player,201111130dal,dal,WittJa00,pass_yds,0,,,,,
player,201111130dal,dal,WittJa00,pass_td,0,,,,,
player,201111130dal,dal,WittJa00,pass_int,0,,,,,
player,201111130dal,dal,WittJa00,pass_sacked,0,,,,,
player,201111130dal,dal,WittJa00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,WittJa00,pass_long,0,,,,,
player,201111130dal,dal,WittJa00,pass_rating,,,,,,
player,201111130dal,dal,WittJa00,rush_att,0,,,,,
player,201111130dal,dal,WittJa00,rush_yds,0,,,,,
player,201111130dal,dal,WittJa00,rush_td,0,,,,,
player,201111130dal,dal,WittJa00,rush_long,0,,,,,
player,201111130dal,dal,WittJa00,targets,7,,,,,
player,201111130dal,dal,WittJa00,rec,5,,,,,
player,201111130dal,dal,WittJa00,rec_yds,37,,,,,
player,201111130dal,dal,WittJa00,rec_td,0,,,,,
player,201111130dal,dal,WittJa00,rec_long,17,,,,,
player,201111130dal,dal,WittJa00,fumbles,0,,,,,
player,201111130dal,dal,WittJa00,fumbles_lost,,,,,,
player,201111130dal,dal,HollJe00,pass_cmp,0,,,,,
player,201111130dal,dal,HollJe00,pass_att,0,,,,,
player,201111130dal,dal,HollJe00,pass_yds,0,,,,,
player,201111130dal,dal,HollJe00,pass_td,0,,,,,
player,201111130dal,dal,HollJe00,pass_int,0,,,,,
player,201111130dal,dal,HollJe00,pass_sacked,0,,,,,
player,201111130dal,dal,HollJe00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,HollJe00,pass_long,0,,,,,
player,201111130dal,dal,HollJe00,pass_rating,,,,,,
player,201111130dal,dal,HollJe00,rush_att,0,,,,,
player,201111130dal,dal,HollJe00,rush_yds,0,,,,,
player,201111130dal,dal,HollJe00,rush_td,0,,,,,
player,201111130dal,dal,HollJe00,rush_long,0,,,,,
player,201111130dal,dal,HollJe00,targets,1,,,,,
player,201111130dal,dal,HollJe00,rec,1,,,,,
player,201111130dal,dal,HollJe00,rec_yds,25,,,,,
player,201111130dal,dal,HollJe00,rec_td,0,,,,,
player,201111130dal,dal,HollJe00,rec_long,25,,,,,
player,201111130dal,dal,HollJe00,fumbles,0,,,,,
player,201111130dal,dal,HollJe00,fumbles_lost,,,,,,
player,201111130dal,dal,OgleKe00,pass_cmp,0,,,,,
player,201111130dal,dal,OgleKe00,pass_att,0,,,,,
player,201111130dal,dal,OgleKe00,pass_yds,0,,,,,
player,201111130dal,dal,OgleKe00,pass_td,0,,,,,
player,201111130dal,dal,OgleKe00,pass_int,0,,,,,
player,201111130dal,dal,OgleKe00,pass_sacked,0,,,,,
player,201111130dal,dal,OgleKe00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,OgleKe00,pass_long,0,,,,,
player,201111130dal,dal,OgleKe00,pass_rating,,,,,,
player,201111130dal,dal,OgleKe00,rush_att,0,,,,,
player,201111130dal,dal,OgleKe00,rush_yds,0,,,,,
player,201111130dal,dal,OgleKe00,rush_td,0,,,,,
player,201111130dal,dal,OgleKe00,rush_long,0,,,,,
player,201111130dal,dal,OgleKe00,targets,1,,,,,
player,201111130dal,dal,OgleKe00,rec,1,,,,,
player,201111130dal,dal,OgleKe00,rec_yds,17,,,,,
player,201111130dal,dal,OgleKe00,rec_td,0,,,,,
player,201111130dal,dal,OgleKe00,rec_long,17,,,,,
player,201111130dal,dal,OgleKe00,fumbles,0,,,,,
player,201111130dal,dal,OgleKe00,fumbles_lost,,,,,,
player,201111130dal,dal,BennMa00,pass_cmp,0,,,,,
player,201111130dal,dal,BennMa00,pass_att,0,,,,,
player,201111130dal,dal,BennMa00,pass_yds,0,,,,,
player,201111130dal,dal,BennMa00,pass_td,0,,,,,
player,201111130dal,dal,BennMa00,pass_int,0,,,,,
player,201111130dal,dal,BennMa00,pass_sacked,0,,,,,
player,201111130dal,dal,BennMa00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,BennMa00,pass_long,0,,,,,
player,201111130dal,dal,BennMa00,pass_rating,,,,,,
player,201111130dal,dal,BennMa00,rush_att,0,,,,,
player,201111130dal,dal,BennMa00,rush_yds,0,,,,,
player,201111130dal,dal,BennMa00,rush_td,0,,,,,
player,201111130dal,dal,BennMa00,rush_long,0,,,,,
player,201111130dal,dal,BennMa00,targets,1,,,,,
player,201111130dal,dal,BennMa00,rec,1,,,,,
player,201111130dal,dal,BennMa00,rec_yds,8,,,,,
player,201111130dal,dal,BennMa00,rec_td,0,,,,,
player,201111130dal,dal,BennMa00,rec_long,8,,,,,
player,201111130dal,dal,BennMa00,fumbles,0,,,,,
player,201111130dal,dal,BennMa00,fumbles_lost,,,,,,
player,201111130dal,dal,KitnJo00,pass_cmp,0,,,,,
player,201111130dal,dal,KitnJo00,pass_att,0,,,,,
player,201111130dal,dal,KitnJo00,pass_yds,0,,,,,
player,201111130dal,dal,KitnJo00,pass_td,0,,,,,
player,201111130dal,dal,KitnJo00,pass_int,0,,,,,
player,201111130dal,dal,KitnJo00,pass_sacked,0,,,,,
player,201111130dal,dal,KitnJo00,pass_sacked_yds,0,,,,,
player,201111130dal,dal,KitnJo00,pass_long,0,,,,,
player,201111130dal,dal,KitnJo00,pass_rating,,,,,,
player,201111130dal,dal,KitnJo00,rush_att,2,,,,,
player,201111130dal,dal,KitnJo00,rush_yds,-1,,,,,
player,201111130dal,dal,KitnJo00,rush_td,0,,,,,
player,201111130dal,dal,KitnJo00,rush_long,0,,,,,
player,201111130dal,dal,KitnJo00,targets,0,,,,,
player,201111130dal,dal,KitnJo00,rec,0,,,,,
player,201111130dal,dal,KitnJo00,rec_yds,0,,,,,
player,201111130dal,dal,KitnJo00,rec_td,0,,,,,
player,201111130dal,dal,KitnJo00,rec_long,0,,,,,
player,201111130dal,dal,KitnJo00,fumbles,0,,,,,
player,201111130dal,dal,KitnJo00,fumbles_lost,,,,,,
player,201111130dal,buf,ByrdJa99,def_int,0,,,,,
player,201111130dal,buf,ByrdJa99,def_int_yds,0,,,,,
player,201111130dal,buf,ByrdJa99,def_int_td,0,,,,,
player,201111130dal,buf,ByrdJa99,def_int_long,0,,,,,
player,201111130dal,buf,ByrdJa99,pass_defended,0,,,,,
player,201111130dal,buf,ByrdJa99,sacks,0.0,,,,,
player,201111130dal,buf,ByrdJa99,tackles_combined,8,,,,,
player,201111130dal,buf,ByrdJa99,tackles_solo,6,,,,,
player,201111130dal,buf,ByrdJa99,tackles_assists,2,,,,,
player,201111130dal,buf,ByrdJa99,tackles_loss,0,,,,,
player,201111130dal,buf,ByrdJa99,qb_hits,0,,,,,
player,201111130dal,buf,ByrdJa99,fumbles_rec,0,,,,,
player,201111130dal,buf,ByrdJa99,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,ByrdJa99,fumbles_rec_td,0,,,,,
player,201111130dal,buf,ByrdJa99,fumbles_forced,1,,,,,
player,201111130dal,buf,WilsGe01,def_int,0,,,,,
player,201111130dal,buf,WilsGe01,def_int_yds,0,,,,,
player,201111130dal,buf,WilsGe01,def_int_td,0,,,,,
player,201111130dal,buf,WilsGe01,def_int_long,0,,,,,
player,201111130dal,buf,WilsGe01,pass_defended,0,,,,,
player,201111130dal,buf,WilsGe01,sacks,0.0,,,,,
player,201111130dal,buf,WilsGe01,tackles_combined,8,,,,,
player,201111130dal,buf,WilsGe01,tackles_solo,6,,,,,
player,201111130dal,buf,WilsGe01,tackles_assists,2,,,,,
player,201111130dal,buf,WilsGe01,tackles_loss,0,,,,,
player,201111130dal,buf,WilsGe01,qb_hits,0,,,,,
player,201111130dal,buf,WilsGe01,fumbles_rec,0,,,,,
player,201111130dal,buf,WilsGe01,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,WilsGe01,fumbles_rec_td,0,,,,,
player,201111130dal,buf,WilsGe01,fumbles_forced,0,,,,,
player,201111130dal,buf,McGeTe99,def_int,0,,,,,
player,201111130dal,buf,McGeTe99,def_int_yds,0,,,,,
player,201111130dal,buf,McGeTe99,def_int_td,0,,,,,
player,201111130dal,buf,McGeTe99,def_int_long,0,,,,,
player,201111130dal,buf,McGeTe99,pass_defended,0,,,,,
player,201111130dal,buf,McGeTe99,sacks,0.0,,,,,
player,201111130dal,buf,McGeTe99,tackles_combined,6,,,,,
player,201111130dal,buf,McGeTe99,tackles_solo,6,,,,,
player,201111130dal,buf,McGeTe99,tackles_assists,0,,,,,
player,201111130dal,buf,McGeTe99,tackles_loss,0,,,,,
player,201111130dal,buf,McGeTe99,qb_hits,0,,,,,
player,201111130dal,buf,McGeTe99,fumbles_rec,0,,,,,
player,201111130dal,buf,McGeTe99,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,McGeTe99,fumbles_rec_td,0,,,,,
player,201111130dal,buf,McGeTe99,fumbles_forced,0,,,,,
player,201111130dal,buf,SearDa00,def_int,0,,,,,
player,201111130dal,buf,SearDa00,def_int_yds,0,,,,,
player,201111130dal,buf,SearDa00,def_int_td,0,,,,,
player,201111130dal,buf,SearDa00,def_int_long,0,,,,,
player,201111130dal,buf,SearDa00,pass_defended,0,,,,,
player,201111130dal,buf,SearDa00,sacks,0.0,,,,,
player,201111130dal,buf,SearDa00,tackles_combined,5,,,,,
player,201111130dal,buf,SearDa00,tackles_solo,3,,,,,
player,201111130dal,buf,SearDa00,tackles_assists,2,,,,,
player,201111130dal,buf,SearDa00,tackles_loss,0,,,,,
player,201111130dal,buf,SearDa00,qb_hits,0,,,,,
player,201111130dal,buf,SearDa00,fumbles_rec,0,,,,,
player,201111130dal,buf,SearDa00,fumbles_rec_yds,0,,,,,
player,201111130dal,buf,SearDa00,fumbles_rec_td,0,,,,,
player,201111130dal,buf,SearDa00,fumbles_forced,0,,,,,
player,201111130dal,buf,BarnNi20,def_int,0,,,,,
player,201111130dal,buf,BarnNi20,def_int_yds,0,,,,,
player,201111130dal,buf,BarnNi20,def_int_td,0,,,,,
player,201111130dal,buf,BarnNi20,def_int_long,0,,,,,
player,201111130dal,buf,BarnNi20,pass_defended,0,,,,,
player,201111130dal,buf,BarnNi20,sacks,0.0,,,,,
player,201111130dal,buf,BarnNi20,tackles_combined,4,,,,,
player,201111130dal,buf,BarnNi20,tackles_solo,3,,,,,
player,201111130dal,buf,BarnNi20,tackles_assists,1,,,,,
player,201111130dal,buf,BarnNi20,tackles_loss,1,,,,,
player,201111130dal,buf,BarnNi20,qb_hits,0,,,,,
