game,2011,10,20111113,201111130dal,buf,"Buffalo Bills",7,dal,"Dallas Cowboys",44
player,201111130dal,dal,SpenAn99,fumbles_forced,0,,,,,
player,201111130dal,dal,AlbrAl00,def_int,0,,,,,
player,201111130dal,dal,AlbrAl00,def_int_yds,0,,,,,
player,201111130dal,dal,AlbrAl00,def_int_td,0,,,,,
player,201111130dal,dal,AlbrAl00,def_int_long,0,,,,,
player,201111130dal,dal,AlbrAl00,pass_defended,0,,,,,
player,201111130dal,dal,AlbrAl00,sacks,0.0,,,,,
player,201111130dal,dal,AlbrAl00,tackles_combined,1,,,,,
player,201111130dal,dal,AlbrAl00,tackles_solo,1,,,,,
player,201111130dal,dal,AlbrAl00,tackles_assists,0,,,,,
player,201111130dal,dal,AlbrAl00,tackles_loss,0,,,,,
player,201111130dal,dal,AlbrAl00,qb_hits,0,,,,,
player,201111130dal,dal,AlbrAl00,fumbles_rec,0,,,,,
player,201111130dal,dal,AlbrAl00,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,AlbrAl00,fumbles_rec_td,0,,,,,
player,201111130dal,dal,AlbrAl00,fumbles_forced,0,,,,,
player,201111130dal,dal,ColeKe20,def_int,0,,,,,
player,201111130dal,dal,ColeKe20,def_int_yds,0,,,,,
player,201111130dal,dal,ColeKe20,def_int_td,0,,,,,
player,201111130dal,dal,ColeKe20,def_int_long,0,,,,,
player,201111130dal,dal,ColeKe20,pass_defended,0,,,,,
player,201111130dal,dal,ColeKe20,sacks,0.0,,,,,
player,201111130dal,dal,ColeKe20,tackles_combined,1,,,,,
player,201111130dal,dal,ColeKe20,tackles_solo,1,,,,,
player,201111130dal,dal,ColeKe20,tackles_assists,0,,,,,
player,201111130dal,dal,ColeKe20,tackles_loss,0,,,,,
player,201111130dal,dal,ColeKe20,qb_hits,0,,,,,
player,201111130dal,dal,ColeKe20,fumbles_rec,0,,,,,
player,201111130dal,dal,ColeKe20,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,ColeKe20,fumbles_rec_td,0,,,,,
player,201111130dal,dal,ColeKe20,fumbles_forced,0,,,,,
player,201111130dal,dal,McCrDa00,def_int,0,,,,,
player,201111130dal,dal,McCrDa00,def_int_yds,0,,,,,
player,201111130dal,dal,McCrDa00,def_int_td,0,,,,,
player,201111130dal,dal,McCrDa00,def_int_long,0,,,,,
player,201111130dal,dal,McCrDa00,pass_defended,0,,,,,
player,201111130dal,dal,McCrDa00,sacks,0.0,,,,,
player,201111130dal,dal,McCrDa00,tackles_combined,1,,,,,
player,201111130dal,dal,McCrDa00,tackles_solo,1,,,,,
player,201111130dal,dal,McCrDa00,tackles_assists,0,,,,,
player,201111130dal,dal,McCrDa00,tackles_loss,1,,,,,
player,201111130dal,dal,McCrDa00,qb_hits,0,,,,,
player,201111130dal,dal,McCrDa00,fumbles_rec,0,,,,,
player,201111130dal,dal,McCrDa00,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,McCrDa00,fumbles_rec_td,0,,,,,
player,201111130dal,dal,McCrDa00,fumbles_forced,0,,,,,
player,201111130dal,dal,SpeaMa21,def_int,0,,,,,
player,201111130dal,dal,SpeaMa21,def_int_yds,0,,,,,
player,201111130dal,dal,SpeaMa21,def_int_td,0,,,,,
player,201111130dal,dal,SpeaMa21,def_int_long,0,,,,,
player,201111130dal,dal,SpeaMa21,pass_defended,0,,,,,
player,201111130dal,dal,SpeaMa21,sacks,0.0,,,,,
player,201111130dal,dal,SpeaMa21,tackles_combined,0,,,,,
player,201111130dal,dal,SpeaMa21,tackles_solo,0,,,,,
player,201111130dal,dal,SpeaMa21,tackles_assists,0,,,,,
player,201111130dal,dal,SpeaMa21,tackles_loss,0,,,,,
player,201111130dal,dal,SpeaMa21,qb_hits,1,,,,,
player,201111130dal,dal,SpeaMa21,fumbles_rec,0,,,,,
player,201111130dal,dal,SpeaMa21,fumbles_rec_yds,0,,,,,
player,201111130dal,dal,SpeaMa21,fumbles_rec_td,0,,,,,
player,201111130dal,dal,SpeaMa21,fumbles_forced,0,,,,,
player,201111130dal,buf,SpilC.00,kick_ret,2,,,,,
player,201111130dal,buf,SpilC.00,kick_ret_yds,61,,,,,
player,201111130dal,buf,SpilC.00,kick_ret_yds_per_ret,30.5,,,,,
player,201111130dal,buf,SpilC.00,kick_ret_td,0,,,,,
player,201111130dal,buf,SpilC.00,kick_ret_long,35,,,,,
player,201111130dal,buf,SpilC.00,punt_ret,0,,,,,
player,201111130dal,buf,SpilC.00,punt_ret_yds,0,,,,,
player,201111130dal,buf,SpilC.00,punt_ret_yds_per_ret,,,,,,
player,201111130dal,buf,SpilC.00,punt_ret_td,0,,,,,
player,201111130dal,buf,SpilC.00,punt_ret_long,0,,,,,
player,201111130dal,buf,SmitBr01,kick_ret,1,,,,,
player,201111130dal,buf,SmitBr01,kick_ret_yds,0,,,,,
player,201111130dal,buf,SmitBr01,kick_ret_yds_per_ret,0.0,,,,,
player,201111130dal,buf,SmitBr01,kick_ret_td,0,,,,,
player,201111130dal,buf,SmitBr01,kick_ret_long,0,,,,,
player,201111130dal,buf,SmitBr01,punt_ret,0,,,,,
player,201111130dal,buf,SmitBr01,punt_ret_yds,0,,,,,
player,201111130dal,buf,SmitBr01,punt_ret_yds_per_ret,,,,,,
player,201111130dal,buf,SmitBr01,punt_ret_td,0,,,,,
player,201111130dal,buf,SmitBr01,punt_ret_long,0,,,,,
player,201111130dal,dal,OwusAk99,kick_ret,0,,,,,
player,201111130dal,dal,OwusAk99,kick_ret_yds,0,,,,,
player,201111130dal,dal,OwusAk99,kick_ret_yds_per_ret,,,,,,
player,201111130dal,dal,OwusAk99,kick_ret_td,0,,,,,
player,201111130dal,dal,OwusAk99,kick_ret_long,0,,,,,
player,201111130dal,dal,OwusAk99,punt_ret,2,,,,,
player,201111130dal,dal,OwusAk99,punt_ret_yds,4,,,,,
player,201111130dal,dal,OwusAk99,punt_ret_yds_per_ret,2.0,,,,,
player,201111130dal,dal,OwusAk99,punt_ret_td,0,,,,,
player,201111130dal,dal,OwusAk99,punt_ret_long,4,,,,,
player,201111130dal,buf,raynedav01,xpm,1,,,,,
player,201111130dal,buf,raynedav01,xpa,1,,,,,
player,201111130dal,buf,raynedav01,fgm,,,,,,
player,201111130dal,buf,raynedav01,fga,1,,,,,
player,201111130dal,buf,raynedav01,punt,0,,,,,
player,201111130dal,buf,raynedav01,punt_yds,0,,,,,
player,201111130dal,buf,raynedav01,punt_yds_per_punt,,,,,,
player,201111130dal,buf,raynedav01,punt_long,0,,,,,
player,201111130dal,buf,MoorBr24,xpm,,,,,,
player,201111130dal,buf,MoorBr24,xpa,,,,,,
player,201111130dal,buf,MoorBr24,fgm,,,,,,
player,201111130dal,buf,MoorBr24,fga,,,,,,
player,201111130dal,buf,MoorBr24,punt,3,,,,,
player,201111130dal,buf,MoorBr24,punt_yds,156,,,,,
player,201111130dal,buf,MoorBr24,punt_yds_per_punt,52.0,,,,,
player,201111130dal,buf,MoorBr24,punt_long,59,,,,,
player,201111130dal,dal,BailDa00,xpm,5,,,,,
player,201111130dal,dal,BailDa00,xpa,5,,,,,
player,201111130dal,dal,BailDa00,fgm,3,,,,,
player,201111130dal,dal,BailDa00,fga,3,,,,,
player,201111130dal,dal,BailDa00,punt,0,,,,,
player,201111130dal,dal,BailDa00,punt_yds,0,,,,,
player,201111130dal,dal,BailDa00,punt_yds_per_punt,,,,,,
player,201111130dal,dal,BailDa00,punt_long,0,,,,,
player,201111130dal,dal,McBrMa20,xpm,,,,,,
player,201111130dal,dal,McBrMa20,xpa,,,,,,
player,201111130dal,dal,McBrMa20,fgm,,,,,,
player,201111130dal,dal,McBrMa20,fga,,,,,,
player,201111130dal,dal,McBrMa20,punt,1,,,,,
player,201111130dal,dal,McBrMa20,punt_yds,52,,,,,
player,201111130dal,dal,McBrMa20,punt_yds_per_punt,52.0,,,,,
player,201111130dal,dal,McBrMa20,punt_long,52,,,,,
